reconstructed_claim_id,policy_number,offset_total,interest_total,withholding_total,offset_codes,interest_codes,withholding_codes,residual_amount,offset_explains_gap,interest_explains_gap,withholding_explains_gap,decomposition_status
RC-9011105523-1-DEATH_CLAIM-C0-20200718,9011105523,0.0,638.19,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9011105951-1-DEATH_CLAIM-C0-20180612,9011105951,0.0,31.63,0.0,,0630,,-488.87,N,N,N,RESIDUAL_REMAINS
RC-9011106214-1-DEATH_CLAIM-C0-20190406,9011106214,0.0,53.23,0.0,,0630,,-76.11,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011106317-1-DEATH_CLAIM-C0-20190317,9011106317,0.0,17.11,0.0,,0630,,-15.24,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011107129-1-DEATH_CLAIM-C0-20220713,9011107129,0.0,12.31,0.0,,0630,,-15.71,N,N,N,RESIDUAL_REMAINS
RC-9011107641-1-DEATH_CLAIM-C0-20180614,9011107641,0.0,15.73,0.0,,0630,,-206.4,N,N,N,RESIDUAL_REMAINS
RC-9011107848-1-DEATH_CLAIM-C0-20220610,9011107848,0.0,16.13,0.0,,0630,,-177.49,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011108515-1-DEATH_CLAIM-C0-20220122,9011108515,0.0,47.32,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9011109881-1-DEATH_CLAIM-C0-20240204,9011109881,0.0,99.8,0.0,,0630,,-74.37,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011110240-1-DEATH_CLAIM-C0-20231228,9011110240,0.0,31.74,0.0,,0630,,-94.06,N,N,N,RESIDUAL_REMAINS
RC-9011110362-1-DEATH_CLAIM-C0-20190210,9011110362,0.0,24.68,0.0,,0630,,-64.99,N,N,N,RESIDUAL_REMAINS
RC-9011110698-1-DEATH_CLAIM-C0-20180519,9011110698,0.0,35.94,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9011111635-1-DEATH_CLAIM-C0-20200403,9011111635,0.0,3.84,0.0,,0630,,-45.68,N,N,N,RESIDUAL_REMAINS
RC-9011112641-1-DEATH_CLAIM-C0-20250831,9011112641,0.0,22.72,0.0,,0630,,-34.59,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011112743-1-DEATH_CLAIM-C0-20230320,9011112743,0.0,16.92,0.0,,0630,,-121.26,N,N,N,RESIDUAL_REMAINS
RC-9011112744-1-DEATH_CLAIM-C0-20181121,9011112744,0.0,101.08,0.0,,0630,,-155.65,N,N,N,RESIDUAL_REMAINS
RC-9011115690-1-DEATH_CLAIM-C0-20180120,9011115690,0.0,644.57,0.0,,0630,,-354.58,N,N,N,RESIDUAL_REMAINS
RC-9011116180-1-DEATH_CLAIM-C0-20221013,9011116180,0.0,65.34,0.0,,0630,,-259.29,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011116525-1-DEATH_CLAIM-C0-20220320,9011116525,0.0,26.6,0.0,,0630,,-25.56,N,Y,N,INTEREST_EXPLAINS_GAP
RC-9011117286-1-DEATH_CLAIM-C0-20201129,9011117286,0.0,60.26,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9011122810-1-DEATH_CLAIM-C0-20250309,9011122810,0.0,18.01,0.0,,0630,,-19.85,N,Y,N,INTEREST_EXPLAINS_GAP
RC-9011131163-1-DEATH_CLAIM-C0-20240921,9011131163,0.0,7.09,0.0,,0630,,-9.54,N,N,N,RESIDUAL_REMAINS
RC-9011133146-1-DEATH_CLAIM-C0-20210122,9011133146,0.0,9.74,0.0,,0630,,3117.03,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011134051-1-DEATH_CLAIM-C0-20230121,9011134051,0.0,19.8,0.0,,0630,,0.0,N,N,N,MULTI_PAYOUT_DECOMPOSED
RC-9011136667-1-DEATH_CLAIM-C0-20240203,9011136667,0.0,5.83,0.0,,0630,,-15.19,N,N,N,RESIDUAL_REMAINS
RC-9011138599-1-DEATH_CLAIM-C0-20190424,9011138599,0.0,12.79,0.0,,0630,,-20.22,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011140409-1-DEATH_CLAIM-C0-20220524,9011140409,0.0,33.13,0.0,,0630,,-200.89,N,N,N,RESIDUAL_REMAINS
RC-9011140826-1-DEATH_CLAIM-C0-20181215,9011140826,0.0,25.01,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9011140913-1-DEATH_CLAIM-C0-20191003,9011140913,0.0,98.44,0.0,,0630,,15057.54,N,N,N,PARTIAL_DECOMPOSITION
RC-9011141895-1-DEATH_CLAIM-C0-20180328,9011141895,0.0,29.33,0.0,,0630,,-44.19,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011142178-1-DEATH_CLAIM-C0-20180807,9011142178,0.0,16.46,0.0,,0630,,-478.02,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011142605-1-DEATH_CLAIM-C0-20221002,9011142605,0.0,5.24,0.0,,0630,,-42.19,N,N,N,RESIDUAL_REMAINS
RC-9011145715-1-DEATH_CLAIM-C0-20240718,9011145715,0.0,46.96,0.0,,0630,,-547.14,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011146946-1-DEATH_CLAIM-C0-20200403,9011146946,0.0,3.83,0.0,,0630,,-33.4,N,N,N,RESIDUAL_REMAINS
RC-9011153546-1-DEATH_CLAIM-C0-20180630,9011153546,0.0,5.66,0.0,,0630,,-61.61,N,N,N,RESIDUAL_REMAINS
RC-9011153547-1-DEATH_CLAIM-C0-20210119,9011153547,0.0,5.12,0.0,,0630,,-30.47,N,N,N,RESIDUAL_REMAINS
RC-9011154868-1-DEATH_CLAIM-C0-20230206,9011154868,0.0,82.97,0.0,,0630,,-2496.96,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011158551-1-DEATH_CLAIM-C0-20221222,9011158551,0.0,44.45,0.0,,0630,,-231.28,N,N,N,RESIDUAL_REMAINS
RC-9011159843-1-DEATH_CLAIM-C0-20211010,9011159843,0.0,31.67,0.0,,0630,,0.0,N,N,N,MULTI_PAYOUT_DECOMPOSED
RC-9011163086-1-DEATH_CLAIM-C0-20210617,9011163086,0.0,821.5,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9011175414-1-DEATH_CLAIM-C0-20250222,9011175414,0.0,803.54,0.0,,0630,,-680.21,N,N,N,RESIDUAL_REMAINS
RC-9011176023-1-DEATH_CLAIM-C0-20210918,9011176023,0.0,51.67,0.0,,0630,,-32.74,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011180646-1-DEATH_CLAIM-C0-20181217,9011180646,0.0,162.82,0.0,,0630,,-96.13,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011180732-1-DEATH_CLAIM-C0-20190215,9011180732,0.0,66.75,0.0,,0630,,-25.49,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011180887-1-DEATH_CLAIM-C0-20220629,9011180887,0.0,74.76,0.0,,0630,,-4.62,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011181080-1-DEATH_CLAIM-C0-20240708,9011181080,0.0,8.84,0.0,,0630,,3090.01,N,N,N,CLEARING_ONLY_DISTORTION
RC-9011181683-1-DEATH_CLAIM-C0-20181126,9011181683,0.0,40.79,0.0,,0630,,-230.27,N,N,N,RESIDUAL_REMAINS
RC-9011182070-1-DEATH_CLAIM-C0-20240305,9011182070,0.0,3.81,0.0,,0630,,-54.03,N,N,N,RESIDUAL_REMAINS
RC-9011182104-1-DEATH_CLAIM-C0-20240506,9011182104,0.0,5.3,0.0,,0630,,-37.75,N,N,N,RESIDUAL_REMAINS
RC-9011182857-1-DEATH_CLAIM-C0-20220131,9011182857,0.0,156.65,0.0,,0630,,-81.99,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011184065-1-DEATH_CLAIM-C0-20190604,9011184065,0.0,288.62,0.0,,0630,,-76.83,N,N,N,RESIDUAL_REMAINS
RC-9011184291-1-DEATH_CLAIM-C0-20241025,9011184291,0.0,37.56,0.0,,0630,,-209.09,N,N,N,RESIDUAL_REMAINS
RC-9011185893-1-DEATH_CLAIM-C0-20220628,9011185893,0.0,4.7,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9011187172-1-DEATH_CLAIM-C0-20200206,9011187172,0.0,5.19,0.0,,0630,,-4.5,N,N,N,RESIDUAL_REMAINS
RC-9011189420-1-DEATH_CLAIM-C0-20200103,9011189420,0.0,8.05,0.0,,0630,,-22.03,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011189535-1-DEATH_CLAIM-C0-20240508,9011189535,0.0,35.86,0.0,,0630,,-55.7,N,N,N,RESIDUAL_REMAINS
RC-9011189657-1-DEATH_CLAIM-C0-20221214,9011189657,0.0,4.91,0.0,,0630,,-14.8,N,N,N,RESIDUAL_REMAINS
RC-9011189757-1-DEATH_CLAIM-C0-20211001,9011189757,0.0,183.79,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9011189786-1-DEATH_CLAIM-C0-20200223,9011189786,0.0,14.57,0.0,,0630,,-14082.42,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011189791-1-DEATH_CLAIM-C0-20221111,9011189791,0.0,17.71,0.0,,0630,,-19.77,N,Y,N,INTEREST_EXPLAINS_GAP
RC-9011189855-1-DEATH_CLAIM-C0-20190903,9011189855,0.0,8.76,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9011189885-1-DEATH_CLAIM-C0-20230310,9011189885,0.0,5.68,0.0,,0630,,-20.5,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011190048-1-DEATH_CLAIM-C0-20241122,9011190048,0.0,109.06,0.0,,0630,,-7.59,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011190049-1-DEATH_CLAIM-C0-20201227,9011190049,0.0,30.93,0.0,,0630,,-33.31,N,Y,N,INTEREST_EXPLAINS_GAP
RC-9011190410-1-DEATH_CLAIM-C0-20201107,9011190410,0.0,4.33,0.0,,0630,,-106.51,N,N,N,RESIDUAL_REMAINS
RC-9011190411-1-DEATH_CLAIM-C0-20200910,9011190411,0.0,4.26,0.0,,0630,,-17.46,N,N,N,RESIDUAL_REMAINS
RC-9011190613-1-DEATH_CLAIM-C0-20201021,9011190613,0.0,47.04,0.0,,0630,,-122.13,N,N,N,RESIDUAL_REMAINS
RC-9011191392-1-DEATH_CLAIM-C0-20230828,9011191392,0.0,8.19,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9011191513-1-DEATH_CLAIM-C0-20180410,9011191513,0.0,1.75,0.0,,0630,,2941.41,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011191584-1-DEATH_CLAIM-C0-20250111,9011191584,0.0,262.33,0.0,,0630,,-235.81,N,Y,N,INTEREST_EXPLAINS_GAP
RC-9011191662-1-DEATH_CLAIM-C0-20190527,9011191662,0.0,8.83,0.0,,0630,,-33.32,N,N,N,RESIDUAL_REMAINS
RC-9011192047-1-DEATH_CLAIM-C0-20210801,9011192047,0.0,74.6,0.0,,0630,,17.62,N,N,N,RESIDUAL_REMAINS
RC-9011192065-1-DEATH_CLAIM-C0-20190202,9011192065,0.0,21.42,0.0,,0630,,-39.1,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011192106-1-DEATH_CLAIM-C0-20250102,9011192106,0.0,43.47,0.0,,0630,,-5.12,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011193211-1-DEATH_CLAIM-C0-20220211,9011193211,0.0,49.47,0.0,,0630,,-71.01,N,N,N,RESIDUAL_REMAINS
RC-9011193421-1-DEATH_CLAIM-C0-20230824,9011193421,0.0,4.96,0.0,,0630,,3905.1,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011193836-1-DEATH_CLAIM-C0-20210217,9011193836,0.0,52.92,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9011194273-1-DEATH_CLAIM-C0-20180317,9011194273,0.0,14.88,0.0,,0630,,-256.35,N,N,N,RESIDUAL_REMAINS
RC-9011194436-1-DEATH_CLAIM-C0-20180702,9011194436,0.0,50.46,0.0,,0630,,-76.75,N,N,N,RESIDUAL_REMAINS
RC-9011194617-1-DEATH_CLAIM-C0-20180516,9011194617,0.0,13.69,0.0,,0630,,-2.05,N,N,N,RESIDUAL_REMAINS
RC-9011194618-1-DEATH_CLAIM-C0-20180516,9011194618,0.0,68.44,0.0,,0630,,-6.61,N,N,N,RESIDUAL_REMAINS
RC-9011194752-1-DEATH_CLAIM-C0-20180730,9011194752,0.0,67.33,0.0,,0630,,-4.71,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011195296-1-DEATH_CLAIM-C0-20210117,9011195296,0.0,3.32,0.0,,0630,,-35.21,N,N,N,RESIDUAL_REMAINS
RC-9011195913-1-DEATH_CLAIM-C0-20220124,9011195913,0.0,47.2,0.0,,0630,,-58.72,N,N,N,RESIDUAL_REMAINS
RC-9011196569-1-DEATH_CLAIM-C0-20180614,9011196569,0.0,6.62,0.0,,0630,,-11.06,N,N,N,RESIDUAL_REMAINS
RC-9011196775-1-DEATH_CLAIM-C0-20221123,9011196775,0.0,93.03,0.0,,0630,,-25.58,N,N,N,RESIDUAL_REMAINS
RC-9011197222-1-DEATH_CLAIM-C0-20190610,9011197222,0.0,201.66,0.0,,0630,,-327.44,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011197492-1-DEATH_CLAIM-C0-20181021,9011197492,0.0,8.55,0.0,,0630,,-32.55,N,N,N,RESIDUAL_REMAINS
RC-9011197709-1-DEATH_CLAIM-C0-20220920,9011197709,0.0,52.04,0.0,,0630,,-13.94,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011198344-1-DEATH_CLAIM-C0-20210315,9011198344,0.0,3176.92,0.0,,0630,,-2067.56,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011199046-1-DEATH_CLAIM-C0-20211220,9011199046,0.0,47.6,0.0,,0630,,-76.04,N,N,N,RESIDUAL_REMAINS
RC-9011199527-1-DEATH_CLAIM-C0-20191010,9011199527,0.0,90.76,0.0,,0630,,20006.57,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011199632-1-DEATH_CLAIM-C0-20211216,9011199632,0.0,163.53,0.0,,0630,,-113.28,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011200012-1-DEATH_CLAIM-C0-20260322,9011200012,0.0,32.78,0.0,,0630,,-16.19,N,N,N,RESIDUAL_REMAINS
RC-9011200251-1-DEATH_CLAIM-C0-20200811,9011200251,0.0,60.76,0.0,,0630,,-259.92,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011202381-1-DEATH_CLAIM-C0-20200514,9011202381,0.0,2.01,0.0,,0630,,1960.7,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011203311-1-DEATH_CLAIM-C0-20260330,9011203311,0.0,13.99,0.0,,0630,,-163.02,N,N,N,RESIDUAL_REMAINS
RC-9011204042-1-DEATH_CLAIM-C0-20210727,9011204042,0.0,16.58,0.0,,0630,,-19.23,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011204292-1-DEATH_CLAIM-C0-20231213,9011204292,0.0,7.55,0.0,,0630,,-5.95,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011204761-1-DEATH_CLAIM-C0-20180824,9011204761,0.0,17.76,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-9011206462-1-DEATH_CLAIM-C0-20230114,9011206462,0.0,157.38,0.0,,0630,,7542.26,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011206562-1-DEATH_CLAIM-C0-20260127,9011206562,0.0,6.6,0.0,,0630,,-7.76,N,Y,N,INTEREST_EXPLAINS_GAP
RC-9011207210-1-DEATH_CLAIM-C0-20210612,9011207210,0.0,33.08,0.0,,0630,,-52.88,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011207677-1-DEATH_CLAIM-C0-20260127,9011207677,0.0,13.25,0.0,,0630,,-34.94,N,N,N,RESIDUAL_REMAINS
RC-9011207871-1-DEATH_CLAIM-C0-20230810,9011207871,0.0,26.48,0.0,,0630,,-105.84,N,N,N,RESIDUAL_REMAINS
RC-9011209469-1-DEATH_CLAIM-C0-20190417,9011209469,0.0,119.99,0.0,,0630,,42220.66,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011210149-1-DEATH_CLAIM-C0-20200623,9011210149,0.0,31.57,0.0,,0630,,1093.5,N,N,N,RESIDUAL_REMAINS
RC-9011212050-1-DEATH_CLAIM-C0-20251220,9011212050,0.0,208.74,0.0,,0630,,-40.68,N,N,N,RESIDUAL_REMAINS
RC-9011216497-1-DEATH_CLAIM-C0-20190624,9011216497,0.0,23.57,0.0,,0630,,-31.33,N,N,N,RESIDUAL_REMAINS
RC-9011216545-1-DEATH_CLAIM-C0-20220130,9011216545,0.0,73.17,0.0,,0630,,-7.55,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011217684-1-DEATH_CLAIM-C0-20250225,9011217684,0.0,12.41,0.0,,0630,,-125.25,N,N,N,RESIDUAL_REMAINS
RC-9011220581-1-DEATH_CLAIM-C0-20211208,9011220581,0.0,55.67,0.0,,0630,,-26.33,N,N,N,RESIDUAL_REMAINS
RC-9011220582-1-DEATH_CLAIM-C0-20190913,9011220582,0.0,47.27,0.0,,0630,,-131.26,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011221309-1-DEATH_CLAIM-C0-20200927,9011221309,0.0,1131.35,0.0,,0630,,-639.54,N,N,N,RESIDUAL_REMAINS
RC-9011222039-1-DEATH_CLAIM-C0-20191111,9011222039,0.0,50.21,0.0,,0630,,-302.25,N,N,N,RESIDUAL_REMAINS
RC-9011223517-1-DEATH_CLAIM-C0-20250602,9011223517,0.0,51.97,0.0,,0630,,0.0,N,N,N,MULTI_PAYOUT_DECOMPOSED
RC-9011223568-1-DEATH_CLAIM-C0-20221218,9011223568,0.0,30.97,0.0,,0630,,-40.06,N,N,N,RESIDUAL_REMAINS
RC-9011225329-1-DEATH_CLAIM-C0-20260227,9011225329,0.0,22.39,0.0,,0630,,-43.08,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011225416-1-DEATH_CLAIM-C0-20240216,9011225416,0.0,29.06,0.0,,0630,,-26.72,N,Y,N,INTEREST_EXPLAINS_GAP
RC-9011229565-1-DEATH_CLAIM-C0-20200927,9011229565,0.0,11.33,0.0,,0630,,-20.28,N,N,N,RESIDUAL_REMAINS
RC-9011238321-1-DEATH_CLAIM-C0-20200110,9011238321,0.0,6.63,0.0,,0630,,-52.21,N,N,N,RESIDUAL_REMAINS
RC-9011239255-1-DEATH_CLAIM-C0-20241029,9011239255,0.0,6.04,0.0,,0630,,-62.13,N,N,N,RESIDUAL_REMAINS
RC-9011243725-1-DEATH_CLAIM-C0-20200303,9011243725,0.0,47.29,0.0,,0630,,-156.22,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011246246-1-DEATH_CLAIM-C0-20221227,9011246246,0.0,73.88,0.0,,0630,,28033.18,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011253004-1-DEATH_CLAIM-C0-20231025,9011253004,0.0,87.09,0.0,,0630,,-30.74,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011253007-1-DEATH_CLAIM-C0-20180415,9011253007,0.0,13.88,0.0,,0630,,213.23,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011257043-1-DEATH_CLAIM-C0-20201115,9011257043,0.0,7.3,0.0,,0630,,5323.17,N,N,N,CLEARING_ONLY_DISTORTION
RC-9011257863-1-DEATH_CLAIM-C0-20230514,9011257863,0.0,52.14,0.0,,0630,,0.0,N,N,N,MULTI_PAYOUT_DECOMPOSED
RC-9011259189-1-DEATH_CLAIM-C0-20230323,9011259189,0.0,118.83,0.0,,0630,,-18.17,N,N,N,RESIDUAL_REMAINS
RC-9011259940-1-DEATH_CLAIM-C0-20190711,9011259940,0.0,4.26,0.0,,0630,,-15.24,N,N,N,RESIDUAL_REMAINS
RC-9011261276-1-DEATH_CLAIM-C0-20221108,9011261276,0.0,26.17,0.0,,0630,,-202.01,N,N,N,RESIDUAL_REMAINS
RC-9011261439-1-DEATH_CLAIM-C0-20240317,9011261439,0.0,72.1,0.0,,0630,,-33.63,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011261538-1-DEATH_CLAIM-C0-20180602,9011261538,0.0,12.92,0.0,,0630,,14887.54,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011261538-1-DEATH_CLAIM-C1-20181226,9011261538,0.0,6.46,0.0,,0630,,5006.46,N,N,N,PARTIAL_DECOMPOSITION
RC-9011261618-1-DEATH_CLAIM-C0-20210924,9011261618,0.0,174.82,0.0,,0630,,5066.98,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011262631-1-DEATH_CLAIM-C0-20201126,9011262631,0.0,37.58,0.0,,0630,,3291.27,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011263511-1-DEATH_CLAIM-C0-20251221,9011263511,0.0,179.6,0.0,,0630,,88.72,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011263633-1-DEATH_CLAIM-C0-20210528,9011263633,0.0,35.91,0.0,,0630,,-37.66,N,Y,N,INTEREST_EXPLAINS_GAP
RC-9011266421-1-DEATH_CLAIM-C0-20250327,9011266421,0.0,8.9,0.0,,0630,,-492.61,N,N,N,RESIDUAL_REMAINS
RC-9011268907-1-DEATH_CLAIM-C0-20190706,9011268907,0.0,5.23,0.0,,0630,,-42.38,N,N,N,RESIDUAL_REMAINS
RC-9011268908-1-DEATH_CLAIM-C0-20240110,9011268908,0.0,185.64,0.0,,0630,,-9.15,N,N,N,RESIDUAL_REMAINS
RC-9011269176-1-DEATH_CLAIM-C0-20230615,9011269176,0.0,110.77,0.0,,0630,,-25.13,N,N,N,RESIDUAL_REMAINS
RC-9011271241-1-DEATH_CLAIM-C0-20211112,9011271241,0.0,6.08,0.0,,0630,,-63.13,N,N,N,RESIDUAL_REMAINS
RC-9011272315-1-DEATH_CLAIM-C0-20230323,9011272315,0.0,175.09,0.0,,0630,,-76.02,N,N,N,RESIDUAL_REMAINS
RC-9011273480-1-DEATH_CLAIM-C0-20240516,9011273480,0.0,39.74,0.0,,0630,,-39.25,N,Y,N,INTEREST_EXPLAINS_GAP
RC-9011273881-1-DEATH_CLAIM-C0-20250202,9011273881,0.0,42.21,0.0,,0630,,3536.66,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011273882-1-DEATH_CLAIM-C0-20230413,9011273882,0.0,75.07,0.0,,0630,,3494.18,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9011283990-1-DEATH_CLAIM-C0-20241101,9011283990,0.0,222.39,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-901142D978-1-DEATH_CLAIM-C0-20241108,901142D978,0.0,44.55,0.0,,0630,,-47.0,N,Y,N,INTEREST_EXPLAINS_GAP
RC-901154D174-1-DEATH_CLAIM-C0-20200619,901154D174,0.0,79.06,0.0,,0630,,0.0,N,N,N,FULLY_DECOMPOSED
RC-901185D536-1-DEATH_CLAIM-C0-20241108,901185D536,0.0,15.04,0.0,,0630,,-28.74,N,N,N,RESIDUAL_REMAINS
RC-9012FG8217-1-DEATH_CLAIM-C0-20210712,9012FG8217,0.0,20.51,0.0,,0630,,-109.12,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9014048-1-DEATH_CLAIM-C0-20051003,9014048,0.0,344.05,0.0,,0630,,-501.91,N,N,N,PARTIAL_DECOMPOSITION
RC-9014098A-1-DEATH_CLAIM-C0-20210907,9014098A,0.0,61.97,0.0,,0630,,-474.99,N,N,N,PARTIAL_DECOMPOSITION
RC-9014100B-1-DEATH_CLAIM-C0-20181223,9014100B,0.0,2.07,0.0,,0630,,-499.29,N,N,N,PARTIAL_DECOMPOSITION
RC-9015000270-1-DEATH_CLAIM-C0-20220207,9015000270,0.0,30.78,0.0,,0630,,-8.13,N,N,N,RESIDUAL_REMAINS
RC-9015000341-1-DEATH_CLAIM-C0-20190614,9015000341,0.0,15.67,0.0,,0630,,-186.3,N,N,N,RESIDUAL_REMAINS
RC-9015000531-1-DEATH_CLAIM-C0-20191002,9015000531,0.0,30.64,0.0,,0630,,-46.11,N,N,N,RESIDUAL_REMAINS
RC-9015000581-1-DEATH_CLAIM-C0-20180205,9015000581,0.0,22.67,0.0,,0630,,-6.12,N,N,N,RESIDUAL_REMAINS
RC-9015000632-1-DEATH_CLAIM-C0-20230810,9015000632,0.0,57.32,0.0,,0630,,-68.31,N,N,N,RESIDUAL_REMAINS
RC-9015000678-1-DEATH_CLAIM-C0-20180128,9015000678,0.0,36.26,0.0,,0630,,-25.56,N,N,N,RESIDUAL_REMAINS
RC-9018163-1-DEATH_CLAIM-C0-20250105,9018163,0.0,5.27,0.0,,0630,,-1072.49,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9018236C-1-DEATH_CLAIM-C0-20230202,9018236C,0.0,8.78,0.0,,0630,,-850.57,N,N,N,PARTIAL_DECOMPOSITION
RC-9018270-1-DEATH_CLAIM-C0-20221125,9018270,0.0,7.18,0.0,,0630,,-852.41,N,N,N,PARTIAL_DECOMPOSITION
RC-9018284A-1-DEATH_CLAIM-C0-20250828,9018284A,0.0,9.1,0.0,,0630,,-2349.99,N,N,N,PARTIAL_DECOMPOSITION
RC-9018465D-1-DEATH_CLAIM-C0-20240816,9018465D,0.0,11.36,0.0,,0630,,-1716.08,N,N,N,PARTIAL_DECOMPOSITION
RC-9018495A-1-DEATH_CLAIM-C0-20180414,9018495A,0.0,7.02,0.0,,0630,,-334.99,N,N,N,PARTIAL_DECOMPOSITION
RC-9018907-1-DEATH_CLAIM-C0-20191113,9018907,0.0,0.38,0.0,,0630,,-364.99,N,N,N,PARTIAL_DECOMPOSITION
RC-9018910-1-DEATH_CLAIM-C0-20240305,9018910,0.0,8.05,0.0,,0630,,-301.99,N,N,N,PARTIAL_DECOMPOSITION
RC-901FG8302B-1-DEATH_CLAIM-C0-20220424,901FG8302B,0.0,13.13,0.0,,0630,,-2540.65,N,N,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-901FG8563-1-DEATH_CLAIM-C0-20240123,901FG8563,0.0,151.24,0.0,,0630,,-1077.4,N,N,N,PARTIAL_DECOMPOSITION
