reconstructed_claim_id,policy_number,residual_amount,unexplained_residual,gap_direction,expected_net_payment,payout_total,clearing_total,decomposition_status,residual_explained_by,confidence_level
RC-9010545196-1-DEATH_CLAIM-C0-20230823,9010545196,-201.4,-201.4,PAYOUT_EXCESS,2860.0,3061.4,4.84,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9010936183-1-DEATH_CLAIM-C0-20211031,9010936183,-200.91,-200.91,PAYOUT_EXCESS,10129.66,10330.57,200.91,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9011140409-1-DEATH_CLAIM-C0-20220524,9011140409,-200.89,-200.89,PAYOUT_EXCESS,50033.13,50234.02,200.89,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9011175485-1-DEATH_CLAIM-C0-20200325,9011175485,199.14,199.14,PAYOUT_SHORTFALL,5000.0,4800.86,5038.44,CLEARING_ONLY_DISTORTION,none,INFERRED
RC-9010545196-2-DEATH_CLAIM-C0-20230823,9010545196,196.56,196.56,PAYOUT_SHORTFALL,196.56,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9011014276-1-DEATH_CLAIM-C0-20200514,9011014276,-195.94,-195.94,PAYOUT_EXCESS,10462.48,10658.42,195.94,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9010823601-1-DEATH_CLAIM-C0-20190202,9010823601,-191.03,-191.03,PAYOUT_EXCESS,22957.49,23148.52,191.03,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9011223989-1-DEATH_CLAIM-C0-20250405,9011223989,-190.74,-190.74,PAYOUT_EXCESS,5000.0,5190.74,190.74,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9010797854-1-DEATH_CLAIM-C0-20200727,9010797854,-190.65,-190.65,PAYOUT_EXCESS,11076.67,11267.32,190.65,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9011178457-1-DEATH_CLAIM-C0-20180524,9011178457,-189.5,-189.5,PAYOUT_EXCESS,10000.0,10189.5,189.5,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9011062307-1-DEATH_CLAIM-C0-20190422,9011062307,-188.08,-188.08,PAYOUT_EXCESS,100000.0,100188.08,188.08,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9010803051-1-DEATH_CLAIM-C0-20220313,9010803051,-186.79,-186.79,PAYOUT_EXCESS,28298.18,28484.97,186.79,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9015000341-1-DEATH_CLAIM-C0-20190614,9015000341,-186.3,-186.3,PAYOUT_EXCESS,5015.67,5201.97,186.3,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9010442552-1-DEATH_CLAIM-C0-20240517,9010442552,-186.04,-186.04,PAYOUT_EXCESS,4530.37,4716.41,2903.39,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9011123322-1-DEATH_CLAIM-C0-20250828,9011123322,-185.28,-185.28,PAYOUT_EXCESS,25000.0,25185.28,185.28,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9010968811-1-DEATH_CLAIM-C0-20230904,9010968811,-184.04,-184.04,PAYOUT_EXCESS,25000.0,25184.04,184.04,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9010446852-1-DEATH_CLAIM-C0-20251222,9010446852,-181.05,-181.05,PAYOUT_EXCESS,6061.48,6242.53,5347.6,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9011181208-1-DEATH_CLAIM-C0-20220919,9011181208,-180.18,-180.18,PAYOUT_EXCESS,5000.0,5180.18,180.18,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9011107848-1-DEATH_CLAIM-C0-20220610,9011107848,-177.49,-177.49,PAYOUT_EXCESS,5016.13,5193.62,177.49,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9011132389-1-DEATH_CLAIM-C0-20181006,9011132389,-174.72,-174.72,PAYOUT_EXCESS,30000.0,30174.72,116.48,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010800667-1-DEATH_CLAIM-C0-20181022,9010800667,-166.65,-166.65,PAYOUT_EXCESS,9052.01,9218.66,166.65,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9011203311-1-DEATH_CLAIM-C0-20260330,9011203311,-163.02,-163.02,PAYOUT_EXCESS,5013.99,5177.01,163.02,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9011159295-1-DEATH_CLAIM-C0-20240403,9011159295,-162.26,-162.26,PAYOUT_EXCESS,5000.0,5162.26,162.26,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9010946394-1-DEATH_CLAIM-C0-20190504,9010946394,-158.22,-158.22,PAYOUT_EXCESS,11875.09,12033.31,158.22,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9011005855-1-DEATH_CLAIM-C0-20230314,9011005855,-158.21,-158.21,PAYOUT_EXCESS,11779.62,11937.83,158.21,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9011243725-1-DEATH_CLAIM-C0-20200303,9011243725,-156.22,-156.22,PAYOUT_EXCESS,50047.29,50203.51,156.22,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9011112744-1-DEATH_CLAIM-C0-20181121,9011112744,-155.65,-155.65,PAYOUT_EXCESS,5101.08,5256.73,155.65,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9011149370-1-DEATH_CLAIM-C0-20230207,9011149370,-151.03,-151.03,PAYOUT_EXCESS,7500.0,7651.03,151.03,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9010836547-1-DEATH_CLAIM-C0-20180127,9010836547,-150.39,-150.39,PAYOUT_EXCESS,25123.57,25273.96,150.39,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9011138884-1-DEATH_CLAIM-C0-20190430,9011138884,-146.13,-146.13,PAYOUT_EXCESS,15000.0,15146.13,97.42,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9011156655-1-DEATH_CLAIM-C0-20200205,9011156655,-145.67,-145.67,PAYOUT_EXCESS,5000.0,5145.67,145.67,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9011198806-1-DEATH_CLAIM-C0-20190708,9011198806,-145.25,-145.25,PAYOUT_EXCESS,15000.0,15145.25,145.25,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9011130902-1-DEATH_CLAIM-C0-20241010,9011130902,-144.69,-144.69,PAYOUT_EXCESS,25000.0,25144.69,144.69,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9011282859-1-DEATH_CLAIM-C0-20210103,9011282859,-143.24,-143.24,PAYOUT_EXCESS,50000.0,50143.24,143.24,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9010983828-1-DEATH_CLAIM-C0-20190525,9010983828,-142.5,-142.5,PAYOUT_EXCESS,100000.0,100142.5,142.5,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9010809930-1-DEATH_CLAIM-C0-20220329,9010809930,-142.16,-142.16,PAYOUT_EXCESS,12928.49,13070.65,142.16,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9010786153-1-DEATH_CLAIM-C0-20200421,9010786153,-141.0,-141.0,PAYOUT_EXCESS,5000.0,5141.0,5000.0,CLEARING_ONLY_DISTORTION,none,INFERRED
RC-9010463420-1-DEATH_CLAIM-C0-20180117,9010463420,140.86,140.86,PAYOUT_SHORTFALL,3740.51,3599.65,2765.77,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9010889547-1-DEATH_CLAIM-C0-20240726,9010889547,-140.63,-140.63,PAYOUT_EXCESS,25000.0,25140.63,140.63,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9010776653-1-DEATH_CLAIM-C0-20190302,9010776653,140.03,140.03,PAYOUT_SHORTFALL,30803.41,30663.38,181.99,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-901ML8378A-1-DEATH_CLAIM-C0-20190817,901ML8378A,-138.87,-138.87,PAYOUT_EXCESS,4.69,143.56,143.57,CLEARING_ONLY_DISTORTION,none,INFERRED
RC-9010881975-1-DEATH_CLAIM-C0-20220730,9010881975,-138.64,-138.64,PAYOUT_EXCESS,11481.66,11620.3,138.64,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9011226091-1-DEATH_CLAIM-C0-20210109,9011226091,-137.26,-137.26,PAYOUT_EXCESS,25000.0,25137.26,137.26,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9010150910-1-DEATH_CLAIM-C0-20200423,9010150910,-134.57,-134.57,PAYOUT_EXCESS,1000.0,1134.57,7.05,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010843553-1-DEATH_CLAIM-C0-20240624,9010843553,-134.03,-134.03,PAYOUT_EXCESS,50000.0,50134.03,134.03,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9010779130-1-DEATH_CLAIM-C0-20190312,9010779130,-133.68,-133.68,PAYOUT_EXCESS,12756.86,12890.54,133.68,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9010877012-1-DEATH_CLAIM-C0-20220417,9010877012,-133.21,-133.21,PAYOUT_EXCESS,9703.91,9837.12,133.21,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9011191289-1-DEATH_CLAIM-C0-20250513,9011191289,-132.88,-132.88,PAYOUT_EXCESS,8000.0,8132.88,132.88,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9011184745-1-DEATH_CLAIM-C0-20210226,9011184745,-132.48,-132.48,PAYOUT_EXCESS,25000.0,25132.48,132.48,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9011220582-1-DEATH_CLAIM-C0-20190913,9011220582,-131.26,-131.26,PAYOUT_EXCESS,50047.27,50178.53,131.26,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-901ML8438-1-DEATH_CLAIM-C0-20201123,901ML8438,129.62,129.62,PAYOUT_SHORTFALL,129.62,0.0,1689.22,INTEREST_EXPLAINS_GAP,interest,MODERATE_CONFIDENCE
RC-9011155232-1-DEATH_CLAIM-C0-20180419,9011155232,-129.15,-129.15,PAYOUT_EXCESS,5000.0,5129.15,129.15,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010150910-3-DEATH_CLAIM-C0-20200423,9010150910,127.52,127.52,PAYOUT_SHORTFALL,127.52,0.0,0.0,PARTIAL_DECOMPOSITION,none,LOW_CONFIDENCE
RC-9011004587-1-DEATH_CLAIM-C0-20230222,9011004587,-127.4,-127.4,PAYOUT_EXCESS,75092.91,75220.31,127.4,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9010845548-1-DEATH_CLAIM-C0-20260221,9010845548,-127.37,-127.37,PAYOUT_EXCESS,25000.0,25127.37,127.37,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9011217684-1-DEATH_CLAIM-C0-20250225,9011217684,-125.25,-125.25,PAYOUT_EXCESS,10012.41,10137.66,125.25,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9011041120-1-DEATH_CLAIM-C0-20211015,9011041120,-124.92,-124.92,PAYOUT_EXCESS,25000.0,25124.92,124.92,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9011139256-1-DEATH_CLAIM-C0-20200906,9011139256,-124.43,-124.43,PAYOUT_EXCESS,5000.0,5124.43,124.43,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9010895675-1-DEATH_CLAIM-C0-20230317,9010895675,-124.31,-124.31,PAYOUT_EXCESS,25000.0,25124.31,124.31,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9011102788-1-DEATH_CLAIM-C0-20200701,9011102788,-123.37,-123.37,PAYOUT_EXCESS,5009.67,5133.04,123.37,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9011207222-1-DEATH_CLAIM-C0-20211006,9011207222,123.02,123.02,PAYOUT_SHORTFALL,5000.0,4876.98,226.22,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9011190613-1-DEATH_CLAIM-C0-20201021,9011190613,-122.13,-122.13,PAYOUT_EXCESS,5047.04,5169.17,122.13,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9011198366-1-DEATH_CLAIM-C0-20220923,9011198366,-121.7,-121.7,PAYOUT_EXCESS,10000.0,10121.7,121.7,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9011112743-1-DEATH_CLAIM-C0-20230320,9011112743,-121.26,-121.26,PAYOUT_EXCESS,5016.92,5138.18,91.09,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9011214181-1-DEATH_CLAIM-C0-20250228,9011214181,-121.11,-121.11,PAYOUT_EXCESS,5000.0,5121.11,121.11,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010813155-1-DEATH_CLAIM-C0-20180101,9010813155,-120.56,-120.56,PAYOUT_EXCESS,15551.17,15671.73,120.56,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9010786824-1-DEATH_CLAIM-C0-20210430,9010786824,-118.83,-118.83,PAYOUT_EXCESS,25427.36,25546.19,118.83,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9010761882-1-DEATH_CLAIM-C0-20200722,9010761882,-118.74,-118.74,PAYOUT_EXCESS,60000.0,60118.74,20415.59,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010786886-1-DEATH_CLAIM-C0-20201120,9010786886,-117.22,-117.22,PAYOUT_EXCESS,16913.74,17030.96,117.22,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9010792701-1-DEATH_CLAIM-C0-20191024,9010792701,-115.84,-115.84,PAYOUT_EXCESS,10622.2,10738.04,115.84,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9010774484-1-DEATH_CLAIM-C0-20230706,9010774484,-114.95,-114.95,PAYOUT_EXCESS,70000.0,70114.95,114.95,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9011187601-1-DEATH_CLAIM-C0-20211121,9011187601,-114.88,-114.88,PAYOUT_EXCESS,5000.0,5114.88,114.88,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9010758074-1-DEATH_CLAIM-C0-20181117,9010758074,-114.03,-114.03,PAYOUT_EXCESS,8207.58,8321.61,114.03,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9011197559-1-DEATH_CLAIM-C0-20180601,9011197559,-113.71,-113.71,PAYOUT_EXCESS,25000.0,25113.71,113.71,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9011199632-1-DEATH_CLAIM-C0-20211216,9011199632,-113.28,-113.28,PAYOUT_EXCESS,12163.53,12276.81,113.28,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010771662-1-DEATH_CLAIM-C0-20220923,9010771662,-113.15,-113.15,PAYOUT_EXCESS,46012.47,46125.62,46238.77,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010586005-1-DEATH_CLAIM-C0-20251007,9010586005,-112.62,-112.62,PAYOUT_EXCESS,5010.61,5123.23,13.11,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9012FG8217-1-DEATH_CLAIM-C0-20210712,9012FG8217,-109.12,-109.12,PAYOUT_EXCESS,1077.51,1186.63,109.12,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010825720-1-DEATH_CLAIM-C0-20210208,9010825720,109.07,109.07,PAYOUT_SHORTFALL,100000.0,99890.93,602.89,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9010764339-1-DEATH_CLAIM-C0-20180217,9010764339,-108.68,-108.68,PAYOUT_EXCESS,50000.0,50108.68,108.68,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9011264375-1-DEATH_CLAIM-C0-20190415,9011264375,-108.67,-108.67,PAYOUT_EXCESS,25000.0,25108.67,108.67,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9010814971-1-DEATH_CLAIM-C0-20180324,9010814971,-107.45,-107.45,PAYOUT_EXCESS,8564.12,8671.57,107.45,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9011103996-1-DEATH_CLAIM-C0-20220706,9011103996,-107.06,-107.06,PAYOUT_EXCESS,5000.0,5107.06,107.06,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9011190410-1-DEATH_CLAIM-C0-20201107,9011190410,-106.51,-106.51,PAYOUT_EXCESS,5004.33,5110.84,106.51,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9011207871-1-DEATH_CLAIM-C0-20230810,9011207871,-105.84,-105.84,PAYOUT_EXCESS,35026.48,35132.32,105.84,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9011100907-1-DEATH_CLAIM-C0-20191119,9011100907,-104.9,-104.9,PAYOUT_EXCESS,5000.0,5104.9,104.9,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9011162391-1-DEATH_CLAIM-C0-20180723,9011162391,-102.35,-102.35,PAYOUT_EXCESS,5000.0,5102.35,102.35,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9011098913-1-DEATH_CLAIM-C0-20200322,9011098913,-101.85,-101.85,PAYOUT_EXCESS,20041.72,20143.57,101.85,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9010787511-1-DEATH_CLAIM-C0-20240415,9010787511,-101.48,-101.48,PAYOUT_EXCESS,31730.86,31832.34,101.48,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9010790543-1-DEATH_CLAIM-C0-20211110,9010790543,-100.28,-100.28,PAYOUT_EXCESS,29378.81,29479.09,100.28,RESIDUAL_REMAINS,none,LOW_CONFIDENCE
RC-9010586005-2-DEATH_CLAIM-C0-20251007,9010586005,99.51,99.51,PAYOUT_SHORTFALL,99.51,0.0,0.0,PARTIAL_DECOMPOSITION,none,INFERRED
RC-9011218020-1-DEATH_CLAIM-C0-20190725,9011218020,-98.85,-98.85,PAYOUT_EXCESS,25000.0,25098.85,98.85,RESIDUAL_REMAINS,none,INFERRED
RC-9011183055-1-DEATH_CLAIM-C0-20180502,9011183055,-98.65,-98.65,PAYOUT_EXCESS,5000.0,5098.65,98.65,RESIDUAL_REMAINS,none,INFERRED
RC-9010824296-1-DEATH_CLAIM-C0-20180718,9010824296,-96.53,-96.53,PAYOUT_EXCESS,10233.43,10329.96,96.53,RESIDUAL_REMAINS,none,INFERRED
RC-9011180646-1-DEATH_CLAIM-C0-20181217,9011180646,-96.13,-96.13,PAYOUT_EXCESS,5162.82,5258.95,96.13,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9011203122-1-DEATH_CLAIM-C0-20250126,9011203122,-96.06,-96.06,PAYOUT_EXCESS,5000.0,5096.06,96.06,RESIDUAL_REMAINS,none,INFERRED
RC-9011078994-1-DEATH_CLAIM-C0-20231006,9011078994,-95.63,-95.63,PAYOUT_EXCESS,10632.43,10728.06,95.63,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9011110240-1-DEATH_CLAIM-C0-20231228,9011110240,-94.06,-94.06,PAYOUT_EXCESS,25031.74,25125.8,94.06,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9011190417-1-DEATH_CLAIM-C0-20240209,9011190417,-88.97,-88.97,PAYOUT_EXCESS,21000.0,21088.97,88.97,RESIDUAL_REMAINS,none,INFERRED
RC-9011263511-1-DEATH_CLAIM-C0-20251221,9011263511,88.72,88.72,PAYOUT_SHORTFALL,25179.6,25090.88,135.68,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010795890-1-DEATH_CLAIM-C0-20181126,9010795890,-88.2,-88.2,PAYOUT_EXCESS,7661.21,7749.41,88.2,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9011054986-1-DEATH_CLAIM-C0-20210502,9011054986,-88.05,-88.05,PAYOUT_EXCESS,100292.86,100380.91,88.05,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9011235719-1-DEATH_CLAIM-C0-20220224,9011235719,-87.82,-87.82,PAYOUT_EXCESS,15000.0,15087.82,87.82,RESIDUAL_REMAINS,none,INFERRED
RC-9010935366-1-DEATH_CLAIM-C0-20200223,9010935366,-86.17,-86.17,PAYOUT_EXCESS,30000.0,30086.17,86.17,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9011049092-1-DEATH_CLAIM-C0-20220722,9011049092,-84.9,-84.9,PAYOUT_EXCESS,8802.57,8887.47,84.9,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010782357-1-DEATH_CLAIM-C0-20231225,9010782357,-84.63,-84.63,PAYOUT_EXCESS,19274.19,19358.82,84.63,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9010866396-1-DEATH_CLAIM-C0-20220308,9010866396,-83.23,-83.23,PAYOUT_EXCESS,38671.96,38755.19,83.23,RESIDUAL_REMAINS,none,INFERRED
RC-9010777546-1-DEATH_CLAIM-C0-20231209,9010777546,-82.5,-82.5,PAYOUT_EXCESS,25050.28,25132.78,82.5,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010896924-1-DEATH_CLAIM-C0-20250917,9010896924,-82.04,-82.04,PAYOUT_EXCESS,24560.66,24642.7,82.04,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9011181680-1-DEATH_CLAIM-C0-20201125,9011181680,-82.0,-82.0,PAYOUT_EXCESS,5000.0,5082.0,82.0,RESIDUAL_REMAINS,none,INFERRED
RC-9011182857-1-DEATH_CLAIM-C0-20220131,9011182857,-81.99,-81.99,PAYOUT_EXCESS,25156.65,25238.64,81.99,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9011202750-1-DEATH_CLAIM-C0-20220320,9011202750,-80.7,-80.7,PAYOUT_EXCESS,10000.0,10080.7,80.7,RESIDUAL_REMAINS,none,INFERRED
RC-9010823088-1-DEATH_CLAIM-C0-20220112,9010823088,-80.29,-80.29,PAYOUT_EXCESS,25000.0,25080.29,80.29,RESIDUAL_REMAINS,none,INFERRED
RC-9010789375-1-DEATH_CLAIM-C0-20200926,9010789375,-79.31,-79.31,PAYOUT_EXCESS,6881.12,6960.43,79.31,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9011120375-1-DEATH_CLAIM-C0-20240814,9011120375,-77.82,-77.82,PAYOUT_EXCESS,5000.0,5077.82,77.82,RESIDUAL_REMAINS,none,INFERRED
RC-9011184065-1-DEATH_CLAIM-C0-20190604,9011184065,-76.83,-76.83,PAYOUT_EXCESS,50288.62,50365.45,76.83,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9011194436-1-DEATH_CLAIM-C0-20180702,9011194436,-76.75,-76.75,PAYOUT_EXCESS,10050.46,10127.21,76.75,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9010788197-1-DEATH_CLAIM-C0-20230509,9010788197,-76.71,-76.71,PAYOUT_EXCESS,25000.0,25076.71,76.71,RESIDUAL_REMAINS,none,INFERRED
RC-9011106214-1-DEATH_CLAIM-C0-20190406,9011106214,-76.11,-76.11,PAYOUT_EXCESS,15053.23,15129.34,50.74,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9011199046-1-DEATH_CLAIM-C0-20211220,9011199046,-76.04,-76.04,PAYOUT_EXCESS,10047.6,10123.64,76.04,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9011272315-1-DEATH_CLAIM-C0-20230323,9011272315,-76.02,-76.02,PAYOUT_EXCESS,25175.09,25251.11,76.02,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9010911627-1-DEATH_CLAIM-C0-20200811,9010911627,-76.02,-76.02,PAYOUT_EXCESS,50094.48,50170.5,76.02,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9011149067-1-DEATH_CLAIM-C0-20220510,9011149067,-75.86,-75.86,PAYOUT_EXCESS,5000.0,5075.86,75.86,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010949295-1-DEATH_CLAIM-C0-20210608,9010949295,-74.55,-74.55,PAYOUT_EXCESS,11533.0,11607.55,74.55,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9011109881-1-DEATH_CLAIM-C0-20240204,9011109881,-74.37,-74.37,PAYOUT_EXCESS,5099.8,5174.17,74.37,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9011155635-1-DEATH_CLAIM-C0-20190107,9011155635,-74.17,-74.17,PAYOUT_EXCESS,5000.0,5074.17,74.17,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9010803050-1-DEATH_CLAIM-C0-20240920,9010803050,-73.41,-73.41,PAYOUT_EXCESS,12591.17,12664.58,73.41,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9010817477-1-DEATH_CLAIM-C0-20230502,9010817477,-73.23,-73.23,PAYOUT_EXCESS,53583.01,53656.24,73.23,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9011151378-1-DEATH_CLAIM-C0-20180305,9011151378,-73.18,-73.18,PAYOUT_EXCESS,5000.0,5073.18,73.18,RESIDUAL_REMAINS,none,INFERRED
RC-9011267131-1-DEATH_CLAIM-C0-20200709,9011267131,-73.04,-73.04,PAYOUT_EXCESS,5000.0,5073.04,73.04,RESIDUAL_REMAINS,none,INFERRED
RC-9011222530-1-DEATH_CLAIM-C0-20230409,9011222530,-72.37,-72.37,PAYOUT_EXCESS,25000.0,25072.37,72.37,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9011042637-1-DEATH_CLAIM-C0-20190421,9011042637,-72.25,-72.25,PAYOUT_EXCESS,9519.51,9591.76,72.25,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9011191702-1-DEATH_CLAIM-C0-20191216,9011191702,-71.9,-71.9,PAYOUT_EXCESS,5000.0,5071.9,71.9,RESIDUAL_REMAINS,none,INFERRED
RC-9010968815-1-DEATH_CLAIM-C0-20211221,9010968815,-71.03,-71.03,PAYOUT_EXCESS,25000.0,25071.03,71.03,RESIDUAL_REMAINS,none,INFERRED
RC-9011193211-1-DEATH_CLAIM-C0-20220211,9011193211,-71.01,-71.01,PAYOUT_EXCESS,5049.47,5120.48,71.01,RESIDUAL_REMAINS,none,MODERATE_CONFIDENCE
RC-9011092140-1-DEATH_CLAIM-C0-20190527,9011092140,-70.65,-70.65,PAYOUT_EXCESS,27650.34,27720.99,47.1,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,none,INFERRED
RC-9011188279-1-DEATH_CLAIM-C0-20190728,9011188279,-69.79,-69.79,PAYOUT_EXCESS,10000.0,10069.79,69.79,RESIDUAL_REMAINS,none,INFERRED
RC-9011118170-1-DEATH_CLAIM-C0-20191008,9011118170,-69.78,-69.78,PAYOUT_EXCESS,5000.0,5069.78,69.78,RESIDUAL_REMAINS,none,INFERRED
