reconstructed_claim_id,policy_number,layer_name,layer_label,layer_codes,layer_total,event_count,codes_present,exclude_from_financial_rollup,decomposition_status
RC-9010894951-1-DEATH_CLAIM-C0-20230331,9010894951,payout,Payout Layer,0094|0567|1900,28885.74,2,0094,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010894951-1-DEATH_CLAIM-C0-20230331,9010894951,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010894951-1-DEATH_CLAIM-C0-20230331,9010894951,withholding,Withholding Layer,0810|0820,0.0,0,,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010895253-1-DEATH_CLAIM-C0-20180301,9010895253,clearing,Clearing/Lifecycle Layer,0038,5.79,1,0038,Y,RESIDUAL_REMAINS
RC-9010895253-1-DEATH_CLAIM-C0-20180301,9010895253,funding,Funding Layer,0530|0519,6763.56,1,0530,N,RESIDUAL_REMAINS
RC-9010895253-1-DEATH_CLAIM-C0-20180301,9010895253,interest,Interest Layer,0630,0.0,0,,N,RESIDUAL_REMAINS
RC-9010895253-1-DEATH_CLAIM-C0-20180301,9010895253,offset,Offset Layer,0411|0412,0.0,0,,N,RESIDUAL_REMAINS
RC-9010895253-1-DEATH_CLAIM-C0-20180301,9010895253,payout,Payout Layer,0094|0567|1900,6769.35,1,0094,N,RESIDUAL_REMAINS
RC-9010895253-1-DEATH_CLAIM-C0-20180301,9010895253,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,RESIDUAL_REMAINS
RC-9010895253-1-DEATH_CLAIM-C0-20180301,9010895253,withholding,Withholding Layer,0810|0820,0.0,0,,N,RESIDUAL_REMAINS
RC-9010895675-1-DEATH_CLAIM-C0-20230317,9010895675,clearing,Clearing/Lifecycle Layer,0038,124.31,1,0038,Y,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010895675-1-DEATH_CLAIM-C0-20230317,9010895675,funding,Funding Layer,0530|0519,25000.0,1,0530,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010895675-1-DEATH_CLAIM-C0-20230317,9010895675,interest,Interest Layer,0630,0.0,0,,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010895675-1-DEATH_CLAIM-C0-20230317,9010895675,offset,Offset Layer,0411|0412,0.0,0,,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010895675-1-DEATH_CLAIM-C0-20230317,9010895675,payout,Payout Layer,0094|0567|1900,25124.31,2,0094,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010895675-1-DEATH_CLAIM-C0-20230317,9010895675,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010895675-1-DEATH_CLAIM-C0-20230317,9010895675,withholding,Withholding Layer,0810|0820,0.0,0,,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010896144-1-DEATH_CLAIM-C0-20190802,9010896144,clearing,Clearing/Lifecycle Layer,0038,4.17,1,0038,Y,RESIDUAL_REMAINS
RC-9010896144-1-DEATH_CLAIM-C0-20190802,9010896144,funding,Funding Layer,0530|0519,5000.0,1,0530,N,RESIDUAL_REMAINS
RC-9010896144-1-DEATH_CLAIM-C0-20190802,9010896144,interest,Interest Layer,0630,0.0,0,,N,RESIDUAL_REMAINS
RC-9010896144-1-DEATH_CLAIM-C0-20190802,9010896144,offset,Offset Layer,0411|0412,0.0,0,,N,RESIDUAL_REMAINS
RC-9010896144-1-DEATH_CLAIM-C0-20190802,9010896144,payout,Payout Layer,0094|0567|1900,5004.17,1,0094,N,RESIDUAL_REMAINS
RC-9010896144-1-DEATH_CLAIM-C0-20190802,9010896144,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,RESIDUAL_REMAINS
RC-9010896144-1-DEATH_CLAIM-C0-20190802,9010896144,withholding,Withholding Layer,0810|0820,0.0,0,,N,RESIDUAL_REMAINS
RC-9010896866-1-DEATH_CLAIM-C0-20210117,9010896866,clearing,Clearing/Lifecycle Layer,0038,42.1,2,0038,Y,RESIDUAL_REMAINS
RC-9010896866-1-DEATH_CLAIM-C0-20210117,9010896866,funding,Funding Layer,0530|0519,9975.42,1,0530,N,RESIDUAL_REMAINS
RC-9010896866-1-DEATH_CLAIM-C0-20210117,9010896866,interest,Interest Layer,0630,0.0,0,,N,RESIDUAL_REMAINS
RC-9010896866-1-DEATH_CLAIM-C0-20210117,9010896866,offset,Offset Layer,0411|0412,0.0,0,,N,RESIDUAL_REMAINS
RC-9010896866-1-DEATH_CLAIM-C0-20210117,9010896866,payout,Payout Layer,0094|0567|1900,10017.52,1,0094,N,RESIDUAL_REMAINS
RC-9010896866-1-DEATH_CLAIM-C0-20210117,9010896866,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,RESIDUAL_REMAINS
RC-9010896866-1-DEATH_CLAIM-C0-20210117,9010896866,withholding,Withholding Layer,0810|0820,0.0,0,,N,RESIDUAL_REMAINS
RC-9010896915-1-DEATH_CLAIM-C0-20191022,9010896915,clearing,Clearing/Lifecycle Layer,0038,18.65,1,0038,Y,RESIDUAL_REMAINS
RC-9010896915-1-DEATH_CLAIM-C0-20191022,9010896915,funding,Funding Layer,0530|0519,9431.34,1,0530,N,RESIDUAL_REMAINS
RC-9010896915-1-DEATH_CLAIM-C0-20191022,9010896915,interest,Interest Layer,0630,0.0,0,,N,RESIDUAL_REMAINS
RC-9010896915-1-DEATH_CLAIM-C0-20191022,9010896915,offset,Offset Layer,0411|0412,0.0,0,,N,RESIDUAL_REMAINS
RC-9010896915-1-DEATH_CLAIM-C0-20191022,9010896915,payout,Payout Layer,0094|0567|1900,9449.99,1,0094,N,RESIDUAL_REMAINS
RC-9010896915-1-DEATH_CLAIM-C0-20191022,9010896915,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,RESIDUAL_REMAINS
RC-9010896915-1-DEATH_CLAIM-C0-20191022,9010896915,withholding,Withholding Layer,0810|0820,0.0,0,,N,RESIDUAL_REMAINS
RC-9010896924-1-DEATH_CLAIM-C0-20250917,9010896924,clearing,Clearing/Lifecycle Layer,0038,82.04,2,0038,Y,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010896924-1-DEATH_CLAIM-C0-20250917,9010896924,funding,Funding Layer,0530|0519,24560.66,2,0530,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010896924-1-DEATH_CLAIM-C0-20250917,9010896924,interest,Interest Layer,0630,0.0,0,,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010896924-1-DEATH_CLAIM-C0-20250917,9010896924,offset,Offset Layer,0411|0412,0.0,0,,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010896924-1-DEATH_CLAIM-C0-20250917,9010896924,payout,Payout Layer,0094|0567|1900,24642.7,4,0094,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010896924-1-DEATH_CLAIM-C0-20250917,9010896924,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010896924-1-DEATH_CLAIM-C0-20250917,9010896924,withholding,Withholding Layer,0810|0820,0.0,0,,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010897303-1-DEATH_CLAIM-C0-20190612,9010897303,clearing,Clearing/Lifecycle Layer,0038,0.0,0,,Y,FULLY_DECOMPOSED
RC-9010897303-1-DEATH_CLAIM-C0-20190612,9010897303,funding,Funding Layer,0530|0519,32145.01,1,0530,N,FULLY_DECOMPOSED
RC-9010897303-1-DEATH_CLAIM-C0-20190612,9010897303,interest,Interest Layer,0630,462.7,1,0630,N,FULLY_DECOMPOSED
RC-9010897303-1-DEATH_CLAIM-C0-20190612,9010897303,offset,Offset Layer,0411|0412,0.0,0,,N,FULLY_DECOMPOSED
RC-9010897303-1-DEATH_CLAIM-C0-20190612,9010897303,payout,Payout Layer,0094|0567|1900,32607.71,1,0094,N,FULLY_DECOMPOSED
RC-9010897303-1-DEATH_CLAIM-C0-20190612,9010897303,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,FULLY_DECOMPOSED
RC-9010897303-1-DEATH_CLAIM-C0-20190612,9010897303,withholding,Withholding Layer,0810|0820,0.0,0,,N,FULLY_DECOMPOSED
RC-9010898542-1-DEATH_CLAIM-C0-20250413,9010898542,clearing,Clearing/Lifecycle Layer,0038,0.0,0,,Y,FULLY_DECOMPOSED
RC-9010898542-1-DEATH_CLAIM-C0-20250413,9010898542,funding,Funding Layer,0530|0519,6000.0,1,0530,N,FULLY_DECOMPOSED
RC-9010898542-1-DEATH_CLAIM-C0-20250413,9010898542,interest,Interest Layer,0630,0.0,0,,N,FULLY_DECOMPOSED
RC-9010898542-1-DEATH_CLAIM-C0-20250413,9010898542,offset,Offset Layer,0411|0412,0.0,0,,N,FULLY_DECOMPOSED
RC-9010898542-1-DEATH_CLAIM-C0-20250413,9010898542,payout,Payout Layer,0094|0567|1900,6000.0,1,0094,N,FULLY_DECOMPOSED
RC-9010898542-1-DEATH_CLAIM-C0-20250413,9010898542,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,FULLY_DECOMPOSED
RC-9010898542-1-DEATH_CLAIM-C0-20250413,9010898542,withholding,Withholding Layer,0810|0820,0.0,0,,N,FULLY_DECOMPOSED
RC-9010898545-1-DEATH_CLAIM-C0-20210324,9010898545,clearing,Clearing/Lifecycle Layer,0038,0.0,0,,Y,FULLY_DECOMPOSED
RC-9010898545-1-DEATH_CLAIM-C0-20210324,9010898545,funding,Funding Layer,0530|0519,4825.68,1,0530,N,FULLY_DECOMPOSED
RC-9010898545-1-DEATH_CLAIM-C0-20210324,9010898545,interest,Interest Layer,0630,0.0,0,,N,FULLY_DECOMPOSED
RC-9010898545-1-DEATH_CLAIM-C0-20210324,9010898545,offset,Offset Layer,0411|0412,0.0,0,,N,FULLY_DECOMPOSED
RC-9010898545-1-DEATH_CLAIM-C0-20210324,9010898545,payout,Payout Layer,0094|0567|1900,4825.68,1,0094,N,FULLY_DECOMPOSED
RC-9010898545-1-DEATH_CLAIM-C0-20210324,9010898545,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,FULLY_DECOMPOSED
RC-9010898545-1-DEATH_CLAIM-C0-20210324,9010898545,withholding,Withholding Layer,0810|0820,0.0,0,,N,FULLY_DECOMPOSED
RC-9010898547-1-DEATH_CLAIM-C0-20240321,9010898547,clearing,Clearing/Lifecycle Layer,0038,0.0,0,,Y,FULLY_DECOMPOSED
RC-9010898547-1-DEATH_CLAIM-C0-20240321,9010898547,funding,Funding Layer,0530|0519,15513.56,1,0530,N,FULLY_DECOMPOSED
RC-9010898547-1-DEATH_CLAIM-C0-20240321,9010898547,interest,Interest Layer,0630,0.0,0,,N,FULLY_DECOMPOSED
RC-9010898547-1-DEATH_CLAIM-C0-20240321,9010898547,offset,Offset Layer,0411|0412,0.0,0,,N,FULLY_DECOMPOSED
RC-9010898547-1-DEATH_CLAIM-C0-20240321,9010898547,payout,Payout Layer,0094|0567|1900,15513.56,1,0094,N,FULLY_DECOMPOSED
RC-9010898547-1-DEATH_CLAIM-C0-20240321,9010898547,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,FULLY_DECOMPOSED
RC-9010898547-1-DEATH_CLAIM-C0-20240321,9010898547,withholding,Withholding Layer,0810|0820,0.0,0,,N,FULLY_DECOMPOSED
RC-9010898692-1-DEATH_CLAIM-C0-20210827,9010898692,clearing,Clearing/Lifecycle Layer,0038,0.0,0,,Y,FULLY_DECOMPOSED
RC-9010898692-1-DEATH_CLAIM-C0-20210827,9010898692,funding,Funding Layer,0530|0519,5000.0,1,0530,N,FULLY_DECOMPOSED
RC-9010898692-1-DEATH_CLAIM-C0-20210827,9010898692,interest,Interest Layer,0630,0.0,0,,N,FULLY_DECOMPOSED
RC-9010898692-1-DEATH_CLAIM-C0-20210827,9010898692,offset,Offset Layer,0411|0412,0.0,0,,N,FULLY_DECOMPOSED
RC-9010898692-1-DEATH_CLAIM-C0-20210827,9010898692,payout,Payout Layer,0094|0567|1900,5000.0,1,0094,N,FULLY_DECOMPOSED
RC-9010898692-1-DEATH_CLAIM-C0-20210827,9010898692,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,FULLY_DECOMPOSED
RC-9010898692-1-DEATH_CLAIM-C0-20210827,9010898692,withholding,Withholding Layer,0810|0820,0.0,0,,N,FULLY_DECOMPOSED
RC-9010900142-1-DEATH_CLAIM-C0-20241209,9010900142,clearing,Clearing/Lifecycle Layer,0038,0.0,0,,Y,MULTI_PAYOUT_DECOMPOSED
RC-9010900142-1-DEATH_CLAIM-C0-20241209,9010900142,funding,Funding Layer,0530|0519,7091.56,1,0530,N,MULTI_PAYOUT_DECOMPOSED
RC-9010900142-1-DEATH_CLAIM-C0-20241209,9010900142,interest,Interest Layer,0630,51.24,1,0630,N,MULTI_PAYOUT_DECOMPOSED
RC-9010900142-1-DEATH_CLAIM-C0-20241209,9010900142,offset,Offset Layer,0411|0412,0.0,0,,N,MULTI_PAYOUT_DECOMPOSED
RC-9010900142-1-DEATH_CLAIM-C0-20241209,9010900142,payout,Payout Layer,0094|0567|1900,7142.8,6,0094,N,MULTI_PAYOUT_DECOMPOSED
RC-9010900142-1-DEATH_CLAIM-C0-20241209,9010900142,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,MULTI_PAYOUT_DECOMPOSED
RC-9010900142-1-DEATH_CLAIM-C0-20241209,9010900142,withholding,Withholding Layer,0810|0820,0.0,0,,N,MULTI_PAYOUT_DECOMPOSED
RC-9010900144-1-DEATH_CLAIM-C0-20230331,9010900144,clearing,Clearing/Lifecycle Layer,0038,0.0,0,,Y,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010900144-1-DEATH_CLAIM-C0-20230331,9010900144,funding,Funding Layer,0530|0519,32317.0,5,0530,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010900144-1-DEATH_CLAIM-C0-20230331,9010900144,interest,Interest Layer,0630,0.0,0,,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010900144-1-DEATH_CLAIM-C0-20230331,9010900144,offset,Offset Layer,0411|0412,0.0,0,,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010900144-1-DEATH_CLAIM-C0-20230331,9010900144,payout,Payout Layer,0094|0567|1900,12926.8,2,0094,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010900144-1-DEATH_CLAIM-C0-20230331,9010900144,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010900144-1-DEATH_CLAIM-C0-20230331,9010900144,withholding,Withholding Layer,0810|0820,0.0,0,,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010900145-1-DEATH_CLAIM-C0-20190527,9010900145,clearing,Clearing/Lifecycle Layer,0038,3.34,1,0038,Y,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010900145-1-DEATH_CLAIM-C0-20190527,9010900145,funding,Funding Layer,0530|0519,11480.64,1,0530,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010900145-1-DEATH_CLAIM-C0-20190527,9010900145,interest,Interest Layer,0630,0.0,0,,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010900145-1-DEATH_CLAIM-C0-20190527,9010900145,offset,Offset Layer,0411|0412,0.0,0,,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010900145-1-DEATH_CLAIM-C0-20190527,9010900145,payout,Payout Layer,0094|0567|1900,11483.98,4,0094,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010900145-1-DEATH_CLAIM-C0-20190527,9010900145,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010900145-1-DEATH_CLAIM-C0-20190527,9010900145,withholding,Withholding Layer,0810|0820,0.0,0,,N,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS
RC-9010900152-1-DEATH_CLAIM-C0-20180301,9010900152,clearing,Clearing/Lifecycle Layer,0038,0.0,0,,Y,FULLY_DECOMPOSED
RC-9010900152-1-DEATH_CLAIM-C0-20180301,9010900152,funding,Funding Layer,0530|0519,6490.15,1,0530,N,FULLY_DECOMPOSED
RC-9010900152-1-DEATH_CLAIM-C0-20180301,9010900152,interest,Interest Layer,0630,0.0,0,,N,FULLY_DECOMPOSED
RC-9010900152-1-DEATH_CLAIM-C0-20180301,9010900152,offset,Offset Layer,0411|0412,0.0,0,,N,FULLY_DECOMPOSED
RC-9010900152-1-DEATH_CLAIM-C0-20180301,9010900152,payout,Payout Layer,0094|0567|1900,6490.15,1,0094,N,FULLY_DECOMPOSED
RC-9010900152-1-DEATH_CLAIM-C0-20180301,9010900152,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,FULLY_DECOMPOSED
RC-9010900152-1-DEATH_CLAIM-C0-20180301,9010900152,withholding,Withholding Layer,0810|0820,0.0,0,,N,FULLY_DECOMPOSED
RC-9010900517-1-DEATH_CLAIM-C0-20210203,9010900517,clearing,Clearing/Lifecycle Layer,0038,36.35,1,0038,Y,RESIDUAL_REMAINS
RC-9010900517-1-DEATH_CLAIM-C0-20210203,9010900517,funding,Funding Layer,0530|0519,25000.0,1,0530,N,RESIDUAL_REMAINS
RC-9010900517-1-DEATH_CLAIM-C0-20210203,9010900517,interest,Interest Layer,0630,0.0,0,,N,RESIDUAL_REMAINS
RC-9010900517-1-DEATH_CLAIM-C0-20210203,9010900517,offset,Offset Layer,0411|0412,0.0,0,,N,RESIDUAL_REMAINS
RC-9010900517-1-DEATH_CLAIM-C0-20210203,9010900517,payout,Payout Layer,0094|0567|1900,25036.35,1,0094,N,RESIDUAL_REMAINS
RC-9010900517-1-DEATH_CLAIM-C0-20210203,9010900517,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,RESIDUAL_REMAINS
RC-9010900517-1-DEATH_CLAIM-C0-20210203,9010900517,withholding,Withholding Layer,0810|0820,0.0,0,,N,RESIDUAL_REMAINS
RC-9010900519-1-DEATH_CLAIM-C0-20200707,9010900519,clearing,Clearing/Lifecycle Layer,0038,0.0,0,,Y,FULLY_DECOMPOSED
RC-9010900519-1-DEATH_CLAIM-C0-20200707,9010900519,funding,Funding Layer,0530|0519,6800.0,1,0530,N,FULLY_DECOMPOSED
RC-9010900519-1-DEATH_CLAIM-C0-20200707,9010900519,interest,Interest Layer,0630,17.97,1,0630,N,FULLY_DECOMPOSED
RC-9010900519-1-DEATH_CLAIM-C0-20200707,9010900519,offset,Offset Layer,0411|0412,0.0,0,,N,FULLY_DECOMPOSED
RC-9010900519-1-DEATH_CLAIM-C0-20200707,9010900519,payout,Payout Layer,0094|0567|1900,6817.97,1,0094,N,FULLY_DECOMPOSED
RC-9010900519-1-DEATH_CLAIM-C0-20200707,9010900519,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,FULLY_DECOMPOSED
RC-9010900519-1-DEATH_CLAIM-C0-20200707,9010900519,withholding,Withholding Layer,0810|0820,0.0,0,,N,FULLY_DECOMPOSED
RC-9010901824-1-DEATH_CLAIM-C0-20250917,9010901824,clearing,Clearing/Lifecycle Layer,0038,0.0,0,,Y,MULTI_PAYOUT_DECOMPOSED
RC-9010901824-1-DEATH_CLAIM-C0-20250917,9010901824,funding,Funding Layer,0530|0519,19978.22,1,0530,N,MULTI_PAYOUT_DECOMPOSED
RC-9010901824-1-DEATH_CLAIM-C0-20250917,9010901824,interest,Interest Layer,0630,0.0,0,,N,MULTI_PAYOUT_DECOMPOSED
RC-9010901824-1-DEATH_CLAIM-C0-20250917,9010901824,offset,Offset Layer,0411|0412,0.0,0,,N,MULTI_PAYOUT_DECOMPOSED
RC-9010901824-1-DEATH_CLAIM-C0-20250917,9010901824,payout,Payout Layer,0094|0567|1900,19978.22,2,0094,N,MULTI_PAYOUT_DECOMPOSED
RC-9010901824-1-DEATH_CLAIM-C0-20250917,9010901824,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,MULTI_PAYOUT_DECOMPOSED
RC-9010901824-1-DEATH_CLAIM-C0-20250917,9010901824,withholding,Withholding Layer,0810|0820,0.0,0,,N,MULTI_PAYOUT_DECOMPOSED
RC-9010901833-1-DEATH_CLAIM-C0-20250917,9010901833,clearing,Clearing/Lifecycle Layer,0038,0.0,0,,Y,FULLY_DECOMPOSED
RC-9010901833-1-DEATH_CLAIM-C0-20250917,9010901833,funding,Funding Layer,0530|0519,20000.0,1,0530,N,FULLY_DECOMPOSED
RC-9010901833-1-DEATH_CLAIM-C0-20250917,9010901833,interest,Interest Layer,0630,102.05,1,0630,N,FULLY_DECOMPOSED
RC-9010901833-1-DEATH_CLAIM-C0-20250917,9010901833,offset,Offset Layer,0411|0412,0.0,0,,N,FULLY_DECOMPOSED
RC-9010901833-1-DEATH_CLAIM-C0-20250917,9010901833,payout,Payout Layer,0094|0567|1900,20102.05,1,0094,N,FULLY_DECOMPOSED
RC-9010901833-1-DEATH_CLAIM-C0-20250917,9010901833,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,FULLY_DECOMPOSED
RC-9010901833-1-DEATH_CLAIM-C0-20250917,9010901833,withholding,Withholding Layer,0810|0820,0.0,0,,N,FULLY_DECOMPOSED
RC-9010902761-1-DEATH_CLAIM-C0-20240714,9010902761,clearing,Clearing/Lifecycle Layer,0038,31.97,1,0038,Y,RESIDUAL_REMAINS
RC-9010902761-1-DEATH_CLAIM-C0-20240714,9010902761,funding,Funding Layer,0530|0519,9744.92,1,0530,N,RESIDUAL_REMAINS
RC-9010902761-1-DEATH_CLAIM-C0-20240714,9010902761,interest,Interest Layer,0630,0.0,0,,N,RESIDUAL_REMAINS
RC-9010902761-1-DEATH_CLAIM-C0-20240714,9010902761,offset,Offset Layer,0411|0412,0.0,0,,N,RESIDUAL_REMAINS
RC-9010902761-1-DEATH_CLAIM-C0-20240714,9010902761,payout,Payout Layer,0094|0567|1900,9776.89,1,0094,N,RESIDUAL_REMAINS
RC-9010902761-1-DEATH_CLAIM-C0-20240714,9010902761,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,RESIDUAL_REMAINS
RC-9010902761-1-DEATH_CLAIM-C0-20240714,9010902761,withholding,Withholding Layer,0810|0820,0.0,0,,N,RESIDUAL_REMAINS
RC-9010903919-1-DEATH_CLAIM-C0-20180206,9010903919,clearing,Clearing/Lifecycle Layer,0038,0.0,0,,Y,FULLY_DECOMPOSED
RC-9010903919-1-DEATH_CLAIM-C0-20180206,9010903919,funding,Funding Layer,0530|0519,15166.44,1,0530,N,FULLY_DECOMPOSED
RC-9010903919-1-DEATH_CLAIM-C0-20180206,9010903919,interest,Interest Layer,0630,0.0,0,,N,FULLY_DECOMPOSED
RC-9010903919-1-DEATH_CLAIM-C0-20180206,9010903919,offset,Offset Layer,0411|0412,0.0,0,,N,FULLY_DECOMPOSED
RC-9010903919-1-DEATH_CLAIM-C0-20180206,9010903919,payout,Payout Layer,0094|0567|1900,15166.44,1,0094,N,FULLY_DECOMPOSED
RC-9010903919-1-DEATH_CLAIM-C0-20180206,9010903919,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,FULLY_DECOMPOSED
RC-9010903919-1-DEATH_CLAIM-C0-20180206,9010903919,withholding,Withholding Layer,0810|0820,0.0,0,,N,FULLY_DECOMPOSED
RC-9010903927-1-DEATH_CLAIM-C0-20230203,9010903927,clearing,Clearing/Lifecycle Layer,0038,0.0,0,,Y,FULLY_DECOMPOSED
RC-9010903927-1-DEATH_CLAIM-C0-20230203,9010903927,funding,Funding Layer,0530|0519,13860.98,1,0530,N,FULLY_DECOMPOSED
RC-9010903927-1-DEATH_CLAIM-C0-20230203,9010903927,interest,Interest Layer,0630,0.0,0,,N,FULLY_DECOMPOSED
RC-9010903927-1-DEATH_CLAIM-C0-20230203,9010903927,offset,Offset Layer,0411|0412,0.0,0,,N,FULLY_DECOMPOSED
RC-9010903927-1-DEATH_CLAIM-C0-20230203,9010903927,payout,Payout Layer,0094|0567|1900,13860.98,1,0094,N,FULLY_DECOMPOSED
RC-9010903927-1-DEATH_CLAIM-C0-20230203,9010903927,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,FULLY_DECOMPOSED
RC-9010903927-1-DEATH_CLAIM-C0-20230203,9010903927,withholding,Withholding Layer,0810|0820,0.0,0,,N,FULLY_DECOMPOSED
RC-9010904097-1-DEATH_CLAIM-C0-20220815,9010904097,clearing,Clearing/Lifecycle Layer,0038,0.0,0,,Y,FULLY_DECOMPOSED
RC-9010904097-1-DEATH_CLAIM-C0-20220815,9010904097,funding,Funding Layer,0530|0519,5000.0,1,0530,N,FULLY_DECOMPOSED
RC-9010904097-1-DEATH_CLAIM-C0-20220815,9010904097,interest,Interest Layer,0630,0.0,0,,N,FULLY_DECOMPOSED
RC-9010904097-1-DEATH_CLAIM-C0-20220815,9010904097,offset,Offset Layer,0411|0412,0.0,0,,N,FULLY_DECOMPOSED
RC-9010904097-1-DEATH_CLAIM-C0-20220815,9010904097,payout,Payout Layer,0094|0567|1900,5000.0,1,0094,N,FULLY_DECOMPOSED
RC-9010904097-1-DEATH_CLAIM-C0-20220815,9010904097,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,FULLY_DECOMPOSED
RC-9010904097-1-DEATH_CLAIM-C0-20220815,9010904097,withholding,Withholding Layer,0810|0820,0.0,0,,N,FULLY_DECOMPOSED
RC-9010904649-1-DEATH_CLAIM-C0-20210207,9010904649,clearing,Clearing/Lifecycle Layer,0038,0.0,0,,Y,FULLY_DECOMPOSED
RC-9010904649-1-DEATH_CLAIM-C0-20210207,9010904649,funding,Funding Layer,0530|0519,5437.9,1,0530,N,FULLY_DECOMPOSED
RC-9010904649-1-DEATH_CLAIM-C0-20210207,9010904649,interest,Interest Layer,0630,0.0,0,,N,FULLY_DECOMPOSED
RC-9010904649-1-DEATH_CLAIM-C0-20210207,9010904649,offset,Offset Layer,0411|0412,0.0,0,,N,FULLY_DECOMPOSED
RC-9010904649-1-DEATH_CLAIM-C0-20210207,9010904649,payout,Payout Layer,0094|0567|1900,5437.9,1,0094,N,FULLY_DECOMPOSED
RC-9010904649-1-DEATH_CLAIM-C0-20210207,9010904649,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,FULLY_DECOMPOSED
RC-9010904649-1-DEATH_CLAIM-C0-20210207,9010904649,withholding,Withholding Layer,0810|0820,0.0,0,,N,FULLY_DECOMPOSED
RC-9010905677-1-DEATH_CLAIM-C0-20221226,9010905677,clearing,Clearing/Lifecycle Layer,0038,12338.6,1,0038,Y,PARTIAL_DECOMPOSITION
RC-9010905677-1-DEATH_CLAIM-C0-20221226,9010905677,funding,Funding Layer,0530|0519,12214.79,1,0530,N,PARTIAL_DECOMPOSITION
RC-9010905677-1-DEATH_CLAIM-C0-20221226,9010905677,interest,Interest Layer,0630,123.81,1,0630,N,PARTIAL_DECOMPOSITION
RC-9010905677-1-DEATH_CLAIM-C0-20221226,9010905677,offset,Offset Layer,0411|0412,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010905677-1-DEATH_CLAIM-C0-20221226,9010905677,payout,Payout Layer,0094|0567|1900,0.0,0,,N,PARTIAL_DECOMPOSITION
RC-9010905677-1-DEATH_CLAIM-C0-20221226,9010905677,surrender_charge,Surrender Charge Layer,1020,0.0,0,,N,PARTIAL_DECOMPOSITION
