INVENTORY_ID,SOURCE_FULL_PATH,SOURCE_RELATIVE_PATH,FILENAME,EXTENSION,FILE_SIZE_BYTES,LAST_MODIFIED_UTC,SOURCE_SHA256,CATEGORY,PROBABLE_PURPOSE,PROBABLE_SOURCE_AUTHORITY,ORIGINAL_OR_GENERATED,CURRENT_OR_HISTORICAL,APPROVAL_STATUS,PROPOSED_DESTINATION_RELATIVE_PATH,MIGRATION_ACTION,CLASSIFICATION_CONFIDENCE,CLASSIFICATION_BASIS,DUPLICATE_GROUP_ID,CASE_COLLISION_STATUS,FILENAME_COLLISION_STATUS,PATH_LENGTH_RISK,HARDCODED_PATH_INDICATOR,CSO_REFERENCE_INDICATOR,QLA_CORE_REFERENCE_INDICATOR,SENSITIVE_DATA_INDICATOR,DEPENDS_ON,RISK,COPY_APPROVED,NOTES,STAGE2B_REVIEW_STATUS,STAGE2B_DECISION,CANONICAL_FILE_INDICATOR,FINAL_DESTINATION_RELATIVE_PATH,COPY_RESULT,DESTINATION_SHA256,COPY_VERIFICATION_STATUS,COPY_TIMESTAMP_UTC
CIT-INV-00269,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\10\reserve_grid.csv,extracted_reserve/staging/10/reserve_grid.csv,reserve_grid.csv,.csv,215,2026-07-12T03:13:19Z,8274deef8a76ed46c2510ce5bafa201d511b4c27b11ca37fe7ec06fb407f383b,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/10/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/10/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,8274deef8a76ed46c2510ce5bafa201d511b4c27b11ca37fe7ec06fb407f383b,VERIFIED,2026-07-12T14:57:12Z
CIT-INV-00270,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\101G\reserve_grid.csv,extracted_reserve/staging/101G/reserve_grid.csv,reserve_grid.csv,.csv,224,2026-07-12T03:13:19Z,a45d14a494f48ced6b09e4d0ec6b2ad0bfeae5e93cd9f12021a91426f4db428f,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/101G/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/101G/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,a45d14a494f48ced6b09e4d0ec6b2ad0bfeae5e93cd9f12021a91426f4db428f,VERIFIED,2026-07-12T14:57:12Z
CIT-INV-00271,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\3PFN\reserve_grid.csv,extracted_reserve/staging/3PFN/reserve_grid.csv,reserve_grid.csv,.csv,421273,2026-07-12T03:13:19Z,fa5025fb80949291a9fcd64fd175375533c050f84d62da64399868d80878cbe4,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/3PFN/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/3PFN/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,fa5025fb80949291a9fcd64fd175375533c050f84d62da64399868d80878cbe4,VERIFIED,2026-07-12T14:57:12Z
CIT-INV-00272,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\3PFS\reserve_grid.csv,extracted_reserve/staging/3PFS/reserve_grid.csv,reserve_grid.csv,.csv,279654,2026-07-12T03:13:19Z,07490a2931a84debba7b786dc1634e0f6661db9a8f63e656161bf8661bebd2a2,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/3PFS/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/3PFS/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,07490a2931a84debba7b786dc1634e0f6661db9a8f63e656161bf8661bebd2a2,VERIFIED,2026-07-12T14:57:12Z
CIT-INV-00273,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\3PMN\reserve_grid.csv,extracted_reserve/staging/3PMN/reserve_grid.csv,reserve_grid.csv,.csv,421893,2026-07-12T03:13:19Z,4ca737bbb4d07416ea6503886f75de42e87da7d23eda0121fcb47e9f5e288ea0,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/3PMN/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/3PMN/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,4ca737bbb4d07416ea6503886f75de42e87da7d23eda0121fcb47e9f5e288ea0,VERIFIED,2026-07-12T14:57:12Z
CIT-INV-00274,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\3PMS\reserve_grid.csv,extracted_reserve/staging/3PMS/reserve_grid.csv,reserve_grid.csv,.csv,280129,2026-07-12T03:13:19Z,18ae41313e53ac72d93a5115ce7191e6b9ca445436c55d342ee2d7742197117b,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/3PMS/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/3PMS/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,18ae41313e53ac72d93a5115ce7191e6b9ca445436c55d342ee2d7742197117b,VERIFIED,2026-07-12T14:57:12Z
CIT-INV-00275,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\3R1F\reserve_grid.csv,extracted_reserve/staging/3R1F/reserve_grid.csv,reserve_grid.csv,.csv,259859,2026-07-12T03:13:20Z,425d6367ddba16a24e248832f86603087fdba0a5a40744f3f72ea5ec60cd4647,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/3R1F/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/3R1F/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,425d6367ddba16a24e248832f86603087fdba0a5a40744f3f72ea5ec60cd4647,VERIFIED,2026-07-12T14:57:12Z
CIT-INV-00276,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\3R1M\reserve_grid.csv,extracted_reserve/staging/3R1M/reserve_grid.csv,reserve_grid.csv,.csv,260630,2026-07-12T03:13:20Z,c7faa630682999d83711cd9b0643b3e9db54dab5a91293ab4c43cf9761de4d24,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/3R1M/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/3R1M/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,c7faa630682999d83711cd9b0643b3e9db54dab5a91293ab4c43cf9761de4d24,VERIFIED,2026-07-12T14:57:12Z
CIT-INV-00277,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\3R2G\reserve_grid.csv,extracted_reserve/staging/3R2G/reserve_grid.csv,reserve_grid.csv,.csv,145905,2026-07-12T03:13:20Z,ad5bbe71494d89359b2dbcd7e59bf94aa9ad55ea3ce87bdfe554e0d24ab9c63f,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/3R2G/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/3R2G/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,ad5bbe71494d89359b2dbcd7e59bf94aa9ad55ea3ce87bdfe554e0d24ab9c63f,VERIFIED,2026-07-12T14:57:12Z
CIT-INV-00278,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\3R5F\reserve_grid.csv,extracted_reserve/staging/3R5F/reserve_grid.csv,reserve_grid.csv,.csv,247679,2026-07-12T03:13:20Z,8933cd5e1f1f4dd8f63c01f56a6d393201726ee99965750238a22b8a70723e18,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/3R5F/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/3R5F/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,8933cd5e1f1f4dd8f63c01f56a6d393201726ee99965750238a22b8a70723e18,VERIFIED,2026-07-12T14:57:12Z
CIT-INV-00279,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\3R5M\reserve_grid.csv,extracted_reserve/staging/3R5M/reserve_grid.csv,reserve_grid.csv,.csv,248319,2026-07-12T03:13:20Z,0c8890e65226ce2469dcf603f696b90b14219e9dc57416e900d249f1a5c75a5d,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/3R5M/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/3R5M/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,0c8890e65226ce2469dcf603f696b90b14219e9dc57416e900d249f1a5c75a5d,VERIFIED,2026-07-12T14:57:12Z
CIT-INV-00280,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\3R6G\reserve_grid.csv,extracted_reserve/staging/3R6G/reserve_grid.csv,reserve_grid.csv,.csv,192085,2026-07-12T03:13:20Z,39697da47bbd99a6b990c87502ab5eb6039c1a4d04672d62b1887ee7744b7717,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/3R6G/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/3R6G/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,39697da47bbd99a6b990c87502ab5eb6039c1a4d04672d62b1887ee7744b7717,VERIFIED,2026-07-12T14:57:12Z
CIT-INV-00281,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\3RWG\reserve_grid.csv,extracted_reserve/staging/3RWG/reserve_grid.csv,reserve_grid.csv,.csv,452250,2026-07-12T03:13:20Z,0bb3d16074ab1da9c0f0352c5748d7c1973bf0f962384a35b0d804106f394fbe,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/3RWG/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/3RWG/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,0bb3d16074ab1da9c0f0352c5748d7c1973bf0f962384a35b0d804106f394fbe,VERIFIED,2026-07-12T14:57:12Z
CIT-INV-00282,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\3X1F\reserve_grid.csv,extracted_reserve/staging/3X1F/reserve_grid.csv,reserve_grid.csv,.csv,259859,2026-07-12T03:13:20Z,752061f1fb33a97aa3b9d7c5ecf88d2f09caf92ec7e60cb5aa5d19fcf67594bc,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/3X1F/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/3X1F/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,752061f1fb33a97aa3b9d7c5ecf88d2f09caf92ec7e60cb5aa5d19fcf67594bc,VERIFIED,2026-07-12T14:57:12Z
CIT-INV-00283,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\3X1M\reserve_grid.csv,extracted_reserve/staging/3X1M/reserve_grid.csv,reserve_grid.csv,.csv,260630,2026-07-12T03:13:20Z,d8f8153ac312bc03a4b4392c225375589638b388941b14fa30572062419db4f7,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/3X1M/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/3X1M/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,d8f8153ac312bc03a4b4392c225375589638b388941b14fa30572062419db4f7,VERIFIED,2026-07-12T14:57:12Z
CIT-INV-00284,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\3X5F\reserve_grid.csv,extracted_reserve/staging/3X5F/reserve_grid.csv,reserve_grid.csv,.csv,247679,2026-07-12T03:13:20Z,356b957f768615e20f0a287ed15a540df661cc50a4d1a7eeb85f1bcf645d960c,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/3X5F/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/3X5F/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,356b957f768615e20f0a287ed15a540df661cc50a4d1a7eeb85f1bcf645d960c,VERIFIED,2026-07-12T14:57:12Z
CIT-INV-00285,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\3X5M\reserve_grid.csv,extracted_reserve/staging/3X5M/reserve_grid.csv,reserve_grid.csv,.csv,248319,2026-07-12T03:13:20Z,645a8280aa5378532adcf8203a6e6e3461229210514836ddc5ccbabe78442dc7,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/3X5M/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/3X5M/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,645a8280aa5378532adcf8203a6e6e3461229210514836ddc5ccbabe78442dc7,VERIFIED,2026-07-12T14:57:12Z
CIT-INV-00286,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\6\reserve_grid.csv,extracted_reserve/staging/6/reserve_grid.csv,reserve_grid.csv,.csv,205,2026-07-12T03:13:20Z,4e4d59e6c19dcb62275b097006e0f546e6734359362835644b27bbf2d6a82393,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/6/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/6/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,4e4d59e6c19dcb62275b097006e0f546e6734359362835644b27bbf2d6a82393,VERIFIED,2026-07-12T14:57:12Z
CIT-INV-00287,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\9PFN\reserve_grid.csv,extracted_reserve/staging/9PFN/reserve_grid.csv,reserve_grid.csv,.csv,415790,2026-07-12T03:13:20Z,8974b891572bdd8f8b716e4780dadf05295bcc6c0b5d9054de4bb721c6fa402c,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/9PFN/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/9PFN/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,8974b891572bdd8f8b716e4780dadf05295bcc6c0b5d9054de4bb721c6fa402c,VERIFIED,2026-07-12T14:57:12Z
CIT-INV-00288,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\9PFS\reserve_grid.csv,extracted_reserve/staging/9PFS/reserve_grid.csv,reserve_grid.csv,.csv,417376,2026-07-12T03:13:20Z,d1695487b8115ac473c8efb30e885b81156f2cecbfe391f5ec86ccdf4cf47df7,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/9PFS/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/9PFS/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,d1695487b8115ac473c8efb30e885b81156f2cecbfe391f5ec86ccdf4cf47df7,VERIFIED,2026-07-12T14:57:12Z
CIT-INV-00289,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\9PMN\reserve_grid.csv,extracted_reserve/staging/9PMN/reserve_grid.csv,reserve_grid.csv,.csv,416380,2026-07-12T03:13:20Z,50d3c437623a30f79b10d04af9e120b3ba7334969a3d337524fa56609928cddf,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/9PMN/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/9PMN/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,50d3c437623a30f79b10d04af9e120b3ba7334969a3d337524fa56609928cddf,VERIFIED,2026-07-12T14:57:12Z
CIT-INV-00290,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\9PMS\reserve_grid.csv,extracted_reserve/staging/9PMS/reserve_grid.csv,reserve_grid.csv,.csv,417851,2026-07-12T03:13:20Z,6533dd5fc06dcbdacc7d1c988f14331c3cf2f4dc0c1a1b2f68138e2ee5b7a68e,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/9PMS/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/9PMS/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,6533dd5fc06dcbdacc7d1c988f14331c3cf2f4dc0c1a1b2f68138e2ee5b7a68e,VERIFIED,2026-07-12T14:57:12Z
CIT-INV-00291,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\9R2G\reserve_grid.csv,extracted_reserve/staging/9R2G/reserve_grid.csv,reserve_grid.csv,.csv,396513,2026-07-12T03:13:20Z,a6dbe2c27825a6b51c2ec4327bb4e7f750c48d83235a7c269076d0c2facaa289,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/9R2G/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/9R2G/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,a6dbe2c27825a6b51c2ec4327bb4e7f750c48d83235a7c269076d0c2facaa289,VERIFIED,2026-07-12T14:57:12Z
CIT-INV-00292,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\9R6G\reserve_grid.csv,extracted_reserve/staging/9R6G/reserve_grid.csv,reserve_grid.csv,.csv,362181,2026-07-12T03:13:20Z,e4fb9711e030690f114c431ac731eb17e0cab63b74124efed85f7af0f7b822b0,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/9R6G/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/9R6G/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,e4fb9711e030690f114c431ac731eb17e0cab63b74124efed85f7af0f7b822b0,VERIFIED,2026-07-12T14:57:12Z
CIT-INV-00293,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\9RWG\reserve_grid.csv,extracted_reserve/staging/9RWG/reserve_grid.csv,reserve_grid.csv,.csv,429348,2026-07-12T03:13:20Z,9274fc1eaef1892c0793f839b5f8cc838b610463f08f86bc1bc4e99d744bae63,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/9RWG/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/9RWG/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,9274fc1eaef1892c0793f839b5f8cc838b610463f08f86bc1bc4e99d744bae63,VERIFIED,2026-07-12T14:57:12Z
CIT-INV-00294,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\A6N\reserve_grid.csv,extracted_reserve/staging/A6N/reserve_grid.csv,reserve_grid.csv,.csv,284,2026-07-12T03:13:20Z,dbc425664795047de60a146547b75cc559cf08e9fb6e4537d5047227f9175225,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/A6N/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/A6N/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,dbc425664795047de60a146547b75cc559cf08e9fb6e4537d5047227f9175225,VERIFIED,2026-07-12T14:57:12Z
CIT-INV-00295,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\ABFN\reserve_grid.csv,extracted_reserve/staging/ABFN/reserve_grid.csv,reserve_grid.csv,.csv,289069,2026-07-12T03:13:20Z,a18142da85ee08f4edc885f991f46543f900f1feca9822cfc251efa13096b4f5,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/ABFN/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/ABFN/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,a18142da85ee08f4edc885f991f46543f900f1feca9822cfc251efa13096b4f5,VERIFIED,2026-07-12T14:57:12Z
CIT-INV-00296,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\ABFS\reserve_grid.csv,extracted_reserve/staging/ABFS/reserve_grid.csv,reserve_grid.csv,.csv,408501,2026-07-12T03:13:20Z,fd8e11509af537c41724478c1dbb27b1ad6bca41049e2a6de5322cbfd41a9a92,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/ABFS/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/ABFS/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,fd8e11509af537c41724478c1dbb27b1ad6bca41049e2a6de5322cbfd41a9a92,VERIFIED,2026-07-12T14:57:12Z
CIT-INV-00297,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\ABMN\reserve_grid.csv,extracted_reserve/staging/ABMN/reserve_grid.csv,reserve_grid.csv,.csv,289750,2026-07-12T03:13:20Z,3ddb52fab061a12f8c81d3034a0c38f328bb946a9909befc14faf35a0d1f8274,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/ABMN/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/ABMN/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,3ddb52fab061a12f8c81d3034a0c38f328bb946a9909befc14faf35a0d1f8274,VERIFIED,2026-07-12T14:57:12Z
CIT-INV-00298,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\ABMS\reserve_grid.csv,extracted_reserve/staging/ABMS/reserve_grid.csv,reserve_grid.csv,.csv,409863,2026-07-12T03:13:20Z,6b956372cecf9fc6c2c3138308965ab06f19c586965179046d2261d98fd6e71a,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/ABMS/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/ABMS/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,6b956372cecf9fc6c2c3138308965ab06f19c586965179046d2261d98fd6e71a,VERIFIED,2026-07-12T14:57:12Z
