MPOLICY,PN,POLICY_BILL_DAY,PAID_TO_DATE,BILLED_TO_DATE,MBILLDAY_before,MBILLDAY_after,MSTATUS,MISSDT,MPAIDTO
010429064C,9010429064,              0,    20240901,      20240901,0,1,53,19720901,20240901
010430295C,9010430295,              0,    20230901,      20231101,0,1,55,19721001,20230901
010431738C,9010431738,              0,    20091101,      20190901,0,1,53,19721101,20091101
010432120C,9010432120,              0,    19820901,      20250901,0,1,53,19721101,19820901
010432493C,9010432493,              0,    19860301,      19860301,0,1,57,19721101,19860301
010432494C,9010432494,              0,    19860301,      19860301,0,1,57,19721101,19860301
010436028C,9010436028,              0,    19840915,      19840915,0,15,57,19730115,19840915
010436085C,9010436085,              0,    19950309,      19950309,0,9,57,19730109,19950309
010436599C,9010436599,              0,    20120201,      20220801,0,1,53,19730201,20120201
010437794C,9010437794,              0,    20120301,      20201201,0,1,53,19730301,20120301
010438028C,9010438028,              0,    19900501,      19900501,0,1,57,19730301,19900501
010439084C,9010439084,              0,    20250308,      20260308,0,8,57,19730308,20250308
010439181C,9010439181,              0,    20010401,      20241101,0,1,55,19730401,20010401
010439836C,9010439836,              0,    20260401,      20260401,0,1,53,19730401,20260401
010442551C,9010442551,              0,    19980101,      19980101,0,1,57,19730701,19980101
010443161C,9010443161,              0,    19880801,      19880801,0,1,57,19730801,19880801
010445074C,9010445074,              0,    20240115,      20240415,0,15,53,19731015,20240115
010445131C,9010445131,              0,    19980515,      20210215,0,15,53,19731015,19980515
010446638C,9010446638,              0,    20210301,      20210601,0,1,53,19731201,20210301
010449074C,9010449074,              0,    20190801,      20190901,0,1,53,19740301,20190801
010449532C,9010449532,              0,    19940620,      19940620,0,20,57,19740220,19940620
010449959C,9010449959,              0,    20120401,      20210401,0,1,53,19740401,20120401
010451596C,9010451596,              0,    20010601,      20010601,0,1,57,19740501,20010601
010452169C,9010452169,              0,    20200801,      20201001,0,1,55,19740601,20200801
010454002C,9010454002,              0,    20230715,      20230715,0,15,53,19740715,20230715
010454003C,9010454003,              0,    20230715,      20230715,0,15,55,19740715,20230715
010455617C,9010455617,              0,    20210211,      20220211,0,11,53,19740711,20210211
010455884C,9010455884,              0,    19990415,      19990415,0,15,57,19740815,19990415
010456183C,9010456183,              0,    19941001,      19941001,0,1,57,19740901,19941001
010456184C,9010456184,              0,    19941001,      19941001,0,1,57,19740901,19941001
010456188C,9010456188,              0,    19800501,      20221001,0,1,55,19740901,19800501
010458520C,9010458520,              0,    20230515,      20231115,0,15,55,19741115,20230515
010458657C,9010458657,              0,    20191102,      20191102,0,2,53,19741102,20191102
010458663C,9010458663,              0,    20231115,      20260515,0,15,53,19741115,20231115
010459050C,9010459050,              0,    20061201,      20181201,0,1,55,19741201,20061201
010459579C,9010459579,              0,    19960801,      19960801,0,1,57,19750101,19960801
010459653C,9010459653,              0,    20250101,      20250101,0,1,53,19750101,20250101
010459970C,9010459970,              0,    20180201,      20190801,0,1,53,19750201,20180201
010460276C,9010460276,              0,    19910201,      19910201,0,1,57,19750201,19910201
010460886C,9010460886,              0,    20120515,      20120815,0,15,55,19750215,20120515
010461753C,9010461753,              0,    19880401,      19880401,0,1,57,19750401,19880401
010462631C,9010462631,              0,    20180501,      20180801,0,1,55,19750501,20180501
010463161C,9010463161,              0,    19890413,      20220413,0,13,53,19750413,19890413
010463190C,9010463190,              0,    20080125,      20210125,0,25,55,19750425,20080125
010464869C,9010464869,              0,    20110715,      20200715,0,15,53,19750715,20110715
010466470C,9010466470,              0,    20220115,      20220415,0,15,55,19750915,20220115
010466473C,9010466473,              0,    20220115,      20220415,0,15,55,19750915,20220115
010467061C,9010467061,              0,    20250916,      20260316,0,16,55,19750916,20250916
010469430C,9010469430,              0,    20210709,      20220109,0,9,53,19760109,20210709
010469984C,9010469984,              0,    19890116,      20230116,0,16,53,19760116,19890116
010469985C,9010469985,              0,    19970116,      20200116,0,16,53,19760116,19970116
010472182C,9010472182,              0,    20210201,      20210301,0,1,55,19760401,20210201
010472183C,9010472183,              0,    20210201,      20210301,0,1,55,19760401,20210201
010475571C,9010475571,              0,    20200301,      20200301,0,1,55,19760701,20200301
010475576C,9010475576,              0,    19940401,      20211201,0,1,53,19760701,19940401
010478259C,9010478259,              0,    19890801,      20191101,0,1,53,19760901,19890801
010478260C,9010478260,              0,    19890801,      19890801,0,1,57,19760901,19890801
010483380C,9010483380,              0,    19950101,      19950101,0,1,57,19770101,19950101
010486964C,9010486964,              0,    20080401,      20221001,0,1,53,19770401,20080401
010491000C,9010491000,              0,    20200523,      20200523,0,23,53,19770523,20200523
010494229C,9010494229,              0,    20210723,      20210723,0,23,55,19770723,20210723
010497363C,9010497363,              0,    19910122,      19910122,0,22,57,19770922,19910122
010498153C,9010498153,              0,    20240508,      20240508,0,8,53,19771008,20240508
010498617C,9010498617,              0,    20230218,      20230218,0,18,53,19771018,20230218
010499269C,9010499269,              0,    20180207,      20180207,0,7,53,19771107,20180207
010499702C,9010499702,              0,    20131215,      20221215,0,15,53,19771215,20131215
010500769C,9010500769,              0,    20130901,      20230901,0,1,53,19600901,20130901
010502996C,9010502996,              0,    20120515,      20120815,0,15,57,19780215,20120515
010505294C,9010505294,              0,    20181006,      20181206,0,6,55,19780306,20181006
010505297C,9010505297,              0,    20200206,      20200506,0,6,55,19780306,20200206
010506832C,9010506832,              0,    19890314,      20250314,0,14,55,19780714,19890314
010507705C,9010507705,              0,    19950502,      19950502,0,2,57,19780502,19950502
010513712C,9010513712,              0,    19920117,      19920117,0,17,57,19780817,19920117
010516211C,9010516211,              0,    20191227,      20200227,0,27,54,19781127,20191227
010517231C,9010517231,              0,    20250915,      20250915,0,15,53,19781015,20250915
010520217C,9010520217,              0,    20221115,      20231115,0,15,53,19781115,20221115
010524029C,9010524029,              0,    20160505,      20160805,0,5,57,19790205,20160505
010526232C,9010526232,              0,    20180917,      20190317,0,17,54,19790317,20180917
010526522C,9010526522,              0,    19980415,      19980415,0,15,57,19790415,19980415
010529973C,9010529973,              0,    20061107,      20220507,0,7,55,19790507,20061107
010532612C,9010532612,              0,    20050628,      20050628,0,28,57,19790628,20050628
010538650C,9010538650,              0,    19970315,      19970315,0,15,57,19791115,19970315
010539198C,9010539198,              0,    20220501,      20220801,0,1,55,19791101,20220501
010545196C,9010545196,              0,    20230907,      20231007,0,7,53,19800107,20230907
010547488C,9010547488,              0,    20221112,      20230212,0,12,55,19800212,20221112
010549966C,9010549966,              0,    20200911,      20201011,0,11,53,19800611,20200911
010564241C,9010564241,              0,    20171106,      20171106,0,6,57,19801106,20171106
010586005C,9010586005,              0,    20251123,      20251123,0,23,53,19810723,20251123
010639996C,9010639996,              0,    20060719,      20060719,0,19,57,19820719,20060719
010653595C,9010653595,              0,    20221018,      20231018,0,18,55,19821018,20221018
010653596C,9010653596,              0,    20221006,      20231006,0,6,55,19821006,20221006
010718495C,9010718495,              0,    20220214,      20220214,0,14,53,19840602,20220214
010722345C,9010722345,              0,    20250711,      20250711,0,11,55,19840711,20250711
010724403C,9010724403,              0,    20220801,      20230801,0,1,53,19840801,20220801
010726104C,9010726104,              0,    20230813,      20230813,0,13,53,19840813,20230813
010726317C,9010726317,              0,    20180509,      20180509,0,9,55,19840809,20180509
010726318C,9010726318,              0,    20180509,      20180509,0,9,55,19840809,20180509
010726319C,9010726319,              0,    20180509,      20180509,0,9,55,19840809,20180509
010728696C,9010728696,              0,    20240902,      20240902,0,2,55,19840902,20240902
010730647C,9010730647,              0,    20190624,      20190624,0,24,55,19840924,20190624
010732278C,9010732278,              0,    20241010,      20241010,0,10,55,19841010,20241010
010733472C,9010733472,              0,    20201026,      20201026,0,26,55,19841026,20201026
010735611C,9010735611,              0,    20251127,      20251127,0,27,53,19841127,20251127
010735781C,9010735781,              0,    20260515,      20260615,0,15,53,19841215,20260515
010736035C,9010736035,              0,    20190701,      20190701,0,1,53,19841201,20190701
010736738C,9010736738,              0,    20201209,      20201209,0,9,55,19841209,20201209
010738539C,9010738539,              0,    20250103,      20250403,0,3,54,19850103,20250103
010740877C,9010740877,              0,    20210401,      20210401,0,1,53,19850201,20210401
010741234C,9010741234,              0,    20190201,      20190501,0,1,55,19850201,20190201
010741943C,9010741943,              0,    20250807,      20250907,0,7,53,19850207,20250807
010742224C,9010742224,              0,    20230209,      20230209,0,9,53,19850209,20230209
010742814C,9010742814,              0,    20190211,      20190211,0,11,53,19850211,20190211
010743074C,9010743074,              0,    20190220,      20190220,0,20,53,19850220,20190220
010743082C,9010743082,              0,    20231021,      20231021,0,21,55,19850221,20231021
010743638C,9010743638,              0,    20260227,      20260227,0,27,55,19850227,20260227
010744412C,9010744412,              0,    20230306,      20230306,0,6,53,19850306,20230306
010746005C,9010746005,              0,    20230325,      20230325,0,25,55,19850325,20230325
010746424C,9010746424,              0,    20210328,      20210328,0,28,55,19850328,20210328
010746846C,9010746846,              0,    20270328,      20270328,0,28,55,19850328,20270328
010747241C,9010747241,              0,    20190408,      20190408,0,8,53,19850408,20190408
010747438C,9010747438,              0,    20180605,      20180605,0,5,53,19850405,20180605
010748070C,9010748070,              0,    20190520,      20190520,0,20,53,19850520,20190520
010748300C,9010748300,              0,    20200518,      20200518,0,18,53,19850418,20200518
010749042C,9010749042,              0,    20200425,      20200425,0,25,55,19850425,20200425
010749054C,9010749054,              0,    20190423,      20190423,0,23,53,19850423,20190423
010749459C,9010749459,              0,    20200502,      20210502,0,2,55,19850502,20200502
010750754C,9010750754,              0,    20191114,      20200514,0,14,55,19850514,20191114
010750755C,9010750755,              0,    20240514,      20240514,0,14,55,19850514,20240514
010750812C,9010750812,              0,    20250513,      20250513,0,13,55,19850513,20250513
010750813C,9010750813,              0,    20180813,      20180813,0,13,53,19850513,20180813
010752132C,9010752132,              0,    20221201,      20221201,0,1,55,19850601,20221201
010752477C,9010752477,              0,    20191009,      20191009,0,9,53,19850709,20191009
010752513C,9010752513,              0,    20200301,      20200301,0,1,55,19850601,20200301
010752703C,9010752703,              0,    20190103,      20190203,0,3,53,19850603,20190103
010753675C,9010753675,              0,    20261211,      20261211,0,11,55,19850611,20261211
010753676C,9010753676,              0,    20261211,      20261211,0,11,55,19850611,20261211
010753687C,9010753687,              0,    20250611,      20250611,0,11,53,19850611,20250611
010754898C,9010754898,              0,    20250701,      20250701,0,1,55,19850701,20250701
010754964C,9010754964,              0,    20191221,      20200621,0,21,53,19850621,20191221
010756024C,9010756024,              0,    20250715,      20250715,0,15,53,19850715,20250715
010756033C,9010756033,              0,    20240701,      20240701,0,1,53,19850701,20240701
010756034C,9010756034,              0,    20190715,      20190715,0,15,53,19850715,20190715
010756442C,9010756442,              0,    19940101,      19940101,0,1,55,19850701,19940101
010756906C,9010756906,              0,    20220915,      20221015,0,15,55,19850715,20220915
010756931C,9010756931,              0,    20220915,      20221115,0,15,53,19850715,20220915
010756938C,9010756938,              0,    20240718,      20240718,0,18,55,19850718,20240718
010757392C,9010757392,              0,    19990720,      19990720,0,20,55,19850720,19990720
010757541C,9010757541,              0,    20180801,      20180801,0,1,53,19850801,20180801
010757542C,9010757542,              0,    20180801,      20180801,0,1,53,19850801,20180801
010758074C,9010758074,              0,    20190717,      20190717,0,17,53,19850717,20190717
010758447C,9010758447,              0,    19940716,      20220716,0,16,55,19850716,19940716
010758520C,9010758520,              0,    20200801,      20210801,0,1,57,19850801,20200801
010758549C,9010758549,              0,    20190801,      20190801,0,1,53,19850801,20190801
010759357C,9010759357,              0,    20180820,      20180820,0,20,53,19850820,20180820
010759529C,9010759529,              0,    19920701,      20200701,0,1,55,19850801,19920701
010759530C,9010759530,              0,    20200101,      20200101,0,1,55,19850801,20200101
010759537C,9010759537,              0,    20250615,      20250615,0,15,55,19850815,20250615
010759559C,9010759559,              0,    20190801,      20190801,0,1,53,19850801,20190801
010759932C,9010759932,              0,    20230807,      20230807,0,7,53,19850807,20230807
010760294C,9010760294,              0,    20200901,      20200901,0,1,53,19850901,20200901
010760297C,9010760297,              0,    20190301,      20190301,0,1,53,19850901,20190301
010760865C,9010760865,              0,    20201001,      20201001,0,1,53,19851001,20201001
010760872C,9010760872,              0,    20190309,      20190309,0,9,53,19851001,20190309
010761870C,9010761870,              0,    20210901,      20210901,0,1,55,19850901,20210901
010761874C,9010761874,              0,    20210901,      20220901,0,1,53,19850901,20210901
010761882C,9010761882,              0,    20200901,      20200901,0,1,53,19850901,20200901
010761943C,9010761943,              0,    19941001,      20201001,0,1,53,19850901,19941001
010762076C,9010762076,              0,    19950826,      19950826,0,26,55,19850826,19950826
010762319C,9010762319,              0,    20240827,      20240827,0,27,53,19850827,20240827
010762461C,9010762461,              0,    20260424,      20260724,0,24,54,19850824,20260424
010762678C,9010762678,              0,    19980901,      20190901,0,1,53,19850901,19980901
010763006C,9010763006,              0,    20240907,      20240907,0,7,53,19850907,20240907
010763012C,9010763012,              0,    20210906,      20210906,0,6,55,19850906,20210906
010763450C,9010763450,              0,    20230901,      20240901,0,1,53,19850901,20230901
010764120C,9010764120,              0,    20230821,      20230821,0,21,53,19851001,20230821
010764121C,9010764121,              0,    20241001,      20251001,0,1,53,19851001,20241001
010764321C,9010764321,              0,    19940815,      19940815,0,15,55,19850915,19940815
010764348C,9010764348,              0,    20181101,      20181201,0,1,53,19851001,20181101
010764374C,9010764374,              0,    20201001,      20201001,0,1,53,19851001,20201001
010764400C,9010764400,              0,    20191001,      20191001,0,1,53,19851001,20191001
010764812C,9010764812,              0,    20240915,      20240915,0,15,53,19850915,20240915
010764834C,9010764834,              0,    20181001,      20181001,0,1,53,19851001,20181001
010764837C,9010764837,              0,    20251001,      20251001,0,1,53,19851001,20251001
010764842C,9010764842,              0,    20220511,      20220511,0,11,53,19851001,20220511
010766527C,9010766527,              0,    20201002,      20211002,0,2,57,19851002,20201002
010766910C,9010766910,              0,    20230726,      20230726,0,26,53,19851101,20230726
010767719C,9010767719,              0,    20211008,      20211008,0,8,55,19851008,20211008
010768208C,9010768208,              0,    20241001,      20251001,0,1,55,19851001,20241001
010768209C,9010768209,              0,    20241001,      20251001,0,1,55,19851001,20241001
010768339C,9010768339,              0,    20211018,      20211018,0,18,53,19851018,20211018
010768503C,9010768503,              0,    20220421,      20221021,0,21,53,19851021,20220421
010768635C,9010768635,              0,    20200420,      20200420,0,20,53,19851020,20200420
010769032C,9010769032,              0,    20200701,      20200701,0,1,53,19851101,20200701
010769184C,9010769184,              0,    20201215,      20201215,0,15,55,19851115,20201215
010769227C,9010769227,              0,    20201101,      20201101,0,1,53,19851101,20201101
010769714C,9010769714,              0,    20230501,      20230801,0,1,53,19851101,20230501
010770571C,9010770571,              0,    20231104,      20231104,0,4,53,19851104,20231104
010770816C,9010770816,              0,    20220711,      20220711,0,11,55,19851111,20220711
010770865C,9010770865,              0,    20231115,      20231115,0,15,55,19851115,20231115
010771111C,9010771111,              0,    20200611,      20200611,0,11,53,19851111,20200611
010771580C,9010771580,              0,    20220406,      20220406,0,6,53,19850901,20220406
010771588C,9010771588,              0,    20191114,      20200214,0,14,55,19851114,20191114
010772683C,9010772683,              0,    20230618,      20230618,0,18,53,19851126,20230618
010772840C,9010772840,              0,    20210201,      20210301,0,1,55,19851201,20210201
010772898C,9010772898,              0,    20251126,      20251126,0,26,55,19851126,20251126
010773088C,9010773088,              0,    20190223,      20190223,0,23,53,19851106,20190223
010773107C,9010773107,              0,    20241201,      20241201,0,1,55,19851201,20241201
010773109C,9010773109,              0,    20200201,      20200301,0,1,55,19860101,20200201
010773243C,9010773243,              0,    20201203,      20201203,0,3,57,19851203,20201203
010773573C,9010773573,              0,    20191204,      20201204,0,4,55,19851204,20191204
010773856C,9010773856,              0,    20201205,      20201205,0,5,55,19851205,20201205
010774107C,9010774107,              0,    20191215,      20200215,0,15,55,19851215,20191215
010774109C,9010774109,              0,    20210106,      20210106,0,6,53,19860106,20210106
010774773C,9010774773,              0,    20241216,      20241216,0,16,53,19851216,20241216
010774794C,9010774794,              0,    20260116,      20270116,0,16,57,19860116,20260116
010775172C,9010775172,              0,    20201210,      20211210,0,10,54,19851210,20201210
010775240C,9010775240,              0,    20261125,      20261125,0,25,55,19851125,20261125
010775323C,9010775323,              0,    20201228,      20201228,0,28,53,19851228,20201228
010776027C,9010776027,              0,    20201227,      20211227,0,27,55,19851227,20201227
010776157C,9010776157,              0,    20200407,      20200407,0,7,53,19860107,20200407
010776221C,9010776221,              0,    20200702,      20201002,0,2,54,19860102,20200702
010776442C,9010776442,              0,    20210113,      20210113,0,13,53,19860113,20210113
010776450C,9010776450,              0,    20260113,      20260113,0,13,55,19860113,20260113
010776672C,9010776672,              0,    20250115,      20250115,0,15,53,19860115,20250115
010776814C,9010776814,              0,    20210115,      20210115,0,15,53,19860115,20210115
010776918C,9010776918,              0,    20170115,      20170115,0,15,55,19860115,20170115
010777793C,9010777793,              0,    20240310,      20240310,0,10,53,19860310,20240310
010778181C,9010778181,              0,    20181017,      20190117,0,17,54,19860117,20181017
010778262C,9010778262,              0,    20200117,      20200117,0,17,53,19860117,20200117
010778263C,9010778263,              0,    20221021,      20221221,0,21,54,19860121,20221021
010778299C,9010778299,              0,    20230118,      20230118,0,18,53,19860118,20230118
010778464C,9010778464,              0,    20270114,      20270114,0,14,53,19860114,20270114
010778474C,9010778474,              0,    20220203,      20220203,0,3,53,19860203,20220203
010778519C,9010778519,              0,    20241020,      20241020,0,20,53,19860120,20241020
010778635C,9010778635,              0,    20230122,      20230122,0,22,53,19860122,20230122
010778834C,9010778834,              0,    20220723,      20221023,0,23,53,19860123,20220723
010778913C,9010778913,              0,    20190110,      20190110,0,10,53,19860201,20190110
010778914C,9010778914,              0,    20200201,      20200201,0,1,53,19860201,20200201
010779074C,9010779074,              0,    20230223,      20230223,0,23,55,19860223,20230223
010779130C,9010779130,              0,    20190828,      20190828,0,28,53,19860228,20190828
010779191C,9010779191,              0,    20200127,      20200127,0,27,53,19860127,20200127
010779556C,9010779556,              0,    20190828,      20191128,0,28,55,19860128,20190828
010780131C,9010780131,              0,    20190203,      20190203,0,3,55,19860203,20190203
010780411C,9010780411,              0,    20190205,      20190205,0,5,53,19860205,20190205
010780597C,9010780597,              0,    20220506,      20220806,0,6,55,19860206,20220506
010780667C,9010780667,              0,    20191003,      20191003,0,3,55,19860203,20191003
010780668C,9010780668,              0,    20190803,      20190803,0,3,55,19860203,20190803
010780791C,9010780791,              0,    20231210,      20231210,0,10,53,19851210,20231210
010781117C,9010781117,              0,    20190318,      20190318,0,18,53,19860318,20190318
010781121C,9010781121,              0,    20260211,      20270211,0,11,55,19860211,20260211
010781368C,9010781368,              0,    20180219,      20180219,0,19,55,19860219,20180219
010781775C,9010781775,              0,    19950614,      20220414,0,14,53,19860214,19950614
010782592C,9010782592,              0,    20210427,      20210427,0,27,53,19860302,20210427
010782818C,9010782818,              0,    20190220,      20190220,0,20,54,19860220,20190220
010782822C,9010782822,              0,    20190301,      20190301,0,1,53,19860301,20190301
010783102C,9010783102,              0,    20220226,      20230226,0,26,53,19860226,20220226
010783502C,9010783502,              0,    20220523,      20220523,0,23,53,19860523,20220523
010783715C,9010783715,              0,    20201127,      20201127,0,27,55,19860227,20201127
010783883C,9010783883,              0,    20210316,      20210316,0,16,53,19860316,20210316
010784045C,9010784045,              0,    20190226,      20190226,0,26,53,19860226,20190226
010784054C,9010784054,              0,    20250304,      20250304,0,4,56,19860304,20250304
010784074C,9010784074,              0,    20250311,      20250311,0,11,53,19860311,20250311
010784250C,9010784250,              0,    19970704,      20200704,0,4,53,19860404,19970704
010784261C,9010784261,              0,    20210305,      20220305,0,5,57,19860305,20210305
010784379C,9010784379,              0,    20190307,      20190307,0,7,55,19860307,20190307
010784592C,9010784592,              0,    20190305,      20190305,0,5,57,19860305,20190305
010784742C,9010784742,              0,    20220309,      20220309,0,9,55,19860309,20220309
010784918C,9010784918,              0,    20190310,      20200310,0,10,57,19860310,20190310
010784946C,9010784946,              0,    20220305,      20220305,0,5,53,19860305,20220305
010785049C,9010785049,              0,    20200604,      20200604,0,4,53,19860304,20200604
010785099C,9010785099,              0,    20210306,      20210606,0,6,55,19860306,20210306
010785298C,9010785298,              0,    20191213,      20191213,0,13,53,19860313,20191213
010785300C,9010785300,              0,    20230217,      20230317,0,17,54,19860317,20230217
010785777C,9010785777,              0,    20190404,      20190404,0,4,53,19860404,20190404
010785831C,9010785831,              0,    20190314,      20200314,0,14,54,19860314,20190314
010785921C,9010785921,              0,    20190404,      20200404,0,4,55,19860404,20190404
010786152C,9010786152,              0,    20230318,      20230318,0,18,53,19860318,20230318
010786153C,9010786153,              0,    20200512,      20200512,0,12,53,19860512,20200512
010786237C,9010786237,              0,    20250319,      20250319,0,19,53,19860319,20250319
010786312C,9010786312,              0,    20240326,      20240326,0,26,53,19860326,20240326
010786321C,9010786321,              0,    20190320,      20190620,0,20,55,19860320,20190320
010786324C,9010786324,              0,    20190404,      20190404,0,4,54,19860404,20190404
010786425C,9010786425,              0,    20230219,      20230419,0,19,54,19860319,20230219
010786878C,9010786878,              0,    20250114,      20250114,0,14,53,19860414,20250114
010786886C,9010786886,              0,    20210324,      20210924,0,24,53,19860324,20210324
010787730C,9010787730,              0,    20160401,      20160401,0,1,55,19860401,20160401
010787762C,9010787762,              0,    20260401,      20260401,0,1,55,19860401,20260401
010788111C,9010788111,              0,    20231208,      20231208,0,8,55,19860408,20231208
010788197C,9010788197,              0,    20230703,      20230703,0,3,53,19860403,20230703
010788426C,9010788426,              0,    20240403,      20240403,0,3,56,19860403,20240403
010788878C,9010788878,              0,    20170404,      20170404,0,4,55,19860404,20170404
010789095C,9010789095,              0,    20230409,      20230409,0,9,53,19860409,20230409
010789348C,9010789348,              0,    20260410,      20260410,0,10,53,19860410,20260410
010789375C,9010789375,              0,    20210408,      20210408,0,8,53,19860408,20210408
010789531C,9010789531,              0,    20200403,      20200403,0,3,55,19860403,20200403
010789532C,9010789532,              0,    20180412,      20180712,0,12,55,19860412,20180412
010789992C,9010789992,              0,    20250407,      20250407,0,7,53,19860407,20250407
010790543C,9010790543,              0,    20220122,      20220122,0,22,53,19860122,20220122
010790755C,9010790755,              0,    19910628,      20240328,0,28,53,19860428,19910628
010790779C,9010790779,              0,    20180408,      20181008,0,8,54,19860408,20180408
010791078C,9010791078,              0,    20220422,      20220422,0,22,53,19860422,20220422
010791176C,9010791176,              0,    20180501,      20180501,0,1,53,19860501,20180501
010791462C,9010791462,              0,    20211213,      20211213,0,13,53,19860501,20211213
010791466C,9010791466,              0,    20190317,      20190317,0,17,53,19860501,20190317
010791744C,9010791744,              0,    20220721,      20220921,0,21,54,19860421,20220721
010792037C,9010792037,              0,    20220201,      20220201,0,1,54,19860501,20220201
010792038C,9010792038,              0,    20190501,      20190501,0,1,53,19860501,20190501
010792116C,9010792116,              0,    20250501,      20251101,0,1,54,19860501,20250501
010792701C,9010792701,              0,    20200506,      20200506,0,6,53,19860506,20200506
010792979C,9010792979,              0,    20181106,      20190206,0,6,55,19860506,20181106
010792997C,9010792997,              0,    20220515,      20220515,0,15,53,19860515,20220515
010793722C,9010793722,              0,    20191220,      20200220,0,20,53,19860520,20191220
010793727C,9010793727,              0,    20230515,      20240515,0,15,57,19860515,20230515
010793737C,9010793737,              0,    20220520,      20220520,0,20,53,19860520,20220520
010794112C,9010794112,              0,    20220523,      20220523,0,23,55,19860523,20220523
010794116C,9010794116,              0,    20250523,      20250523,0,23,55,19860523,20250523
010794518C,9010794518,              0,    20190601,      20200601,0,1,53,19860601,20190601
010794520C,9010794520,              0,    20190520,      20190520,0,20,53,19860520,20190520
010795047C,9010795047,              0,    20180710,      20180810,0,10,53,19860710,20180710
010795562C,9010795562,              0,    20180703,      20180703,0,3,55,19860603,20180703
010795564C,9010795564,              0,    20250701,      20250701,0,1,55,19860701,20250701
010795565C,9010795565,              0,    20180603,      20180603,0,3,55,19860603,20180603
010795609C,9010795609,              0,    20190503,      20190503,0,3,55,19860503,20190503
010795612C,9010795612,              0,    20250603,      20250603,0,3,53,19860603,20250603
010795618C,9010795618,              0,    20200701,      20210701,0,1,57,19860701,20200701
010795699C,9010795699,              0,    20240526,      20240826,0,26,55,19860526,20240526
010795841C,9010795841,              0,    20190601,      20190901,0,1,54,19860601,20190601
010795890C,9010795890,              0,    20190601,      20190601,0,1,53,19860601,20190601
010796325C,9010796325,              0,    20250404,      20250504,0,4,53,19860604,20250404
010796464C,9010796464,              0,    20180610,      20180610,0,10,55,19860610,20180610
010796821C,9010796821,              0,    20180605,      20180605,0,5,53,19860605,20180605
010797181C,9010797181,              0,    20230706,      20230906,0,6,54,19860606,20230706
010797854C,9010797854,              0,    20210613,      20210613,0,13,53,19860613,20210613
010798031C,9010798031,              0,    20200613,      20200613,0,13,53,19860613,20200613
010798438C,9010798438,              0,    19951216,      19951216,0,16,55,19860616,19951216
010799895C,9010799895,              0,    20190625,      20190625,0,25,53,19860625,20190625
010800667C,9010800667,              0,    20190826,      20190826,0,26,53,19860826,20190826
010801398C,9010801398,              0,    20230414,      20230714,0,14,53,19860714,20230414
010801734C,9010801734,              0,    20210828,      20210828,0,28,53,19860828,20210828
010802188C,9010802188,              0,    20200811,      20200811,0,11,53,19860811,20200811
010802627C,9010802627,              0,    20190717,      20190717,0,17,53,19860717,20190717
010803025C,9010803025,              0,    20220801,      20220801,0,1,53,19860801,20220801
010803044C,9010803044,              0,    20240724,      20240724,0,24,55,19860724,20240724
010803417C,9010803417,              0,    20220822,      20220922,0,22,55,19860822,20220822
010803442C,9010803442,              0,    20180815,      20180815,0,15,55,19860815,20180815
010803673C,9010803673,              0,    20200815,      20200815,0,15,53,19860815,20200815
010803680C,9010803680,              0,    20210801,      20210801,0,1,55,19860801,20210801
010803681C,9010803681,              0,    20210801,      20210801,0,1,55,19860801,20210801
010803682C,9010803682,              0,    20210801,      20210801,0,1,55,19860801,20210801
010803770C,9010803770,              0,    20201002,      20201002,0,2,53,19860801,20201002
010803964C,9010803964,              0,    20200401,      20200401,0,1,53,19860801,20200401
010803993C,9010803993,              0,    20240801,      20240801,0,1,53,19860801,20240801
010804488C,9010804488,              0,    20180918,      20180918,0,18,55,19860918,20180918
010804489C,9010804489,              0,    20250718,      20250718,0,18,53,19860718,20250718
010804608C,9010804608,              0,    20211227,      20220127,0,27,53,19860727,20211227
010804710C,9010804710,              0,    20200127,      20200427,0,27,55,19860727,20200127
010804850C,9010804850,              0,    19990207,      20250207,0,7,57,19860807,19990207
010804854C,9010804854,              0,    20240801,      20240801,0,1,55,19860801,20240801
010805039C,9010805039,              0,    20190910,      20190910,0,10,53,19860910,20190910
010806082C,9010806082,              0,    20220514,      20220514,0,14,53,19861014,20220514
010806155C,9010806155,              0,    20210901,      20210901,0,1,53,19860901,20210901
010806913C,9010806913,              0,    20180715,      20180715,0,15,55,19860815,20180715
010807493C,9010807493,              0,    20190822,      20190822,0,22,55,19860822,20190822
010807698C,9010807698,              0,    20220825,      20220825,0,25,53,19860825,20220825
010807720C,9010807720,              0,    20230815,      20230815,0,15,53,19860815,20230815
010807842C,9010807842,              0,    20220414,      20220414,0,14,53,19860814,20220414
010807844C,9010807844,              0,    20210812,      20210812,0,12,53,19860812,20210812
010808106C,9010808106,              0,    20140525,      20140825,0,25,55,19860825,20140525
010808257C,9010808257,              0,    20251013,      20251013,0,13,55,19861013,20251013
010808901C,9010808901,              0,    20210815,      20210815,0,15,53,19860815,20210815
010808907C,9010808907,              0,    20250423,      20251023,0,23,54,19861023,20250423
010809282C,9010809282,              0,    19970515,      19970515,0,15,55,19860915,19970515
010809309C,9010809309,              0,    20180215,      20180315,0,15,53,19860915,20180215
010809311C,9010809311,              0,    20020715,      20100915,0,15,53,19860915,20020715
010809333C,9010809333,              0,    20200115,      20200315,0,15,53,19860915,20200115
010809353C,9010809353,              0,    20220915,      20220915,0,15,55,19860915,20220915
