line,group,policy,valx_units,qla_live_units,listed_diff,billing_reason,vanish_flag,is_vb,bucket,lp_or_seed_units,conversion_munit,n_0561,sum_0561,unit_impact_0561,counterfactual_units,computed_valx_minus_qla,qla_live_minus_counterfactual,qla_matches_counterfactual,listed_diff_matches_0561_impact,valx_matches_lp_units
323,Interest-Sensitive Whole Life,9010891087,25.0,30.274827,-5.274827,VB,T,True,145B_VB,25.0,25.0,9,5478.75,5.47875,19.52125,-5.274827,10.753577,False,False,True
324,Interest-Sensitive Whole Life,9010991108,25.0,30.306511,-5.306511,VB,T,True,145B_VB,25.0,25.0,9,5478.75,5.47875,19.52125,-5.306511,10.785261,False,False,True
325,Interest-Sensitive Whole Life,9010779031,100.0,30.338194,69.661806,VB,T,True,145B_VB,100.0,100.0,9,5634.0,5.634,94.366,69.661806,-64.027806,False,False,True
326,Interest-Sensitive Whole Life,9010796355,50.0,30.369878,19.630122,VB,T,True,145B_VB,50.0,50.0,9,6502.5,6.5025,43.4975,19.630122,-13.127622,False,False,True
327,Interest-Sensitive Whole Life,9010776831,35.0,30.401561,4.598439,VB,T,True,145B_VB,35.0,35.0,9,5954.85,5.95485,29.04515,4.598439,1.356411,False,False,True
328,Interest-Sensitive Whole Life,9010723386,100.0,30.433245,69.566755,VB,T,True,145B_VB,100.0,100.0,8,6016.0,6.016,93.984,69.566755,-63.550755,False,False,True
329,Interest-Sensitive Whole Life,9010754485,25.0,30.464928,-5.464928,VB,T,True,145B_VB,25.0,25.0,9,6106.5,6.1065,18.8935,-5.464928,11.571428,False,False,True
330,Interest-Sensitive Whole Life,9010822097,50.0,30.496611,19.503389,VB,T,True,145B_VB,50.0,50.0,8,6380.0,6.38,43.62,19.503389,-13.123389,False,False,True
331,Interest-Sensitive Whole Life,9010780591,100.0,30.528295,69.471705,VB,T,True,145B_VB,100.0,100.0,5,6789.4,6.7894,93.2106,69.471705,-62.682305,False,False,True
332,Interest-Sensitive Whole Life,9010765339,75.0,30.559978,44.440022,VB,T,True,145B_VB,75.0,75.0,8,7154.0,7.154,67.846,44.440022,-37.286022,False,False,True
333,Interest-Sensitive Whole Life,9010722734,100.0,30.591662,69.408338,VB,T,True,145B_VB,100.0,100.0,8,7296.0,7.296,92.704,69.408338,-62.112338,False,False,True
334,Interest-Sensitive Whole Life,9010799675,50.0,30.623345,19.376655,VB,T,True,145B_VB,50.0,50.0,8,7476.0,7.476,42.524,19.376655,-11.900655,False,False,True
335,Interest-Sensitive Whole Life,9011050653,50.0,30.655029,19.344971,VB,T,True,145B_VB,50.0,50.0,9,7578.0,7.578,42.422,19.344971,-11.766971,False,False,True
336,Interest-Sensitive Whole Life,9010785163,100.0,30.686712,69.313288,VB,T,True,145B_VB,100.0,100.0,9,7911.0,7.911,92.089,69.313288,-61.402288,False,False,True
337,Interest-Sensitive Whole Life,9010767172,75.0,30.718396,44.281604,VB,T,True,145B_VB,75.0,75.0,8,8192.0,8.192,66.808,44.281604,-36.089604,False,False,True
338,Interest-Sensitive Whole Life,9010840404,50.0,30.750079,19.249921,VB,T,True,145B_VB,50.0,50.0,9,9229.5,9.2295,40.7705,19.249921,-10.020421,False,False,True
339,Interest-Sensitive Whole Life,9010795361,50.0,30.781763,19.218237,VB,T,True,145B_VB,50.0,50.0,9,8410.5,8.4105,41.5895,19.218237,-10.807737,False,False,True
340,Interest-Sensitive Whole Life,9010843241,50.0,30.813446,19.186554,VB,T,True,145B_VB,50.0,50.0,9,9679.5,9.6795,40.3205,19.186554,-9.507054,False,False,True
341,Interest-Sensitive Whole Life,9010893115,100.0,30.84513,69.15487,VB,T,True,145B_VB,100.0,100.0,9,9666.0,9.666,90.334,69.15487,-59.48887,False,False,True
342,Interest-Sensitive Whole Life,9010715467,50.0,30.876813,19.123187,VB,T,True,145B_VB,50.0,50.0,9,10161.0,10.161,39.839,19.123187,-8.962187,False,False,True
343,Interest-Sensitive Whole Life,9010738207,100.0,30.908497,69.091503,PC,,False,146_OTHER,100.0,,8,11360.0,11.36,88.64,69.091503,-57.731503,False,False,True
344,Interest-Sensitive Whole Life,9010718276,100.0,30.94018,69.05982,VB,T,True,145B_VB,100.0,100.0,9,14706.0,14.706,85.294,69.05982,-54.35382,False,False,True
345,Interest-Sensitive Whole Life,9011107796,100.0,30.971864,69.028136,VB,T,True,145B_VB,100.0,100.0,9,19134.0,19.134,80.866,69.028136,-49.894136,False,False,True
346,Interest-Sensitive Whole Life,9011072813,100.0,31.003547,68.996453,VB,T,True,145B_VB,100.0,100.0,9,25146.0,25.146,74.854,68.996453,-43.850453,False,False,True
