policy,billing_reason,lp_units,lp_vpu,qla_munit,qla_mdb,n_0561_unrev,sum_0561,unit_impact_0561,counterfactual_qla_units,output_munit_equals_lp,isrr_exact_matches,isrr_rows,vanish_flag
9010990850,VB,44.976,1000.0,44.976,44976.0,9,4892.13,4.89213,40.08387,True,9,9,T
9010991108,VB,25.0,1000.0,25.0,25000.0,9,5478.75,5.47875,19.52125,True,9,9,T
9010992096,VB,25.0,1000.0,25.0,25000.0,0,0,0.0,25.0,True,0,0,T
9010992126,VB,25.0,1000.0,25.0,25000.0,9,1278.0,1.278,23.722,True,9,9,T
9010993841,VB,6.0,1000.0,6.0,6000.0,8,1324.16,1.32416,4.67584,True,8,8,T
9010994236,VB,25.0,1000.0,25.0,25000.0,2,747.5,0.7475,24.2525,True,2,2,T
9010996841,VB,5.0,1000.0,5.0,5000.0,3,828.3,0.8283,4.1717,True,3,3,T
9010996983,VB,5.0,1000.0,5.0,5000.0,1,179.35,0.17935,4.82065,True,1,1,T
9010997600,VB,5.0,1000.0,5.0,5000.0,1,239.15,0.23915,4.76085,True,1,1,T
9011002095,VB,5.0,1000.0,5.0,5000.0,3,789.6,0.7896,4.2104,True,3,3,T
9011002616,VB,25.0,1000.0,25.0,25000.0,9,1089.0,1.089,23.911,True,9,9,T
9011002664,VB,5.0,1000.0,5.0,5000.0,1,289.55,0.28955,4.71045,True,1,1,T
9011005348,VB,5.0,1000.0,5.0,5000.0,6,1579.2,1.5792,3.4208,True,6,6,T
9011008707,VB,5.0,1000.0,5.0,5000.0,8,1504.8,1.5048,3.4952,True,8,8,T
9011016293,VB,25.0,1000.0,25.0,25000.0,7,789.25,0.78925,24.21075,True,7,7,T
9011016527,VB,7.5,1000.0,7.5,7500.0,2,692.46,0.69246,6.80754,True,2,2,T
9011017841,VB,5.0,1000.0,5.0,5000.0,3,489.6,0.4896,4.5104,True,3,3,T
9011020938,VB,25.0,1000.0,25.0,25000.0,8,4396.0,4.396,20.604,True,8,8,T
9011024164,VB,50.0,1000.0,50.0,50000.0,0,0,0.0,50.0,True,0,0,T
9011025405,VB,5.0,1000.0,5.0,5000.0,8,1823.2,1.8232,3.1768,True,8,8,T
9011025478,VB,5.0,1000.0,5.0,5000.0,2,736.4,0.7364,4.2636,True,2,2,T
9011032672,VB,50.0,1000.0,50.0,50000.0,7,2824.5,2.8245,47.1755,True,7,7,T
9011032897,VB,30.0,1000.0,30.0,30000.0,4,2389.6,2.3896,27.6104,True,4,4,T
9011032898,VB,30.0,1000.0,30.0,30000.0,4,3620.8,3.6208,26.3792,True,4,4,T
9011033048,VB,2.5,1000.0,2.5,2500.0,3,471.84,0.47184,2.02816,True,3,3,T
9011035773,VB,6.0,1000.0,6.0,6000.0,1,326.32,0.32632,5.67368,True,1,1,T
9011036041,VB,25.0,1000.0,25.0,25000.0,9,1577.25,1.57725,23.42275,True,9,9,T
9011036054,VB,10.0,1000.0,10.0,10000.0,7,2184.42,2.18442,7.81558,True,7,7,T
9011038386,VB,5.0,1000.0,5.0,5000.0,3,1104.6,1.1046,3.8954,True,3,3,T
9011038645,VB,25.0,1000.0,25.0,25000.0,6,676.5,0.6765,24.3235,True,6,6,T
9011038778,VB,50.0,1000.0,50.0,50000.0,0,0,0.0,50.0,True,0,0,T
9011038780,VB,50.0,1000.0,50.0,50000.0,0,0,0.0,50.0,True,0,0,T
9011039701,VB,10.0,1000.0,10.0,10000.0,6,2218.2,2.2182,7.7818,True,6,6,T
9011041480,VB,5.0,1000.0,5.0,5000.0,1,263.2,0.2632,4.7368,True,1,1,T
9011042946,VB,15.0,1000.0,15.0,15000.0,8,3010.4,3.0104,11.9896,True,8,8,T
9011045350,VB,15.0,1000.0,15.0,15000.0,8,3516.8,3.5168,11.4832,True,8,8,T
9011048886,VB,10.0,1000.0,10.0,10000.0,3,1504.2,1.5042,8.4958,True,3,3,T
9011049319,VB,5.0,1000.0,5.0,5000.0,5,1671.25,1.67125,3.32875,True,5,5,T
9011050114,VB,25.0,1000.0,25.0,25000.0,1,136.0,0.136,24.864,True,1,1,T
9011050653,VB,50.0,1000.0,50.0,50000.0,9,7578.0,7.578,42.422,True,9,9,T
9011051323,VB,51.78092,1000.0,51.78092,51780.92,2,1136.36,1.13636,50.64456,True,2,2,T
9011053076,VB,50.0,1000.0,50.0,50000.0,7,1624.0,1.624,48.376,True,7,7,T
9011053214,VB,5.0,1000.0,5.0,5000.0,1,303.6,0.3036,4.6964,True,1,1,T
9011053882,VB,102.52432,1000.0,102.52432,102524.32,1,1136.36,1.13636,101.38796,True,1,1,T
9011054606,VB,50.0,1000.0,50.0,50000.0,8,1736.0,1.736,48.264,True,8,8,T
9011057485,VB,5.0,1000.0,5.0,5000.0,1,413.7,0.4137,4.5863,True,1,1,T
9011059175,VB,25.0,1000.0,25.0,25000.0,0,0,0.0,25.0,True,0,0,T
9011059456,VB,5.0,1000.0,5.0,5000.0,0,0,0.0,5.0,True,0,0,T
9011060621,VB,25.0,1000.0,25.0,25000.0,8,926.0,0.926,24.074,True,8,8,T
9011061046,VB,50.0,1000.0,50.0,50000.0,8,1772.0,1.772,48.228,True,8,8,T
9011063691,VB,2.5,1000.0,2.5,2500.0,2,343.26,0.34326,2.15674,True,2,2,T
9011066252,VB,7.5,1000.0,7.5,7500.0,1,539.8,0.5398,6.9602,True,1,1,T
9011067410,VB,3.0,1000.0,3.0,3000.0,6,1102.38,1.10238,1.89762,True,6,6,T
9011067789,VB,4.0,1000.0,4.0,4000.0,6,1715.04,1.71504,2.28496,True,6,6,T
9011068652,VB,5.0,1000.0,5.0,5000.0,5,1086.0,1.086,3.914,True,5,5,T
9011069093,VB,2.556,1000.0,2.556,2556.0,5,874.5,0.8745,1.6815,True,5,5,T
9011069253,VB,10.0,1000.0,10.0,10000.0,5,1944.5,1.9445,8.0555,True,5,5,T
9011069610,VB,50.0,1000.0,50.0,50000.0,1,406.0,0.406,49.594,True,1,1,T
9011071018,VB,25.0,1000.0,25.0,25000.0,9,1089.0,1.089,23.911,True,9,9,T
9011072813,VB,100.0,1000.0,100.0,100000.0,9,25146.0,25.146,74.854,True,9,9,T
9011074929,VB,2.5,1000.0,2.5,2500.0,1,179.63,0.17963,2.32037,True,1,1,T
9011075278,VB,25.0,1000.0,25.0,25000.0,8,902.0,0.902,24.098,True,8,8,T
9011077798,VB,5.0,1000.0,5.0,5000.0,2,668.5,0.6685,4.3315,True,2,2,T
9011078437,VB,5.0,1000.0,5.0,5000.0,1,389.0,0.389,4.611,True,1,1,T
9011080481,VB,50.0,1000.0,50.0,50000.0,7,1519.0,1.519,48.481,True,7,7,T
9011082681,VB,10.0,1000.0,10.0,10000.0,1,611.5,0.6115,9.3885,True,1,1,T
9011083619,VB,10.0,1000.0,10.0,10000.0,1,333.7,0.3337,9.6663,True,1,1,T
9011085421,VB,10.0,1000.0,10.0,10000.0,9,3327.3,3.3273,6.6727,True,9,9,T
9011085559,VB,25.0,1000.0,25.0,25000.0,9,1014.75,1.01475,23.98525,True,9,9,T
9011085737,VB,5.0,1000.0,5.0,5000.0,5,1380.5,1.3805,3.6195,True,5,5,T
9011086709,VB,5.0,1000.0,5.0,5000.0,1,303.6,0.3036,4.6964,True,1,1,T
9011086978,VB,5.0,1000.0,5.0,5000.0,2,778.0,0.778,4.222,True,2,2,T
9011087127,VB,25.0,1000.0,25.0,25000.0,3,1300.5,1.3005,23.6995,True,3,3,T
9011087128,VB,25.0,1000.0,25.0,25000.0,3,1020.75,1.02075,23.97925,True,3,3,T
9011107796,VB,100.0,1000.0,100.0,100000.0,9,19134.0,19.134,80.866,True,9,9,T
9011129276,VB,25.0,1000.0,25.0,25000.0,4,1043.0,1.043,23.957,True,4,4,T
9011134001,VB,25.0,1000.0,25.0,25000.0,6,1431.0,1.431,23.569,True,6,6,T
9011134002,VB,25.0,1000.0,25.0,25000.0,5,905.0,0.905,24.095,True,5,5,T
9011151436,VB,25.0,1000.0,25.0,25000.0,4,451.0,0.451,24.549,True,4,4,T
9011152870,VB,25.0,1000.0,25.0,25000.0,6,676.5,0.6765,24.3235,True,6,6,T
