MPOLICY,SOURCE_POLICY,MBILLFRM,MBANKNO_EMITTED,PPACH_ACCOUNT,PPACH_ABA,EXCEPTION_REASON,EXCEPTION_DETAIL
010398274C,9010398274,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010401181C,9010401181,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010402060C,9010402060,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010402061C,9010402061,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010405858C,9010405858,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010406795C,9010406795,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010412526C,9010412526,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010414235C,9010414235,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010415834C,9010415834,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010420983C,9010420983,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010426961C,9010426961,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010427457C,9010427457,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010429532C,9010429532,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010429558C,9010429558,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010430086C,9010430086,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010434747C,9010434747,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010435248C,9010435248,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010435466C,9010435466,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010436044C,9010436044,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010436727C,9010436727,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010439527C,9010439527,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010440345C,9010440345,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010440370C,9010440370,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010442332C,9010442332,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010443816C,9010443816,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010444207C,9010444207,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010444283C,9010444283,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010445575C,9010445575,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010446416C,9010446416,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010446852C,9010446852,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010449075C,9010449075,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010449559C,9010449559,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010456928C,9010456928,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010458744C,9010458744,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010459164C,9010459164,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010460652C,9010460652,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010462630C,9010462630,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010464590C,9010464590,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010465265C,9010465265,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010468946C,9010468946,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010471769C,9010471769,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010473866C,9010473866,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010474522C,9010474522,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010475850C,9010475850,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010478285C,9010478285,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010479749C,9010479749,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010489508C,9010489508,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010494171C,9010494171,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010502820C,9010502820,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010503560C,9010503560,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010505549C,9010505549,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010506789C,9010506789,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010511355C,9010511355,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010515598C,9010515598,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010518050C,9010518050,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010521756C,9010521756,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010526526C,9010526526,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010544182C,9010544182,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010546961C,9010546961,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010559537C,9010559537,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010578820C,9010578820,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010580464C,9010580464,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010581795C,9010581795,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010607249C,9010607249,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010733162C,9010733162,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010746498C,9010746498,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010749053C,9010749053,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010756929C,9010756929,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010756939C,9010756939,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010756941C,9010756941,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010757508C,9010757508,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010757536C,9010757536,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010757551C,9010757551,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010757817C,9010757817,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010760306C,9010760306,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010761450C,9010761450,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010761554C,9010761554,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010761804C,9010761804,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010762332C,9010762332,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010762558C,9010762558,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010764339C,9010764339,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010764376C,9010764376,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010766057C,9010766057,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010769220C,9010769220,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010769221C,9010769221,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010770719C,9010770719,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010771352C,9010771352,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010771654C,9010771654,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010773267C,9010773267,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010774484C,9010774484,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010776002C,9010776002,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010777124C,9010777124,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010779912C,9010779912,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010780050C,9010780050,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010780408C,9010780408,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010782022C,9010782022,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010784767C,9010784767,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010785284C,9010785284,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010785310C,9010785310,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010785932C,9010785932,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010786243C,9010786243,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010786823C,9010786823,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010786824C,9010786824,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010798024C,9010798024,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010798517C,9010798517,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010799472C,9010799472,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010800475C,9010800475,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010801178C,9010801178,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010801399C,9010801399,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010803026C,9010803026,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010803244C,9010803244,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010805048C,9010805048,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010805370C,9010805370,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010806651C,9010806651,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010807792C,9010807792,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010811059C,9010811059,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010811700C,9010811700,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010812205C,9010812205,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010812930C,9010812930,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010813155C,9010813155,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010813171C,9010813171,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010813683C,9010813683,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010814836C,9010814836,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010815945C,9010815945,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010817477C,9010817477,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010818717C,9010818717,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010818718C,9010818718,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010818799C,9010818799,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010820386C,9010820386,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010828602C,9010828602,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010829154C,9010829154,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010831893C,9010831893,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010832616C,9010832616,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010832617C,9010832617,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010834344C,9010834344,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010834414C,9010834414,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010834745C,9010834745,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010835240C,9010835240,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010836057C,9010836057,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010836583C,9010836583,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010836584C,9010836584,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010838654C,9010838654,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010842026C,9010842026,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010842291C,9010842291,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010844236C,9010844236,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010846244C,9010846244,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010846279C,9010846279,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010847466C,9010847466,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010847570C,9010847570,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010849121C,9010849121,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010849122C,9010849122,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010853288C,9010853288,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010856188C,9010856188,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010856925C,9010856925,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010858488C,9010858488,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010858489C,9010858489,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010859282C,9010859282,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010861363C,9010861363,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010880225C,9010880225,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010885383C,9010885383,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010887770C,9010887770,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010889547C,9010889547,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010890622C,9010890622,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010890627C,9010890627,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010893908C,9010893908,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010893949C,9010893949,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010895253C,9010895253,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010895675C,9010895675,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010896866C,9010896866,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010900517C,9010900517,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010900971C,9010900971,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010907385C,9010907385,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010908069C,9010908069,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010908070C,9010908070,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010910320C,9010910320,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010913253C,9010913253,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010915619C,9010915619,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010917231C,9010917231,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010917520C,9010917520,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010920793C,9010920793,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010920798C,9010920798,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010921853C,9010921853,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010938962C,9010938962,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010942233C,9010942233,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010957789C,9010957789,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010968811C,9010968811,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
010979722C,9010979722,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011001743C,9011001743,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011015419C,9011015419,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011016867C,9011016867,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011019414C,9011019414,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011033416C,9011033416,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011040022C,9011040022,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011040023C,9011040023,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011040527C,9011040527,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011044131C,9011044131,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011044132C,9011044132,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011045847C,9011045847,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011046104C,9011046104,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011047402C,9011047402,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011047403C,9011047403,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011047600C,9011047600,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011048440C,9011048440,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011050686C,9011050686,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
