reconstructed_claim_id,claim_family,revised_net_payment,revised_balancing_difference,revised_balancing_status,applied_balancing_profile,lifecycle_only_amount_excluded,excluded_transaction_codes,optional_components_missing,balancing_confidence,balancing_notes
RC-9010816070-2-SURRENDER_CLAIM-C4-20221015,SURRENDER_CLAIM,317.1,317.1,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010816156-1-DEATH_CLAIM-C0-20191029,DEATH_CLAIM,7362.63,0.0,BALANCED,DEATH_CLAIM,0.0,,0810|0820|0411|0412|1020|0630,HIGH,Optional components absent (not forced)
RC-9010816156-2-SURRENDER_CLAIM-C0-20181013,SURRENDER_CLAIM,206.95,206.95,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010816156-2-SURRENDER_CLAIM-C1-20191013,SURRENDER_CLAIM,206.95,206.95,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010816224-1-DEATH_CLAIM-C0-20190722,DEATH_CLAIM,6178.54,-37.38,MINOR_VARIANCE,DEATH_CLAIM,37.38,0038,0810|0820|0411|0412|1020|0630,MEDIUM,Excluded lifecycle-only amount 37.38; Optional components absent (not forced)
RC-9010816326-2-SURRENDER_CLAIM-C0-20190604,SURRENDER_CLAIM,10125.05,10125.05,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010816331-1-SURRENDER_CLAIM-C0-20171120,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010816331-1-SURRENDER_CLAIM-C1-20180520,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010816331-3-SURRENDER_CLAIM-C0-20181120,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900,HIGH,Optional components absent (not forced)
RC-9010816590-1-DEATH_CLAIM-C0-20220916,DEATH_CLAIM,4142.3,0.0,BALANCED,DEATH_CLAIM,0.0,,0810|0820|0411|0412|1020|0630,HIGH,Optional components absent (not forced)
RC-9010816898-1-SURRENDER_CLAIM-C0-20181021,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010816898-3-SURRENDER_CLAIM-C0-20181121,SURRENDER_CLAIM,44180.64,44180.64,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010816928-1-DEATH_CLAIM-C0-20200321,DEATH_CLAIM,25000.0,0.0,BALANCED,DEATH_CLAIM,0.0,,0810|0820|0411|0412|1020|0630,HIGH,Optional components absent (not forced)
RC-9010816928-4-SURRENDER_CLAIM-C0-20181017,SURRENDER_CLAIM,287.25,287.25,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010816928-4-SURRENDER_CLAIM-C1-20191017,SURRENDER_CLAIM,287.25,287.25,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010816969-2-SURRENDER_CLAIM-C0-20181106,SURRENDER_CLAIM,181.9,181.9,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010816969-2-SURRENDER_CLAIM-C1-20191106,SURRENDER_CLAIM,181.9,181.9,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010816969-2-SURRENDER_CLAIM-C2-20201106,SURRENDER_CLAIM,181.9,181.9,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010816969-2-SURRENDER_CLAIM-C3-20211106,SURRENDER_CLAIM,181.9,181.9,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010816969-2-SURRENDER_CLAIM-C4-20221106,SURRENDER_CLAIM,181.9,181.9,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010816969-2-SURRENDER_CLAIM-C5-20231106,SURRENDER_CLAIM,181.9,181.9,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010816990-2-SURRENDER_CLAIM-C0-20181020,SURRENDER_CLAIM,148.7,148.7,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010816990-2-SURRENDER_CLAIM-C1-20191020,SURRENDER_CLAIM,148.7,148.7,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010816990-2-SURRENDER_CLAIM-C2-20201020,SURRENDER_CLAIM,148.7,148.7,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010816990-2-SURRENDER_CLAIM-C3-20211020,SURRENDER_CLAIM,148.7,148.7,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010816990-2-SURRENDER_CLAIM-C4-20221020,SURRENDER_CLAIM,148.7,148.7,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010816990-2-SURRENDER_CLAIM-C5-20231020,SURRENDER_CLAIM,148.7,148.7,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010816990-2-SURRENDER_CLAIM-C6-20241020,SURRENDER_CLAIM,148.7,148.7,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010816990-2-SURRENDER_CLAIM-C7-20251020,SURRENDER_CLAIM,148.7,148.7,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010816991-2-SURRENDER_CLAIM-C0-20181020,SURRENDER_CLAIM,239.15,239.15,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010816991-2-SURRENDER_CLAIM-C1-20191020,SURRENDER_CLAIM,239.15,239.15,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010816991-2-SURRENDER_CLAIM-C2-20201020,SURRENDER_CLAIM,239.15,239.15,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010816991-2-SURRENDER_CLAIM-C3-20211020,SURRENDER_CLAIM,239.15,239.15,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010816991-2-SURRENDER_CLAIM-C4-20221020,SURRENDER_CLAIM,239.15,239.15,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010816991-2-SURRENDER_CLAIM-C5-20231020,SURRENDER_CLAIM,239.15,239.15,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010816991-2-SURRENDER_CLAIM-C6-20241020,SURRENDER_CLAIM,239.15,239.15,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010816991-2-SURRENDER_CLAIM-C7-20251020,SURRENDER_CLAIM,239.15,239.15,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817091-1-DEATH_CLAIM-C0-20191106,DEATH_CLAIM,5927.9,0.0,BALANCED,DEATH_CLAIM,0.0,,0810|0820|0411|0412|1020|0630,HIGH,Optional components absent (not forced)
RC-9010817091-2-SURRENDER_CLAIM-C0-20181022,SURRENDER_CLAIM,239.15,239.15,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817091-2-SURRENDER_CLAIM-C1-20191022,SURRENDER_CLAIM,239.15,239.15,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817304-1-DISBURSEMENT_CLAIM-C0-20221121,DISBURSEMENT_CLAIM,26.05,0.0,BALANCED,DISBURSEMENT_CLAIM,0.0,,0810|0820,HIGH,Payment-event-only profile applied
RC-9010817304-3-SURRENDER_CLAIM-C0-20221022,SURRENDER_CLAIM,296.0,296.0,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817304-3-SURRENDER_CLAIM-C1-20231022,SURRENDER_CLAIM,296.0,296.0,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817304-3-SURRENDER_CLAIM-C2-20241022,SURRENDER_CLAIM,296.0,296.0,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817304-3-SURRENDER_CLAIM-C3-20251022,SURRENDER_CLAIM,296.0,296.0,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817345-1-DEATH_CLAIM-C0-20191008,DEATH_CLAIM,25000.0,0.0,BALANCED,DEATH_CLAIM,0.0,,0810|0820|0411|0412|1020|0630,HIGH,Optional components absent (not forced)
RC-9010817345-3-SURRENDER_CLAIM-C0-20181107,SURRENDER_CLAIM,388.75,388.75,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817366-3-SURRENDER_CLAIM-C0-20181023,SURRENDER_CLAIM,154.75,154.75,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817366-3-SURRENDER_CLAIM-C1-20191023,SURRENDER_CLAIM,154.75,154.75,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817366-3-SURRENDER_CLAIM-C2-20201023,SURRENDER_CLAIM,154.75,154.75,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817366-3-SURRENDER_CLAIM-C3-20211023,SURRENDER_CLAIM,154.75,154.75,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817366-3-SURRENDER_CLAIM-C4-20221023,SURRENDER_CLAIM,154.75,154.75,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817366-3-SURRENDER_CLAIM-C5-20231023,SURRENDER_CLAIM,154.75,154.75,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817366-3-SURRENDER_CLAIM-C6-20241023,SURRENDER_CLAIM,154.75,154.75,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817366-3-SURRENDER_CLAIM-C7-20251023,SURRENDER_CLAIM,154.75,154.75,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817367-2-SURRENDER_CLAIM-C0-20181023,SURRENDER_CLAIM,128.5,128.5,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817367-2-SURRENDER_CLAIM-C1-20191023,SURRENDER_CLAIM,128.5,128.5,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817367-2-SURRENDER_CLAIM-C2-20201023,SURRENDER_CLAIM,128.5,128.5,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817367-2-SURRENDER_CLAIM-C3-20211023,SURRENDER_CLAIM,128.5,128.5,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817367-2-SURRENDER_CLAIM-C4-20221023,SURRENDER_CLAIM,128.5,128.5,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817367-2-SURRENDER_CLAIM-C5-20231023,SURRENDER_CLAIM,128.5,128.5,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817367-2-SURRENDER_CLAIM-C6-20241023,SURRENDER_CLAIM,128.5,128.5,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817367-2-SURRENDER_CLAIM-C7-20251023,SURRENDER_CLAIM,128.5,128.5,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817415-1-DEATH_CLAIM-C0-20201122,DEATH_CLAIM,28183.37,2247.02,UNBALANCED,DEATH_CLAIM,2463.12,0038,0810|0820|0411|0412|1020,LOW,Excluded lifecycle-only amount 2463.12; Optional components absent (not forced)
RC-9010817415-1-SURRENDER_CLAIM-C0-20181017,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010817415-1-SURRENDER_CLAIM-C1-20191021,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010817415-1-SURRENDER_CLAIM-C2-20201019,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010817477-1-DEATH_CLAIM-C0-20230502,DEATH_CLAIM,53583.01,-73.23,MINOR_VARIANCE,DEATH_CLAIM,73.23,0038,0810|0820|0411|0412|1020,MEDIUM,Excluded lifecycle-only amount 73.23; Optional components absent (not forced)
RC-9010817483-1-SURRENDER_CLAIM-C0-20171201,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010817483-1-SURRENDER_CLAIM-C1-20231101,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010817483-1-SURRENDER_CLAIM-C2-20241101,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010817483-1-SURRENDER_CLAIM-C3-20251101,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010817500-1-DEATH_CLAIM-C0-20201018,DEATH_CLAIM,10000.0,0.0,BALANCED,DEATH_CLAIM,0.0,,0810|0820|0411|0412|1020|0630,HIGH,Optional components absent (not forced)
RC-9010817500-2-SURRENDER_CLAIM-C0-20181021,SURRENDER_CLAIM,333.7,333.7,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817500-2-SURRENDER_CLAIM-C1-20191021,SURRENDER_CLAIM,333.7,333.7,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817639-1-DEATH_CLAIM-C0-20231215,DEATH_CLAIM,12132.29,1396.95,UNBALANCED,DEATH_CLAIM,1450.57,0038,0810|0820|0411|0412|1020,LOW,Excluded lifecycle-only amount 1450.57; Optional components absent (not forced)
RC-9010817639-1-SURRENDER_CLAIM-C0-20181120,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010817639-1-SURRENDER_CLAIM-C1-20191120,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010817639-1-SURRENDER_CLAIM-C2-20200928,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010817639-1-SURRENDER_CLAIM-C3-20211126,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010817639-1-SURRENDER_CLAIM-C4-20221126,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010817639-1-SURRENDER_CLAIM-C5-20231120,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010817808-1-DISBURSEMENT_CLAIM-C0-20250116,DISBURSEMENT_CLAIM,73.71,0.0,BALANCED,DISBURSEMENT_CLAIM,0.0,,0810|0820,HIGH,Payment-event-only profile applied
RC-9010817808-2-SURRENDER_CLAIM-C0-20241101,SURRENDER_CLAIM,279.25,279.25,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817808-2-SURRENDER_CLAIM-C1-20251101,SURRENDER_CLAIM,279.25,279.25,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817835-1-SURRENDER_CLAIM-C0-20241022,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010817835-1-SURRENDER_CLAIM-C1-20250124,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010817836-1-SURRENDER_CLAIM-C0-20241022,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010817836-1-SURRENDER_CLAIM-C1-20250124,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010817930-1-DEATH_CLAIM-C0-20180529,DEATH_CLAIM,8892.97,0.0,BALANCED,DEATH_CLAIM,0.0,,0810|0820|0411|0412|1020|0630,HIGH,Optional components absent (not forced)
RC-9010817956-2-SURRENDER_CLAIM-C0-20181104,SURRENDER_CLAIM,148.7,148.7,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817956-2-SURRENDER_CLAIM-C1-20191104,SURRENDER_CLAIM,148.7,148.7,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817956-2-SURRENDER_CLAIM-C2-20201104,SURRENDER_CLAIM,148.7,148.7,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817956-2-SURRENDER_CLAIM-C3-20211104,SURRENDER_CLAIM,148.7,148.7,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817956-2-SURRENDER_CLAIM-C4-20221104,SURRENDER_CLAIM,148.7,148.7,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817956-2-SURRENDER_CLAIM-C5-20231104,SURRENDER_CLAIM,148.7,148.7,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010817956-2-SURRENDER_CLAIM-C6-20241104,SURRENDER_CLAIM,148.7,148.7,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010818051-1-SURRENDER_CLAIM-C0-20180129,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010818051-1-SURRENDER_CLAIM-C1-20240227,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010818051-1-SURRENDER_CLAIM-C2-20250728,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010818531-2-SURRENDER_CLAIM-C0-20181120,SURRENDER_CLAIM,433.5,433.5,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010818531-2-SURRENDER_CLAIM-C1-20191120,SURRENDER_CLAIM,433.5,433.5,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010818531-2-SURRENDER_CLAIM-C2-20201120,SURRENDER_CLAIM,433.5,433.5,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010818531-2-SURRENDER_CLAIM-C3-20211120,SURRENDER_CLAIM,433.5,433.5,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010818531-2-SURRENDER_CLAIM-C4-20221120,SURRENDER_CLAIM,433.5,433.5,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010818531-2-SURRENDER_CLAIM-C5-20231120,SURRENDER_CLAIM,433.5,433.5,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010818531-2-SURRENDER_CLAIM-C6-20241120,SURRENDER_CLAIM,433.5,433.5,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010818531-2-SURRENDER_CLAIM-C7-20251120,SURRENDER_CLAIM,433.5,433.5,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010818580-1-DEATH_CLAIM-C0-20211116,DEATH_CLAIM,25000.0,0.0,BALANCED,DEATH_CLAIM,0.0,,0810|0820|0411|0412|1020|0630,HIGH,Optional components absent (not forced)
RC-9010818580-2-SURRENDER_CLAIM-C0-20181110,SURRENDER_CLAIM,549.5,549.5,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010818580-2-SURRENDER_CLAIM-C1-20191110,SURRENDER_CLAIM,549.5,549.5,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010818580-2-SURRENDER_CLAIM-C2-20201110,SURRENDER_CLAIM,549.5,549.5,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010818580-2-SURRENDER_CLAIM-C3-20211110,SURRENDER_CLAIM,549.5,549.5,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010818657-2-SURRENDER_CLAIM-C0-20201110,SURRENDER_CLAIM,16884.66,16884.66,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010818789-1-DEATH_CLAIM-C0-20210117,DEATH_CLAIM,10846.84,-58.8,MINOR_VARIANCE,DEATH_CLAIM,58.8,0038,0810|0820|0411|0412|1020|0630,MEDIUM,Excluded lifecycle-only amount 58.8; Optional components absent (not forced)
RC-9010818799-1-DEATH_CLAIM-C0-20181206,DEATH_CLAIM,10239.73,-20.35,MINOR_VARIANCE,DEATH_CLAIM,20.35,0038,0810|0820|0411|0412|1020|0630,MEDIUM,Excluded lifecycle-only amount 20.35; Optional components absent (not forced)
RC-9010819267-2-SURRENDER_CLAIM-C0-20230606,SURRENDER_CLAIM,5978.28,5978.28,UNBALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,LOW,Optional components absent (not forced)
RC-9010819271-1-SURRENDER_CLAIM-C0-20171205,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010819271-1-SURRENDER_CLAIM-C1-20180605,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010819271-1-SURRENDER_CLAIM-C10-20231205,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010819271-1-SURRENDER_CLAIM-C11-20241205,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010819271-1-SURRENDER_CLAIM-C12-20251205,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010819271-1-SURRENDER_CLAIM-C2-20181205,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
RC-9010819271-1-SURRENDER_CLAIM-C3-20190402,SURRENDER_CLAIM,0.0,0.0,BALANCED,SURRENDER_CLAIM,0.0,,0810|0820|0090|0567|1900|1020,HIGH,Optional components absent (not forced)
