reconstructed_claim_id,payout_codes_detected,payout_total,linked_gross_components,linked_offset_components,linked_interest_components,chain_balancing_status,payout_chain_confidence
RC-9010799487-2-SURRENDER_CLAIM-C5-20230701,,0.0,0561,,,UNBALANCED,LOW
RC-9010799487-2-SURRENDER_CLAIM-C6-20240701,,0.0,0561,,,UNBALANCED,LOW
RC-9010799487-2-SURRENDER_CLAIM-C7-20250701,,0.0,0561,,,UNBALANCED,LOW
RC-9010799590-2-SURRENDER_CLAIM-C0-20180701,,0.0,0561,,,UNBALANCED,LOW
RC-9010799590-2-SURRENDER_CLAIM-C1-20190701,,0.0,0561,,,UNBALANCED,LOW
RC-9010799590-2-SURRENDER_CLAIM-C2-20200701,,0.0,0561,,,UNBALANCED,LOW
RC-9010799590-2-SURRENDER_CLAIM-C3-20210701,,0.0,0561,,,UNBALANCED,LOW
RC-9010799590-2-SURRENDER_CLAIM-C4-20220701,,0.0,0561,,,UNBALANCED,LOW
RC-9010799590-2-SURRENDER_CLAIM-C5-20230701,,0.0,0561,,,UNBALANCED,LOW
RC-9010799590-2-SURRENDER_CLAIM-C6-20240701,,0.0,0561,,,UNBALANCED,LOW
RC-9010799590-2-SURRENDER_CLAIM-C7-20250701,,0.0,0561,,,UNBALANCED,LOW
RC-9010799675-3-SURRENDER_CLAIM-C0-20180709,,0.0,0561,,,UNBALANCED,LOW
RC-9010799675-3-SURRENDER_CLAIM-C1-20190709,,0.0,0561,,,UNBALANCED,LOW
RC-9010799675-3-SURRENDER_CLAIM-C2-20200709,,0.0,0561,,,UNBALANCED,LOW
RC-9010799675-3-SURRENDER_CLAIM-C3-20210709,,0.0,0561,,,UNBALANCED,LOW
RC-9010799675-3-SURRENDER_CLAIM-C4-20220709,,0.0,0561,,,UNBALANCED,LOW
RC-9010799675-3-SURRENDER_CLAIM-C5-20230709,,0.0,0561,,,UNBALANCED,LOW
RC-9010799675-3-SURRENDER_CLAIM-C6-20240709,,0.0,0561,,,UNBALANCED,LOW
RC-9010799675-3-SURRENDER_CLAIM-C7-20250709,,0.0,0561,,,UNBALANCED,LOW
RC-9010799821-1-DEATH_CLAIM-C0-20210602,0094,16647.17,0530,,,BALANCED,HIGH
RC-9010799821-2-SURRENDER_CLAIM-C0-20180627,,0.0,0561,,,UNBALANCED,LOW
RC-9010799821-2-SURRENDER_CLAIM-C1-20190627,,0.0,0561,,,UNBALANCED,LOW
RC-9010799821-2-SURRENDER_CLAIM-C2-20200627,,0.0,0561,,,UNBALANCED,LOW
RC-9010799895-1-DEATH_CLAIM-C0-20181225,0094,5000.0,0530,,,BALANCED,HIGH
RC-9010799895-2-SURRENDER_CLAIM-C0-20180625,,0.0,0561,,,UNBALANCED,LOW
RC-9010800286-2-SURRENDER_CLAIM-C0-20180701,,0.0,0561,,,UNBALANCED,LOW
RC-9010800286-2-SURRENDER_CLAIM-C1-20190701,,0.0,0561,,,UNBALANCED,LOW
RC-9010800286-2-SURRENDER_CLAIM-C2-20200701,,0.0,0561,,,UNBALANCED,LOW
RC-9010800286-2-SURRENDER_CLAIM-C3-20210701,,0.0,0561,,,UNBALANCED,LOW
RC-9010800286-2-SURRENDER_CLAIM-C4-20220701,,0.0,0561,,,UNBALANCED,LOW
RC-9010800286-2-SURRENDER_CLAIM-C5-20230701,,0.0,0561,,,UNBALANCED,LOW
RC-9010800286-2-SURRENDER_CLAIM-C6-20240701,,0.0,0561,,,UNBALANCED,LOW
RC-9010800286-2-SURRENDER_CLAIM-C7-20250701,,0.0,0561,,,UNBALANCED,LOW
RC-9010800475-1-SURRENDER_CLAIM-C0-20200218,,0.0,0560,,,UNBALANCED,LOW
RC-9010800667-1-DEATH_CLAIM-C0-20181022,0094,9218.66,0530,,0630,UNBALANCED,LOW
RC-9010800881-2-SURRENDER_CLAIM-C0-20180623,,0.0,0561,,,UNBALANCED,LOW
RC-9010800881-2-SURRENDER_CLAIM-C1-20190623,,0.0,0561,,,UNBALANCED,LOW
RC-9010800881-2-SURRENDER_CLAIM-C2-20200623,,0.0,0561,,,UNBALANCED,LOW
RC-9010800881-2-SURRENDER_CLAIM-C3-20210623,,0.0,0561,,,UNBALANCED,LOW
RC-9010800881-2-SURRENDER_CLAIM-C4-20220623,,0.0,0561,,,UNBALANCED,LOW
RC-9010800881-2-SURRENDER_CLAIM-C5-20230623,,0.0,0561,,,UNBALANCED,LOW
RC-9010800881-2-SURRENDER_CLAIM-C6-20240623,,0.0,0561,,,UNBALANCED,LOW
RC-9010800881-2-SURRENDER_CLAIM-C7-20250623,,0.0,0561,,,UNBALANCED,LOW
RC-9010801178-2-SURRENDER_CLAIM-C0-20230622,,0.0,0560,,,UNBALANCED,LOW
RC-9010801256-2-SURRENDER_CLAIM-C0-20180714,,0.0,0561,,,UNBALANCED,LOW
RC-9010801256-2-SURRENDER_CLAIM-C1-20190714,,0.0,0561,,,UNBALANCED,LOW
RC-9010801256-2-SURRENDER_CLAIM-C2-20200714,,0.0,0561,,,UNBALANCED,LOW
RC-9010801256-2-SURRENDER_CLAIM-C3-20210714,,0.0,0561,,,UNBALANCED,LOW
RC-9010801256-2-SURRENDER_CLAIM-C4-20220714,,0.0,0561,,,UNBALANCED,LOW
RC-9010801256-2-SURRENDER_CLAIM-C5-20230714,,0.0,0561,,,UNBALANCED,LOW
RC-9010801256-2-SURRENDER_CLAIM-C6-20240714,,0.0,0561,,,UNBALANCED,LOW
RC-9010801256-2-SURRENDER_CLAIM-C7-20250714,,0.0,0561,,,UNBALANCED,LOW
RC-9010801398-1-DEATH_CLAIM-C0-20230317,0094,29306.86,0530,,0630,MINOR_VARIANCE,LOW
RC-9010801399-1-DEATH_CLAIM-C0-20200405,0094,25093.96,0530,,0630,MINOR_VARIANCE,LOW
RC-9010801734-1-DEATH_CLAIM-C0-20200922,0094,14694.65,0530,,0630,BALANCED,HIGH
RC-9010801734-1-DEATH_CLAIM-C1-20210526,0094,7347.34,,,,UNBALANCED,LOW
RC-9010801734-3-SURRENDER_CLAIM-C0-20180828,,0.0,0561,,,UNBALANCED,LOW
RC-9010801734-3-SURRENDER_CLAIM-C1-20190828,,0.0,0561,,,UNBALANCED,LOW
RC-9010801734-3-SURRENDER_CLAIM-C2-20200828,,0.0,0561,,,UNBALANCED,LOW
RC-9010802045-2-SURRENDER_CLAIM-C0-20180718,,0.0,0561,,,UNBALANCED,LOW
RC-9010802045-2-SURRENDER_CLAIM-C1-20190718,,0.0,0561,,,UNBALANCED,LOW
RC-9010802045-2-SURRENDER_CLAIM-C2-20200718,,0.0,0561,,,UNBALANCED,LOW
RC-9010802045-2-SURRENDER_CLAIM-C3-20210718,,0.0,0561,,,UNBALANCED,LOW
RC-9010802045-2-SURRENDER_CLAIM-C4-20220718,,0.0,0561,,,UNBALANCED,LOW
RC-9010802045-2-SURRENDER_CLAIM-C5-20230718,,0.0,0561,,,UNBALANCED,LOW
RC-9010802045-2-SURRENDER_CLAIM-C6-20240718,,0.0,0561,,,UNBALANCED,LOW
RC-9010802045-2-SURRENDER_CLAIM-C7-20250718,,0.0,0561,,,UNBALANCED,LOW
RC-9010802188-1-DEATH_CLAIM-C0-20200614,0094,11112.47,0530,,0630,BALANCED,HIGH
RC-9010802188-1-DISBURSEMENT_CLAIM-C0-20190409,0090,176.64,,,,BALANCED,HIGH
RC-9010802188-2-SURRENDER_CLAIM-C0-20180811,,0.0,0561,,,UNBALANCED,LOW
RC-9010802188-2-SURRENDER_CLAIM-C1-20190811,,0.0,0561,,,UNBALANCED,LOW
RC-9010802494-1-DISBURSEMENT_CLAIM-C0-20260120,0090,5000.0,,,,BALANCED,HIGH
RC-9010802494-2-SURRENDER_CLAIM-C0-20240716,,0.0,0560,,,UNBALANCED,LOW
RC-9010802626-2-SURRENDER_CLAIM-C0-20180801,,0.0,0561,,,UNBALANCED,LOW
RC-9010802626-2-SURRENDER_CLAIM-C1-20190801,,0.0,0561,,,UNBALANCED,LOW
RC-9010802626-2-SURRENDER_CLAIM-C2-20200801,,0.0,0561,,,UNBALANCED,LOW
RC-9010802626-2-SURRENDER_CLAIM-C3-20210801,,0.0,0561,,,UNBALANCED,LOW
RC-9010802626-2-SURRENDER_CLAIM-C4-20220801,,0.0,0561,,,UNBALANCED,LOW
RC-9010802626-2-SURRENDER_CLAIM-C5-20230801,,0.0,0561,,,UNBALANCED,LOW
RC-9010802626-2-SURRENDER_CLAIM-C6-20240801,,0.0,0561,,,UNBALANCED,LOW
RC-9010802626-2-SURRENDER_CLAIM-C7-20250801,,0.0,0561,,,UNBALANCED,LOW
RC-9010802627-1-DEATH_CLAIM-C0-20190319,0094,4740.45,0530,,,BALANCED,HIGH
RC-9010802627-2-SURRENDER_CLAIM-C0-20180717,,0.0,0561,,,UNBALANCED,LOW
RC-9010802646-1-DEATH_CLAIM-C0-20220724,0094,11089.31,0530,,0630,BALANCED,HIGH
RC-9010802646-2-SURRENDER_CLAIM-C0-20180723,,0.0,0561,,,UNBALANCED,LOW
RC-9010802646-2-SURRENDER_CLAIM-C1-20190723,,0.0,0561,,,UNBALANCED,LOW
RC-9010802646-2-SURRENDER_CLAIM-C2-20200723,,0.0,0561,,,UNBALANCED,LOW
RC-9010802646-2-SURRENDER_CLAIM-C3-20210723,,0.0,0561,,,UNBALANCED,LOW
RC-9010802646-2-SURRENDER_CLAIM-C4-20220723,,0.0,0561,,,UNBALANCED,LOW
RC-9010802649-2-SURRENDER_CLAIM-C0-20180723,,0.0,0561,,,UNBALANCED,LOW
RC-9010802649-2-SURRENDER_CLAIM-C1-20190723,,0.0,0561,,,UNBALANCED,LOW
RC-9010802649-2-SURRENDER_CLAIM-C2-20200723,,0.0,0561,,,UNBALANCED,LOW
RC-9010802649-2-SURRENDER_CLAIM-C3-20210723,,0.0,0561,,,UNBALANCED,LOW
RC-9010802649-2-SURRENDER_CLAIM-C4-20220723,,0.0,0561,,,UNBALANCED,LOW
RC-9010802649-2-SURRENDER_CLAIM-C5-20230723,,0.0,0561,,,UNBALANCED,LOW
RC-9010802649-2-SURRENDER_CLAIM-C6-20240723,,0.0,0561,,,UNBALANCED,LOW
RC-9010802649-2-SURRENDER_CLAIM-C7-20250723,,0.0,0561,,,UNBALANCED,LOW
RC-9010803025-1-DEATH_CLAIM-C0-20211027,0094,17499.78,0530,,,UNBALANCED,LOW
RC-9010803025-1-SURRENDER_CLAIM-C0-20180801,,0.0,,0412,,BALANCED,HIGH
RC-9010803025-1-SURRENDER_CLAIM-C1-20190725,,0.0,,0412,,BALANCED,HIGH
RC-9010803025-1-SURRENDER_CLAIM-C2-20200723,,0.0,,0412,,BALANCED,HIGH
RC-9010803025-1-SURRENDER_CLAIM-C3-20210801,,0.0,,0412,,BALANCED,HIGH
RC-9010803025-1-SURRENDER_CLAIM-C4-20211027,,0.0,,0412,,BALANCED,HIGH
RC-9010803026-1-SURRENDER_CLAIM-C0-20180715,,0.0,,0412,,BALANCED,HIGH
RC-9010803026-1-SURRENDER_CLAIM-C1-20190715,,0.0,,0412,,BALANCED,HIGH
RC-9010803026-1-SURRENDER_CLAIM-C2-20200715,,0.0,,0412,,BALANCED,HIGH
RC-9010803026-1-SURRENDER_CLAIM-C3-20210715,,0.0,,0412,,BALANCED,HIGH
RC-9010803026-1-SURRENDER_CLAIM-C4-20220715,,0.0,,0412,,BALANCED,HIGH
RC-9010803026-1-SURRENDER_CLAIM-C5-20230715,,0.0,,0412,,BALANCED,HIGH
RC-9010803026-1-SURRENDER_CLAIM-C6-20240715,,0.0,,0412,,BALANCED,HIGH
RC-9010803026-1-SURRENDER_CLAIM-C7-20250715,,0.0,,0412,,BALANCED,HIGH
RC-9010803044-2-SURRENDER_CLAIM-C0-20180724,,0.0,0561,,,UNBALANCED,LOW
RC-9010803044-2-SURRENDER_CLAIM-C1-20190724,,0.0,0561,,,UNBALANCED,LOW
RC-9010803044-2-SURRENDER_CLAIM-C2-20200724,,0.0,0561,,,UNBALANCED,LOW
RC-9010803044-2-SURRENDER_CLAIM-C3-20210724,,0.0,0561,,,UNBALANCED,LOW
RC-9010803044-2-SURRENDER_CLAIM-C4-20220724,,0.0,0561,,,UNBALANCED,LOW
RC-9010803044-2-SURRENDER_CLAIM-C5-20230724,,0.0,0560|0561,,,UNBALANCED,LOW
RC-9010803050-1-DEATH_CLAIM-C0-20240920,0094,12664.58,0530,,0630,MINOR_VARIANCE,LOW
RC-9010803051-1-DEATH_CLAIM-C0-20220313,0094,28484.97,0530,,0630,UNBALANCED,LOW
RC-9010803244-1-DEATH_CLAIM-C0-20180127,0094,9831.54,0530,,0630,MINOR_VARIANCE,LOW
RC-9010803417-1-SURRENDER_CLAIM-C0-20180104,,0.0,,0412,,BALANCED,HIGH
RC-9010803417-1-SURRENDER_CLAIM-C1-20200630,,0.0,,0412,,BALANCED,HIGH
RC-9010803417-1-SURRENDER_CLAIM-C2-20220122,,0.0,,0412,,BALANCED,HIGH
RC-9010803417-2-SURRENDER_CLAIM-C0-20220822,,0.0,0560,,,UNBALANCED,LOW
RC-9010803442-2-SURRENDER_CLAIM-C0-20180604,,0.0,0560,,,UNBALANCED,LOW
RC-9010803649-3-SURRENDER_CLAIM-C0-20180902,,0.0,0561,,,UNBALANCED,LOW
RC-9010803649-3-SURRENDER_CLAIM-C1-20190902,,0.0,0561,,,UNBALANCED,LOW
RC-9010803649-3-SURRENDER_CLAIM-C2-20200902,,0.0,0561,,,UNBALANCED,LOW
RC-9010803649-3-SURRENDER_CLAIM-C3-20210902,,0.0,0561,,,UNBALANCED,LOW
RC-9010803649-3-SURRENDER_CLAIM-C4-20220902,,0.0,0561,,,UNBALANCED,LOW
RC-9010803649-3-SURRENDER_CLAIM-C5-20230902,,0.0,0561,,,UNBALANCED,LOW
RC-9010803649-3-SURRENDER_CLAIM-C6-20240902,,0.0,0561,,,UNBALANCED,LOW
RC-9010803649-3-SURRENDER_CLAIM-C7-20250902,,0.0,0561,,,UNBALANCED,LOW
RC-9010803672-3-SURRENDER_CLAIM-C0-20180715,,0.0,0561,,,UNBALANCED,LOW
RC-9010803672-3-SURRENDER_CLAIM-C1-20190715,,0.0,0561,,,UNBALANCED,LOW
RC-9010803672-3-SURRENDER_CLAIM-C2-20200715,,0.0,0561,,,UNBALANCED,LOW
RC-9010803672-3-SURRENDER_CLAIM-C3-20210715,,0.0,0561,,,UNBALANCED,LOW
RC-9010803672-3-SURRENDER_CLAIM-C4-20220715,,0.0,0561,,,UNBALANCED,LOW
RC-9010803672-3-SURRENDER_CLAIM-C5-20230715,,0.0,0561,,,UNBALANCED,LOW
RC-9010803672-3-SURRENDER_CLAIM-C6-20240715,,0.0,0561,,,UNBALANCED,LOW
RC-9010803672-3-SURRENDER_CLAIM-C7-20250715,,0.0,0561,,,UNBALANCED,LOW
RC-9010803673-1-DEATH_CLAIM-C0-20200417,0094,25000.0,0530,,,BALANCED,HIGH
RC-9010803676-2-SURRENDER_CLAIM-C0-20180801,,0.0,0561,,,UNBALANCED,LOW
RC-9010803676-2-SURRENDER_CLAIM-C1-20190801,,0.0,0561,,,UNBALANCED,LOW
RC-9010803676-2-SURRENDER_CLAIM-C2-20200801,,0.0,0561,,,UNBALANCED,LOW
RC-9010803676-2-SURRENDER_CLAIM-C3-20210801,,0.0,0561,,,UNBALANCED,LOW
RC-9010803676-2-SURRENDER_CLAIM-C4-20220801,,0.0,0561,,,UNBALANCED,LOW
RC-9010803676-2-SURRENDER_CLAIM-C5-20230801,,0.0,0561,,,UNBALANCED,LOW
RC-9010803676-2-SURRENDER_CLAIM-C6-20240801,,0.0,0561,,,UNBALANCED,LOW
RC-9010803676-2-SURRENDER_CLAIM-C7-20250801,,0.0,0561,,,UNBALANCED,LOW
RC-9010803680-2-SURRENDER_CLAIM-C0-20201013,,0.0,0560,,,UNBALANCED,LOW
RC-9010803681-2-SURRENDER_CLAIM-C0-20201013,,0.0,0560,,,UNBALANCED,LOW
RC-9010803682-2-SURRENDER_CLAIM-C0-20180801,,0.0,0561,,,UNBALANCED,LOW
RC-9010803682-2-SURRENDER_CLAIM-C1-20190801,,0.0,0561,,,UNBALANCED,LOW
RC-9010803682-2-SURRENDER_CLAIM-C2-20200801,,0.0,0561,,,UNBALANCED,LOW
RC-9010803682-2-SURRENDER_CLAIM-C3-20201013,,0.0,0560,,,UNBALANCED,LOW
RC-9010803770-1-DEATH_CLAIM-C0-20201002,0094,5019.36,0530,,0630,BALANCED,HIGH
RC-9010803770-2-SURRENDER_CLAIM-C0-20180801,,0.0,0561,,,UNBALANCED,LOW
RC-9010803770-2-SURRENDER_CLAIM-C1-20190801,,0.0,0561,,,UNBALANCED,LOW
RC-9010803776-3-SURRENDER_CLAIM-C0-20181104,,0.0,0561,,,UNBALANCED,LOW
RC-9010803776-3-SURRENDER_CLAIM-C1-20191104,,0.0,0561,,,UNBALANCED,LOW
RC-9010803776-3-SURRENDER_CLAIM-C2-20201104,,0.0,0561,,,UNBALANCED,LOW
RC-9010803776-3-SURRENDER_CLAIM-C3-20211104,,0.0,0561,,,UNBALANCED,LOW
RC-9010803776-3-SURRENDER_CLAIM-C4-20221104,,0.0,0561,,,UNBALANCED,LOW
RC-9010803776-3-SURRENDER_CLAIM-C5-20231104,,0.0,0561,,,UNBALANCED,LOW
RC-9010803776-3-SURRENDER_CLAIM-C6-20241104,,0.0,0561,,,UNBALANCED,LOW
RC-9010803776-3-SURRENDER_CLAIM-C7-20251104,,0.0,0561,,,UNBALANCED,LOW
RC-9010803964-1-DEATH_CLAIM-C0-20200226,0094,25266.29,0530,,,MINOR_VARIANCE,LOW
RC-9010803993-1-DEATH_CLAIM-C0-20240625,0094,15856.57,0530,,,MINOR_VARIANCE,LOW
RC-9010804005-1-DEATH_CLAIM-C0-20240412,0094,25169.62,0530,,0630,MINOR_VARIANCE,LOW
RC-9010804327-2-SURRENDER_CLAIM-C0-20230801,,0.0,0561,,,UNBALANCED,LOW
RC-9010804327-2-SURRENDER_CLAIM-C1-20240801,,0.0,0561,,,UNBALANCED,LOW
RC-9010804327-2-SURRENDER_CLAIM-C2-20250801,,0.0,0561,,,UNBALANCED,LOW
RC-9010804488-2-SURRENDER_CLAIM-C0-20180413,,0.0,0560,,,UNBALANCED,LOW
RC-9010804489-1-DEATH_CLAIM-C0-20240116,0094,8113.28,0530,,,BALANCED,HIGH
RC-9010804489-2-SURRENDER_CLAIM-C0-20180718,,0.0,0561,,,UNBALANCED,LOW
RC-9010804489-2-SURRENDER_CLAIM-C1-20190718,,0.0,0561,,,UNBALANCED,LOW
RC-9010804489-2-SURRENDER_CLAIM-C2-20200718,,0.0,0561,,,UNBALANCED,LOW
RC-9010804489-2-SURRENDER_CLAIM-C3-20210718,,0.0,0561,,,UNBALANCED,LOW
RC-9010804489-2-SURRENDER_CLAIM-C4-20220718,,0.0,0561,,,UNBALANCED,LOW
RC-9010804489-2-SURRENDER_CLAIM-C5-20230718,,0.0,0561,,,UNBALANCED,LOW
RC-9010804489-2-SURRENDER_CLAIM-C6-20240718,,0.0,0561,,,UNBALANCED,LOW
RC-9010804489-2-SURRENDER_CLAIM-C7-20250718,,0.0,0561,,,UNBALANCED,LOW
RC-9010804588-3-SURRENDER_CLAIM-C0-20180726,,0.0,0561,,,UNBALANCED,LOW
RC-9010804588-3-SURRENDER_CLAIM-C1-20190726,,0.0,0561,,,UNBALANCED,LOW
RC-9010804588-3-SURRENDER_CLAIM-C2-20200726,,0.0,0561,,,UNBALANCED,LOW
RC-9010804588-3-SURRENDER_CLAIM-C3-20210726,,0.0,0561,,,UNBALANCED,LOW
RC-9010804588-3-SURRENDER_CLAIM-C4-20220726,,0.0,0561,,,UNBALANCED,LOW
RC-9010804588-3-SURRENDER_CLAIM-C5-20230726,,0.0,0561,,,UNBALANCED,LOW
RC-9010804588-3-SURRENDER_CLAIM-C6-20240726,,0.0,0561,,,UNBALANCED,LOW
RC-9010804588-3-SURRENDER_CLAIM-C7-20250726,,0.0,0561,,,UNBALANCED,LOW
RC-9010804608-1-DEATH_CLAIM-C0-20210909,0094,6117.18,0530,,,MINOR_VARIANCE,LOW
RC-9010804616-2-SURRENDER_CLAIM-C0-20180801,,0.0,0561,,,UNBALANCED,LOW
RC-9010804616-2-SURRENDER_CLAIM-C1-20190801,,0.0,0561,,,UNBALANCED,LOW
RC-9010804616-2-SURRENDER_CLAIM-C2-20200801,,0.0,0561,,,UNBALANCED,LOW
RC-9010804616-2-SURRENDER_CLAIM-C3-20210801,,0.0,0561,,,UNBALANCED,LOW
RC-9010804616-2-SURRENDER_CLAIM-C4-20220801,,0.0,0561,,,UNBALANCED,LOW
RC-9010804616-2-SURRENDER_CLAIM-C5-20230801,,0.0,0561,,,UNBALANCED,LOW
RC-9010804616-2-SURRENDER_CLAIM-C6-20240801,,0.0,0561,,,UNBALANCED,LOW
RC-9010804616-2-SURRENDER_CLAIM-C7-20250801,,0.0,0561,,,UNBALANCED,LOW
RC-9010804710-1-SURRENDER_CLAIM-C0-20201123,,0.0,0560,,,UNBALANCED,LOW
RC-9010804710-3-SURRENDER_CLAIM-C0-20200127,,0.0,,,,BALANCED,HIGH
RC-9010804711-1-SURRENDER_CLAIM-C0-20250127,,0.0,,0411|0412,,BALANCED,HIGH
RC-9010804853-3-SURRENDER_CLAIM-C0-20180801,,0.0,0561,,,UNBALANCED,LOW
RC-9010804853-3-SURRENDER_CLAIM-C1-20190801,,0.0,0561,,,UNBALANCED,LOW
RC-9010804853-3-SURRENDER_CLAIM-C2-20200801,,0.0,0561,,,UNBALANCED,LOW
RC-9010804853-3-SURRENDER_CLAIM-C3-20210801,,0.0,0561,,,UNBALANCED,LOW
RC-9010804853-3-SURRENDER_CLAIM-C4-20220801,,0.0,0561,,,UNBALANCED,LOW
RC-9010804853-3-SURRENDER_CLAIM-C5-20230801,,0.0,0561,,,UNBALANCED,LOW
RC-9010804853-3-SURRENDER_CLAIM-C6-20240801,,0.0,0561,,,UNBALANCED,LOW
RC-9010804853-3-SURRENDER_CLAIM-C7-20250801,,0.0,0561,,,UNBALANCED,LOW
RC-9010804854-3-SURRENDER_CLAIM-C0-20180801,,0.0,0561,,,UNBALANCED,LOW
RC-9010804854-3-SURRENDER_CLAIM-C1-20190801,,0.0,0561,,,UNBALANCED,LOW
RC-9010804854-3-SURRENDER_CLAIM-C2-20200801,,0.0,0561,,,UNBALANCED,LOW
RC-9010804854-3-SURRENDER_CLAIM-C3-20210801,,0.0,0561,,,UNBALANCED,LOW
RC-9010804854-3-SURRENDER_CLAIM-C4-20220801,,0.0,0561,,,UNBALANCED,LOW
RC-9010804854-3-SURRENDER_CLAIM-C5-20230801,,0.0,0561,,,UNBALANCED,LOW
RC-9010804854-3-SURRENDER_CLAIM-C6-20231227,,0.0,0560,,,UNBALANCED,LOW
RC-9010805039-1-DEATH_CLAIM-C0-20190501,0094,11054.1,0530,,,BALANCED,HIGH
RC-9010805039-2-SURRENDER_CLAIM-C0-20180910,,0.0,0561,,,UNBALANCED,LOW
RC-9010805041-2-SURRENDER_CLAIM-C0-20180801,,0.0,0561,,,UNBALANCED,LOW
RC-9010805041-2-SURRENDER_CLAIM-C1-20190801,,0.0,0561,,,UNBALANCED,LOW
RC-9010805041-2-SURRENDER_CLAIM-C2-20200801,,0.0,0561,,,UNBALANCED,LOW
RC-9010805041-2-SURRENDER_CLAIM-C3-20210801,,0.0,0561,,,UNBALANCED,LOW
RC-9010805041-2-SURRENDER_CLAIM-C4-20220801,,0.0,0561,,,UNBALANCED,LOW
RC-9010805041-2-SURRENDER_CLAIM-C5-20230801,,0.0,0561,,,UNBALANCED,LOW
RC-9010805041-2-SURRENDER_CLAIM-C6-20240801,,0.0,0561,,,UNBALANCED,LOW
RC-9010805041-2-SURRENDER_CLAIM-C7-20250801,,0.0,0561,,,UNBALANCED,LOW
RC-9010805048-1-DISBURSEMENT_CLAIM-C0-20250827,0090,26569.4,,,,BALANCED,HIGH
RC-9010805370-1-DEATH_CLAIM-C0-20230311,0094,25026.07,0530,,,MINOR_VARIANCE,LOW
RC-9010805394-1-DEATH_CLAIM-C0-20200321,0094,18394.0,0530,,,BALANCED,HIGH
RC-9010806082-1-DEATH_CLAIM-C0-20220412,0094,25018.82,0530,,,MINOR_VARIANCE,LOW
RC-9010806155-1-DEATH_CLAIM-C0-20201010,0094,10300.0,0530,,,BALANCED,HIGH
RC-9010806155-2-SURRENDER_CLAIM-C0-20180901,,0.0,0561,,,UNBALANCED,LOW
RC-9010806155-2-SURRENDER_CLAIM-C1-20190901,,0.0,0561,,,UNBALANCED,LOW
RC-9010806155-2-SURRENDER_CLAIM-C2-20200901,,0.0,0561,,,UNBALANCED,LOW
RC-9010806412-2-SURRENDER_CLAIM-C0-20180911,,0.0,0560,,,UNBALANCED,LOW
RC-9010806596-1-SURRENDER_CLAIM-C0-20251202,,0.0,,0411|0412,,BALANCED,HIGH
RC-9010806606-1-SURRENDER_CLAIM-C0-20180807,,0.0,,0412,,BALANCED,HIGH
RC-9010806606-1-SURRENDER_CLAIM-C1-20181107,,0.0,,0412,,BALANCED,HIGH
RC-9010806606-3-SURRENDER_CLAIM-C0-20181107,,0.0,0560,,,UNBALANCED,LOW
RC-9010806651-1-DEATH_CLAIM-C0-20210501,0094,25016.89,0530,,,MINOR_VARIANCE,LOW
RC-9010806653-1-DISBURSEMENT_CLAIM-C0-20221115,0090,50.86,,,,BALANCED,HIGH
RC-9010806653-1-SURRENDER_CLAIM-C0-20220915,,0.0,,0411|0412,,BALANCED,HIGH
RC-9010806653-2-SURRENDER_CLAIM-C0-20220815,,0.0,0561,,,UNBALANCED,LOW
RC-9010806653-2-SURRENDER_CLAIM-C1-20230815,,0.0,0561,,,UNBALANCED,LOW
RC-9010806653-2-SURRENDER_CLAIM-C2-20240815,,0.0,0561,,,UNBALANCED,LOW
RC-9010806653-2-SURRENDER_CLAIM-C3-20250815,,0.0,0561,,,UNBALANCED,LOW
RC-9010806913-2-SURRENDER_CLAIM-C0-20180608,,0.0,0560,,,UNBALANCED,LOW
RC-9010807378-1-DEATH_CLAIM-C0-20220529,0094,25002.17,0530,,,MINOR_VARIANCE,LOW
RC-9010807493-2-SURRENDER_CLAIM-C0-20180822,,0.0,0561,,,UNBALANCED,LOW
RC-9010807493-2-SURRENDER_CLAIM-C1-20190425,,0.0,0560,,,UNBALANCED,LOW
RC-9010807516-1-DEATH_CLAIM-C0-20250602,0094,33624.06,0530,,0630,MINOR_VARIANCE,LOW
RC-9010807518-2-SURRENDER_CLAIM-C0-20180822,,0.0,0561,,,UNBALANCED,LOW
RC-9010807518-2-SURRENDER_CLAIM-C1-20190822,,0.0,0561,,,UNBALANCED,LOW
RC-9010807518-2-SURRENDER_CLAIM-C2-20200822,,0.0,0561,,,UNBALANCED,LOW
RC-9010807518-2-SURRENDER_CLAIM-C3-20210822,,0.0,0561,,,UNBALANCED,LOW
RC-9010807518-2-SURRENDER_CLAIM-C4-20220822,,0.0,0561,,,UNBALANCED,LOW
RC-9010807518-2-SURRENDER_CLAIM-C5-20230822,,0.0,0561,,,UNBALANCED,LOW
RC-9010807518-2-SURRENDER_CLAIM-C6-20240822,,0.0,0561,,,UNBALANCED,LOW
RC-9010807518-2-SURRENDER_CLAIM-C7-20250822,,0.0,0561,,,UNBALANCED,LOW
RC-9010807566-1-SURRENDER_CLAIM-C0-20180822,,0.0,,0412,,BALANCED,HIGH
RC-9010807566-1-SURRENDER_CLAIM-C1-20190822,,0.0,,0412,,BALANCED,HIGH
RC-9010807566-1-SURRENDER_CLAIM-C2-20200822,,0.0,,0412,,BALANCED,HIGH
RC-9010807566-1-SURRENDER_CLAIM-C3-20210822,,0.0,,0412,,BALANCED,HIGH
RC-9010807566-1-SURRENDER_CLAIM-C4-20220822,,0.0,,0412,,BALANCED,HIGH
