PLAN,FIELD_NAME,OLD_VALUE,NEW_VALUE,REASON
1L10SO,BDVARYGP,,Y,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
1L10SO,BDVARYDB,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
1L10SO,BDVARYCV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
1L10SO,BDVARYTV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
1L10SO,BDVARYDV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
1L10SO,STVARYGP,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
1L10SO,STVARYDB,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
1L10SO,STVARYCV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
1L10SO,STVARYTV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
1L10SO,STVARYDV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
1L10SR,PLANVALOPT,F,Y,rate segmentation: GDVARYTV
1L10SR,GDVARYGP,0,N,rate segmentation: GDVARYTV
1L10SR,GDVARYDB,0,N,rate segmentation: GDVARYTV
1L10SR,GDVARYCV,,N,rate segmentation: GDVARYTV
1L10SR,GDVARYTV,,Y,rate segmentation: GDVARYTV
1L10SR,GDVARYDV,,N,rate segmentation: GDVARYTV
1L10SR,UWVARYGP,,N,rate segmentation: GDVARYTV
1L10SR,UWVARYDB,,N,rate segmentation: GDVARYTV
1L10SR,UWVARYCV,,N,rate segmentation: GDVARYTV
1L10SR,UWVARYTV,,N,rate segmentation: GDVARYTV
1L10SR,UWVARYDV,,N,rate segmentation: GDVARYTV
1L10SR,BDVARYGP,,N,rate segmentation: GDVARYTV
1L10SR,BDVARYDB,,N,rate segmentation: GDVARYTV
1L10SR,BDVARYCV,,N,rate segmentation: GDVARYTV
1L10SR,BDVARYTV,,N,rate segmentation: GDVARYTV
1L10SR,BDVARYDV,,N,rate segmentation: GDVARYTV
1L10SR,STVARYGP,,N,rate segmentation: GDVARYTV
1L10SR,STVARYDB,,N,rate segmentation: GDVARYTV
1L10SR,STVARYCV,,N,rate segmentation: GDVARYTV
1L10SR,STVARYTV,,N,rate segmentation: GDVARYTV
1L10SR,STVARYDV,,N,rate segmentation: GDVARYTV
1L14SC,PLANVALOPT,F,Y,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1L14SC,GDVARYGP,0,Y,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1L14SC,GDVARYDB,0,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1L14SC,GDVARYCV,,Y,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1L14SC,GDVARYTV,,Y,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1L14SC,GDVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1L14SC,UWVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1L14SC,UWVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1L14SC,UWVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1L14SC,UWVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1L14SC,UWVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1L14SC,BDVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1L14SC,BDVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1L14SC,BDVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1L14SC,BDVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1L14SC,BDVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1L14SC,STVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1L14SC,STVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1L14SC,STVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1L14SC,STVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1L14SC,STVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYGP,GDVARYTV"
1L15GD,PLANVALOPT,F,Y,"rate segmentation: GDVARYCV,GDVARYTV"
1L15GD,GDVARYGP,0,N,"rate segmentation: GDVARYCV,GDVARYTV"
1L15GD,GDVARYDB,0,N,"rate segmentation: GDVARYCV,GDVARYTV"
1L15GD,GDVARYCV,,Y,"rate segmentation: GDVARYCV,GDVARYTV"
1L15GD,GDVARYTV,,Y,"rate segmentation: GDVARYCV,GDVARYTV"
1L15GD,GDVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYTV"
1L15GD,UWVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYTV"
1L15GD,UWVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYTV"
1L15GD,UWVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYTV"
1L15GD,UWVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYTV"
1L15GD,UWVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYTV"
1L15GD,BDVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYTV"
1L15GD,BDVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYTV"
1L15GD,BDVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYTV"
1L15GD,BDVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYTV"
1L15GD,BDVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYTV"
1L15GD,STVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYTV"
1L15GD,STVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYTV"
1L15GD,STVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYTV"
1L15GD,STVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYTV"
1L15GD,STVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYTV"
1L16GD,PLANVALOPT,F,Y,"rate segmentation: GDVARYCV,GDVARYDB,GDVARYGP,GDVARYTV"
1L16GD,GDVARYGP,0,Y,"rate segmentation: GDVARYCV,GDVARYDB,GDVARYGP,GDVARYTV"
1L16GD,GDVARYDB,0,Y,"rate segmentation: GDVARYCV,GDVARYDB,GDVARYGP,GDVARYTV"
1L16GD,GDVARYCV,,Y,"rate segmentation: GDVARYCV,GDVARYDB,GDVARYGP,GDVARYTV"
1L16GD,GDVARYTV,,Y,"rate segmentation: GDVARYCV,GDVARYDB,GDVARYGP,GDVARYTV"
1L16GD,GDVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYDB,GDVARYGP,GDVARYTV"
1L16GD,UWVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYDB,GDVARYGP,GDVARYTV"
1L16GD,UWVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYDB,GDVARYGP,GDVARYTV"
1L16GD,UWVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYDB,GDVARYGP,GDVARYTV"
1L16GD,UWVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYDB,GDVARYGP,GDVARYTV"
1L16GD,UWVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYDB,GDVARYGP,GDVARYTV"
1L16GD,BDVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYDB,GDVARYGP,GDVARYTV"
1L16GD,BDVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYDB,GDVARYGP,GDVARYTV"
1L16GD,BDVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYDB,GDVARYGP,GDVARYTV"
1L16GD,BDVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYDB,GDVARYGP,GDVARYTV"
1L16GD,BDVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYDB,GDVARYGP,GDVARYTV"
1L16GD,STVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYDB,GDVARYGP,GDVARYTV"
1L16GD,STVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYDB,GDVARYGP,GDVARYTV"
1L16GD,STVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYDB,GDVARYGP,GDVARYTV"
1L16GD,STVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYDB,GDVARYGP,GDVARYTV"
1L16GD,STVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYDB,GDVARYGP,GDVARYTV"
1OLPUA,PLANVALOPT,F,N,no variation detected
1OLPUA,GDVARYGP,0,N,no variation detected
1OLPUA,GDVARYDB,0,N,no variation detected
1OLPUA,GDVARYCV,,N,no variation detected
1OLPUA,GDVARYTV,,N,no variation detected
1OLPUA,GDVARYDV,,N,no variation detected
1OLPUA,UWVARYGP,,N,no variation detected
1OLPUA,UWVARYDB,,N,no variation detected
1OLPUA,UWVARYCV,,N,no variation detected
1OLPUA,UWVARYTV,,N,no variation detected
1OLPUA,UWVARYDV,,N,no variation detected
1OLPUA,BDVARYGP,,N,no variation detected
1OLPUA,BDVARYDB,,N,no variation detected
1OLPUA,BDVARYCV,,N,no variation detected
1OLPUA,BDVARYTV,,N,no variation detected
1OLPUA,BDVARYDV,,N,no variation detected
1OLPUA,STVARYGP,,N,no variation detected
1OLPUA,STVARYDB,,N,no variation detected
1OLPUA,STVARYCV,,N,no variation detected
1OLPUA,STVARYTV,,N,no variation detected
1OLPUA,STVARYDV,,N,no variation detected
1POPUA,PLANVALOPT,F,Y,rate segmentation: GDVARYCV
1POPUA,GDVARYGP,0,N,rate segmentation: GDVARYCV
1POPUA,GDVARYDB,0,N,rate segmentation: GDVARYCV
1POPUA,GDVARYCV,,Y,rate segmentation: GDVARYCV
1POPUA,GDVARYTV,,N,rate segmentation: GDVARYCV
1POPUA,GDVARYDV,,N,rate segmentation: GDVARYCV
1POPUA,UWVARYGP,,N,rate segmentation: GDVARYCV
1POPUA,UWVARYDB,,N,rate segmentation: GDVARYCV
1POPUA,UWVARYCV,,N,rate segmentation: GDVARYCV
1POPUA,UWVARYTV,,N,rate segmentation: GDVARYCV
1POPUA,UWVARYDV,,N,rate segmentation: GDVARYCV
1POPUA,BDVARYGP,,N,rate segmentation: GDVARYCV
1POPUA,BDVARYDB,,N,rate segmentation: GDVARYCV
1POPUA,BDVARYCV,,N,rate segmentation: GDVARYCV
1POPUA,BDVARYTV,,N,rate segmentation: GDVARYCV
1POPUA,BDVARYDV,,N,rate segmentation: GDVARYCV
1POPUA,STVARYGP,,N,rate segmentation: GDVARYCV
1POPUA,STVARYDB,,N,rate segmentation: GDVARYCV
1POPUA,STVARYCV,,N,rate segmentation: GDVARYCV
1POPUA,STVARYTV,,N,rate segmentation: GDVARYCV
1POPUA,STVARYDV,,N,rate segmentation: GDVARYCV
1SALMI,PLANVALOPT,F,N,no variation detected
1SALMI,GDVARYGP,0,N,no variation detected
1SALMI,GDVARYDB,0,N,no variation detected
1SALMI,GDVARYCV,,N,no variation detected
1SALMI,GDVARYTV,,N,no variation detected
1SALMI,GDVARYDV,,N,no variation detected
1SALMI,UWVARYGP,,N,no variation detected
1SALMI,UWVARYDB,,N,no variation detected
1SALMI,UWVARYCV,,N,no variation detected
1SALMI,UWVARYTV,,N,no variation detected
1SALMI,UWVARYDV,,N,no variation detected
1SALMI,BDVARYGP,,N,no variation detected
1SALMI,BDVARYDB,,N,no variation detected
1SALMI,BDVARYCV,,N,no variation detected
1SALMI,BDVARYTV,,N,no variation detected
1SALMI,BDVARYDV,,N,no variation detected
1SALMI,STVARYGP,,N,no variation detected
1SALMI,STVARYDB,,N,no variation detected
1SALMI,STVARYCV,,N,no variation detected
1SALMI,STVARYTV,,N,no variation detected
1SALMI,STVARYDV,,N,no variation detected
1SALOL,PLANVALOPT,F,Y,rate segmentation: GDVARYGP
1SALOL,GDVARYGP,0,Y,rate segmentation: GDVARYGP
1SALOL,GDVARYDB,0,N,rate segmentation: GDVARYGP
1SALOL,GDVARYCV,,N,rate segmentation: GDVARYGP
1SALOL,GDVARYTV,,N,rate segmentation: GDVARYGP
1SALOL,GDVARYDV,,N,rate segmentation: GDVARYGP
1SALOL,UWVARYGP,,N,rate segmentation: GDVARYGP
1SALOL,UWVARYDB,,N,rate segmentation: GDVARYGP
1SALOL,UWVARYCV,,N,rate segmentation: GDVARYGP
1SALOL,UWVARYTV,,N,rate segmentation: GDVARYGP
1SALOL,UWVARYDV,,N,rate segmentation: GDVARYGP
1SALOL,BDVARYGP,,N,rate segmentation: GDVARYGP
1SALOL,BDVARYDB,,N,rate segmentation: GDVARYGP
1SALOL,BDVARYCV,,N,rate segmentation: GDVARYGP
1SALOL,BDVARYTV,,N,rate segmentation: GDVARYGP
1SALOL,BDVARYDV,,N,rate segmentation: GDVARYGP
1SALOL,STVARYGP,,N,rate segmentation: GDVARYGP
1SALOL,STVARYDB,,N,rate segmentation: GDVARYGP
1SALOL,STVARYCV,,N,rate segmentation: GDVARYGP
1SALOL,STVARYTV,,N,rate segmentation: GDVARYGP
1SALOL,STVARYDV,,N,rate segmentation: GDVARYGP
221END,PLANVALOPT,F,Y,rate segmentation: GDVARYTV
221END,GDVARYGP,0,N,rate segmentation: GDVARYTV
221END,GDVARYDB,0,N,rate segmentation: GDVARYTV
221END,GDVARYCV,,N,rate segmentation: GDVARYTV
221END,GDVARYTV,,Y,rate segmentation: GDVARYTV
221END,GDVARYDV,,N,rate segmentation: GDVARYTV
221END,UWVARYGP,,N,rate segmentation: GDVARYTV
221END,UWVARYDB,,N,rate segmentation: GDVARYTV
221END,UWVARYCV,,N,rate segmentation: GDVARYTV
221END,UWVARYTV,,N,rate segmentation: GDVARYTV
221END,UWVARYDV,,N,rate segmentation: GDVARYTV
221END,BDVARYGP,,N,rate segmentation: GDVARYTV
221END,BDVARYDB,,N,rate segmentation: GDVARYTV
221END,BDVARYCV,,N,rate segmentation: GDVARYTV
221END,BDVARYTV,,N,rate segmentation: GDVARYTV
221END,BDVARYDV,,N,rate segmentation: GDVARYTV
221END,STVARYGP,,N,rate segmentation: GDVARYTV
221END,STVARYDB,,N,rate segmentation: GDVARYTV
221END,STVARYCV,,N,rate segmentation: GDVARYTV
221END,STVARYTV,,N,rate segmentation: GDVARYTV
221END,STVARYDV,,N,rate segmentation: GDVARYTV
222END,PLANVALOPT,F,Y,rate segmentation: GDVARYTV
222END,GDVARYGP,0,N,rate segmentation: GDVARYTV
222END,GDVARYDB,0,N,rate segmentation: GDVARYTV
222END,GDVARYCV,,N,rate segmentation: GDVARYTV
222END,GDVARYTV,,Y,rate segmentation: GDVARYTV
222END,GDVARYDV,,N,rate segmentation: GDVARYTV
222END,UWVARYGP,,N,rate segmentation: GDVARYTV
222END,UWVARYDB,,N,rate segmentation: GDVARYTV
222END,UWVARYCV,,N,rate segmentation: GDVARYTV
222END,UWVARYTV,,N,rate segmentation: GDVARYTV
222END,UWVARYDV,,N,rate segmentation: GDVARYTV
222END,BDVARYGP,,N,rate segmentation: GDVARYTV
222END,BDVARYDB,,N,rate segmentation: GDVARYTV
222END,BDVARYCV,,N,rate segmentation: GDVARYTV
222END,BDVARYTV,,N,rate segmentation: GDVARYTV
222END,BDVARYDV,,N,rate segmentation: GDVARYTV
222END,STVARYGP,,N,rate segmentation: GDVARYTV
222END,STVARYDB,,N,rate segmentation: GDVARYTV
222END,STVARYCV,,N,rate segmentation: GDVARYTV
222END,STVARYTV,,N,rate segmentation: GDVARYTV
222END,STVARYDV,,N,rate segmentation: GDVARYTV
261PUA,PLANVALOPT,F,Y,"rate segmentation: GDVARYCV,GDVARYGP"
261PUA,GDVARYGP,0,Y,"rate segmentation: GDVARYCV,GDVARYGP"
261PUA,GDVARYDB,0,N,"rate segmentation: GDVARYCV,GDVARYGP"
261PUA,GDVARYCV,,Y,"rate segmentation: GDVARYCV,GDVARYGP"
261PUA,GDVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYGP"
261PUA,GDVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYGP"
261PUA,UWVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYGP"
261PUA,UWVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYGP"
261PUA,UWVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYGP"
261PUA,UWVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYGP"
261PUA,UWVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYGP"
261PUA,BDVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYGP"
261PUA,BDVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYGP"
261PUA,BDVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYGP"
261PUA,BDVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYGP"
261PUA,BDVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYGP"
261PUA,STVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYGP"
261PUA,STVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYGP"
261PUA,STVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYGP"
261PUA,STVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYGP"
261PUA,STVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYGP"
265PUA,PLANVALOPT,F,N,no variation detected
265PUA,GDVARYGP,0,N,no variation detected
265PUA,GDVARYDB,0,N,no variation detected
265PUA,GDVARYCV,,N,no variation detected
265PUA,GDVARYTV,,N,no variation detected
265PUA,GDVARYDV,,N,no variation detected
265PUA,UWVARYGP,,N,no variation detected
265PUA,UWVARYDB,,N,no variation detected
265PUA,UWVARYCV,,N,no variation detected
265PUA,UWVARYTV,,N,no variation detected
265PUA,UWVARYDV,,N,no variation detected
265PUA,BDVARYGP,,N,no variation detected
265PUA,BDVARYDB,,N,no variation detected
265PUA,BDVARYCV,,N,no variation detected
265PUA,BDVARYTV,,N,no variation detected
265PUA,BDVARYDV,,N,no variation detected
265PUA,STVARYGP,,N,no variation detected
265PUA,STVARYDB,,N,no variation detected
265PUA,STVARYCV,,N,no variation detected
265PUA,STVARYTV,,N,no variation detected
265PUA,STVARYDV,,N,no variation detected
2665ST,PLANVALOPT,F,Y,rate segmentation: GDVARYTV
2665ST,GDVARYGP,0,N,rate segmentation: GDVARYTV
2665ST,GDVARYDB,0,N,rate segmentation: GDVARYTV
2665ST,GDVARYCV,,N,rate segmentation: GDVARYTV
2665ST,GDVARYTV,,Y,rate segmentation: GDVARYTV
2665ST,GDVARYDV,,N,rate segmentation: GDVARYTV
2665ST,UWVARYGP,,N,rate segmentation: GDVARYTV
2665ST,UWVARYDB,,N,rate segmentation: GDVARYTV
2665ST,UWVARYCV,,N,rate segmentation: GDVARYTV
2665ST,UWVARYTV,,N,rate segmentation: GDVARYTV
2665ST,UWVARYDV,,N,rate segmentation: GDVARYTV
2665ST,BDVARYGP,,N,rate segmentation: GDVARYTV
2665ST,BDVARYDB,,N,rate segmentation: GDVARYTV
2665ST,BDVARYCV,,N,rate segmentation: GDVARYTV
2665ST,BDVARYTV,,N,rate segmentation: GDVARYTV
2665ST,BDVARYDV,,N,rate segmentation: GDVARYTV
2665ST,STVARYGP,,N,rate segmentation: GDVARYTV
2665ST,STVARYDB,,N,rate segmentation: GDVARYTV
2665ST,STVARYCV,,N,rate segmentation: GDVARYTV
2665ST,STVARYTV,,N,rate segmentation: GDVARYTV
2665ST,STVARYDV,,N,rate segmentation: GDVARYTV
280END,PLANVALOPT,F,Y,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
280END,GDVARYGP,0,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
280END,GDVARYDB,0,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
280END,GDVARYCV,,Y,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
280END,GDVARYTV,,Y,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
280END,GDVARYDV,,Y,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
280END,UWVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
280END,UWVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
280END,UWVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
280END,UWVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
280END,UWVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
280END,BDVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
280END,BDVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
280END,BDVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
280END,BDVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
280END,BDVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
280END,STVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
280END,STVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
280END,STVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
280END,STVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
280END,STVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
280PUA,PLANVALOPT,F,Y,"rate segmentation: GDVARYCV,GDVARYGP"
280PUA,GDVARYGP,0,Y,"rate segmentation: GDVARYCV,GDVARYGP"
280PUA,GDVARYDB,0,N,"rate segmentation: GDVARYCV,GDVARYGP"
280PUA,GDVARYCV,,Y,"rate segmentation: GDVARYCV,GDVARYGP"
280PUA,GDVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYGP"
280PUA,GDVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYGP"
280PUA,UWVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYGP"
280PUA,UWVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYGP"
280PUA,UWVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYGP"
280PUA,UWVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYGP"
280PUA,UWVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYGP"
280PUA,BDVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYGP"
280PUA,BDVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYGP"
280PUA,BDVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYGP"
280PUA,BDVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYGP"
280PUA,BDVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYGP"
280PUA,STVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYGP"
280PUA,STVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYGP"
280PUA,STVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYGP"
280PUA,STVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYGP"
280PUA,STVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYGP"
2961ME,PLANVALOPT,F,Y,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
2961ME,GDVARYGP,0,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
2961ME,GDVARYDB,0,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
2961ME,GDVARYCV,,Y,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
2961ME,GDVARYTV,,Y,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
2961ME,GDVARYDV,,Y,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
2961ME,UWVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
2961ME,UWVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
2961ME,UWVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
2961ME,UWVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
2961ME,UWVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
2961ME,BDVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
2961ME,BDVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
2961ME,BDVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
2961ME,BDVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
2961ME,BDVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
2961ME,STVARYGP,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
2961ME,STVARYDB,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
2961ME,STVARYCV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
2961ME,STVARYTV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
2961ME,STVARYDV,,N,"rate segmentation: GDVARYCV,GDVARYDV,GDVARYTV"
528CTR,PLANVALOPT,F,N,no variation detected
528CTR,GDVARYGP,0,N,no variation detected
528CTR,GDVARYDB,0,N,no variation detected
528CTR,GDVARYCV,,N,no variation detected
528CTR,GDVARYTV,,N,no variation detected
528CTR,GDVARYDV,,N,no variation detected
528CTR,UWVARYGP,,N,no variation detected
528CTR,UWVARYDB,,N,no variation detected
528CTR,UWVARYCV,,N,no variation detected
528CTR,UWVARYTV,,N,no variation detected
528CTR,UWVARYDV,,N,no variation detected
528CTR,BDVARYGP,,N,no variation detected
528CTR,BDVARYDB,,N,no variation detected
528CTR,BDVARYCV,,N,no variation detected
528CTR,BDVARYTV,,N,no variation detected
528CTR,BDVARYDV,,N,no variation detected
528CTR,STVARYGP,,N,no variation detected
528CTR,STVARYDB,,N,no variation detected
528CTR,STVARYCV,,N,no variation detected
528CTR,STVARYTV,,N,no variation detected
528CTR,STVARYDV,,N,no variation detected
542STR,PLANVALOPT,F,Y,rate segmentation: UWVARYTV
542STR,GDVARYGP,0,N,rate segmentation: UWVARYTV
542STR,GDVARYDB,0,N,rate segmentation: UWVARYTV
542STR,GDVARYCV,,N,rate segmentation: UWVARYTV
542STR,GDVARYTV,,N,rate segmentation: UWVARYTV
542STR,GDVARYDV,,N,rate segmentation: UWVARYTV
542STR,UWVARYGP,,N,rate segmentation: UWVARYTV
542STR,UWVARYDB,,N,rate segmentation: UWVARYTV
542STR,UWVARYCV,,N,rate segmentation: UWVARYTV
542STR,UWVARYTV,,Y,rate segmentation: UWVARYTV
542STR,UWVARYDV,,N,rate segmentation: UWVARYTV
542STR,BDVARYGP,,N,rate segmentation: UWVARYTV
542STR,BDVARYDB,,N,rate segmentation: UWVARYTV
542STR,BDVARYCV,,N,rate segmentation: UWVARYTV
542STR,BDVARYTV,,N,rate segmentation: UWVARYTV
542STR,BDVARYDV,,N,rate segmentation: UWVARYTV
542STR,STVARYGP,,N,rate segmentation: UWVARYTV
542STR,STVARYDB,,N,rate segmentation: UWVARYTV
542STR,STVARYCV,,N,rate segmentation: UWVARYTV
542STR,STVARYTV,,N,rate segmentation: UWVARYTV
542STR,STVARYDV,,N,rate segmentation: UWVARYTV
543CTR,PLANVALOPT,F,Y,rate segmentation: UWVARYTV
543CTR,GDVARYGP,0,N,rate segmentation: UWVARYTV
543CTR,GDVARYDB,0,N,rate segmentation: UWVARYTV
543CTR,GDVARYCV,,N,rate segmentation: UWVARYTV
