FILE,LINE_NUMBER,REFERENCE,REFERENCE_TYPE,CURRENT_PURPOSE,REQUIRED_FUTURE_DISPOSITION,PROPOSED_CONFIGURATION_KEY,DEVELOPMENT_ISSUE_REQUIRED,RISK
tools/reporting/run_stage3_architecture_analysis.py,401,QLA_Migration,warren_project,"(r""QLA_Migration"", ""warren_project""),",MOVE_TO_CONFIG,REMOVE — out of scope,CIT-ARCH-001,MEDIUM
tools/reporting/run_stage3_architecture_analysis.py,401,QLA_Migration,warren_project,"(r""QLA_Migration"", ""warren_project""),",MOVE_TO_CONFIG,REMOVE — out of scope,CIT-ARCH-001,MEDIUM
tools/reporting/run_stage3_architecture_analysis.py,402,Warrenhughes1974,repo_name,"(r""Warrenhughes1974"", ""repo_name""),",MOVE_TO_CONFIG,paths.monorepo_root_optional,CIT-ARCH-001,MEDIUM
tools/reporting/run_stage3_architecture_analysis.py,404,C:/Users,absolute_path,"(r""C:/Users"", ""absolute_path""),",MOVE_TO_CONFIG,paths.project_root,CIT-ARCH-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,407,QLA_Migration,warren_project,"(r""QLA_Migration"", ""warren_project""),",MOVE_TO_CONFIG,REMOVE — out of scope,CIT-ARCH-001,MEDIUM
tools/reporting/run_stage3_architecture_analysis.py,407,QLA_Migration,warren_project,"(r""QLA_Migration"", ""warren_project""),",MOVE_TO_CONFIG,REMOVE — out of scope,CIT-ARCH-001,MEDIUM
tools/reporting/run_stage3_architecture_analysis.py,408,Issue_Log,legacy_issue_folder,"(r""Issue_Log"", ""legacy_issue_folder""),",MOVE_TO_CONFIG,paths.issues,CIT-ARCH-001,MEDIUM
tools/reporting/run_stage3_architecture_analysis.py,409,extracted_reserve,legacy_staging,"(r""extracted_reserve"", ""legacy_staging""),",MOVE_TO_CONFIG,paths.staging,CIT-ARCH-001,MEDIUM
tools/reporting/run_stage3_architecture_analysis.py,410,extracted_plans,legacy_staging,"(r""extracted_plans"", ""legacy_staging""),",MOVE_TO_CONFIG,paths.staging,CIT-ARCH-001,MEDIUM
tools/reporting/run_stage3_architecture_analysis.py,411,extracted_pdf_rates,legacy_staging,"(r""extracted_pdf_rates"", ""legacy_staging""),",MOVE_TO_CONFIG,paths.staging,CIT-ARCH-001,MEDIUM
tools/reporting/run_stage3_architecture_analysis.py,412,CFIC_Cash_Values,legacy_source_folder,"(r""CFIC_Cash_Values"", ""legacy_source_folder""),",MOVE_TO_CONFIG,paths.source.cash_values,CIT-ARCH-001,MEDIUM
tools/reporting/run_stage3_architecture_analysis.py,413,qla_core,engine_module,"(r""qla_core"", ""engine_module""),",REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,646,output,output_folder,"(""output/csv/draft_pre_migration/"", ""DRAFT_OUTPUT"", ""historical"", ""Draft Quik* — not production""),",MOVE_TO_CONFIG,paths.output_rates,CIT-ARCH-001,MEDIUM
tools/reporting/run_stage3_architecture_analysis.py,668,CFIC_Rates,legacy_project_name,"""UNSAFE_BEHAVIORS"": ""Assumes CFIC_Rates layout; sys.path to monorepo; writes Output/rates; mixes extract/validate/publish"",",MOVE_TO_CONFIG,paths.legacy_cfic_rates_readonly,CIT-ARCH-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,668,Output,output_folder,"""UNSAFE_BEHAVIORS"": ""Assumes CFIC_Rates layout; sys.path to monorepo; writes Output/rates; mixes extract/validate/publish"",",MOVE_TO_CONFIG,paths.output_rates,CIT-ARCH-001,MEDIUM
tools/reporting/run_stage3_architecture_analysis.py,668,sys.path,sys_path_manipulation,"""UNSAFE_BEHAVIORS"": ""Assumes CFIC_Rates layout; sys.path to monorepo; writes Output/rates; mixes extract/validate/publish"",",MOVE_TO_CONFIG,engine.install_method,CIT-ARCH-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,675,CFIC_Rates,legacy_project_name,"""UNSAFE_BEHAVIORS"": ""Hardcodes REPO_ROOT/CFIC_Rates; imports qla_core via sys.path"",",MOVE_TO_CONFIG,paths.legacy_cfic_rates_readonly,CIT-ARCH-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,675,qla_core,engine_module,"""UNSAFE_BEHAVIORS"": ""Hardcodes REPO_ROOT/CFIC_Rates; imports qla_core via sys.path"",",REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,675,sys.path,sys_path_manipulation,"""UNSAFE_BEHAVIORS"": ""Hardcodes REPO_ROOT/CFIC_Rates; imports qla_core via sys.path"",",MOVE_TO_CONFIG,engine.install_method,CIT-ARCH-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,682,qla_core,engine_module,"""UNSAFE_BEHAVIORS"": ""Publishes Quik CSVs without Stage gates; qla_core dependency"",",REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,696,Output,output_folder,"""UNSAFE_BEHAVIORS"": ""Hardcoded Output and Issue_Log paths"",",MOVE_TO_CONFIG,paths.output_rates,CIT-ARCH-001,MEDIUM
tools/reporting/run_stage3_architecture_analysis.py,696,Issue_Log,legacy_issue_folder,"""UNSAFE_BEHAVIORS"": ""Hardcoded Output and Issue_Log paths"",",MOVE_TO_CONFIG,paths.issues,CIT-ARCH-001,MEDIUM
tools/reporting/run_stage3_architecture_analysis.py,710,qla_core,engine_module,"""UNSAFE_BEHAVIORS"": ""Emit without approved mapping; qla_core; archived paths"",",REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,717,parents[1],parent_traversal,"""UNSAFE_BEHAVIORS"": ""parents[1] path assumes old tree; may write discovery trackers incorrectly"",",MOVE_TO_CONFIG,paths.project_root,CIT-ARCH-001,MEDIUM
tools/reporting/run_stage3_architecture_analysis.py,750,qla_core,engine_module,| qla_core inside Citizens | {base['qla_core_in_citizens']} |,REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,753,CFIC_Rates,legacy_project_name,| CFIC_Rates file count now | {base['cfic_file_count_now']} |,MOVE_TO_CONFIG,paths.legacy_cfic_rates_readonly,CIT-ARCH-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,754,CFIC_Rates,legacy_project_name,| CFIC_Rates file count Stage 2B | {base['cfic_file_count_stage2b']} |,MOVE_TO_CONFIG,paths.legacy_cfic_rates_readonly,CIT-ARCH-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,775,qla_core,engine_module,"print(""qla_core matrix..."")",REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
tools/reporting/run_stage3_architecture_analysis.py,777,qla_core,engine_module,"write_csv(arch / ""qla_core_dependency_matrix.csv"", list(qla[0].keys()) if qla else [""CITIZENS_FILE""], qla)",REPLACE_WITH_ENGINE_API,engine.package,CIT-ENGINE-001,HIGH
