sheet,row,policy_form,rate_type_col,col,segment,assessment
ISWL,2,659 CEN II,Minimum Premiums (UG),N,659 CEN II,none
ISWL,2,659 CEN II,Per Policy Monthly Exp (UF),O,659 CEN II,none
ISWL,2,659 CEN II,Loan Interest Raes (LN),P,659 CEN II,none
ISWL,2,659 CEN II,Fund Package (F0),Q,659 CEN II,none
ISWL,2,659 CEN II,Fund Contract Rules (FC),R,659 CEN II,none
ISWL,2,659 CEN II,Monthaversary Control (UI),S,659 CEN II,none
ISWL,2,659 CEN II,Corridor Calculation (UL),T,DEFRA,none
ISWL,2,659 CEN II,Waiver Of Premium (UM),U,1576 659,none
ISWL,2,659 CEN II,Commissions (CC),V,AA9B1,none
ISWL,2,659 CEN II,UL Reserve Method (RX),Y,659 CEN II,none
ISWL,2,659 CEN II,Billable Premium (BP),Z,659 CEN II,none
ISWL,2,659 CEN II,Net Premium Credited (NC),AA,659 CEN II,none
ISWL,2,659 CEN II,IBA Accounts (IB),AB,IBA01 45,none
ISWL,2,659 CEN II,New Business Defaults (NB),AC,L14,none
ISWL,2,659 CEN II,Full Surrender Segments (SR),AD,659 CEN II,none
ISWL,2,659 CEN II,Partial Withdrl Segments (WD),AE,659 CEN II,none
ISWL,2,659 CEN II,Lapse Control (LP),AF,659 CEN II,none
ISWL,2,659 CEN II,Letter Type (L0),AG,LIFEWCV,none
ISWL,2,659 CEN II,Billing Setup (BS),AH,LIFE,none
ISWL,2,659 CEN II,Vanish Rules (VN),AI,659 CEN II,none
ISWL,3,1576 659,Premiums (PR),B,1576 659,dark_green
ISWL,3,1576 659,Net Valuation Premiums (NP),D,WP AA 20,red
ISWL,3,1576 659,Death Benefits (DB),E,ZERO,light_green
ISWL,3,1576 659,Reserve Factors (RV),F,WP AA 20,red
ISWL,3,1576 659,Commissions (CC),V,BASE,none
ISWL,4,1577 ADB,Premiums (PR),B,1577 ADB,dark_green
ISWL,5,1578 FTR,Premiums (PR),B,1578 FTR,dark_green
ISWL,5,1578 FTR,Net Valuation Premiums (NP),D,1578 FTR,dark_green
ISWL,5,1578 FTR,Death Benefits (DB),E,1578 FTR,dark_green
ISWL,5,1578 FTR,Reserve Factors (RV),F,1578 FTR,dark_green
ISWL,6,1578 CTR,Premiums (PR),B,1578 CTR,dark_green
ISWL,7,1578FTR WP,Premiums (PR),B,1578FTR WP,dark_green
ISWL,7,1578FTR WP,Death Benefits (DB),E,ZERO,light_green
ISWL,8,1578CTR WP,Premiums (PR),B,1578CTR WP,dark_green
ISWL,8,1578CTR WP,Death Benefits (DB),E,ZERO,light_green
ISWL,9,1579 GPO,Premiums (PR),B,1579 GPO,dark_green
ISWL,9,1579 GPO,Net Valuation Premiums (NP),D,1579 GPO,peach
ISWL,9,1579 GPO,Death Benefits (DB),E,ZERO,light_green
ISWL,9,1579 GPO,Reserve Factors (RV),F,ZERO LIFE,light_green
ISWL,10,1580 JPO,Premiums (PR),B,1580 JPO,dark_green
ISWL,10,1580 JPO,Net Valuation Premiums (NP),D,1580 JPO,peach
ISWL,10,1580 JPO,Death Benefits (DB),E,ZERO,light_green
ISWL,10,1580 JPO,Reserve Factors (RV),F,ZERO LIFE,light_green
ISWL,11,8042 STR,Premiums (PR),B,8042 STR,dark_green
ISWL,11,8042 STR,Net Valuation Premiums (NP),D,8042 STR,dark_green
ISWL,11,8042 STR,Death Benefits (DB),E,8042 STR,dark_green
ISWL,11,8042 STR,Reserve Factors (RV),F,8042 STR,dark_green
ISWL,12,8043 CTR,Premiums (PR),B,8043 CTR,dark_green
ISWL,12,8043 CTR,Net Valuation Premiums (NP),D,8043 CTR,dark_green
ISWL,12,8043 CTR,Reserve Factors (RV),F,8043 CTR,dark_green
ISWL,13,8042STR WP,Premiums (PR),B,8042STR WP,dark_green
ISWL,13,8042STR WP,Death Benefits (DB),E,ZERO,light_green
ISWL,14,8043CTR WP,Premiums (PR),B,8043CTR WP,dark_green
ISWL,14,8043CTR WP,Death Benefits (DB),E,ZERO,light_green
ISWL,15,8046 JPO,Premiums (PR),B,8046 JPO,dark_green
ISWL,15,8046 JPO,Net Valuation Premiums (NP),D,8046 JPO,peach
ISWL,15,8046 JPO,Death Benefits (DB),E,ZERO,light_green
ISWL,15,8046 JPO,Reserve Factors (RV),F,ZERO LIFE,light_green
ISWL,16,DISCHO20 B,Premiums (PR),B,DISCHO20 B,light_green
ISWL,16,DISCHO20 B,Death Benefits (DB),E,ZERO,light_green
ISWL,17,DISCHO80,Premiums (PR),B,DISCHO80,light_green
ISWL,17,DISCHO80,Death Benefits (DB),E,ZERO,light_green
ISWL,18,DISCHO90,Premiums (PR),B,DISCHO90,light_green
ISWL,18,DISCHO90,Death Benefits (DB),E,ZERO,light_green
ISWL,19,658 CEN I,Cash Values (CV),C,658 CEN I,dark_green
ISWL,19,658 CEN I,Net Valuation Premiums (NP),D,658 CEN I,dark_green
ISWL,19,658 CEN I,Reserve Factors (RV),F,658 CEN I,dark_green
ISWL,19,658 CEN I,Non-Forfeiture Factors (NF),G,658 CEN I,dark_green
ISWL,19,658 CEN I,Guar COI Rates (U5),H,659 CEN II,dark_green
ISWL,19,658 CEN I,Curr COI Rates (U6),I,658 CEN I,dark_green
ISWL,19,658 CEN I,Targe Permiums (UH),M,658 CEN I,none
ISWL,19,658 CEN I,Minimum Premiums (UG),N,658 CEN I,none
ISWL,19,658 CEN I,Per Policy Monthly Exp (UF),O,659 CEN II,none
ISWL,19,658 CEN I,Loan Interest Raes (LN),P,659 CEN II,none
ISWL,19,658 CEN I,Fund Package (F0),Q,659 CEN II,none
ISWL,19,658 CEN I,Fund Contract Rules (FC),R,659 CEN II,none
ISWL,19,658 CEN I,Monthaversary Control (UI),S,659 CEN II,none
ISWL,19,658 CEN I,Corridor Calculation (UL),T,DEFRA,none
ISWL,19,658 CEN I,Waiver Of Premium (UM),U,1576 658,none
ISWL,19,658 CEN I,Commissions (CC),V,AA9B2,none
ISWL,19,658 CEN I,Retention Limits (RE),W,BMA658,none
ISWL,19,658 CEN I,Treaty Selection (TR),X,BMA658,none
ISWL,19,658 CEN I,UL Reserve Method (RX),Y,659 CEN II,none
ISWL,19,658 CEN I,Billable Premium (BP),Z,658 CEN I,none
ISWL,19,658 CEN I,Net Premium Credited (NC),AA,658 CEN I,none
ISWL,19,658 CEN I,IBA Accounts (IB),AB,IBA01 45,none
ISWL,19,658 CEN I,New Business Defaults (NB),AC,L14,none
ISWL,19,658 CEN I,Full Surrender Segments (SR),AD,659 CEN II,none
ISWL,19,658 CEN I,Letter Type (L0),AG,LIFEWCV,none
ISWL,19,658 CEN I,Billing Setup (BS),AH,LIFE,none
ISWL,20,1576 658,Premiums (PR),B,1576 658,dark_green
ISWL,20,1576 658,Net Valuation Premiums (NP),D,WP AA 20,red
ISWL,20,1576 658,Death Benefits (DB),E,ZERO,light_green
ISWL,20,1576 658,Reserve Factors (RV),F,WP AA 20,red
ISWL,21,659 CEN SR,Cash Values (CV),C,659 CEN SR,dark_green
ISWL,21,659 CEN SR,Net Valuation Premiums (NP),D,659 CEN SR,dark_green
ISWL,21,659 CEN SR,Reserve Factors (RV),F,659 CEN SR,dark_green
ISWL,21,659 CEN SR,Non-Forfeiture Factors (NF),G,659 CEN II,dark_green
ISWL,21,659 CEN SR,Guar COI Rates (U5),H,659 CEN II,dark_green
ISWL,21,659 CEN SR,Curr COI Rates (U6),I,659 CEN II,dark_green
ISWL,21,659 CEN SR,Tax Reserve Factors (TX),J,659 CEN II,none
ISWL,21,659 CEN SR,Tax Valuation Premiums (TP),K,659 CEN II,none
ISWL,21,659 CEN SR,Targe Permiums (UH),M,659 CEN II,none
ISWL,21,659 CEN SR,Minimum Premiums (UG),N,659 CEN II,none
ISWL,21,659 CEN SR,Per Policy Monthly Exp (UF),O,659 CEN II,none
ISWL,21,659 CEN SR,Loan Interest Raes (LN),P,659 CEN II,none
ISWL,21,659 CEN SR,Fund Package (F0),Q,659 CEN II,none
ISWL,21,659 CEN SR,Fund Contract Rules (FC),R,659 CEN II,none
ISWL,21,659 CEN SR,Monthaversary Control (UI),S,659 CEN II,none
ISWL,21,659 CEN SR,Corridor Calculation (UL),T,DEFRA,none
ISWL,21,659 CEN SR,Waiver Of Premium (UM),U,1576 659,none
ISWL,21,659 CEN SR,Commissions (CC),V,AA9B1,none
ISWL,21,659 CEN SR,UL Reserve Method (RX),Y,659 CEN II,none
ISWL,21,659 CEN SR,Billable Premium (BP),Z,659 CEN SR,none
ISWL,21,659 CEN SR,Net Premium Credited (NC),AA,659 CEN II,none
ISWL,21,659 CEN SR,IBA Accounts (IB),AB,IBA01 45,none
ISWL,21,659 CEN SR,New Business Defaults (NB),AC,L14,none
ISWL,21,659 CEN SR,Full Surrender Segments (SR),AD,659 CEN II,none
ISWL,21,659 CEN SR,Partial Withdrl Segments (WD),AE,659 CEN II,none
ISWL,21,659 CEN SR,Lapse Control (LP),AF,659 CEN II,none
ISWL,21,659 CEN SR,Letter Type (L0),AG,LIFEWCV,none
ISWL,21,659 CEN SR,Billing Setup (BS),AH,LIFE,none
ISWL,21,659 CEN SR,Vanish Rules (VN),AI,659 CEN II,none
ISWL,22,668 SPWL,Cash Values (CV),C,668 SPWL,dark_green
ISWL,22,668 SPWL,Net Valuation Premiums (NP),D,668 SPWL,dark_green
ISWL,22,668 SPWL,Reserve Factors (RV),F,668 SPWL,dark_green
ISWL,22,668 SPWL,Guar COI Rates (U5),H,668 SPWL,dark_green
ISWL,22,668 SPWL,Curr COI Rates (U6),I,ZERO,light_green
ISWL,22,668 SPWL,Crvm Tax Reserve (RT),L,659 CEN II,none
ISWL,22,668 SPWL,Targe Permiums (UH),M,668 SPWL,none
ISWL,22,668 SPWL,Minimum Premiums (UG),N,668 SPWL,none
ISWL,22,668 SPWL,Loan Interest Raes (LN),P,659 CEN II,none
ISWL,22,668 SPWL,Fund Package (F0),Q,668 SPWL,none
ISWL,22,668 SPWL,Fund Contract Rules (FC),R,659 CEN II,none
ISWL,22,668 SPWL,Monthaversary Control (UI),S,659 CEN II,none
ISWL,22,668 SPWL,Corridor Calculation (UL),T,DEFRA,none
ISWL,22,668 SPWL,Commissions (CC),V,GA6,none
ISWL,22,668 SPWL,UL Reserve Method (RX),Y,659 CEN II,none
ISWL,22,668 SPWL,Billable Premium (BP),Z,668SPWL,none
ISWL,22,668 SPWL,Net Premium Credited (NC),AA,668SPWL,none
ISWL,22,668 SPWL,New Business Defaults (NB),AC,L17,none
ISWL,22,668 SPWL,Full Surrender Segments (SR),AD,668SPWL,none
ISWL,22,668 SPWL,Letter Type (L0),AG,LIFEWCV,none
ISWL,23,658 CEN SD,Cash Values (CV),C,658 CEN SD,dark_green
ISWL,23,658 CEN SD,Net Valuation Premiums (NP),D,658 CEN SD,dark_green
ISWL,23,658 CEN SD,Reserve Factors (RV),F,658 CEN SD,dark_green
ISWL,23,658 CEN SD,Non-Forfeiture Factors (NF),G,658 CEN I,dark_green
ISWL,23,658 CEN SD,Guar COI Rates (U5),H,659 CEN II,dark_green
ISWL,23,658 CEN SD,Curr COI Rates (U6),I,658 CEN I,dark_green
ISWL,23,658 CEN SD,Targe Permiums (UH),M,658 CEN I,none
ISWL,23,658 CEN SD,Minimum Premiums (UG),N,658 CEN I,none
ISWL,23,658 CEN SD,Per Policy Monthly Exp (UF),O,659 CEN II,none
ISWL,23,658 CEN SD,Loan Interest Raes (LN),P,659 CEN II,none
ISWL,23,658 CEN SD,Fund Package (F0),Q,659 CEN II,none
ISWL,23,658 CEN SD,Fund Contract Rules (FC),R,659 CEN II,none
ISWL,23,658 CEN SD,Monthaversary Control (UI),S,659 CEN II,none
ISWL,23,658 CEN SD,Corridor Calculation (UL),T,DEFRA,none
ISWL,23,658 CEN SD,Waiver Of Premium (UM),U,1576 658,none
ISWL,23,658 CEN SD,Commissions (CC),V,GA4,none
ISWL,23,658 CEN SD,Retention Limits (RE),W,BMA658,none
ISWL,23,658 CEN SD,Treaty Selection (TR),X,BMA658,none
ISWL,23,658 CEN SD,UL Reserve Method (RX),Y,659 CEN II,none
ISWL,23,658 CEN SD,Billable Premium (BP),Z,658 CEN SD,none
ISWL,23,658 CEN SD,Net Premium Credited (NC),AA,658 CEN I,none
ISWL,23,658 CEN SD,IBA Accounts (IB),AB,IBA01 45,none
ISWL,23,658 CEN SD,New Business Defaults (NB),AC,L14,none
ISWL,23,658 CEN SD,Full Surrender Segments (SR),AD,659 CEN II,none
ISWL,23,658 CEN SD,Letter Type (L0),AG,LIFEWCV,none
ISWL,23,658 CEN SD,Billing Setup (BS),AH,LIFE,none
ISWL,24,659 CEN SD,Cash Values (CV),C,659 CEN SD,dark_green
ISWL,24,659 CEN SD,Net Valuation Premiums (NP),D,659 CEN SD,dark_green
ISWL,24,659 CEN SD,Reserve Factors (RV),F,659 CEN SD,dark_green
ISWL,24,659 CEN SD,Non-Forfeiture Factors (NF),G,659 CEN II,dark_green
ISWL,24,659 CEN SD,Guar COI Rates (U5),H,659 CEN II,dark_green
ISWL,24,659 CEN SD,Curr COI Rates (U6),I,659 CEN II,dark_green
ISWL,24,659 CEN SD,Tax Reserve Factors (TX),J,659 CEN II,none
ISWL,24,659 CEN SD,Tax Valuation Premiums (TP),K,659 CEN II,none
ISWL,24,659 CEN SD,Targe Permiums (UH),M,659 CEN II,none
ISWL,24,659 CEN SD,Minimum Premiums (UG),N,659 CEN II,none
ISWL,24,659 CEN SD,Per Policy Monthly Exp (UF),O,659 CEN II,none
ISWL,24,659 CEN SD,Loan Interest Raes (LN),P,659 CEN II,none
ISWL,24,659 CEN SD,Fund Package (F0),Q,659 CEN II,none
ISWL,24,659 CEN SD,Fund Contract Rules (FC),R,659 CEN II,none
ISWL,24,659 CEN SD,Monthaversary Control (UI),S,659 CEN II,none
ISWL,24,659 CEN SD,Corridor Calculation (UL),T,DEFRA,none
ISWL,24,659 CEN SD,Waiver Of Premium (UM),U,1576 659,none
ISWL,24,659 CEN SD,Commissions (CC),V,GA4,none
ISWL,24,659 CEN SD,UL Reserve Method (RX),Y,659 CEN II,none
ISWL,24,659 CEN SD,Billable Premium (BP),Z,659 CEN SD,none
ISWL,24,659 CEN SD,Net Premium Credited (NC),AA,659 CEN II,none
ISWL,24,659 CEN SD,IBA Accounts (IB),AB,IBA01 45,none
ISWL,24,659 CEN SD,New Business Defaults (NB),AC,L14,none
ISWL,24,659 CEN SD,Full Surrender Segments (SR),AD,659 CEN II,none
ISWL,24,659 CEN SD,Partial Withdrl Segments (WD),AE,659 CEN II,none
ISWL,24,659 CEN SD,Lapse Control (LP),AF,659 CEN II,none
ISWL,24,659 CEN SD,Letter Type (L0),AG,LIFEWCV,none
ISWL,24,659 CEN SD,Billing Setup (BS),AH,LIFE,none
ISWL,24,659 CEN SD,Vanish Rules (VN),AI,659 CEN II,none
ISWL,25,659 SR GD,Cash Values (CV),C,659 SR GD,dark_green
ISWL,25,659 SR GD,Net Valuation Premiums (NP),D,659 SR GD,dark_green
ISWL,25,659 SR GD,Reserve Factors (RV),F,659 SR GD,dark_green
ISWL,25,659 SR GD,Non-Forfeiture Factors (NF),G,659 SR GD,purple
ISWL,25,659 SR GD,Guar COI Rates (U5),H,659 CEN II,dark_green
ISWL,25,659 SR GD,Curr COI Rates (U6),I,659 CEN II,dark_green
ISWL,25,659 SR GD,Tax Reserve Factors (TX),J,659 CEN II,none
ISWL,25,659 SR GD,Tax Valuation Premiums (TP),K,659 CEN II,none
ISWL,25,659 SR GD,Targe Permiums (UH),M,659 CEN II,none
ISWL,25,659 SR GD,Minimum Premiums (UG),N,659 CEN II,none
ISWL,25,659 SR GD,Per Policy Monthly Exp (UF),O,659 CEN II,none
ISWL,25,659 SR GD,Loan Interest Raes (LN),P,659 CEN II,none
ISWL,25,659 SR GD,Fund Package (F0),Q,659 CEN II,none
ISWL,25,659 SR GD,Fund Contract Rules (FC),R,659 CEN II,none
ISWL,25,659 SR GD,Monthaversary Control (UI),S,659 CEN II,none
ISWL,25,659 SR GD,Corridor Calculation (UL),T,DEFRA,none
ISWL,25,659 SR GD,Waiver Of Premium (UM),U,1576 659,none
ISWL,25,659 SR GD,Commissions (CC),V,BA1,none
ISWL,25,659 SR GD,UL Reserve Method (RX),Y,659 CEN II,none
ISWL,25,659 SR GD,Billable Premium (BP),Z,659 CEN SR,none
ISWL,25,659 SR GD,Net Premium Credited (NC),AA,659 CEN II,none
ISWL,25,659 SR GD,IBA Accounts (IB),AB,IBA01 45,none
ISWL,25,659 SR GD,New Business Defaults (NB),AC,L14,none
ISWL,25,659 SR GD,Full Surrender Segments (SR),AD,659 CEN II,none
ISWL,25,659 SR GD,Partial Withdrl Segments (WD),AE,659 CEN II,none
ISWL,25,659 SR GD,Lapse Control (LP),AF,659 CEN II,none
ISWL,25,659 SR GD,Letter Type (L0),AG,LIFEWCV,none
ISWL,25,659 SR GD,Billing Setup (BS),AH,LIFE,none
ISWL,25,659 SR GD,Vanish Rules (VN),AI,659 CEN II,none
ISWL,26,679 CEN SD,Cash Values (CV),C,679 CEN SD,dark_green
ISWL,26,679 CEN SD,Net Valuation Premiums (NP),D,659 CEN SD,dark_green
ISWL,26,679 CEN SD,Reserve Factors (RV),F,659 CEN SD,dark_green
ISWL,26,679 CEN SD,Non-Forfeiture Factors (NF),G,678 CEN SD,purple
ISWL,26,679 CEN SD,Guar COI Rates (U5),H,678 CEN SD,purple
ISWL,26,679 CEN SD,Curr COI Rates (U6),I,678 CEN SD,purple
ISWL,26,679 CEN SD,Targe Permiums (UH),M,679 CEN SD,none
ISWL,26,679 CEN SD,Minimum Premiums (UG),N,679 CEN SD,none
ISWL,26,679 CEN SD,Per Policy Monthly Exp (UF),O,659 CEN II,none
ISWL,26,679 CEN SD,Loan Interest Raes (LN),P,659 CEN II,none
ISWL,26,679 CEN SD,Fund Package (F0),Q,659 CEN II,none
ISWL,26,679 CEN SD,Fund Contract Rules (FC),R,659 CEN II,none
ISWL,26,679 CEN SD,Monthaversary Control (UI),S,659 CEN II,none
ISWL,26,679 CEN SD,Corridor Calculation (UL),T,DEFRA,none
ISWL,26,679 CEN SD,Commissions (CC),V,GA4,none
ISWL,26,679 CEN SD,Retention Limits (RE),W,BMA658,none
ISWL,26,679 CEN SD,Treaty Selection (TR),X,BMA658,none
ISWL,26,679 CEN SD,UL Reserve Method (RX),Y,659 CEN II,none
ISWL,26,679 CEN SD,Billable Premium (BP),Z,679 CEN SD,none
ISWL,26,679 CEN SD,Net Premium Credited (NC),AA,679 CEN SD,none
ISWL,26,679 CEN SD,IBA Accounts (IB),AB,IBA01 45,none
ISWL,26,679 CEN SD,New Business Defaults (NB),AC,L14,none
ISWL,26,679 CEN SD,Full Surrender Segments (SR),AD,659 CEN II,none
ISWL,26,679 CEN SD,Letter Type (L0),AG,LIFEWCV,none
ISWL,26,679 CEN SD,Billing Setup (BS),AH,LIFE,none
ISWL,26,679 CEN SD,Vanish Rules (VN),AI,659 CEN II,none
