TABLE,TREATY_CODE,MREINCO,MREINNAME,MTYPE,MTYPE_SOURCE,REINSURANCE_CODE,MCEDED_SOURCE,MCEDED_VALUE,CROSSWALK_CONFIDENCE,CROSSWALK_SOURCE,CROSSWALK_NOTES,SOURCE_ROW,SOURCE_POLICY,MPOLICY,MPOLICY_SOURCE,BENEFIT_SEQ,MPHASE,MPHASE_SOURCE,MTREATY,MRETAINED_SOURCE,MRETAINED_VALUE,MSTATUS_SOURCE,MPLAN_SOURCE
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,2333.10,Manual Placeholder,User Provided,,364.0,9011237657,011237657C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSI,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,2333.80,Manual Placeholder,User Provided,,365.0,9011237657,011237657C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSO,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,4999.50,Manual Placeholder,User Provided,,366.0,9011237659,011237659C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,4999.50,Manual Placeholder,User Provided,,367.0,9011237659,011237659C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSI,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,5001.00,Manual Placeholder,User Provided,,368.0,9011237659,011237659C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSO,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,4999.50,Manual Placeholder,User Provided,,369.0,9011237660,011237660C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,4999.50,Manual Placeholder,User Provided,,370.0,9011237660,011237660C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSI,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,5001.00,Manual Placeholder,User Provided,,371.0,9011237660,011237660C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSO,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,3333.00,Manual Placeholder,User Provided,,372.0,9011237663,011237663C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,3333.00,Manual Placeholder,User Provided,,373.0,9011237663,011237663C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSI,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,3334.00,Manual Placeholder,User Provided,,374.0,9011237663,011237663C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSO,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,F,Company L 15,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,3333.00,Manual Placeholder,User Provided,,375.0,9011238321,011238321C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L15,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,F,Company L 15,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,3333.00,Manual Placeholder,User Provided,,376.0,9011238321,011238321C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L15CSI,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,F,Company L 15,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,3334.00,Manual Placeholder,User Provided,,377.0,9011238321,011238321C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L15CSO,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,8332.50,Manual Placeholder,User Provided,,378.0,9011238372,011238372C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,8332.50,Manual Placeholder,User Provided,,379.0,9011238372,011238372C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSI,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,8335.00,Manual Placeholder,User Provided,,380.0,9011238372,011238372C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSO,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,16665.00,Manual Placeholder,User Provided,,381.0,9011238989,011238989C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,16665.00,Manual Placeholder,User Provided,,382.0,9011238989,011238989C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSI,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,16670.00,Manual Placeholder,User Provided,,383.0,9011238989,011238989C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSO,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,F,Company L 15,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,8332.50,Manual Placeholder,User Provided,,384.0,9011239201,011239201C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L15,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,F,Company L 15,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,8332.50,Manual Placeholder,User Provided,,385.0,9011239201,011239201C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L15CSI,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,F,Company L 15,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,8335.00,Manual Placeholder,User Provided,,386.0,9011239201,011239201C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L15CSO,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,1999.80,Manual Placeholder,User Provided,,387.0,9011239255,011239255C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,1999.80,Manual Placeholder,User Provided,,388.0,9011239255,011239255C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSI,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,2000.40,Manual Placeholder,User Provided,,389.0,9011239255,011239255C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSO,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,4999.50,Manual Placeholder,User Provided,,390.0,9011240164,011240164C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,4999.50,Manual Placeholder,User Provided,,391.0,9011240164,011240164C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSI,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,5001.00,Manual Placeholder,User Provided,,392.0,9011240164,011240164C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSO,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,1666.50,Manual Placeholder,User Provided,,393.0,9011241516,011241516C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,1666.50,Manual Placeholder,User Provided,,394.0,9011241516,011241516C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSI,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,1667.00,Manual Placeholder,User Provided,,395.0,9011241516,011241516C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSO,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,16665.00,Manual Placeholder,User Provided,,396.0,9011243725,011243725C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,16665.00,Manual Placeholder,User Provided,,397.0,9011243725,011243725C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSI,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,16670.00,Manual Placeholder,User Provided,,398.0,9011243725,011243725C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSO,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,8332.50,Manual Placeholder,User Provided,,399.0,9011243733,011243733C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,8332.50,Manual Placeholder,User Provided,,400.0,9011243733,011243733C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSI,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,8335.00,Manual Placeholder,User Provided,,401.0,9011243733,011243733C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSO,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,4999.50,Manual Placeholder,User Provided,,402.0,9011243759,011243759C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,4999.50,Manual Placeholder,User Provided,,403.0,9011243759,011243759C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSI,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,5001.00,Manual Placeholder,User Provided,,404.0,9011243759,011243759C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSO,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,4999.50,Manual Placeholder,User Provided,,405.0,9011243760,011243760C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,4999.50,Manual Placeholder,User Provided,,406.0,9011243760,011243760C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSI,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,5001.00,Manual Placeholder,User Provided,,407.0,9011243760,011243760C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSO,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,9999.00,Manual Placeholder,User Provided,,408.0,9011244378,011244378C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,9999.00,Manual Placeholder,User Provided,,409.0,9011244378,011244378C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSI,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,10002.00,Manual Placeholder,User Provided,,410.0,9011244378,011244378C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSO,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,16665.00,Manual Placeholder,User Provided,,411.0,9011244788,011244788C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,16665.00,Manual Placeholder,User Provided,,412.0,9011244788,011244788C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSI,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,16670.00,Manual Placeholder,User Provided,,413.0,9011244788,011244788C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSO,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,8332.50,Manual Placeholder,User Provided,,414.0,9011244850,011244850C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,8332.50,Manual Placeholder,User Provided,,415.0,9011244850,011244850C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSI,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,8335.00,Manual Placeholder,User Provided,,416.0,9011244850,011244850C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSO,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,4999.50,Manual Placeholder,User Provided,,417.0,9011246246,011246246C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,4999.50,Manual Placeholder,User Provided,,418.0,9011246246,011246246C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSI,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,5001.00,Manual Placeholder,User Provided,,419.0,9011246246,011246246C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSO,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,3333.00,Manual Placeholder,User Provided,,420.0,9011246931,011246931C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,3333.00,Manual Placeholder,User Provided,,421.0,9011246931,011246931C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSI,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,3334.00,Manual Placeholder,User Provided,,422.0,9011246931,011246931C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSO,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,3333.00,Manual Placeholder,User Provided,,423.0,9011247184,011247184C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,3333.00,Manual Placeholder,User Provided,,424.0,9011247184,011247184C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSI,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,3334.00,Manual Placeholder,User Provided,,425.0,9011247184,011247184C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSO,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,1666.50,Manual Placeholder,User Provided,,426.0,9011247278,011247278C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,1666.50,Manual Placeholder,User Provided,,427.0,9011247278,011247278C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSI,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,1667.00,Manual Placeholder,User Provided,,428.0,9011247278,011247278C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSO,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,3333.00,Manual Placeholder,User Provided,,429.0,9011248017,011248017C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,3333.00,Manual Placeholder,User Provided,,430.0,9011248017,011248017C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSI,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,3334.00,Manual Placeholder,User Provided,,431.0,9011248017,011248017C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSO,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,4999.50,Manual Placeholder,User Provided,,432.0,9011249066,011249066C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,4999.50,Manual Placeholder,User Provided,,433.0,9011249066,011249066C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSI,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,5001.00,Manual Placeholder,User Provided,,434.0,9011249066,011249066C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSO,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,8332.50,Manual Placeholder,User Provided,,435.0,9011250371,011250371C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,8332.50,Manual Placeholder,User Provided,,436.0,9011250371,011250371C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSI,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,8335.00,Manual Placeholder,User Provided,,437.0,9011250371,011250371C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14CSO,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
QUIKRMST,,L,Company L 14,,TYPE_CROSSWALK,,PREINTRT.AMOUNT_REINSURED,8332.50,Manual Placeholder,User Provided,,438.0,9011250919,011250919C,CROSSWALK_APPLIED,1,1,BENEFIT_SEQ_CANDIDATE,L14,PREIN.RETENTION_AMOUNT,0.00,QUIKRIDR.MPHSTAT,QUIKRIDR.MPLAN
