MPOLICY,MPHASE,MSTATUS,MPLAN,MREINCO,MTREATY,MTYPE,MUWCLASS,MINITAMT,MRETAINED,MCEDED,MPCTCEDED,MBILLTO,MMODE,MMODEPREM,MCLAIMAMT,MCLAIMDATE,MRECOVERBL,MRECVDDATE
011252294C,1,22,1L14SC,L,L14CSO,CO,NS,15000.00,0.00,5001.00,,,03,177.30,0.00,,0.00,
011253007C,1,53,1L14SC,L,L14,CO,NS,10000.00,0.00,3333.00,,,01,58.50,0.00,,0.00,
011253007C,1,53,1L14SC,L,L14CSI,CO,NS,10000.00,0.00,3333.00,,,01,58.50,0.00,,0.00,
011253007C,1,53,1L14SC,L,L14CSO,CO,NS,10000.00,0.00,3334.00,,,01,58.50,0.00,,0.00,
011254298C,1,22,1L14SC,L,L14,CO,NS,8000.00,0.00,2666.40,,,01,42.36,0.00,,0.00,
011254298C,1,22,1L14SC,L,L14CSI,CO,NS,8000.00,0.00,2666.40,,,01,42.36,0.00,,0.00,
011254298C,1,22,1L14SC,L,L14CSO,CO,NS,8000.00,0.00,2667.20,,,01,42.36,0.00,,0.00,
011254827C,1,53,1L14SC,L,L14,CO,NS,25000.00,0.00,8332.50,,,01,92.50,0.00,,0.00,
011254827C,1,53,1L14SC,L,L14CSI,CO,NS,25000.00,0.00,8332.50,,,01,92.50,0.00,,0.00,
011254827C,1,53,1L14SC,L,L14CSO,CO,NS,25000.00,0.00,8335.00,,,01,92.50,0.00,,0.00,
011254828C,1,55,1L14SC,L,L14,CO,NS,25000.00,0.00,8332.50,,,01,81.50,0.00,,0.00,
011254828C,1,55,1L14SC,L,L14CSI,CO,NS,25000.00,0.00,8332.50,,,01,81.50,0.00,,0.00,
011254828C,1,55,1L14SC,L,L14CSO,CO,NS,25000.00,0.00,8335.00,,,01,81.50,0.00,,0.00,
011255071C,1,22,1L14SC,L,L14,CO,NS,25000.00,0.00,8332.50,,,01,53.00,0.00,,0.00,
011255071C,1,22,1L14SC,L,L14CSI,CO,NS,25000.00,0.00,8332.50,,,01,53.00,0.00,,0.00,
011255071C,1,22,1L14SC,L,L14CSO,CO,NS,25000.00,0.00,8335.00,,,01,53.00,0.00,,0.00,
011255947C,1,55,1L14SC,L,L14,CO,NS,15000.00,0.00,4999.50,,,01,50.10,0.00,,0.00,
011255947C,1,55,1L14SC,L,L14CSI,CO,NS,15000.00,0.00,4999.50,,,01,50.10,0.00,,0.00,
011255947C,1,55,1L14SC,L,L14CSO,CO,NS,15000.00,0.00,5001.00,,,01,50.10,0.00,,0.00,
011256689C,1,55,1L14SC,L,L14,CO,NS,15000.00,0.00,4999.50,,,12,754.20,0.00,,0.00,
011256689C,1,55,1L14SC,L,L14CSI,CO,NS,15000.00,0.00,4999.50,,,12,754.20,0.00,,0.00,
011256689C,1,55,1L14SC,L,L14CSO,CO,NS,15000.00,0.00,5001.00,,,12,754.20,0.00,,0.00,
011256759C,1,22,1L14SC,L,L14,CO,NS,10000.00,0.00,3333.00,,,01,32.50,0.00,,0.00,
011256759C,1,22,1L14SC,L,L14CSI,CO,NS,10000.00,0.00,3333.00,,,01,32.50,0.00,,0.00,
011256759C,1,22,1L14SC,L,L14CSO,CO,NS,10000.00,0.00,3334.00,,,01,32.50,0.00,,0.00,
011257021C,1,22,1L14SC,L,L14,CO,NS,15000.00,0.00,4999.50,,,01,51.30,0.00,,0.00,
011257021C,1,22,1L14SC,L,L14CSI,CO,NS,15000.00,0.00,4999.50,,,01,51.30,0.00,,0.00,
011257021C,1,22,1L14SC,L,L14CSO,CO,NS,15000.00,0.00,5001.00,,,01,51.30,0.00,,0.00,
011257022C,1,53,1L15GD,F,L15,CO,SM,15000.00,0.00,4999.50,,,01,50.25,0.00,,0.00,
011257022C,1,53,1L15GD,F,L15CSI,CO,SM,15000.00,0.00,4999.50,,,01,50.25,0.00,,0.00,
011257022C,1,53,1L15GD,F,L15CSO,CO,SM,15000.00,0.00,5001.00,,,01,50.25,0.00,,0.00,
011257037C,1,22,1L14SC,L,L14,CO,NS,40000.00,0.00,13332.00,,,01,107.00,0.00,,0.00,
011257037C,1,22,1L14SC,L,L14CSI,CO,NS,40000.00,0.00,13332.00,,,01,107.00,0.00,,0.00,
011257037C,1,22,1L14SC,L,L14CSO,CO,NS,40000.00,0.00,13336.00,,,01,107.00,0.00,,0.00,
011257039C,1,55,1L14SC,L,L14,CO,NS,20000.00,0.00,6666.00,,,01,114.80,0.00,,0.00,
011257039C,1,55,1L14SC,L,L14CSI,CO,NS,20000.00,0.00,6666.00,,,01,114.80,0.00,,0.00,
011257039C,1,55,1L14SC,L,L14CSO,CO,NS,20000.00,0.00,6668.00,,,01,114.80,0.00,,0.00,
011257043C,1,53,1L14SC,L,L14,CO,NS,15000.00,0.00,4999.50,,,01,141.14,0.00,,0.00,
011257043C,1,53,1L14SC,L,L14CSI,CO,NS,15000.00,0.00,4999.50,,,01,141.14,0.00,,0.00,
011257043C,1,53,1L14SC,L,L14CSO,CO,NS,15000.00,0.00,5001.00,,,01,141.14,0.00,,0.00,
011257364C,1,53,1L14SC,L,L14,CO,NS,50000.00,0.00,16665.00,,,01,202.49,0.00,,0.00,
011257364C,1,53,1L14SC,L,L14CSI,CO,NS,50000.00,0.00,16665.00,,,01,202.49,0.00,,0.00,
011257364C,1,53,1L14SC,L,L14CSO,CO,NS,50000.00,0.00,16670.00,,,01,202.49,0.00,,0.00,
011257460C,1,53,1L14SC,L,L14,CO,NS,15000.00,0.00,4999.50,,,01,71.40,0.00,,0.00,
011257460C,1,53,1L14SC,L,L14CSI,CO,NS,15000.00,0.00,4999.50,,,01,71.40,0.00,,0.00,
011257460C,1,53,1L14SC,L,L14CSO,CO,NS,15000.00,0.00,5001.00,,,01,71.40,0.00,,0.00,
011257862C,1,22,1L14SC,L,L14,CO,NS,10000.00,0.00,3333.00,,,01,81.10,0.00,,0.00,
011257862C,1,22,1L14SC,L,L14CSI,CO,NS,10000.00,0.00,3333.00,,,01,81.10,0.00,,0.00,
011257862C,1,22,1L14SC,L,L14CSO,CO,NS,10000.00,0.00,3334.00,,,01,81.10,0.00,,0.00,
011257863C,1,53,1L14SC,L,L14,CO,NS,15000.00,0.00,4999.50,,,01,67.20,0.00,,0.00,
011257863C,1,53,1L14SC,L,L14CSI,CO,NS,15000.00,0.00,4999.50,,,01,67.20,0.00,,0.00,
011257863C,1,53,1L14SC,L,L14CSO,CO,NS,15000.00,0.00,5001.00,,,01,67.20,0.00,,0.00,
011258172C,1,55,1L14SC,L,L14,CO,NS,20000.00,0.00,6666.00,,,01,114.80,0.00,,0.00,
011258172C,1,55,1L14SC,L,L14CSI,CO,NS,20000.00,0.00,6666.00,,,01,114.80,0.00,,0.00,
011258172C,1,55,1L14SC,L,L14CSO,CO,NS,20000.00,0.00,6668.00,,,01,114.80,0.00,,0.00,
011258185C,1,57,1L14SC,L,L14,CO,NS,5000.00,0.00,1666.50,,,01,63.65,0.00,,0.00,
011258185C,1,57,1L14SC,L,L14CSI,CO,NS,5000.00,0.00,1666.50,,,01,63.65,0.00,,0.00,
011258185C,1,57,1L14SC,L,L14CSO,CO,NS,5000.00,0.00,1667.00,,,01,63.65,0.00,,0.00,
011258186C,1,22,1L14SC,L,L14,CO,NS,15000.00,0.00,4999.50,,,01,45.60,0.00,,0.00,
011258186C,1,22,1L14SC,L,L14CSI,CO,NS,15000.00,0.00,4999.50,,,01,45.60,0.00,,0.00,
011258186C,1,22,1L14SC,L,L14CSO,CO,NS,15000.00,0.00,5001.00,,,01,45.60,0.00,,0.00,
011258293C,1,22,1L14SC,L,L14,CO,NS,15000.00,0.00,4999.50,,,01,30.30,0.00,,0.00,
011258293C,1,22,1L14SC,L,L14CSI,CO,NS,15000.00,0.00,4999.50,,,01,30.30,0.00,,0.00,
011258293C,1,22,1L14SC,L,L14CSO,CO,NS,15000.00,0.00,5001.00,,,01,30.30,0.00,,0.00,
011259491C,1,22,1L14SC,L,L14,CO,NS,10000.00,0.00,3333.00,,,01,40.00,0.00,,0.00,
011259491C,1,22,1L14SC,L,L14CSI,CO,NS,10000.00,0.00,3333.00,,,01,40.00,0.00,,0.00,
011259491C,1,22,1L14SC,L,L14CSO,CO,NS,10000.00,0.00,3334.00,,,01,40.00,0.00,,0.00,
011259940C,1,53,1L14SC,L,L14,CO,T,5000.00,0.00,1666.50,,,01,22.50,0.00,,0.00,
011259940C,1,53,1L14SC,L,L14CSI,CO,T,5000.00,0.00,1666.50,,,01,22.50,0.00,,0.00,
011259940C,1,53,1L14SC,L,L14CSO,CO,T,5000.00,0.00,1667.00,,,01,22.50,0.00,,0.00,
011260458C,1,53,1L14SC,L,L14,CO,NS,5000.00,0.00,1666.50,,,01,42.05,0.00,,0.00,
011260458C,1,53,1L14SC,L,L14CSI,CO,NS,5000.00,0.00,1666.50,,,01,42.05,0.00,,0.00,
011260458C,1,53,1L14SC,L,L14CSO,CO,NS,5000.00,0.00,1667.00,,,01,42.05,0.00,,0.00,
011260486C,1,22,1L14SC,L,L14,CO,NS,15000.00,0.00,4999.50,,,01,31.80,0.00,,0.00,
011260486C,1,22,1L14SC,L,L14CSI,CO,NS,15000.00,0.00,4999.50,,,01,31.80,0.00,,0.00,
011260486C,1,22,1L14SC,L,L14CSO,CO,NS,15000.00,0.00,5001.00,,,01,31.80,0.00,,0.00,
011260487C,1,22,1L14SC,L,L14,CO,R,15000.00,0.00,4999.50,,,01,71.55,0.00,,0.00,
011260487C,1,22,1L14SC,L,L14CSI,CO,R,15000.00,0.00,4999.50,,,01,71.55,0.00,,0.00,
011260487C,1,22,1L14SC,L,L14CSO,CO,R,15000.00,0.00,5001.00,,,01,71.55,0.00,,0.00,
011260749C,1,22,1L14SC,L,L14,CO,NS,5000.00,0.00,1666.50,,,01,36.90,0.00,,0.00,
011260749C,1,22,1L14SC,L,L14CSI,CO,NS,5000.00,0.00,1666.50,,,01,36.90,0.00,,0.00,
011260749C,1,22,1L14SC,L,L14CSO,CO,NS,5000.00,0.00,1667.00,,,01,36.90,0.00,,0.00,
011261107C,1,22,1L14SC,L,L14,CO,NS,15000.00,0.00,4999.50,,,01,42.90,0.00,,0.00,
011261107C,1,22,1L14SC,L,L14CSI,CO,NS,15000.00,0.00,4999.50,,,01,42.90,0.00,,0.00,
011261107C,1,22,1L14SC,L,L14CSO,CO,NS,15000.00,0.00,5001.00,,,01,42.90,0.00,,0.00,
011261276C,1,53,1L15GD,F,L15,CO,SM,25000.00,0.00,8332.50,,,01,133.24,0.00,,0.00,
011261276C,1,53,1L15GD,F,L15CSI,CO,SM,25000.00,0.00,8332.50,,,01,133.24,0.00,,0.00,
011261276C,1,53,1L15GD,F,L15CSO,CO,SM,25000.00,0.00,8335.00,,,01,133.24,0.00,,0.00,
011261438C,1,53,1L14SC,L,L14,CO,T,6000.00,0.00,1999.80,,,01,48.42,0.00,,0.00,
011261438C,1,53,1L14SC,L,L14CSI,CO,T,6000.00,0.00,1999.80,,,01,48.42,0.00,,0.00,
011261438C,1,53,1L14SC,L,L14CSO,CO,T,6000.00,0.00,2000.40,,,01,48.42,0.00,,0.00,
011261439C,1,53,1L14SC,L,L14,CO,NS,25000.00,0.00,8332.50,,,01,69.50,0.00,,0.00,
011261439C,1,53,1L14SC,L,L14CSI,CO,NS,25000.00,0.00,8332.50,,,01,69.50,0.00,,0.00,
011261439C,1,53,1L14SC,L,L14CSO,CO,NS,25000.00,0.00,8335.00,,,01,69.50,0.00,,0.00,
011261538C,1,53,1L14SC,L,L14,CO,NS,5000.00,0.00,1666.50,,,01,30.75,0.00,,0.00,
011261538C,1,53,1L14SC,L,L14CSI,CO,NS,5000.00,0.00,1666.50,,,01,30.75,0.00,,0.00,
011261538C,1,53,1L14SC,L,L14CSO,CO,NS,5000.00,0.00,1667.00,,,01,30.75,0.00,,0.00,
011261602C,1,55,1L14SC,L,L14,CO,NS,25000.00,0.00,8332.50,,,01,34.75,0.00,,0.00,
011261602C,1,55,1L14SC,L,L14CSI,CO,NS,25000.00,0.00,8332.50,,,01,34.75,0.00,,0.00,
011261602C,1,55,1L14SC,L,L14CSO,CO,NS,25000.00,0.00,8335.00,,,01,34.75,0.00,,0.00,
011261618C,1,53,1L15GD,F,L15,CO,SM,5000.00,0.00,1666.50,,,01,30.40,0.00,,0.00,
011261618C,1,53,1L15GD,F,L15CSI,CO,SM,5000.00,0.00,1666.50,,,01,30.40,0.00,,0.00,
011261618C,1,53,1L15GD,F,L15CSO,CO,SM,5000.00,0.00,1667.00,,,01,30.40,0.00,,0.00,
011261619C,1,55,1L14SC,L,L14,CO,T,5000.00,0.00,1666.50,,,01,17.85,0.00,,0.00,
011261619C,1,55,1L14SC,L,L14CSI,CO,T,5000.00,0.00,1666.50,,,01,17.85,0.00,,0.00,
011261619C,1,55,1L14SC,L,L14CSO,CO,T,5000.00,0.00,1667.00,,,01,17.85,0.00,,0.00,
011261641C,1,22,1L14SC,L,L14,CO,R,20000.00,0.00,6666.00,,,01,51.00,0.00,,0.00,
011261641C,1,22,1L14SC,L,L14CSI,CO,R,20000.00,0.00,6666.00,,,01,51.00,0.00,,0.00,
011261641C,1,22,1L14SC,L,L14CSO,CO,R,20000.00,0.00,6668.00,,,01,51.00,0.00,,0.00,
011261795C,1,22,1L14SC,L,L14,CO,NS,25000.00,0.00,8332.50,,,01,42.25,0.00,,0.00,
011261795C,1,22,1L14SC,L,L14CSI,CO,NS,25000.00,0.00,8332.50,,,01,42.25,0.00,,0.00,
011261795C,1,22,1L14SC,L,L14CSO,CO,NS,25000.00,0.00,8335.00,,,01,42.25,0.00,,0.00,
011262629C,1,22,1L15GD,F,L15,CO,SM,7000.00,0.00,2333.10,,,01,26.24,0.00,,0.00,
011262629C,1,22,1L15GD,F,L15CSI,CO,SM,7000.00,0.00,2333.10,,,01,26.24,0.00,,0.00,
011262629C,1,22,1L15GD,F,L15CSO,CO,SM,7000.00,0.00,2333.80,,,01,26.24,0.00,,0.00,
011262630C,1,22,1L14SC,L,L14,CO,R,15000.00,0.00,4999.50,,,01,38.25,0.00,,0.00,
011262630C,1,22,1L14SC,L,L14CSI,CO,R,15000.00,0.00,4999.50,,,01,38.25,0.00,,0.00,
011262630C,1,22,1L14SC,L,L14CSO,CO,R,15000.00,0.00,5001.00,,,01,38.25,0.00,,0.00,
011262631C,1,53,1L14SC,L,L14,CO,R,15000.00,0.00,4999.50,,,01,31.80,0.00,,0.00,
011262631C,1,53,1L14SC,L,L14CSI,CO,R,15000.00,0.00,4999.50,,,01,31.80,0.00,,0.00,
011262631C,1,53,1L14SC,L,L14CSO,CO,R,15000.00,0.00,5001.00,,,01,31.80,0.00,,0.00,
011262791C,1,50,1L14SC,L,L14,CO,NS,15000.00,0.00,4999.50,,,01,81.15,0.00,,0.00,
011262791C,1,50,1L14SC,L,L14CSI,CO,NS,15000.00,0.00,4999.50,,,01,81.15,0.00,,0.00,
011262791C,1,50,1L14SC,L,L14CSO,CO,NS,15000.00,0.00,5001.00,,,01,81.15,0.00,,0.00,
011262792C,1,22,1L14SC,L,L14,CO,NS,20000.00,0.00,6666.00,,,01,45.40,0.00,,0.00,
011262792C,1,22,1L14SC,L,L14CSI,CO,NS,20000.00,0.00,6666.00,,,01,45.40,0.00,,0.00,
011262792C,1,22,1L14SC,L,L14CSO,CO,NS,20000.00,0.00,6668.00,,,01,45.40,0.00,,0.00,
011263126C,1,22,1L14SC,L,L14,CO,NS,20000.00,0.00,6666.00,,,01,34.40,0.00,,0.00,
011263126C,1,22,1L14SC,L,L14CSI,CO,NS,20000.00,0.00,6666.00,,,01,34.40,0.00,,0.00,
011263126C,1,22,1L14SC,L,L14CSO,CO,NS,20000.00,0.00,6668.00,,,01,34.40,0.00,,0.00,
011263511C,1,50,1L14SC,L,L14,CO,NS,25000.00,0.00,8332.50,,,01,56.00,0.00,,0.00,
011263511C,1,50,1L14SC,L,L14CSI,CO,NS,25000.00,0.00,8332.50,,,01,56.00,0.00,,0.00,
011263511C,1,50,1L14SC,L,L14CSO,CO,NS,25000.00,0.00,8335.00,,,01,56.00,0.00,,0.00,
011263521C,1,22,1L14SC,L,L14,CO,NS,20000.00,0.00,6666.00,,,01,73.40,0.00,,0.00,
011263521C,1,22,1L14SC,L,L14CSI,CO,NS,20000.00,0.00,6666.00,,,01,73.40,0.00,,0.00,
011263521C,1,22,1L14SC,L,L14CSO,CO,NS,20000.00,0.00,6668.00,,,01,73.40,0.00,,0.00,
011263540C,1,22,1L14SC,L,L14,CO,NS,25000.00,0.00,8332.50,,,01,58.50,0.00,,0.00,
011263540C,1,22,1L14SC,L,L14CSI,CO,NS,25000.00,0.00,8332.50,,,01,58.50,0.00,,0.00,
011263540C,1,22,1L14SC,L,L14CSO,CO,NS,25000.00,0.00,8335.00,,,01,58.50,0.00,,0.00,
011263633C,1,53,1L14SC,L,L14,CO,NS,20000.00,0.00,6666.00,,,01,83.40,0.00,,0.00,
011263633C,1,53,1L14SC,L,L14CSI,CO,NS,20000.00,0.00,6666.00,,,01,83.40,0.00,,0.00,
011263633C,1,53,1L14SC,L,L14CSO,CO,NS,20000.00,0.00,6668.00,,,01,83.40,0.00,,0.00,
011263764C,1,22,1L14SC,L,L14,CO,NS,20000.00,0.00,6666.00,,,01,69.40,0.00,,0.00,
011263764C,1,22,1L14SC,L,L14CSI,CO,NS,20000.00,0.00,6666.00,,,01,69.40,0.00,,0.00,
011263764C,1,22,1L14SC,L,L14CSO,CO,NS,20000.00,0.00,6668.00,,,01,69.40,0.00,,0.00,
011264068C,1,22,1L14SC,L,L14,CO,NS,20000.00,0.00,6666.00,,,01,82.80,0.00,,0.00,
011264068C,1,22,1L14SC,L,L14CSI,CO,NS,20000.00,0.00,6666.00,,,01,82.80,0.00,,0.00,
011264068C,1,22,1L14SC,L,L14CSO,CO,NS,20000.00,0.00,6668.00,,,01,82.80,0.00,,0.00,
011264194C,1,55,1L15GD,F,L15,CO,SM,25000.00,0.00,8332.50,,,01,134.24,0.00,,0.00,
011264194C,1,55,1L15GD,F,L15CSI,CO,SM,25000.00,0.00,8332.50,,,01,134.24,0.00,,0.00,
011264194C,1,55,1L15GD,F,L15CSO,CO,SM,25000.00,0.00,8335.00,,,01,134.24,0.00,,0.00,
011264345C,1,22,1L14SC,L,L14,CO,NS,15000.00,0.00,4999.50,,,01,63.30,0.00,,0.00,
011264345C,1,22,1L14SC,L,L14CSI,CO,NS,15000.00,0.00,4999.50,,,01,63.30,0.00,,0.00,
011264345C,1,22,1L14SC,L,L14CSO,CO,NS,15000.00,0.00,5001.00,,,01,63.30,0.00,,0.00,
011264375C,1,53,1L14SC,L,L14,CO,NS,25000.00,0.00,8332.50,,,01,141.74,0.00,,0.00,
011264375C,1,53,1L14SC,L,L14CSI,CO,NS,25000.00,0.00,8332.50,,,01,141.74,0.00,,0.00,
011264375C,1,53,1L14SC,L,L14CSO,CO,NS,25000.00,0.00,8335.00,,,01,141.74,0.00,,0.00,
011264376C,1,22,1L14SC,L,L14,CO,NS,15000.00,0.00,4999.50,,,01,24.75,0.00,,0.00,
011264376C,1,22,1L14SC,L,L14CSI,CO,NS,15000.00,0.00,4999.50,,,01,24.75,0.00,,0.00,
011264376C,1,22,1L14SC,L,L14CSO,CO,NS,15000.00,0.00,5001.00,,,01,24.75,0.00,,0.00,
011264712C,1,55,1L14SC,L,L14,CO,NS,5000.00,0.00,1666.50,,,01,20.80,0.00,,0.00,
011264712C,1,55,1L14SC,L,L14CSI,CO,NS,5000.00,0.00,1666.50,,,01,20.80,0.00,,0.00,
011264712C,1,55,1L14SC,L,L14CSO,CO,NS,5000.00,0.00,1667.00,,,01,20.80,0.00,,0.00,
011264943C,1,57,1L14SC,L,L14,CO,NS,15000.00,0.00,4999.50,,,01,34.80,0.00,,0.00,
011264943C,1,57,1L14SC,L,L14CSI,CO,NS,15000.00,0.00,4999.50,,,01,34.80,0.00,,0.00,
011264943C,1,57,1L14SC,L,L14CSO,CO,NS,15000.00,0.00,5001.00,,,01,34.80,0.00,,0.00,
011266393C,1,22,1L14SC,L,L14,CO,NS,5000.00,0.00,1666.50,,,01,39.35,0.00,,0.00,
011266393C,1,22,1L14SC,L,L14CSI,CO,NS,5000.00,0.00,1666.50,,,01,39.35,0.00,,0.00,
011266393C,1,22,1L14SC,L,L14CSO,CO,NS,5000.00,0.00,1667.00,,,01,39.35,0.00,,0.00,
011266394C,1,22,1L14SC,L,L14,CO,NS,15000.00,0.00,4999.50,,,01,34.80,0.00,,0.00,
011266394C,1,22,1L14SC,L,L14CSI,CO,NS,15000.00,0.00,4999.50,,,01,34.80,0.00,,0.00,
011266394C,1,22,1L14SC,L,L14CSO,CO,NS,15000.00,0.00,5001.00,,,01,34.80,0.00,,0.00,
011266421C,1,53,1L14SC,L,L14,CO,NS,13000.00,0.00,4332.90,,,12,956.40,0.00,,0.00,
011266421C,1,53,1L14SC,L,L14CSI,CO,NS,13000.00,0.00,4332.90,,,12,956.40,0.00,,0.00,
011266421C,1,53,1L14SC,L,L14CSO,CO,NS,13000.00,0.00,4334.20,,,12,956.40,0.00,,0.00,
011266910C,1,22,1L14SC,L,L14,CO,NS,20000.00,0.00,6666.00,,,01,114.40,0.00,,0.00,
011266910C,1,22,1L14SC,L,L14CSI,CO,NS,20000.00,0.00,6666.00,,,01,114.40,0.00,,0.00,
011266910C,1,22,1L14SC,L,L14CSO,CO,NS,20000.00,0.00,6668.00,,,01,114.40,0.00,,0.00,
011267127C,1,22,1L14SC,L,L14,CO,NS,5000.00,0.00,1666.50,,,01,38.35,0.00,,0.00,
011267127C,1,22,1L14SC,L,L14CSI,CO,NS,5000.00,0.00,1666.50,,,01,38.35,0.00,,0.00,
011267127C,1,22,1L14SC,L,L14CSO,CO,NS,5000.00,0.00,1667.00,,,01,38.35,0.00,,0.00,
011267130C,1,22,1L14SC,L,L14,CO,NS,5000.00,0.00,1666.50,,,03,55.20,0.00,,0.00,
011267130C,1,22,1L14SC,L,L14CSI,CO,NS,5000.00,0.00,1666.50,,,03,55.20,0.00,,0.00,
011267130C,1,22,1L14SC,L,L14CSO,CO,NS,5000.00,0.00,1667.00,,,03,55.20,0.00,,0.00,
011267131C,1,53,1L14SC,L,L14,CO,NS,5000.00,0.00,1666.50,,,12,281.40,0.00,,0.00,
011267131C,1,53,1L14SC,L,L14CSI,CO,NS,5000.00,0.00,1666.50,,,12,281.40,0.00,,0.00,
011267131C,1,53,1L14SC,L,L14CSO,CO,NS,5000.00,0.00,1667.00,,,12,281.40,0.00,,0.00,
011268760C,1,45,1L15GD,F,L15,CO,SM,10000.00,0.00,3333.00,,,01,48.90,0.00,,0.00,
011268760C,1,45,1L15GD,F,L15CSI,CO,SM,10000.00,0.00,3333.00,,,01,48.90,0.00,,0.00,
011268760C,1,45,1L15GD,F,L15CSO,CO,SM,10000.00,0.00,3334.00,,,01,48.90,0.00,,0.00,
011268761C,1,22,1L14SC,L,L14,CO,NS,15000.00,0.00,4999.50,,,01,52.80,0.00,,0.00,
011268761C,1,22,1L14SC,L,L14CSI,CO,NS,15000.00,0.00,4999.50,,,01,52.80,0.00,,0.00,
011268761C,1,22,1L14SC,L,L14CSO,CO,NS,15000.00,0.00,5001.00,,,01,52.80,0.00,,0.00,
011268907C,1,53,1L14SC,L,L14,CO,NS,5000.00,0.00,1666.50,,,01,32.60,0.00,,0.00,
011268907C,1,53,1L14SC,L,L14CSI,CO,NS,5000.00,0.00,1666.50,,,01,32.60,0.00,,0.00,
011268907C,1,53,1L14SC,L,L14CSO,CO,NS,5000.00,0.00,1667.00,,,01,32.60,0.00,,0.00,
011268908C,1,53,1L14SC,L,L14,CO,NS,15000.00,0.00,4999.50,,,01,56.70,0.00,,0.00,
011268908C,1,53,1L14SC,L,L14CSI,CO,NS,15000.00,0.00,4999.50,,,01,56.70,0.00,,0.00,
011268908C,1,53,1L14SC,L,L14CSO,CO,NS,15000.00,0.00,5001.00,,,01,56.70,0.00,,0.00,
011269000C,1,22,1L14SC,L,L14,CO,NS,10000.00,0.00,3333.00,,,01,73.70,0.00,,0.00,
011269000C,1,22,1L14SC,L,L14CSI,CO,NS,10000.00,0.00,3333.00,,,01,73.70,0.00,,0.00,
011269000C,1,22,1L14SC,L,L14CSO,CO,NS,10000.00,0.00,3334.00,,,01,73.70,0.00,,0.00,
011269166C,1,55,1L14SC,L,L14,CO,NS,5000.00,0.00,1666.50,,,03,87.30,0.00,,0.00,
011269166C,1,55,1L14SC,L,L14CSI,CO,NS,5000.00,0.00,1666.50,,,03,87.30,0.00,,0.00,
011269166C,1,55,1L14SC,L,L14CSO,CO,NS,5000.00,0.00,1667.00,,,03,87.30,0.00,,0.00,
011269176C,1,53,1L14SC,L,L14,CO,NS,7000.00,0.00,2333.10,,,01,27.92,0.00,,0.00,
011269176C,1,53,1L14SC,L,L14CSI,CO,NS,7000.00,0.00,2333.10,,,01,27.92,0.00,,0.00,
011269176C,1,53,1L14SC,L,L14CSO,CO,NS,7000.00,0.00,2333.80,,,01,27.92,0.00,,0.00,
011269177C,1,44,1L14SC,L,L14,CO,NS,10000.00,0.00,3333.00,,,03,129.60,0.00,,0.00,
011269177C,1,44,1L14SC,L,L14CSI,CO,NS,10000.00,0.00,3333.00,,,03,129.60,0.00,,0.00,
011269177C,1,44,1L14SC,L,L14CSO,CO,NS,10000.00,0.00,3334.00,,,03,129.60,0.00,,0.00,
011269263C,1,55,1L14SC,L,L14,CO,NS,20000.00,0.00,6666.00,,,01,34.40,0.00,,0.00,
011269263C,1,55,1L14SC,L,L14CSI,CO,NS,20000.00,0.00,6666.00,,,01,34.40,0.00,,0.00,
011269263C,1,55,1L14SC,L,L14CSO,CO,NS,20000.00,0.00,6668.00,,,01,34.40,0.00,,0.00,
011269382C,1,22,1L14SC,L,L14,CO,NS,15000.00,0.00,4999.50,,,01,63.30,0.00,,0.00,
011269382C,1,22,1L14SC,L,L14CSI,CO,NS,15000.00,0.00,4999.50,,,01,63.30,0.00,,0.00,
011269382C,1,22,1L14SC,L,L14CSO,CO,NS,15000.00,0.00,5001.00,,,01,63.30,0.00,,0.00,
011269384C,1,53,1L14SC,L,L14,CO,T,5000.00,0.00,1666.50,,,06,132.60,0.00,,0.00,
011269384C,1,53,1L14SC,L,L14CSI,CO,T,5000.00,0.00,1666.50,,,06,132.60,0.00,,0.00,
011269384C,1,53,1L14SC,L,L14CSO,CO,T,5000.00,0.00,1667.00,,,06,132.60,0.00,,0.00,
011269468C,1,55,1L14SC,L,L14,CO,NS,15000.00,0.00,4999.50,,,12,860.40,0.00,,0.00,
011269468C,1,55,1L14SC,L,L14CSI,CO,NS,15000.00,0.00,4999.50,,,12,860.40,0.00,,0.00,
011269468C,1,55,1L14SC,L,L14CSO,CO,NS,15000.00,0.00,5001.00,,,12,860.40,0.00,,0.00,
011269925C,1,22,1L14SC,L,L14,CO,R,25000.00,0.00,8332.50,,,01,47.00,0.00,,0.00,
011269925C,1,22,1L14SC,L,L14CSI,CO,R,25000.00,0.00,8332.50,,,01,47.00,0.00,,0.00,
011269925C,1,22,1L14SC,L,L14CSO,CO,R,25000.00,0.00,8335.00,,,01,47.00,0.00,,0.00,
011270089C,1,22,1L14SC,L,L14,CO,NS,25000.00,0.00,8332.50,,,01,40.75,0.00,,0.00,
011270089C,1,22,1L14SC,L,L14CSI,CO,NS,25000.00,0.00,8332.50,,,01,40.75,0.00,,0.00,
011270089C,1,22,1L14SC,L,L14CSO,CO,NS,25000.00,0.00,8335.00,,,01,40.75,0.00,,0.00,
011270209C,1,22,1L14SC,L,L14,CO,NS,25000.00,0.00,8332.50,,,01,134.74,0.00,,0.00,
011270209C,1,22,1L14SC,L,L14CSI,CO,NS,25000.00,0.00,8332.50,,,01,134.74,0.00,,0.00,
