qla,lp,phase,plan,mode,units,ann,mode_prem,current,proposed,delta,ann_blank,reconstruct
010801256C,9010801256,1,1659CR,12,7.5,0.0,210.55,210.55,28.073333,-182.476667,True,210.55
010745640C,9010745640,1,1659CR,12,5.0,0.0,227.9,227.9,45.58,-182.32,True,227.9
010767719C,9010767719,1,1659CR,12,5.0,0.0,227.9,227.9,45.58,-182.32,True,227.9
010778142C,9010778142,1,1659CR,12,5.0,0.0,227.9,227.9,45.58,-182.32,True,227.9
010807868C,9010807868,1,1659CR,12,5.0,0.0,227.9,227.9,45.58,-182.32,True,227.9
010854157C,9010854157,1,1659CR,12,5.0,0.0,227.9,227.9,45.58,-182.32,True,227.9
010881975C,9010881975,1,1659CR,12,5.0,0.0,227.9,227.9,45.58,-182.32,True,227.9
010914384C,9010914384,1,1659CR,12,5.0,0.0,227.9,227.9,45.58,-182.32,True,227.9
011025405C,9011025405,1,1659CR,12,5.0,0.0,227.9,227.9,45.58,-182.32,True,227.9
011041120C,9011041120,1,1658C1,12,25.0,0.0,189.75,189.75,7.59,-182.16,True,189.75
010836547C,9010836547,1,1658C1,3,25.0,0.0,187.99,187.99,7.5196,-180.4704,True,187.99
010794730C,9010794730,1,1659C2,12,25.0,0.0,187.0,187.0,7.48,-179.52,True,187.0
010785320C,9010785320,1,1659CR,12,4.0,0.0,236.64,236.64,59.16,-177.48,True,236.64
010883731C,9010883731,1,1659C2,12,44.0,0.0,179.44,179.44,4.078182,-175.361818,True,179.44
010729500C,9010729500,1,1659C2,12,25.0,0.0,181.0,181.0,7.24,-173.76,True,181.0
010744412C,9010744412,1,1659CR,12,5.0,0.0,217.2,217.2,43.44,-173.76,True,217.2
010748517C,9010748517,1,1659CR,12,5.0,0.0,217.2,217.2,43.44,-173.76,True,217.2
010755885C,9010755885,1,1659C2,12,25.0,0.0,181.0,181.0,7.24,-173.76,True,181.0
010762076C,9010762076,1,1659C2,12,25.0,0.0,181.0,181.0,7.24,-173.76,True,181.0
010766679C,9010766679,1,1659CR,12,5.0,0.0,217.2,217.2,43.44,-173.76,True,217.2
010769233C,9010769233,1,1659C2,12,25.0,0.0,181.0,181.0,7.24,-173.76,True,181.0
010772683C,9010772683,1,1659CR,12,5.0,0.0,217.2,217.2,43.44,-173.76,True,217.2
010776672C,9010776672,1,1659CR,12,5.0,0.0,217.2,217.2,43.44,-173.76,True,217.2
010784946C,9010784946,1,1659CR,12,5.0,0.0,217.2,217.2,43.44,-173.76,True,217.2
010786152C,9010786152,1,1659CR,12,5.0,0.0,217.2,217.2,43.44,-173.76,True,217.2
010786324C,9010786324,1,1659CR,12,5.0,0.0,217.2,217.2,43.44,-173.76,True,217.2
010792701C,9010792701,1,1659CR,12,5.0,0.0,217.2,217.2,43.44,-173.76,True,217.2
010797854C,9010797854,1,1659CR,12,5.0,0.0,217.2,217.2,43.44,-173.76,True,217.2
010804489C,9010804489,1,1659CR,12,5.0,0.0,217.2,217.2,43.44,-173.76,True,217.2
010810612C,9010810612,1,1659CR,12,5.0,0.0,217.2,217.2,43.44,-173.76,True,217.2
010824296C,9010824296,1,1659CR,12,5.0,0.0,217.2,217.2,43.44,-173.76,True,217.2
010825434C,9010825434,1,1659CR,12,5.0,0.0,217.2,217.2,43.44,-173.76,True,217.2
010826551C,9010826551,1,1659CR,12,5.0,0.0,217.2,217.2,43.44,-173.76,True,217.2
010828463C,9010828463,1,1659CR,12,5.0,0.0,217.2,217.2,43.44,-173.76,True,217.2
010829942C,9010829942,1,1659CR,12,5.0,0.0,217.2,217.2,43.44,-173.76,True,217.2
010847191C,9010847191,1,1659C2,12,25.0,0.0,181.0,181.0,7.24,-173.76,True,181.0
010867974C,9010867974,1,1659SR,12,5.0,0.0,217.2,217.2,43.44,-173.76,True,217.2
010884052C,9010884052,1,1659CR,12,5.0,0.0,217.2,217.2,43.44,-173.76,True,217.2
010936183C,9010936183,1,1659CR,12,5.0,0.0,217.2,217.2,43.44,-173.76,True,217.2
011040826C,9011040826,1,1659CR,12,5.0,0.0,217.2,217.2,43.44,-173.76,True,217.2
010837734C,9010837734,1,1659C2,6,25.0,0.0,180.21,180.21,7.2084,-173.0016,True,180.21
010900519C,9010900519,1,1659CR,12,6.8,0.0,202.82,202.82,29.826471,-172.993529,True,202.82
010822225C,9010822225,1,1659C2,12,9.15113,0.0,191.46,191.46,20.922006,-170.537994,True,191.46
010815768C,9010815768,1,1659C2,12,30.0,0.0,175.3,175.3,5.843333,-169.456667,True,175.3
010822046C,9010822046,1,1659C2,12,30.0,0.0,175.3,175.3,5.843333,-169.456667,True,175.3
010721848C,9010721848,1,1659C2,12,25.0,0.0,175.25,175.25,7.01,-168.24,True,175.25
010769190C,9010769190,1,1659C2,12,25.0,0.0,175.25,175.25,7.01,-168.24,True,175.25
010774973C,9010774973,1,1659C2,12,25.0,0.0,175.25,175.25,7.01,-168.24,True,175.25
010803680C,9010803680,1,1659C2,12,25.0,0.0,175.25,175.25,7.01,-168.24,True,175.25
010776157C,9010776157,1,1659C2,3,25.0,0.0,173.75,173.75,6.95,-166.8,True,173.75
010844069C,9010844069,1,1659C2,6,25.0,0.0,172.86,172.86,6.9144,-165.9456,True,172.86
010757042C,9010757042,1,1659CR,12,5.0,0.0,206.95,206.95,41.39,-165.56,True,206.95
010768629C,9010768629,1,1659CR,12,5.0,0.0,206.95,206.95,41.39,-165.56,True,206.95
010803770C,9010803770,1,1659CR,12,5.0,0.0,206.95,206.95,41.39,-165.56,True,206.95
010816156C,9010816156,1,1659CR,12,5.0,0.0,206.95,206.95,41.39,-165.56,True,206.95
010843137C,9010843137,1,1659CR,12,5.0,0.0,206.95,206.95,41.39,-165.56,True,206.95
010871146C,9010871146,1,1659CR,12,5.0,0.0,206.95,206.95,41.39,-165.56,True,206.95
010883245C,9010883245,1,1659CR,12,5.0,0.0,206.95,206.95,41.39,-165.56,True,206.95
010888232C,9010888232,1,1659CR,12,5.0,0.0,206.95,206.95,41.39,-165.56,True,206.95
010948195C,9010948195,1,1659CR,12,5.0,0.0,206.95,206.95,41.39,-165.56,True,206.95
010968689C,9010968689,1,1659CR,12,5.0,0.0,206.95,206.95,41.39,-165.56,True,206.95
010761092C,9010761092,1,1659C2,12,25.0,0.0,169.75,169.75,6.79,-162.96,True,169.75
010776502C,9010776502,1,1659C2,12,25.0,0.0,169.75,169.75,6.79,-162.96,True,169.75
010790754C,9010790754,1,1659C2,12,25.0,0.0,169.75,169.75,6.79,-162.96,True,169.75
010824299C,9010824299,1,1659C2,12,25.0,0.0,169.75,169.75,6.79,-162.96,True,169.75
010825027C,9010825027,1,1659C2,12,25.0,0.0,169.75,169.75,6.79,-162.96,True,169.75
010827675C,9010827675,1,1659C2,12,25.0,0.0,169.75,169.75,6.79,-162.96,True,169.75
010844402C,9010844402,1,1659C2,12,25.0,0.0,169.75,169.75,6.79,-162.96,True,169.75
010753675C,9010753675,1,1659C2,6,25.0,0.0,168.79,168.79,6.7516,-162.0384,True,168.79
010817835C,9010817835,1,1658C1,12,35.0,0.0,166.75,166.75,4.764286,-161.985714,True,166.75
010807518C,9010807518,1,1659C2,12,25.0,0.0,168.5,168.5,6.74,-161.76,True,168.5
010827699C,9010827699,1,1658C1,3,100.0,0.0,160.38,160.38,1.6038,-158.7762,True,160.38
010739212C,9010739212,1,1659C2,6,25.0,0.0,165.24,165.24,6.6096,-158.6304,True,165.24
010748335C,9010748335,1,1659C2,12,25.0,0.0,164.5,164.5,6.58,-157.92,True,164.5
010769001C,9010769001,1,1659C2,12,25.0,0.0,164.5,164.5,6.58,-157.92,True,164.5
010782064C,9010782064,1,1659C2,12,25.0,0.0,164.5,164.5,6.58,-157.92,True,164.5
010782640C,9010782640,1,1659C2,12,25.0,0.0,164.5,164.5,6.58,-157.92,True,164.5
010795609C,9010795609,1,1659C2,12,25.0,0.0,164.5,164.5,6.58,-157.92,True,164.5
010795898C,9010795898,1,1659C2,12,25.0,0.0,164.5,164.5,6.58,-157.92,True,164.5
010798030C,9010798030,1,1659C2,12,25.0,0.0,164.5,164.5,6.58,-157.92,True,164.5
010969653C,9010969653,1,1659C2,12,25.0,0.0,164.5,164.5,6.58,-157.92,True,164.5
010735781C,9010735781,1,1658C1,1,200.0,0.0,158.7,158.7,0.7935,-157.9065,True,158.7
010749054C,9010749054,1,1659CR,12,5.0,0.0,197.35,197.35,39.47,-157.88,True,197.35
010756033C,9010756033,1,1659CR,12,5.0,0.0,197.35,197.35,39.47,-157.88,True,197.35
010774109C,9010774109,1,1659CR,12,5.0,0.0,197.35,197.35,39.47,-157.88,True,197.35
010778262C,9010778262,1,1659CR,12,5.0,0.0,197.35,197.35,39.47,-157.88,True,197.35
010782822C,9010782822,1,1659CR,12,5.0,0.0,197.35,197.35,39.47,-157.88,True,197.35
010800667C,9010800667,1,1659CR,12,5.0,0.0,197.35,197.35,39.47,-157.88,True,197.35
010814971C,9010814971,1,1659CR,12,5.0,0.0,197.35,197.35,39.47,-157.88,True,197.35
010841124C,9010841124,1,1659CR,12,5.0,0.0,197.35,197.35,39.47,-157.88,True,197.35
010877012C,9010877012,1,1659CR,12,5.0,0.0,197.35,197.35,39.47,-157.88,True,197.35
010881096C,9010881096,1,1659CR,12,5.0,0.0,197.35,197.35,39.47,-157.88,True,197.35
010992950C,9010992950,1,1659CR,12,5.0,0.0,197.35,197.35,39.47,-157.88,True,197.35
011014578C,9011014578,1,1659CR,12,5.0,0.0,197.35,197.35,39.47,-157.88,True,197.35
010831492C,9010831492,1,1658C1,3,50.0,0.0,159.44,159.44,3.1888,-156.2512,True,159.44
011030877C,9011030877,1,1659C2,12,35.0,0.0,159.4,159.4,4.554286,-154.845714,True,159.4
010824689C,9010824689,1,1659C2,6,25.0,0.0,160.26,160.26,6.4104,-153.8496,True,160.26
010816590C,9010816590,1,1659CR,12,4.1423,0.0,202.41,202.41,48.864158,-153.545842,True,202.41
011000026C,9011000026,1,1658C1,3,100.0,0.0,154.98,154.98,1.5498,-153.4302,True,154.98
010755271C,9010755271,1,1659C2,12,25.0,0.0,159.5,159.5,6.38,-153.12,True,159.5
010780393C,9010780393,1,1659C2,12,25.0,0.0,159.5,159.5,6.38,-153.12,True,159.5
010827528C,9010827528,1,1659C2,12,25.0,0.0,159.5,159.5,6.38,-153.12,True,159.5
010816969C,9010816969,1,1659CR,12,6.0,0.0,181.9,181.9,30.316667,-151.583333,True,181.9
010746424C,9010746424,1,1659CR,12,5.0,0.0,188.1,188.1,37.62,-150.48,True,188.1
010759357C,9010759357,1,1659CR,12,5.0,0.0,188.1,188.1,37.62,-150.48,True,188.1
010763012C,9010763012,1,1659CR,12,5.0,0.0,188.1,188.1,37.62,-150.48,True,188.1
010763450C,9010763450,1,1659CR,12,5.0,0.0,188.1,188.1,37.62,-150.48,True,188.1
010768069C,9010768069,1,1659CR,12,5.0,0.0,188.1,188.1,37.62,-150.48,True,188.1
010780131C,9010780131,1,1659CR,12,5.0,0.0,188.1,188.1,37.62,-150.48,True,188.1
010812079C,9010812079,1,1659CR,12,5.0,0.0,188.1,188.1,37.62,-150.48,True,188.1
010814696C,9010814696,1,1659CR,12,5.0,0.0,188.1,188.1,37.62,-150.48,True,188.1
010969231C,9010969231,1,1659CR,12,5.0,0.0,188.1,188.1,37.62,-150.48,True,188.1
011008707C,9011008707,1,1659CR,12,5.0,0.0,188.1,188.1,37.62,-150.48,True,188.1
010787761C,9010787761,1,1659C2,6,25.0,0.0,155.4,155.4,6.216,-149.184,True,155.4
010759008C,9010759008,1,1659C2,12,25.0,0.0,154.75,154.75,6.19,-148.56,True,154.75
010764319C,9010764319,1,1659C2,12,25.0,0.0,154.75,154.75,6.19,-148.56,True,154.75
010844403C,9010844403,1,1659C2,12,25.0,0.0,154.75,154.75,6.19,-148.56,True,154.75
011012401C,9011012401,1,1659C2,12,25.0,0.0,154.75,154.75,6.19,-148.56,True,154.75
011092140C,9011092140,1,1659CR,6,5.0,0.0,184.3,184.3,36.86,-147.44,True,184.3
010935366C,9010935366,1,1658C1,3,30.0,0.0,152.06,152.06,5.068667,-146.991333,True,152.06
011004587C,9011004587,1,1658C1,3,75.0,0.0,148.91,148.91,1.985467,-146.924533,True,148.91
010741231C,9010741231,1,1659C2,3,50.0,0.0,148.37,148.37,2.9674,-145.4026,True,148.37
010810275C,9010810275,1,1659C2,3,50.0,0.0,148.37,148.37,2.9674,-145.4026,True,148.37
010732276C,9010732276,1,1659C2,12,25.0,0.0,150.25,150.25,6.01,-144.24,True,150.25
010741302C,9010741302,1,1659C2,12,25.0,0.0,150.25,150.25,6.01,-144.24,True,150.25
010761870C,9010761870,1,1659C2,12,25.0,0.0,150.25,150.25,6.01,-144.24,True,150.25
010794751C,9010794751,1,1659C2,12,25.0,0.0,150.25,150.25,6.01,-144.24,True,150.25
010830094C,9010830094,1,1659C2,12,35.0,0.0,147.85,147.85,4.224286,-143.625714,True,147.85
010746005C,9010746005,1,1659CR,12,5.0,0.0,179.35,179.35,35.87,-143.48,True,179.35
010753687C,9010753687,1,1659CR,12,5.0,0.0,179.35,179.35,35.87,-143.48,True,179.35
010759385C,9010759385,1,1659CR,12,5.0,0.0,179.35,179.35,35.87,-143.48,True,179.35
010764842C,9010764842,1,1659CR,12,5.0,0.0,179.35,179.35,35.87,-143.48,True,179.35
010773468C,9010773468,1,1659CR,12,5.0,0.0,179.35,179.35,35.87,-143.48,True,179.35
010799895C,9010799895,1,1659CR,12,5.0,0.0,179.35,179.35,35.87,-143.48,True,179.35
010807698C,9010807698,1,1659CR,12,5.0,0.0,179.35,179.35,35.87,-143.48,True,179.35
010996983C,9010996983,1,1659CR,12,5.0,0.0,179.35,179.35,35.87,-143.48,True,179.35
010848644C,9010848644,1,1658C1,12,25.0,0.0,147.5,147.5,5.9,-141.6,True,147.5
010837733C,9010837733,1,1659C2,6,25.0,0.0,146.61,146.61,5.8644,-140.7456,True,146.61
010848398C,9010848398,1,1659C2,12,25.0,0.0,146.0,146.0,5.84,-140.16,True,146.0
010872329C,9010872329,1,1659C2,12,25.0,0.0,146.0,146.0,5.84,-140.16,True,146.0
010993841C,9010993841,1,1659CR,12,6.0,0.0,165.52,165.52,27.586667,-137.933333,True,165.52
010842282C,9010842282,1,1658C1,3,35.0,0.0,141.7,141.7,4.048571,-137.651429,True,141.7
010863394C,9010863394,1,1658C1,12,25.0,0.0,143.25,143.25,5.73,-137.52,True,143.25
010758074C,9010758074,1,1659CR,12,5.0,0.0,171.05,171.05,34.21,-136.84,True,171.05
010776813C,9010776813,1,1659CR,12,5.0,0.0,171.05,171.05,34.21,-136.84,True,171.05
010794520C,9010794520,1,1659CR,12,5.0,0.0,171.05,171.05,34.21,-136.84,True,171.05
010834096C,9010834096,1,1659CR,12,5.0,0.0,171.05,171.05,34.21,-136.84,True,171.05
010857115C,9010857115,1,1659CR,12,5.0,0.0,171.05,171.05,34.21,-136.84,True,171.05
011016480C,9011016480,1,1659CR,12,5.0,0.0,171.05,171.05,34.21,-136.84,True,171.05
010786886C,9010786886,1,1659CR,6,5.1,0.0,170.16,170.16,33.364706,-136.795294,True,170.16
010983828C,9010983828,1,1658C1,1,100.0,0.0,137.9,137.9,1.379,-136.521,True,137.9
010785059C,9010785059,1,1659C2,12,25.0,0.0,142.0,142.0,5.68,-136.32,True,142.0
010992126C,9010992126,1,1659C2,12,25.0,0.0,142.0,142.0,5.68,-136.32,True,142.0
010817415C,9010817415,1,1659CR,3,10.0,0.0,149.61,149.61,14.961,-134.649,True,149.61
010891079C,9010891079,1,1659CR,12,3.0,0.0,200.95,200.95,66.983333,-133.966667,True,200.95
011039772C,9011039772,1,1659CR,6,5.0,0.0,167.08,167.08,33.416,-133.664,True,167.08
010958111C,9010958111,1,1658C1,12,25.0,0.0,139.0,139.0,5.56,-133.44,True,139.0
010779551C,9010779551,1,1659C2,12,25.0,0.0,138.25,138.25,5.53,-132.72,True,138.25
010872328C,9010872328,1,1659C2,12,25.0,0.0,138.25,138.25,5.53,-132.72,True,138.25
010905200C,9010905200,1,1659C2,12,25.0,0.0,138.25,138.25,5.53,-132.72,True,138.25
010980832C,9010980832,1,1659C2,12,25.0,0.0,138.25,138.25,5.53,-132.72,True,138.25
010753676C,9010753676,1,1659C2,6,25.0,0.0,138.08,138.08,5.5232,-132.5568,True,138.08
010783087C,9010783087,1,1659C2,6,25.0,0.0,138.08,138.08,5.5232,-132.5568,True,138.08
010740836C,9010740836,1,1659CR,12,5.0,0.0,163.2,163.2,32.64,-130.56,True,163.2
010749968C,9010749968,1,1659CR,12,5.0,0.0,163.2,163.2,32.64,-130.56,True,163.2
010756020C,9010756020,1,1659CR,12,5.0,0.0,163.2,163.2,32.64,-130.56,True,163.2
010778299C,9010778299,1,1659CR,12,5.0,0.0,163.2,163.2,32.64,-130.56,True,163.2
010810228C,9010810228,1,1659CR,12,5.0,0.0,163.2,163.2,32.64,-130.56,True,163.2
010852357C,9010852357,1,1659CR,12,5.0,0.0,163.2,163.2,32.64,-130.56,True,163.2
010856918C,9010856918,1,1659CR,12,5.0,0.0,163.2,163.2,32.64,-130.56,True,163.2
010883246C,9010883246,1,1669SR,12,5.0,0.0,163.2,163.2,32.64,-130.56,True,163.2
010904097C,9010904097,1,1659CR,12,5.0,0.0,163.2,163.2,32.64,-130.56,True,163.2
010904798C,9010904798,1,1659CR,12,5.0,0.0,163.2,163.2,32.64,-130.56,True,163.2
010946392C,9010946392,1,1659CR,12,5.0,0.0,163.2,163.2,32.64,-130.56,True,163.2
010958446C,9010958446,1,1659CR,12,5.0,0.0,163.2,163.2,32.64,-130.56,True,163.2
011017841C,9011017841,1,1659CR,12,5.0,0.0,163.2,163.2,32.64,-130.56,True,163.2
010826422C,9010826422,1,1658C1,6,50.0,0.0,132.83,132.83,2.6566,-130.1734,True,132.83
010719553C,9010719553,1,1659C2,12,25.0,0.0,134.75,134.75,5.39,-129.36,True,134.75
010726922C,9010726922,1,1659C2,12,25.0,0.0,134.75,134.75,5.39,-129.36,True,134.75
010736736C,9010736736,1,1659C2,12,25.0,0.0,134.75,134.75,5.39,-129.36,True,134.75
010747636C,9010747636,1,1659C2,12,25.0,0.0,134.75,134.75,5.39,-129.36,True,134.75
010775722C,9010775722,1,1659C2,12,25.0,0.0,134.75,134.75,5.39,-129.36,True,134.75
010828599C,9010828599,1,1659C2,12,25.0,0.0,134.75,134.75,5.39,-129.36,True,134.75
010902973C,9010902973,1,1659C2,12,25.0,0.0,134.75,134.75,5.39,-129.36,True,134.75
011006631C,9011006631,1,1659CR,6,10.0,0.0,143.01,143.01,14.301,-128.709,True,143.01
010969329C,9010969329,1,1659C2,6,25.0,0.0,133.74,133.74,5.3496,-128.3904,True,133.74
011086447C,9011086447,1,1659CR,6,5.0,0.0,159.39,159.39,31.878,-127.512,True,159.39
010759552C,9010759552,1,1659C2,12,25.0,0.0,131.5,131.5,5.26,-126.24,True,131.5
010782332C,9010782332,1,1659C2,12,25.0,0.0,131.5,131.5,5.26,-126.24,True,131.5
010823736C,9010823736,1,1659C2,12,25.0,0.0,131.5,131.5,5.26,-126.24,True,131.5
010951456C,9010951456,1,1659C2,12,25.0,0.0,131.5,131.5,5.26,-126.24,True,131.5
010761913C,9010761913,1,1659C2,12,7.7537,0.0,144.79,144.79,18.673665,-126.116335,True,144.79
010747437C,9010747437,1,1658C1,12,25.0,0.0,130.5,130.5,5.22,-125.28,True,130.5
010742814C,9010742814,1,1659CR,12,5.0,0.0,155.75,155.75,31.15,-124.6,True,155.75
010748070C,9010748070,1,1659CR,12,5.0,0.0,155.75,155.75,31.15,-124.6,True,155.75
010786153C,9010786153,1,1659CR,12,5.0,0.0,155.75,155.75,31.15,-124.6,True,155.75
010842541C,9010842541,1,1659CR,12,5.0,0.0,155.75,155.75,31.15,-124.6,True,155.75
010845706C,9010845706,1,1659CR,12,5.0,0.0,155.75,155.75,31.15,-124.6,True,155.75
010840778C,9010840778,1,1659C2,3,25.0,0.0,129.53,129.53,5.1812,-124.3488,True,129.53
010777501C,9010777501,1,1659CR,12,4.39915,0.0,160.8,160.8,36.552516,-124.247484,True,160.8
010829627C,9010829627,1,1658C1,12,50.0,0.0,126.0,126.0,2.52,-123.48,True,126.0
010713707C,9010713707,1,1659C2,12,25.0,0.0,128.5,128.5,5.14,-123.36,True,128.5
010745456C,9010745456,1,1659C2,12,25.0,0.0,128.5,128.5,5.14,-123.36,True,128.5
010764684C,9010764684,1,1659C2,12,25.0,0.0,128.5,128.5,5.14,-123.36,True,128.5
010767770C,9010767770,1,1659C2,12,25.0,0.0,128.5,128.5,5.14,-123.36,True,128.5
010768209C,9010768209,1,1659C2,12,25.0,0.0,128.5,128.5,5.14,-123.36,True,128.5
010785324C,9010785324,1,1659C2,12,25.0,0.0,128.5,128.5,5.14,-123.36,True,128.5
010803676C,9010803676,1,1659C2,12,25.0,0.0,128.5,128.5,5.14,-123.36,True,128.5
010974858C,9010974858,1,1659C2,12,25.0,0.0,128.5,128.5,5.14,-123.36,True,128.5
010801398C,9010801398,1,1659CR,3,15.0,0.0,131.77,131.77,8.784667,-122.985333,True,131.77
010912454C,9010912454,1,1659CR,3,15.0,0.0,131.77,131.77,8.784667,-122.985333,True,131.77
010788197C,9010788197,1,1658C1,3,25.0,0.0,127.85,127.85,5.114,-122.736,True,127.85
011060625C,9011060625,1,1659CR,12,3.0,0.0,183.73,183.73,61.243333,-122.486667,True,183.73
011067410C,9011067410,1,1659CR,12,3.0,0.0,183.73,183.73,61.243333,-122.486667,True,183.73
010835632C,9010835632,1,1659CR,6,10.0,0.0,136.08,136.08,13.608,-122.472,True,136.08
010862097C,9010862097,1,1658C1,12,25.0,0.0,127.25,127.25,5.09,-122.16,True,127.25
010732270C,9010732270,1,1659C2,12,25.0,0.0,125.75,125.75,5.03,-120.72,True,125.75
010745750C,9010745750,1,1659C2,12,25.0,0.0,125.75,125.75,5.03,-120.72,True,125.75
010759548C,9010759548,1,1659C2,12,25.0,0.0,125.75,125.75,5.03,-120.72,True,125.75
010872326C,9010872326,1,1659C2,12,25.0,0.0,125.75,125.75,5.03,-120.72,True,125.75
010934895C,9010934895,1,1659C2,12,25.0,0.0,125.75,125.75,5.03,-120.72,True,125.75
010807722C,9010807722,1,1659C2,12,28.49,0.0,125.0,125.0,4.387504,-120.612496,True,125.0
010783269C,9010783269,1,1658C1,6,25.0,0.0,124.69,124.69,4.9876,-119.7024,True,124.69
010788679C,9010788679,1,1659CR,12,5.0,0.0,148.7,148.7,29.74,-118.96,True,148.7
010789375C,9010789375,1,1659CR,12,5.0,0.0,148.7,148.7,29.74,-118.96,True,148.7
010791078C,9010791078,1,1659CR,12,5.0,0.0,148.7,148.7,29.74,-118.96,True,148.7
010816990C,9010816990,1,1659CR,12,5.0,0.0,148.7,148.7,29.74,-118.96,True,148.7
010817956C,9010817956,1,1659CR,12,5.0,0.0,148.7,148.7,29.74,-118.96,True,148.7
010952369C,9010952369,1,1659CR,12,5.0,0.0,148.7,148.7,29.74,-118.96,True,148.7
010959302C,9010959302,1,1659CR,12,5.0,0.0,148.7,148.7,29.74,-118.96,True,148.7
010720088C,9010720088,1,1659C2,12,25.0,0.0,123.25,123.25,4.93,-118.32,True,123.25
010768208C,9010768208,1,1659C2,12,25.0,0.0,123.25,123.25,4.93,-118.32,True,123.25
010775723C,9010775723,1,1659C2,12,25.0,0.0,123.25,123.25,4.93,-118.32,True,123.25
010781702C,9010781702,1,1659C2,12,25.0,0.0,123.25,123.25,4.93,-118.32,True,123.25
010787762C,9010787762,1,1659C2,12,25.0,0.0,123.25,123.25,4.93,-118.32,True,123.25
010864471C,9010864471,1,1659C2,12,25.0,0.0,123.25,123.25,4.93,-118.32,True,123.25
010991641C,9010991641,1,1659C2,12,25.0,0.0,123.25,123.25,4.93,-118.32,True,123.25
011113459C,9011113459,1,1659C2,12,25.0,0.0,123.25,123.25,4.93,-118.32,True,123.25
010783747C,9010783747,1,1659C2,3,25.0,0.0,121.16,121.16,4.8464,-116.3136,True,121.16
010736738C,9010736738,1,1659C2,12,25.0,0.0,121.0,121.0,4.84,-116.16,True,121.0
010748556C,9010748556,1,1659C2,12,25.0,0.0,121.0,121.0,4.84,-116.16,True,121.0
010753409C,9010753409,1,1659C2,12,25.0,0.0,121.0,121.0,4.84,-116.16,True,121.0
010763378C,9010763378,1,1659C2,12,25.0,0.0,121.0,121.0,4.84,-116.16,True,121.0
010777439C,9010777439,1,1659C2,12,25.0,0.0,121.0,121.0,4.84,-116.16,True,121.0
010785921C,9010785921,1,1659C2,12,25.0,0.0,121.0,121.0,4.84,-116.16,True,121.0
010791405C,9010791405,1,1659C2,12,25.0,0.0,121.0,121.0,4.84,-116.16,True,121.0
010800286C,9010800286,1,1659C2,12,25.0,0.0,121.0,121.0,4.84,-116.16,True,121.0
010802647C,9010802647,1,1659C2,12,25.0,0.0,121.0,121.0,4.84,-116.16,True,121.0
010806873C,9010806873,1,1659C2,12,25.0,0.0,121.0,121.0,4.84,-116.16,True,121.0
010813426C,9010813426,1,1659C2,12,25.0,0.0,121.0,121.0,4.84,-116.16,True,121.0
010814172C,9010814172,1,1659C2,12,25.0,0.0,121.0,121.0,4.84,-116.16,True,121.0
010815003C,9010815003,1,1659C2,12,25.0,0.0,121.0,121.0,4.84,-116.16,True,121.0
010830310C,9010830310,1,1659C2,12,25.0,0.0,121.0,121.0,4.84,-116.16,True,121.0
010851112C,9010851112,1,1659C2,12,25.0,0.0,121.0,121.0,4.84,-116.16,True,121.0
010852966C,9010852966,1,1659C2,12,25.0,0.0,121.0,121.0,4.84,-116.16,True,121.0
010872327C,9010872327,1,1659C2,12,25.0,0.0,121.0,121.0,4.84,-116.16,True,121.0
010911853C,9010911853,1,1659C2,12,25.0,0.0,121.0,121.0,4.84,-116.16,True,121.0
010974048C,9010974048,1,1659C2,12,25.0,0.0,121.0,121.0,4.84,-116.16,True,121.0
011002616C,9011002616,1,1659C2,12,25.0,0.0,121.0,121.0,4.84,-116.16,True,121.0
011006697C,9011006697,1,1659C2,12,25.0,0.0,121.0,121.0,4.84,-116.16,True,121.0
011050114C,9011050114,1,1659C2,12,25.0,0.0,121.0,121.0,4.84,-116.16,True,121.0
011071018C,9011071018,1,1659C2,12,25.0,0.0,121.0,121.0,4.84,-116.16,True,121.0
011071480C,9011071480,1,1659C2,12,25.0,0.0,121.0,121.0,4.84,-116.16,True,121.0
011079130C,9011079130,1,1659C2,12,25.0,0.0,121.0,121.0,4.84,-116.16,True,121.0
011118229C,9011118229,1,1659C2,12,25.0,0.0,121.0,121.0,4.84,-116.16,True,121.0
010779130C,9010779130,1,1659CR,6,5.0,0.0,144.95,144.95,28.99,-115.96,True,144.95
010836250C,9010836250,1,1659CR,6,5.0,0.0,144.95,144.95,28.99,-115.96,True,144.95
010825719C,9010825719,1,1659C2,12,25.0,0.0,119.0,119.0,4.76,-114.24,True,119.0
010756833C,9010756833,1,1658C1,12,50.0,0.0,116.5,116.5,2.33,-114.17,True,116.5
010786237C,9010786237,1,1659CR,12,5.0,0.0,142.1,142.1,28.42,-113.68,True,142.1
010789095C,9010789095,1,1659CR,12,5.0,0.0,142.1,142.1,28.42,-113.68,True,142.1
010892016C,9010892016,1,1659CR,12,5.0,0.0,142.1,142.1,28.42,-113.68,True,142.1
010786872C,9010786872,1,1658C1,12,25.0,0.0,117.75,117.75,4.71,-113.04,True,117.75
010785061C,9010785061,1,1659C2,12,25.0,0.0,117.25,117.25,4.69,-112.56,True,117.25
010791323C,9010791323,1,1659C2,12,25.0,0.0,117.25,117.25,4.69,-112.56,True,117.25
010803049C,9010803049,1,1659C2,3,25.0,0.0,117.05,117.05,4.682,-112.368,True,117.05
010797196C,9010797196,1,1658C1,3,50.0,0.0,114.08,114.08,2.2816,-111.7984,True,114.08
