reconstructed_claim_id,derivation_candidate_id,policy_number,transaction_codes,current_misroute,recommended_qladmin_domain,recommended_quikloan_fields,mintamt_misinterpretation,mapping_status,conversion_phase,governance_status,production_dbf_flag,rulebook_lineage,qladmin_manual_reference,lifepro_manual_reference
RC-9010887929-1-SURRENDER_CLAIM-C0-20171108,QDC-RC-9010887929-1-SURRENDER_CLAIM-C0-20171108,9010887929,0411|0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT|MLOANPRIN,17117.92,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010891075-1-SURRENDER_CLAIM-C0-20180501,QDC-RC-9010891075-1-SURRENDER_CLAIM-C0-20180501,9010891075,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,935.43,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010891075-1-SURRENDER_CLAIM-C1-20180701,QDC-RC-9010891075-1-SURRENDER_CLAIM-C1-20180701,9010891075,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,1548.02,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010891075-1-SURRENDER_CLAIM-C2-20190425,QDC-RC-9010891075-1-SURRENDER_CLAIM-C2-20190425,9010891075,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,37245.24,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010892327-1-SURRENDER_CLAIM-C0-20180418,QDC-RC-9010892327-1-SURRENDER_CLAIM-C0-20180418,9010892327,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,10.53,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010892695-1-SURRENDER_CLAIM-C0-20180105,QDC-RC-9010892695-1-SURRENDER_CLAIM-C0-20180105,9010892695,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,59293.59,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010895934-1-SURRENDER_CLAIM-C0-20180509,QDC-RC-9010895934-1-SURRENDER_CLAIM-C0-20180509,9010895934,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,174.32,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010895934-1-SURRENDER_CLAIM-C1-20190509,QDC-RC-9010895934-1-SURRENDER_CLAIM-C1-20190509,9010895934,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,188.25,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010895934-1-SURRENDER_CLAIM-C2-20200509,QDC-RC-9010895934-1-SURRENDER_CLAIM-C2-20200509,9010895934,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,203.3,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010895934-1-SURRENDER_CLAIM-C3-20210509,QDC-RC-9010895934-1-SURRENDER_CLAIM-C3-20210509,9010895934,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,219.54,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010895934-1-SURRENDER_CLAIM-C4-20220509,QDC-RC-9010895934-1-SURRENDER_CLAIM-C4-20220509,9010895934,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,656.39,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010895934-1-SURRENDER_CLAIM-C5-20230509,QDC-RC-9010895934-1-SURRENDER_CLAIM-C5-20230509,9010895934,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,237.21,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010895934-1-SURRENDER_CLAIM-C6-20240509,QDC-RC-9010895934-1-SURRENDER_CLAIM-C6-20240509,9010895934,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,256.17,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010895934-1-SURRENDER_CLAIM-C7-20250509,QDC-RC-9010895934-1-SURRENDER_CLAIM-C7-20250509,9010895934,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,724.61,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010895935-1-SURRENDER_CLAIM-C0-20180130,QDC-RC-9010895935-1-SURRENDER_CLAIM-C0-20180130,9010895935,0411|0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT|MLOANPRIN,62.43,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010895935-1-SURRENDER_CLAIM-C1-20180510,QDC-RC-9010895935-1-SURRENDER_CLAIM-C1-20180510,9010895935,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,134.39,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010895935-1-SURRENDER_CLAIM-C2-20180716,QDC-RC-9010895935-1-SURRENDER_CLAIM-C2-20180716,9010895935,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,1121.25,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010895936-1-SURRENDER_CLAIM-C0-20180130,QDC-RC-9010895936-1-SURRENDER_CLAIM-C0-20180130,9010895936,0411|0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT|MLOANPRIN,62.43,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010895936-1-SURRENDER_CLAIM-C1-20180510,QDC-RC-9010895936-1-SURRENDER_CLAIM-C1-20180510,9010895936,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,134.39,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010895936-1-SURRENDER_CLAIM-C2-20180716,QDC-RC-9010895936-1-SURRENDER_CLAIM-C2-20180716,9010895936,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,1121.25,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010897662-1-SURRENDER_CLAIM-C0-20180520,QDC-RC-9010897662-1-SURRENDER_CLAIM-C0-20180520,9010897662,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,216.26,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010897662-1-SURRENDER_CLAIM-C1-20190520,QDC-RC-9010897662-1-SURRENDER_CLAIM-C1-20190520,9010897662,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,233.54,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010897662-1-SURRENDER_CLAIM-C2-20200520,QDC-RC-9010897662-1-SURRENDER_CLAIM-C2-20200520,9010897662,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,252.21,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010897662-1-SURRENDER_CLAIM-C3-20200831,QDC-RC-9010897662-1-SURRENDER_CLAIM-C3-20200831,9010897662,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,362.46,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010897662-1-SURRENDER_CLAIM-C4-20210512,QDC-RC-9010897662-1-SURRENDER_CLAIM-C4-20210512,9010897662,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,254.74,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010897662-1-SURRENDER_CLAIM-C5-20220520,QDC-RC-9010897662-1-SURRENDER_CLAIM-C5-20220520,9010897662,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,263.39,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010897662-1-SURRENDER_CLAIM-C6-20230520,QDC-RC-9010897662-1-SURRENDER_CLAIM-C6-20230520,9010897662,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,284.44,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010897662-1-SURRENDER_CLAIM-C7-20240520,QDC-RC-9010897662-1-SURRENDER_CLAIM-C7-20240520,9010897662,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,821.71,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010897662-1-SURRENDER_CLAIM-C8-20250520,QDC-RC-9010897662-1-SURRENDER_CLAIM-C8-20250520,9010897662,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,324.52,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010897663-1-SURRENDER_CLAIM-C0-20180520,QDC-RC-9010897663-1-SURRENDER_CLAIM-C0-20180520,9010897663,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,93.08,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010897663-1-SURRENDER_CLAIM-C1-20190520,QDC-RC-9010897663-1-SURRENDER_CLAIM-C1-20190520,9010897663,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,100.52,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010897663-1-SURRENDER_CLAIM-C2-20200520,QDC-RC-9010897663-1-SURRENDER_CLAIM-C2-20200520,9010897663,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,108.55,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010897663-1-SURRENDER_CLAIM-C3-20200831,QDC-RC-9010897663-1-SURRENDER_CLAIM-C3-20200831,9010897663,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,152.72,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010897663-1-SURRENDER_CLAIM-C4-20210512,QDC-RC-9010897663-1-SURRENDER_CLAIM-C4-20210512,9010897663,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,97.02,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010897663-1-SURRENDER_CLAIM-C5-20220520,QDC-RC-9010897663-1-SURRENDER_CLAIM-C5-20220520,9010897663,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,100.13,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010897663-1-SURRENDER_CLAIM-C6-20230520,QDC-RC-9010897663-1-SURRENDER_CLAIM-C6-20230520,9010897663,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,108.14,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010897663-1-SURRENDER_CLAIM-C7-20240520,QDC-RC-9010897663-1-SURRENDER_CLAIM-C7-20240520,9010897663,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,307.31,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010897663-1-SURRENDER_CLAIM-C8-20250520,QDC-RC-9010897663-1-SURRENDER_CLAIM-C8-20250520,9010897663,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,116.89,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
RC-9010897664-1-SURRENDER_CLAIM-C0-20180320,QDC-RC-9010897664-1-SURRENDER_CLAIM-C0-20180320,9010897664,0412,QUIKCLMS (SURRENDER_CLAIM / CLAIMSTAT=99),QuikLoan + Loan History,MLOANACCR|MLOANBAL|MLOANINT,90.41,CANDIDATE_ONLY_NOT_CONVERTED,FUTURE_QUIKLOAN_WORKSTREAM,SEMANTIC_GOVERNANCE_HOLD,N,PHASE22C_CLAIM_DOMAIN_ELIGIBILITY|LIFEPRO_ACCOUNTING_TXN|QLADMIN_HELP,"docs/claims_conversion_reference/QLAdmin_Help.pdf p.74-75,827-828",LifePRO Accounting Transactions (4).pdf p.5 (04xx Borrowed Money)
