SOURCE_SEGMENT_ID,PARENT_COVERAGE_ID,PLAN,RESOLUTION_PATH,PCOVR_DESCRIPTION,SEX,BAND,UWCLASS,ATTAINED_AGE_SEQ,QL_AGE,VALUE,LINENO
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,17,17,1.15,4112
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,18,18,1.15,4113
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,19,19,1.15,4114
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,20,20,1.15,4115
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,21,21,1.15,4116
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,22,22,1.18,4117
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,23,23,1.21,4118
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,24,24,1.24,4119
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,25,25,1.28,4120
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,26,26,1.32,4121
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,27,27,1.37,4122
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,28,28,1.42,4123
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,29,29,1.49,4124
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,30,30,1.55,4125
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,31,31,1.62,4126
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,32,32,1.7,4127
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,33,33,1.79,4128
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,34,34,1.88,4129
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,35,35,1.99,4130
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,36,36,2.09,4131
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,37,37,2.22,4132
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,38,38,2.35,4203
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,39,39,2.48,4204
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,40,40,2.61,4205
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,41,41,2.76,4206
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,42,42,2.89,4207
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,43,43,3.04,4208
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,44,44,3.19,4209
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,45,45,3.33,4210
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,46,46,3.48,4211
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,47,47,3.63,4212
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,48,48,3.78,4213
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,49,49,3.95,4214
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,50,50,4.13,4215
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,51,51,4.35,4216
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,52,52,4.57,4217
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,53,53,4.83,4218
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,54,54,5.12,4219
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,55,55,5.42,4220
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,56,56,5.75,4221
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,57,57,6.08,4222
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,58,58,6.43,4223
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,59,59,6.8,4224
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,60,60,7.19,4225
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,61,61,7.61,4226
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,62,62,8.06,4227
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,63,63,8.58,4228
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,64,64,9.22,4229
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,65,65,10.01,4230
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,66,66,11.0,4231
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,67,67,12.23,4232
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,68,68,13.69,4233
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,69,69,15.38,4234
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,70,70,17.3,4235
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,71,71,19.46,4236
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,72,72,29.44,4237
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,73,73,35.52,4238
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,74,74,42.37,4239
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,75,75,49.97,4240
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,76,76,58.34,4241
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,77,77,67.46,4242
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,78,78,85.61,4243
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,79,79,95.96,4244
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,80,80,107.38,4245
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,81,81,118.86,4246
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,82,82,131.74,4247
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,83,83,146.11,4248
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,84,84,160.53,4249
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,01,SM,85,85,179.18,4250
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,1,01,0.93,4251
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,2,02,0.93,4252
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,3,03,0.93,4253
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,4,04,0.93,4254
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,5,05,0.93,4255
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,6,06,0.93,4256
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,7,07,0.93,4257
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,8,08,0.93,4258
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,9,09,0.93,4259
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,10,10,0.93,4260
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,11,11,0.93,4261
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,12,12,0.93,4262
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,13,13,0.93,4263
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,14,14,0.93,4264
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,15,15,0.93,4265
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,16,16,0.93,4266
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,17,17,0.93,4267
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,18,18,0.93,4268
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,19,19,0.93,4269
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,20,20,0.93,4270
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,21,21,0.93,4271
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,22,22,0.95,4272
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,40,40,1.63,4343
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,41,41,1.74,4344
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,42,42,1.87,4345
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,43,43,2.01,4346
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,44,44,2.19,4347
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,45,45,2.38,4348
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,46,46,2.61,4349
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,47,47,2.86,4350
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,48,48,3.15,4351
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,49,49,3.47,4352
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,50,50,3.82,4353
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,51,51,4.21,4354
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,52,52,4.64,4355
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,53,53,5.11,4356
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,54,54,5.62,4357
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,55,55,6.17,4358
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,56,56,6.78,4359
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,57,57,7.42,4360
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,58,58,8.12,4361
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,59,59,8.87,4362
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,60,60,9.68,4363
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,61,61,10.54,4364
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,62,62,11.46,4365
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,63,63,12.43,4366
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,64,64,13.47,4367
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,65,65,14.57,4368
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,66,66,15.74,4369
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,67,67,17.64,4370
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,68,68,19.41,4371
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,69,69,21.43,4372
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,70,70,23.88,4373
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,71,71,26.92,4374
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,72,72,30.51,4375
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,73,73,34.53,4376
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,74,74,39.04,4377
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,75,75,44.14,4378
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,76,76,49.89,4379
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,77,77,56.29,4380
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,78,78,63.29,4381
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,79,79,70.9,4382
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,80,80,79.1,4383
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,81,81,88.63,4384
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,82,82,99.14,4385
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,83,83,102.24,4386
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,84,84,112.41,4387
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,85,85,123.38,4388
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,86,86,134.9,4389
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,87,87,146.81,4390
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,88,88,158.95,4391
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,89,89,171.25,4392
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,90,90,183.89,4393
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,91,91,197.04,4394
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,92,92,211.02,4395
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,93,93,226.35,4396
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,94,94,244.53,4397
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,95,95,268.88,4398
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,96,96,305.38,4399
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,97,97,365.38,4400
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,98,98,475.07,4401
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,99,99,485.38,4402
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,PR,100,99,516.31,4403
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,SM,19,19,2.08,4404
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,SM,20,20,2.08,4405
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,SM,21,21,2.08,4406
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,SM,22,22,2.08,4407
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,SM,23,23,2.08,4408
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,SM,24,24,2.08,4409
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,SM,25,25,2.08,4410
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,SM,26,26,2.08,4411
667 ART,667 ART,5667AT,SEGMENT,Annual Renewable Term,M,04,SM,27,27,2.12,4412
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,23,23,0.97,4553
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,24,24,0.99,4554
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,25,25,1.01,4555
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,26,26,1.04,4556
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,27,27,1.06,4557
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,28,28,1.08,4558
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,29,29,1.12,4559
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,30,30,1.16,4560
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,31,31,1.19,4561
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,32,32,1.24,4562
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,33,33,1.28,4563
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,34,34,1.33,4564
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,35,35,1.39,4565
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,36,36,1.43,4566
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,37,37,1.49,4567
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,38,38,1.55,4568
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,39,39,1.6,4569
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,40,40,1.65,4570
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,41,41,1.71,4571
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,42,42,1.76,4572
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,43,43,1.82,4573
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,44,44,1.89,4574
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,45,45,1.96,4575
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,46,46,2.02,4576
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,47,47,2.14,4577
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,48,48,2.25,4578
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,49,49,2.38,4579
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,50,50,2.54,4580
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,51,51,2.72,4581
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,52,52,2.89,4582
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,53,53,3.06,4583
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,54,54,3.23,4584
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,55,55,3.4,4585
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,56,56,3.58,4586
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,57,57,3.72,4587
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,58,58,3.89,4588
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,59,59,4.05,4589
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,60,60,4.23,4590
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,61,61,4.42,4591
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,62,62,4.62,4592
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,63,63,4.85,4593
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,64,64,5.1,4594
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,65,65,5.39,4595
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,66,66,5.71,4596
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,67,67,6.08,4597
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,68,68,6.49,4598
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,69,69,6.94,4599
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,70,70,7.45,4600
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,71,71,8.0,4601
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,72,72,18.89,4602
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,73,73,20.72,4603
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,74,74,22.83,4604
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,75,75,25.38,4605
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,76,76,28.55,4606
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,77,77,32.27,4607
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,78,78,36.45,4608
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,79,79,41.15,4609
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,80,80,46.45,4610
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,81,81,52.43,4611
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,82,82,59.03,4612
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,83,83,66.37,4613
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,84,84,73.45,4614
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,PR,85,85,80.23,4615
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,SM,1,01,1.09,4616
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,SM,2,02,1.09,4617
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,SM,3,03,1.09,4618
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,SM,4,04,1.09,4619
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,SM,5,05,1.09,4620
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,SM,6,06,1.09,4621
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,02,SM,7,07,1.09,4622
8286 GI 2+,8286 GI 2+,982JPO,SEGMENT,Juvenile Future Purchase Option,M,01,SM,1,01,15.3,4693
8286 GI 2+,8286 GI 2+,982JPO,SEGMENT,Juvenile Future Purchase Option,M,01,SM,2,02,15.3,4694
8286 GI 2+,8286 GI 2+,982JPO,SEGMENT,Juvenile Future Purchase Option,M,01,SM,3,03,15.3,4695
8286 GI 2+,8286 GI 2+,982JPO,SEGMENT,Juvenile Future Purchase Option,M,01,SM,4,04,15.3,4696
8286 GI 2+,8286 GI 2+,982JPO,SEGMENT,Juvenile Future Purchase Option,M,01,SM,5,05,15.3,4697
8286 GI 2+,8286 GI 2+,982JPO,SEGMENT,Juvenile Future Purchase Option,M,01,SM,6,06,15.3,4698
8286 GI 2+,8286 GI 2+,982JPO,SEGMENT,Juvenile Future Purchase Option,M,01,SM,7,07,18.24,4699
8286 GI 2+,8286 GI 2+,982JPO,SEGMENT,Juvenile Future Purchase Option,M,01,SM,8,08,18.24,4700
8286 GI 2+,8286 GI 2+,982JPO,SEGMENT,Juvenile Future Purchase Option,M,01,SM,9,09,18.24,4701
