MPOLICY,MBENTYP,MDATE,MBEN
011059421C,12,20220917,10586.69
011060710C,11,20180714,277.63
011060710C,11,20190714,299.81
011060710C,11,20200714,323.77
011060710C,11,20210714,349.65
011060710C,11,20220714,377.59
011060710C,11,20230714,407.76
011060710C,12,20231003,320.94
011060710C,12,20231003,82.18
011060710C,11,20231003,315.86
011060710C,12,20231103,82.18
011060710C,12,20231103,283.03
011060710C,11,20231103,278.51
011060710C,12,20231204,244.91
011060710C,12,20231204,82.18
011060710C,11,20231204,240.96
011060710C,12,20240103,209.84
011060710C,12,20240103,82.18
011060710C,11,20240103,206.42
011060710C,12,20240205,172.42
011060710C,12,20240205,82.18
011060710C,11,20240205,169.59
011060710C,12,20240304,139.09
011060710C,12,20240304,82.18
011060710C,11,20240304,136.77
011060710C,12,20240403,106.59
011060710C,12,20240403,82.18
011060710C,11,20240403,104.80
011060710C,12,20240503,73.91
011060710C,12,20240503,82.18
011060710C,11,20240503,72.65
011060710C,12,20240603,42.09
011060710C,12,20240603,82.18
011060710C,11,20240603,41.36
011060710C,12,20240703,11.13
011060710C,12,20240703,82.18
011060710C,11,20240703,10.94
011060710C,11,20240714,372.59
011060710C,12,20240805,351.63
011060710C,12,20240805,82.18
011060710C,11,20240805,345.46
011060710C,12,20240903,317.86
011060710C,12,20240903,82.18
011060710C,11,20240903,312.22
011060710C,12,20241003,283.00
011060710C,12,20241003,82.18
011060710C,11,20241003,277.92
011060710C,12,20241104,248.07
011060710C,12,20241104,82.18
011060710C,11,20241104,243.56
011060710C,12,20241203,215.97
011060710C,12,20241203,82.18
011060710C,11,20241203,212.00
011060710C,12,20250103,183.81
011060710C,12,20250103,82.18
011060710C,11,20250103,180.38
011060710C,12,20250203,152.53
011060710C,12,20250203,82.18
011060710C,11,20250203,149.66
011060710C,12,20250303,122.16
011060710C,12,20250303,82.18
011060710C,11,20250303,119.83
011060710C,12,20250407,89.05
011060710C,12,20250407,82.18
011060710C,11,20250407,87.33
011060710C,12,20250505,62.31
011060710C,12,20250505,82.18
011060710C,11,20250505,61.09
011060710C,12,20250603,36.41
011060710C,12,20250603,82.18
011060710C,11,20250603,35.68
011060710C,12,20250704,8.73
011060710C,12,20250704,82.18
011060710C,11,20250704,8.56
011060710C,11,20250714,320.53
011060710C,12,20250804,82.18
011060710C,12,20250804,303.36
011060710C,11,20250804,297.18
011060710C,12,20250814,288.74
011060710C,12,20250814,296.71
011060710C,11,20250814,267.08
011060710C,12,20250903,252.21
011060710C,12,20250903,82.18
011060710C,11,20250903,246.56
011060710C,12,20251003,223.48
011060710C,12,20251003,82.18
011060710C,11,20251003,218.40
011060710C,12,20251103,195.70
011060710C,12,20251103,82.18
011060710C,11,20251103,191.18
011060710C,12,20251203,168.87
011060710C,12,20251203,82.18
011060710C,11,20251203,164.89
011060710C,12,20260105,141.49
011060710C,12,20260105,82.18
011060710C,11,20260105,138.11
011060710C,12,20260203,118.00
011060710C,12,20260203,82.18
011060710C,11,20260203,115.13
011060710C,12,20260303,93.98
011060710C,12,20260303,82.18
011060710C,11,20260303,91.64
011060710C,12,20260403,70.88
011060710C,12,20260403,82.18
011060710C,11,20260403,69.09
011060710C,12,20260504,48.04
011060710C,12,20260504,82.18
011060710C,11,20260504,46.80
011060710C,12,20260603,27.49
011060710C,12,20260603,82.18
011060710C,11,20260603,26.78
011061607C,12,20180202,93.90
011061607C,12,20180202,25.00
011061607C,11,20180202,92.87
011061607C,12,20180514,42.94
011061607C,12,20180514,84.49
011061607C,11,20180514,41.38
011061607C,11,20180810,181.72
011061607C,12,20180813,180.26
011061607C,12,20180813,168.27
011061607C,11,20180813,166.93
011061607C,12,20181115,125.12
011061607C,12,20181115,164.49
011061607C,11,20181115,115.54
011061607C,12,20190214,77.46
011061607C,12,20190214,125.00
011061607C,11,20190214,72.68
011061607C,12,20190516,35.03
011061607C,12,20190516,164.49
011061607C,11,20190516,32.05
011061607C,11,20190810,144.06
011061607C,12,20190813,142.90
011061607C,12,20190813,158.40
011061607C,11,20190813,130.36
011061607C,12,20191113,64.49
011061607C,11,20191113,94.64
011061607C,12,20191113,98.43
011061607C,12,20200110,74.89
011061607C,12,20200110,1632.69
011061723C,10,20250301,18.52
011061723C,11,20250301,0.60
011061723C,12,20250401,0.48
011061723C,10,20250401,18.52
011061723C,11,20250401,0.96
011061723C,12,20250501,0.72
011061723C,10,20250501,18.52
011061723C,11,20250501,1.09
011061723C,12,20250601,0.73
011061723C,10,20250601,18.52
011061723C,11,20250601,0.96
011061723C,12,20250701,0.48
011061723C,10,20250701,18.52
011061723C,11,20250701,0.60
011061723C,10,20250801,18.52
011061723C,11,20250801,9.02
011061723C,12,20250901,8.29
011061723C,10,20250901,18.52
011061723C,11,20250901,9.65
011061723C,12,20251001,8.80
011061723C,10,20251001,18.52
011061723C,11,20251001,10.03
011061723C,12,20251101,9.06
011061723C,10,20251101,18.52
011061723C,11,20251101,10.15
011061723C,12,20251201,9.05
011061723C,10,20251201,18.52
011061723C,11,20251201,10.03
011061723C,12,20260101,8.80
011061723C,10,20260101,18.52
011061723C,11,20260101,9.65
011061723C,12,20260201,8.30
011061723C,10,20260201,18.52
011061723C,11,20260201,9.02
011061723C,12,20260301,7.54
011061723C,10,20260301,18.52
011061723C,11,20260301,8.15
011061723C,12,20260401,6.54
011061723C,10,20260401,18.52
011061723C,11,20260401,7.02
011061723C,12,20260501,5.28
011061723C,10,20260501,18.52
011061723C,11,20260501,5.64
011066023C,11,20180101,33.87
011066023C,12,20180126,31.60
011066023C,12,20180126,426.11
011068750C,11,20180301,73.16
011068750C,11,20190301,79.00
011068750C,11,20200301,85.32
011068750C,11,20210301,92.14
011068750C,11,20220301,99.50
011068750C,11,20230301,107.45
011068750C,11,20240301,116.04
011068750C,11,20250301,125.31
011068750C,11,20260301,135.32
011068751C,11,20180301,64.93
011068751C,11,20190301,70.12
011068751C,11,20200301,75.72
011068751C,11,20210301,81.77
011068751C,11,20220301,88.30
011068751C,11,20230301,95.36
011068751C,11,20240301,102.98
011068751C,11,20250301,111.21
011068751C,11,20260301,120.10
011075595C,11,20180727,198.25
011075595C,11,20190727,214.10
011075595C,12,20200727,2893.21
011075596C,11,20180727,65.32
011075596C,11,20190727,70.54
011075596C,12,20200727,953.21
011075754C,10,20180803,77.00
011075754C,11,20180803,83.52
011075754C,10,20190803,20.79
011075754C,11,20190803,91.86
011075754C,12,20191103,69.55
011075754C,10,20191103,20.79
011075754C,11,20191103,70.79
011075754C,11,20200803,100.96
011075754C,11,20210803,109.03
011075754C,12,20220803,1473.38
011075863C,11,20180826,95.18
011075863C,11,20190826,102.78
011075863C,11,20200826,111.00
011075863C,11,20210826,119.87
011075863C,11,20220826,129.44
011075863C,11,20230826,139.79
011075863C,11,20240826,150.96
011075863C,11,20250826,163.02
011078262C,11,20181002,160.33
011078262C,11,20191002,173.14
011078262C,12,20200814,23.86
011078262C,12,20200814,2315.85
011078891C,12,20180121,8.14
011078891C,10,20180121,32.67
011078891C,11,20180121,10.08
011078891C,12,20180421,6.78
011078891C,10,20180421,32.67
011078891C,11,20180421,8.06
011078891C,10,20181021,32.67
011078891C,11,20181021,19.70
011078891C,12,20190121,14.92
011078891C,10,20190121,32.67
011078891C,11,20190121,16.85
011078891C,12,20190421,11.34
011078891C,10,20190421,32.67
011078891C,11,20190421,12.62
011078891C,12,20190721,6.37
011078891C,10,20190721,32.67
011078891C,11,20190721,7.01
011078891C,10,20191021,32.67
011078891C,11,20191021,32.02
011078891C,12,20200121,24.24
011078891C,10,20200121,32.67
011078891C,11,20200121,26.19
011078891C,12,20200421,17.63
011078891C,10,20200421,32.67
011078891C,11,20200421,18.91
011078891C,12,20200721,9.55
011078891C,10,20200721,32.67
011078891C,11,20200721,10.18
011078891C,10,20201021,32.67
011078891C,11,20201021,45.33
011078891C,12,20210121,34.32
011078891C,10,20210121,32.67
011078891C,11,20210121,36.27
011078891C,12,20210421,24.41
011078891C,10,20210421,32.67
011078891C,11,20210421,25.69
011078891C,12,20210721,12.97
011078891C,10,20210721,32.67
011078891C,11,20210721,13.60
011078891C,10,20211021,32.67
011078891C,11,20211021,59.71
011078891C,12,20220121,45.21
011078891C,10,20220121,32.67
011078891C,11,20220121,47.15
011078891C,12,20220421,31.73
011078891C,10,20220421,32.67
011078891C,11,20220421,33.01
011078891C,12,20220721,16.66
011078891C,10,20220721,32.67
011078891C,11,20220721,17.30
011078891C,10,20221021,32.67
011078891C,11,20221021,75.23
011078891C,12,20230121,56.96
011078891C,10,20230121,32.67
011078891C,11,20230121,58.90
011078891C,12,20230421,39.64
011078891C,10,20230421,32.67
011078891C,11,20230421,40.92
011078891C,12,20230721,20.65
011078891C,10,20230721,32.67
011078891C,11,20230721,21.29
011078891C,10,20231021,32.67
011078891C,11,20231021,92.00
011078891C,12,20240121,69.66
011078891C,10,20240121,32.67
011078891C,11,20240121,71.59
011078891C,12,20240421,48.18
011078891C,10,20240421,32.67
011078891C,11,20240421,49.47
011078891C,12,20240721,24.97
011078891C,10,20240721,32.67
011078891C,11,20240721,25.61
011078891C,10,20241021,32.67
011078891C,11,20241021,110.10
011078891C,12,20250121,83.36
011078891C,10,20250121,32.67
011078891C,11,20250121,85.30
011078891C,12,20250421,57.41
011078891C,10,20250421,32.67
011078891C,11,20250421,58.69
011078891C,12,20250721,29.63
011078891C,10,20250721,32.67
011078891C,11,20250721,30.26
011078891C,10,20251021,32.67
011078891C,11,20251021,129.65
011078891C,12,20260121,98.17
011078891C,10,20260121,32.67
011078891C,11,20260121,100.10
011078891C,12,20260421,67.37
011078891C,10,20260421,32.67
011078891C,11,20260421,68.66
011081463C,11,20180106,204.13
011081463C,11,20190106,220.44
011081463C,11,20200106,238.06
011081463C,11,20210106,257.08
011081463C,11,20220106,277.62
011081463C,11,20230106,299.81
011081463C,11,20240106,323.77
011081463C,11,20250106,349.64
011081463C,12,20250207,320.05
011081463C,12,20250207,323.77
011081463C,11,20250207,296.53
011081463C,11,20260106,349.83
011081463C,12,20260209,318.37
011081463C,12,20260209,323.94
011081463C,11,20260209,294.98
011081464C,11,20180201,142.55
011081464C,11,20190201,153.94
011081464C,11,20200201,166.24
011081464C,12,20201217,153.94
011081464C,11,20201217,20.11
011081464C,12,20201217,21.60
011081464C,11,20210201,167.10
011081464C,11,20220201,180.46
011081464C,11,20230201,194.88
011081464C,11,20240201,210.45
011081464C,12,20240301,194.36
011081464C,12,20240301,194.88
011081464C,11,20240301,180.06
011081464C,11,20250201,210.55
011081464C,12,20250301,194.97
011081464C,12,20250301,194.97
011081464C,11,20250301,180.63
011081464C,11,20260201,210.65
011081464C,12,20260301,195.06
011081464C,12,20260301,195.06
011081464C,11,20260301,180.71
011081465C,11,20180111,47.23
011081465C,11,20190111,51.00
011081465C,11,20200111,55.08
011081465C,11,20210111,59.48
011081465C,11,20220111,64.24
011081465C,11,20230111,69.37
011081465C,11,20240111,74.91
011081465C,11,20250111,80.90
011081465C,12,20250206,75.34
011081465C,12,20250206,74.91
011081465C,11,20250206,69.80
011081465C,11,20260111,80.93
011081465C,12,20260206,75.37
011081465C,12,20260206,74.95
011081465C,11,20260206,69.83
011087127C,11,20180407,470.71
011087127C,11,20190407,508.33
011087127C,11,20200407,548.95
011087127C,11,20210407,592.82
011087127C,12,20210728,414.87
011087127C,12,20210728,7596.17
011087128C,12,20180110,83.83
011087128C,12,20180110,27.00
011087128C,11,20180110,83.32
011087128C,12,20180214,50.94
011087128C,12,20180214,27.00
011087128C,11,20180214,50.64
011087128C,12,20180306,29.69
011087128C,12,20180306,27.00
011087128C,11,20180306,29.51
011087128C,11,20180407,357.36
011087128C,12,20180507,328.62
011087128C,12,20180507,25.00
011087128C,11,20180507,326.79
011087128C,12,20180509,324.88
011087128C,12,20180509,25.00
011087128C,11,20180509,323.06
011087128C,12,20180612,291.57
011087128C,12,20180612,27.00
011087128C,11,20180612,289.82
011087128C,12,20180706,266.92
011087128C,12,20180706,27.00
011087128C,11,20180706,265.31
011087128C,12,20180807,235.73
011087128C,12,20180807,25.00
011087128C,11,20180807,234.42
011087128C,12,20180907,205.77
011087128C,12,20180907,25.00
011087128C,11,20180907,204.62
011087128C,12,20181008,174.99
011087128C,12,20181008,25.00
011087128C,11,20181008,174.01
011087128C,12,20181207,117.39
011087128C,12,20181207,25.00
011087128C,11,20181207,116.74
011087128C,12,20190107,87.83
011087128C,12,20190107,25.00
011087128C,11,20190107,87.35
011087128C,12,20190207,58.42
011087128C,12,20190207,25.00
011087128C,11,20190207,58.10
011087128C,12,20190307,29.14
011087128C,12,20190307,25.00
011087128C,11,20190307,28.98
011087128C,11,20190407,362.66
011087128C,12,20190408,361.69
011087128C,12,20190408,25.00
011087128C,11,20190408,359.69
011087128C,12,20190507,331.65
011087128C,12,20190507,25.00
011087128C,11,20190507,329.83
011087128C,12,20190607,300.80
011087128C,12,20190607,25.00
011087128C,11,20190607,299.14
011087128C,12,20190708,269.11
011087128C,12,20190708,25.00
011087128C,11,20190708,267.63
011087128C,12,20190807,239.51
011087128C,12,20190807,25.00
011087128C,11,20190807,238.20
011087128C,12,20191007,179.79
011087128C,12,20191007,25.00
011087128C,11,20191007,178.81
011087128C,12,20191007,178.81
011087128C,12,20191007,25.00
011087128C,11,20191007,177.83
011087128C,12,20191008,176.86
011087128C,12,20191008,106.00
011087128C,11,20191008,172.73
011087128C,12,20191209,114.61
011087128C,12,20191209,25.00
011087128C,11,20191209,113.97
011087128C,12,20200207,58.31
011087128C,12,20200207,25.00
011087128C,11,20200207,57.99
011087128C,12,20200309,27.16
011087128C,12,20200309,25.00
011087128C,11,20200309,27.00
011087128C,11,20200407,361.95
011087128C,12,20200507,332.84
011087128C,12,20200507,25.00
011087128C,11,20200507,331.01
011087128C,12,20200608,300.90
011087128C,12,20200608,25.00
011087128C,11,20200608,299.25
011087128C,12,20200707,271.06
011087128C,12,20200707,25.00
011087128C,11,20200707,269.57
011087128C,12,20200807,240.38
011087128C,12,20200807,25.00
011087128C,11,20200807,239.07
011087128C,12,20200908,208.87
011087128C,12,20200908,25.00
011087128C,11,20200908,207.73
011087128C,12,20201109,148.05
011087128C,12,20201109,25.00
011087128C,11,20201109,147.26
011087128C,12,20210107,90.11
011087128C,12,20210107,25.00
011087128C,11,20210107,89.62
011087128C,12,20210208,58.95
011087128C,12,20210208,25.00
011087128C,11,20210208,58.63
011087128C,12,20210308,28.91
011087128C,12,20210308,25.00
011087128C,11,20210308,28.75
011087128C,11,20210407,372.16
011087128C,12,20210507,342.23
011087128C,12,20210507,25.00
011087128C,11,20210507,340.40
011087128C,12,20210607,310.44
011087128C,12,20210607,25.00
011087128C,11,20210607,308.79
011087128C,12,20210707,278.79
011087128C,12,20210707,25.00
011087128C,11,20210707,277.31
011087128C,12,20210728,4692.94
011087128C,12,20210728,256.31
011087230C,11,20180412,134.91
011087230C,12,20180501,124.93
011087230C,11,20180501,118.70
011087230C,12,20180501,128.14
011087230C,11,20190412,134.96
011087230C,12,20190429,128.92
011087230C,12,20190429,125.00
011087230C,11,20190429,119.41
011087230C,11,20200412,134.99
011087230C,12,20200507,126.07
011087230C,12,20200507,125.00
011087230C,11,20200507,116.80
011087230C,11,20210412,135.05
011087230C,12,20210510,125.05
011087230C,12,20210510,125.06
011087230C,11,20210510,115.86
011087230C,11,20220412,135.12
011087230C,12,20220506,126.55
011087230C,12,20220506,125.12
011087230C,11,20220506,117.23
011087230C,11,20230412,135.17
011087230C,12,20230501,128.41
011087230C,12,20230501,125.17
011087230C,11,20230501,118.94
011087230C,11,20240412,135.21
011087230C,12,20240429,129.14
011087230C,12,20240429,125.21
011087230C,11,20240429,119.62
011087230C,11,20250412,135.25
011087230C,12,20250502,128.11
011087230C,12,20250502,125.24
011087230C,11,20250502,118.67
011087230C,11,20260412,135.30
011087230C,12,20260506,126.72
011087230C,12,20260506,126.00
011087230C,11,20260506,117.33
011089397C,12,20180102,0.23
011089397C,12,20180102,3.11
011089397C,11,20180102,0.13
011089397C,12,20180130,0.10
011089397C,12,20180130,3.11
011089397C,11,20180130,0.04
011089397C,12,20180226,0.03
011089397C,12,20180226,1.56
011092549C,12,20171109,16.22
011092549C,10,20171109,7.43
011092549C,11,20171109,16.65
011092549C,12,20171209,14.87
011092549C,10,20171209,7.43
011092549C,11,20171209,15.26
011092549C,12,20180109,13.36
011092549C,10,20180109,7.43
011092549C,11,20180109,13.70
011092549C,12,20180209,11.74
011092549C,10,20180209,7.43
011092549C,11,20180209,12.02
011092549C,12,20180309,10.19
011092549C,10,20180309,7.43
011092549C,11,20180309,10.43
011092549C,12,20180409,8.34
011092549C,10,20180409,7.43
011092549C,11,20180409,8.54
011092549C,12,20180509,6.46
011092549C,10,20180509,7.43
011092549C,11,20180509,6.61
011092549C,12,20180609,4.40
011092549C,10,20180609,7.43
011092549C,11,20180609,4.49
011092549C,12,20180709,2.29
011092549C,10,20180709,7.43
011092549C,11,20180709,2.34
011092549C,11,20180809,28.70
011092549C,12,20180809,28.70
011092549C,10,20180809,7.43
011092549C,11,20180809,29.30
011092549C,12,20180909,26.90
011092549C,10,20180909,7.43
011092549C,11,20180909,27.44
011092549C,10,20181009,7.43
011092549C,12,20181009,25.05
011092549C,11,20181009,25.54
011092549C,12,20181109,23.01
011092549C,10,20181109,7.43
011092549C,11,20181109,23.45
011092549C,12,20181209,20.94
011092549C,10,20181209,7.43
011092549C,11,20181209,21.33
011092549C,12,20190109,18.67
011092549C,10,20190109,7.43
011092549C,11,20190109,19.01
011092549C,12,20190209,16.28
011092549C,10,20190209,7.43
011092549C,11,20190209,16.57
011092549C,12,20190309,14.05
011092549C,10,20190309,7.43
011092549C,11,20190309,14.29
011092549C,12,20190409,11.43
011092549C,10,20190409,7.43
011092549C,11,20190409,11.63
011092549C,12,20190509,8.80
011092549C,10,20190509,7.43
011092549C,11,20190509,8.94
011092549C,12,20190609,5.95
011092549C,10,20190609,7.43
011092549C,11,20190609,6.04
011092549C,12,20190709,3.08
011092549C,10,20190709,7.43
011092549C,11,20190709,3.13
011092549C,11,20190809,38.43
011092549C,12,20190809,38.43
011092549C,10,20190809,7.43
011092549C,11,20190809,39.02
011092549C,12,20190909,35.83
011092549C,10,20190909,7.43
011092549C,11,20190909,36.37
011092549C,12,20191009,33.22
011092549C,10,20191009,7.43
011092549C,11,20191009,33.71
011092549C,12,20191109,30.38
011092549C,10,20191109,7.43
011092549C,11,20191109,30.82
011092549C,12,20191209,27.53
011092549C,10,20191209,7.43
011092549C,11,20191209,27.92
011092549C,12,20200109,24.45
011092549C,10,20200109,7.43
011092549C,11,20200109,24.80
011092549C,12,20200209,21.26
011092549C,10,20200209,7.43
011092549C,11,20200209,21.54
011092549C,12,20200309,18.16
011092549C,10,20200309,7.43
011092549C,11,20200309,18.41
011092549C,12,20200409,14.73
011092549C,10,20200409,7.43
011092549C,11,20200409,14.92
011092549C,12,20200509,11.29
011092549C,10,20200509,7.43
011092549C,11,20200509,11.43
011092549C,12,20200609,7.60
011092549C,10,20200609,7.43
011092549C,11,20200609,7.70
011092549C,12,20200709,3.93
011092549C,10,20200709,7.43
011092549C,11,20200709,3.97
011092549C,11,20200809,48.93
011092549C,12,20200809,48.93
011092549C,10,20200809,7.43
011092549C,11,20200809,49.52
011092549C,12,20200909,45.46
011092549C,10,20200909,7.43
011092549C,11,20200909,46.00
011092549C,12,20201009,42.00
011092549C,10,20201009,7.43
011092549C,11,20201009,42.49
011092549C,11,20201109,38.72
011092549C,12,20201109,38.28
011092549C,10,20201109,7.43
011092549C,12,20201209,34.57
011092549C,10,20201209,7.43
011092549C,11,20201209,34.97
011092549C,12,20210109,30.61
011092549C,10,20210109,7.43
011092549C,11,20210109,30.94
011092549C,12,20210209,26.50
011092549C,10,20210209,7.43
011092549C,11,20210209,26.79
011092549C,12,20210309,22.71
011092549C,10,20210309,7.43
011092549C,11,20210309,22.96
011092549C,12,20210409,18.37
011092549C,10,20210409,7.43
011092549C,11,20210409,18.56
011092549C,12,20210509,14.04
011092549C,10,20210509,7.43
011092549C,11,20210509,14.19
011092549C,12,20210609,9.44
011092549C,10,20210609,7.43
011092549C,11,20210609,9.53
011092549C,12,20210709,4.86
011092549C,10,20210709,7.43
011092549C,11,20210709,4.91
011092549C,11,20210809,60.27
011092549C,12,20210809,60.27
011092549C,10,20210809,7.43
011092549C,11,20210809,60.86
011092549C,12,20210909,55.87
011092549C,10,20210909,7.43
011092549C,11,20210909,56.41
011092549C,12,20211009,51.50
011092549C,10,20211009,7.43
011092549C,11,20211009,52.00
011092549C,12,20211109,46.85
011092549C,10,20211109,7.43
011092549C,11,20211109,47.29
011092549C,12,20211209,42.23
011092549C,10,20211209,7.43
011092549C,11,20211209,42.61
011092549C,12,20220109,37.29
011092549C,10,20220109,7.43
011092549C,11,20220109,37.64
011092549C,12,20220209,32.24
011092549C,10,20220209,7.43
011092549C,11,20220209,32.53
011092549C,12,20220309,27.58
011092549C,10,20220309,7.43
011092549C,11,20220309,27.82
011092549C,12,20220409,22.26
011092549C,10,20220409,7.43
011092549C,11,20220409,22.45
011092549C,12,20220509,16.98
011092549C,10,20220509,7.43
011092549C,11,20220509,17.13
011092549C,12,20220609,11.40
011092549C,10,20220609,7.43
011092549C,11,20220609,11.49
011092549C,12,20220709,5.86
011092549C,10,20220709,7.43
011092549C,11,20220709,5.91
011092549C,11,20220809,72.51
011092549C,12,20220809,72.51
011092549C,10,20220809,7.43
011092549C,11,20220809,73.11
011092549C,12,20220909,67.12
011092549C,10,20220909,7.43
011092549C,11,20220909,67.66
011092549C,12,20221009,61.78
011092549C,10,20221009,7.43
011092549C,11,20221009,62.26
011092549C,12,20221109,56.09
011092549C,10,20221109,7.43
011092549C,11,20221109,56.53
011092549C,12,20221209,50.48
011092549C,10,20221209,7.43
011092549C,11,20221209,50.87
011092549C,12,20230109,44.52
011092549C,10,20230109,7.43
011092549C,11,20230109,44.86
011092549C,12,20230209,38.42
011092549C,10,20230209,7.43
011092549C,11,20230209,38.72
011092549C,12,20230309,32.83
011092549C,10,20230309,7.43
011092549C,11,20230309,33.07
011092549C,12,20230409,26.46
011092549C,10,20230409,7.43
011092549C,11,20230409,26.65
011092549C,12,20230509,20.16
011092549C,10,20230509,7.43
011092549C,11,20230509,20.30
011092549C,12,20230609,13.50
011092549C,10,20230609,7.43
011092549C,11,20230609,13.60
011092549C,12,20230709,6.93
011092549C,10,20230709,7.43
011092549C,11,20230709,6.98
011092549C,11,20230809,85.74
011092549C,12,20230809,85.74
011092549C,12,20230809,1072.88
011095330C,12,20180108,269.65
011095330C,12,20180108,30.00
011095330C,11,20180108,268.16
011095330C,12,20180208,232.93
011095330C,12,20180208,30.00
011095330C,11,20180208,231.63
011095330C,12,20180308,199.79
011095330C,12,20180308,30.00
011095330C,11,20180308,198.68
011095330C,12,20180409,162.26
011095330C,12,20180409,30.00
011095330C,11,20180409,161.36
011095330C,12,20180508,128.32
011095330C,12,20180508,30.00
011095330C,11,20180508,127.62
011095330C,12,20180608,92.28
011095330C,12,20180608,30.00
011095330C,11,20180608,91.77
011095330C,12,20180709,56.39
011095330C,12,20180709,30.00
011095330C,11,20180709,56.08
011095330C,12,20180808,21.81
011095330C,12,20180808,30.00
011095330C,11,20180808,21.69
011095330C,11,20180827,434.05
011095330C,12,20180910,418.01
011095330C,12,20180910,30.00
011095330C,11,20180910,415.71
011095330C,12,20181008,383.66
011095330C,12,20181008,30.00
011095330C,11,20181008,381.55
011095330C,12,20181108,346.05
011095330C,12,20181108,30.00
011095330C,11,20181108,344.14
011095330C,12,20181210,307.45
011095330C,12,20181210,30.00
011095330C,11,20181210,305.76
011095330C,12,20190108,272.48
011095330C,12,20190108,30.00
011095330C,11,20190108,270.99
011095330C,12,20190208,235.39
011095330C,12,20190208,30.00
011095330C,11,20190208,234.09
011095330C,12,20190308,201.91
011095330C,12,20190308,30.00
011095330C,11,20190308,200.80
011095330C,12,20190408,165.14
011095330C,12,20190408,30.00
011095330C,11,20190408,164.24
011095330C,11,20190508,129.00
011095330C,12,20190508,129.70
011095330C,12,20190508,30.00
011095330C,12,20190610,90.96
011095330C,12,20190610,30.00
011095330C,11,20190610,90.46
011095330C,12,20190708,58.16
011095330C,12,20190708,30.00
011095330C,11,20190708,57.84
011095330C,12,20190808,22.05
011095330C,12,20190808,30.00
011095330C,11,20190808,21.93
011095330C,11,20190827,438.81
011095330C,12,20190909,423.79
011095330C,12,20190909,30.00
011095330C,11,20190909,421.49
011095330C,12,20191008,388.03
011095330C,12,20191008,30.00
011095330C,11,20191008,385.91
011095330C,12,20191108,350.11
011095330C,12,20191108,30.00
011095330C,11,20191108,348.21
011095330C,12,20191209,312.37
011095330C,12,20191209,30.00
011095330C,11,20191209,310.68
011095330C,12,20200108,275.97
011095330C,12,20200108,30.00
011095330C,11,20200108,274.47
011095330C,12,20200210,236.24
011095330C,12,20200210,30.00
011095330C,11,20200210,234.96
011095330C,12,20200309,202.49
011095330C,12,20200309,30.00
011095330C,11,20200309,201.39
011095330C,12,20200408,166.58
011095330C,12,20200408,30.00
011095330C,11,20200408,165.68
011095330C,12,20200508,130.84
011095330C,12,20200508,30.00
011095330C,11,20200508,130.13
011095330C,12,20200608,94.09
011095330C,12,20200608,30.00
011095330C,11,20200608,93.58
011095330C,12,20200708,58.67
011095330C,12,20200708,30.00
011095330C,11,20200708,58.36
011095330C,12,20200810,19.91
011095330C,12,20200810,30.00
011095330C,11,20200810,19.80
011095330C,11,20200827,443.96
011095330C,12,20200908,429.90
011095330C,12,20200908,30.00
011095330C,11,20200908,427.58
011095330C,12,20201008,392.46
011095330C,12,20201008,30.00
011095330C,11,20201008,390.35
011095330C,12,20201109,352.85
011095330C,12,20201109,30.00
011095330C,11,20201109,350.96
011095330C,12,20201208,316.94
011095330C,12,20201208,30.00
011095330C,11,20201208,315.24
011095330C,12,20210108,278.84
011095330C,12,20210108,30.00
011095330C,11,20210108,277.35
011095330C,12,20210208,240.91
011095330C,12,20210208,30.00
011095330C,11,20210208,239.61
011095330C,12,20210308,206.67
011095330C,12,20210308,30.00
011095330C,11,20210308,205.57
011095330C,12,20210408,169.07
011095330C,12,20210408,30.00
011095330C,11,20210408,168.16
011095330C,12,20210510,130.43
011095330C,12,20210510,30.00
011095330C,11,20210510,129.74
011095330C,12,20210608,95.51
011095330C,12,20210608,30.00
011095330C,11,20210608,95.00
011095330C,12,20210708,59.56
011095330C,12,20210708,30.00
011095330C,11,20210708,59.24
011095330C,12,20210809,21.40
011095330C,12,20210809,30.00
011095330C,11,20210809,21.29
011095330C,11,20210827,449.51
011095330C,12,20210908,435.27
011095330C,12,20210908,30.00
011095330C,11,20210908,432.96
011095330C,12,20211008,397.40
011095330C,12,20211008,30.00
011095330C,11,20211008,395.29
011095330C,12,20211108,358.51
011095330C,12,20211108,30.00
011095330C,11,20211108,356.61
011095330C,12,20211208,320.97
011095330C,12,20211208,30.00
011095330C,11,20211208,319.27
011095330C,12,20220110,280.02
011095330C,12,20220110,30.00
011095330C,11,20220110,278.54
011095330C,12,20220208,244.00
011095330C,12,20220208,30.00
011095330C,11,20220208,242.71
011095330C,12,20220308,209.34
011095330C,12,20220308,30.00
011095330C,11,20220308,208.24
011095330C,12,20220408,171.26
011095330C,12,20220408,30.00
011095330C,11,20220408,170.36
011095330C,12,20220509,133.34
011095330C,12,20220509,30.00
011095330C,11,20220509,132.63
011095330C,12,20220608,96.76
011095330C,12,20220608,30.00
011095330C,11,20220608,96.25
011095330C,12,20220708,60.34
011095330C,12,20220708,30.00
011095330C,11,20220708,60.03
011095330C,12,20220808,22.88
011095330C,12,20220808,30.00
011095330C,11,20220808,22.77
011095330C,11,20220827,455.51
011095330C,12,20220908,441.08
011095330C,12,20220908,30.00
011095330C,11,20220908,438.77
