policy_number,beneficiary_sequence,beneficiary_count,beneficiary_codes_present,trust_present_flag,business_present_flag,percent_allocation_available_flag,duplicate_sequence_flag
9010814390,0,4,B1,N,N,Y,Y
9010814552,0,1,B1,N,Y,Y,N
9010814559,0,2,B1,N,N,Y,Y
9010814696,0,2,B1|B2,N,Y,N,Y
9010814933,0,3,B1,N,N,N,Y
9010814971,0,3,B1,N,N,N,Y
9010815003,0,3,B1|B2,N,N,N,Y
9010815118,0,2,B1|B2,N,N,N,Y
9010815236,0,2,B1|B2,N,Y,N,Y
9010815416,0,4,B1|B2,N,Y,N,Y
9010815417,0,3,B1|B2,N,N,N,Y
9010815642,0,2,B1,N,N,N,Y
9010815643,0,2,B1,N,N,N,Y
9010815945,0,18,B1,N,N,Y,Y
9010815946,0,6,B1,N,N,Y,Y
9010816070,0,4,B1,N,N,N,Y
9010816151,0,4,B1|B2,N,N,Y,Y
9010816156,0,1,B1,N,Y,Y,N
9010816224,0,4,B1,N,N,N,Y
9010816590,0,1,B1,N,N,Y,N
9010816928,0,1,B1,N,N,Y,N
9010817091,0,6,B1|B2,N,N,Y,Y
9010817130,0,2,B1|B2,N,N,N,Y
9010817132,0,2,B1|B2,N,N,N,Y
9010817304,0,1,B1,N,N,Y,N
9010817345,0,2,B1,N,N,N,Y
9010817415,0,1,B1,N,N,Y,N
9010817483,0,6,B1|B2,N,N,Y,Y
9010817500,0,2,B1|B2,N,N,N,Y
9010817639,0,2,B1|B2,N,N,N,Y
9010817803,0,1,B1,N,Y,Y,N
9010817808,0,2,B1|B2,N,N,N,Y
9010817930,0,2,B1,N,N,Y,Y
9010818008,0,5,B1|B2,N,N,N,Y
9010818531,0,2,B1|B2,N,Y,N,Y
9010818580,0,1,B1,N,N,Y,N
9010818663,0,1,B1,N,N,Y,N
9010818789,0,1,B1,N,Y,Y,N
9010818799,0,1,B1,N,N,Y,N
9010819280,0,3,B1|B2,N,N,N,Y
9010819955,0,1,B1,N,Y,Y,N
9010820386,0,1,B1,N,N,Y,N
9010820635,0,2,B1,N,N,Y,Y
9010820996,0,1,B1,N,N,Y,N
9010821322,0,2,B1|B2,N,N,N,Y
9010821385,0,4,B1|B2,N,N,Y,Y
9010822225,0,3,B1,N,N,N,Y
9010822238,0,1,B1,N,Y,Y,N
9010822243,0,5,B1,N,N,N,Y
9010823088,0,1,B1,N,N,Y,N
9010823095,0,2,B1,N,N,Y,Y
9010823600,0,1,B1,N,N,Y,N
9010823601,0,1,B1,N,N,Y,N
9010823866,0,2,B1|B2,N,N,N,Y
9010823867,0,3,B1|B2,N,N,N,Y
9010823868,0,4,B1|B2,N,N,N,Y
9010823869,0,3,B1|B2,N,N,N,Y
9010823870,0,3,B1|B2,N,N,N,Y
9010823906,0,5,B1|B2,N,N,N,Y
9010824296,0,1,B1,N,N,Y,N
9010824561,0,2,B1|B2,N,Y,N,Y
9010825438,0,1,B1,N,N,Y,N
9010825639,0,2,B1,N,Y,N,Y
9010825719,0,3,B1|B2,N,N,N,Y
9010825720,0,1,B1,N,N,Y,N
9010825968,0,2,B1|B2,N,N,N,Y
9010825969,0,1,B1,N,N,Y,N
9010826422,0,3,B1|B2,N,N,N,Y
9010826525,0,5,B1,N,N,N,Y
9010826532,0,2,B1,N,Y,N,Y
9010826544,0,1,B1,N,Y,Y,N
9010826547,0,2,B1,N,N,N,Y
9010826551,0,1,B1,N,Y,Y,N
9010826765,0,1,B1,N,Y,Y,N
9010826810,0,2,B1|B2,N,N,N,Y
9010826812,0,2,B1,N,N,N,Y
9010826903,0,1,B1,N,Y,Y,N
9010827014,0,2,B1,N,N,N,Y
9010827228,0,2,B1|B2,N,N,N,Y
9010827434,0,6,B1|B2,N,N,Y,Y
9010827528,0,4,B1,N,N,Y,Y
9010827675,0,2,B1|B2,N,Y,N,Y
9010827699,0,1,B1,N,N,Y,N
9010827865,0,1,B1,N,Y,Y,N
9010827956,0,1,B1,N,N,Y,N
9010828463,0,1,B1,N,Y,Y,N
9010828599,0,2,B1|B2,N,N,N,Y
9010828602,0,2,B1,N,N,N,Y
9010829154,0,1,B1,N,N,Y,N
9010829155,0,1,B1,N,N,Y,N
9010829171,0,2,B1|B2,N,N,N,Y
9010829587,0,2,B1,N,N,N,Y
9010829627,0,2,B1|B2,N,N,N,Y
9010829942,0,4,B1,N,N,N,Y
9010830094,0,3,B1|B2,N,Y,N,Y
9010830145,0,2,B1|B2,N,N,N,Y
9010830310,0,2,B1,N,N,N,Y
9010831097,0,2,B1,Y,Y,Y,Y
9010831150,0,2,B1,N,N,N,Y
9010831284,0,2,B1|B2,N,N,N,Y
9010831719,0,1,B1,N,N,Y,N
9010832626,0,3,B1|B2,N,N,N,Y
9010832681,0,4,B1|B2,N,N,Y,Y
9010833377,0,1,B1,N,N,Y,N
9010833378,0,3,B1|B2,N,N,N,Y
9010833740,0,14,B1,N,N,Y,Y
9010833858,0,1,B1,N,N,Y,N
9010834096,0,1,B1,N,Y,Y,N
9010834344,0,2,B1,N,N,Y,Y
9010834430,0,1,B1,N,N,Y,N
9010834450,0,3,B1|B2,N,N,N,Y
9010834451,0,3,B1|B2,N,N,N,Y
9010834574,0,2,B1|B2,N,N,N,Y
9010834575,0,2,B1|B2,N,N,N,Y
9010834689,0,2,B1,N,N,Y,Y
9010834690,0,4,B1,N,N,Y,Y
9010834719,0,2,B1,N,Y,N,Y
9010834745,0,1,B1,N,N,Y,N
9010835240,0,1,B1,N,Y,Y,N
9010835847,0,8,B1|B2,N,N,Y,Y
9010835891,0,8,B1|B2,N,N,N,Y
9010835949,0,1,B1,N,N,Y,N
9010836057,0,10,B1,N,N,N,Y
9010836250,0,1,B1,N,N,Y,N
9010836265,0,3,B1|B2,N,N,N,Y
9010836547,0,2,B1,N,Y,N,Y
9010836582,0,3,B1|B2,N,N,N,Y
9010836583,0,6,B1|B2,N,N,N,Y
9010836584,0,2,B1|B2,N,N,N,Y
9010837522,0,3,B1,N,N,N,Y
9010838129,0,1,B1,N,Y,Y,N
9010838364,0,3,B1,N,N,N,Y
9010838710,0,2,B1|B2,N,N,N,Y
9010838834,0,2,B1,N,Y,Y,Y
9010838863,0,9,B1|B2,N,Y,Y,Y
9010839122,0,3,B1|B2,N,N,N,Y
9010839234,0,3,B1,N,N,Y,Y
9010839714,0,1,B1,N,N,Y,N
9010839784,0,3,B1|B2,N,N,N,Y
9010839849,0,2,B1|B2,N,N,N,Y
9010840477,0,3,B1|B2,N,N,N,Y
9010840582,0,2,B1,N,N,N,Y
9010840772,0,2,B1,N,N,N,Y
9010840776,0,2,B1,N,N,N,Y
9010840779,0,2,B1,N,N,N,Y
9010840780,0,3,B1,N,N,N,Y
9010841063,0,2,B1,N,N,N,Y
9010841345,0,1,B1,N,N,Y,N
9010841421,0,3,B1|B2,N,N,N,Y
9010841424,0,4,B1,N,N,N,Y
9010841470,0,4,B1,N,N,N,Y
9010841471,0,1,B1,N,Y,Y,N
9010841783,0,1,B1,N,N,Y,N
9010842016,0,2,B1,N,N,N,Y
9010842017,0,2,B1,N,N,N,Y
9010842026,0,6,B1|B2,N,N,Y,Y
9010842282,0,2,B1|B2,N,N,N,Y
9010842291,0,1,B1,N,N,Y,N
9010842315,0,6,B1|B2,N,N,Y,Y
9010842541,0,1,B1,N,Y,Y,N
9010842641,0,2,B1|B2,N,N,N,Y
9010842786,0,4,B1|B2,N,N,N,Y
9010842962,0,2,B1|B2,N,N,N,Y
9010842969,0,1,B1,N,N,Y,N
9010843092,0,2,B1,N,N,N,Y
9010843137,0,4,B1|B2,N,Y,Y,Y
9010843233,0,3,B1|B2,N,N,N,Y
9010843553,0,3,B1|B2,N,N,N,Y
9010844322,0,1,B1,N,N,Y,N
9010844324,0,4,B1|B2,N,N,N,Y
9010844428,0,1,B1,N,Y,Y,N
9010844499,0,2,B1|B2,N,N,N,Y
9010845094,0,2,B1|B2,N,N,N,Y
9010845099,0,3,B1|B2,N,N,N,Y
9010845194,0,1,B1,N,Y,Y,N
9010845307,0,12,B1,N,N,Y,Y
9010845548,0,2,B1|B2,N,N,N,Y
9010845709,0,2,B1,N,N,N,Y
9010845862,0,3,B1|B2,N,N,N,Y
9010845863,0,2,B1|B2,N,N,N,Y
9010845864,0,2,B1|B2,N,N,N,Y
9010845878,0,1,B1,N,N,Y,N
9010846244,0,2,B1|B2,N,N,N,Y
9010846459,0,6,B1,N,N,N,Y
9010846781,0,6,B1|B2,N,N,N,Y
9010847123,0,2,B1,N,N,N,Y
9010847191,0,3,B1|B2,N,Y,N,Y
9010847466,0,14,B1|B2,N,Y,N,Y
9010847479,0,3,B1|B2,N,N,N,Y
9010847480,0,3,B1|B2,N,N,N,Y
9010847488,0,4,B1,N,N,N,Y
9010847570,0,1,B1,N,N,Y,N
9010848085,0,1,B1,N,N,Y,N
9010848296,0,1,B1,N,N,Y,N
9010848398,0,4,B1|B2,N,N,N,Y
9010848644,0,1,B1,N,N,Y,N
9010849668,0,1,B1,N,N,Y,N
9010849699,0,2,B1|B2,N,Y,N,Y
9010849882,0,12,B1|B2,N,N,Y,Y
9010849977,0,1,B1,N,N,Y,N
9010850270,0,1,B1,N,Y,Y,N
9010850533,0,2,B1,N,N,N,Y
9010851148,0,1,B1,N,N,Y,N
9010851577,0,2,B1,N,N,N,Y
9010852368,0,2,B1|B2,N,N,N,Y
9010852865,0,1,B1,N,N,Y,N
9010852966,0,1,B1,N,N,Y,N
9010853285,0,1,B1,N,N,Y,N
9010853288,0,5,B1,N,N,N,Y
9010853539,0,4,B1|B2,N,N,N,Y
9010854307,0,3,B1|B2,N,N,N,Y
9010854364,0,2,B1,N,N,N,Y
9010855165,0,3,B1|B2,N,N,N,Y
9010855995,0,3,B1|B2,N,N,N,Y
9010856175,0,2,B1,N,Y,N,Y
9010856188,0,1,B1,N,N,Y,N
9010856918,0,1,B1,N,N,Y,N
9010856920,0,2,B1,N,N,N,Y
9010857115,0,1,B1,N,N,Y,N
9010857119,0,3,B1|B2,N,N,N,Y
9010857637,0,3,B1|B2,N,N,N,Y
9010857638,0,1,B1,N,N,Y,N
9010857881,0,2,B1,N,Y,Y,Y
9010858443,0,2,B1|B2,N,N,N,Y
9010858488,0,1,B1,N,N,Y,N
9010858489,0,2,B1,N,N,N,Y
9010858518,0,1,B1,N,N,Y,N
9010858907,0,4,B1,N,Y,N,Y
9010859093,0,2,B1,N,N,Y,Y
9010859282,0,2,B1|B2,N,Y,N,Y
9010859462,0,8,B1,N,N,N,Y
9010859658,0,2,B1|B2,N,Y,N,Y
9010860471,0,2,B1|B2,N,N,N,Y
9010860472,0,1,B1,N,N,Y,N
9010860628,0,1,B1,N,N,Y,N
9010860900,0,2,B1,N,N,N,Y
9010860970,0,1,B1,N,N,Y,N
9010862097,0,2,B1|B2,N,N,N,Y
9010863167,0,1,B1,N,Y,Y,N
9010863334,0,2,B1|B2,N,N,N,Y
9010863788,0,2,B1,N,N,N,Y
9010863838,0,1,B1,N,Y,Y,N
9010866396,0,2,B1,N,Y,N,Y
9010867962,0,1,B1,N,N,Y,N
9010869452,0,1,B1,N,N,Y,N
9010869804,0,1,B1,N,N,Y,N
9010870474,0,1,B1,N,N,Y,N
9010871146,0,2,B1,N,Y,Y,Y
9010871793,0,1,B1,N,Y,Y,N
9010872109,0,1,B1,N,N,Y,N
9010872324,0,5,B1|B2,N,Y,N,Y
9010872327,0,2,B1,N,N,Y,Y
9010872331,0,2,B1,N,N,N,Y
9010872404,0,3,B1|B2,N,N,N,Y
9010872406,0,3,B1|B2,N,N,N,Y
9010872416,0,2,B1|B2,N,N,N,Y
9010872417,0,6,B1|B2,N,N,N,Y
9010872522,0,3,B1|B2,N,N,N,Y
9010872526,0,1,B1,N,N,Y,N
9010873140,0,1,B1,N,Y,Y,N
9010873154,0,2,B1|B2,N,N,N,Y
9010873285,0,3,B1|B2,N,N,N,Y
9010874688,0,2,B1|B2,N,N,N,Y
9010874801,0,1,B1,N,N,Y,N
9010875065,0,2,B1|B2,N,N,N,Y
9010875783,0,1,B1,N,N,Y,N
9010875937,0,1,B1,N,Y,Y,N
9010876417,0,2,B1|B2,N,Y,N,Y
9010877012,0,2,B1|B2,N,N,N,Y
9010877072,0,2,B1|B2,N,N,N,Y
9010877478,0,1,B1,N,N,Y,N
9010877715,0,2,B1|B2,N,N,N,Y
9010877890,0,2,B1|B2,N,N,N,Y
9010878315,0,1,B1,N,Y,Y,N
9010878316,0,1,B1,N,Y,Y,N
9010878592,0,2,B1|B2,N,N,N,Y
9010879082,0,2,B1|B2,N,N,N,Y
9010879083,0,2,B1|B2,N,N,N,Y
9010879203,0,4,B1,N,N,Y,Y
9010880225,0,1,B1,N,N,Y,N
9010880469,0,1,B1,N,N,Y,N
9010881096,0,1,B1,N,N,Y,N
9010881301,0,2,B1,N,N,N,Y
9010881974,0,1,B1,N,Y,Y,N
9010881975,0,3,B1|B2,N,N,N,Y
9010882195,0,1,B1,N,N,Y,N
9010882416,0,2,B1,N,N,Y,Y
9010883239,0,1,B1,N,N,Y,N
9010883245,0,2,B1|B2,N,Y,N,Y
9010883246,0,2,B1|B2,N,Y,N,Y
9010883564,0,2,B1,N,N,N,Y
9010884052,0,3,B1,N,N,N,Y
9010885383,0,1,B1,N,N,Y,N
9010885442,0,6,B1|B2,N,N,N,Y
9010886805,0,1,B1,N,Y,Y,N
9010886812,0,1,B1,N,N,Y,N
9010886851,0,1,B1,N,N,Y,N
9010887617,0,2,B1|B2,N,N,N,Y
9010887923,0,2,B1|B2,N,N,N,Y
9010888232,0,1,B1,N,N,Y,N
9010888338,0,1,B1,N,Y,Y,N
9010888339,0,1,B1,N,N,Y,N
9010888649,0,1,B1,N,N,Y,N
9010888941,0,2,B1|B2,N,N,N,Y
9010889364,0,1,B1,N,N,Y,N
9010889547,0,1,B1,N,N,Y,N
9010890614,0,1,B1,N,Y,Y,N
9010890627,0,1,B1,N,Y,Y,N
9010891074,0,2,B1|B2,N,N,N,Y
9010891075,0,2,B1,N,N,N,Y
9010891079,0,2,B1|B2,N,Y,N,Y
9010891307,0,1,B1,N,N,Y,N
9010891309,0,4,B1|B2,N,N,N,Y
9010891328,0,2,B1,N,N,N,Y
9010892327,0,6,B1|B2,N,N,Y,Y
9010892685,0,2,B1|B2,N,N,N,Y
9010892691,0,1,B1,N,N,Y,N
9010892693,0,1,B1,N,N,Y,N
9010893387,0,1,B1,N,N,Y,N
9010893908,0,2,B1|B2,N,N,N,Y
9010893949,0,1,B1,N,N,Y,N
9010893950,0,2,B1|B2,N,Y,N,Y
9010894743,0,2,B1|B2,N,N,N,Y
9010894951,0,1,B1,N,N,Y,N
9010895253,0,2,B1|B2,N,N,N,Y
9010895675,0,1,B1,N,N,Y,N
9010895689,0,1,B1,N,N,Y,N
9010895934,0,1,B1,N,N,Y,N
9010895935,0,1,B1,N,N,Y,N
9010895936,0,1,B1,N,N,Y,N
9010895937,0,3,B1,N,N,N,Y
9010895938,0,2,B1|B2,N,N,N,Y
9010896144,0,1,B1,N,N,Y,N
9010896866,0,1,B1,N,N,Y,N
9010896915,0,2,B1|B2,N,Y,N,Y
9010896924,0,2,B1,N,N,N,Y
9010896931,0,1,B1,N,N,Y,N
9010897295,0,2,B2,N,N,N,Y
9010897303,0,2,B1|B2,N,Y,N,Y
9010897521,0,1,B1,N,Y,Y,N
9010898471,0,3,B1|B2,N,N,N,Y
9010898542,0,2,B1|B2,N,N,N,Y
9010898545,0,1,B1,N,Y,Y,N
9010900142,0,12,B1,N,N,N,Y
9010900144,0,1,B1,N,N,Y,N
9010900145,0,8,B1,N,N,N,Y
9010900152,0,2,B1|B2,N,N,N,Y
9010900154,0,3,B1|B2,N,N,N,Y
9010900517,0,1,B1,N,N,Y,N
9010900529,0,2,B1|B2,N,N,N,Y
9010900530,0,2,B1|B2,N,N,N,Y
9010900620,0,1,B1,N,Y,Y,N
9010900623,0,1,B1,N,N,Y,N
9010901657,0,2,B1|B2,N,N,N,Y
9010901775,0,2,B1|B2,N,N,N,Y
9010901787,0,4,B1,N,N,Y,Y
9010901824,0,2,B1,N,N,N,Y
9010901830,0,3,B1|B2,N,N,N,Y
9010901833,0,2,B1,N,N,N,Y
9010902761,0,1,B1,N,N,Y,N
9010902903,0,2,B1|B2,N,N,N,Y
9010903919,0,2,B1,N,Y,Y,Y
9010903927,0,1,B1,N,Y,Y,N
9010904097,0,2,B1,N,N,Y,Y
9010904649,0,1,B1,N,Y,Y,N
9010904654,0,2,B1,N,Y,N,Y
9010904798,0,2,B1|B2,N,N,N,Y
9010904802,0,2,B1|B2,N,N,N,Y
9010904805,0,4,B1|B2,N,N,N,Y
9010905337,0,10,B1,N,N,N,Y
9010905677,0,4,B1,N,N,N,Y
9010906254,0,1,B1,N,N,Y,N
9010907385,0,3,B1|B2,N,N,N,Y
9010908669,0,1,B1,N,N,Y,N
9010909767,0,2,B1,N,Y,N,Y
9010910320,0,2,B1,N,N,Y,Y
9010911627,0,6,B1|B2,N,N,N,Y
9010912454,0,1,B1,N,N,Y,N
9010913059,0,2,B1|B2,N,N,N,Y
9010913060,0,2,B1|B2,N,N,N,Y
9010913101,0,1,B1,N,N,Y,N
9010913253,0,1,B1,N,N,Y,N
9010913551,0,2,B1|B2,N,N,N,Y
9010914301,0,2,B1,N,N,N,Y
9010914378,0,1,B1,N,N,Y,N
9010914384,0,4,B1|B2,N,N,N,Y
9010915030,0,1,B1,N,Y,Y,N
9010915533,0,1,B1,N,Y,Y,N
9010915619,0,1,B1,N,Y,Y,N
9010915620,0,3,B1|B2,N,N,N,Y
9010916260,0,1,B1,N,Y,Y,N
9010916879,0,3,B1|B2,N,N,N,Y
9010917172,0,12,B1|B2,N,N,Y,Y
9010917522,0,3,B1|B2,N,N,N,Y
9010917599,0,1,B1,N,N,Y,N
9010917600,0,1,B1,N,N,Y,N
9010917604,0,1,B1,N,N,Y,N
9010918786,0,2,B1,N,N,N,Y
9010918787,0,2,B1,N,N,N,Y
9010919258,0,2,B1,N,N,N,Y
9010919431,0,2,B1,N,Y,N,Y
9010920186,0,2,B1,N,N,N,Y
9010920785,0,2,B1|B2,N,N,N,Y
9010920798,0,1,B1,N,N,Y,N
9010921865,0,2,B1,N,Y,Y,Y
9010924474,0,1,B1,N,N,Y,N
9010924475,0,1,B1,N,N,Y,N
9010927421,0,3,B1|B2,N,N,N,Y
9010927885,0,1,B1,N,N,Y,N
9010928016,0,1,B1,N,N,Y,N
9010928495,0,4,B1,N,N,N,Y
9010928498,0,2,B1|B2,N,N,N,Y
9010928775,0,2,B1|B2,N,N,N,Y
9010929235,0,1,B1,N,N,Y,N
9010929367,0,1,B1,N,N,Y,N
9010929794,0,1,B1,N,N,Y,N
9010929982,0,2,B1|B2,N,Y,N,Y
9010933370,0,4,B1|B2,N,N,N,Y
9010934017,0,4,B1|B2,N,N,N,Y
9010935366,0,1,B1,N,N,Y,N
9010935469,0,3,B1|B2,N,N,N,Y
9010935470,0,3,B1|B2,N,N,N,Y
9010936183,0,1,B1,N,Y,Y,N
9010936381,0,2,B1,N,N,Y,Y
9010936709,0,3,B1|B2,N,N,N,Y
9010936713,0,2,B1,N,N,N,Y
9010937092,0,2,B1,N,Y,N,Y
9010938121,0,2,B1|B2,N,Y,N,Y
9010939731,0,2,B1|B2,N,N,N,Y
9010940594,0,1,B1,N,N,Y,N
9010940855,0,1,B1,N,N,Y,N
9010941103,0,12,B1,N,N,Y,Y
9010942232,0,2,B1|B2,N,N,N,Y
9010942233,0,1,B1,N,Y,Y,N
9010942239,0,2,B1,N,N,Y,Y
9010942246,0,1,B1,N,N,Y,N
9010942439,0,2,B1,N,N,N,Y
9010943849,0,3,B1,N,Y,Y,Y
9010945534,0,3,B1|B2,N,Y,N,Y
9010946392,0,2,B1|B2,N,N,N,Y
9010946394,0,2,B1,N,N,N,Y
9010946649,0,3,B1,N,N,Y,Y
9010947021,0,6,B1,N,N,N,Y
9010947866,0,4,B1|B2,N,N,N,Y
9010948195,0,1,B1,N,N,Y,N
9010948241,0,8,B1,N,N,N,Y
9010949295,0,3,B1|B2,N,N,N,Y
9010950970,0,2,B1,N,N,N,Y
9010952064,0,1,B1,N,Y,Y,N
9010952069,0,4,B1,N,N,N,Y
9010952369,0,4,B1|B2,N,N,Y,Y
9010953834,0,2,B1,N,N,N,Y
9010954823,0,2,B1|B2,N,N,N,Y
9010956992,0,1,B1,N,N,Y,N
9010958111,0,5,B1,N,N,N,Y
9010958268,0,1,B1,N,N,Y,N
9010958446,0,1,B1,N,N,Y,N
9010959302,0,1,B1,N,N,Y,N
9010960590,0,2,B1,N,N,Y,Y
9010963046,0,4,B1|B2,N,N,Y,Y
9010965143,0,1,B1,N,N,Y,N
9010966767,0,1,B1,N,N,Y,N
9010968689,0,2,B1|B2,N,Y,N,Y
9010968808,0,1,B1,N,N,Y,N
9010968811,0,1,B1,N,N,Y,N
9010968813,0,1,B1,N,N,Y,N
9010968814,0,2,B1,N,N,N,Y
9010968815,0,1,B1,N,N,Y,N
9010968816,0,2,B1,N,N,N,Y
9010968821,0,2,B1,N,N,N,Y
9010969153,0,4,B1|B2,N,N,N,Y
9010969227,0,1,B1,N,Y,Y,N
9010969329,0,1,B1,N,N,Y,N
9010971527,0,1,B1,N,Y,Y,N
9010971528,0,2,B1|B2,N,N,N,Y
9010974140,0,2,B1,N,N,Y,Y
9010974838,0,1,B1,N,N,Y,N
9010977876,0,3,B1|B2,N,N,N,Y
9010978232,0,2,B1|B2,N,Y,N,Y
9010979722,0,1,B1,N,Y,Y,N
9010981739,0,2,B1|B2,N,N,N,Y
9010983828,0,1,B1,N,Y,Y,N
9010984316,0,1,B1,N,N,Y,N
9010985217,0,2,B1|B2,N,N,N,Y
9010986137,0,1,B1,N,N,Y,N
9010986699,0,1,B1,N,N,Y,N
9010987095,0,2,B1|B2,N,N,N,Y
9010988454,0,1,B1,N,N,Y,N
9010988538,0,2,B1|B2,N,N,N,Y
9010989073,0,6,B1,N,N,Y,Y
9010989913,0,1,B1,N,N,Y,N
9010990148,0,3,B1,N,N,N,Y
9010991949,0,2,B1,N,N,N,Y
9010992096,0,3,B1|B2,N,N,N,Y
9010993014,0,1,B1,N,N,Y,N
9010993098,0,1,B1,N,N,Y,N
9010993841,0,2,B1,N,Y,Y,Y
9010994236,0,1,B1,N,N,Y,N
9010996690,0,1,B1,N,N,Y,N
9010996841,0,1,B1,N,N,Y,N
9010996983,0,1,B1,N,N,Y,N
9011000026,0,3,B1|B2,N,N,N,Y
9011000854,0,5,B1,N,N,N,Y
9011001627,0,4,B1|B2,N,Y,Y,Y
9011001984,0,2,B1|B2,N,N,N,Y
9011002095,0,1,B1,N,N,Y,N
9011002254,0,6,B1|B2,N,N,Y,Y
9011002664,0,3,B1|B2,N,Y,N,Y
9011003162,0,2,B1,N,N,N,Y
9011003325,0,3,B1|B2,N,N,N,Y
9011004112,0,2,B1|B2,N,N,N,Y
9011004587,0,1,B1,N,N,Y,N
9011005041,0,3,B1|B2,N,N,N,Y
9011005348,0,1,B1,N,N,Y,N
9011005435,0,1,B1,N,N,Y,N
9011005855,0,1,B1,N,N,Y,N
9011008665,0,3,B1,N,N,N,Y
9011008708,0,1,B1,N,N,Y,N
9011011703,0,2,B1|B2,N,N,N,Y
9011013545,0,1,B1,N,Y,Y,N
9011014276,0,1,B1,N,Y,Y,N
9011014578,0,1,B1,N,N,Y,N
9011014739,0,1,B1,N,N,Y,N
9011015419,0,2,B1|B2,N,N,N,Y
9011015985,0,2,B1,N,N,N,Y
9011016527,0,1,B1,N,Y,Y,N
9011016867,0,2,B1,N,N,N,Y
9011017289,0,3,B1|B2,N,N,N,Y
9011017841,0,2,B1|B2,N,N,N,Y
9011019414,0,1,B1,N,N,Y,N
9011019552,0,3,B1|B2,N,Y,N,Y
9011023481,0,3,B1|B2,N,N,N,Y
9011023549,0,1,B1,N,N,Y,N
9011024164,0,2,B1|B2,N,N,N,Y
9011024459,0,1,B1,N,N,Y,N
9011025059,0,1,B1,N,Y,Y,N
9011025088,0,3,B1|B2,N,N,N,Y
9011025405,0,1,B1,N,N,Y,N
9011025612,0,1,B1,N,N,Y,N
9011026337,0,2,B1|B2,N,Y,N,Y
9011029696,0,2,B1|B2,N,N,N,Y
9011030877,0,2,B1|B2,N,N,N,Y
9011033048,0,1,B1,N,N,Y,N
9011033416,0,1,B1,N,N,Y,N
9011033576,0,2,B1|B2,N,N,N,Y
9011034306,0,1,B1,N,Y,Y,N
9011035773,0,2,B1|B2,N,Y,N,Y
9011036054,0,3,B1|B2,N,N,N,Y
9011038065,0,2,B1|B2,Y,N,N,Y
9011038386,0,3,B1|B2,N,Y,N,Y
9011038778,0,1,B1,N,N,Y,N
9011038780,0,1,B1,N,Y,Y,N
9011038794,0,3,B1,N,N,N,Y
9011039701,0,1,B1,N,N,Y,N
9011040022,0,1,B1,N,N,Y,N
9011040294,0,2,B1,N,N,N,Y
9011040826,0,1,B1,N,N,Y,N
9011041120,0,3,B1,N,N,N,Y
9011041220,0,1,B1,N,N,Y,N
9011041479,0,1,B1,N,N,Y,N
9011042434,0,2,B1|B2,N,N,N,Y
9011042637,0,1,B1,N,N,Y,N
9011042946,0,8,B1,N,N,N,Y
9011043749,0,1,B1,N,Y,Y,N
9011044127,0,6,B1,N,N,Y,Y
9011044131,0,6,B1,N,N,Y,Y
9011044132,0,9,B1|B2,N,Y,Y,Y
9011044395,0,2,B1,N,N,N,Y
9011045128,0,2,B1,N,N,N,Y
9011045129,0,1,B1,N,N,Y,N
9011045350,0,3,B1,N,N,Y,Y
9011045407,0,1,B1,N,Y,Y,N
9011045448,0,4,B1,N,N,Y,Y
9011045618,0,2,B1,N,N,Y,Y
9011045619,0,6,B1|B2,N,N,Y,Y
9011045768,0,2,B1|B2,N,N,N,Y
9011045769,0,2,B1|B2,N,N,N,Y
9011045847,0,1,B1,N,Y,Y,N
9011046104,0,1,B1,N,N,Y,N
9011047402,0,4,B1,N,Y,N,Y
9011047403,0,2,B1,N,N,N,Y
9011047682,0,2,B1|B2,N,N,N,Y
9011047683,0,2,B1|B2,N,N,N,Y
9011047684,0,2,B1|B2,N,N,N,Y
9011048543,0,6,B1,N,N,N,Y
9011048882,0,4,B1|B2,N,N,N,Y
9011048886,0,14,B1,N,N,N,Y
9011049092,0,6,B1,N,N,N,Y
9011049922,0,1,B1,N,N,Y,N
9011050686,0,1,B1,N,N,Y,N
9011050972,0,1,B1,N,N,Y,N
9011050973,0,3,B1|B2,N,N,N,Y
9011051051,0,2,B1|B2,N,N,N,Y
9011051323,0,3,B1,N,N,N,Y
9011052719,0,2,B1,N,N,N,Y
9011052737,0,2,B1|B2,N,N,N,Y
9011053076,0,2,B1|B2,N,N,N,Y
9011053214,0,1,B1,N,N,Y,N
9011053767,0,2,B1|B2,N,Y,N,Y
9011054122,0,4,B1|B2,N,N,N,Y
9011054196,0,2,B1|B2,N,Y,N,Y
9011054606,0,2,B1|B2,N,N,N,Y
9011054986,0,1,B1,N,N,Y,N
9011056407,0,1,B1,N,N,Y,N
9011057485,0,3,B1|B2,N,Y,N,Y
9011057611,0,2,B1|B2,N,N,N,Y
9011057654,0,2,B1|B2,N,N,N,Y
9011058069,0,2,B1,N,Y,Y,Y
9011058905,0,1,B1,N,N,Y,N
9011059202,0,2,B1|B2,N,Y,N,Y
9011059456,0,2,B1|B2,N,N,N,Y
9011060625,0,1,B1,N,Y,Y,N
9011061046,0,1,B1,N,N,Y,N
9011061924,0,4,B1|B2,N,N,N,Y
9011062307,0,1,B1,N,Y,Y,N
9011062606,0,1,B1,N,N,Y,N
9011062607,0,1,B1,N,N,Y,N
9011063691,0,2,B1,N,N,N,Y
9011064372,0,1,B1,N,N,Y,N
9011064567,0,1,B1,N,N,Y,N
