MPOLICY,MPLAN,MMODE,MBILLFRM,ANNUAL_PREMIUM,POLICY_FEE,MODE_PREMIUM,EXPECTED_ANNUAL_X_FACTOR,DIFF,WITHIN_02,MSEMI,MQTRL,MMTHD,MMTHB,PROP_MSEMIFEE,PROP_MQTRLFEE,PROP_MMTHDFEE,PROP_MMTHBFEE
011158531C,1L10OD,1,2,136.85,35.00,11.40,136.8500,-125.4500,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011158909C,1659C2,3,1,146.00,25.00,39.42,39.4200,0.0000,Y,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011160478C,1L10OD,1,1,82.50,35.00,6.87,82.5000,-75.6300,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011160479C,1L10OD,1,1,129.00,35.00,10.75,129.0000,-118.2500,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011160480C,1L10OD,1,1,114.40,35.00,9.53,114.4000,-104.8700,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011161035C,1L10SO,1,1,245.40,35.00,20.45,245.4000,-224.9500,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011161363C,1L10SO,12,2,564.20,35.00,564.20,47.0137,517.1863,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011161810C,5L0110,1,2,445.25,50.00,39.18,445.2500,-406.0700,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011161907C,1L10SO,1,2,245.40,35.00,20.45,245.4000,-224.9500,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011162365C,1L10SO,3,1,287.48,35.00,71.87,71.8746,-0.0046,Y,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011162713C,1L10OD,1,2,318.50,35.00,26.54,318.5000,-291.9600,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011163353C,1L10SO,1,2,622.00,35.00,51.83,622.0000,-570.1700,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011174630C,1L10SO,1,1,245.40,35.00,20.45,245.4000,-224.9500,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011176412C,5L0110,3,1,349.75,50.00,94.43,94.4304,-0.0004,Y,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011176413C,5L0110,3,1,327.00,50.00,88.29,88.2880,0.0020,Y,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011176525C,1L10SO,1,2,322.20,35.00,26.85,322.2000,-295.3500,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011176692C,1L10OD,1,2,117.25,35.00,9.77,117.2500,-107.4800,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011176837C,5L0110,1,2,198.50,50.00,17.47,198.5000,-181.0300,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011176902C,5L0110,1,2,368.25,50.00,32.41,368.2500,-335.8400,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011177459C,1L10OD,1,2,206.30,35.00,17.19,206.3000,-189.1100,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011177464C,1L10OD,12,1,142.50,35.00,142.50,11.8767,130.6233,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011177896C,1L10OD,6,1,89.20,35.00,44.60,44.6000,0.0000,Y,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011177899C,1L10OD,6,1,94.20,35.00,47.10,47.1000,0.0000,Y,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011179151C,1L10OD,1,1,97.10,35.00,8.09,97.1000,-89.0100,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011179153C,1L10OD,1,1,370.50,35.00,30.87,370.5000,-339.6300,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011180292C,5L0110,1,2,131.25,50.00,11.55,131.2500,-119.7000,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011180368C,1L10OD,3,1,89.20,35.00,22.30,22.3000,0.0000,Y,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011180715C,5L0110,3,1,105.50,50.00,28.49,28.4844,0.0056,Y,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011181014C,5L0110,3,1,492.75,50.00,133.04,133.0395,0.0005,Y,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011181335C,1L10OD,12,1,209.50,35.00,209.50,17.4608,192.0392,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011181417C,1L10SO,12,1,307.20,35.00,307.20,25.5984,281.6016,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011181432C,1L10OD,1,2,256.50,35.00,21.38,256.5000,-235.1200,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011181499C,5L0110,1,2,2754.00,50.00,242.35,2754.0000,-2511.6500,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011181565C,5L0110,1,2,1741.25,50.00,153.23,1741.2500,-1588.0200,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011182732C,1L10SO,3,1,299.46,35.00,74.87,74.8698,0.0002,Y,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011183020C,1L10SO,1,1,361.90,35.00,30.16,361.9000,-331.7400,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011183101C,1L10SO,1,2,161.24,35.00,13.44,161.2400,-147.8000,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011183288C,5L0110,1,2,435.00,50.00,38.28,435.0000,-396.7200,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011183936C,1L10OD,3,1,126.25,35.00,31.56,31.5625,-0.0025,Y,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011184199C,1L10OD,1,2,443.00,35.00,36.92,443.0000,-406.0800,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011184373C,5L0110,1,2,935.50,50.00,82.32,935.5000,-853.1800,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011184467C,5L0110,3,1,1262.40,50.00,340.85,340.8404,0.0096,Y,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011184753C,1L10OD,1,1,166.40,35.00,13.87,166.4000,-152.5300,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011184813C,1L10SO,3,1,674.80,35.00,168.70,168.7108,-0.0108,Y,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011185537C,5L0110,1,2,422.00,50.00,37.13,422.0000,-384.8700,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011185539C,1L10SO,1,2,536.90,35.00,44.74,536.9000,-492.1600,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011185623C,1L10OD,12,1,282.00,35.00,282.00,23.5033,258.4967,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011185948C,5L0110,1,2,1741.25,50.00,153.23,1741.2500,-1588.0200,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011186130C,5L0110,1,2,5498.75,50.00,483.89,5498.7500,-5014.8600,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011186328C,1L10SO,3,1,451.10,35.00,112.78,112.7822,-0.0022,Y,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011186457C,1L10SO,1,2,544.25,35.00,45.35,544.2500,-498.9000,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011186895C,5L0110,1,2,150.75,50.00,13.27,150.7500,-137.4800,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011187013C,1L10SO,1,2,245.40,35.00,20.45,245.4000,-224.9500,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011187097C,1L10OD,6,1,188.50,35.00,94.25,94.2500,0.0000,Y,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011187175C,1L10SO,1,2,328.50,35.00,27.37,328.5000,-301.1300,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011187557C,5L0110,3,1,311.00,50.00,83.97,83.9681,0.0019,Y,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011188136C,1L10OD,3,1,189.50,35.00,47.38,47.3750,0.0050,Y,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011188277C,1L10OD,12,1,82.50,35.00,82.50,6.8760,75.6240,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011188288C,1L10OD,12,1,104.94,35.00,104.94,8.7462,96.1938,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011188556C,1L10OD,1,2,111.70,35.00,9.31,111.7000,-102.3900,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011188724C,1L10OD,12,1,89.20,35.00,89.20,7.4344,81.7656,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011188773C,1L10SO,1,2,245.40,35.00,20.45,245.4000,-224.9500,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011188865C,1L10SR,3,1,293.20,35.00,73.30,73.3000,0.0000,Y,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011189170C,5L0110,1,1,3800.00,50.00,349.60,3800.0000,-3450.4000,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011189172C,1L10OD,1,2,2548.00,35.00,212.32,2548.0000,-2335.6800,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011189249C,1L10OD,12,1,125.75,35.00,125.75,10.4806,115.2694,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011189255C,5L0110,6,1,891.25,50.00,467.91,467.9000,0.0100,Y,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011189530C,1L10OD,3,1,275.00,35.00,68.75,68.7500,0.0000,Y,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011189575C,1L10OD,1,2,309.50,35.00,25.79,309.5000,-283.7100,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011189753C,1L10SO,1,2,245.40,35.00,20.45,245.4000,-224.9500,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011189788C,5L0110,12,1,770.00,50.00,770.00,70.8392,699.1608,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011189789C,5L0110,12,1,455.00,50.00,455.00,41.8595,413.1405,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011189851C,1L10OD,1,1,150.60,35.00,12.55,150.6000,-138.0500,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011189929C,1L1095,1,2,87.30,35.00,7.27,87.3000,-80.0300,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011189930C,1L1095,1,2,96.30,35.00,8.02,96.3000,-88.2800,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011189940C,1L10SR,6,2,208.04,35.00,104.02,104.0200,0.0000,Y,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011189989C,1L10OD,12,1,117.25,35.00,117.24,9.7722,107.4678,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011190136C,5L0110,1,2,438.75,50.00,38.61,438.7500,-400.1400,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011190297C,5L0110,1,2,999.50,50.00,87.96,999.5000,-911.5400,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011190388C,1L10OD,12,1,82.50,35.00,82.50,6.8760,75.6240,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011190448C,5L0110,3,1,1471.50,50.00,397.31,397.2962,0.0138,Y,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011190459C,5L0110,1,2,546.00,50.00,48.05,546.0000,-497.9500,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011190668C,1L10OD,3,1,136.10,35.00,34.03,34.0250,0.0050,Y,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011190873C,1L10SR,1,2,427.60,35.00,35.63,427.6000,-391.9700,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011190905C,1L10OD,1,2,156.20,35.00,13.01,156.2000,-143.1900,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011190907C,1L10OD,1,2,106.25,35.00,8.85,106.2500,-97.4000,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011190908C,5L0110,1,2,797.00,50.00,70.14,797.0000,-726.8600,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011190912C,5L0110,1,2,1402.00,50.00,123.38,1402.0000,-1278.6200,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011191043C,1L10SR,1,2,450.60,35.00,37.55,450.6000,-413.0500,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011191045C,1L10SR,1,2,277.40,35.00,23.12,277.4000,-254.2800,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011191055C,5L0110,1,2,1195.00,50.00,105.16,1195.0000,-1089.8400,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011191287C,1L10SR,1,2,475.60,35.00,39.63,475.6000,-435.9700,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011191288C,1L10SR,1,2,657.90,35.00,54.82,657.9000,-603.0800,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011191362C,1L10SR,1,2,408.50,35.00,34.04,408.5000,-374.4600,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011191390C,1L10SO,1,2,245.40,35.00,20.45,245.4000,-224.9500,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011191414C,1L10SO,1,1,161.24,35.00,13.44,161.2400,-147.8000,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011191579C,1L10SR,1,2,279.10,35.00,23.26,279.1000,-255.8400,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011191586C,1L10OD,1,2,164.25,35.00,13.68,164.2500,-150.5700,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011191779C,1L10OD,1,2,465.00,35.00,38.75,465.0000,-426.2500,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011191782C,1L10SR,3,1,279.55,35.00,69.89,69.8875,0.0025,Y,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011191804C,1L10SR,1,2,1362.00,35.00,113.50,1362.0000,-1248.5000,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011191806C,5L0110,3,1,368.25,50.00,99.43,99.4253,0.0047,Y,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011191829C,1L10SR,1,2,279.55,35.00,23.29,279.5500,-256.2600,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011191886C,1L10OD,6,1,133.00,35.00,66.50,66.5000,0.0000,Y,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011191892C,1L1095,1,1,122.90,35.00,10.24,122.9000,-112.6600,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011192121C,1L10OD,3,1,184.25,35.00,46.06,46.0625,-0.0025,Y,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011192151C,1L10SR,1,2,279.55,35.00,23.29,279.5500,-256.2600,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011192391C,1L10OD,1,2,206.25,35.00,17.18,206.2500,-189.0700,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011192477C,1L10OD,1,1,206.25,35.00,17.18,206.2500,-189.0700,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011193040C,1L10SO,1,2,245.40,35.00,20.45,245.4000,-224.9500,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011193041C,5L0110,3,1,105.50,50.00,28.49,28.4844,0.0056,Y,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011193156C,1L1095,1,1,277.50,35.00,23.12,277.5000,-254.3800,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011193157C,1L1095,1,1,261.00,35.00,21.75,261.0000,-239.2500,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011193165C,1L10OD,1,2,187.50,35.00,15.62,187.5000,-171.8800,N,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011193169C,1L1095,1,2,239.50,35.00,19.96,239.5000,-219.5400,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011193218C,1L1095,1,2,514.40,35.00,42.86,514.4000,-471.5400,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011193243C,1L10SO,1,2,429.25,35.00,35.77,429.2500,-393.4800,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011193367C,1L1095,1,2,705.00,35.00,58.75,705.0000,-646.2500,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011193461C,5L0110,1,2,1224.00,50.00,107.71,1224.0000,-1116.2900,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011193692C,1L10SR,3,1,214.80,35.00,53.70,53.7000,0.0000,Y,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011193876C,1L1095,1,1,158.50,35.00,13.21,158.5000,-145.2900,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011194088C,1L10SR,1,2,214.80,35.00,17.90,214.8000,-196.9000,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011194186C,1L10SR,1,1,423.10,35.00,35.26,423.1000,-387.8400,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011194190C,1L1095,1,2,142.50,35.00,11.87,142.5000,-130.6300,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011194191C,1L1095,1,2,142.50,35.00,11.87,142.5000,-130.6300,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011194346C,1L10SR,1,2,266.45,35.00,22.20,266.4500,-244.2500,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011194381C,1L1095,1,1,184.00,35.00,15.33,184.0000,-168.6700,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011194385C,1L1095,1,2,187.50,35.00,15.62,187.5000,-171.8800,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011194386C,1L1095,1,2,202.50,35.00,16.87,202.5000,-185.6300,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011194387C,1L1095,1,2,142.50,35.00,11.87,142.5000,-130.6300,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011194438C,5L0110,1,2,1740.00,50.00,153.12,1740.0000,-1586.8800,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011194641C,1L10OD,6,2,82.50,35.00,41.25,41.2500,0.0000,Y,50.0000,25.0000,8.3345,8.3345,17.5000,8.7500,2.9171,2.9171
011194642C,1L1095,6,2,96.90,35.00,48.45,48.4500,0.0000,Y,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011194728C,1L1095,1,2,2318.00,35.00,193.16,2318.0000,-2124.8400,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011194729C,1L1095,1,2,174.00,35.00,14.50,174.0000,-159.5000,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011194789C,1L10SO,1,2,387.80,35.00,32.32,387.8000,-355.4800,N,50.0000,25.0016,8.3328,8.3328,17.5000,8.7506,2.9165,2.9165
011194803C,1L1095,12,1,1029.00,35.00,1029.00,85.7136,943.2864,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011194873C,1L1095,3,1,94.60,35.00,23.65,23.6533,-0.0033,Y,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011194874C,1L1095,3,1,98.60,35.00,24.65,24.6535,-0.0035,Y,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011194875C,1L10SR,3,1,293.20,35.00,73.30,73.3000,0.0000,Y,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011194958C,1L1095,1,2,296.75,35.00,24.72,296.7500,-272.0300,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011195138C,1L1095,1,2,126.80,35.00,10.56,126.8000,-116.2400,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011195201C,1L1095,1,2,792.00,35.00,66.00,792.0000,-726.0000,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011195373C,1L1095,1,2,206.25,35.00,17.18,206.2500,-189.0700,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011195395C,1L1095,1,2,931.00,35.00,77.58,931.0000,-853.4200,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011195567C,5L0110,3,1,123.25,50.00,33.28,33.2768,0.0032,Y,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011195801C,1L1095,1,2,381.50,35.00,31.79,381.5000,-349.7100,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011195904C,1L10SR,1,2,358.04,35.00,29.84,358.0400,-328.2000,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011195954C,1L10SR,1,1,220.80,35.00,18.40,220.8000,-202.4000,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011196010C,1L1095,12,1,125.75,35.00,125.75,10.4747,115.2753,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011196031C,1L10SR,1,1,293.20,35.00,24.43,293.2000,-268.7700,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011196063C,1L1095,1,2,708.66,35.00,59.05,708.6600,-649.6100,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011196064C,1L1095,1,2,553.44,35.00,46.12,553.4400,-507.3200,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011196109C,1L1095,12,1,698.00,35.00,698.00,58.1420,639.8580,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011196163C,1L1095,1,2,165.75,35.00,13.81,165.7500,-151.9400,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011196355C,1L1095,1,2,142.50,35.00,11.87,142.5000,-130.6300,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011196356C,1L1095,1,2,142.50,35.00,11.87,142.5000,-130.6300,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011196495C,5L0110,1,1,558.16,50.00,51.35,558.1600,-506.8100,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011196496C,5L0110,1,1,268.24,50.00,24.68,268.2400,-243.5600,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011196511C,1L1095,1,2,104.94,35.00,8.74,104.9400,-96.2000,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011196512C,1L1095,1,2,104.94,35.00,8.74,104.9400,-96.2000,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011196525C,1L10SR,12,1,1666.00,35.00,1666.00,138.8328,1527.1672,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011196776C,1L10SR,1,2,473.70,35.00,39.47,473.7000,-434.2300,N,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011196897C,1L1095,12,1,129.38,35.00,129.38,10.7771,118.6029,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011196932C,1L1095,1,2,185.50,35.00,15.46,185.5000,-170.0400,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011196933C,1L1095,1,2,209.25,35.00,17.43,209.2500,-191.8200,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011196975C,1L10SR,3,1,328.46,35.00,82.12,82.1150,0.0050,Y,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167
011196980C,1L1095,1,2,209.00,35.00,17.42,209.0000,-191.5800,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011196981C,1L1095,1,2,666.00,35.00,55.50,666.0000,-610.5000,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011197186C,1L1095,6,1,533.52,35.00,266.76,266.7600,0.0000,Y,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011197220C,1L1095,1,1,396.00,35.00,33.00,396.0000,-363.0000,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011197244C,1L1095,3,1,305.00,35.00,76.25,76.2607,-0.0107,Y,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
011197343C,1L1095,1,2,444.25,35.00,37.02,444.2500,-407.2300,N,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154
