MPOLICY,MBENTYP,MDATE,MBEN,_SRC,_POL
9010438554C,4,20250315,170.24,517,9010438554
9010438554C,4,20260315,173.47,517,9010438554
9010438556C,4,20180309,159.20,517,9010438556
9010438556C,4,20190309,164.10,517,9010438556
9010438556C,4,20200309,168.90,517,9010438556
9010438556C,4,20210309,173.60,517,9010438556
9010438556C,4,20220309,178.30,517,9010438556
9010438556C,4,20230309,182.70,517,9010438556
9010438556C,4,20240309,187.00,517,9010438556
9010438556C,4,20250309,191.20,517,9010438556
9010438556C,4,20260309,195.40,517,9010438556
9010438820C,4,20180315,144.29,517,9010438820
9010438820C,4,20190315,147.59,517,9010438820
9010438820C,4,20200315,150.90,517,9010438820
9010438820C,4,20210315,154.14,517,9010438820
9010438820C,4,20220315,157.32,517,9010438820
9010438820C,4,20230315,160.57,517,9010438820
9010438820C,4,20240315,163.81,517,9010438820
9010438820C,4,20250315,166.99,517,9010438820
9010438820C,4,20260315,170.12,517,9010438820
9010438821C,4,20180315,285.72,517,9010438821
9010438821C,4,20190315,292.06,517,9010438821
9010438926C,4,20180401,128.26,517,9010438926
9010438926C,4,20190401,131.11,517,9010438926
9010438926C,4,20200401,133.87,517,9010438926
9010438926C,4,20210401,136.62,517,9010438926
9010438926C,4,20220401,139.28,517,9010438926
9010438926C,4,20230401,141.84,517,9010438926
9010438926C,4,20240401,144.40,517,9010438926
9010438938C,4,20180401,123.43,517,9010438938
9010438938C,4,20190401,126.08,517,9010438938
9010438938C,4,20200401,128.64,517,9010438938
9010438938C,4,20210401,131.16,517,9010438938
9010438938C,4,20220401,133.64,517,9010438938
9010439084C,1,20180308,161.80,515,9010439084
9010439084C,1,20190308,166.90,515,9010439084
9010439084C,1,20200308,172.20,515,9010439084
9010439084C,1,20210308,177.40,515,9010439084
9010439084C,1,20220308,182.70,515,9010439084
9010439084C,1,20230308,188.20,515,9010439084
9010439084C,1,20240308,193.80,515,9010439084
9010439084C,1,20250308,199.70,515,9010439084
9010439128C,1,20180401,158.68,515,9010439128
9010439128C,1,20190401,163.58,515,9010439128
9010439128C,1,20200401,168.32,515,9010439128
9010439128C,1,20210401,173.14,515,9010439128
9010439128C,1,20220401,177.96,515,9010439128
9010439128C,1,20230401,182.78,515,9010439128
9010439128C,1,20240401,187.51,515,9010439128
9010439128C,1,20250401,192.24,515,9010439128
9010439128C,1,20260401,196.81,515,9010439128
9010439156C,1,20180401,147.65,515,9010439156
9010439156C,1,20190401,153.52,515,9010439156
9010439156C,1,20200401,159.52,515,9010439156
9010439156C,1,20210401,165.52,515,9010439156
9010439156C,1,20220401,171.65,515,9010439156
9010439156C,1,20230401,177.91,515,9010439156
9010439156C,1,20240401,184.17,515,9010439156
9010439156C,1,20250401,190.56,515,9010439156
9010439156C,1,20260401,196.82,515,9010439156
9010439277C,4,20180314,43.78,517,9010439277
9010439277C,4,20190314,44.83,517,9010439277
9010439277C,4,20200314,46.01,517,9010439277
9010439277C,4,20210314,47.40,517,9010439277
9010439435C,1,20180401,128.26,515,9010439435
9010439435C,1,20190401,131.11,515,9010439435
9010439435C,1,20200401,133.87,515,9010439435
9010439435C,1,20210401,136.62,515,9010439435
9010439435C,1,20220401,139.28,515,9010439435
9010439435C,1,20230401,141.84,515,9010439435
9010439435C,1,20240401,144.40,515,9010439435
9010439527C,4,20180415,128.26,517,9010439527
9010439527C,4,20190415,131.11,517,9010439527
9010439836C,4,20180401,218.00,517,9010439836
9010439836C,4,20190401,221.90,517,9010439836
9010439836C,4,20200401,225.60,517,9010439836
9010439836C,4,20210401,229.10,517,9010439836
9010439836C,4,20220401,232.50,517,9010439836
9010439836C,4,20230401,235.60,517,9010439836
9010439836C,4,20240401,238.70,517,9010439836
9010439836C,4,20250401,241.70,517,9010439836
9010439999C,4,20180326,209.60,517,9010439999
9010439999C,4,20190326,213.90,517,9010439999
9010439999C,4,20200326,217.90,517,9010439999
9010439999C,4,20210326,221.70,517,9010439999
9010439999C,4,20220326,225.30,517,9010439999
9010439999C,4,20230326,228.70,517,9010439999
9010439999C,4,20240326,231.90,517,9010439999
9010439999C,4,20250326,235.00,517,9010439999
9010439999C,4,20260326,238.00,517,9010439999
9010440370C,4,20180501,139.07,517,9010440370
9010440370C,4,20190501,142.15,517,9010440370
9010440370C,4,20200501,145.23,517,9010440370
9010440370C,4,20210501,148.37,517,9010440370
9010440631C,4,20180515,150.84,517,9010440631
9010440631C,4,20190515,154.68,517,9010440631
9010440631C,4,20200515,158.39,517,9010440631
9010440631C,4,20210515,162.03,517,9010440631
9010440631C,4,20220515,165.53,517,9010440631
9010440631C,4,20230515,169.04,517,9010440631
9010440631C,4,20240515,172.41,517,9010440631
9010440631C,4,20250515,175.85,517,9010440631
9010440631C,4,20260515,179.29,517,9010440631
9010441082C,4,20180601,133.82,517,9010441082
9010441082C,4,20190601,136.79,517,9010441082
9010441082C,4,20200601,139.76,517,9010441082
9010441082C,4,20210601,142.74,517,9010441082
9010441082C,4,20220601,145.61,517,9010441082
9010441082C,4,20230601,148.48,517,9010441082
9010441082C,4,20240601,151.24,517,9010441082
9010441082C,4,20250601,153.90,517,9010441082
9010441082C,4,20260601,156.56,517,9010441082
9010441084C,4,20180601,72.77,517,9010441084
9010441084C,4,20190601,75.29,517,9010441084
9010441084C,4,20200601,77.80,517,9010441084
9010441084C,4,20210601,80.32,517,9010441084
9010441084C,4,20220601,82.84,517,9010441084
9010441084C,4,20230601,85.35,517,9010441084
9010441084C,4,20240601,87.87,517,9010441084
9010441084C,4,20250601,90.34,517,9010441084
9010441084C,4,20260601,92.85,517,9010441084
9010441085C,4,20180601,72.72,517,9010441085
9010441085C,4,20190601,75.09,517,9010441085
9010441085C,4,20200601,77.47,517,9010441085
9010441085C,4,20210601,79.88,517,9010441085
9010441085C,4,20220601,82.21,517,9010441085
9010441085C,4,20230601,84.63,517,9010441085
9010441085C,4,20240601,87.00,517,9010441085
9010441085C,4,20250601,89.42,517,9010441085
9010441085C,4,20260601,91.83,517,9010441085
9010441927C,4,20180615,130.82,517,9010441927
9010441927C,4,20190615,133.73,517,9010441927
9010441927C,4,20200615,136.64,517,9010441927
9010442216C,4,20180701,155.96,517,9010442216
9010442216C,4,20190701,160.41,517,9010442216
9010442216C,4,20200701,164.78,517,9010442216
9010442216C,4,20210701,169.16,517,9010442216
9010442216C,4,20220701,173.38,517,9010442216
9010442216C,4,20230701,177.61,517,9010442216
9010442216C,4,20240701,181.61,517,9010442216
9010442216C,4,20250701,185.61,517,9010442216
9010442222C,4,20180615,71.78,517,9010442222
9010442222C,4,20190615,73.99,517,9010442222
9010442222C,4,20200615,76.14,517,9010442222
9010442222C,4,20210615,78.32,517,9010442222
9010442222C,4,20220615,80.50,517,9010442222
9010442222C,4,20230615,82.67,517,9010442222
9010442222C,4,20240615,84.82,517,9010442222
9010442222C,4,20250615,86.96,517,9010442222
9010442222C,4,20260615,89.02,517,9010442222
9010442230C,4,20180601,327.32,517,9010442230
9010442230C,4,20190601,336.89,517,9010442230
9010442230C,4,20200601,346.29,517,9010442230
9010442230C,4,20210601,355.69,517,9010442230
9010442230C,4,20220601,364.93,517,9010442230
9010442230C,4,20230601,374.01,517,9010442230
9010442230C,4,20240601,382.93,517,9010442230
9010442230C,4,20250601,391.52,517,9010442230
9010442330C,4,20180701,133.82,517,9010442330
9010442330C,4,20190701,136.79,517,9010442330
9010442330C,4,20200701,139.76,517,9010442330
9010442330C,4,20210701,142.74,517,9010442330
9010442330C,4,20220701,145.61,517,9010442330
9010442332C,4,20180701,136.35,517,9010442332
9010442332C,4,20190701,139.37,517,9010442332
9010442552C,4,20180701,72.50,517,9010442552
9010442552C,4,20190701,74.88,517,9010442552
9010442552C,4,20200701,77.30,517,9010442552
9010442552C,4,20210701,79.72,517,9010442552
9010442552C,4,20220701,82.15,517,9010442552
9010442552C,4,20230701,84.53,517,9010442552
9010442906C,4,20180712,80.60,517,9010442906
9010442906C,4,20190712,83.80,517,9010442906
9010442906C,4,20200712,87.20,517,9010442906
9010442906C,4,20210712,90.50,517,9010442906
9010442906C,4,20220712,94.00,517,9010442906
9010442906C,4,20230712,97.50,517,9010442906
9010442906C,4,20240712,101.10,517,9010442906
9010442906C,4,20250712,104.70,517,9010442906
9010443032C,4,20180715,123.43,517,9010443032
9010443032C,4,20190715,126.08,517,9010443032
9010443032C,4,20200715,128.64,517,9010443032
9010443032C,4,20210715,131.16,517,9010443032
9010443032C,4,20220715,133.64,517,9010443032
9010443109C,4,20180801,125.81,517,9010443109
9010443109C,4,20190801,128.56,517,9010443109
9010443109C,4,20200801,131.26,517,9010443109
9010443287C,4,20180801,215.25,517,9010443287
9010443287C,4,20190801,220.02,517,9010443287
9010443287C,4,20200801,224.79,517,9010443287
9010443287C,4,20210801,229.64,517,9010443287
9010443287C,4,20220801,234.41,517,9010443287
9010443287C,4,20230801,239.18,517,9010443287
9010443287C,4,20240801,243.86,517,9010443287
9010443287C,4,20250801,248.37,517,9010443287
9010444207C,4,20180901,152.88,517,9010444207
9010444207C,4,20190901,156.87,517,9010444207
9010444207C,4,20200901,160.78,517,9010444207
9010444207C,4,20210901,164.62,517,9010444207
9010444917C,4,20181001,136.35,517,9010444917
9010444917C,4,20191001,139.37,517,9010444917
9010444917C,4,20201001,142.40,517,9010444917
9010444917C,4,20211001,145.48,517,9010444917
9010444917C,4,20221001,148.45,517,9010444917
9010444917C,4,20231001,151.42,517,9010444917
9010444917C,4,20241001,154.34,517,9010444917
9010444917C,4,20251001,157.14,517,9010444917
9010445074C,4,20181015,157.86,517,9010445074
9010445074C,4,20191015,162.50,517,9010445074
9010445074C,4,20201015,167.15,517,9010445074
9010445074C,4,20211015,171.79,517,9010445074
9010445074C,4,20221015,176.36,517,9010445074
9010445074C,4,20231015,180.84,517,9010445074
9010445091C,4,20181015,144.29,517,9010445091
9010445091C,4,20191015,147.59,517,9010445091
9010445091C,4,20201015,150.90,517,9010445091
9010445351C,4,20181015,194.72,517,9010445351
9010446237C,4,20181115,236.60,517,9010446237
9010446237C,4,20191115,242.76,517,9010446237
9010446237C,4,20201115,248.81,517,9010446237
9010446237C,4,20211115,254.76,517,9010446237
9010446237C,4,20221115,260.50,517,9010446237
9010446237C,4,20231115,266.13,517,9010446237
9010446237C,4,20241115,271.66,517,9010446237
9010446237C,4,20251115,277.07,517,9010446237
9010446638C,4,20181201,320.31,517,9010446638
9010446638C,4,20191201,328.65,517,9010446638
9010446741C,4,20181201,149.30,517,9010446741
9010446741C,4,20191201,152.97,517,9010446741
9010446741C,4,20201201,156.57,517,9010446741
9010446741C,4,20211201,160.04,517,9010446741
9010446741C,4,20221201,163.45,517,9010446741
9010446741C,4,20231201,166.79,517,9010446741
9010446741C,4,20241201,170.20,517,9010446741
9010446741C,4,20251201,173.55,517,9010446741
9010446852C,4,20181215,144.29,517,9010446852
9010446852C,4,20191215,147.59,517,9010446852
9010446852C,4,20201215,150.90,517,9010446852
9010446852C,4,20211215,154.14,517,9010446852
9010446852C,4,20221215,157.32,517,9010446852
9010446852C,4,20231215,160.57,517,9010446852
9010446852C,4,20241215,163.81,517,9010446852
9010446852C,4,20251215,166.99,517,9010446852
9010447475C,4,20180101,143.23,517,9010447475
9010447475C,4,20190101,146.83,517,9010447475
9010447475C,4,20200101,150.31,517,9010447475
9010447475C,4,20210101,153.72,517,9010447475
9010447475C,4,20220101,157.08,517,9010447475
9010447475C,4,20230101,160.37,517,9010447475
9010447475C,4,20240101,163.66,517,9010447475
9010447475C,4,20250101,166.95,517,9010447475
9010447475C,4,20260101,170.24,517,9010447475
9010448025C,4,20180201,116.30,517,9010448025
9010448025C,4,20190201,118.77,517,9010448025
9010448025C,4,20200201,121.20,517,9010448025
9010448025C,4,20210201,123.59,517,9010448025
9010448181C,4,20180201,145.51,517,9010448181
9010448181C,4,20190201,149.30,517,9010448181
9010448181C,4,20200201,152.97,517,9010448181
9010448181C,4,20210201,156.57,517,9010448181
9010448181C,4,20220201,160.04,517,9010448181
9010448181C,4,20230201,163.45,517,9010448181
9010448181C,4,20240201,166.79,517,9010448181
9010448181C,4,20250201,170.20,517,9010448181
9010448181C,4,20260201,173.55,517,9010448181
9010448375C,4,20180215,133.32,517,9010448375
9010448375C,4,20190215,136.35,517,9010448375
9010448375C,4,20200215,139.37,517,9010448375
9010448375C,4,20210215,142.40,517,9010448375
9010448375C,4,20220215,145.48,517,9010448375
9010448375C,4,20230215,148.45,517,9010448375
9010448609C,4,20180215,143.23,517,9010448609
9010448609C,4,20190215,146.83,517,9010448609
9010448609C,4,20200215,150.31,517,9010448609
9010448609C,4,20210215,153.72,517,9010448609
9010448609C,4,20220215,157.08,517,9010448609
9010448609C,4,20230215,160.37,517,9010448609
9010448609C,4,20240215,163.66,517,9010448609
9010448609C,4,20250215,166.95,517,9010448609
9010448609C,4,20260215,170.24,517,9010448609
9010448806C,4,20180215,137.86,517,9010448806
9010448806C,4,20190215,141.16,517,9010448806
9010448806C,4,20200215,144.33,517,9010448806
9010448806C,4,20210215,147.45,517,9010448806
9010448806C,4,20220215,150.63,517,9010448806
9010448806C,4,20230215,153.75,517,9010448806
9010448806C,4,20240215,156.93,517,9010448806
9010448806C,4,20250215,160.05,517,9010448806
9010448806C,4,20260215,163.11,517,9010448806
9010449013C,4,20180301,153.13,517,9010449013
9010449013C,4,20190301,158.91,517,9010449013
9010449013C,4,20200301,164.69,517,9010449013
9010449013C,4,20210301,170.58,517,9010449013
9010449013C,4,20220301,176.36,517,9010449013
9010449013C,4,20230301,182.25,517,9010449013
9010449013C,4,20240301,188.15,517,9010449013
9010449013C,4,20250301,194.16,517,9010449013
9010449013C,4,20260301,200.05,517,9010449013
9010449050C,4,20180301,125.41,517,9010449050
9010449074C,4,20180301,68.64,517,9010449074
9010449074C,4,20190301,70.67,517,9010449074
9010449075C,4,20180301,50.33,517,9010449075
9010449155C,4,20180301,120.77,517,9010449155
9010449155C,4,20190301,123.43,517,9010449155
9010449155C,4,20200301,126.08,517,9010449155
9010449155C,4,20210301,128.64,517,9010449155
9010449155C,4,20220301,131.16,517,9010449155
9010449155C,4,20230301,133.64,517,9010449155
9010449158C,2,20180301,127.91,516,9010449158
9010449158C,2,20190301,130.82,516,9010449158
9010449158C,2,20200301,133.73,516,9010449158
9010449158C,2,20210301,136.64,516,9010449158
9010449158C,2,20220301,139.44,516,9010449158
9010449158C,2,20230301,142.25,516,9010449158
9010449158C,2,20240301,144.96,516,9010449158
9010449158C,2,20250301,147.57,516,9010449158
9010449158C,2,20260301,150.18,516,9010449158
9010449158C,2,20260303,150.18,516,9010449158
9010449333C,4,20180301,151.72,517,9010449333
9010449333C,4,20190301,156.21,517,9010449333
9010449333C,4,20200301,160.77,517,9010449333
9010449333C,4,20210301,165.26,517,9010449333
9010449333C,4,20220301,169.75,517,9010449333
9010449333C,4,20230301,174.16,517,9010449333
9010449333C,4,20240301,178.49,517,9010449333
9010449333C,4,20250301,182.75,517,9010449333
9010449333C,4,20260301,186.85,517,9010449333
9010449334C,4,20180301,154.85,517,9010449334
9010449334C,4,20190301,159.86,517,9010449334
9010449334C,4,20200301,164.79,517,9010449334
9010449334C,4,20210301,169.80,517,9010449334
9010449334C,4,20220301,174.81,517,9010449334
9010449334C,4,20230301,179.74,517,9010449334
9010449334C,4,20240301,184.75,517,9010449334
9010449334C,4,20250301,189.76,517,9010449334
9010449334C,4,20260301,194.77,517,9010449334
9010449417C,4,20180301,150.46,517,9010449417
9010449417C,4,20190301,154.84,517,9010449417
9010449417C,4,20200301,159.15,517,9010449417
9010449417C,4,20210301,163.39,517,9010449417
9010449417C,4,20220301,167.55,517,9010449417
9010449417C,4,20230301,171.64,517,9010449417
9010449417C,4,20240301,175.66,517,9010449417
9010449417C,4,20250301,179.53,517,9010449417
9010449417C,4,20260301,183.26,517,9010449417
9010449498C,1,20180220,136.80,515,9010449498
9010449498C,1,20190220,140.25,515,9010449498
9010449498C,1,20200220,143.55,515,9010449498
9010449498C,1,20210220,146.85,515,9010449498
9010449498C,1,20220220,150.60,515,9010449498
9010449498C,1,20230220,154.50,515,9010449498
9010449498C,1,20240220,158.70,515,9010449498
9010449498C,1,20250220,163.80,515,9010449498
9010449498C,1,20260220,169.20,515,9010449498
9010449514C,4,20180315,140.86,517,9010449514
9010449514C,4,20190315,144.29,517,9010449514
9010449514C,4,20200315,147.59,517,9010449514
9010449514C,4,20210315,150.90,517,9010449514
9010449514C,4,20220315,154.14,517,9010449514
9010449514C,4,20230315,157.32,517,9010449514
9010449514C,4,20240315,160.57,517,9010449514
9010449514C,4,20250315,163.81,517,9010449514
9010449514C,4,20260315,166.99,517,9010449514
9010449559C,4,20180315,113.62,517,9010449559
9010450135C,4,20180401,149.42,517,9010450135
9010450135C,4,20190401,153.66,517,9010450135
9010450135C,4,20200401,157.84,517,9010450135
9010450135C,4,20210401,161.94,517,9010450135
9010450135C,4,20220401,165.91,517,9010450135
9010450135C,4,20230401,169.80,517,9010450135
9010450135C,4,20240401,173.62,517,9010450135
9010450135C,4,20250401,177.30,517,9010450135
9010450135C,4,20260401,180.91,517,9010450135
9010450174C,4,20180401,140.86,517,9010450174
9010450174C,4,20190401,144.29,517,9010450174
9010450174C,4,20200401,147.59,517,9010450174
9010450174C,4,20210401,150.90,517,9010450174
9010450174C,4,20220401,154.14,517,9010450174
9010450174C,4,20230401,157.32,517,9010450174
9010450174C,4,20240401,160.57,517,9010450174
9010450174C,4,20250401,163.81,517,9010450174
9010450174C,4,20260401,166.99,517,9010450174
9010450809C,4,20180415,127.91,517,9010450809
9010450809C,4,20190415,130.82,517,9010450809
9010450809C,4,20200415,133.73,517,9010450809
9010450809C,4,20210415,136.64,517,9010450809
9010450809C,4,20220415,139.44,517,9010450809
9010450809C,4,20230415,142.25,517,9010450809
9010450809C,4,20240415,144.96,517,9010450809
9010450809C,4,20250415,147.57,517,9010450809
9010450809C,4,20260415,150.18,517,9010450809
9010450811C,4,20180415,70.35,517,9010450811
9010450811C,4,20190415,72.72,517,9010450811
9010450811C,4,20200415,75.09,517,9010450811
9010450811C,4,20210415,77.47,517,9010450811
9010450811C,4,20220415,79.88,517,9010450811
9010450811C,4,20230415,82.21,517,9010450811
9010450811C,4,20240415,84.63,517,9010450811
9010450811C,4,20250415,87.00,517,9010450811
9010450811C,4,20260415,89.42,517,9010450811
9010451148C,4,20180501,70.52,517,9010451148
9010451148C,4,20190501,73.04,517,9010451148
9010451148C,4,20200501,75.52,517,9010451148
9010451148C,4,20210501,78.00,517,9010451148
9010451148C,4,20220501,80.52,517,9010451148
9010451148C,4,20230501,83.04,517,9010451148
9010451148C,4,20240501,85.61,517,9010451148
9010451148C,4,20250501,88.18,517,9010451148
9010451148C,4,20260501,90.75,517,9010451148
9010451149C,4,20180501,69.92,517,9010451149
9010451149C,4,20190501,72.46,517,9010451149
9010451149C,4,20200501,75.01,517,9010451149
9010451149C,4,20210501,77.55,517,9010451149
9010451149C,4,20220501,80.10,517,9010451149
9010451149C,4,20230501,82.69,517,9010451149
9010451149C,4,20240501,85.28,517,9010451149
9010451149C,4,20250501,87.88,517,9010451149
9010451149C,4,20260501,90.52,517,9010451149
9010451453C,1,20180515,153.86,515,9010451453
9010451453C,1,20190515,159.50,515,9010451453
9010451453C,1,20200515,165.25,515,9010451453
9010451453C,1,20210515,171.00,515,9010451453
9010451453C,1,20220515,176.74,515,9010451453
9010451453C,1,20230515,182.61,515,9010451453
9010451453C,1,20240515,188.47,515,9010451453
9010451453C,1,20250515,46.41,515,9010451453
9010451453C,3,20250515,147.92,514,9010451453
9010451453C,3,20260515,200.19,514,9010451453
9010451650C,4,20180515,130.84,517,9010451650
9010451650C,4,20190515,133.82,517,9010451650
9010451650C,4,20200515,136.79,517,9010451650
9010451650C,4,20210515,139.76,517,9010451650
9010451650C,4,20220515,142.74,517,9010451650
9010451650C,4,20230515,145.61,517,9010451650
9010451650C,4,20240515,148.48,517,9010451650
9010451650C,4,20250515,151.24,517,9010451650
9010451650C,4,20260515,153.90,517,9010451650
9010452169C,4,20180601,68.15,517,9010452169
9010452169C,4,20190601,70.74,517,9010452169
9010452169C,4,20200601,73.34,517,9010452169
9010452304C,4,20180601,69.78,517,9010452304
9010452304C,4,20190601,72.22,517,9010452304
9010452304C,4,20200601,74.65,517,9010452304
9010452304C,4,20210601,77.08,517,9010452304
9010452304C,4,20220601,79.56,517,9010452304
9010452304C,4,20230601,81.99,517,9010452304
9010452304C,4,20240601,84.42,517,9010452304
9010452304C,4,20250601,86.85,517,9010452304
9010452304C,4,20260601,89.33,517,9010452304
9010452305C,4,20180601,70.52,517,9010452305
9010452305C,4,20190601,73.04,517,9010452305
9010452305C,4,20200601,75.52,517,9010452305
9010452305C,4,20210601,78.00,517,9010452305
9010452305C,4,20220601,80.52,517,9010452305
9010452305C,4,20230601,83.04,517,9010452305
9010452305C,4,20240601,85.61,517,9010452305
9010452305C,4,20250601,88.18,517,9010452305
9010452305C,4,20260601,90.75,517,9010452305
9010452516C,4,20180615,248.61,517,9010452516
9010454002C,4,20180715,123.02,517,9010454002
9010454002C,4,20190715,125.81,517,9010454002
9010454002C,4,20200715,128.56,517,9010454002
9010454002C,4,20210715,131.26,517,9010454002
9010454002C,4,20220715,133.87,517,9010454002
9010454003C,4,20180715,68.03,517,9010454003
9010454003C,4,20190715,70.59,517,9010454003
9010454003C,4,20200715,73.25,517,9010454003
9010454003C,4,20210715,75.91,517,9010454003
9010454003C,4,20220715,78.63,517,9010454003
9010455341C,4,20180801,70.25,517,9010455341
9010455341C,4,20190801,72.79,517,9010455341
9010455341C,4,20200801,75.32,517,9010455341
9010455341C,4,20210801,77.81,517,9010455341
9010455341C,4,20220801,80.39,517,9010455341
9010455341C,4,20230801,82.88,517,9010455341
9010455341C,4,20240801,85.46,517,9010455341
9010455341C,4,20250801,88.09,517,9010455341
9010456114C,4,20180815,140.86,517,9010456114
9010456114C,4,20190815,144.29,517,9010456114
9010456114C,4,20200815,147.59,517,9010456114
9010456114C,4,20210815,150.90,517,9010456114
9010456114C,4,20220815,154.14,517,9010456114
9010456114C,4,20230815,157.32,517,9010456114
9010456114C,4,20240815,160.57,517,9010456114
9010456114C,4,20250815,163.81,517,9010456114
9010456928C,4,20180915,153.48,517,9010456928
9010456928C,4,20190915,158.25,517,9010456928
9010456928C,4,20200915,162.94,517,9010456928
9010456928C,4,20210915,167.71,517,9010456928
9010456928C,4,20220915,172.40,517,9010456928
9010456928C,4,20230915,177.17,517,9010456928
9010456928C,4,20240915,181.77,517,9010456928
9010457291C,4,20181001,123.02,517,9010457291
9010457291C,4,20191001,125.81,517,9010457291
9010457291C,4,20201001,128.56,517,9010457291
9010457291C,4,20211001,131.26,517,9010457291
9010457536C,4,20181001,69.03,517,9010457536
9010457536C,4,20191001,71.66,517,9010457536
9010457536C,4,20201001,74.24,517,9010457536
9010457536C,4,20211001,76.93,517,9010457536
9010457536C,4,20221001,79.56,517,9010457536
9010457536C,4,20231001,82.25,517,9010457536
9010457536C,4,20241001,84.98,517,9010457536
9010457536C,4,20251001,87.67,517,9010457536
9010457537C,4,20181001,69.60,517,9010457537
9010457537C,4,20191001,72.15,517,9010457537
9010457537C,4,20201001,74.75,517,9010457537
9010457537C,4,20211001,77.35,517,9010457537
9010457537C,4,20221001,79.95,517,9010457537
9010457603C,4,20181001,153.48,517,9010457603
9010458190C,4,20181101,137.86,517,9010458190
9010458190C,4,20191101,141.16,517,9010458190
9010458190C,4,20201101,144.33,517,9010458190
9010458190C,4,20211101,147.45,517,9010458190
9010458190C,4,20221101,150.63,517,9010458190
9010458520C,4,20181115,69.67,517,9010458520
9010458520C,4,20191115,71.94,517,9010458520
9010458520C,4,20201115,74.22,517,9010458520
9010458520C,4,20211115,76.45,517,9010458520
9010458520C,4,20221115,78.76,517,9010458520
9010458525C,1,20181115,69.89,515,9010458525
9010458525C,1,20191115,65.07,515,9010458525
9010458525C,3,20191115,6.98,514,9010458525
9010458525C,3,20201115,74.26,514,9010458525
9010458525C,3,20211115,76.50,514,9010458525
9010458525C,3,20221115,78.70,514,9010458525
9010458525C,3,20231115,80.94,514,9010458525
9010458525C,3,20241115,83.14,514,9010458525
9010458525C,3,20251115,85.35,514,9010458525
9010458526C,4,20181115,68.64,517,9010458526
9010458526C,4,20191115,70.67,517,9010458526
9010458526C,4,20201115,72.73,517,9010458526
9010458526C,4,20211115,74.76,517,9010458526
9010458526C,4,20221115,76.79,517,9010458526
9010458526C,4,20231115,78.79,517,9010458526
9010458526C,4,20241115,80.75,517,9010458526
9010458526C,4,20251115,82.67,517,9010458526
9010458663C,4,20181115,253.03,517,9010458663
9010458663C,4,20191115,258.59,517,9010458663
9010458663C,4,20201115,264.15,517,9010458663
9010458663C,4,20211115,269.53,517,9010458663
9010458663C,4,20221115,274.80,517,9010458663
9010458663C,4,20231115,279.99,517,9010458663
9010458744C,4,20181115,311.68,517,9010458744
9010459011C,4,20181201,234.83,517,9010459011
9010459011C,4,20191201,241.78,517,9010459011
9010459011C,4,20201201,248.84,517,9010459011
9010459011C,4,20211201,255.79,517,9010459011
9010459011C,4,20221201,262.73,517,9010459011
9010459011C,4,20231201,269.56,517,9010459011
9010459011C,4,20241201,276.26,517,9010459011
9010459011C,4,20251201,282.85,517,9010459011
9010459336C,4,20180101,228.18,517,9010459336
9010459336C,4,20190101,233.13,517,9010459336
9010459336C,4,20200101,237.99,517,9010459336
9010459421C,4,20180101,68.09,517,9010459421
9010459421C,4,20190101,70.52,517,9010459421
9010459421C,4,20200101,73.04,517,9010459421
9010459421C,4,20210101,75.52,517,9010459421
9010459421C,4,20220101,78.00,517,9010459421
9010459421C,4,20230101,80.52,517,9010459421
9010459421C,4,20240101,83.04,517,9010459421
9010459421C,4,20250101,85.61,517,9010459421
9010459421C,4,20260101,88.18,517,9010459421
9010459527C,4,20180101,141.72,517,9010459527
9010459527C,4,20190101,145.51,517,9010459527
9010459527C,4,20200101,149.30,517,9010459527
9010459527C,4,20210101,152.97,517,9010459527
9010459527C,4,20220101,156.57,517,9010459527
9010459527C,4,20230101,160.04,517,9010459527
9010459527C,4,20240101,163.45,517,9010459527
9010459527C,4,20250101,166.79,517,9010459527
9010459527C,4,20260101,170.20,517,9010459527
9010459653C,4,20180101,148.79,517,9010459653
9010459653C,4,20190101,153.48,517,9010459653
9010459653C,4,20200101,158.25,517,9010459653
9010459653C,4,20210101,162.94,517,9010459653
9010459653C,4,20220101,167.71,517,9010459653
9010459653C,4,20230101,172.40,517,9010459653
9010459653C,4,20240101,177.17,517,9010459653
9010459814C,4,20180115,139.56,517,9010459814
9010459814C,4,20190115,143.23,517,9010459814
9010459814C,4,20200115,146.83,517,9010459814
9010459814C,4,20210115,150.31,517,9010459814
9010459814C,4,20220115,153.72,517,9010459814
9010459814C,4,20230115,157.08,517,9010459814
9010459814C,4,20240115,160.37,517,9010459814
9010459814C,4,20250115,163.66,517,9010459814
9010459814C,4,20260115,166.95,517,9010459814
9010459970C,2,20180201,104.43,516,9010459970
9010460653C,4,20180215,122.56,517,9010460653
9010460653C,4,20190215,125.41,517,9010460653
9010460653C,4,20200215,128.26,517,9010460653
9010460653C,4,20210215,131.11,517,9010460653
9010460653C,4,20220215,133.87,517,9010460653
9010460653C,4,20230215,136.62,517,9010460653
9010460653C,4,20240215,139.28,517,9010460653
9010460653C,4,20250215,141.84,517,9010460653
9010460653C,4,20260215,144.40,517,9010460653
9010462057C,4,20180401,146.08,517,9010462057
9010462057C,4,20190401,150.46,517,9010462057
9010462057C,4,20200401,154.84,517,9010462057
9010462057C,4,20210401,159.15,517,9010462057
9010462057C,4,20220401,163.39,517,9010462057
9010462057C,4,20230401,167.55,517,9010462057
9010462057C,4,20240401,171.64,517,9010462057
9010462057C,4,20250401,175.66,517,9010462057
