PLAN,FORM,DESCR,PAR,SEX,BASIS,NFOINT,LOANINT,LOANINTX,DEPINT,VARDB,VARGP,LOAGE,HIAGE,RENEW,PAYYRS,PAYAGE,INSYRS,INSAGE,ANNL,SEMI,QTRL,MTHD,MTHB,ANNLFEE,SEMIFEE,QTRLFEE,MTHDFEE,MTHBFEE,INITVAL,MKTG,PRODUCT,CALCADV,COMMID,MINUNIT,MAXUNIT,BPOLFEE,BACTIVE,RRULE,AGTRSV,AUTONFO,PLANTYPE,INTMETHTV,INTMETHCV,DEFICIENCY,HDEDMETHOD,PLANVALOPT,GDVARYGP,GDVARYDB,GDVARYCV,GDVARYTV,GDVARYDV,UWVARYGP,UWVARYDB,UWVARYCV,UWVARYTV,UWVARYDV,BDVARYGP,BDVARYDB,BDVARYCV,BDVARYTV,BDVARYDV,STVARYGP,STVARYDB,STVARYCV,STVARYTV,STVARYDV,CONVCOMM,PLANNAME,HRENEW,HLOB,HCOMMIP,HRIGPKEY,SIMPLEINT,MLAPSE,MNOTE10,MNAICLOB,MNFOANNV,MGTDANNV
L10 WP SRN,8139,L10 WAIVER OF PREMIUM   POST 1997,0,B,,,0.00,22,0.00,4,4,19,55,T,00,60,00,60,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,13,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,L10 WAIVER OF PREMIUM   POST 1997,,,,,,0,,NAPLAN,,
1L14SC,L14,WHOLE LIFE,0,B,,C,0.00,22,0.00,4,4,45,85,T,00,100,00,100,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,13,T,,0,99,,T,22,0.00,0,,,0,N,,F,0,0,,,,,,,,,,,,,,,,,,,,WHOLE LIFE,,,,,,0,,NAPLAN,,
1L15GD,L15,"GRADED DEATH BENEFIT, WHOLE LIFE",0,B,,C,0.00,22,0.00,4,4,45,85,T,00,100,00,100,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,13,T,,0,99,,T,22,0.00,0,,,0,N,,F,0,0,,,,,,,,,,,,,,,,,,,,"GRADED DEATH BENEFIT, WHOLE LIFE",,,,,,0,,NAPLAN,,
9ADB15,L15 INHER,INHERENT ACCIDENTAL DEATH (3 YR) FOR L15,0,B,,,0.00,22,0.00,4,4,45,85,T,03,00,03,00,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,13,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,INHERENT ACCIDENTAL DEATH (3 YR) FOR L15,,,,,,0,,NAPLAN,,
1L16GD,L16,"GRADED DEATH BENEFIT, WHOLE LIFE",0,B,,C,0.00,22,0.00,4,4,50,70,T,00,100,00,100,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,13,T,,0,99,,T,22,0.00,0,,,0,N,,F,0,0,,,,,,,,,,,,,,,,,,,,"GRADED DEATH BENEFIT, WHOLE LIFE",,,,,,0,,NAPLAN,,
9L16PF,L16 INHER,"GRADED DEATH BENEFIT, WHOLE LIFE",0,B,,,0.00,22,0.00,4,4,50,70,T,02,00,02,00,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,13,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,"GRADED DEATH BENEFIT, WHOLE LIFE",,,,,,0,,NAPLAN,,
10L171,L17,SINGLE PREMIUM WHOLE LIFE,0,B,,C,0.00,22,0.00,4,4,00,18,T,00,00,00,100,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,0,99,,T,22,0.00,0,,,0,N,,F,0,0,,,,,,,,,,,,,,,,,,,,SINGLE PREMIUM WHOLE LIFE,,,,,,0,,NAPLAN,,
117JPO,L17,SINGLE PREMIUM WHOLE LIFE,0,B,,C,0.00,22,0.00,4,4,00,18,T,00,00,00,100,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,0,99,,T,22,0.00,0,,,0,N,,F,0,0,,,,,,,,,,,,,,,,,,,,SINGLE PREMIUM WHOLE LIFE,,,,,,0,,NAPLAN,,
10L172,L17,SINGLE PREMIUM WHOLE LIFE,0,B,,C,0.00,22,0.00,4,4,00,18,T,00,00,00,100,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,0,99,,T,22,0.00,0,,,0,N,,F,0,0,,,,,,,,,,,,,,,,,,,,SINGLE PREMIUM WHOLE LIFE,,,,,,0,,NAPLAN,,
17MJPO,L17,SINGLE PREMIUM WHOLE LIFE,0,B,,C,0.00,22,0.00,4,4,00,18,T,00,00,00,100,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,0,99,,T,22,0.00,0,,,0,N,,F,0,0,,,,,,,,,,,,,,,,,,,,SINGLE PREMIUM WHOLE LIFE,,,,,,0,,NAPLAN,,
1L17SP,L17,"SINGLE PREMIUM, WHOLE LIFE",0,B,,C,0.00,22,0.00,4,4,00,18,T,00,00,00,100,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,0,99,,T,22,0.00,0,,,0,N,,F,0,0,,,,,,,,,,,,,,,,,,,,"SINGLE PREMIUM, WHOLE LIFE",,,,,,0,,NAPLAN,,
9SLADB,SAL ADB,SAL ACCIDENTAL DEATH BENEFIT,0,B,,,0.00,22,0.00,4,4,00,75,T,100,00,100,00,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,70,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,SAL ACCIDENTAL DEATH BENEFIT,,,,,,0,,NAPLAN,,
1SALML,SAL ML,MODIFIED LIFE,0,B,,4,0.00,22,0.00,4,4,00,75,T,100,00,100,00,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,70,T,,0,99,,T,22,0.00,0,,,0,N,,F,0,0,,,,,,,,,,,,,,,,,,,,MODIFIED LIFE,,,,,,0,,NAPLAN,,
1SALMI,SAL ML,MULTIPLE INSUREDS SAL MODIFIED LIFE,0,B,,,0.00,22,0.00,4,4,00,75,T,100,00,100,00,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,70,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,MULTIPLE INSUREDS SAL MODIFIED LIFE,,,,,,0,,NAPLAN,,
1SALOL,,ORDINARY WHOLE LIFE,0,B,,4,0.00,22,0.00,4,4,00,75,T,100,00,100,00,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,70,T,,0,99,,T,22,0.00,0,,,0,N,,F,0,0,,,,,,,,,,,,,,,,,,,,ORDINARY WHOLE LIFE,,,,,,0,,NAPLAN,,
WP 646,0823,WAIVER OF PREMIUM,0,B,,,0.00,22,0.00,4,4,20,60,T,00,69,00,69,100.0000,51.0000,26.5000,9.2500,9.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,0,99,,T,22,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,WAIVER OF PREMIUM,,,,,,0,,NAPLAN,,
