reconstructed_claim_id,claim_family,mresidual_candidate,decomposition_status,balancing_status,residual_reason,derivation_status,derivation_confidence
RC-9010788679-2-SURRENDER_CLAIM-C5-20230404,SURRENDER_CLAIM,148.7,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010789095-2-SURRENDER_CLAIM-C0-20180409,SURRENDER_CLAIM,142.1,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010789095-2-SURRENDER_CLAIM-C1-20190409,SURRENDER_CLAIM,142.1,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010789095-2-SURRENDER_CLAIM-C2-20200409,SURRENDER_CLAIM,142.1,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010789095-2-SURRENDER_CLAIM-C3-20210409,SURRENDER_CLAIM,142.1,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010789095-2-SURRENDER_CLAIM-C4-20220409,SURRENDER_CLAIM,142.1,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010789213-2-SURRENDER_CLAIM-C0-20180409,SURRENDER_CLAIM,304.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010789213-2-SURRENDER_CLAIM-C1-20190409,SURRENDER_CLAIM,304.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010789213-2-SURRENDER_CLAIM-C2-20200409,SURRENDER_CLAIM,304.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010789213-2-SURRENDER_CLAIM-C3-20210409,SURRENDER_CLAIM,304.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010789213-2-SURRENDER_CLAIM-C4-20220409,SURRENDER_CLAIM,304.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010789213-2-SURRENDER_CLAIM-C5-20230409,SURRENDER_CLAIM,304.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010789213-2-SURRENDER_CLAIM-C6-20240409,SURRENDER_CLAIM,304.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010789213-2-SURRENDER_CLAIM-C7-20250409,SURRENDER_CLAIM,304.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010789213-2-SURRENDER_CLAIM-C8-20260409,SURRENDER_CLAIM,304.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010789348-2-SURRENDER_CLAIM-C0-20210410,SURRENDER_CLAIM,179.35,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010789348-2-SURRENDER_CLAIM-C1-20220410,SURRENDER_CLAIM,198.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010789348-2-SURRENDER_CLAIM-C2-20230410,SURRENDER_CLAIM,198.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010789348-2-SURRENDER_CLAIM-C3-20240410,SURRENDER_CLAIM,198.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010789348-2-SURRENDER_CLAIM-C4-20250410,SURRENDER_CLAIM,198.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010789351-2-SURRENDER_CLAIM-C0-20180601,SURRENDER_CLAIM,1409.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010789351-2-SURRENDER_CLAIM-C1-20190601,SURRENDER_CLAIM,1409.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010789351-2-SURRENDER_CLAIM-C2-20200601,SURRENDER_CLAIM,1409.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010789351-2-SURRENDER_CLAIM-C3-20210601,SURRENDER_CLAIM,1409.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010789351-2-SURRENDER_CLAIM-C4-20220601,SURRENDER_CLAIM,1409.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010789351-2-SURRENDER_CLAIM-C5-20230601,SURRENDER_CLAIM,1409.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010789351-2-SURRENDER_CLAIM-C6-20240601,SURRENDER_CLAIM,1409.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010789375-1-DEATH_CLAIM-C0-20200926,DEATH_CLAIM,-79.31,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,MINOR_VARIANCE,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,RULEBOOK_READY,MODERATE_CONFIDENCE
RC-9010789384-1-DEATH_CLAIM-C0-20180328,DEATH_CLAIM,-34.31,RESIDUAL_REMAINS,MINOR_VARIANCE,RESIDUAL_REMAINS,RULEBOOK_READY,MODERATE_CONFIDENCE
RC-9010789525-1-DEATH_CLAIM-C0-20221228,DEATH_CLAIM,-7.88,RESIDUAL_REMAINS,MINOR_VARIANCE,RESIDUAL_REMAINS,RULEBOOK_READY,MODERATE_CONFIDENCE
RC-9010789546-2-SURRENDER_CLAIM-C0-20230417,SURRENDER_CLAIM,298.75,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010789546-2-SURRENDER_CLAIM-C1-20240417,SURRENDER_CLAIM,298.75,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010789546-2-SURRENDER_CLAIM-C2-20250417,SURRENDER_CLAIM,298.75,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010789546-2-SURRENDER_CLAIM-C3-20260417,SURRENDER_CLAIM,298.75,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010789992-2-SURRENDER_CLAIM-C0-20230407,SURRENDER_CLAIM,252.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010789992-2-SURRENDER_CLAIM-C1-20240407,SURRENDER_CLAIM,252.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010790077-2-SURRENDER_CLAIM-C0-20180414,SURRENDER_CLAIM,113.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010790077-2-SURRENDER_CLAIM-C1-20190414,SURRENDER_CLAIM,113.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010790077-2-SURRENDER_CLAIM-C2-20200414,SURRENDER_CLAIM,113.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010790077-2-SURRENDER_CLAIM-C3-20210414,SURRENDER_CLAIM,113.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010790077-2-SURRENDER_CLAIM-C4-20220414,SURRENDER_CLAIM,113.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010790077-2-SURRENDER_CLAIM-C5-20230414,SURRENDER_CLAIM,113.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010790077-2-SURRENDER_CLAIM-C6-20240414,SURRENDER_CLAIM,113.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010790077-2-SURRENDER_CLAIM-C7-20250414,SURRENDER_CLAIM,113.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010790077-2-SURRENDER_CLAIM-C8-20260414,SURRENDER_CLAIM,113.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010790176-2-SURRENDER_CLAIM-C0-20180415,SURRENDER_CLAIM,642.4,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010790176-2-SURRENDER_CLAIM-C1-20190415,SURRENDER_CLAIM,642.4,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010790176-2-SURRENDER_CLAIM-C2-20200415,SURRENDER_CLAIM,642.4,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010790176-2-SURRENDER_CLAIM-C3-20210415,SURRENDER_CLAIM,642.4,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010790176-2-SURRENDER_CLAIM-C4-20220415,SURRENDER_CLAIM,642.4,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010790287-2-SURRENDER_CLAIM-C0-20180417,SURRENDER_CLAIM,214.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010790287-2-SURRENDER_CLAIM-C1-20190417,SURRENDER_CLAIM,214.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010790287-2-SURRENDER_CLAIM-C2-20200417,SURRENDER_CLAIM,214.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010790287-2-SURRENDER_CLAIM-C3-20210417,SURRENDER_CLAIM,214.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010790287-2-SURRENDER_CLAIM-C4-20220417,SURRENDER_CLAIM,214.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010790287-2-SURRENDER_CLAIM-C5-20230417,SURRENDER_CLAIM,214.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010790287-2-SURRENDER_CLAIM-C6-20240417,SURRENDER_CLAIM,214.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010790287-2-SURRENDER_CLAIM-C7-20250417,SURRENDER_CLAIM,214.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010790287-2-SURRENDER_CLAIM-C8-20260417,SURRENDER_CLAIM,214.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010790543-1-DEATH_CLAIM-C0-20211110,DEATH_CLAIM,-100.28,RESIDUAL_REMAINS,UNBALANCED,RESIDUAL_REMAINS,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010790782-2-SURRENDER_CLAIM-C0-20240520,SURRENDER_CLAIM,16733.94,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010791078-1-DEATH_CLAIM-C0-20211222,DEATH_CLAIM,-49.57,RESIDUAL_REMAINS,MINOR_VARIANCE,RESIDUAL_REMAINS,RULEBOOK_READY,MODERATE_CONFIDENCE
RC-9010791323-2-SURRENDER_CLAIM-C0-20180418,SURRENDER_CLAIM,117.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010791323-2-SURRENDER_CLAIM-C1-20190418,SURRENDER_CLAIM,117.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010791323-2-SURRENDER_CLAIM-C2-20200418,SURRENDER_CLAIM,117.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010791323-2-SURRENDER_CLAIM-C3-20210418,SURRENDER_CLAIM,117.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010791323-2-SURRENDER_CLAIM-C4-20220418,SURRENDER_CLAIM,117.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010791323-2-SURRENDER_CLAIM-C5-20230418,SURRENDER_CLAIM,117.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010791323-2-SURRENDER_CLAIM-C6-20240418,SURRENDER_CLAIM,117.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010791323-2-SURRENDER_CLAIM-C7-20250418,SURRENDER_CLAIM,117.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010791323-2-SURRENDER_CLAIM-C8-20260418,SURRENDER_CLAIM,117.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010791405-2-SURRENDER_CLAIM-C0-20180418,SURRENDER_CLAIM,121.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010791405-2-SURRENDER_CLAIM-C1-20190418,SURRENDER_CLAIM,121.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010791405-2-SURRENDER_CLAIM-C2-20200418,SURRENDER_CLAIM,121.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010791405-2-SURRENDER_CLAIM-C3-20210418,SURRENDER_CLAIM,121.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010791405-2-SURRENDER_CLAIM-C4-20220418,SURRENDER_CLAIM,121.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010791405-2-SURRENDER_CLAIM-C5-20230418,SURRENDER_CLAIM,121.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010791405-2-SURRENDER_CLAIM-C6-20240418,SURRENDER_CLAIM,121.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010791405-2-SURRENDER_CLAIM-C7-20250418,SURRENDER_CLAIM,121.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010791405-2-SURRENDER_CLAIM-C8-20260418,SURRENDER_CLAIM,121.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010792037-2-SURRENDER_CLAIM-C0-20220201,SURRENDER_CLAIM,4891.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010792038-1-DEATH_CLAIM-C0-20180506,DEATH_CLAIM,-259.54,RESIDUAL_REMAINS,UNBALANCED,RESIDUAL_REMAINS,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010792296-1-DEATH_CLAIM-C0-20200820,DEATH_CLAIM,-13.4,RESIDUAL_REMAINS,MINOR_VARIANCE,RESIDUAL_REMAINS,RULEBOOK_READY,MODERATE_CONFIDENCE
RC-9010792420-2-SURRENDER_CLAIM-C0-20180508,SURRENDER_CLAIM,14738.49,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010792701-1-DEATH_CLAIM-C0-20191024,DEATH_CLAIM,-115.84,RESIDUAL_REMAINS,UNBALANCED,RESIDUAL_REMAINS,NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010792705-3-SURRENDER_CLAIM-C0-20220603,SURRENDER_CLAIM,6000.18,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010792706-4-SURRENDER_CLAIM-C0-20250503,SURRENDER_CLAIM,5117.68,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010792884-3-SURRENDER_CLAIM-C0-20180507,SURRENDER_CLAIM,484.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010792884-3-SURRENDER_CLAIM-C1-20190507,SURRENDER_CLAIM,484.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010792884-3-SURRENDER_CLAIM-C2-20200507,SURRENDER_CLAIM,484.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010792884-3-SURRENDER_CLAIM-C3-20210507,SURRENDER_CLAIM,484.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010792884-3-SURRENDER_CLAIM-C4-20220507,SURRENDER_CLAIM,484.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010792884-3-SURRENDER_CLAIM-C5-20230507,SURRENDER_CLAIM,484.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010792884-3-SURRENDER_CLAIM-C6-20240507,SURRENDER_CLAIM,484.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010792884-3-SURRENDER_CLAIM-C7-20250507,SURRENDER_CLAIM,484.5,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010792961-2-SURRENDER_CLAIM-C0-20180515,SURRENDER_CLAIM,193.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010792961-2-SURRENDER_CLAIM-C1-20190515,SURRENDER_CLAIM,193.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010792961-2-SURRENDER_CLAIM-C2-20200515,SURRENDER_CLAIM,193.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010792961-2-SURRENDER_CLAIM-C3-20210515,SURRENDER_CLAIM,193.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010792961-2-SURRENDER_CLAIM-C4-20220515,SURRENDER_CLAIM,193.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010792961-2-SURRENDER_CLAIM-C5-20230515,SURRENDER_CLAIM,193.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010792961-2-SURRENDER_CLAIM-C6-20240515,SURRENDER_CLAIM,193.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010792961-2-SURRENDER_CLAIM-C7-20250515,SURRENDER_CLAIM,193.25,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010792979-2-SURRENDER_CLAIM-C0-20181106,SURRENDER_CLAIM,11779.17,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010792997-2-SURRENDER_CLAIM-C0-20180515,SURRENDER_CLAIM,294.33,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010792997-2-SURRENDER_CLAIM-C1-20190515,SURRENDER_CLAIM,294.33,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010792997-2-SURRENDER_CLAIM-C2-20200515,SURRENDER_CLAIM,294.33,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010792997-2-SURRENDER_CLAIM-C3-20210515,SURRENDER_CLAIM,294.33,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010793582-2-SURRENDER_CLAIM-C0-20180715,SURRENDER_CLAIM,716.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010793582-2-SURRENDER_CLAIM-C1-20190715,SURRENDER_CLAIM,716.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010793582-2-SURRENDER_CLAIM-C2-20200715,SURRENDER_CLAIM,716.0,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010793582-2-SURRENDER_CLAIM-C3-20230818,SURRENDER_CLAIM,19161.67,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010793722-1-DEATH_CLAIM-C0-20191211,DEATH_CLAIM,-8.33,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,MINOR_VARIANCE,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,RULEBOOK_READY,MODERATE_CONFIDENCE
RC-9010793727-2-SURRENDER_CLAIM-C0-20180515,SURRENDER_CLAIM,263.2,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010793727-2-SURRENDER_CLAIM-C1-20190515,SURRENDER_CLAIM,263.2,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010793727-2-SURRENDER_CLAIM-C2-20200515,SURRENDER_CLAIM,263.2,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010793727-2-SURRENDER_CLAIM-C3-20210515,SURRENDER_CLAIM,263.2,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010793727-2-SURRENDER_CLAIM-C4-20220515,SURRENDER_CLAIM,263.2,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010793737-2-SURRENDER_CLAIM-C0-20180520,SURRENDER_CLAIM,206.95,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010793737-2-SURRENDER_CLAIM-C1-20190520,SURRENDER_CLAIM,206.95,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010793737-2-SURRENDER_CLAIM-C2-20200520,SURRENDER_CLAIM,206.95,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010793737-2-SURRENDER_CLAIM-C3-20210520,SURRENDER_CLAIM,206.95,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010793738-2-SURRENDER_CLAIM-C0-20230321,SURRENDER_CLAIM,22237.46,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010793830-2-SURRENDER_CLAIM-C0-20180523,SURRENDER_CLAIM,206.75,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010793830-2-SURRENDER_CLAIM-C1-20190523,SURRENDER_CLAIM,206.75,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010793830-2-SURRENDER_CLAIM-C2-20200523,SURRENDER_CLAIM,206.75,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010793830-2-SURRENDER_CLAIM-C3-20210523,SURRENDER_CLAIM,206.75,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010793830-2-SURRENDER_CLAIM-C4-20220523,SURRENDER_CLAIM,206.75,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010793830-2-SURRENDER_CLAIM-C5-20230523,SURRENDER_CLAIM,206.75,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010793830-2-SURRENDER_CLAIM-C6-20240523,SURRENDER_CLAIM,206.75,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010793830-2-SURRENDER_CLAIM-C7-20250523,SURRENDER_CLAIM,206.75,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010793970-2-SURRENDER_CLAIM-C0-20180108,SURRENDER_CLAIM,4568.98,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010794095-1-DEATH_CLAIM-C0-20221008,DEATH_CLAIM,-13.19,RESIDUAL_REMAINS,MINOR_VARIANCE,RESIDUAL_REMAINS,RULEBOOK_READY,MODERATE_CONFIDENCE
RC-9010794098-2-SURRENDER_CLAIM-C0-20180514,SURRENDER_CLAIM,448.75,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010794098-2-SURRENDER_CLAIM-C1-20190514,SURRENDER_CLAIM,448.75,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010794098-2-SURRENDER_CLAIM-C2-20200514,SURRENDER_CLAIM,448.75,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010794098-2-SURRENDER_CLAIM-C3-20210514,SURRENDER_CLAIM,448.75,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010794098-2-SURRENDER_CLAIM-C4-20220514,SURRENDER_CLAIM,448.75,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010794098-2-SURRENDER_CLAIM-C5-20230514,SURRENDER_CLAIM,448.75,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
RC-9010794098-2-SURRENDER_CLAIM-C6-20240514,SURRENDER_CLAIM,448.75,,UNBALANCED,Optional components absent (not forced),NEEDS_MANUAL_REVIEW,LOW_CONFIDENCE
