mpolicy,mphase,claimnum,family,lifecycle,before_claimstat,after_claimstat,reason,has_payment,mpaid,pddate,origsttus
010756033C,0,PS-010756033-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,197.35,20210701,22
010756033C,0,PS-010756033-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,197.35,20220701,22
010756033C,0,PS-010756033-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,197.35,20230703,22
010756540C,0,PS-010756540-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,187.75,20230728,22
010756916C,0,PS-010756916-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,329.25,20180806,22
010756916C,0,PS-010756916-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,329.25,20190805,22
010756916C,0,PS-010756916-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,329.25,20200804,22
010756916C,0,PS-010756916-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,329.25,20210804,22
010756916C,0,PS-010756916-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,329.25,20220804,22
010756916C,0,PS-010756916-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,329.25,20230804,22
010756916C,0,PS-010756916-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,329.25,20240805,22
010756916C,0,PS-010756916-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,329.25,20250804,22
010756925C,0,PS-010756925-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,214.25,20180806,22
010756925C,0,PS-010756925-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,214.25,20190805,22
010756925C,0,PS-010756925-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,214.25,20200805,22
010756925C,0,PS-010756925-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,214.25,20210805,22
010756925C,0,PS-010756925-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,214.25,20220805,22
010756925C,0,PS-010756925-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,214.25,20230807,22
010756925C,0,PS-010756925-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,214.25,20240805,22
010756925C,0,PS-010756925-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,214.25,20250805,22
010756938C,0,PS-010756938-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,390.25,20180718,22
010756938C,0,PS-010756938-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,390.25,20190718,22
010756938C,0,PS-010756938-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,390.25,20200720,22
010756938C,0,PS-010756938-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,390.25,20210719,22
010756938C,0,PS-010756938-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,390.25,20220718,22
010756938C,0,PS-010756938-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,390.25,20230718,22
010757042C,0,PS-010757042-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,206.95,20180712,22
010757042C,0,PS-010757042-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,206.95,20190712,22
010757042C,0,PS-010757042-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,206.95,20200713,22
010757071C,0,PS-010757071-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,219.40,20180716,22
010757071C,0,PS-010757071-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,219.40,20190715,22
010757071C,0,PS-010757071-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,219.40,20200714,22
010757071C,0,PS-010757071-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,219.40,20210714,22
010757071C,0,PS-010757071-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,219.40,20220714,22
010757071C,0,PS-010757071-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,219.40,20230714,22
010757071C,0,PS-010757071-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,219.40,20240715,22
010757071C,0,PS-010757071-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,219.40,20250714,22
010757607C,0,PS-010757607-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,115.75,20180718,22
010757607C,0,PS-010757607-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,115.75,20190718,22
010757607C,0,PS-010757607-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,115.75,20200720,22
010757607C,0,PS-010757607-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,115.75,20210719,22
010757607C,0,PS-010757607-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,115.75,20220718,22
010757607C,0,PS-010757607-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,115.75,20230718,22
010757607C,0,PS-010757607-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,115.75,20240718,22
010757607C,0,PS-010757607-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,115.75,20250718,22
010757801C,0,PS-010757801-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,537.40,20180719,22
010757801C,0,PS-010757801-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,537.40,20190719,22
010757801C,0,PS-010757801-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,537.40,20200720,22
010757801C,0,PS-010757801-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,537.40,20210719,22
010757801C,0,PS-010757801-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,537.40,20220719,22
010757801C,0,PS-010757801-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,537.40,20230719,22
010757801C,0,PS-010757801-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,537.40,20240719,22
010757801C,0,PS-010757801-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,537.40,20250721,22
010757840C,0,PS-010757840-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,355.25,20180816,22
010757840C,0,PS-010757840-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,355.25,20190816,22
010757840C,0,PS-010757840-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,355.25,20200817,22
010757840C,0,PS-010757840-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,355.25,20210816,22
010757840C,0,PS-010757840-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,355.25,20220816,22
010757840C,0,PS-010757840-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,355.25,20230816,22
010757840C,0,PS-010757840-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,355.25,20240816,22
010757840C,0,PS-010757840-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,355.25,20250818,22
010758520C,0,PS-010758520-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,571.00,20180801,22
010758520C,0,PS-010758520-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,571.00,20190801,22
010758540C,0,PS-010758540-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,181.00,20180801,22
010758540C,0,PS-010758540-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,181.00,20190801,22
010758540C,0,PS-010758540-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,181.00,20200803,22
010758540C,0,PS-010758540-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,181.00,20210802,22
010758540C,0,PS-010758540-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,181.00,20220801,22
010758540C,0,PS-010758540-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,181.00,20230801,22
010758540C,0,PS-010758540-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,181.00,20240801,22
010758540C,0,PS-010758540-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,181.00,20250801,22
010758549C,0,PS-010758549-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,268.48,20180801,22
010758550C,0,PS-010758550-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,218.48,20180801,22
010758550C,0,PS-010758550-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,218.48,20190801,22
010758550C,0,PS-010758550-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,218.48,20200803,22
010758573C,0,PS-010758573-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,373.75,20180810,22
010758573C,0,PS-010758573-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,373.75,20190812,22
010758573C,0,PS-010758573-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,373.75,20200810,22
010758573C,0,PS-010758573-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,373.75,20210810,22
010758573C,0,PS-010758573-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,373.75,20220810,22
010758573C,0,PS-010758573-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,373.75,20230810,22
010758573C,0,PS-010758573-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,373.75,20240812,22
010759008C,0,PS-010759008-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,154.75,20180801,22
010759008C,0,PS-010759008-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,154.75,20190801,22
010759008C,0,PS-010759008-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,154.75,20200803,22
010759008C,0,PS-010759008-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,154.75,20210802,22
010759008C,0,PS-010759008-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,154.75,20220801,22
010759008C,0,PS-010759008-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,154.75,20230801,22
010759008C,0,PS-010759008-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,154.75,20240801,22
010759008C,0,PS-010759008-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,154.75,20250801,22
010759385C,0,PS-010759385-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,179.35,20180802,22
010759385C,0,PS-010759385-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,179.35,20190802,22
010759385C,0,PS-010759385-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,179.35,20200803,22
010759385C,0,PS-010759385-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,179.35,20210802,22
010759385C,0,PS-010759385-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,179.35,20220802,22
010759385C,0,PS-010759385-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,179.35,20230802,22
010759385C,0,PS-010759385-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,179.35,20240802,22
010759385C,0,PS-010759385-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,179.35,20250804,22
010759541C,0,PS-010759541-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,296.00,20180801,22
010759541C,0,PS-010759541-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,296.00,20190801,22
010759541C,0,PS-010759541-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,296.00,20200803,22
010759541C,0,PS-010759541-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,296.00,20210802,22
010759541C,0,PS-010759541-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,296.00,20220801,22
010759541C,0,PS-010759541-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,296.00,20230801,22
010759541C,0,PS-010759541-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,296.00,20240801,22
010759541C,0,PS-010759541-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,296.00,20250801,22
010759550C,0,PS-010759550-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,349.00,20180801,22
010759550C,0,PS-010759550-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,349.00,20190801,22
010759550C,0,PS-010759550-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,349.00,20200803,22
010759550C,0,PS-010759550-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,349.00,20210802,22
010759550C,0,PS-010759550-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,349.00,20220801,22
010759550C,0,PS-010759550-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,349.00,20230801,22
010759550C,0,PS-010759550-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,349.00,20240801,22
010759550C,0,PS-010759550-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,349.00,20250801,22
010759559C,0,PS-010759559-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,171.05,20180801,22
010759932C,0,PS-010759932-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,329.25,20200414,22
010759932C,0,PS-010759932-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,329.25,20200414,22
010759932C,0,PS-010759932-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,329.25,20200807,22
010759932C,0,PS-010759932-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,329.25,20210809,22
010759932C,0,PS-010759932-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,329.25,20220818,22
010760160C,0,PS-010760160-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,305.80,20180904,22
010760160C,0,PS-010760160-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,305.80,20190903,22
010760160C,0,PS-010760160-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,305.80,20200901,22
010760160C,0,PS-010760160-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,305.80,20210901,22
010760160C,0,PS-010760160-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,305.80,20220901,22
010760160C,0,PS-010760160-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,305.80,20230901,22
010760160C,0,PS-010760160-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,305.80,20240903,22
010760160C,0,PS-010760160-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,305.80,20250902,22
010760294C,0,PS-010760294-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,340.25,20180904,22
010760294C,0,PS-010760294-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,340.25,20190903,22
010760295C,0,PS-010760295-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,214.25,20180904,22
010760295C,0,PS-010760295-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,214.25,20190903,22
010760295C,0,PS-010760295-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,214.25,20200901,22
010760295C,0,PS-010760295-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,214.25,20210901,22
010760295C,0,PS-010760295-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,214.25,20220901,22
010760295C,0,PS-010760295-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,214.25,20230901,22
010760295C,0,PS-010760295-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,214.25,20240903,22
010760295C,0,PS-010760295-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,214.25,20250902,22
010760298C,0,PS-010760298-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,458.75,20180904,22
010760298C,0,PS-010760298-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,458.75,20190903,22
010760298C,0,PS-010760298-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,458.75,20200901,22
010760298C,0,PS-010760298-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,458.75,20210901,22
010760298C,0,PS-010760298-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,458.75,20220901,22
010760298C,0,PS-010760298-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,458.75,20230901,22
010760298C,0,PS-010760298-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,458.75,20240903,22
010760298C,0,PS-010760298-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,458.75,20250902,22
010760840C,0,PS-010760840-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,358.20,20181001,22
010760840C,0,PS-010760840-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,358.20,20191001,22
010760851C,0,PS-010760851-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,415.24,20180924,22
010760851C,0,PS-010760851-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,415.24,20190923,22
010760851C,0,PS-010760851-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,415.24,20200923,22
010760851C,0,PS-010760851-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,415.24,20210923,22
010760851C,0,PS-010760851-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,415.24,20220923,22
010760851C,0,PS-010760851-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,415.24,20230925,22
010760851C,0,PS-010760851-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,415.24,20240923,22
010760851C,0,PS-010760851-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,415.24,20250923,22
010760865C,0,PS-010760865-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,281.98,20181001,22
010760865C,0,PS-010760865-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,281.98,20191001,22
010761639C,0,PS-010761639-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,271.00,20180904,22
010761673C,0,PS-010761673-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,187.00,20180904,22
010761673C,0,PS-010761673-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,187.00,20190903,22
010761673C,0,PS-010761673-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,187.00,20200901,22
010761673C,0,PS-010761673-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,187.00,20210901,22
010761673C,0,PS-010761673-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,187.00,20220901,22
010761673C,0,PS-010761673-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,187.00,20230901,22
010761673C,0,PS-010761673-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,187.00,20240903,22
010761673C,0,PS-010761673-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,187.00,20250902,22
010761870C,0,PS-010761870-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,150.25,20180904,22
010761870C,0,PS-010761870-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,150.25,20190903,22
010761870C,0,PS-010761870-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,150.25,20200901,22
010761874C,0,PS-010761874-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,253.34,20180904,22
010761874C,0,PS-010761874-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,253.34,20190903,22
010761874C,0,PS-010761874-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,253.34,20200901,22
010761882C,0,PS-010761882-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,548.00,20180904,22
010761882C,0,PS-010761882-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,369.89,20200825,22
010762068C,0,PS-010762068-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,287.89,20180827,22
010762068C,0,PS-010762068-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,287.89,20190826,22
010762068C,0,PS-010762068-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,287.89,20200826,22
010762068C,0,PS-010762068-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,287.89,20210826,22
010762068C,0,PS-010762068-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,287.89,20220826,22
010762068C,0,PS-010762068-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,287.89,20230828,22
010762068C,0,PS-010762068-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,287.89,20240826,22
010762068C,0,PS-010762068-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,287.89,20250826,22
010762319C,0,PS-010762319-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,199.75,20211201,22
010763006C,0,PS-010763006-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,424.60,20180907,22
010763006C,0,PS-010763006-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,424.60,20190909,22
010763006C,0,PS-010763006-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,424.60,20200908,22
010763006C,0,PS-010763006-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,424.60,20210907,22
010763006C,0,PS-010763006-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,424.60,20220907,22
010763006C,0,PS-010763006-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,424.60,20230907,22
010763378C,0,PS-010763378-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,121.00,20180919,22
010763378C,0,PS-010763378-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,121.00,20190919,22
010763378C,0,PS-010763378-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,121.00,20200921,22
010763378C,0,PS-010763378-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,121.00,20210920,22
010763378C,0,PS-010763378-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,121.00,20220919,22
010763378C,0,PS-010763378-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,121.00,20230919,22
010763378C,0,PS-010763378-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,121.00,20240919,22
010763450C,0,PS-010763450-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,188.10,20180904,22
010763450C,0,PS-010763450-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,188.10,20190903,22
010763450C,0,PS-010763450-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,188.10,20200901,22
010763450C,0,PS-010763450-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,188.10,20210901,22
010763450C,0,PS-010763450-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,188.10,20220901,22
010764120C,0,PS-010764120-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,260.35,20181001,22
010764120C,0,PS-010764120-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,260.35,20191001,22
010764120C,0,PS-010764120-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,260.35,20201001,22
010764120C,0,PS-010764120-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,260.35,20211001,22
010764121C,0,PS-010764121-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,367.64,20181001,22
010764121C,0,PS-010764121-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,367.64,20191001,22
010764121C,0,PS-010764121-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,367.64,20201001,22
010764121C,0,PS-010764121-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,367.64,20211001,22
010764121C,0,PS-010764121-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,367.64,20221003,22
