SCOPE,MPOLICY,MPHASE,MPLAN,FIELD,BASELINE,CURRENT
PHASE1,9010834192C,1,1658C1,MLASTANN,39,38
PHASE1,9010834192C,1,1658C1,MPREM,16.20,4.741463
PHASE1,9010834193C,1,1658C1,MLASTANN,39,38
PHASE1,9010834193C,1,1658C1,MPREM,31.90,7.656
PHASE1,9010834274C,1,1658C1,MLASTANN,39,38
PHASE1,9010834344C,1,1659CR,MLASTANN,39,38
PHASE1,9010834344C,1,1659CR,MPREM,24.30,58.32
PHASE1,9010834414C,1,1658C1,MLASTANN,39,38
PHASE1,9010834414C,1,1658C1,MPREM,8.82,4.2336
PHASE1,9010834430C,1,1658C1,MLASTANN,39,38
PHASE1,9010834430C,1,1658C1,MPREM,111.04,17.7664
PHASE1,9010834450C,1,1668SP,MLASTANN,39,38
PHASE1,9010834450C,1,1668SP,MPREM,1558.00,120.509978
PHASE1,9010834451C,1,1668SP,MLASTANN,39,38
PHASE1,9010834451C,1,1668SP,MPREM,1711.00,130.409995
PHASE1,9010834489C,1,1658C1,MLASTANN,39,38
PHASE1,9010834489C,1,1658C1,MPREM,37.01,2.9608
PHASE1,9010834574C,1,1659C2,MLASTANN,39,38
PHASE1,9010834575C,1,1659C2,MLASTANN,39,38
PHASE1,9010834689C,1,1659CS,MLASTANN,39,38
PHASE1,9010834689C,1,1659CS,MPREM,32.00,36.719706
PHASE1,9010834690C,1,1659CS,MLASTANN,39,38
PHASE1,9010834719C,1,5667AT,MLASTANN,39,38
PHASE1,9010834737C,1,1658C1,MLASTANN,39,38
PHASE1,9010834737C,1,1658C1,MPREM,34.83,2.7864
PHASE1,9010834745C,1,1659CR,MLASTANN,39,38
PHASE1,9010834745C,1,1659CR,MPREM,23.97,117.600402
PHASE1,9010835240C,1,1659CR,MLASTANN,39,38
PHASE1,9010835240C,1,1659CR,MPREM,21.05,50.52
PHASE1,9010835310C,1,1659CR,MLASTANN,39,38
PHASE1,9010835310C,1,1659CR,MPREM,55.88,44.704
PHASE1,9010835334C,1,1659CR,MLASTANN,39,38
PHASE1,9010835334C,1,1659CR,MPREM,30.91,37.092
PHASE1,9010835632C,1,1659CR,MLASTANN,39,38
PHASE1,9010835632C,1,1659CR,MPREM,136.08,27.216
PHASE1,9010835847C,1,5667AT,MLASTANN,39,38
PHASE1,9010835891C,1,1659C2,MLASTANN,39,38
PHASE1,9010835891C,1,1659C2,MPREM,70.40,11.264
PHASE1,9010835949C,1,1659C2,MLASTANN,39,38
PHASE1,9010835949C,1,1659C2,MPREM,105.26,4.2104
PHASE1,9010836057C,1,1659CR,MLASTANN,39,38
PHASE1,9010836057C,1,1659CR,MPREM,30.48,33.250909
PHASE1,9010836094C,1,1659C2,MLASTANN,39,38
PHASE1,9010836094C,1,1659C2,MPREM,14.48,6.9504
PHASE1,9010836250C,1,1659CR,MLASTANN,39,38
PHASE1,9010836250C,1,1659CR,MPREM,144.95,57.98
PHASE1,9010836252C,1,1659C2,MLASTANN,39,38
PHASE1,9010836252C,1,1659C2,MPREM,217.00,4.34
PHASE1,9010836254C,1,1659C2,MLASTANN,39,38
PHASE1,9010836254C,1,1659C2,MPREM,10.08,4.8384
PHASE1,9010836265C,1,1658C1,MLASTANN,39,38
PHASE1,9010836547C,1,1658C1,MLASTANN,39,38
PHASE1,9010836547C,1,1658C1,MPREM,187.99,30.0784
PHASE1,9010836582C,1,1658C1,MLASTANN,39,38
PHASE1,9010836582C,1,1658C1,MPREM,18.50,2.96
PHASE1,9010836583C,1,1659CR,MLASTANN,39,38
PHASE1,9010836583C,1,1659CR,MPREM,41.96,50.352
PHASE1,9010836584C,1,1659C2,MLASTANN,39,38
PHASE1,9010836584C,1,1659C2,MPREM,12.85,6.168
PHASE1,9010836908C,1,1658C1,MLASTANN,39,38
PHASE1,9010836908C,1,1658C1,MPREM,78.75,3.15
PHASE1,9010837522C,1,1668SP,MLASTANN,39,38
PHASE1,9010837522C,1,1668SP,MPREM,1600.00,411.520517
PHASE1,9010837532C,1,1658C1,MLASTANN,39,38
PHASE1,9010837733C,1,1659C2,MLASTANN,39,38
PHASE1,9010837733C,1,1659C2,MPREM,146.61,11.7288
PHASE1,9010837734C,1,1659C2,MLASTANN,39,38
PHASE1,9010837734C,1,1659C2,MPREM,180.21,14.4168
PHASE1,9010838037C,1,1668SP,MLASTANN,39,38
PHASE1,9010838037C,1,1668SP,MPREM,1300.00,321.440051
PHASE1,9010838129C,1,1668SP,MLASTANN,39,38
PHASE1,9010838129C,1,1668SP,MPREM,2174.56,397.449957
PHASE1,9010838364C,1,5667AT,MLASTANN,39,38
PHASE1,9010838376C,1,1659C2,MLASTANN,39,38
PHASE1,9010838376C,1,1659C2,MPREM,32.67,5.2272
PHASE1,9010838654C,1,1658C1,MLASTANN,39,38
PHASE1,9010838654C,1,1658C1,MPREM,44.63,3.5704
PHASE1,9010838710C,1,1659C2,MLASTANN,39,38
PHASE1,9010838834C,1,1659CR,MLASTANN,39,38
PHASE1,9010838863C,1,1659C2,MLASTANN,39,38
PHASE1,9010838863C,1,1659C2,MPREM,19.56,9.3888
PHASE1,9010838982C,1,1659CR,MLASTANN,39,38
PHASE1,9010838982C,1,1659CR,MPREM,13.09,31.416
PHASE1,9010839119C,1,1659C2,MLASTANN,39,38
PHASE1,9010839119C,1,1659C2,MPREM,17.58,8.4384
PHASE1,9010839122C,1,1659C2,MLASTANN,39,38
PHASE1,9010839176C,1,1659C2,MLASTANN,39,38
PHASE1,9010839176C,1,1659C2,MPREM,26.86,12.8928
PHASE1,9010839177C,1,1659C2,MLASTANN,39,38
PHASE1,9010839177C,1,1659C2,MPREM,11.07,5.3136
PHASE1,9010839178C,1,1659C2,MLASTANN,39,38
PHASE1,9010839178C,1,1659C2,MPREM,21.71,10.4208
PHASE1,9010839234C,1,1659CR,MLASTANN,39,38
PHASE1,9010839234C,1,1659CR,MPREM,276.10,55.22
PHASE1,9010839290C,1,1659C2,MLASTANN,39,38
PHASE1,9010839714C,1,1659CR,MLASTANN,39,38
PHASE1,9010839714C,1,1659CR,MPREM,241.09,34.441429
PHASE1,9010839783C,1,1659C2,MLASTANN,39,38
PHASE1,9010839783C,1,1659C2,MPREM,19.92,9.5616
PHASE1,9010839784C,1,1659C2,MLASTANN,39,38
PHASE1,9010839849C,1,5667AT,MLASTANN,39,38
PHASE1,9010840186C,1,5667AT,MLASTANN,39,38
PHASE1,9010840404C,1,1659C2,MLASTANN,39,38
PHASE1,9010840404C,1,1659C2,MPREM,1025.50,20.51
PHASE1,9010840436C,1,1658C1,MLASTANN,39,38
PHASE1,9010840436C,1,1658C1,MPREM,45.36,3.6288
PHASE1,9010840477C,1,1659C2,MLASTANN,39,38
PHASE1,9010840477C,1,1659C2,MPREM,320.20,10.673333
PHASE1,9010840582C,1,1659CR,MLASTANN,39,38
PHASE1,9010840776C,1,1659CR,MLASTANN,39,38
PHASE1,9010840776C,1,1659CR,MPREM,369.70,36.97
PHASE1,9010840778C,1,1659C2,MLASTANN,39,38
PHASE1,9010840778C,1,1659C2,MPREM,129.53,20.7248
PHASE1,9010840779C,1,1659CR,MLASTANN,39,38
PHASE1,9010840779C,1,1659CR,MPREM,351.20,35.12
PHASE1,9010840780C,1,1668SP,MLASTANN,39,38
PHASE1,9010840780C,1,1668SP,MPREM,1289.89,357.90014
PHASE1,9010840848C,1,1659C2,MLASTANN,39,38
PHASE1,9010840971C,1,1659C2,MLASTANN,39,38
PHASE1,9010840971C,1,1659C2,MPREM,64.40,10.304
PHASE1,9010841063C,1,1668SP,MLASTANN,39,38
PHASE1,9010841063C,1,1668SP,MPREM,2977.02,577.360335
PHASE1,9010841124C,1,1659CR,MLASTANN,39,38
PHASE1,9010841124C,1,1659CR,MPREM,197.35,39.47
PHASE1,9010841215C,1,1668SP,MLASTANN,39,38
PHASE1,9010841215C,1,1668SP,MPREM,1000.00,39.629998
PHASE1,9010841345C,1,1668SP,MLASTANN,39,38
PHASE1,9010841345C,1,1668SP,MPREM,1253.74,345.420031
PHASE1,9010841424C,1,1659CR,MLASTANN,39,38
PHASE1,9010841424C,1,1659CR,MPREM,263.20,52.64
PHASE1,9010841470C,1,1668SP,MLASTANN,39,38
PHASE1,9010841470C,1,1668SP,MPREM,2110.57,474.150074
PHASE1,9010841471C,1,1668SP,MLASTANN,39,38
PHASE1,9010841471C,1,1668SP,MPREM,1527.97,411.520096
PHASE1,9010841760C,1,1658C1,MLASTANN,39,38
PHASE1,9010841760C,1,1658C1,MPREM,48.06,7.6896
PHASE1,9010841782C,1,1658C1,MLASTANN,39,38
PHASE1,9010841783C,1,1658C1,MLASTANN,39,38
PHASE1,9010841793C,1,1658C1,MLASTANN,39,38
PHASE1,9010841972C,1,1658C1,MLASTANN,39,38
PHASE1,9010841972C,1,1658C1,MPREM,78.71,6.2968
PHASE1,9010841973C,1,1668SP,MLASTANN,39,38
PHASE1,9010841973C,1,1668SP,MPREM,1007.15,298.589988
PHASE1,9010842016C,1,1659C2,MLASTANN,39,38
PHASE1,9010842017C,1,1659C2,MLASTANN,39,38
PHASE1,9010842026C,1,1659C2,MLASTANN,39,38
PHASE1,9010842026C,1,1659C2,MPREM,13.22,6.3456
PHASE1,9010842282C,1,1658C1,MLASTANN,39,38
PHASE1,9010842282C,1,1658C1,MPREM,141.70,16.194286
PHASE1,9010842284C,1,1659C2,MLASTANN,39,38
PHASE1,9010842284C,1,1659C2,MPREM,329.25,13.17
PHASE1,9010842285C,1,1659C2,MLASTANN,39,38
PHASE1,9010842285C,1,1659C2,MPREM,238.50,9.54
PHASE1,9010842291C,1,1659C2,MLASTANN,39,38
PHASE1,9010842291C,1,1659C2,MPREM,14.94,7.1712
PHASE1,9010842293C,1,1659C2,MLASTANN,39,38
PHASE1,9010842293C,1,1659C2,MPREM,10.08,4.8384
PHASE1,9010842315C,1,1659CR,MLASTANN,39,38
PHASE1,9010842315C,1,1659CR,MPREM,309.06,44.151429
PHASE1,9010842541C,1,1659CR,MLASTANN,39,38
PHASE1,9010842541C,1,1659CR,MPREM,155.75,31.15
PHASE1,9010842641C,1,1668SP,MLASTANN,39,38
PHASE1,9010842641C,1,1668SP,MPREM,2743.80,137.19
PHASE1,9010842786C,1,1659C2,MLASTANN,39,38
PHASE1,9010842786C,1,1659C2,MPREM,26.29,12.6192
PHASE1,9010842857C,1,1659C2,MLASTANN,39,38
PHASE1,9010842857C,1,1659C2,MPREM,200.50,4.01
PHASE1,9010842863C,1,1659C2,MLASTANN,39,38
PHASE1,9010842863C,1,1659C2,MPREM,287.25,11.49
PHASE1,9010842962C,1,1659CR,MLASTANN,39,38
PHASE1,9010842969C,1,1659CR,MLASTANN,39,38
PHASE1,9010842969C,1,1659CR,MPREM,13.71,32.904
PHASE1,9010843092C,1,1659CR,MLASTANN,39,38
PHASE1,9010843092C,1,1659CR,MPREM,25.21,30.252
PHASE1,9010843137C,1,1659CR,MLASTANN,39,38
PHASE1,9010843137C,1,1659CR,MPREM,206.95,41.39
PHASE1,9010843233C,1,5667AT,MLASTANN,39,38
PHASE1,9010843241C,1,1659C2,MLASTANN,39,38
PHASE1,9010843241C,1,1659C2,MPREM,1075.50,21.51
PHASE1,9010843280C,1,1659C2,MLASTANN,39,38
PHASE1,9010843280C,1,1659C2,MPREM,55.61,13.3464
PHASE1,9010843384C,1,1668SP,MLASTANN,39,38
PHASE1,9010843384C,1,1668SP,MPREM,1600.00,191.489947
PHASE1,9010843553C,1,1658C1,MLASTANN,39,38
PHASE1,9010843714C,1,1659C2,MLASTANN,39,38
PHASE1,9010843714C,1,1659C2,MPREM,25.52,12.2496
PHASE1,9010844069C,1,1659C2,MLASTANN,39,38
PHASE1,9010844069C,1,1659C2,MPREM,172.86,13.8288
PHASE1,9010844127C,1,1659C2,MLASTANN,39,38
PHASE1,9010844127C,1,1659C2,MPREM,21.71,10.4208
PHASE1,9010844236C,1,1658C1,MLASTANN,39,38
PHASE1,9010844236C,1,1658C1,MPREM,11.48,5.5104
PHASE1,9010844313C,1,1658C1,MLASTANN,39,38
PHASE1,9010844313C,1,1658C1,MPREM,24.07,8.252571
PHASE1,9010844322C,1,1659C2,MLASTANN,39,38
PHASE1,9010844322C,1,1659C2,MPREM,57.53,23.012
PHASE1,9010844324C,1,1659C2,MLASTANN,39,38
PHASE1,9010844324C,1,1659C2,MPREM,585.50,11.71
PHASE1,9010844402C,1,1659C2,MLASTANN,39,38
PHASE1,9010844402C,1,1659C2,MPREM,169.75,6.79
PHASE1,9010844403C,1,1659C2,MLASTANN,39,38
PHASE1,9010844403C,1,1659C2,MPREM,154.75,6.19
PHASE1,9010844428C,1,1658C1,MLASTANN,39,38
PHASE1,9010844428C,1,1658C1,MPREM,12.79,6.1392
PHASE1,9010844496C,1,1658C1,MLASTANN,39,38
PHASE1,9010844499C,1,1668SP,MLASTANN,39,38
PHASE1,9010844499C,1,1668SP,MPREM,1194.24,193.829854
PHASE1,9010844607C,1,1659C2,MLASTANN,39,38
PHASE1,9010844607C,1,1659C2,MPREM,209.50,4.19
PHASE1,9010845094C,1,1659CR,MLASTANN,39,38
PHASE1,9010845094C,1,1659CR,MPREM,276.10,55.22
PHASE1,9010845099C,1,1659C2,MLASTANN,39,38
PHASE1,9010845194C,1,1668SP,MLASTANN,39,38
PHASE1,9010845194C,1,1668SP,MPREM,1000.00,185.870151
PHASE1,9010845307C,1,1659C2,MLASTANN,39,38
PHASE1,9010845548C,1,1658C1,MLASTANN,39,38
PHASE1,9010845548C,1,1658C1,MPREM,307.75,12.31
PHASE1,9010845706C,1,1659CR,MLASTANN,39,38
PHASE1,9010845706C,1,1659CR,MPREM,155.75,31.15
PHASE1,9010845709C,1,1659C2,MLASTANN,39,38
PHASE1,9010845716C,1,1658C1,MLASTANN,39,38
PHASE1,9010845716C,1,1658C1,MPREM,221.81,8.8724
PHASE1,9010845862C,1,1658C1,MLASTANN,39,38
PHASE1,9010845862C,1,1658C1,MPREM,30.65,4.904
PHASE1,9010845863C,1,1658C1,MLASTANN,39,38
PHASE1,9010845863C,1,1658C1,MPREM,79.75,3.19
PHASE1,9010845864C,1,1658C1,MLASTANN,39,38
PHASE1,9010845864C,1,1658C1,MPREM,26.06,4.1696
PHASE1,9010845878C,1,1659C2,MLASTANN,39,38
PHASE1,9010845880C,1,1659CR,MLASTANN,39,38
PHASE1,9010845880C,1,1659CR,MPREM,14.57,29.14
PHASE1,9010846244C,1,1658C1,MLASTANN,39,38
PHASE1,9010846244C,1,1658C1,MPREM,17.82,8.5536
PHASE1,9010846279C,1,1659C2,MLASTANN,39,38
PHASE1,9010846279C,1,1659C2,MPREM,18.96,9.1008
PHASE1,9010846459C,1,1659CR,MLASTANN,39,38
PHASE1,9010846459C,1,1659CR,MPREM,409.40,40.94
PHASE1,9010846539C,1,1658C1,MLASTANN,39,38
PHASE1,9010846679C,1,1659CR,MLASTANN,39,38
PHASE1,9010846679C,1,1659CR,MPREM,268.48,44.746667
PHASE1,9010846691C,1,1659C2,MLASTANN,39,38
PHASE1,9010846691C,1,1659C2,MPREM,16.33,7.8384
PHASE1,9010846692C,1,1659C2,MLASTANN,39,38
PHASE1,9010846692C,1,1659C2,MPREM,10.47,5.0256
PHASE1,9010846780C,1,1668SP,MLASTANN,39,38
PHASE1,9010846780C,1,1668SP,MPREM,1060.06,357.899854
PHASE1,9010846781C,1,1659C2,MLASTANN,39,38
PHASE1,9010846851C,1,1659C2,MLASTANN,39,38
PHASE1,9010846851C,1,1659C2,MPREM,26.05,12.504
PHASE1,9010847118C,1,1659C2,MLASTANN,39,38
PHASE1,9010847118C,1,1659C2,MPREM,56.01,26.8848
PHASE1,9010847123C,1,1659C2,MLASTANN,39,38
PHASE1,9010847123C,1,1659C2,MPREM,106.84,7.122667
PHASE1,9010847191C,1,1659C2,MLASTANN,39,38
PHASE1,9010847191C,1,1659C2,MPREM,181.00,7.24
PHASE1,9010847463C,1,1659C2,MLASTANN,39,38
PHASE1,9010847463C,1,1659C2,MPREM,51.06,24.5088
PHASE1,9010847466C,1,1659C2,MLASTANN,39,38
PHASE1,9010847466C,1,1659C2,MPREM,48.36,23.2128
PHASE1,9010847467C,1,1659C2,MLASTANN,39,38
PHASE1,9010847467C,1,1659C2,MPREM,68.78,11.0048
PHASE1,9010847479C,1,1659C2,MLASTANN,39,38
PHASE1,9010847480C,1,1659C2,MLASTANN,39,38
PHASE1,9010847481C,1,1659C2,MLASTANN,39,38
PHASE1,9010847481C,1,1659C2,MPREM,31.44,13.81978
PHASE1,9010847488C,1,1659CR,MLASTANN,39,38
PHASE1,9010847570C,1,1658C1,MLASTANN,39,38
PHASE1,9010847570C,1,1658C1,MPREM,10.92,4.368
PHASE1,9010847571C,1,1658C1,MLASTANN,39,38
PHASE1,9010847947C,1,1659C2,MLASTANN,39,38
PHASE1,9010847947C,1,1659C2,MPREM,59.19,4.7352
PHASE1,9010848081C,1,1668SP,MLASTANN,39,38
PHASE1,9010848081C,1,1668SP,MPREM,1701.82,246.850582
PHASE1,9010848085C,1,1659CR,MLASTANN,39,38
PHASE1,9010848085C,1,1659CR,MPREM,351.20,35.12
PHASE1,9010848255C,1,1659C2,MLASTANN,39,38
PHASE1,9010848256C,1,1659C2,MLASTANN,39,38
PHASE1,9010848292C,1,1659C2,MLASTANN,39,38
PHASE1,9010848292C,1,1659C2,MPREM,98.18,7.8544
PHASE1,9010848296C,1,5667AT,MLASTANN,39,38
PHASE1,9010848398C,1,1659C2,MLASTANN,39,38
PHASE1,9010848398C,1,1659C2,MPREM,146.00,5.84
PHASE1,9010848644C,1,1658C1,MLASTANN,39,38
PHASE1,9010848644C,1,1658C1,MPREM,147.50,5.9
PHASE1,9010849121C,1,1659C2,MLASTANN,39,38
PHASE1,9010849121C,1,1659C2,MPREM,19.56,9.3888
PHASE1,9010849122C,1,1659C2,MLASTANN,39,38
PHASE1,9010849122C,1,1659C2,MPREM,9.99,4.7952
PHASE1,9010849221C,1,5667AT,MLASTANN,39,38
PHASE1,9010849296C,1,1659CR,MLASTANN,39,38
PHASE1,9010849296C,1,1659CR,MPREM,679.93,35.785789
PHASE1,9010849667C,1,1659CR,MLASTANN,39,38
PHASE1,9010849668C,1,1659CR,MLASTANN,39,38
PHASE1,9010849672C,1,1659C2,MLASTANN,39,38
PHASE1,9010849699C,1,1659CR,MLASTANN,39,38
PHASE1,9010849880C,1,1659C2,MLASTANN,39,38
PHASE1,9010849880C,1,1659C2,MPREM,11.71,20.910714
PHASE1,9010849882C,1,1659CR,MLASTANN,39,38
PHASE1,9010849882C,1,1659CR,MPREM,611.50,61.15
PHASE1,9010849977C,1,1659C2,MLASTANN,39,38
PHASE1,9010849977C,1,1659C2,MPREM,20.20,9.696
PHASE1,9010850270C,1,1659CR,MLASTANN,39,38
PHASE1,9010850345C,1,5667AT,MLASTANN,39,38
PHASE1,9010850346C,1,5667AT,MLASTANN,39,38
PHASE1,9010850347C,1,5667AT,MLASTANN,39,38
PHASE1,9010850533C,1,1659C2,MLASTANN,39,38
PHASE1,9010850817C,1,1668SP,MLASTANN,39,38
PHASE1,9010850817C,1,1668SP,MPREM,1196.36,298.589862
PHASE1,9010850880C,1,1658C1,MLASTANN,39,38
PHASE1,9010850880C,1,1658C1,MPREM,11.48,5.5104
PHASE1,9010850881C,1,1658C1,MLASTANN,39,38
PHASE1,9010850881C,1,1658C1,MPREM,8.87,4.2576
PHASE1,9010851112C,1,1659C2,MLASTANN,39,38
PHASE1,9010851112C,1,1659C2,MPREM,121.00,4.84
PHASE1,9010851148C,1,1658C1,MLASTANN,39,38
PHASE1,9010851148C,1,1658C1,MPREM,686.00,13.72
PHASE1,9010851278C,1,1659C2,MLASTANN,39,38
PHASE1,9010851278C,1,1659C2,MPREM,305.25,12.21
PHASE1,9010851577C,1,1668SP,MLASTANN,39,38
PHASE1,9010851577C,1,1668SP,MPREM,1987.25,397.45
PHASE1,9010851579C,1,1659C2,MLASTANN,39,38
PHASE1,9010851579C,1,1659C2,MPREM,296.00,11.84
PHASE1,9010851580C,1,1659C2,MLASTANN,39,38
PHASE1,9010851580C,1,1659C2,MPREM,244.50,4.89
PHASE1,9010851847C,1,1659C2,MLASTANN,39,38
PHASE1,9010851847C,1,1659C2,MPREM,19.96,4.7904
PHASE1,9010852357C,1,1659CR,MLASTANN,39,38
PHASE1,9010852357C,1,1659CR,MPREM,163.20,32.64
PHASE1,9010852368C,1,1668SP,MLASTANN,39,38
PHASE1,9010852368C,1,1668SP,MPREM,1000.00,163.420055
PHASE1,9010852709C,1,1659C2,MLASTANN,39,38
PHASE1,9010852709C,1,1659C2,MPREM,10.85,5.208
PHASE1,9010852748C,1,1658C1,MLASTANN,39,38
PHASE1,9010852865C,1,1658CS,MLASTANN,39,38
PHASE1,9010852865C,1,1658CS,MPREM,28.00,18.583279
PHASE1,9010852966C,1,1659C2,MLASTANN,39,38
PHASE1,9010852966C,1,1659C2,MPREM,121.00,4.84
PHASE1,9010853070C,1,1659C2,MLASTANN,39,38
PHASE1,9010853285C,1,1658C1,MLASTANN,39,38
PHASE1,9010853287C,1,1659C2,MLASTANN,39,38
PHASE1,9010853288C,1,1659CR,MLASTANN,39,38
PHASE1,9010853288C,1,1659CR,MPREM,18.21,82.542608
PHASE1,9010853539C,1,1659C2,MLASTANN,39,38
PHASE1,9010853539C,1,1659C2,MPREM,109.75,21.95
PHASE1,9010854157C,1,1659CR,MLASTANN,39,38
PHASE1,9010854157C,1,1659CR,MPREM,227.90,45.58
PHASE1,9010854307C,1,1658C1,MLASTANN,39,38
PHASE1,9010854364C,1,1659CR,MLASTANN,39,38
PHASE1,9010854364C,1,1659CR,MPREM,15.26,30.52
PHASE1,9010855418C,1,1658C1,MLASTANN,39,38
PHASE1,9010855657C,1,1658C1,MLASTANN,39,38
PHASE1,9010855657C,1,1658C1,MPREM,37.41,2.9928
PHASE1,9010855945C,1,1658C1,MLASTANN,39,38
PHASE1,9010855945C,1,1658C1,MPREM,12.37,2.9688
PHASE1,9010855995C,1,5667AT,MLASTANN,39,38
PHASE1,9010856175C,1,1668SP,MLASTANN,38,37
PHASE1,9010856175C,1,1668SP,MPREM,1147.35,156.440036
PHASE1,9010856188C,1,1658C1,MLASTANN,39,38
PHASE1,9010856188C,1,1658C1,MPREM,11.22,5.3856
PHASE1,9010856189C,1,1658C1,MLASTANN,39,38
PHASE1,9010856189C,1,1658C1,MPREM,6.27,3.0096
PHASE1,9010856918C,1,1659CR,MLASTANN,39,38
PHASE1,9010856918C,1,1659CR,MPREM,163.20,32.64
PHASE1,9010856925C,1,1659C2,MLASTANN,39,38
PHASE1,9010856925C,1,1659C2,MPREM,17.64,4.2336
PHASE1,9010857115C,1,1659CR,MLASTANN,39,38
PHASE1,9010857115C,1,1659CR,MPREM,171.05,34.21
PHASE1,9010857119C,1,1659C2,MLASTANN,39,38
PHASE1,9010857359C,1,1659C2,MLASTANN,39,38
PHASE1,9010857637C,1,1658C1,MLASTANN,39,38
PHASE1,9010857637C,1,1658C1,MPREM,6.31,3.0288
PHASE1,9010857638C,1,1659C2,MLASTANN,39,38
PHASE1,9010857638C,1,1659C2,MPREM,23.85,11.448
PHASE1,9010857727C,1,1659C2,MLASTANN,39,38
PHASE1,9010857727C,1,1659C2,MPREM,329.25,13.17
PHASE1,9010857881C,1,1659C2,MLASTANN,39,38
PHASE1,9010857881C,1,1659C2,MPREM,525.25,21.01
PHASE1,9010858099C,1,1659C2,MLASTANN,39,38
PHASE1,9010858124C,1,1658C1,MLASTANN,39,38
PHASE1,9010858124C,1,1658C1,MPREM,40.97,6.5552
PHASE1,9010858396C,1,1659C2,MLASTANN,39,38
PHASE1,9010858434C,1,1658C1,MLASTANN,39,38
PHASE1,9010858435C,1,1658C1,MLASTANN,39,38
PHASE1,9010858443C,1,5667AT,MLASTANN,39,38
PHASE1,9010858488C,1,5667AT,MLASTANN,39,38
PHASE1,9010858489C,1,5667AT,MLASTANN,39,38
PHASE1,9010858518C,1,1658C1,MLASTANN,39,38
PHASE1,9010858585C,1,1659C2,MLASTANN,39,38
PHASE1,9010858585C,1,1659C2,MPREM,48.42,23.2416
PHASE1,9010858587C,1,1659C2,MLASTANN,39,38
PHASE1,9010858587C,1,1659C2,MPREM,81.24,6.4992
PHASE1,9010858613C,1,1658C1,MLASTANN,39,38
PHASE1,9010858613C,1,1658C1,MPREM,73.25,2.93
PHASE1,9010858614C,1,1658C1,MLASTANN,39,38
PHASE1,9010858614C,1,1658C1,MPREM,74.25,2.97
PHASE1,9010858907C,1,5667AT,MLASTANN,39,38
PHASE1,9010859093C,1,1659CR,MLASTANN,39,38
PHASE1,9010859093C,1,1659CR,MPREM,37.66,45.192
PHASE1,9010859280C,1,5667AT,MLASTANN,39,38
PHASE1,9010859282C,1,1659CR,MLASTANN,38,37
PHASE1,9010859282C,1,1659CR,MPREM,19.46,31.136
PHASE1,9010859462C,1,1659CR,MLASTANN,39,38
PHASE1,9010859462C,1,1659CR,MPREM,333.70,33.37
PHASE1,9010859658C,1,1659CR,MLASTANN,39,38
PHASE1,9010859658C,1,1659CR,MPREM,13.09,31.416
PHASE1,9010860471C,1,1658C1,MLASTANN,39,38
PHASE1,9010860472C,1,1658C1,MLASTANN,39,38
PHASE1,9010860628C,1,1659CR,MLASTANN,39,38
PHASE1,9010860628C,1,1659CR,MPREM,329.46,25.343077
PHASE1,9010860900C,1,1659CR,MLASTANN,39,38
PHASE1,9010860900C,1,1659CR,MPREM,58.64,46.912
PHASE1,9010860970C,1,1659CR,MLASTANN,39,38
PHASE1,9010860970C,1,1659CR,MPREM,24.30,58.32
PHASE1,9010861363C,1,1659C2,MLASTANN,39,38
PHASE1,9010861363C,1,1659C2,MPREM,10.65,5.112
PHASE1,9010862097C,1,1658C1,MLASTANN,39,38
PHASE1,9010862097C,1,1658C1,MPREM,127.25,5.09
PHASE1,9010863167C,1,1659CR,MLASTANN,38,37
PHASE1,9010863167C,1,1659CR,MPREM,94.16,37.664
PHASE1,9010863334C,1,1659C2,MLASTANN,39,38
PHASE1,9010863334C,1,1659C2,MPREM,717.25,28.69
PHASE1,9010863394C,1,1658C1,MLASTANN,39,38
PHASE1,9010863394C,1,1658C1,MPREM,143.25,5.73
PHASE1,9010863485C,1,1658C1,MLASTANN,39,38
PHASE1,9010863485C,1,1658C1,MPREM,25.19,12.0912
PHASE1,9010863788C,1,1659C2,MLASTANN,39,38
PHASE1,9010863838C,1,1659CR,MLASTANN,38,37
PHASE1,9010863838C,1,1659CR,MPREM,40.15,32.12
PHASE1,9010863936C,1,1659C2,MLASTANN,39,38
PHASE1,9010863936C,1,1659C2,MPREM,30.65,4.904
PHASE1,9010864397C,1,1658C1,MLASTANN,38,37
PHASE1,9010864471C,1,1659C2,MLASTANN,39,38
PHASE1,9010864471C,1,1659C2,MPREM,123.25,4.93
PHASE1,9010864474C,1,1659CR,MLASTANN,38,37
PHASE1,9010864474C,1,1659CR,MPREM,351.20,35.12
PHASE1,9010866396C,1,1659C2,MLASTANN,39,38
PHASE1,9010866396C,1,1659C2,MPREM,62.42,29.9616
PHASE1,9010866751C,1,1659CR,MLASTANN,39,38
PHASE1,9010866751C,1,1659CR,MPREM,272.40,27.24
PHASE1,9010866752C,1,1659C2,MLASTANN,39,38
PHASE1,9010866752C,1,1659C2,MPREM,20.99,10.0752
PHASE1,9010867962C,1,1659C2,MLASTANN,39,38
PHASE1,9010867962C,1,1659C2,MPREM,319.59,25.5672
PHASE1,9010867974C,1,1659SR,MLASTANN,39,38
PHASE1,9010867974C,1,1659SR,MPREM,217.20,43.44
PHASE1,9010868131C,1,1658C1,MLASTANN,39,38
PHASE1,9010868131C,1,1658C1,MPREM,44.76,3.5808
PHASE1,9010868188C,1,1659CS,MLASTANN,38,37
