POLICY_NUMBER,MPOLICY,CONTRACT_CODE,CONTRACT_REASON,PAID_UP_TYPE,CURRENT_KEY,PROPOSED_KEY,CURRENT_MSTATUS,PROPOSED_MSTATUS,EMITTED_MSTATUS,WOULD_CHANGE,PROPOSED_UNMAPPED
9011254241,011254241C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011254242,011254242C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011255071,011255071C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011255072,011255072C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011255073,011255073C,A,,ET,ST_PUT_ET,ST_PUT_ET,44,44,44,False,False
9011256684,011256684C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011256759,011256759C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011256830,011256830C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011256831,011256831C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011257021,011257021C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011257037,011257037C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011257512,011257512C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011257513,011257513C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011257653,011257653C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011257862,011257862C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011258158,011258158C,A,,SP,ST_PUT_SP,ST_PUT_SP,42,42,42,False,False
9011258186,011258186C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011258293,011258293C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011259491,011259491C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011259930,011259930C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011260486,011260486C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011260487,011260487C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011260749,011260749C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011260873,011260873C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011260874,011260874C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011261107,011261107C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011261640,011261640C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011261641,011261641C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011261795,011261795C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011262629,011262629C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011262630,011262630C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011262751,011262751C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011262752,011262752C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011262792,011262792C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011262825,011262825C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011262826,011262826C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011263126,011263126C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011263521,011263521C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011263540,011263540C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011263764,011263764C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011264068,011264068C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011264345,011264345C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011264376,011264376C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011266117,011266117C,A,,SP,ST_PUT_SP,ST_PUT_SP,42,42,42,False,False
9011266391,011266391C,A,,SP,ST_PUT_SP,ST_PUT_SP,42,42,42,False,False
9011266393,011266393C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011266394,011266394C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011266798,011266798C,A,,ET,ST_PUT_ET,ST_PUT_ET,44,44,44,False,False
9011266910,011266910C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011267127,011267127C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011267130,011267130C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011267253,011267253C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011267531,011267531C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011267562,011267562C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011267659,011267659C,A,,ET,ST_PUT_ET,ST_PUT_ET,44,44,44,False,False
9011267660,011267660C,A,,ET,ST_PUT_ET,ST_PUT_ET,44,44,44,False,False
9011268332,011268332C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011268760,011268760C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9011268761,011268761C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011269000,011269000C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011269177,011269177C,A,,ET,ST_PUT_ET,ST_PUT_ET,44,44,44,False,False
9011269178,011269178C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011269382,011269382C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011269925,011269925C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011270089,011270089C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011270209,011270209C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011270870,011270870C,A,,SP,ST_PUT_SP,ST_PUT_SP,42,42,42,False,False
9011270871,011270871C,A,,SP,ST_PUT_SP,ST_PUT_SP,42,42,42,False,False
9011271252,011271252C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011271699,011271699C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011271994,011271994C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011272310,011272310C,A,RI,,ST_A_RI,ST_A_RI,22,22,22,False,False
9011273379,011273379C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011273928,011273928C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011274299,011274299C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011274445,011274445C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011274496,011274496C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011274757,011274757C,A,,SP,ST_PUT_SP,ST_PUT_SP,42,42,42,False,False
9011274759,011274759C,A,RI,,ST_A_RI,ST_A_RI,22,22,22,False,False
9011274946,011274946C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011280901,011280901C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011283208,011283208C,A,RS,,ST_A_RS,ST_A_RS,22,22,22,False,False
9011283209,011283209C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011283751,011283751C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011283882,011283882C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011283883,011283883C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011284022,011284022C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011284023,011284023C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011284024,011284024C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011284029,011284029C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011284087,011284087C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011284103,011284103C,A,,,ST_A_,ST_A_,22,22,22,False,False
9011284109,011284109C,A,,,ST_A_,ST_A_,22,22,22,False,False
901222DC,01222DCC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
901222DD,01222DDC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9013000159,013000159C,A,,PU,ST_PUT_PU,ST_PUT_PU,41,41,41,False,False
901330D153,01330D153C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
901353D732,01353D732C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9014059,014059C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9014075A,014075AC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9014075B,014075BC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9014098B,014098BC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9014100C,014100CC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9014100D,014100DC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9014100E,014100EC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9014112,014112C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9014126A,014126AC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
901422D089,01422D089C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9014FG8217,014FG8217C,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
9015000055,015000055C,A,,ET,ST_PUT_ET,ST_PUT_ET,44,44,44,False,False
9015000057,015000057C,A,,,ST_A_,ST_A_,22,22,22,False,False
9015000069,015000069C,A,,,ST_A_,ST_A_,22,22,22,False,False
9015000070,015000070C,A,,,ST_A_,ST_A_,22,22,22,False,False
9015000101,015000101C,A,,,ST_A_,ST_A_,22,22,22,False,False
9015000148,015000148C,A,,,ST_A_,ST_A_,22,22,22,False,False
9015000173,015000173C,A,,,ST_A_,ST_A_,22,22,22,False,False
9015000462,015000462C,A,,,ST_A_,ST_A_,22,22,22,False,False
9015000466,015000466C,A,RS,,ST_A_RS,ST_A_RS,22,22,22,False,False
9015FG8217,015FG8217C,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
9016FG8217,016FG8217C,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
9018009B,018009BC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018021,018021C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018166C,018166CC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018167C,018167CC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018167D,018167DC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018167E,018167EC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018185,018185C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018187,018187C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018222A,018222AC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018222B,018222BC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018234,018234C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018236B,018236BC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018237C,018237CC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018237E,018237EC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018237F,018237FC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018237G,018237GC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018252,018252C,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
9018253,018253C,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
9018253A,018253AC,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
9018253B,018253BC,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
9018258A,018258AC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018258B,018258BC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018258C,018258CC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018284C,018284CC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018284D,018284DC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018306F,018306FC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018313A,018313AC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018313B,018313BC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018313D,018313DC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018330A,018330AC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018330B,018330BC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018330C,018330CC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018355,018355C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018386,018386C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018465C,018465CC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018491,018491C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018492,018492C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018495B,018495BC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018495C,018495CC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018499A,018499AC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018499B,018499BC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018499C,018499CC,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
9018499D,018499DC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018509,018509C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018510,018510C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018528,018528C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018529,018529C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018586,018586C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018645A,018645AC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018645B,018645BC,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
9018645C,018645CC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018712,018712C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018719,018719C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018721,018721C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018737A,018737AC,A,RS,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
9018737B,018737BC,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
9018845B,018845BC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018845C,018845CC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018900,018900C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018909,018909C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
9018912,018912C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
901FG8033C,01FG8033CC,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
901FG8217A,01FG8217AC,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
901FG8217B,01FG8217BC,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
901FG8217C,01FG8217CC,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
901FG8217D,01FG8217DC,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
901FG8314B,01FG8314BC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
901FG8314D,01FG8314DC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
901FG8314E,01FG8314EC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
901FG8314F,01FG8314FC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
901FG8563,01FG8563C,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
901FG8801,01FG8801C,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
901ML4012A,01ML4012AC,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
901ML4054,01ML4054C,A,RS,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
901ML4107,01ML4107C,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
901ML4140B,01ML4140BC,A,RS,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
901ML4140C,01ML4140CC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
901ML4150,01ML4150C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
901ML8007,01ML8007C,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
901ML8143,01ML8143C,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
901ML8171,01ML8171C,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
901ML8225,01ML8225C,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
901ML8246,01ML8246C,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
901ML8250,01ML8250C,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
901ML8267,01ML8267C,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
901ML8303,01ML8303C,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
901ML8307,01ML8307C,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
901ML8314B,01ML8314BC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
901ML8378B,01ML8378BC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
901ML8378C,01ML8378CC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
901ML8378D,01ML8378DC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
901ML8378E,01ML8378EC,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
901ML8450B,01ML8450BC,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
901ML8464,01ML8464C,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
901ML8493,01ML8493C,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
901ML8501,01ML8501C,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
901ML8515,01ML8515C,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
901ML8522,01ML8522C,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
901ML8535,01ML8535C,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
901ML8556,01ML8556C,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
901ML8565,01ML8565C,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
901ML8584,01ML8584C,A,RS,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
901ML8597,01ML8597C,A,,RU,ST_PUT_RU,ST_PUT_RU,45,45,45,False,False
901ML8678,01ML8678C,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
901ML8772,01ML8772C,A,,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
9010448025,010448025C,S,DP,PU,ST_PUT_PU,ST_PUT_PU,41,41,41,False,False
9010735781,010735781C,S,DP,,ST_S_DP,ST_S_DP,50,50,50,False,False
9010791497,010791497C,S,DP,,ST_S_DP,ST_S_DP,50,50,50,False,False
9010797197,010797197C,S,DP,,ST_S_DP,ST_S_DP,50,50,50,False,False
9010822330,010822330C,S,DP,,ST_S_DP,ST_S_DP,50,50,50,False,False
9010835310,010835310C,S,DP,,ST_S_DP,ST_S_DP,50,50,50,False,False
9010985184,010985184C,S,DP,,ST_S_DP,ST_S_DP,50,50,50,False,False
9011073758,011073758C,S,DP,,ST_S_DP,ST_S_DP,50,50,50,False,False
9011085270,011085270C,S,DP,,ST_S_DP,ST_S_DP,50,50,50,False,False
9011176240,011176240C,S,DP,,ST_S_DP,ST_S_DP,50,50,50,False,False
9011177866,011177866C,S,DP,,ST_S_DP,ST_S_DP,50,50,50,False,False
9011194146,011194146C,S,DP,,ST_S_DP,ST_S_DP,50,50,50,False,False
9011210720,011210720C,S,DP,,ST_S_DP,ST_S_DP,50,50,50,False,False
9011248017,011248017C,S,PC,,ST_S_PC,ST_S_PC,,,S_PC,False,True
9011262791,011262791C,S,DP,,ST_S_DP,ST_S_DP,50,50,50,False,False
9011271084,011271084C,S,DP,,ST_S_DP,ST_S_DP,50,50,50,False,False
9015000239,015000239C,S,DP,,ST_S_DP,ST_S_DP,50,50,50,False,False
901ML8487,01ML8487C,S,DP,LP,ST_PUT_LP,ST_PUT_LP,54,54,54,False,False
9010149834,010149834C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9010150031,010150031C,T,MA,ET,ST_PUT_ET,ST_T_MA,44,57,44,True,False
9010150740,010150740C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9010150910,010150910C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9010154425,010154425C,T,MA,,ST_T_MA,ST_T_MA,57,57,57,False,False
9010185592,010185592C,T,SR,PU,ST_PUT_PU,ST_T_SR,41,55,41,True,False
9010235370,010235370C,T,MA,,ST_T_MA,ST_T_MA,57,57,57,False,False
9010300689,010300689C,T,MA,ET,ST_PUT_ET,ST_T_MA,44,57,44,True,False
9010331157,010331157C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9010335038,010335038C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9010335095,010335095C,T,MA,,ST_T_MA,ST_T_MA,57,57,57,False,False
9010360289,010360289C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9010360290,010360290C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9010363098,010363098C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9010367438,010367438C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9010367705,010367705C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9010368703,010368703C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9010371171,010371171C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9010373918,010373918C,T,SR,RU,ST_PUT_RU,ST_T_SR,45,55,45,True,False
9010374779,010374779C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9010376522,010376522C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9010376529,010376529C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9010376540,010376540C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9010377918,010377918C,T,SR,RU,ST_PUT_RU,ST_T_SR,45,55,45,True,False
9010378485,010378485C,T,MA,ET,ST_PUT_ET,ST_T_MA,44,57,44,True,False
9010378710,010378710C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9010378829,010378829C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9010379405,010379405C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9010380625,010380625C,T,MA,ET,ST_PUT_ET,ST_T_MA,44,57,44,True,False
9010381745,010381745C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9010382520,010382520C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9010382931,010382931C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9010385491,010385491C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9010385636,010385636C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9010389651,010389651C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9010389802,010389802C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9010391228,010391228C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9010391359,010391359C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9010391422,010391422C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9010391841,010391841C,T,MA,ET,ST_PUT_ET,ST_T_MA,44,57,44,True,False
9010392138,010392138C,T,SR,PU,ST_PUT_PU,ST_T_SR,41,55,41,True,False
9010392493,010392493C,T,SR,PU,ST_PUT_PU,ST_T_SR,41,55,41,True,False
9010392763,010392763C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9010393158,010393158C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9010393181,010393181C,T,SR,PU,ST_PUT_PU,ST_T_SR,41,55,41,True,False
9010393931,010393931C,T,SR,RU,ST_PUT_RU,ST_T_SR,45,55,45,True,False
9010394249,010394249C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9010394662,010394662C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9010395382,010395382C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9010395761,010395761C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9010395878,010395878C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9010395879,010395879C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9010396147,010396147C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9010397318,010397318C,T,DC,RU,ST_PUT_RU,ST_T_DC,45,53,45,True,False
9010397583,010397583C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9010397945,010397945C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9010398274,010398274C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9010398591,010398591C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9010400462,010400462C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9010401181,010401181C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9010401534,010401534C,T,MA,ET,ST_PUT_ET,ST_T_MA,44,57,44,True,False
9010402010,010402010C,T,DC,ET,ST_PUT_ET,ST_T_DC,44,53,44,True,False
9010402014,010402014C,T,DC,ET,ST_PUT_ET,ST_T_DC,44,53,44,True,False
9010402060,010402060C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9010402061,010402061C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9010403922,010403922C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9010404604,010404604C,T,MA,ET,ST_PUT_ET,ST_T_MA,44,57,44,True,False
9010404605,010404605C,T,MA,ET,ST_PUT_ET,ST_T_MA,44,57,44,True,False
9010404857,010404857C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9010405642,010405642C,T,SR,RU,ST_PUT_RU,ST_T_SR,45,55,45,True,False
9010405858,010405858C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9010406795,010406795C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9010406962,010406962C,T,DC,RU,ST_PUT_RU,ST_T_DC,45,53,45,True,False
9010407533,010407533C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9010410566,010410566C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9010410714,010410714C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9010411499,010411499C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9010411727,010411727C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
