SOURCE_POLICY,MPOLICY,CROSSWALK_STATUS,PLAN_CODE,QLA_PLAN,LOAN_BALANCE,MLOANPRIN_SOURCE,MLOANINT_SCALE_NOTE,MLOANINTX_SOURCE,MLOANINTX_RAW_QUIKPLAN,MLOANIDT_SOURCE,INTEREST_TYPE,INT_METHOD,BALANCE_CLASS,MLOANPRIN,MLOANBAL,MLOANINT,MLOANINTX,MLOANIDT,MLOANDATE,MLOANACCR,MLOANBILL
9010741334,010741334C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20090126,20090126,0.00,0.00
9010741943,010741943C,CROSSWALK_APPLIED,658 CEN I,1658C1,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20250718,20250718,0.00,0.00
9010743395,010743395C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20110610,20110610,0.00,0.00
9010743832,010743832C,CROSSWALK_APPLIED,658 CEN I,1658C1,5117.60,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,5117.60,5117.60,7.40,A,20260501,20260501,0.00,0.00
9010745749,010745749C,CROSSWALK_APPLIED,659 CEN II,1659C2,34.99,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,34.99,34.99,7.40,A,20080322,20080322,0.00,0.00
9010745811,010745811C,CROSSWALK_APPLIED,658 CEN I,1658C1,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20160627,20160627,0.00,0.00
9010746846,010746846C,CROSSWALK_APPLIED,659 CEN II,1659C2,292.66,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,292.66,292.66,7.40,A,20200328,20200328,0.00,0.00
9010747243,010747243C,CROSSWALK_APPLIED,658 CEN I,1658C1,16745.97,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,16745.97,16745.97,7.40,A,20260520,20260520,0.00,0.00
9010747320,010747320C,CROSSWALK_APPLIED,658 CEN I,1658C1,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20190826,20190826,0.00,0.00
9010747636,010747636C,CROSSWALK_APPLIED,659 CEN II,1659C2,145.52,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,145.52,145.52,7.40,A,20230410,20230410,0.00,0.00
9010748070,010748070C,CROSSWALK_APPLIED,659 CEN SR,1659CR,44.55,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,44.55,44.55,7.40,A,20140820,20140820,0.00,0.00
9010748073,010748073C,CROSSWALK_APPLIED,659 CEN II,1659C2,4915.24,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,4915.24,4915.24,7.40,A,20260526,20260526,0.00,0.00
9010748300,010748300C,CROSSWALK_APPLIED,658 CEN I,1658C1,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20200327,20200327,0.00,0.00
9010748334,010748334C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20091028,20091028,0.00,0.00
9010748335,010748335C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20110404,20110404,0.00,0.00
9010749053,010749053C,CROSSWALK_APPLIED,659 CEN SR,1659CR,8358.30,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,8358.30,8358.30,7.40,A,20220701,20220701,0.00,0.00
9010749401,010749401C,CROSSWALK_APPLIED,659 CEN II,1659C2,10088.58,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,10088.58,10088.58,7.40,A,20260401,20260401,0.00,0.00
9010749906,010749906C,CROSSWALK_APPLIED,659 CEN II,1659C2,20.25,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,20.25,20.25,7.40,A,20070506,20070506,0.00,0.00
9010749942,010749942C,CROSSWALK_APPLIED,659 CEN II,1659C2,1127.38,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,1127.38,1127.38,7.40,A,20260520,20260520,0.00,0.00
9010750265,010750265C,CROSSWALK_APPLIED,659 CEN II,1659C2,1370.68,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,1370.68,1370.68,7.40,A,20260508,20260508,0.00,0.00
9010750755,010750755C,CROSSWALK_APPLIED,659 CEN II,1659C2,124.94,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,124.94,124.94,7.40,A,20151214,20151214,0.00,0.00
9010750812,010750812C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20250513,20250513,0.00,0.00
9010750813,010750813C,CROSSWALK_APPLIED,659 CEN SR,1659CR,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20180629,20180629,0.00,0.00
9010752513,010752513C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20200201,20200201,0.00,0.00
9010752702,010752702C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20150625,20150625,0.00,0.00
9010753409,010753409C,CROSSWALK_APPLIED,659 CEN II,1659C2,130.67,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,130.67,130.67,7.40,A,20210612,20210612,0.00,0.00
9010754480,010754480C,CROSSWALK_APPLIED,659 CEN II,1659C2,16.24,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,16.24,16.24,7.40,A,20250619,20250619,0.00,0.00
9010755885,010755885C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20090711,20090711,0.00,0.00
9010756091,010756091C,CROSSWALK_APPLIED,658 CEN I,1658C1,4686.49,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,4686.49,4686.49,7.40,A,20260102,20260102,0.00,0.00
9010756212,010756212C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20211105,20211105,0.00,0.00
9010756540,010756540C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20230708,20230708,0.00,0.00
9010756833,010756833C,CROSSWALK_APPLIED,658 CEN I,1658C1,1396.89,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,1396.89,1396.89,7.40,A,20250712,20250712,0.00,0.00
9010756909,010756909C,CROSSWALK_APPLIED,659 CEN II,1659C2,32.40,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,32.40,32.40,7.40,A,20110717,20110717,0.00,0.00
9010759530,010759530C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20191118,20191118,0.00,0.00
9010759555,010759555C,CROSSWALK_APPLIED,659 CEN II,1659C2,6415.56,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,6415.56,6415.56,7.40,A,20250801,20250801,0.00,0.00
9010759932,010759932C,CROSSWALK_APPLIED,659 CEN II,1659C2,396.55,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,396.55,396.55,7.40,A,20200207,20200207,0.00,0.00
9010760306,010760306C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20200101,20200101,0.00,0.00
9010760840,010760840C,CROSSWALK_APPLIED,659 CEN II,1659C2,386.83,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,386.83,386.83,7.40,A,20251001,20251001,0.00,0.00
9010760865,010760865C,CROSSWALK_APPLIED,659 CEN SR,1659CR,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20041022,20041022,0.00,0.00
9010760873,010760873C,CROSSWALK_APPLIED,659 CEN II,1659C2,15186.68,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,15186.68,15186.68,7.40,A,20250915,20250915,0.00,0.00
9010760874,010760874C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20050603,20050603,0.00,0.00
9010761639,010761639C,CROSSWALK_APPLIED,659 CEN II,1659C2,13432.36,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,13432.36,13432.36,7.40,A,20260521,20260521,0.00,0.00
9010761870,010761870C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20160125,20160125,0.00,0.00
9010761965,010761965C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20150519,20150519,0.00,0.00
9010761966,010761966C,CROSSWALK_APPLIED,659 CEN II,1659C2,7.80,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,7.80,7.80,7.40,A,20190913,20190913,0.00,0.00
9010762047,010762047C,CROSSWALK_APPLIED,659 CEN II,1659C2,1368.41,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,1368.41,1368.41,7.40,A,20260515,20260515,0.00,0.00
9010762068,010762068C,CROSSWALK_APPLIED,659 CEN SR,1659CR,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20070426,20070426,0.00,0.00
9010762331,010762331C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20201221,20201221,0.00,0.00
9010763006,010763006C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20160804,20160804,0.00,0.00
9010763063,010763063C,CROSSWALK_APPLIED,659 CEN II,1659C2,39.66,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,39.66,39.66,7.40,A,20231208,20231208,0.00,0.00
9010763378,010763378C,CROSSWALK_APPLIED,659 CEN II,1659C2,4549.17,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,4549.17,4549.17,7.40,A,20250930,20250930,0.00,0.00
9010764348,010764348C,CROSSWALK_APPLIED,659 CEN SR,1659CR,117.68,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,117.68,117.68,7.40,A,20181001,20181001,0.00,0.00
9010764379,010764379C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20200729,20200729,0.00,0.00
9010766057,010766057C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20190424,20190424,0.00,0.00
9010766284,010766284C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20190125,20190125,0.00,0.00
9010766847,010766847C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20041004,20041004,0.00,0.00
9010766920,010766920C,CROSSWALK_APPLIED,659 CEN SR,1659CR,57.90,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,57.90,57.90,7.40,A,20251001,20251001,0.00,0.00
9010766921,010766921C,CROSSWALK_APPLIED,659 CEN II,1659C2,87.74,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,87.74,87.74,7.40,A,20251001,20251001,0.00,0.00
9010767772,010767772C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20090106,20090106,0.00,0.00
9010767776,010767776C,CROSSWALK_APPLIED,659 CEN II,1659C2,183.47,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,183.47,183.47,7.40,A,20251103,20251103,0.00,0.00
9010769191,010769191C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20240105,20240105,0.00,0.00
9010769345,010769345C,CROSSWALK_APPLIED,659 CEN II,1659C2,121.76,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,121.76,121.76,7.40,A,20141101,20141101,0.00,0.00
9010769711,010769711C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20181113,20181113,0.00,0.00
9010769714,010769714C,CROSSWALK_APPLIED,658 CEN I,1658C1,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20230404,20230404,0.00,0.00
9010770571,010770571C,CROSSWALK_APPLIED,658 CEN I,1658C1,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20120125,20120125,0.00,0.00
9010770572,010770572C,CROSSWALK_APPLIED,658 CEN I,1658C1,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20090724,20090724,0.00,0.00
9010770719,010770719C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20191213,20191213,0.00,0.00
9010770721,010770721C,CROSSWALK_APPLIED,658 CEN I,1658C1,6006.22,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,6006.22,6006.22,7.40,A,20251105,20251105,0.00,0.00
9010770816,010770816C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20220711,20220711,0.00,0.00
9010771111,010771111C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20200430,20200430,0.00,0.00
9010771354,010771354C,CROSSWALK_APPLIED,658 CEN I,1658C1,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20260514,20260514,0.00,0.00
9010772840,010772840C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20210201,20210201,0.00,0.00
9010772903,010772903C,CROSSWALK_APPLIED,658 CEN I,1658C1,4599.01,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,4599.01,4599.01,7.40,A,20260522,20260522,0.00,0.00
9010772919,010772919C,CROSSWALK_APPLIED,659 CEN II,1659C2,25780.26,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,25780.26,25780.26,7.40,A,20251213,20251213,0.00,0.00
9010773575,010773575C,CROSSWALK_APPLIED,659 CEN II,1659C2,7547.09,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,7547.09,7547.09,7.40,A,20260224,20260224,0.00,0.00
9010773681,010773681C,CROSSWALK_APPLIED,659 CEN II,1659C2,321.30,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,321.30,321.30,7.40,A,20031201,20031201,0.00,0.00
9010773682,010773682C,CROSSWALK_APPLIED,659 CEN II,1659C2,217.79,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,217.79,217.79,7.40,A,20141210,20141210,0.00,0.00
9010774107,010774107C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20191215,20191215,0.00,0.00
9010774109,010774109C,CROSSWALK_APPLIED,659 CEN SR,1659CR,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20201120,20201120,0.00,0.00
9010774490,010774490C,CROSSWALK_APPLIED,659 CEN II,1659C2,67.91,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,67.91,67.91,7.40,A,20040910,20040910,0.00,0.00
9010774868,010774868C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20050105,20050105,0.00,0.00
9010775239,010775239C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20041207,20041207,0.00,0.00
9010775583,010775583C,CROSSWALK_APPLIED,659 CEN II,1659C2,9194.10,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,9194.10,9194.10,7.40,A,20260528,20260528,0.00,0.00
9010775940,010775940C,CROSSWALK_APPLIED,658 CEN I,1658C1,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20190125,20190125,0.00,0.00
9010776157,010776157C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20200116,20200116,0.00,0.00
9010776502,010776502C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20040629,20040629,0.00,0.00
9010776651,010776651C,CROSSWALK_APPLIED,659 CEN SR,1659CR,40.96,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,40.96,40.96,7.40,A,20181115,20181115,0.00,0.00
9010776653,010776653C,CROSSWALK_APPLIED,659 CEN II,1659C2,161.01,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,161.01,161.01,7.40,A,20190302,20190302,0.00,0.00
9010776811,010776811C,CROSSWALK_APPLIED,658 CEN I,1658C1,5918.63,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,5918.63,5918.63,7.40,A,20260513,20260513,0.00,0.00
9010776918,010776918C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20170115,20170115,0.00,0.00
9010778474,010778474C,CROSSWALK_APPLIED,659 CEN SR,1659CR,54.85,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,54.85,54.85,7.40,A,20180203,20180203,0.00,0.00
9010778653,010778653C,CROSSWALK_APPLIED,659 CEN II,1659C2,310.21,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,310.21,310.21,7.40,A,20070123,20070123,0.00,0.00
9010778697,010778697C,CROSSWALK_APPLIED,658 CEN I,1658C1,333.79,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,333.79,333.79,7.40,A,20260205,20260205,0.00,0.00
9010779556,010779556C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20190828,20190828,0.00,0.00
9010779563,010779563C,CROSSWALK_APPLIED,659 CEN II,1659C2,9374.95,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,9374.95,9374.95,7.40,A,20260201,20260201,0.00,0.00
9010780510,010780510C,CROSSWALK_APPLIED,659 CEN II,1659C2,20.18,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,20.18,20.18,7.40,A,20050209,20050209,0.00,0.00
9010780668,010780668C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20050606,20050606,0.00,0.00
9010781368,010781368C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20040109,20040109,0.00,0.00
9010782818,010782818C,CROSSWALK_APPLIED,658 CEN I,1658C1,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20181101,20181101,0.00,0.00
9010783066,010783066C,CROSSWALK_APPLIED,658 CEN I,1658C1,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20230414,20230414,0.00,0.00
9010783269,010783269C,CROSSWALK_APPLIED,658 CEN I,1658C1,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20080725,20080725,0.00,0.00
9010783296,010783296C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20190401,20190401,0.00,0.00
9010783715,010783715C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20201127,20201127,0.00,0.00
9010784248,010784248C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20190604,20190604,0.00,0.00
9010784249,010784249C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20190604,20190604,0.00,0.00
9010784592,010784592C,CROSSWALK_APPLIED,659 CEN SR,1659CR,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20130305,20130305,0.00,0.00
9010784731,010784731C,CROSSWALK_APPLIED,658 CEN I,1658C1,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20040405,20040405,0.00,0.00
9010784732,010784732C,CROSSWALK_APPLIED,658 CEN I,1658C1,59.31,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ACTIVE_CANDIDATE,59.31,59.31,7.40,A,20251007,20251007,0.00,0.00
9010784742,010784742C,CROSSWALK_APPLIED,659 CEN II,1659C2,0.00,LOAN_BALANCE,AS_PERCENT,default,22,ACCRUAL_DATE,F,D,ZERO_BALANCE_HOLD,0.00,0.00,7.40,A,20220309,20220309,0.00,0.00
