Old_Value,New_Value
9010984316,010984316C
9010985184,010985184C
9010985217,010985217C
9010985597,010985597C
9010986137,010986137C
9010986419,010986419C
9010986434,010986434C
9010986699,010986699C
9010987089,010987089C
9010987095,010987095C
9010987413,010987413C
9010987414,010987414C
9010987464,010987464C
9010987611,010987611C
9010988150,010988150C
9010988454,010988454C
9010988538,010988538C
9010988590,010988590C
9010988862,010988862C
9010989073,010989073C
9010989860,010989860C
9010989913,010989913C
9010990148,010990148C
9010990850,010990850C
9010991108,010991108C
9010991641,010991641C
9010991643,010991643C
9010991949,010991949C
9010991950,010991950C
9010992096,010992096C
9010992126,010992126C
9010992127,010992127C
9010992950,010992950C
9010993014,010993014C
9010993098,010993098C
9010993200,010993200C
9010993201,010993201C
9010993841,010993841C
9010994236,010994236C
9010994968,010994968C
9010995983,010995983C
9010995984,010995984C
9010996389,010996389C
9010996690,010996690C
9010996841,010996841C
9010996983,010996983C
9010996999,010996999C
9010997242,010997242C
9010997243,010997243C
9010997600,010997600C
9010998652,010998652C
9010998890,010998890C
9010999170,010999170C
9010999568,010999568C
9010999694,010999694C
9011000000,011000000C
9011000026,011000026C
9011000854,011000854C
9011001302,011001302C
9011001627,011001627C
9011001742,011001742C
9011001743,011001743C
9011001744,011001744C
9011001984,011001984C
9011001990,011001990C
9011002095,011002095C
9011002254,011002254C
9011002616,011002616C
9011002664,011002664C
9011003108,011003108C
9011003162,011003162C
9011003325,011003325C
9011004112,011004112C
9011004272,011004272C
9011004587,011004587C
9011005041,011005041C
9011005190,011005190C
9011005348,011005348C
9011005435,011005435C
9011005635,011005635C
9011005855,011005855C
9011005964,011005964C
9011006631,011006631C
9011006697,011006697C
9011006781,011006781C
9011006989,011006989C
9011006990,011006990C
9011007835,011007835C
9011008137,011008137C
9011008198,011008198C
9011008665,011008665C
9011008707,011008707C
9011008708,011008708C
9011010387,011010387C
9011011155,011011155C
9011011703,011011703C
9011012401,011012401C
9011013020,011013020C
9011013545,011013545C
9011013645,011013645C
9011014276,011014276C
9011014578,011014578C
9011014579,011014579C
9011014580,011014580C
9011014739,011014739C
9011015419,011015419C
9011015985,011015985C
9011016293,011016293C
9011016480,011016480C
9011016527,011016527C
9011016867,011016867C
9011017167,011017167C
9011017289,011017289C
9011017841,011017841C
9011018249,011018249C
9011018697,011018697C
9011018772,011018772C
9011018779,011018779C
9011019414,011019414C
9011019552,011019552C
9011020938,011020938C
9011022030,011022030C
9011023481,011023481C
9011023549,011023549C
9011024164,011024164C
9011024459,011024459C
9011025059,011025059C
9011025088,011025088C
9011025405,011025405C
9011025478,011025478C
9011025612,011025612C
9011026337,011026337C
9011026547,011026547C
9011027058,011027058C
9011028990,011028990C
9011029547,011029547C
9011029696,011029696C
9011029895,011029895C
9011030877,011030877C
9011032090,011032090C
9011032672,011032672C
9011032897,011032897C
9011032898,011032898C
9011033048,011033048C
9011033416,011033416C
9011033576,011033576C
9011034306,011034306C
9011034609,011034609C
9011035652,011035652C
9011035773,011035773C
9011036041,011036041C
9011036054,011036054C
9011038065,011038065C
9011038386,011038386C
9011038645,011038645C
9011038778,011038778C
9011038780,011038780C
9011038794,011038794C
9011039701,011039701C
9011039772,011039772C
9011040022,011040022C
9011040023,011040023C
9011040294,011040294C
9011040527,011040527C
9011040826,011040826C
9011041120,011041120C
9011041220,011041220C
9011041375,011041375C
9011041479,011041479C
9011041480,011041480C
9011042316,011042316C
9011042317,011042317C
9011042328,011042328C
9011042400,011042400C
9011042434,011042434C
9011042491,011042491C
9011042625,011042625C
9011042637,011042637C
9011042946,011042946C
9011043749,011043749C
9011044127,011044127C
9011044131,011044131C
9011044132,011044132C
9011044395,011044395C
9011044907,011044907C
9011045128,011045128C
9011045129,011045129C
9011045141,011045141C
9011045350,011045350C
9011045407,011045407C
9011045448,011045448C
9011045583,011045583C
9011045618,011045618C
9011045619,011045619C
9011045768,011045768C
9011045769,011045769C
9011045847,011045847C
9011045850,011045850C
9011046104,011046104C
9011046268,011046268C
9011047402,011047402C
9011047403,011047403C
9011047600,011047600C
9011047682,011047682C
9011047683,011047683C
9011047684,011047684C
9011047873,011047873C
9011048440,011048440C
9011048543,011048543C
9011048882,011048882C
9011048886,011048886C
9011049092,011049092C
9011049319,011049319C
9011049922,011049922C
9011050114,011050114C
9011050653,011050653C
9011050686,011050686C
9011050803,011050803C
9011050804,011050804C
9011050972,011050972C
9011050973,011050973C
9011051051,011051051C
9011051108,011051108C
9011051323,011051323C
9011051851,011051851C
9011052511,011052511C
9011052512,011052512C
9011052581,011052581C
9011052719,011052719C
9011052737,011052737C
9011053076,011053076C
9011053214,011053214C
9011053428,011053428C
9011053767,011053767C
9011053882,011053882C
9011054089,011054089C
9011054122,011054122C
9011054196,011054196C
9011054324,011054324C
9011054606,011054606C
9011054707,011054707C
9011054839,011054839C
9011054840,011054840C
9011054841,011054841C
9011054985,011054985C
9011054986,011054986C
9011054987,011054987C
9011056407,011056407C
9011056748,011056748C
9011056915,011056915C
9011057485,011057485C
9011057611,011057611C
9011057654,011057654C
9011057904,011057904C
9011058069,011058069C
9011058218,011058218C
9011058508,011058508C
9011058905,011058905C
9011059175,011059175C
9011059202,011059202C
9011059291,011059291C
9011059421,011059421C
9011059456,011059456C
9011060427,011060427C
9011060621,011060621C
9011060625,011060625C
9011060710,011060710C
9011060901,011060901C
9011061044,011061044C
9011061046,011061046C
9011061607,011061607C
9011061723,011061723C
9011061924,011061924C
9011062307,011062307C
9011062606,011062606C
9011062607,011062607C
9011062815,011062815C
9011063691,011063691C
9011063727,011063727C
9011064334,011064334C
9011064372,011064372C
9011064373,011064373C
9011064567,011064567C
9011064568,011064568C
9011064625,011064625C
9011064626,011064626C
9011064715,011064715C
9011064800,011064800C
9011064803,011064803C
9011064804,011064804C
9011064816,011064816C
9011064956,011064956C
9011064959,011064959C
9011065175,011065175C
9011065199,011065199C
9011065352,011065352C
9011065353,011065353C
9011065555,011065555C
9011066023,011066023C
9011066175,011066175C
9011066176,011066176C
9011066252,011066252C
9011066572,011066572C
9011066632,011066632C
9011067410,011067410C
9011067441,011067441C
9011067789,011067789C
9011067856,011067856C
9011067906,011067906C
9011068374,011068374C
9011068375,011068375C
9011068614,011068614C
9011068615,011068615C
9011068652,011068652C
9011068750,011068750C
9011068751,011068751C
9011068752,011068752C
9011068814,011068814C
9011068815,011068815C
9011068856,011068856C
9011069093,011069093C
9011069253,011069253C
9011069372,011069372C
9011069610,011069610C
9011069654,011069654C
9011069655,011069655C
9011069977,011069977C
9011070359,011070359C
9011071018,011071018C
9011071154,011071154C
9011071221,011071221C
9011071480,011071480C
9011072395,011072395C
9011072405,011072405C
9011072639,011072639C
9011072648,011072648C
9011072805,011072805C
9011072813,011072813C
9011073077,011073077C
9011073231,011073231C
9011073327,011073327C
9011073328,011073328C
9011073652,011073652C
9011073745,011073745C
9011073758,011073758C
9011074105,011074105C
9011074106,011074106C
9011074190,011074190C
9011074378,011074378C
9011074703,011074703C
9011074813,011074813C
9011074898,011074898C
9011074929,011074929C
9011075203,011075203C
9011075278,011075278C
9011075473,011075473C
9011075595,011075595C
9011075596,011075596C
9011075754,011075754C
9011075863,011075863C
9011076204,011076204C
9011076209,011076209C
9011076218,011076218C
9011076219,011076219C
9011076275,011076275C
9011076738,011076738C
9011077008,011077008C
9011077143,011077143C
9011077201,011077201C
9011077285,011077285C
9011077363,011077363C
9011077533,011077533C
9011077629,011077629C
9011077798,011077798C
9011078050,011078050C
9011078051,011078051C
9011078136,011078136C
9011078137,011078137C
9011078174,011078174C
9011078175,011078175C
9011078262,011078262C
9011078437,011078437C
9011078891,011078891C
9011078994,011078994C
9011079130,011079130C
9011080169,011080169C
9011080170,011080170C
9011080480,011080480C
9011080481,011080481C
9011080551,011080551C
9011080553,011080553C
9011080627,011080627C
9011080628,011080628C
9011080719,011080719C
9011080826,011080826C
9011080827,011080827C
9011080977,011080977C
9011081207,011081207C
9011081463,011081463C
9011081464,011081464C
9011081465,011081465C
9011081469,011081469C
9011081628,011081628C
9011081939,011081939C
9011081966,011081966C
9011081967,011081967C
9011082292,011082292C
9011082331,011082331C
9011082668,011082668C
9011082681,011082681C
9011083028,011083028C
9011083518,011083518C
9011083519,011083519C
9011083619,011083619C
9011083751,011083751C
9011083791,011083791C
9011083820,011083820C
9011084240,011084240C
9011084302,011084302C
9011084360,011084360C
9011084364,011084364C
9011084438,011084438C
9011084503,011084503C
9011084516,011084516C
9011085270,011085270C
9011085271,011085271C
9011085375,011085375C
9011085421,011085421C
9011085422,011085422C
9011085471,011085471C
9011085559,011085559C
9011085562,011085562C
9011085655,011085655C
9011085737,011085737C
9011085842,011085842C
9011085980,011085980C
9011085981,011085981C
9011085982,011085982C
9011086069,011086069C
9011086178,011086178C
9011086283,011086283C
9011086284,011086284C
9011086447,011086447C
9011086709,011086709C
9011086714,011086714C
9011086716,011086716C
9011086717,011086717C
9011086814,011086814C
9011086965,011086965C
9011086978,011086978C
9011086979,011086979C
9011087127,011087127C
9011087128,011087128C
9011087227,011087227C
9011087230,011087230C
9011087325,011087325C
9011087652,011087652C
9011087968,011087968C
9011088218,011088218C
9011088221,011088221C
9011088338,011088338C
9011088512,011088512C
9011088883,011088883C
9011088934,011088934C
9011088935,011088935C
9011089156,011089156C
9011089233,011089233C
9011089392,011089392C
9011089397,011089397C
9011090113,011090113C
9011090363,011090363C
9011090375,011090375C
9011090414,011090414C
9011090462,011090462C
9011090463,011090463C
9011090464,011090464C
9011090543,011090543C
9011090807,011090807C
9011091795,011091795C
9011092009,011092009C
9011092140,011092140C
9011092456,011092456C
9011092549,011092549C
9011092656,011092656C
9011092792,011092792C
9011093379,011093379C
9011093482,011093482C
9011093876,011093876C
9011093878,011093878C
9011093883,011093883C
9011094013,011094013C
9011094544,011094544C
9011094545,011094545C
9011094955,011094955C
9011095159,011095159C
9011095161,011095161C
9011095330,011095330C
9011095600,011095600C
9011095851,011095851C
9011096068,011096068C
9011096190,011096190C
9011096290,011096290C
9011096291,011096291C
9011096643,011096643C
9011096649,011096649C
9011096868,011096868C
9011097128,011097128C
9011097228,011097228C
9011097343,011097343C
9011097526,011097526C
9011097649,011097649C
9011097650,011097650C
9011097702,011097702C
9011098063,011098063C
9011098198,011098198C
9011098238,011098238C
9011098597,011098597C
9011098620,011098620C
9011098649,011098649C
9011098652,011098652C
9011098654,011098654C
9011098913,011098913C
9011099771,011099771C
9011099899,011099899C
9011100026,011100026C
9011100027,011100027C
9011100080,011100080C
9011100498,011100498C
9011100907,011100907C
9011101252,011101252C
9011101266,011101266C
9011101315,011101315C
9011101548,011101548C
9011101578,011101578C
9011101607,011101607C
9011101663,011101663C
9011101914,011101914C
9011101925,011101925C
9011102270,011102270C
9011102405,011102405C
9011102532,011102532C
9011102551,011102551C
9011102586,011102586C
9011102787,011102787C
9011102788,011102788C
9011102977,011102977C
9011103062,011103062C
9011103066,011103066C
9011103126,011103126C
9011103130,011103130C
9011103202,011103202C
9011103507,011103507C
9011103598,011103598C
9011103641,011103641C
9011103642,011103642C
9011103665,011103665C
9011103728,011103728C
9011103788,011103788C
9011103996,011103996C
9011104064,011104064C
9011104096,011104096C
9011104342,011104342C
9011104570,011104570C
9011104572,011104572C
9011104828,011104828C
9011105008,011105008C
9011105059,011105059C
9011105232,011105232C
9011105332,011105332C
9011105385,011105385C
9011105386,011105386C
9011105387,011105387C
9011105523,011105523C
9011105666,011105666C
9011105839,011105839C
9011105951,011105951C
9011106029,011106029C
9011106030,011106030C
9011106176,011106176C
9011106177,011106177C
9011106214,011106214C
9011106246,011106246C
9011106317,011106317C
9011106422,011106422C
9011106491,011106491C
9011106598,011106598C
9011106727,011106727C
9011106738,011106738C
9011107112,011107112C
9011107129,011107129C
9011107137,011107137C
9011107138,011107138C
9011107331,011107331C
9011107641,011107641C
9011107796,011107796C
9011107848,011107848C
9011107863,011107863C
9011107879,011107879C
9011107893,011107893C
9011107971,011107971C
9011108310,011108310C
9011108515,011108515C
9011108572,011108572C
9011108587,011108587C
9011108606,011108606C
9011108803,011108803C
9011109124,011109124C
9011109255,011109255C
9011109256,011109256C
9011109257,011109257C
9011109258,011109258C
9011109259,011109259C
9011109433,011109433C
9011109446,011109446C
9011109852,011109852C
9011109861,011109861C
9011109881,011109881C
9011109967,011109967C
9011109994,011109994C
9011109996,011109996C
9011110116,011110116C
9011110239,011110239C
9011110240,011110240C
9011110270,011110270C
9011110271,011110271C
9011110299,011110299C
9011110339,011110339C
9011110362,011110362C
9011110363,011110363C
9011110458,011110458C
9011110498,011110498C
9011110603,011110603C
9011110635,011110635C
9011110698,011110698C
9011110945,011110945C
9011110946,011110946C
9011110968,011110968C
9011111218,011111218C
9011111284,011111284C
9011111635,011111635C
9011111930,011111930C
9011112366,011112366C
9011112641,011112641C
9011112743,011112743C
9011112744,011112744C
9011112762,011112762C
9011112850,011112850C
9011112998,011112998C
9011113046,011113046C
9011113093,011113093C
9011113236,011113236C
9011113250,011113250C
9011113309,011113309C
9011113459,011113459C
9011114096,011114096C
9011114119,011114119C
9011114139,011114139C
9011114289,011114289C
9011114950,011114950C
9011114994,011114994C
9011115295,011115295C
9011115534,011115534C
9011115690,011115690C
9011115707,011115707C
9011115797,011115797C
9011115885,011115885C
9011116003,011116003C
9011116180,011116180C
9011116227,011116227C
9011116459,011116459C
9011116525,011116525C
9011116585,011116585C
9011116597,011116597C
9011116691,011116691C
9011116692,011116692C
9011116770,011116770C
9011117286,011117286C
9011117500,011117500C
9011117818,011117818C
9011118170,011118170C
9011118183,011118183C
9011118229,011118229C
9011118400,011118400C
9011118463,011118463C
9011118536,011118536C
9011118555,011118555C
9011118615,011118615C
9011118704,011118704C
9011119026,011119026C
9011119820,011119820C
9011120163,011120163C
9011120243,011120243C
9011120297,011120297C
9011120375,011120375C
9011120482,011120482C
9011121071,011121071C
9011121183,011121183C
9011121309,011121309C
9011121713,011121713C
9011121984,011121984C
9011122141,011122141C
9011122230,011122230C
9011122507,011122507C
9011122680,011122680C
9011122810,011122810C
9011123322,011123322C
9011124169,011124169C
9011124205,011124205C
9011124280,011124280C
9011124301,011124301C
9011124501,011124501C
9011124666,011124666C
9011124755,011124755C
9011124924,011124924C
9011124987,011124987C
9011125076,011125076C
9011125470,011125470C
9011125619,011125619C
9011126217,011126217C
9011126218,011126218C
9011126367,011126367C
9011127439,011127439C
9011128643,011128643C
9011128980,011128980C
9011129184,011129184C
9011129276,011129276C
9011129591,011129591C
9011129663,011129663C
9011129665,011129665C
9011129666,011129666C
9011129667,011129667C
9011129883,011129883C
9011129952,011129952C
9011129996,011129996C
9011129997,011129997C
9011130019,011130019C
9011130433,011130433C
9011130487,011130487C
9011130547,011130547C
9011130666,011130666C
9011130752,011130752C
9011130753,011130753C
9011130778,011130778C
9011130781,011130781C
9011130902,011130902C
9011131138,011131138C
9011131139,011131139C
9011131163,011131163C
9011131381,011131381C
9011131443,011131443C
9011132389,011132389C
9011132480,011132480C
9011132516,011132516C
9011132834,011132834C
9011132969,011132969C
9011133146,011133146C
9011133663,011133663C
9011133747,011133747C
9011133942,011133942C
9011134001,011134001C
9011134002,011134002C
9011134051,011134051C
9011134770,011134770C
9011134933,011134933C
9011135085,011135085C
9011135494,011135494C
9011135811,011135811C
9011136025,011136025C
9011136147,011136147C
9011136476,011136476C
9011136508,011136508C
9011136510,011136510C
9011136536,011136536C
9011136641,011136641C
9011136667,011136667C
9011136689,011136689C
9011136690,011136690C
9011136704,011136704C
9011136932,011136932C
9011137089,011137089C
9011137432,011137432C
9011137567,011137567C
9011137768,011137768C
9011137858,011137858C
9011137922,011137922C
9011138044,011138044C
9011138126,011138126C
9011138259,011138259C
9011138486,011138486C
9011138599,011138599C
9011138666,011138666C
9011138880,011138880C
9011138884,011138884C
9011139002,011139002C
9011139254,011139254C
9011139256,011139256C
9011139272,011139272C
9011139409,011139409C
9011139421,011139421C
9011139474,011139474C
9011139777,011139777C
9011139778,011139778C
9011139937,011139937C
9011139998,011139998C
9011140025,011140025C
9011140100,011140100C
9011140185,011140185C
9011140409,011140409C
9011140516,011140516C
9011140521,011140521C
9011140523,011140523C
9011140652,011140652C
9011140826,011140826C
9011140913,011140913C
9011140970,011140970C
9011141382,011141382C
9011141741,011141741C
9011141812,011141812C
9011141863,011141863C
9011141895,011141895C
9011141942,011141942C
9011142178,011142178C
9011142296,011142296C
9011142354,011142354C
9011142605,011142605C
9011142643,011142643C
9011142695,011142695C
9011143147,011143147C
9011143472,011143472C
9011143473,011143473C
9011143630,011143630C
9011143825,011143825C
9011144050,011144050C
9011144173,011144173C
9011144583,011144583C
9011145429,011145429C
9011145520,011145520C
9011145521,011145521C
9011145527,011145527C
9011145715,011145715C
9011145881,011145881C
9011145926,011145926C
9011146240,011146240C
9011146243,011146243C
9011146268,011146268C
9011146520,011146520C
9011146845,011146845C
9011146915,011146915C
9011146916,011146916C
9011146946,011146946C
9011147343,011147343C
9011147430,011147430C
9011147572,011147572C
9011147665,011147665C
9011147666,011147666C
9011147689,011147689C
9011147759,011147759C
9011147930,011147930C
9011147951,011147951C
9011148184,011148184C
9011148336,011148336C
9011148532,011148532C
9011148693,011148693C
9011148694,011148694C
9011148847,011148847C
9011149067,011149067C
9011149370,011149370C
9011149711,011149711C
9011149903,011149903C
9011149905,011149905C
9011150003,011150003C
9011150263,011150263C
9011150309,011150309C
9011150314,011150314C
9011150316,011150316C
9011150430,011150430C
9011150435,011150435C
9011150801,011150801C
9011150820,011150820C
9011150947,011150947C
9011150948,011150948C
9011150969,011150969C
9011150971,011150971C
9011150973,011150973C
9011151041,011151041C
9011151209,011151209C
9011151285,011151285C
9011151293,011151293C
9011151378,011151378C
9011151436,011151436C
9011151486,011151486C
9011151540,011151540C
9011151886,011151886C
9011151909,011151909C
9011152039,011152039C
9011152065,011152065C
9011152181,011152181C
9011152369,011152369C
9011152459,011152459C
9011152698,011152698C
9011152870,011152870C
9011152874,011152874C
9011152961,011152961C
9011153148,011153148C
9011153183,011153183C
9011153243,011153243C
9011153424,011153424C
9011153546,011153546C
9011153547,011153547C
9011153789,011153789C
9011153790,011153790C
9011153873,011153873C
9011153921,011153921C
9011154270,011154270C
9011154271,011154271C
9011154281,011154281C
9011154282,011154282C
9011154364,011154364C
9011154479,011154479C
9011154621,011154621C
9011154622,011154622C
9011154752,011154752C
9011154852,011154852C
9011154856,011154856C
9011154868,011154868C
9011155011,011155011C
9011155232,011155232C
9011155273,011155273C
9011155354,011155354C
9011155357,011155357C
9011155359,011155359C
9011155635,011155635C
9011155653,011155653C
9011156062,011156062C
9011156094,011156094C
9011156096,011156096C
9011156098,011156098C
9011156655,011156655C
9011156964,011156964C
9011157086,011157086C
9011157087,011157087C
9011157291,011157291C
9011157373,011157373C
9011157556,011157556C
9011157647,011157647C
9011158068,011158068C
9011158069,011158069C
9011158071,011158071C
9011158164,011158164C
9011158320,011158320C
9011158530,011158530C
9011158531,011158531C
9011158551,011158551C
9011158638,011158638C
9011158909,011158909C
9011159178,011159178C
9011159289,011159289C
9011159295,011159295C
9011159476,011159476C
9011159843,011159843C
9011159916,011159916C
9011160018,011160018C
9011160019,011160019C
9011160075,011160075C
9011160182,011160182C
9011160346,011160346C
9011160408,011160408C
9011160440,011160440C
9011160478,011160478C
9011160479,011160479C
9011160480,011160480C
9011160990,011160990C
9011161035,011161035C
9011161110,011161110C
9011161363,011161363C
9011161810,011161810C
9011161880,011161880C
9011161907,011161907C
9011162200,011162200C
9011162203,011162203C
9011162252,011162252C
9011162328,011162328C
9011162365,011162365C
9011162387,011162387C
9011162391,011162391C
9011162541,011162541C
9011162713,011162713C
9011163001,011163001C
9011163078,011163078C
9011163083,011163083C
9011163086,011163086C
9011163353,011163353C
9011174191,011174191C
9011174518,011174518C
9011174519,011174519C
9011174600,011174600C
9011174630,011174630C
9011174928,011174928C
9011175086,011175086C
9011175088,011175088C
9011175414,011175414C
9011175485,011175485C
9011175626,011175626C
9011175682,011175682C
9011176023,011176023C
9011176029,011176029C
9011176237,011176237C
9011176239,011176239C
9011176240,011176240C
9011176406,011176406C
9011176412,011176412C
9011176413,011176413C
9011176438,011176438C
9011176525,011176525C
9011176692,011176692C
9011176782,011176782C
9011176837,011176837C
9011176902,011176902C
9011177102,011177102C
9011177241,011177241C
9011177441,011177441C
9011177459,011177459C
9011177464,011177464C
9011177577,011177577C
9011177817,011177817C
9011177866,011177866C
9011177870,011177870C
9011177896,011177896C
9011177899,011177899C
9011178240,011178240C
9011178435,011178435C
9011178449,011178449C
9011178455,011178455C
9011178457,011178457C
9011178618,011178618C
9011178660,011178660C
9011178930,011178930C
9011179151,011179151C
9011179153,011179153C
9011179371,011179371C
9011179609,011179609C
9011179610,011179610C
9011179738,011179738C
9011179739,011179739C
9011179948,011179948C
9011179951,011179951C
9011180194,011180194C
9011180292,011180292C
9011180300,011180300C
9011180363,011180363C
9011180368,011180368C
9011180496,011180496C
9011180586,011180586C
9011180646,011180646C
9011180707,011180707C
9011180715,011180715C
9011180732,011180732C
9011180733,011180733C
9011180816,011180816C
9011180823,011180823C
9011180887,011180887C
9011180907,011180907C
9011180927,011180927C
9011180968,011180968C
9011181001,011181001C
9011181014,011181014C
9011181053,011181053C
9011181080,011181080C
9011181208,011181208C
9011181335,011181335C
9011181417,011181417C
9011181432,011181432C
9011181499,011181499C
9011181544,011181544C
9011181565,011181565C
9011181680,011181680C
9011181683,011181683C
9011181920,011181920C
9011181952,011181952C
9011182070,011182070C
9011182104,011182104C
9011182373,011182373C
9011182732,011182732C
9011182763,011182763C
9011182823,011182823C
9011182857,011182857C
9011182954,011182954C
9011182957,011182957C
9011183020,011183020C
9011183055,011183055C
9011183074,011183074C
9011183101,011183101C
9011183288,011183288C
9011183329,011183329C
9011183334,011183334C
9011183505,011183505C
9011183532,011183532C
9011183653,011183653C
9011183936,011183936C
9011184051,011184051C
9011184065,011184065C
9011184139,011184139C
9011184199,011184199C
9011184248,011184248C
9011184291,011184291C
9011184373,011184373C
9011184467,011184467C
9011184470,011184470C
9011184576,011184576C
9011184643,011184643C
9011184644,011184644C
9011184745,011184745C
9011184752,011184752C
9011184753,011184753C
9011184813,011184813C
9011184817,011184817C
9011184821,011184821C
9011184934,011184934C
9011184993,011184993C
9011185002,011185002C
9011185059,011185059C
9011185375,011185375C
9011185531,011185531C
9011185537,011185537C
9011185539,011185539C
9011185552,011185552C
9011185623,011185623C
9011185638,011185638C
9011185893,011185893C
9011185943,011185943C
9011185944,011185944C
9011185948,011185948C
9011186130,011186130C
9011186216,011186216C
9011186243,011186243C
9011186328,011186328C
9011186457,011186457C
9011186460,011186460C
9011186462,011186462C
9011186895,011186895C
9011186904,011186904C
9011187006,011187006C
9011187013,011187013C
9011187097,011187097C
9011187167,011187167C
9011187172,011187172C
9011187175,011187175C
9011187202,011187202C
9011187300,011187300C
9011187405,011187405C
9011187557,011187557C
9011187601,011187601C
9011187687,011187687C
9011187904,011187904C
9011188136,011188136C
9011188277,011188277C
9011188279,011188279C
9011188288,011188288C
9011188377,011188377C
9011188426,011188426C
9011188556,011188556C
9011188722,011188722C
9011188724,011188724C
9011188773,011188773C
9011188865,011188865C
9011188870,011188870C
9011188927,011188927C
9011189170,011189170C
9011189172,011189172C
9011189249,011189249C
9011189250,011189250C
9011189255,011189255C
9011189325,011189325C
9011189420,011189420C
9011189530,011189530C
9011189535,011189535C
9011189575,011189575C
9011189620,011189620C
9011189657,011189657C
9011189746,011189746C
9011189753,011189753C
9011189754,011189754C
9011189757,011189757C
9011189786,011189786C
9011189788,011189788C
9011189789,011189789C
9011189791,011189791C
9011189851,011189851C
9011189855,011189855C
9011189885,011189885C
9011189913,011189913C
9011189929,011189929C
9011189930,011189930C
9011189940,011189940C
9011189989,011189989C
9011190048,011190048C
9011190049,011190049C
9011190136,011190136C
9011190146,011190146C
9011190239,011190239C
9011190297,011190297C
9011190380,011190380C
9011190388,011190388C
9011190410,011190410C
9011190411,011190411C
9011190416,011190416C
9011190417,011190417C
9011190448,011190448C
9011190459,011190459C
9011190516,011190516C
9011190599,011190599C
9011190613,011190613C
9011190668,011190668C
9011190669,011190669C
9011190670,011190670C
9011190722,011190722C
9011190724,011190724C
9011190873,011190873C
9011190905,011190905C
9011190907,011190907C
9011190908,011190908C
9011190912,011190912C
9011191041,011191041C
9011191042,011191042C
9011191043,011191043C
9011191045,011191045C
9011191055,011191055C
9011191189,011191189C
9011191287,011191287C
9011191288,011191288C
9011191289,011191289C
9011191362,011191362C
9011191390,011191390C
9011191392,011191392C
9011191414,011191414C
9011191513,011191513C
9011191578,011191578C
9011191579,011191579C
9011191584,011191584C
9011191586,011191586C
9011191662,011191662C
9011191664,011191664C
9011191702,011191702C
9011191779,011191779C
9011191782,011191782C
9011191804,011191804C
9011191806,011191806C
9011191829,011191829C
9011191886,011191886C
9011191889,011191889C
9011191890,011191890C
9011191892,011191892C
9011191896,011191896C
9011191940,011191940C
9011192032,011192032C
9011192047,011192047C
9011192065,011192065C
9011192106,011192106C
9011192121,011192121C
9011192151,011192151C
9011192184,011192184C
9011192239,011192239C
9011192240,011192240C
9011192253,011192253C
9011192322,011192322C
9011192391,011192391C
9011192392,011192392C
9011192400,011192400C
9011192476,011192476C
9011192477,011192477C
9011192586,011192586C
9011192690,011192690C
9011192744,011192744C
9011192827,011192827C
9011192949,011192949C
9011193040,011193040C
9011193041,011193041C
9011193156,011193156C
9011193157,011193157C
9011193165,011193165C
9011193169,011193169C
9011193211,011193211C
9011193218,011193218C
9011193243,011193243C
9011193336,011193336C
9011193367,011193367C
9011193421,011193421C
9011193461,011193461C
9011193585,011193585C
9011193674,011193674C
9011193692,011193692C
9011193709,011193709C
9011193836,011193836C
9011193872,011193872C
9011193876,011193876C
9011194064,011194064C
9011194070,011194070C
9011194088,011194088C
9011194111,011194111C
9011194146,011194146C
9011194161,011194161C
9011194186,011194186C
9011194190,011194190C
9011194191,011194191C
9011194208,011194208C
9011194225,011194225C
9011194273,011194273C
9011194346,011194346C
9011194381,011194381C
9011194385,011194385C
9011194386,011194386C
9011194387,011194387C
9011194436,011194436C
9011194438,011194438C
9011194498,011194498C
9011194499,011194499C
9011194542,011194542C
9011194617,011194617C
9011194618,011194618C
9011194622,011194622C
9011194623,011194623C
9011194626,011194626C
9011194641,011194641C
9011194642,011194642C
9011194728,011194728C
9011194729,011194729C
9011194751,011194751C
9011194752,011194752C
9011194768,011194768C
9011194789,011194789C
9011194799,011194799C
9011194803,011194803C
9011194873,011194873C
9011194874,011194874C
9011194875,011194875C
9011194958,011194958C
9011195087,011195087C
9011195093,011195093C
9011195138,011195138C
9011195139,011195139C
9011195144,011195144C
9011195187,011195187C
9011195201,011195201C
9011195295,011195295C
9011195296,011195296C
9011195373,011195373C
9011195395,011195395C
9011195437,011195437C
9011195486,011195486C
9011195533,011195533C
9011195567,011195567C
9011195589,011195589C
9011195599,011195599C
9011195601,011195601C
9011195602,011195602C
9011195603,011195603C
9011195642,011195642C
9011195673,011195673C
9011195801,011195801C
9011195829,011195829C
9011195904,011195904C
9011195913,011195913C
9011195919,011195919C
9011195954,011195954C
9011196010,011196010C
9011196031,011196031C
9011196063,011196063C
9011196064,011196064C
9011196104,011196104C
9011196109,011196109C
9011196111,011196111C
9011196134,011196134C
9011196163,011196163C
9011196168,011196168C
9011196169,011196169C
9011196170,011196170C
9011196182,011196182C
9011196276,011196276C
9011196281,011196281C
9011196295,011196295C
9011196296,011196296C
9011196297,011196297C
9011196355,011196355C
9011196356,011196356C
9011196420,011196420C
9011196444,011196444C
9011196445,011196445C
9011196495,011196495C
9011196496,011196496C
9011196510,011196510C
9011196511,011196511C
9011196512,011196512C
9011196513,011196513C
9011196521,011196521C
9011196525,011196525C
9011196569,011196569C
9011196570,011196570C
9011196571,011196571C
