RECONCILIATION_ID,SOURCE_PLAN_CODE,NORMALIZED_PLAN_CODE,SOURCE_PLAN_NAME,NORMALIZED_PLAN_NAME,PRODUCT_FAMILY,BASE_OR_RIDER,ACTIVE_OR_HISTORICAL,ISSUE_DATE_FROM,ISSUE_DATE_TO,IN_TRACKER,IN_PLAN_DBF,IN_CROSSWALK,IN_RATE_REQUIREMENTS,IN_RESERVE_STAGING,IN_DRAFT_QUIK_OUTPUT,IN_ACCESS_EXTRACT,IN_PRODUCT_DOCUMENTS,IN_CASH_VALUE_ARCHIVES,IN_GROSS_PREMIUM_SOURCE,HAS_POLICY_POPULATION_EVIDENCE,HAS_RATE_REQUIREMENT,HAS_RATE_SOURCE,HAS_QLADMIN_MAPPING,POSSIBLE_ALIAS,POSSIBLE_PARENT_PLAN,POSSIBLE_RIDER_RELATIONSHIP,POSSIBLE_STATE_VARIATION,POSSIBLE_ISSUE_ERA_VARIATION,POSSIBLE_DUPLICATE,POSSIBLE_TYPO,PROPOSED_SCOPE_STATUS,PROPOSED_AUTHORITY_STATUS,RECONCILIATION_STATUS,CONFIDENCE,REQUIRED_DECISION,RELATED_DECISION_ID,NOTES
CIT-PR-0136,BA3,BA3,ROLLER BURIAL ASSOCIATION,ROLLER BURIAL ASSOCIATION,Merchandise / Burial Service,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0137,BA4,BA4,ROLLER BURIAL ASSOCIATION,ROLLER BURIAL ASSOCIATION,Merchandise / Burial Service,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0138,BA5,BA5,ROLLER BURIAL ASSOCIATION,ROLLER BURIAL ASSOCIATION,Merchandise / Burial Service,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0139,BA5N,BA5N,ROLLER BURIAL ASSOCIATION,ROLLER BURIAL ASSOCIATION,Merchandise / Burial Service,BASE,UNKNOWN,,,Y,Y,N,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0140,BA6,BA6,SALINE COUNTY BURIAL,SALINE COUNTY BURIAL,Merchandise / Burial Service,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0141,BA6B,BA6B,,,,BASE,UNKNOWN,,,N,N,N,N,Y,Y,N,N,N,N,UNKNOWN,N,Y,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_PENDING_SOURCE,PENDING_REVIEW,RESERVE_STAGING_ONLY,LOW,,,
CIT-PR-0142,BA6N,BA6N,SALINE COUNTY BURIAL,SALINE COUNTY BURIAL,Merchandise / Burial Service,BASE,UNKNOWN,,,Y,Y,N,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0143,BA7,BA7,TRI COUNTY BURIAL CLUB,TRI COUNTY BURIAL CLUB,Merchandise / Burial Service,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0144,BA7N,BA7N,TRI COUNTY BURIAL CLUB,TRI COUNTY BURIAL CLUB,Merchandise / Burial Service,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0145,BA8,BA8,ROLLER BURIAL ASSOCIATION,ROLLER BURIAL ASSOCIATION,Merchandise / Burial Service,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0146,BA8N,BA8N,ROLLER BURIAL ASSOCIATION,ROLLER BURIAL ASSOCIATION,Merchandise / Burial Service,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0147,BA9,BA9,ROLLER BURIAL ASSOCIATION,ROLLER BURIAL ASSOCIATION,Merchandise / Burial Service,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0148,BA9N,BA9N,ROLLER BURIAL ASSOCIATION,ROLLER BURIAL ASSOCIATION,Merchandise / Burial Service,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0149,BAC,BAC,CHRISTESON BURIAL ASSOCIATION,CHRISTESON BURIAL ASSOCIATION,Merchandise / Burial Service,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0150,BACN,BACN,CHRISTESON BURIAL ASSOCIATION,CHRISTESON BURIAL ASSOCIATION,Merchandise / Burial Service,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0151,BAY,BAY,MARION CO BURIAL ASSOCIATION,MARION CO BURIAL ASSOCIATION,Merchandise / Burial Service,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0152,BAYN,BAYN,MARION CO BURIAL ASSOCIATION,MARION CO BURIAL ASSOCIATION,,BASE,UNKNOWN,,,N,Y,N,N,N,N,N,N,N,N,UNKNOWN,N,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,DBF_ONLY,MEDIUM,CIT-DEC-003,CIT-DEC-003,
CIT-PR-0153,BLFN,BLFN,WHOLE LIFE CASH POLICY,WHOLE LIFE CASH POLICY,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,N,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,N,SEX_SMOKER_FAMILY:BL,BL,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0154,BLFS,BLFS,WHOLE LIFE CASH POLICY,WHOLE LIFE CASH POLICY,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,N,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,N,SEX_SMOKER_FAMILY:BL,BL,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0155,BLMN,BLMN,WHOLE LIFE CASH POLICY,WHOLE LIFE CASH POLICY,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,N,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,N,SEX_SMOKER_FAMILY:BL,BL,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0156,BLMS,BLMS,MALE SMOKER CASH POLICY,MALE SMOKER CASH POLICY,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,N,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,N,SEX_SMOKER_FAMILY:BL,BL,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0157,BPU,BPU,PAID UP STIPULATED,PAID UP STIPULATED,Merchandise / Burial Service,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0158,BS6N,BS6N,,,,BASE,UNKNOWN,,,N,N,N,N,Y,Y,N,N,N,N,UNKNOWN,N,Y,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_PENDING_SOURCE,PENDING_REVIEW,RESERVE_STAGING_ONLY,LOW,,,
CIT-PR-0159,BW,BW,BURIAL/MERCHANDISE SERVICE,BURIAL/MERCHANDISE SERVICE,Merchandise / Burial Service,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0160,BWB,BWB,SPECIFIED BURIAL,SPECIFIED BURIAL,Merchandise / Burial Service,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0161,BWS,BWS,SPECIFIED BURIAL,SPECIFIED BURIAL,Merchandise / Burial Service,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0162,CFA0,CFA0,FLEXIBLE OREM DEFERRED ANNUITY,FLEXIBLE OREM DEFERRED ANNUITY,,BASE,UNKNOWN,,,N,Y,N,N,N,N,N,N,N,N,UNKNOWN,N,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,DBF_ONLY,MEDIUM,CIT-DEC-003,CIT-DEC-003,
CIT-PR-0163,CFA3,CFA3,FLEXIBLE PREM DEFFERED ANNUITY,FLEXIBLE PREM DEFFERED ANNUITY,Annuity,BASE,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,N,UNKNOWN,Y,N,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0164,CFA4,CFA4,Annuity,Annuity,Annuity,BASE,UNKNOWN,,,Y,N,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,TRACKER_ONLY,MEDIUM,CIT-DEC-002,CIT-DEC-002,
CIT-PR-0165,CFA7,CFA7,Annuity,Annuity,Annuity,BASE,UNKNOWN,,,Y,N,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,TRACKER_ONLY,MEDIUM,CIT-DEC-002,CIT-DEC-002,
CIT-PR-0166,CP05,CP05,5 YR PAY W/INCREASE DEATH BENE,5 YR PAY W/INCREASE DEATH BENE,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0167,CP10,CP10,10 PAY LIFE W/INCREASE DEATH,10 PAY LIFE W/INCREASE DEATH,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0168,CP20,CP20,20 PAY LIFE INCREASE DEATH BEN,20 PAY LIFE INCREASE DEATH BEN,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0169,CPSP,CPSP,SINGLE PREMIUM INCREASING BENE,SINGLE PREMIUM INCREASING BENE,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0170,CSPB,CSPB,MERCHANDISE/SERVICE BURIAL,MERCHANDISE/SERVICE BURIAL,Merchandise / Burial Service,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0171,CTR,CTR,CHILD TERM RIDER,CHILD TERM RIDER,Rider,RIDER,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,N,UNKNOWN,Y,N,Y,,,Y,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_RIDER,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0172,CTRP,CTRP,PAID UP CHILDRENS TERM RIDER,PAID UP CHILDRENS TERM RIDER,,BASE,UNKNOWN,,,N,Y,N,N,N,N,N,N,N,N,UNKNOWN,N,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,DBF_ONLY,MEDIUM,CIT-DEC-003,CIT-DEC-003,
CIT-PR-0173,CW,CW,CASH BENEFIT,CASH BENEFIT,Merchandise / Burial Service,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0174,CW58,CW58,WHOLE LIFE,WHOLE LIFE,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,N,UNKNOWN,Y,N,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0175,CW80,CW80,WHOLE LIFE,WHOLE LIFE,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,N,UNKNOWN,Y,N,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0176,DPFN,DPFN,PERMA LIFE FEMALE N,PERMA LIFE FEMALE N,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,SEX_SMOKER_FAMILY:DP,DP,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0177,DPFS,DPFS,PERMA LIFE FEMALE S,PERMA LIFE FEMALE S,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,N,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,N,SEX_SMOKER_FAMILY:DP,DP,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0178,DPMN,DPMN,PERMA LIFE MALE N,PERMA LIFE MALE N,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,SEX_SMOKER_FAMILY:DP,DP,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0179,DPMS,DPMS,PERMA LIFE MALE S,PERMA LIFE MALE S,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,SEX_SMOKER_FAMILY:DP,DP,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0180,DR1F,DR1F,Term Life,Term Life,Term Life,BASE,UNKNOWN,,,Y,N,N,Y,N,N,N,N,N,Y,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,TRACKER_ONLY,MEDIUM,CIT-DEC-002,CIT-DEC-002,
CIT-PR-0181,DR1M,DR1M,Term Life,Term Life,Term Life,BASE,UNKNOWN,,,Y,N,N,Y,N,N,N,N,N,Y,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,TRACKER_ONLY,MEDIUM,CIT-DEC-002,CIT-DEC-002,
CIT-PR-0182,DR2G,DR2G,20 YEAR PAY CASH POLICY,20 YEAR PAY CASH POLICY,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0183,DR5F,DR5F,Term Life,Term Life,Term Life,BASE,UNKNOWN,,,Y,N,N,Y,N,N,N,N,N,Y,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,TRACKER_ONLY,MEDIUM,CIT-DEC-002,CIT-DEC-002,
CIT-PR-0184,DR5M,DR5M,Term Life,Term Life,Term Life,BASE,UNKNOWN,,,Y,N,N,Y,N,N,N,N,N,Y,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,TRACKER_ONLY,MEDIUM,CIT-DEC-002,CIT-DEC-002,
CIT-PR-0185,DR6G,DR6G,PAID UP AT AGE 65,PAID UP AT AGE 65,,BASE,UNKNOWN,,,N,Y,N,N,Y,Y,N,N,N,N,UNKNOWN,N,Y,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,DBF_ONLY,MEDIUM,CIT-DEC-003,CIT-DEC-003,
CIT-PR-0186,DRWG,DRWG,WHOLE LIFE CASH POLICY,WHOLE LIFE CASH POLICY,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0187,DX1F,DX1F,FEMALE TEN YEAR TERM,FEMALE TEN YEAR TERM,,BASE,UNKNOWN,,,N,Y,N,N,Y,Y,N,N,N,N,UNKNOWN,N,Y,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,DBF_ONLY,MEDIUM,CIT-DEC-003,CIT-DEC-003,
CIT-PR-0188,DX1M,DX1M,,,,BASE,UNKNOWN,,,N,N,N,N,Y,Y,N,N,N,N,UNKNOWN,N,Y,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_PENDING_SOURCE,PENDING_REVIEW,RESERVE_STAGING_ONLY,LOW,,,
CIT-PR-0189,DX51,DX51,,,,BASE,UNKNOWN,,,N,Y,N,N,N,N,N,N,N,N,UNKNOWN,N,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,DBF_ONLY,MEDIUM,CIT-DEC-003,CIT-DEC-003,
CIT-PR-0190,DX5F,DX5F,FEMALE FIVE YEAR TERM,FEMALE FIVE YEAR TERM,,BASE,UNKNOWN,,,N,Y,N,N,Y,Y,N,N,N,N,UNKNOWN,N,Y,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,DBF_ONLY,MEDIUM,CIT-DEC-003,CIT-DEC-003,
CIT-PR-0191,DX5M,DX5M,MALE FIVE YEAR TERM,MALE FIVE YEAR TERM,,BASE,UNKNOWN,,,N,Y,N,N,Y,Y,N,N,N,N,UNKNOWN,N,Y,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,DBF_ONLY,MEDIUM,CIT-DEC-003,CIT-DEC-003,
CIT-PR-0192,F14,F14,15 PAY BURIAL,15 PAY BURIAL,Merchandise / Burial Service,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0193,F24,F24,20 PAY BURIAL,20 PAY BURIAL,Merchandise / Burial Service,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0194,F25,F25,MERCHANIDSE/SERVICE 20 YR PAY,MERCHANIDSE/SERVICE 20 YR PAY,Merchandise / Burial Service,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0195,F65,F65,LIFE PAID UP AT 65,LIFE PAID UP AT 65,Merchandise / Burial Service,BASE,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,N,UNKNOWN,Y,N,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0196,FBAF,FBAF,,,,BASE,UNKNOWN,,,N,Y,N,N,N,N,N,N,N,N,UNKNOWN,N,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,DBF_ONLY,MEDIUM,CIT-DEC-003,CIT-DEC-003,
CIT-PR-0197,FDAA,FDAA,FIVE YEAR ANNUITY,FIVE YEAR ANNUITY,Annuity,BASE,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,N,UNKNOWN,Y,N,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0198,FDAB,FDAB,TEN YEAR ANNUITY,TEN YEAR ANNUITY,Annuity,BASE,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,N,UNKNOWN,Y,N,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0199,FDAC,FDAC,FIFTEEN YEAR ANNUITY,FIFTEEN YEAR ANNUITY,Annuity,BASE,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,N,UNKNOWN,Y,N,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0200,FDAD,FDAD,TWENTY YEAR ANNUITY,TWENTY YEAR ANNUITY,Annuity,BASE,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,N,UNKNOWN,Y,N,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0201,FDAP,FDAP,PAID UP FLEX/DEF ANNUITY,PAID UP FLEX/DEF ANNUITY,Annuity,BASE,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,N,UNKNOWN,Y,N,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0202,FDAS,FDAS,SINGLE PREMIUM ANNUITY,SINGLE PREMIUM ANNUITY,Annuity,BASE,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,N,UNKNOWN,Y,N,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0203,FF14,FF14,SINGLE PREMIUM ANNUITY SSLI,SINGLE PREMIUM ANNUITY SSLI,Annuity,BASE,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,N,UNKNOWN,Y,N,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
