SOURCE_PLAN_CODE,PRODUCT_FAMILY,BASE_OR_RIDER,PROPOSED_SCOPE_STATUS,GROSS_PREMIUM,CASH_VALUE,NET_PREMIUM,RESERVE,DIVIDEND_PUA,LOAN_VALUES,LOAN_INTEREST,COI,EXPENSE,INTEREST_CREDITING,OTHER,EXTENDED_TERM,PAID_UP,MODAL_FACTOR,GUIDELINE_PREMIUM,SETTLEMENT_FACTOR
9PFM,,BASE,IN_SCOPE_BASE_PLAN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,REQUIRES_ACTUARIAL_REVIEW,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
9PFN,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
9PFS,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
9PMN,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
9PMS,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
9R1F,Rider,RIDER,IN_SCOPE_RIDER,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
9R1M,Rider,RIDER,IN_SCOPE_RIDER,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
9R2G,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
9R5F,Rider,RIDER,IN_SCOPE_RIDER,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
9R5M,Rider,RIDER,IN_SCOPE_RIDER,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
9R6G,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
9RWG,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
9X1F,Term Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
9X1M,Term Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
9X5F,Term Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
9X5M,Term Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
A6N,,BASE,IN_SCOPE_PENDING_SOURCE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,REQUIRES_ACTUARIAL_REVIEW,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
ABFN,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
ABFS,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
ABMN,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
ABMS,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
ALBR,Rider,RIDER,IN_SCOPE_RIDER,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
ALP2,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
ALP6,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
ALPF,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
ALPM,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
ALPS,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
B1B,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
B1FN,Term Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
B1FS,Term Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
B1MN,Term Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
B1MS,Term Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
B2B,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
B2FN,Term Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
B2FS,Term Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
B2MN,Term Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
B2MS,Term Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
B3FN,Term Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
B3FS,Term Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
B3MN,Term Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
B3MS,Term Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
BA1,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
BA2,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
BA3,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
BA4,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
BA5,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
BA5N,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
