MPOLICY,MSTATUS
011033048C,53
011033416C,53
011035652C,55
011035773C,53
011036054C,53
011038065C,55
011038386C,57
011039701C,53
011039772C,55
011040022C,53
011040023C,55
011040527C,55
011040826C,53
011041120C,53
011041480C,55
011042317C,56
011042328C,56
011042400C,55
011042434C,56
011042491C,56
011042637C,53
011043749C,53
011044131C,53
011044132C,53
011044395C,55
011045128C,53
011045129C,53
011045407C,53
011045618C,53
011045847C,53
011046104C,53
011046268C,55
011047402C,53
011047403C,53
011047600C,55
011048440C,55
011048882C,53
011048886C,53
011049092C,53
011049319C,57
011049922C,53
011050686C,53
011051108C,55
011051323C,53
011051851C,55
011052581C,55
011052719C,54
011053076C,55
011053214C,53
011053428C,53
011054122C,54
011054324C,55
011054606C,55
011054707C,54
011054985C,54
011054986C,53
011056407C,53
011056748C,54
011056915C,55
011057485C,57
011057611C,53
011057654C,53
011057904C,54
011058069C,53
011058905C,53
011059202C,55
011059291C,54
011059421C,55
011059456C,53
011061607C,55
011062307C,53
011062607C,53
011062815C,53
011063691C,53
011064372C,53
011064567C,53
011064568C,53
011064804C,54
011065175C,54
011065199C,55
011065352C,54
011065353C,54
011066252C,53
011067410C,53
011067441C,55
011067789C,55
011068375C,53
011068652C,53
011068752C,54
011069093C,53
011072395C,54
011072405C,53
011072648C,54
011072805C,53
011073231C,53
011073328C,54
011073652C,55
011073758C,53
011074190C,54
011074703C,55
011074898C,55
011074929C,55
011075203C,53
011075595C,55
011075754C,55
011076209C,55
011076218C,54
011076219C,54
011076275C,53
011076738C,54
011077143C,54
011077201C,53
011077363C,53
011077533C,53
011077798C,53
011078136C,54
011078262C,53
011078437C,53
011078994C,53
011079130C,55
011080169C,54
011080170C,53
011080480C,54
011080551C,54
011080627C,53
011080628C,53
011080977C,54
011081207C,54
011081469C,53
011081628C,54
011081966C,55
011081967C,55
011082292C,55
011082331C,54
011082681C,53
011083028C,53
011083619C,53
011083751C,53
011083791C,53
011084360C,54
011084364C,53
011084438C,55
011085375C,55
011085422C,55
011085562C,53
011085737C,53
011085842C,53
011085980C,54
011085981C,54
011086069C,53
011086178C,53
011086447C,53
011086709C,53
011086978C,53
011086979C,54
011087227C,53
011087652C,53
011088883C,55
011088934C,54
011088935C,54
011089233C,55
011089392C,53
011090363C,53
011090375C,53
011090414C,53
011090807C,53
011091795C,53
011092140C,53
011092549C,57
011092656C,54
011092792C,90
011093482C,53
011094544C,53
011094545C,53
011094955C,53
011095159C,54
011095851C,53
011096068C,55
011096190C,53
011096643C,53
011096868C,53
011097128C,54
011097228C,53
011097343C,53
011097526C,54
011098063C,53
011098198C,57
011098238C,53
011098620C,57
011098649C,57
011098652C,57
011098913C,53
011099771C,53
011099899C,53
011100026C,53
011100027C,53
011100907C,53
011101252C,54
011101266C,53
011101315C,53
011101548C,53
011101578C,53
011101607C,55
011101663C,56
011101914C,54
011101925C,54
011102270C,57
011102405C,54
011102532C,53
011102787C,57
011102788C,53
011102977C,53
011103062C,53
011103126C,53
011103130C,53
011103202C,53
011103598C,54
011103665C,55
011103728C,53
011103788C,53
011103996C,53
011104064C,55
011104096C,53
011104342C,53
011104570C,53
011104572C,55
011104828C,53
011105008C,55
011105059C,53
011105332C,55
011105385C,55
011105523C,53
011105666C,55
011105839C,53
011105951C,53
011106029C,54
011106030C,54
011106177C,55
011106214C,53
011106317C,53
011106491C,53
011106738C,55
011107129C,53
011107331C,54
011107641C,53
011107848C,53
011107863C,53
011107879C,53
011107893C,53
011108310C,55
011108515C,53
011108587C,53
011108606C,53
011109124C,53
011109256C,53
011109259C,53
011109433C,53
011109446C,55
011109852C,55
011109861C,53
011109881C,53
011109994C,53
011110116C,55
011110239C,54
011110240C,53
011110270C,53
011110271C,54
011110299C,55
011110339C,55
011110362C,53
011110363C,54
011110458C,56
011110498C,53
011110698C,53
011110946C,55
011110968C,55
011111635C,53
011111930C,53
011112366C,55
011112641C,53
011112743C,53
011112744C,53
011112762C,53
011113236C,53
011113309C,53
011114096C,53
011114119C,53
011114139C,53
011114289C,57
011114950C,53
011115295C,53
011115534C,53
011115690C,53
011115885C,55
011116003C,55
011116180C,53
011116459C,54
011116525C,53
011116770C,53
011117286C,53
011118170C,53
011118183C,55
011118229C,55
011118536C,53
011118704C,54
011119820C,53
011120297C,57
011120375C,53
011120482C,55
011121713C,57
011121984C,54
011122141C,53
011122230C,53
011122810C,53
011123322C,53
011124169C,55
011124205C,53
011124301C,55
011124501C,53
011124666C,53
011124755C,56
011124924C,57
011124987C,53
011125076C,54
011125619C,55
011126217C,54
011126218C,54
011126367C,53
011128643C,53
011128980C,53
011129663C,53
011129996C,54
011129997C,54
011130433C,54
011130547C,57
011130666C,55
011130752C,57
011130753C,53
011130778C,55
011130902C,53
011131163C,53
011131381C,57
011131443C,53
011132389C,53
011132480C,54
011132516C,53
011132834C,54
011133146C,53
011133663C,53
011134051C,53
011134933C,53
011135085C,53
011135494C,55
011135811C,55
011136025C,53
011136476C,53
011136508C,53
011136667C,53
011136690C,53
011136704C,53
011136932C,53
011137768C,53
011137858C,55
011138259C,55
011138486C,55
011138599C,53
011138666C,53
011138880C,53
011138884C,53
011139254C,53
011139256C,53
011139272C,53
011139409C,53
011139421C,55
011139777C,53
011139937C,53
011139998C,53
011140025C,57
011140100C,53
011140409C,53
011140516C,55
011140521C,53
011140652C,55
011140826C,53
011140913C,53
011141382C,53
011141741C,53
011141812C,53
011141895C,53
011141942C,53
011142178C,53
011142354C,53
011142605C,53
011142695C,53
011143472C,53
011143473C,53
011143630C,53
011143825C,53
011144050C,55
011144173C,53
011144583C,53
011145429C,55
011145520C,54
011145527C,55
011145715C,53
011145926C,57
011146240C,57
011146268C,57
011146520C,53
011146845C,53
011146915C,53
011146916C,53
011146946C,53
011147689C,53
011147930C,53
011147951C,53
011148336C,53
011148532C,57
011148693C,56
011148694C,56
011148847C,53
011149067C,53
011149370C,53
011149903C,53
011149905C,53
011150003C,53
011150263C,55
011150309C,53
011150435C,55
011150801C,53
011150820C,53
011150971C,57
011150973C,53
011151041C,53
011151209C,55
011151285C,53
011151293C,53
011151378C,53
011151486C,53
011151909C,55
011152039C,53
011152181C,53
011152369C,53
011152459C,53
011152874C,55
011152961C,53
011153148C,53
011153183C,53
011153243C,53
011153424C,53
011153546C,53
011153547C,53
011153790C,55
011153873C,53
011154271C,53
011154364C,53
011154479C,55
011154621C,54
011154622C,53
011154752C,53
011154852C,55
011154856C,55
011154868C,53
011155011C,53
011155232C,53
011155273C,54
011155357C,53
011155635C,53
011155653C,53
011156062C,53
011156098C,53
011156655C,53
011156964C,55
011157086C,53
011157087C,53
011157291C,53
011157373C,53
011158068C,55
011158069C,53
011158071C,53
011158164C,53
011158551C,53
011158638C,53
011159178C,53
011159289C,53
011159295C,53
011159476C,55
011159843C,53
011159916C,57
011160018C,53
011160019C,54
011160075C,53
011160346C,53
011160408C,55
011160440C,55
011160990C,55
011161110C,53
011161880C,53
011162200C,53
011162203C,55
011162252C,53
011162328C,53
011162387C,53
011162391C,53
011162541C,53
011163001C,53
011163078C,53
011163083C,53
011163086C,53
011174191C,54
011174518C,53
011174519C,53
011174600C,53
011174928C,53
011175086C,53
011175088C,53
011175414C,53
011175485C,53
011175626C,53
011175682C,53
011176023C,53
011176029C,53
011176237C,55
011176239C,53
011176406C,53
011176438C,53
011176782C,53
011177102C,53
011177241C,53
011177441C,53
011177577C,54
011177817C,53
011177870C,53
011178240C,53
011178435C,53
011178449C,53
011178455C,53
011178457C,53
011178618C,53
011178660C,55
011178930C,53
011179371C,53
011179609C,55
011179610C,55
011179738C,54
011179739C,54
011179948C,55
011179951C,53
011180194C,57
011180300C,53
011180363C,57
011180496C,53
011180586C,53
011180646C,53
011180707C,53
011180732C,53
011180733C,55
011180816C,53
011180823C,53
011180887C,53
011180907C,53
011180927C,55
011180968C,53
011181001C,54
011181053C,53
011181080C,53
011181208C,53
011181544C,53
011181680C,53
011181683C,53
011181920C,54
011181952C,53
011182070C,53
011182104C,53
011182373C,53
011182763C,53
011182823C,53
011182857C,53
011182954C,53
011182957C,56
011183055C,53
011183074C,53
011183329C,53
011183334C,55
011183505C,53
011183532C,53
011183653C,55
011184051C,53
011184065C,53
011184139C,55
011184248C,57
011184291C,53
011184470C,55
011184576C,53
011184643C,55
011184644C,55
011184745C,53
011184752C,55
011184817C,53
011184934C,53
011184993C,53
011185002C,57
011185059C,53
011185375C,53
011185531C,55
011185552C,53
011185638C,55
011185893C,53
011185943C,55
011185944C,55
011186216C,53
011186243C,53
011186460C,53
011186462C,53
011186904C,53
011187006C,53
011187167C,55
011187172C,53
011187300C,53
011187405C,53
011187601C,53
011187687C,54
011187904C,53
011188279C,53
011188377C,55
011188426C,53
011188722C,54
011188870C,53
011188927C,53
011189325C,55
011189420C,53
011189535C,53
011189620C,53
011189657C,53
011189746C,53
011189754C,53
011189757C,53
011189786C,53
011189791C,53
011189855C,53
011189885C,53
011189913C,55
011190048C,53
011190049C,53
011190146C,55
011190239C,55
011190380C,53
011190410C,53
011190411C,53
011190417C,53
011190516C,55
011190599C,53
011190613C,53
011190669C,53
011190722C,55
011191041C,53
011191042C,53
011191189C,53
011191289C,53
011191392C,53
011191513C,53
011191578C,53
011191584C,53
011191662C,53
011191702C,53
011191889C,53
011191890C,53
011191896C,55
011191940C,53
011192032C,53
011192047C,53
011192065C,53
011192106C,53
011192184C,55
011192239C,53
011192240C,53
011192253C,53
011192322C,55
011192392C,53
011192400C,57
011192476C,55
011192586C,55
011192690C,54
011192744C,53
011192827C,54
011192949C,53
011193211C,53
011193336C,53
011193421C,53
011193674C,53
011193836C,53
011193872C,53
011194064C,53
011194070C,53
011194111C,53
011194161C,53
011194208C,55
011194225C,53
011194273C,53
011194436C,53
011194498C,55
011194499C,53
011194542C,53
011194617C,53
011194618C,53
011194622C,55
011194623C,55
011194626C,55
011194751C,53
011194752C,53
011194768C,53
011194799C,53
011195087C,53
011195093C,53
011195139C,53
011195144C,53
011195187C,54
011195295C,53
011195296C,53
011195437C,55
011195486C,53
011195533C,55
011195589C,53
011195599C,53
011195601C,55
011195602C,55
011195642C,53
011195673C,53
011195829C,55
011195913C,53
011195919C,53
011196104C,56
011196111C,53
011196134C,53
011196168C,55
011196169C,55
011196170C,55
011196182C,53
011196276C,57
011196281C,55
011196295C,54
011196296C,55
011196297C,55
011196420C,57
011196444C,55
011196445C,55
011196513C,55
011196521C,53
011196569C,53
011196570C,55
011196571C,55
011196751C,57
011196775C,53
011196777C,55
011196778C,55
011196779C,55
011196821C,55
011196852C,53
011196869C,54
011196903C,55
011197039C,53
011197062C,53
011197222C,53
011197288C,55
011197430C,57
011197492C,53
011197533C,53
011197559C,53
011197578C,53
011197647C,55
011197709C,53
011197715C,53
011197743C,55
011198150C,57
011198246C,55
011198344C,53
011198366C,53
011198370C,55
011198391C,54
011198427C,54
011198428C,54
011198532C,53
011198534C,53
011198540C,53
011198734C,53
011198768C,54
011198806C,53
011198845C,57
011198926C,55
011198951C,55
011199046C,53
011199527C,53
011199593C,57
011199612C,55
011199632C,53
011199702C,54
011199709C,55
011199710C,55
011199974C,55
011200008C,57
011200012C,53
011200196C,55
011200251C,53
011200500C,53
011200630C,54
011200672C,55
011201212C,53
011201312C,53
011201621C,53
011201656C,53
011201896C,53
011201953C,55
011202182C,53
011202381C,53
011202501C,57
011202724C,55
011202750C,53
011202767C,55
011203001C,55
011203122C,53
011203311C,53
011203371C,57
011203598C,57
011203904C,53
011204042C,53
011204292C,53
011204579C,55
011204761C,53
011204824C,53
011204960C,53
011204984C,53
011205079C,53
011205082C,55
011205919C,53
011206380C,55
011206410C,55
011206462C,53
011206562C,53
011206644C,55
011207095C,55
011207113C,57
011207210C,53
011207222C,53
011207677C,53
011207733C,53
011207871C,53
011208104C,53
011208304C,55
011208305C,56
011208730C,55
011208787C,53
011208817C,53
011208848C,57
011208849C,57
011208984C,57
011209064C,55
011209262C,53
011209469C,53
011209496C,57
011209916C,55
011209963C,53
011210060C,57
011210089C,53
011210149C,53
011210337C,53
011210489C,57
011210635C,57
011210715C,55
011210716C,55
011210717C,55
011210718C,55
011210719C,55
011210720C,53
011210945C,55
011211323C,55
011211451C,55
011211973C,55
011212050C,53
011212602C,53
011212753C,53
011213262C,53
011214181C,53
011214223C,57
011214338C,55
011215081C,57
011215903C,55
011216059C,55
011216127C,57
011216497C,53
011216545C,53
011216680C,53
011216836C,54
011217112C,53
011217615C,55
011217617C,53
011217684C,53
011217687C,55
011217839C,55
011217970C,53
011218020C,53
011219517C,55
011219543C,53
011220581C,53
011220582C,53
011220928C,55
011221209C,55
011221211C,55
011221309C,53
011222039C,53
011222530C,53
011222584C,55
011222585C,53
011223517C,53
011223520C,53
011223568C,53
011223989C,53
011224349C,55
011224874C,53
011225016C,55
011225266C,53
011225329C,53
011225416C,53
011225492C,55
011225793C,55
011226091C,53
011226577C,53
011227429C,55
011227528C,53
011227605C,53
011227662C,54
011228944C,57
011229408C,53
011229565C,53
011229737C,55
011229738C,55
011230767C,55
011231670C,53
011232775C,55
011232776C,55
011233593C,53
011233776C,53
011233828C,53
011235627C,53
011235719C,53
011237180C,53
011237657C,53
011237660C,53
011237663C,53
011238321C,53
011239255C,53
011240763C,55
011243725C,53
011243759C,53
011244378C,53
011246246C,53
011246525C,55
011246931C,53
011247184C,53
011247278C,55
011249066C,53
011250565C,55
011250929C,55
011251166C,57
011251167C,55
011252220C,57
011252477C,55
011253004C,53
011253007C,53
011253508C,55
011254120C,55
011254240C,55
011254298C,53
011254827C,53
011254828C,55
011255665C,55
011255947C,55
011256689C,55
011257022C,53
011257039C,55
011257043C,53
011257364C,53
011257460C,53
011257515C,55
011257863C,53
011258124C,57
011258172C,55
011258185C,57
011259189C,53
011259940C,53
011260157C,55
011260458C,53
011261272C,55
011261276C,53
011261438C,53
011261439C,53
011261507C,55
011261538C,53
011261602C,55
011261618C,53
011261619C,55
011262030C,55
011262631C,53
011263483C,55
011263484C,55
011263511C,53
011263614C,55
011263615C,55
011263633C,53
011264015C,55
011264194C,55
011264375C,53
011264712C,55
011264713C,55
011264714C,55
011264943C,57
011266421C,53
011267131C,53
011268049C,57
011268050C,57
011268763C,57
011268907C,53
011268908C,53
011269166C,55
011269176C,53
011269263C,55
011269384C,53
011269468C,55
011271084C,53
011271241C,53
011272315C,53
011273276C,57
011273480C,53
011273881C,53
011273882C,53
011274753C,57
011274754C,55
011274755C,57
011275502C,55
011275503C,55
011282859C,53
011283014C,55
011283990C,53
01142D978C,53
01154D174C,53
01159D276C,55
01185D536C,53
012FG8217C,53
013000181C,55
013FG8217C,54
   014048C,53
  014098AC,53
  014100BC,53
   014130C,53
015000043C,55
015000078C,53
015000080C,55
015000089C,53
015000103C,53
015000104C,55
015000117C,55
015000138C,55
015000171C,53
015000181C,53
015000211C,53
015000224C,53
015000261C,53
015000270C,53
015000341C,53
015000416C,55
015000450C,55
015000485C,53
015000486C,55
015000531C,53
015000544C,53
015000570C,53
015000581C,53
015000586C,57
015000602C,53
015000622C,53
015000632C,53
015000678C,53
015FG8217C,54
   018163C,53
  018236CC,53
  018237DC,53
   018270C,53
  018284AC,53
  018465DC,53
  018495AC,53
  018712FC,55
   018907C,53
   018910C,53
019042500C,56
019731970C,54
019838702C,56
01FG8033BC,54
01FG8302BC,53
 01ML4096C,53
 01ML4134C,53
 01ML8123C,53
 01ML8151C,53
 01ML8195C,53
 01ML8209C,53
 01ML8211C,53
 01ML8214C,53
 01ML8251C,53
 01ML8367C,55
01ML8378AC,55
 01ML8438C,53
01ML8450BC,54
 01ML8457C,57
 01ML8487C,53
 01ML8557C,54
 01ML8570C,54
 01ML8791C,53
 01ML8804C,53
