reconstructed_claim_id,policy_number,claim_family,settlement_chain_id,chain_status,confidence_level,confidence_rationale,funding_total,payout_total,effective_payout_total,offset_total,lifecycle_only_total,lag_days,cross_claim_linked_id,cross_claim_lag_days,first_activity_date,latest_activity_date,original_balancing_status,revised_balancing_status,balancing_impact_observation,settlement_notes
RC-9010799487-2-SURRENDER_CLAIM-C2-20200701,9010799487,SURRENDER_CLAIM,RC-9010799487-2-SURRENDER_CLAIM-C2-20200701-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,198.7,0.0,0.0,0.0,0.0,0,,,20200701,20200701,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010799487-2-SURRENDER_CLAIM-C3-20210701,9010799487,SURRENDER_CLAIM,RC-9010799487-2-SURRENDER_CLAIM-C3-20210701-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,198.7,0.0,0.0,0.0,0.0,0,,,20210701,20210701,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010799487-2-SURRENDER_CLAIM-C4-20220701,9010799487,SURRENDER_CLAIM,RC-9010799487-2-SURRENDER_CLAIM-C4-20220701-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,198.7,0.0,0.0,0.0,0.0,0,,,20220701,20220701,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010799487-2-SURRENDER_CLAIM-C5-20230701,9010799487,SURRENDER_CLAIM,RC-9010799487-2-SURRENDER_CLAIM-C5-20230701-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,198.7,0.0,0.0,0.0,0.0,0,,,20230701,20230701,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010799487-2-SURRENDER_CLAIM-C6-20240701,9010799487,SURRENDER_CLAIM,RC-9010799487-2-SURRENDER_CLAIM-C6-20240701-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,198.7,0.0,0.0,0.0,0.0,0,,,20240701,20240701,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010799487-2-SURRENDER_CLAIM-C7-20250701,9010799487,SURRENDER_CLAIM,RC-9010799487-2-SURRENDER_CLAIM-C7-20250701-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,198.7,0.0,0.0,0.0,0.0,0,,,20250701,20250701,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010799590-2-SURRENDER_CLAIM-C0-20180701,9010799590,SURRENDER_CLAIM,RC-9010799590-2-SURRENDER_CLAIM-C0-20180701-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,458.75,0.0,0.0,0.0,0.0,0,,,20180701,20180701,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010799590-2-SURRENDER_CLAIM-C1-20190701,9010799590,SURRENDER_CLAIM,RC-9010799590-2-SURRENDER_CLAIM-C1-20190701-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,458.75,0.0,0.0,0.0,0.0,0,,,20190701,20190701,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010799590-2-SURRENDER_CLAIM-C2-20200701,9010799590,SURRENDER_CLAIM,RC-9010799590-2-SURRENDER_CLAIM-C2-20200701-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,458.75,0.0,0.0,0.0,0.0,0,,,20200701,20200701,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010799590-2-SURRENDER_CLAIM-C3-20210701,9010799590,SURRENDER_CLAIM,RC-9010799590-2-SURRENDER_CLAIM-C3-20210701-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,458.75,0.0,0.0,0.0,0.0,0,,,20210701,20210701,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010799590-2-SURRENDER_CLAIM-C4-20220701,9010799590,SURRENDER_CLAIM,RC-9010799590-2-SURRENDER_CLAIM-C4-20220701-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,458.75,0.0,0.0,0.0,0.0,0,,,20220701,20220701,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010799590-2-SURRENDER_CLAIM-C5-20230701,9010799590,SURRENDER_CLAIM,RC-9010799590-2-SURRENDER_CLAIM-C5-20230701-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,458.75,0.0,0.0,0.0,0.0,0,,,20230701,20230701,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010799590-2-SURRENDER_CLAIM-C6-20240701,9010799590,SURRENDER_CLAIM,RC-9010799590-2-SURRENDER_CLAIM-C6-20240701-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,458.75,0.0,0.0,0.0,0.0,0,,,20240701,20240701,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010799590-2-SURRENDER_CLAIM-C7-20250701,9010799590,SURRENDER_CLAIM,RC-9010799590-2-SURRENDER_CLAIM-C7-20250701-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,458.75,0.0,0.0,0.0,0.0,0,,,20250701,20250701,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010799675-3-SURRENDER_CLAIM-C0-20180709,9010799675,SURRENDER_CLAIM,RC-9010799675-3-SURRENDER_CLAIM-C0-20180709-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,934.5,0.0,0.0,0.0,0.0,0,,,20180709,20180709,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010799675-3-SURRENDER_CLAIM-C1-20190709,9010799675,SURRENDER_CLAIM,RC-9010799675-3-SURRENDER_CLAIM-C1-20190709-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,934.5,0.0,0.0,0.0,0.0,0,,,20190709,20190709,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010799675-3-SURRENDER_CLAIM-C2-20200709,9010799675,SURRENDER_CLAIM,RC-9010799675-3-SURRENDER_CLAIM-C2-20200709-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,934.5,0.0,0.0,0.0,0.0,0,,,20200709,20200709,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010799675-3-SURRENDER_CLAIM-C3-20210709,9010799675,SURRENDER_CLAIM,RC-9010799675-3-SURRENDER_CLAIM-C3-20210709-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,934.5,0.0,0.0,0.0,0.0,0,,,20210709,20210709,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010799675-3-SURRENDER_CLAIM-C4-20220709,9010799675,SURRENDER_CLAIM,RC-9010799675-3-SURRENDER_CLAIM-C4-20220709-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,934.5,0.0,0.0,0.0,0.0,0,,,20220709,20220709,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010799675-3-SURRENDER_CLAIM-C5-20230709,9010799675,SURRENDER_CLAIM,RC-9010799675-3-SURRENDER_CLAIM-C5-20230709-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,934.5,0.0,0.0,0.0,0.0,0,,,20230709,20230709,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010799675-3-SURRENDER_CLAIM-C6-20240709,9010799675,SURRENDER_CLAIM,RC-9010799675-3-SURRENDER_CLAIM-C6-20240709-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,934.5,0.0,0.0,0.0,0.0,0,,,20240709,20240709,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010799675-3-SURRENDER_CLAIM-C7-20250709,9010799675,SURRENDER_CLAIM,RC-9010799675-3-SURRENDER_CLAIM-C7-20250709-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,934.5,0.0,0.0,0.0,0.0,0,,,20250709,20250709,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010799821-1-DEATH_CLAIM-C0-20210602,9010799821,DEATH_CLAIM,RC-9010799821-1-DEATH_CLAIM-C0-20210602-SC,MULTI_PAYOUT_CHAIN,MODERATE_CONFIDENCE,Multiple payout events in settlement chain,16647.17,16647.17,16647.17,0.0,0.0,0,,,20210602,20210602,BALANCED,BALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010799821-2-SURRENDER_CLAIM-C0-20180627,9010799821,SURRENDER_CLAIM,RC-9010799821-2-SURRENDER_CLAIM-C0-20180627-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,501.4,0.0,0.0,0.0,0.0,0,,,20180627,20180627,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010799821-2-SURRENDER_CLAIM-C1-20190627,9010799821,SURRENDER_CLAIM,RC-9010799821-2-SURRENDER_CLAIM-C1-20190627-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,501.4,0.0,0.0,0.0,0.0,0,,,20190627,20190627,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010799821-2-SURRENDER_CLAIM-C2-20200627,9010799821,SURRENDER_CLAIM,RC-9010799821-2-SURRENDER_CLAIM-C2-20200627-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,501.4,0.0,0.0,0.0,0.0,0,,,20200627,20200627,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010799895-1-DEATH_CLAIM-C0-20181225,9010799895,DEATH_CLAIM,RC-9010799895-1-DEATH_CLAIM-C0-20181225-SC,MULTI_PAYOUT_CHAIN,MODERATE_CONFIDENCE,Multiple payout events in settlement chain,5000.0,5000.0,5000.0,0.0,0.0,0,,,20181225,20181225,BALANCED,BALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010799895-2-SURRENDER_CLAIM-C0-20180625,9010799895,SURRENDER_CLAIM,RC-9010799895-2-SURRENDER_CLAIM-C0-20180625-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,179.35,0.0,0.0,0.0,0.0,0,,,20180625,20180625,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010800286-2-SURRENDER_CLAIM-C0-20180701,9010800286,SURRENDER_CLAIM,RC-9010800286-2-SURRENDER_CLAIM-C0-20180701-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,121.0,0.0,0.0,0.0,0.0,0,,,20180701,20180701,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010800286-2-SURRENDER_CLAIM-C1-20190701,9010800286,SURRENDER_CLAIM,RC-9010800286-2-SURRENDER_CLAIM-C1-20190701-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,121.0,0.0,0.0,0.0,0.0,0,,,20190701,20190701,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010800286-2-SURRENDER_CLAIM-C2-20200701,9010800286,SURRENDER_CLAIM,RC-9010800286-2-SURRENDER_CLAIM-C2-20200701-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,121.0,0.0,0.0,0.0,0.0,0,,,20200701,20200701,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010800286-2-SURRENDER_CLAIM-C3-20210701,9010800286,SURRENDER_CLAIM,RC-9010800286-2-SURRENDER_CLAIM-C3-20210701-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,121.0,0.0,0.0,0.0,0.0,0,,,20210701,20210701,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010800286-2-SURRENDER_CLAIM-C4-20220701,9010800286,SURRENDER_CLAIM,RC-9010800286-2-SURRENDER_CLAIM-C4-20220701-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,121.0,0.0,0.0,0.0,0.0,0,,,20220701,20220701,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010800286-2-SURRENDER_CLAIM-C5-20230701,9010800286,SURRENDER_CLAIM,RC-9010800286-2-SURRENDER_CLAIM-C5-20230701-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,121.0,0.0,0.0,0.0,0.0,0,,,20230701,20230701,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010800286-2-SURRENDER_CLAIM-C6-20240701,9010800286,SURRENDER_CLAIM,RC-9010800286-2-SURRENDER_CLAIM-C6-20240701-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,121.0,0.0,0.0,0.0,0.0,0,,,20240701,20240701,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010800286-2-SURRENDER_CLAIM-C7-20250701,9010800286,SURRENDER_CLAIM,RC-9010800286-2-SURRENDER_CLAIM-C7-20250701-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,121.0,0.0,0.0,0.0,0.0,0,,,20250701,20250701,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010800475-1-SURRENDER_CLAIM-C0-20200218,9010800475,SURRENDER_CLAIM,RC-9010800475-1-SURRENDER_CLAIM-C0-20200218-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,15561.61,0.0,0.0,0.0,0.0,0,,,20200218,20200218,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010800667-1-DEATH_CLAIM-C0-20181022,9010800667,DEATH_CLAIM,RC-9010800667-1-DEATH_CLAIM-C0-20181022-SC,IMMEDIATE_CHAIN,HIGH_CONFIDENCE,Same-day funding/payout with amount alignment,9052.01,9218.66,9218.66,0.0,166.65,0,,,20181022,20181022,UNBALANCED,UNBALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010800881-2-SURRENDER_CLAIM-C0-20180623,9010800881,SURRENDER_CLAIM,RC-9010800881-2-SURRENDER_CLAIM-C0-20180623-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,501.0,0.0,0.0,0.0,0.0,0,,,20180623,20180623,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010800881-2-SURRENDER_CLAIM-C1-20190623,9010800881,SURRENDER_CLAIM,RC-9010800881-2-SURRENDER_CLAIM-C1-20190623-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,501.0,0.0,0.0,0.0,0.0,0,,,20190623,20190623,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010800881-2-SURRENDER_CLAIM-C2-20200623,9010800881,SURRENDER_CLAIM,RC-9010800881-2-SURRENDER_CLAIM-C2-20200623-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,501.0,0.0,0.0,0.0,0.0,0,,,20200623,20200623,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010800881-2-SURRENDER_CLAIM-C3-20210623,9010800881,SURRENDER_CLAIM,RC-9010800881-2-SURRENDER_CLAIM-C3-20210623-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,501.0,0.0,0.0,0.0,0.0,0,,,20210623,20210623,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010800881-2-SURRENDER_CLAIM-C4-20220623,9010800881,SURRENDER_CLAIM,RC-9010800881-2-SURRENDER_CLAIM-C4-20220623-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,501.0,0.0,0.0,0.0,0.0,0,,,20220623,20220623,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010800881-2-SURRENDER_CLAIM-C5-20230623,9010800881,SURRENDER_CLAIM,RC-9010800881-2-SURRENDER_CLAIM-C5-20230623-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,501.0,0.0,0.0,0.0,0.0,0,,,20230623,20230623,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010800881-2-SURRENDER_CLAIM-C6-20240623,9010800881,SURRENDER_CLAIM,RC-9010800881-2-SURRENDER_CLAIM-C6-20240623-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,501.0,0.0,0.0,0.0,0.0,0,,,20240623,20240623,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010800881-2-SURRENDER_CLAIM-C7-20250623,9010800881,SURRENDER_CLAIM,RC-9010800881-2-SURRENDER_CLAIM-C7-20250623-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,501.0,0.0,0.0,0.0,0.0,0,,,20250623,20250623,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010801178-2-SURRENDER_CLAIM-C0-20230622,9010801178,SURRENDER_CLAIM,RC-9010801178-2-SURRENDER_CLAIM-C0-20230622-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,6106.91,0.0,0.0,0.0,0.0,0,,,20230622,20230622,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010801256-2-SURRENDER_CLAIM-C0-20180714,9010801256,SURRENDER_CLAIM,RC-9010801256-2-SURRENDER_CLAIM-C0-20180714-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,210.55,0.0,0.0,0.0,0.0,0,,,20180714,20180714,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010801256-2-SURRENDER_CLAIM-C1-20190714,9010801256,SURRENDER_CLAIM,RC-9010801256-2-SURRENDER_CLAIM-C1-20190714-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,210.55,0.0,0.0,0.0,0.0,0,,,20190714,20190714,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010801256-2-SURRENDER_CLAIM-C2-20200714,9010801256,SURRENDER_CLAIM,RC-9010801256-2-SURRENDER_CLAIM-C2-20200714-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,210.55,0.0,0.0,0.0,0.0,0,,,20200714,20200714,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010801256-2-SURRENDER_CLAIM-C3-20210714,9010801256,SURRENDER_CLAIM,RC-9010801256-2-SURRENDER_CLAIM-C3-20210714-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,210.55,0.0,0.0,0.0,0.0,0,,,20210714,20210714,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010801256-2-SURRENDER_CLAIM-C4-20220714,9010801256,SURRENDER_CLAIM,RC-9010801256-2-SURRENDER_CLAIM-C4-20220714-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,210.55,0.0,0.0,0.0,0.0,0,,,20220714,20220714,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010801256-2-SURRENDER_CLAIM-C5-20230714,9010801256,SURRENDER_CLAIM,RC-9010801256-2-SURRENDER_CLAIM-C5-20230714-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,210.55,0.0,0.0,0.0,0.0,0,,,20230714,20230714,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010801256-2-SURRENDER_CLAIM-C6-20240714,9010801256,SURRENDER_CLAIM,RC-9010801256-2-SURRENDER_CLAIM-C6-20240714-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,210.55,0.0,0.0,0.0,0.0,0,,,20240714,20240714,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010801256-2-SURRENDER_CLAIM-C7-20250714,9010801256,SURRENDER_CLAIM,RC-9010801256-2-SURRENDER_CLAIM-C7-20250714-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,210.55,0.0,0.0,0.0,0.0,0,,,20250714,20250714,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010801398-1-DEATH_CLAIM-C0-20230317,9010801398,DEATH_CLAIM,RC-9010801398-1-DEATH_CLAIM-C0-20230317-SC,MULTI_PAYOUT_CHAIN,MODERATE_CONFIDENCE,Multiple payout events in settlement chain,29267.33,29306.86,29306.86,0.0,39.53,0,,,20230317,20230317,MINOR_VARIANCE,MINOR_VARIANCE,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010801399-1-DEATH_CLAIM-C0-20200405,9010801399,DEATH_CLAIM,RC-9010801399-1-DEATH_CLAIM-C0-20200405-SC,IMMEDIATE_CHAIN,HIGH_CONFIDENCE,Same-day funding/payout with amount alignment,25080.76,25093.96,25093.96,0.0,13.2,0,,,20200405,20200405,MINOR_VARIANCE,MINOR_VARIANCE,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010801734-1-DEATH_CLAIM-C0-20200922,9010801734,DEATH_CLAIM,RC-9010801734-1-DEATH_CLAIM-C0-20200922-SC,MULTI_PAYOUT_CHAIN,MODERATE_CONFIDENCE,Multiple payout events in settlement chain,14694.65,14694.65,14694.65,0.0,0.0,0,,,20200922,20200922,BALANCED,BALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010801734-1-DEATH_CLAIM-C1-20210526,9010801734,DEATH_CLAIM,RC-9010801734-1-DEATH_CLAIM-C1-20210526-SC,MULTI_PAYOUT_CHAIN,MODERATE_CONFIDENCE,Multiple payout events in settlement chain,0.0,7347.34,7347.34,0.0,0.0,0,,,20210526,20210526,UNBALANCED,UNBALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9010801734-3-SURRENDER_CLAIM-C0-20180828,9010801734,SURRENDER_CLAIM,RC-9010801734-3-SURRENDER_CLAIM-C0-20180828-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,368.2,0.0,0.0,0.0,0.0,0,,,20180828,20180828,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010801734-3-SURRENDER_CLAIM-C1-20190828,9010801734,SURRENDER_CLAIM,RC-9010801734-3-SURRENDER_CLAIM-C1-20190828-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,368.2,0.0,0.0,0.0,0.0,0,,,20190828,20190828,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010801734-3-SURRENDER_CLAIM-C2-20200828,9010801734,SURRENDER_CLAIM,RC-9010801734-3-SURRENDER_CLAIM-C2-20200828-SC,PARTIAL_CHAIN,MODERATE_CONFIDENCE,Funding and payout linked but amounts diverge beyond tolerance,368.2,0.0,14694.65,0.0,0.0,0,RC-9010801734-1-DEATH_CLAIM-C0-20200922,25,20200828,20200828,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010802045-2-SURRENDER_CLAIM-C0-20180718,9010802045,SURRENDER_CLAIM,RC-9010802045-2-SURRENDER_CLAIM-C0-20180718-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,411.25,0.0,0.0,0.0,0.0,0,,,20180718,20180718,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9010802045-2-SURRENDER_CLAIM-C1-20190718,9010802045,SURRENDER_CLAIM,RC-9010802045-2-SURRENDER_CLAIM-C1-20190718-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,411.25,0.0,0.0,0.0,0.0,0,,,20190718,20190718,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
