reconstructed_claim_id,policy_number,claim_family,payout_event_count,payout_total,funding_total,staged_settlement_flag,beneficiary_distribution_ready,confidence_level,notes
RC-9010150910-1-DEATH_CLAIM-C0-20200423,9010150910,DEATH_CLAIM,4,1134.57,1000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011045128-1-DEATH_CLAIM-C0-20220814,9011045128,DEATH_CLAIM,2,6535.87,6521.76,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011048886-1-DEATH_CLAIM-C0-20200210,9011048886,DEATH_CLAIM,7,10045.23,10045.23,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011049092-1-DEATH_CLAIM-C0-20220722,9011049092,DEATH_CLAIM,6,8887.47,8802.57,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011051323-1-DEATH_CLAIM-C0-20191212,9011051323,DEATH_CLAIM,3,52468.7,52468.7,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011053428-1-DEATH_CLAIM-C0-20180726,9011053428,DEATH_CLAIM,3,45105.03,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011062607-1-DEATH_CLAIM-C0-20250701,9011062607,DEATH_CLAIM,2,25017.78,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011063691-1-DEATH_CLAIM-C0-20200614,9011063691,DEATH_CLAIM,3,2500.0,2500.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011068375-1-DEATH_CLAIM-C0-20200322,9011068375,DEATH_CLAIM,2,25192.93,25152.37,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011068652-1-DEATH_CLAIM-C0-20250712,9011068652,DEATH_CLAIM,2,7736.08,7736.08,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011073231-1-DEATH_CLAIM-C0-20201130,9011073231,DEATH_CLAIM,2,12606.45,12577.86,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011074929-1-DISBURSEMENT_CLAIM-C0-20191220,9011074929,DISBURSEMENT_CLAIM,2,99.18,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011075203-1-DEATH_CLAIM-C0-20240513,9011075203,DEATH_CLAIM,3,10515.09,10507.45,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011076275-1-DEATH_CLAIM-C0-20220608,9011076275,DEATH_CLAIM,2,50299.18,50288.24,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011077201-1-DEATH_CLAIM-C0-20200229,9011077201,DEATH_CLAIM,3,27518.16,27059.7,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011077798-1-DEATH_CLAIM-C0-20200828,9011077798,DEATH_CLAIM,2,8734.72,8734.72,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011078262-1-DEATH_CLAIM-C0-20200814,9011078262,DEATH_CLAIM,3,7671.87,10000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011078262-1-DISBURSEMENT_CLAIM-C0-20201013,9011078262,DISBURSEMENT_CLAIM,2,4293.18,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011078994-1-DEATH_CLAIM-C0-20231006,9011078994,DEATH_CLAIM,2,10728.06,10632.43,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011080627-1-DEATH_CLAIM-C0-20221014,9011080627,DEATH_CLAIM,2,24995.85,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011080628-1-DEATH_CLAIM-C0-20190401,9011080628,DEATH_CLAIM,2,25014.55,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011081469-1-DEATH_CLAIM-C0-20200205,9011081469,DEATH_CLAIM,2,13039.55,13005.97,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011083619-1-DEATH_CLAIM-C0-20230208,9011083619,DEATH_CLAIM,5,11523.39,11523.39,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011086447-1-DEATH_CLAIM-C0-20220717,9011086447,DEATH_CLAIM,2,9895.32,9829.79,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011089397-1-DISBURSEMENT_CLAIM-C0-20180406,9011089397,DISBURSEMENT_CLAIM,2,7.67,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011090375-1-DEATH_CLAIM-C0-20211128,9011090375,DEATH_CLAIM,3,5034.77,5031.22,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011090414-1-DEATH_CLAIM-C0-20211206,9011090414,DEATH_CLAIM,9,15028.28,10000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011091795-1-DEATH_CLAIM-C0-20200218,9011091795,DEATH_CLAIM,4,10800.06,10800.06,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011092140-1-DEATH_CLAIM-C0-20190527,9011092140,DEATH_CLAIM,3,27720.99,27650.34,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011094544-1-DEATH_CLAIM-C0-20250715,9011094544,DEATH_CLAIM,4,5093.7,5093.7,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011095851-1-DEATH_CLAIM-C0-20210703,9011095851,DEATH_CLAIM,2,5028.45,5006.16,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011096190-1-DEATH_CLAIM-C0-20190518,9011096190,DEATH_CLAIM,2,5034.7,5018.95,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011096868-1-DEATH_CLAIM-C0-20231115,9011096868,DEATH_CLAIM,3,5066.44,5041.08,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011097343-1-DEATH_CLAIM-C0-20190430,9011097343,DEATH_CLAIM,2,10009.47,10000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011098238-1-DEATH_CLAIM-C0-20240108,9011098238,DEATH_CLAIM,2,37062.25,36000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011099771-1-DEATH_CLAIM-C0-20230110,9011099771,DEATH_CLAIM,4,5026.73,5010.88,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011099899-1-DEATH_CLAIM-C0-20230112,9011099899,DEATH_CLAIM,2,5016.54,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011101315-1-DEATH_CLAIM-C1-20181220,9011101315,DEATH_CLAIM,2,10080.36,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011101548-1-DEATH_CLAIM-C0-20191211,9011101548,DEATH_CLAIM,2,5018.82,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011102532-1-DEATH_CLAIM-C0-20190924,9011102532,DEATH_CLAIM,2,5008.2,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011103062-1-DEATH_CLAIM-C0-20191112,9011103062,DEATH_CLAIM,3,5012.95,15000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011103062-1-DISBURSEMENT_CLAIM-C0-20191218,9011103062,DISBURSEMENT_CLAIM,2,3341.98,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011103202-1-DEATH_CLAIM-C0-20200924,9011103202,DEATH_CLAIM,2,25420.22,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011104342-1-DEATH_CLAIM-C0-20230613,9011104342,DEATH_CLAIM,2,10230.94,15186.9,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011105059-1-DEATH_CLAIM-C0-20180926,9011105059,DEATH_CLAIM,3,30037.77,30037.77,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011105839-1-DEATH_CLAIM-C0-20190424,9011105839,DEATH_CLAIM,2,3780.33,8000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011106214-1-DEATH_CLAIM-C0-20190406,9011106214,DEATH_CLAIM,6,15129.34,15053.23,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011106317-1-DEATH_CLAIM-C0-20190317,9011106317,DEATH_CLAIM,6,9032.35,9017.11,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011107848-1-DEATH_CLAIM-C0-20220610,9011107848,DEATH_CLAIM,4,5193.62,5016.13,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011107879-1-DEATH_CLAIM-C0-20250207,9011107879,DEATH_CLAIM,2,10058.02,10000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011109259-1-DEATH_CLAIM-C0-20200101,9011109259,DEATH_CLAIM,2,3052.55,3000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011109881-1-DEATH_CLAIM-C0-20240204,9011109881,DEATH_CLAIM,2,5174.17,5099.8,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011110270-1-DEATH_CLAIM-C0-20200310,9011110270,DEATH_CLAIM,2,25053.9,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011112641-1-DEATH_CLAIM-C0-20250831,9011112641,DEATH_CLAIM,5,10057.31,10022.72,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011114119-1-DEATH_CLAIM-C0-20240818,9011114119,DEATH_CLAIM,2,5009.24,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011114139-1-DEATH_CLAIM-C0-20220413,9011114139,DEATH_CLAIM,3,10017.15,10000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011115534-1-DEATH_CLAIM-C0-20211119,9011115534,DEATH_CLAIM,2,10000.0,15000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011116180-1-DEATH_CLAIM-C0-20221013,9011116180,DEATH_CLAIM,2,5324.63,5065.34,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011121984-1-DISBURSEMENT_CLAIM-C1-20190401,9011121984,DISBURSEMENT_CLAIM,4,32.12,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011124987-1-DEATH_CLAIM-C0-20241118,9011124987,DEATH_CLAIM,2,5016.97,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011132389-1-DEATH_CLAIM-C0-20181006,9011132389,DEATH_CLAIM,4,30174.72,30000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011133146-1-DEATH_CLAIM-C0-20210122,9011133146,DEATH_CLAIM,2,7392.71,10509.74,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011133663-1-DEATH_CLAIM-C0-20180109,9011133663,DEATH_CLAIM,2,5015.46,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011134051-1-DEATH_CLAIM-C0-20230121,9011134051,DEATH_CLAIM,3,30019.8,30019.8,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011134051-1-DISBURSEMENT_CLAIM-C2-20210607,9011134051,DISBURSEMENT_CLAIM,2,27.52,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011135085-1-DEATH_CLAIM-C0-20230218,9011135085,DEATH_CLAIM,2,5054.23,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011136508-1-DEATH_CLAIM-C0-20180409,9011136508,DEATH_CLAIM,2,5048.36,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011138599-1-DEATH_CLAIM-C0-20190424,9011138599,DEATH_CLAIM,2,5033.01,5012.79,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011138884-1-DEATH_CLAIM-C0-20190430,9011138884,DEATH_CLAIM,3,15146.13,15000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011139002-1-DISBURSEMENT_CLAIM-C0-20200210,9011139002,DISBURSEMENT_CLAIM,2,50.0,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011139409-1-DEATH_CLAIM-C0-20220601,9011139409,DEATH_CLAIM,4,10000.0,10000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011140913-1-DISBURSEMENT_CLAIM-C0-20191213,9011140913,DISBURSEMENT_CLAIM,2,10021.0,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011141895-1-DEATH_CLAIM-C0-20180328,9011141895,DEATH_CLAIM,3,15073.52,15029.33,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011142178-1-DEATH_CLAIM-C0-20180807,9011142178,DEATH_CLAIM,3,15494.48,15016.46,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011143472-1-DEATH_CLAIM-C0-20200321,9011143472,DEATH_CLAIM,2,7010.68,7000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011143473-1-DEATH_CLAIM-C0-20180304,9011143473,DEATH_CLAIM,2,5025.64,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011145715-1-DEATH_CLAIM-C0-20240718,9011145715,DEATH_CLAIM,2,15594.1,15046.96,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011145881-1-DISBURSEMENT_CLAIM-C1-20221123,9011145881,DISBURSEMENT_CLAIM,2,6.0,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011146268-1-DISBURSEMENT_CLAIM-C1-20221028,9011146268,DISBURSEMENT_CLAIM,3,10000.0,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011147951-1-DEATH_CLAIM-C0-20180426,9011147951,DEATH_CLAIM,2,2892.53,2892.53,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011149067-1-DEATH_CLAIM-C0-20220510,9011149067,DEATH_CLAIM,2,5075.86,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011150309-1-DEATH_CLAIM-C0-20220421,9011150309,DEATH_CLAIM,2,5000.0,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011154868-1-DEATH_CLAIM-C0-20230206,9011154868,DEATH_CLAIM,3,7579.93,5082.97,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011155232-1-DEATH_CLAIM-C0-20180419,9011155232,DEATH_CLAIM,2,5129.15,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011155635-1-DEATH_CLAIM-C0-20190107,9011155635,DEATH_CLAIM,2,5074.17,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011155653-1-DEATH_CLAIM-C0-20180226,9011155653,DEATH_CLAIM,2,5000.0,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011156098-1-DEATH_CLAIM-C0-20230213,9011156098,DEATH_CLAIM,2,30000.0,45000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011156655-1-DEATH_CLAIM-C0-20200205,9011156655,DEATH_CLAIM,4,5145.67,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011157086-1-DEATH_CLAIM-C0-20260106,9011157086,DEATH_CLAIM,3,5017.15,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011159178-1-DEATH_CLAIM-C0-20181217,9011159178,DEATH_CLAIM,2,5019.61,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011159289-1-DEATH_CLAIM-C0-20190731,9011159289,DEATH_CLAIM,2,5004.14,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011159843-1-DEATH_CLAIM-C0-20211010,9011159843,DEATH_CLAIM,2,10031.67,10031.67,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011160018-1-DEATH_CLAIM-C0-20240915,9011160018,DEATH_CLAIM,2,5013.67,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011161110-1-DEATH_CLAIM-C0-20201219,9011161110,DEATH_CLAIM,2,5008.58,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011162328-1-DEATH_CLAIM-C0-20241012,9011162328,DEATH_CLAIM,2,3000.0,3000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011162387-1-DEATH_CLAIM-C0-20180509,9011162387,DEATH_CLAIM,2,5040.38,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011162387-1-DEATH_CLAIM-C1-20180710,9011162387,DEATH_CLAIM,2,5080.76,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011163083-1-DEATH_CLAIM-C0-20180212,9011163083,DEATH_CLAIM,4,5015.32,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011174519-1-DEATH_CLAIM-C0-20200806,9011174519,DEATH_CLAIM,3,5000.0,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011174928-1-DEATH_CLAIM-C0-20250206,9011174928,DEATH_CLAIM,2,10038.42,10000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011175626-1-DEATH_CLAIM-C0-20180125,9011175626,DEATH_CLAIM,6,20325.54,10000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011175682-1-DEATH_CLAIM-C0-20200901,9011175682,DEATH_CLAIM,2,25032.05,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011176023-1-DEATH_CLAIM-C0-20210918,9011176023,DEATH_CLAIM,2,10084.41,10051.67,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011176782-1-DEATH_CLAIM-C0-20190518,9011176782,DEATH_CLAIM,2,5009.34,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011178618-1-DEATH_CLAIM-C0-20191027,9011178618,DEATH_CLAIM,3,5014.51,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011178930-1-DEATH_CLAIM-C0-20201030,9011178930,DEATH_CLAIM,2,5001.49,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011180300-1-DEATH_CLAIM-C0-20230923,9011180300,DEATH_CLAIM,2,4994.55,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011180646-1-DEATH_CLAIM-C0-20181217,9011180646,DEATH_CLAIM,3,5258.95,5162.82,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011180732-1-DEATH_CLAIM-C0-20190215,9011180732,DEATH_CLAIM,3,5092.24,5066.75,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011180887-1-DEATH_CLAIM-C0-20220629,9011180887,DEATH_CLAIM,3,15079.38,15074.76,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011180968-1-DEATH_CLAIM-C0-20180723,9011180968,DEATH_CLAIM,2,5008.14,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011181053-1-DEATH_CLAIM-C0-20200404,9011181053,DEATH_CLAIM,2,5061.86,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011181053-1-DEATH_CLAIM-C1-20210216,9011181053,DEATH_CLAIM,2,5061.86,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011181208-1-DEATH_CLAIM-C0-20220919,9011181208,DEATH_CLAIM,7,5180.18,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011181952-1-DEATH_CLAIM-C0-20210130,9011181952,DEATH_CLAIM,2,5001.59,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011182857-1-DEATH_CLAIM-C0-20220131,9011182857,DEATH_CLAIM,4,25238.64,25156.65,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011184051-1-DEATH_CLAIM-C0-20210830,9011184051,DEATH_CLAIM,2,10001.5,10000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011186904-1-DEATH_CLAIM-C0-20191120,9011186904,DEATH_CLAIM,7,14024.68,10000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011186904-1-DEATH_CLAIM-C1-20200422,9011186904,DEATH_CLAIM,2,4007.04,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011187405-1-DEATH_CLAIM-C0-20180312,9011187405,DEATH_CLAIM,2,5017.1,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011188426-1-DEATH_CLAIM-C0-20200530,9011188426,DEATH_CLAIM,2,3177.94,3177.94,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011189420-1-DEATH_CLAIM-C0-20200103,9011189420,DEATH_CLAIM,2,5030.08,5008.05,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011189746-1-DISBURSEMENT_CLAIM-C0-20200407,9011189746,DISBURSEMENT_CLAIM,3,117.96,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011189786-1-DEATH_CLAIM-C0-20200223,9011189786,DEATH_CLAIM,3,21096.99,7014.57,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011189885-1-DEATH_CLAIM-C0-20230310,9011189885,DEATH_CLAIM,2,5026.18,5005.68,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011190048-1-DEATH_CLAIM-C0-20241122,9011190048,DEATH_CLAIM,2,10116.65,10109.06,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011190459-1-DISBURSEMENT_CLAIM-C1-20220318,9011190459,DISBURSEMENT_CLAIM,3,113.62,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011191042-1-DEATH_CLAIM-C0-20180625,9011191042,DEATH_CLAIM,2,10017.06,10000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011191513-1-DEATH_CLAIM-C0-20180410,9011191513,DEATH_CLAIM,2,2060.34,5001.75,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011191578-1-DEATH_CLAIM-C0-20200531,9011191578,DEATH_CLAIM,4,10460.2,15504.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011191889-1-DEATH_CLAIM-C0-20220110,9011191889,DEATH_CLAIM,2,8063.43,8000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011191940-1-DEATH_CLAIM-C0-20190703,9011191940,DEATH_CLAIM,2,12000.0,12000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011192032-1-DEATH_CLAIM-C0-20200711,9011192032,DEATH_CLAIM,2,8398.32,8000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011192065-1-DEATH_CLAIM-C0-20190202,9011192065,DEATH_CLAIM,6,5060.52,5021.42,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011192106-1-DEATH_CLAIM-C0-20250102,9011192106,DEATH_CLAIM,2,10048.59,10043.47,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
