reconstructed_claim_id,policy_number,payee_distribution_status,payout_sequence,payout_code,payout_date,payout_amount,assigned_name_id,assigned_relate_code,assignment_basis,inferred_share_pct,confidence_level
RC-9010898547-1-DEATH_CLAIM-C0-20240321,9010898547,SINGLE_PAYEE_MATCH,1,0094,20240321,15513.56,712763,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010898692-1-DEATH_CLAIM-C0-20210827,9010898692,TRUSTEE_MANAGED_DISTRIBUTION,1,0094,20210827,5000.0,710247,PW,TRUSTEE_PRECEDENCE,,MODERATE_CONFIDENCE
RC-9010900142-1-DEATH_CLAIM-C0-20241209,9010900142,MULTI_BENEFICIARY_SPLIT,1,0094,20241209,1190.47,707690,PE,MULTI_BENEFICIARY_ORDER,16.67,HIGH_CONFIDENCE
RC-9010900142-1-DEATH_CLAIM-C0-20241209,9010900142,MULTI_BENEFICIARY_SPLIT,2,0094,20241209,1190.47,707691,PE,MULTI_BENEFICIARY_ORDER,16.67,HIGH_CONFIDENCE
RC-9010900142-1-DEATH_CLAIM-C0-20241209,9010900142,MULTI_BENEFICIARY_SPLIT,3,0094,20241209,1190.47,707692,PE,MULTI_BENEFICIARY_ORDER,16.67,HIGH_CONFIDENCE
RC-9010900142-1-DEATH_CLAIM-C0-20241209,9010900142,MULTI_BENEFICIARY_SPLIT,4,0094,20241209,1190.47,707693,PE,MULTI_BENEFICIARY_ORDER,16.67,HIGH_CONFIDENCE
RC-9010900142-1-DEATH_CLAIM-C0-20241209,9010900142,MULTI_BENEFICIARY_SPLIT,5,0094,20241209,1190.46,707694,PE,MULTI_BENEFICIARY_ORDER,16.67,HIGH_CONFIDENCE
RC-9010900142-1-DEATH_CLAIM-C0-20241209,9010900142,MULTI_BENEFICIARY_SPLIT,6,0094,20241209,1190.46,707695,PE,MULTI_BENEFICIARY_ORDER,16.67,HIGH_CONFIDENCE
RC-9010900144-1-DEATH_CLAIM-C0-20230331,9010900144,MULTI_BENEFICIARY_SPLIT,1,0094,20230331,6463.4,712257,PE,MULTI_BENEFICIARY_ORDER,50.00,MODERATE_CONFIDENCE
RC-9010900144-1-DEATH_CLAIM-C0-20230331,9010900144,MULTI_BENEFICIARY_SPLIT,2,0094,20230427,6463.4,712257,B1,MULTI_BENEFICIARY_ORDER,50.00,MODERATE_CONFIDENCE
RC-9010900145-1-DEATH_CLAIM-C0-20190527,9010900145,MULTI_BENEFICIARY_SPLIT,1,0094,20190527,2871.0,709548,PE,MULTI_BENEFICIARY_ORDER,25.00,HIGH_CONFIDENCE
RC-9010900145-1-DEATH_CLAIM-C0-20190527,9010900145,MULTI_BENEFICIARY_SPLIT,2,0094,20190527,2871.0,709549,PE,MULTI_BENEFICIARY_ORDER,25.00,HIGH_CONFIDENCE
RC-9010900145-1-DEATH_CLAIM-C0-20190527,9010900145,MULTI_BENEFICIARY_SPLIT,3,0094,20190527,2870.99,709550,PE,MULTI_BENEFICIARY_ORDER,25.00,HIGH_CONFIDENCE
RC-9010900145-1-DEATH_CLAIM-C0-20190527,9010900145,MULTI_BENEFICIARY_SPLIT,4,0094,20190527,2870.99,709551,PE,MULTI_BENEFICIARY_ORDER,25.00,HIGH_CONFIDENCE
RC-9010900152-1-DEATH_CLAIM-C0-20180301,9010900152,SINGLE_PAYEE_MATCH,1,0094,20180301,6490.15,708359,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010900517-1-DEATH_CLAIM-C0-20210203,9010900517,SINGLE_PAYEE_MATCH,1,0094,20210203,25036.35,589591,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010900519-1-DEATH_CLAIM-C0-20200707,9010900519,SINGLE_PAYEE_MATCH,1,0094,20200707,6817.97,604787,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010901824-1-DEATH_CLAIM-C0-20250917,9010901824,MULTI_BENEFICIARY_SPLIT,1,0094,20250917,9989.11,713417,PE,MULTI_BENEFICIARY_ORDER,50.00,HIGH_CONFIDENCE
RC-9010901824-1-DEATH_CLAIM-C0-20250917,9010901824,MULTI_BENEFICIARY_SPLIT,2,0094,20250917,9989.11,713418,PE,MULTI_BENEFICIARY_ORDER,50.00,HIGH_CONFIDENCE
RC-9010901833-1-DEATH_CLAIM-C0-20250917,9010901833,SINGLE_PAYEE_MATCH,1,0094,20250917,20102.05,604826,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010902761-1-DEATH_CLAIM-C0-20240714,9010902761,TRUSTEE_MANAGED_DISTRIBUTION,1,0094,20240714,9776.89,700286,PW,TRUSTEE_PRECEDENCE,,MODERATE_CONFIDENCE
RC-9010903919-1-DEATH_CLAIM-C0-20180206,9010903919,SINGLE_PAYEE_MATCH,1,0094,20180206,15166.44,702951,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010903927-1-DEATH_CLAIM-C0-20230203,9010903927,SINGLE_PAYEE_MATCH,1,0094,20230203,13860.98,712549,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010904097-1-DEATH_CLAIM-C0-20220815,9010904097,SINGLE_PAYEE_MATCH,1,0094,20220815,5000.0,713570,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010904649-1-DEATH_CLAIM-C0-20210207,9010904649,SINGLE_PAYEE_MATCH,1,0094,20210207,5437.9,645956,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010905677-1-DEATH_CLAIM-C1-20230405,9010905677,MULTI_BENEFICIARY_SPLIT,1,0094,20230405,3084.65,699824,PE,MULTI_BENEFICIARY_ORDER,33.33,HIGH_CONFIDENCE
RC-9010905677-1-DEATH_CLAIM-C1-20230405,9010905677,MULTI_BENEFICIARY_SPLIT,2,0094,20230405,3084.65,699825,PE,MULTI_BENEFICIARY_ORDER,33.33,HIGH_CONFIDENCE
RC-9010905677-1-DEATH_CLAIM-C1-20230405,9010905677,MULTI_BENEFICIARY_SPLIT,3,0094,20230405,3084.65,699826,PE,MULTI_BENEFICIARY_ORDER,33.33,HIGH_CONFIDENCE
RC-9010906254-1-DEATH_CLAIM-C0-20190404,9010906254,SINGLE_PAYEE_MATCH,1,0094,20190404,25122.22,709420,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010909767-1-DEATH_CLAIM-C0-20210406,9010909767,SINGLE_PAYEE_MATCH,1,0094,20210406,5000.0,680603,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010910320-1-DEATH_CLAIM-C0-20180428,9010910320,SINGLE_PAYEE_MATCH,1,0094,20180428,18280.91,605017,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010911627-1-DEATH_CLAIM-C0-20200811,9010911627,SINGLE_PAYEE_MATCH,1,0094,20200811,50170.5,589748,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010912454-1-DEATH_CLAIM-C0-20190306,9010912454,SINGLE_PAYEE_MATCH,1,0094,20190306,21212.39,605060,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010913101-1-DEATH_CLAIM-C0-20181223,9010913101,MULTI_BENEFICIARY_SPLIT,1,0094,20181223,8784.0,605826,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010913101-1-DEATH_CLAIM-C0-20181223,9010913101,MULTI_BENEFICIARY_SPLIT,2,0094,20181223,1948.11,709167,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010913253-1-DEATH_CLAIM-C0-20180505,9010913253,MULTI_BENEFICIARY_SPLIT,1,0094,20180505,8839.72,708596,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010913253-1-DEATH_CLAIM-C0-20180505,9010913253,MULTI_BENEFICIARY_SPLIT,2,0094,20180505,566.72,708597,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010914301-1-DEATH_CLAIM-C0-20210830,9010914301,MULTI_BENEFICIARY_SPLIT,1,0094,20210830,12509.99,711159,PE,MULTI_BENEFICIARY_ORDER,50.00,HIGH_CONFIDENCE
RC-9010914301-1-DEATH_CLAIM-C0-20210830,9010914301,MULTI_BENEFICIARY_SPLIT,2,0094,20210830,12509.99,711160,PE,MULTI_BENEFICIARY_ORDER,50.00,HIGH_CONFIDENCE
RC-9010914301-1-DEATH_CLAIM-C1-20220929,9010914301,MULTI_BENEFICIARY_SPLIT,1,0094,20220929,12509.99,711159,PE,MULTI_BENEFICIARY_ORDER,50.00,HIGH_CONFIDENCE
RC-9010914301-1-DEATH_CLAIM-C1-20220929,9010914301,MULTI_BENEFICIARY_SPLIT,2,0094,20220929,12509.99,711160,PE,MULTI_BENEFICIARY_ORDER,50.00,HIGH_CONFIDENCE
RC-9010914384-1-DEATH_CLAIM-C0-20180805,9010914384,MULTI_BENEFICIARY_SPLIT,1,0094,20180805,2509.05,708811,PE,MULTI_BENEFICIARY_ORDER,33.33,HIGH_CONFIDENCE
RC-9010914384-1-DEATH_CLAIM-C0-20180805,9010914384,MULTI_BENEFICIARY_SPLIT,2,0094,20180805,2509.05,708812,PE,MULTI_BENEFICIARY_ORDER,33.33,HIGH_CONFIDENCE
RC-9010914384-1-DEATH_CLAIM-C0-20180805,9010914384,MULTI_BENEFICIARY_SPLIT,3,0094,20180805,2509.05,708813,PE,MULTI_BENEFICIARY_ORDER,33.33,HIGH_CONFIDENCE
RC-9010915030-1-DEATH_CLAIM-C0-20201218,9010915030,SINGLE_PAYEE_MATCH,1,0094,20201218,9685.67,605116,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010915533-1-DEATH_CLAIM-C0-20190525,9010915533,TRUSTEE_MANAGED_DISTRIBUTION,1,0094,20190525,50016.34,707367,PW,TRUSTEE_PRECEDENCE,,MODERATE_CONFIDENCE
RC-9010915619-1-DEATH_CLAIM-C0-20200520,9010915619,MULTI_BENEFICIARY_SPLIT,1,0094,20200520,10603.1,710212,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010915619-1-DEATH_CLAIM-C0-20200520,9010915619,MULTI_BENEFICIARY_SPLIT,2,0094,20200520,14405.33,710272,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010916260-1-DEATH_CLAIM-C0-20220904,9010916260,SINGLE_PAYEE_MATCH,1,0094,20220904,8013.36,605145,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010916879-1-DEATH_CLAIM-C0-20190306,9010916879,SINGLE_PAYEE_MATCH,1,0094,20190306,25042.49,605154,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010917172-1-DEATH_CLAIM-C0-20230408,9010917172,MULTI_BENEFICIARY_SPLIT,1,0094,20230408,15000.0,605159,PE,MULTI_BENEFICIARY_ORDER,50.00,HIGH_CONFIDENCE
RC-9010917172-1-DEATH_CLAIM-C0-20230408,9010917172,MULTI_BENEFICIARY_SPLIT,2,0094,20230408,15000.0,708576,PE,MULTI_BENEFICIARY_ORDER,50.00,HIGH_CONFIDENCE
RC-9010917520-1-DEATH_CLAIM-C0-20181001,9010917520,SINGLE_PAYEE_MATCH,1,0094,20181001,6896.82,708950,PE,EXPLICIT_PE,100.00,INFERRED
RC-9010917600-1-DEATH_CLAIM-C0-20190718,9010917600,MULTI_BENEFICIARY_SPLIT,1,0094,20190718,19196.55,605175,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010917600-1-DEATH_CLAIM-C0-20190718,9010917600,MULTI_BENEFICIARY_SPLIT,2,0094,20190718,5118.07,700113,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010919258-1-DEATH_CLAIM-C0-20190920,9010919258,SINGLE_PAYEE_MATCH,1,0094,20190920,50162.56,706979,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010919431-1-DEATH_CLAIM-C0-20210704,9010919431,SINGLE_PAYEE_MATCH,1,0094,20210704,6746.94,605212,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010920793-1-DEATH_CLAIM-C0-20250929,9010920793,SINGLE_PAYEE_MATCH,1,0094,20250929,10363.74,713412,PE,EXPLICIT_PE,100.00,INFERRED
RC-9010920798-1-DEATH_CLAIM-C0-20250328,9010920798,SINGLE_PAYEE_MATCH,1,0094,20250328,38199.05,713226,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010924474-1-DEATH_CLAIM-C0-20250929,9010924474,MULTI_BENEFICIARY_SPLIT,1,0094,20250929,6392.05,713412,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010924474-1-DEATH_CLAIM-C0-20250929,9010924474,MULTI_BENEFICIARY_SPLIT,2,0094,20250929,11302.1,713413,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010924475-1-DEATH_CLAIM-C0-20190903,9010924475,SINGLE_PAYEE_MATCH,1,0094,20190903,5836.76,709807,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010927885-1-DEATH_CLAIM-C0-20210608,9010927885,SINGLE_PAYEE_MATCH,1,0094,20210608,25584.06,704526,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010928495-1-DEATH_CLAIM-C0-20241003,9010928495,MULTI_BENEFICIARY_SPLIT,1,0094,20241003,5331.43,713120,PE,MULTI_BENEFICIARY_ORDER,25.00,HIGH_CONFIDENCE
RC-9010928495-1-DEATH_CLAIM-C0-20241003,9010928495,MULTI_BENEFICIARY_SPLIT,2,0094,20241003,5331.43,713121,PE,MULTI_BENEFICIARY_ORDER,25.00,HIGH_CONFIDENCE
RC-9010928495-1-DEATH_CLAIM-C0-20241003,9010928495,MULTI_BENEFICIARY_SPLIT,3,0094,20241003,5331.42,713122,PE,MULTI_BENEFICIARY_ORDER,25.00,HIGH_CONFIDENCE
RC-9010928495-1-DEATH_CLAIM-C0-20241003,9010928495,MULTI_BENEFICIARY_SPLIT,4,0094,20241003,5331.42,713123,PE,MULTI_BENEFICIARY_ORDER,25.00,HIGH_CONFIDENCE
RC-9010929235-1-DEATH_CLAIM-C0-20181001,9010929235,BENEFICIARY_INFERRED,1,0094,20181001,1108.3,708950,PE,INFERRED_CYCLIC,,INFERRED
RC-9010929235-1-DEATH_CLAIM-C0-20181001,9010929235,BENEFICIARY_INFERRED,2,0094,20181001,3128.66,708951,PE,INFERRED_CYCLIC,,INFERRED
RC-9010929235-1-DEATH_CLAIM-C0-20181001,9010929235,BENEFICIARY_INFERRED,3,0094,20181029,1108.3,708951,B1,INFERRED_CYCLIC,,INFERRED
RC-9010929235-1-DEATH_CLAIM-C0-20181001,9010929235,BENEFICIARY_INFERRED,4,0094,20181029,1108.3,708950,PE,INFERRED_CYCLIC,,INFERRED
RC-9010929367-1-DEATH_CLAIM-C0-20190622,9010929367,SINGLE_PAYEE_MATCH,1,0094,20190622,25033.73,709606,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010929794-1-DEATH_CLAIM-C0-20220828,9010929794,SINGLE_PAYEE_MATCH,1,0094,20220828,5406.39,605364,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010929982-1-DEATH_CLAIM-C0-20220728,9010929982,SINGLE_PAYEE_MATCH,1,0094,20220728,3872.25,683554,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010933370-1-DEATH_CLAIM-C0-20240629,9010933370,SINGLE_PAYEE_MATCH,1,0094,20240629,19216.77,590449,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010935366-1-DEATH_CLAIM-C0-20200223,9010935366,MULTI_BENEFICIARY_SPLIT,1,0094,20200223,11853.59,708785,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010935366-1-DEATH_CLAIM-C0-20200223,9010935366,MULTI_BENEFICIARY_SPLIT,2,0094,20200223,18232.58,710079,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010935469-1-DEATH_CLAIM-C0-20230926,9010935469,SINGLE_PAYEE_MATCH,1,0094,20230926,16822.1,706260,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010935470-1-DEATH_CLAIM-C0-20180119,9010935470,SINGLE_PAYEE_MATCH,1,0094,20180119,13386.99,706260,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010936183-1-DEATH_CLAIM-C0-20211031,9010936183,SINGLE_PAYEE_MATCH,1,0094,20211031,10330.57,711554,PE,EXPLICIT_PE,100.00,INFERRED
RC-9010936381-1-DEATH_CLAIM-C0-20190908,9010936381,MULTI_BENEFICIARY_SPLIT,1,0094,20190908,7216.2,709706,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010936381-1-DEATH_CLAIM-C0-20190908,9010936381,MULTI_BENEFICIARY_SPLIT,2,0094,20190908,2867.25,709734,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010936713-1-DEATH_CLAIM-C1-20210414,9010936713,MULTI_BENEFICIARY_SPLIT,1,0094,20210414,5559.11,205614,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010936713-1-DEATH_CLAIM-C1-20210414,9010936713,MULTI_BENEFICIARY_SPLIT,2,0094,20210415,5559.11,710692,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010936713-1-DEATH_CLAIM-C1-20210414,9010936713,MULTI_BENEFICIARY_SPLIT,3,0094,20210415,5603.3,710796,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010939731-1-DEATH_CLAIM-C0-20251207,9010939731,SINGLE_PAYEE_MATCH,1,0094,20251207,10222.13,713464,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010940594-1-DEATH_CLAIM-C0-20181102,9010940594,SINGLE_PAYEE_MATCH,1,0094,20181102,5476.0,605492,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010940855-1-DEATH_CLAIM-C0-20181005,9010940855,SINGLE_PAYEE_MATCH,1,0094,20181005,4162.72,591633,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010941103-1-DEATH_CLAIM-C1-20221019,9010941103,MULTI_BENEFICIARY_SPLIT,1,0094,20221019,3793.37,605504,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010941103-1-DEATH_CLAIM-C1-20221019,9010941103,MULTI_BENEFICIARY_SPLIT,2,0094,20221019,3828.94,711948,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010941103-1-DEATH_CLAIM-C1-20221019,9010941103,MULTI_BENEFICIARY_SPLIT,3,0094,20221101,3473.59,711966,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010941103-1-DEATH_CLAIM-C1-20221019,9010941103,MULTI_BENEFICIARY_SPLIT,4,0094,20221122,3473.58,711994,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010942232-1-DEATH_CLAIM-C0-20230905,9010942232,SINGLE_PAYEE_MATCH,1,0094,20230905,5547.59,712086,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010942233-1-DEATH_CLAIM-C0-20191129,9010942233,SINGLE_PAYEE_MATCH,1,0094,20191129,12165.61,709947,PE,EXPLICIT_PE,100.00,INFERRED
RC-9010942239-1-DEATH_CLAIM-C0-20220302,9010942239,SINGLE_PAYEE_MATCH,1,0094,20220302,16647.99,616885,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010945534-1-DEATH_CLAIM-C0-20210831,9010945534,SINGLE_PAYEE_MATCH,1,0094,20210831,10032.1,605581,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010946394-1-DEATH_CLAIM-C0-20190504,9010946394,SINGLE_PAYEE_MATCH,1,0094,20190504,12033.31,709452,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010946649-1-DEATH_CLAIM-C0-20190824,9010946649,SINGLE_PAYEE_MATCH,1,0094,20190824,12000.0,605595,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010947021-1-DEATH_CLAIM-C0-20180724,9010947021,MULTI_BENEFICIARY_SPLIT,1,0094,20180724,7256.67,605598,PE,MULTI_BENEFICIARY_ORDER,33.33,HIGH_CONFIDENCE
RC-9010947021-1-DEATH_CLAIM-C0-20180724,9010947021,MULTI_BENEFICIARY_SPLIT,2,0094,20180724,7256.67,711367,PE,MULTI_BENEFICIARY_ORDER,33.33,HIGH_CONFIDENCE
RC-9010947021-1-DEATH_CLAIM-C0-20180724,9010947021,MULTI_BENEFICIARY_SPLIT,3,0094,20180724,7256.66,711368,PE,MULTI_BENEFICIARY_ORDER,33.33,HIGH_CONFIDENCE
RC-9010947866-1-DEATH_CLAIM-C0-20240825,9010947866,TRUSTEE_MANAGED_DISTRIBUTION,1,0094,20240825,20000.0,712607,PW,TRUSTEE_PRECEDENCE,,MODERATE_CONFIDENCE
RC-9010948195-1-DEATH_CLAIM-C0-20231211,9010948195,TRUSTEE_MANAGED_DISTRIBUTION,1,0094,20231211,5826.66,682557,PW,TRUSTEE_PRECEDENCE,,MODERATE_CONFIDENCE
RC-9010949295-1-DEATH_CLAIM-C0-20210608,9010949295,SINGLE_PAYEE_MATCH,1,0094,20210608,11607.55,705312,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010952069-1-DEATH_CLAIM-C0-20201203,9010952069,MULTI_BENEFICIARY_SPLIT,1,0094,20201203,4301.94,605662,PE,MULTI_BENEFICIARY_ORDER,25.00,HIGH_CONFIDENCE
RC-9010952069-1-DEATH_CLAIM-C0-20201203,9010952069,MULTI_BENEFICIARY_SPLIT,2,0094,20201203,4301.93,694385,PE,MULTI_BENEFICIARY_ORDER,25.00,HIGH_CONFIDENCE
RC-9010952069-1-DEATH_CLAIM-C0-20201203,9010952069,MULTI_BENEFICIARY_SPLIT,3,0094,20201203,4301.93,710654,PE,MULTI_BENEFICIARY_ORDER,25.00,HIGH_CONFIDENCE
RC-9010952069-1-DEATH_CLAIM-C0-20201203,9010952069,MULTI_BENEFICIARY_SPLIT,4,0094,20201203,4301.93,710655,PE,MULTI_BENEFICIARY_ORDER,25.00,HIGH_CONFIDENCE
RC-9010952369-1-DEATH_CLAIM-C0-20200205,9010952369,SINGLE_PAYEE_MATCH,1,0094,20200205,5000.0,605665,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010954823-1-DEATH_CLAIM-C0-20191221,9010954823,SINGLE_PAYEE_MATCH,1,0094,20191221,5481.83,605679,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010958111-1-DEATH_CLAIM-C0-20240930,9010958111,MULTI_BENEFICIARY_SPLIT,1,0094,20240930,4000.0,713010,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010958111-1-DEATH_CLAIM-C0-20240930,9010958111,MULTI_BENEFICIARY_SPLIT,2,0094,20240930,5000.0,713011,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010958111-1-DEATH_CLAIM-C0-20240930,9010958111,MULTI_BENEFICIARY_SPLIT,3,0094,20240930,4000.0,713012,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010958111-1-DEATH_CLAIM-C0-20240930,9010958111,MULTI_BENEFICIARY_SPLIT,4,0094,20240930,4000.0,713013,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010958111-1-DEATH_CLAIM-C0-20240930,9010958111,MULTI_BENEFICIARY_SPLIT,5,0094,20240930,4000.0,713014,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010958111-1-DEATH_CLAIM-C0-20240930,9010958111,MULTI_BENEFICIARY_SPLIT,6,0094,20240930,4000.0,713015,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010958446-1-DEATH_CLAIM-C0-20240703,9010958446,MULTI_BENEFICIARY_SPLIT,1,0094,20240703,4839.0,712938,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010958446-1-DEATH_CLAIM-C0-20240703,9010958446,MULTI_BENEFICIARY_SPLIT,2,0094,20240703,1391.7,712941,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010959302-1-DEATH_CLAIM-C0-20211008,9010959302,MULTI_BENEFICIARY_SPLIT,1,0094,20211008,5012.74,605712,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010959302-1-DEATH_CLAIM-C0-20211008,9010959302,MULTI_BENEFICIARY_SPLIT,2,0094,20211008,5005.66,711197,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010959302-1-DEATH_CLAIM-C0-20211008,9010959302,MULTI_BENEFICIARY_SPLIT,3,0094,20211102,5012.74,711197,B1,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010960590-1-DEATH_CLAIM-C0-20191229,9010960590,MULTI_BENEFICIARY_SPLIT,1,0094,20191229,4005.25,702218,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010960590-1-DEATH_CLAIM-C0-20191229,9010960590,MULTI_BENEFICIARY_SPLIT,2,0094,20191229,21006.13,703587,PE,MULTI_BENEFICIARY_ORDER,,MODERATE_CONFIDENCE
RC-9010963046-1-DEATH_CLAIM-C0-20190209,9010963046,SINGLE_PAYEE_MATCH,1,0094,20190209,11492.14,709082,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010965143-1-DEATH_CLAIM-C0-20220227,9010965143,SINGLE_PAYEE_MATCH,1,0094,20220227,50011.97,605771,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010966767-1-DEATH_CLAIM-C0-20180210,9010966767,SINGLE_PAYEE_MATCH,1,0094,20180210,7968.16,708391,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010968689-1-DEATH_CLAIM-C0-20180727,9010968689,SINGLE_PAYEE_MATCH,1,0094,20180727,5000.0,605800,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010968808-1-DEATH_CLAIM-C0-20191202,9010968808,SINGLE_PAYEE_MATCH,1,0094,20191202,25000.0,591710,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010968811-1-DEATH_CLAIM-C0-20230904,9010968811,SINGLE_PAYEE_MATCH,1,0094,20230904,25184.04,712476,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010968814-1-DEATH_CLAIM-C0-20250814,9010968814,MULTI_BENEFICIARY_SPLIT,1,0094,20250814,12685.33,591713,PE,MULTI_BENEFICIARY_ORDER,50.00,HIGH_CONFIDENCE
RC-9010968814-1-DEATH_CLAIM-C0-20250814,9010968814,MULTI_BENEFICIARY_SPLIT,2,0094,20250814,12685.33,592404,PE,MULTI_BENEFICIARY_ORDER,50.00,HIGH_CONFIDENCE
RC-9010968815-1-DEATH_CLAIM-C0-20211221,9010968815,SINGLE_PAYEE_MATCH,1,0094,20211221,25071.03,591716,PE,EXPLICIT_PE,100.00,HIGH_CONFIDENCE
RC-9010969153-1-DEATH_CLAIM-C0-20230505,9010969153,MULTI_BENEFICIARY_SPLIT,1,0094,20230505,5533.41,605803,PE,MULTI_BENEFICIARY_ORDER,50.00,HIGH_CONFIDENCE
