reconstructed_claim_id,policy_number,payee_distribution_status,confidence_level,relationship_code_quality,payout_count_alignment,address_completeness,tax_id_completeness,confidence_rationale
RC-9011025088-1-DEATH_CLAIM-C0-20191208,9011025088,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9011025612-1-DEATH_CLAIM-C0-20240915,9011025612,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011026337-1-DEATH_CLAIM-C0-20240906,9011026337,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011033048-1-DEATH_CLAIM-C0-20230816,9011033048,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,N,Single payee match with address and tax ID completeness
RC-9011033416-1-DEATH_CLAIM-C0-20190205,9011033416,MULTI_BENEFICIARY_SPLIT,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,MULTI_BENEFICIARY_SPLIT with relationship hierarchy support
RC-9011035773-1-DEATH_CLAIM-C0-20180514,9011035773,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,TRUSTEE_MANAGED_DISTRIBUTION with relationship hierarchy support
RC-9011036054-1-DEATH_CLAIM-C0-20240505,9011036054,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,N,Payout count aligns with beneficiary count; address present
RC-9011039701-1-DEATH_CLAIM-C0-20230414,9011039701,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011040022-1-DEATH_CLAIM-C0-20251205,9011040022,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011040826-1-DEATH_CLAIM-C0-20200323,9011040826,MULTI_BENEFICIARY_SPLIT,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,MULTI_BENEFICIARY_SPLIT with relationship hierarchy support
RC-9011040826-1-DEATH_CLAIM-C1-20201228,9011040826,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011041120-1-DEATH_CLAIM-C0-20211015,9011041120,MULTI_BENEFICIARY_SPLIT,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,MULTI_BENEFICIARY_SPLIT with relationship hierarchy support
RC-9011042637-1-DEATH_CLAIM-C0-20190421,9011042637,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011043749-1-DEATH_CLAIM-C0-20230707,9011043749,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,TRUSTEE_MANAGED_DISTRIBUTION with relationship hierarchy support
RC-9011044131-1-DEATH_CLAIM-C0-20201122,9011044131,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9011044132-1-DEATH_CLAIM-C0-20200430,9011044132,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011045128-1-DEATH_CLAIM-C0-20220814,9011045128,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9011045129-1-DEATH_CLAIM-C0-20220626,9011045129,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011045407-1-DEATH_CLAIM-C0-20210319,9011045407,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE,STRONG,MATCH,Y,N,TRUSTEE_MANAGED_DISTRIBUTION with relationship hierarchy support
RC-9011045618-1-DEATH_CLAIM-C0-20220124,9011045618,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011045847-1-DEATH_CLAIM-C0-20200731,9011045847,SINGLE_PAYEE_MATCH,INFERRED,STRONG,MATCH,Y,N,Rule-based default payee distribution inference
RC-9011046104-1-DEATH_CLAIM-C0-20240220,9011046104,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011047402-1-DEATH_CLAIM-C0-20240121,9011047402,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,TRUSTEE_MANAGED_DISTRIBUTION with relationship hierarchy support
RC-9011047403-1-DEATH_CLAIM-C0-20200415,9011047403,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011048882-1-DEATH_CLAIM-C0-20211113,9011048882,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011048886-1-DEATH_CLAIM-C0-20200210,9011048886,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9011049092-1-DEATH_CLAIM-C0-20220722,9011049092,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9011049922-1-DEATH_CLAIM-C0-20180507,9011049922,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011050686-1-DEATH_CLAIM-C0-20221228,9011050686,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011051323-1-DEATH_CLAIM-C0-20191212,9011051323,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9011053214-1-DEATH_CLAIM-C0-20190214,9011053214,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011053428-1-DEATH_CLAIM-C0-20180726,9011053428,MULTI_BENEFICIARY_SPLIT,MODERATE_CONFIDENCE,STRONG,MATCH,Y,N,MULTI_BENEFICIARY_SPLIT with relationship hierarchy support
RC-9011054986-1-DEATH_CLAIM-C0-20210502,9011054986,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011056407-1-DEATH_CLAIM-C0-20200903,9011056407,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011057611-1-DEATH_CLAIM-C0-20240718,9011057611,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011057654-1-DEATH_CLAIM-C0-20260402,9011057654,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011058069-1-DEATH_CLAIM-C0-20191201,9011058069,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011058905-1-DEATH_CLAIM-C0-20220210,9011058905,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011059456-1-DEATH_CLAIM-C0-20180626,9011059456,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011062307-1-DEATH_CLAIM-C0-20190422,9011062307,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011062607-1-DEATH_CLAIM-C0-20250701,9011062607,MULTI_BENEFICIARY_SPLIT,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,MULTI_BENEFICIARY_SPLIT with relationship hierarchy support
RC-9011062815-1-DEATH_CLAIM-C0-20231008,9011062815,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011063691-1-DEATH_CLAIM-C0-20200614,9011063691,MULTI_BENEFICIARY_SPLIT,MODERATE_CONFIDENCE,STRONG,MATCH,Y,N,MULTI_BENEFICIARY_SPLIT with relationship hierarchy support
RC-9011064372-1-DEATH_CLAIM-C0-20240918,9011064372,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011064567-1-DEATH_CLAIM-C0-20250521,9011064567,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,TRUSTEE_MANAGED_DISTRIBUTION with relationship hierarchy support
RC-9011064568-1-DEATH_CLAIM-C0-20190930,9011064568,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011066252-1-DEATH_CLAIM-C0-20190806,9011066252,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011067410-1-DEATH_CLAIM-C0-20230721,9011067410,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011068375-1-DEATH_CLAIM-C0-20200322,9011068375,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9011068652-1-DEATH_CLAIM-C0-20250712,9011068652,MULTI_BENEFICIARY_SPLIT,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,MULTI_BENEFICIARY_SPLIT with relationship hierarchy support
RC-9011069093-1-DEATH_CLAIM-C0-20221103,9011069093,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,TRUSTEE_MANAGED_DISTRIBUTION with relationship hierarchy support
RC-9011072405-1-DEATH_CLAIM-C0-20230106,9011072405,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011072405-2-DEATH_CLAIM-C0-20230106,9011072405,PAYEE_UNRESOLVED,LOW_CONFIDENCE,STRONG,MISMATCH,Y,Y,No deterministic payee assignment available
RC-9011072805-1-DEATH_CLAIM-C0-20200117,9011072805,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011073231-1-DEATH_CLAIM-C0-20201130,9011073231,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,TRUSTEE_MANAGED_DISTRIBUTION with relationship hierarchy support
RC-9011075203-1-DEATH_CLAIM-C0-20240513,9011075203,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9011076275-1-DEATH_CLAIM-C0-20220608,9011076275,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9011077201-1-DEATH_CLAIM-C0-20200229,9011077201,BENEFICIARY_INFERRED,INFERRED,STRONG,MISMATCH,Y,Y,Payee inferred from relationship priority or Phase 4 resolution
RC-9011077363-1-DEATH_CLAIM-C0-20191127,9011077363,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011077533-1-DEATH_CLAIM-C0-20220319,9011077533,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011077798-1-DEATH_CLAIM-C0-20200828,9011077798,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9011078262-1-DEATH_CLAIM-C0-20200814,9011078262,MULTI_BENEFICIARY_SPLIT,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,MULTI_BENEFICIARY_SPLIT with relationship hierarchy support
RC-9011078437-1-DEATH_CLAIM-C0-20181017,9011078437,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,TRUSTEE_MANAGED_DISTRIBUTION with relationship hierarchy support
RC-9011078994-1-DEATH_CLAIM-C0-20231006,9011078994,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9011080170-1-DEATH_CLAIM-C0-20220328,9011080170,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011080627-1-DEATH_CLAIM-C0-20221014,9011080627,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9011080628-1-DEATH_CLAIM-C0-20190401,9011080628,MULTI_BENEFICIARY_SPLIT,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,MULTI_BENEFICIARY_SPLIT with relationship hierarchy support
RC-9011081469-1-DEATH_CLAIM-C0-20200205,9011081469,MULTI_BENEFICIARY_SPLIT,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,MULTI_BENEFICIARY_SPLIT with relationship hierarchy support
RC-9011082681-1-DEATH_CLAIM-C0-20180613,9011082681,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011083028-1-DEATH_CLAIM-C0-20221110,9011083028,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011083619-1-DEATH_CLAIM-C0-20230208,9011083619,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9011083751-1-DEATH_CLAIM-C0-20221129,9011083751,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011083791-1-DEATH_CLAIM-C0-20231212,9011083791,SINGLE_PAYEE_MATCH,INFERRED,STRONG,MATCH,Y,N,Rule-based default payee distribution inference
RC-9011084364-1-DEATH_CLAIM-C0-20210513,9011084364,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,TRUSTEE_MANAGED_DISTRIBUTION with relationship hierarchy support
RC-9011085562-1-DEATH_CLAIM-C0-20200714,9011085562,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011085737-1-DEATH_CLAIM-C0-20230126,9011085737,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011085842-1-DEATH_CLAIM-C0-20230915,9011085842,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011086069-1-DEATH_CLAIM-C0-20190606,9011086069,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011086178-1-DEATH_CLAIM-C0-20260118,9011086178,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011086447-1-DEATH_CLAIM-C0-20220717,9011086447,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9011086709-1-DEATH_CLAIM-C0-20180804,9011086709,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011086978-1-DEATH_CLAIM-C0-20191111,9011086978,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011087227-1-DEATH_CLAIM-C0-20211025,9011087227,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011087652-1-DEATH_CLAIM-C0-20190124,9011087652,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011089392-1-DEATH_CLAIM-C0-20240103,9011089392,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011090363-1-DEATH_CLAIM-C0-20250831,9011090363,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011090375-1-DEATH_CLAIM-C0-20211128,9011090375,MULTI_BENEFICIARY_SPLIT,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,MULTI_BENEFICIARY_SPLIT with relationship hierarchy support
RC-9011090414-1-DEATH_CLAIM-C0-20211206,9011090414,BENEFICIARY_INFERRED,INFERRED,STRONG,MISMATCH,Y,Y,Payee inferred from relationship priority or Phase 4 resolution
RC-9011090807-1-DEATH_CLAIM-C0-20200621,9011090807,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011091795-1-DEATH_CLAIM-C0-20200218,9011091795,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9011092140-1-DEATH_CLAIM-C0-20190527,9011092140,MULTI_BENEFICIARY_SPLIT,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,MULTI_BENEFICIARY_SPLIT with relationship hierarchy support
RC-9011093482-1-DEATH_CLAIM-C0-20190103,9011093482,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011094544-1-DEATH_CLAIM-C0-20250715,9011094544,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9011094545-1-DEATH_CLAIM-C0-20240330,9011094545,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011094955-1-DEATH_CLAIM-C0-20191027,9011094955,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011095851-1-DEATH_CLAIM-C0-20210703,9011095851,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,TRUSTEE_MANAGED_DISTRIBUTION with relationship hierarchy support
RC-9011096190-1-DEATH_CLAIM-C0-20190518,9011096190,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9011096643-1-DEATH_CLAIM-C0-20180924,9011096643,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011096868-1-DEATH_CLAIM-C0-20231115,9011096868,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9011097228-1-DEATH_CLAIM-C0-20230420,9011097228,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011097343-1-DEATH_CLAIM-C0-20190430,9011097343,MULTI_BENEFICIARY_SPLIT,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,MULTI_BENEFICIARY_SPLIT with relationship hierarchy support
RC-9011097343-2-DEATH_CLAIM-C0-20190430,9011097343,PAYEE_UNRESOLVED,LOW_CONFIDENCE,STRONG,MISMATCH,Y,Y,No deterministic payee assignment available
RC-9011098063-1-DEATH_CLAIM-C0-20181027,9011098063,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011098238-1-DEATH_CLAIM-C0-20240108,9011098238,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9011098913-1-DEATH_CLAIM-C0-20200322,9011098913,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011099771-1-DEATH_CLAIM-C0-20230110,9011099771,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9011099899-1-DEATH_CLAIM-C0-20230112,9011099899,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9011100026-1-DEATH_CLAIM-C0-20220130,9011100026,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011100027-1-DEATH_CLAIM-C0-20210109,9011100027,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011100907-1-DEATH_CLAIM-C0-20191119,9011100907,SINGLE_PAYEE_MATCH,INFERRED,STRONG,MATCH,Y,N,Rule-based default payee distribution inference
RC-9011101266-1-DEATH_CLAIM-C0-20180214,9011101266,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011101315-1-DEATH_CLAIM-C0-20181005,9011101315,SINGLE_PAYEE_MATCH,INFERRED,STRONG,MATCH,Y,N,Rule-based default payee distribution inference
RC-9011101315-1-DEATH_CLAIM-C1-20181220,9011101315,MULTI_BENEFICIARY_SPLIT,MODERATE_CONFIDENCE,STRONG,MATCH,Y,N,MULTI_BENEFICIARY_SPLIT with relationship hierarchy support
RC-9011101548-1-DEATH_CLAIM-C0-20191211,9011101548,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9011101578-1-DEATH_CLAIM-C0-20180628,9011101578,SINGLE_PAYEE_MATCH,INFERRED,STRONG,MATCH,Y,N,Rule-based default payee distribution inference
RC-9011102532-1-DEATH_CLAIM-C0-20190924,9011102532,MULTI_BENEFICIARY_SPLIT,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,MULTI_BENEFICIARY_SPLIT with relationship hierarchy support
RC-9011102788-1-DEATH_CLAIM-C0-20200701,9011102788,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011102977-1-DEATH_CLAIM-C0-20230723,9011102977,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011103062-1-DEATH_CLAIM-C0-20191112,9011103062,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9011103126-1-DEATH_CLAIM-C0-20240322,9011103126,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,TRUSTEE_MANAGED_DISTRIBUTION with relationship hierarchy support
RC-9011103130-1-DEATH_CLAIM-C0-20250213,9011103130,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,TRUSTEE_MANAGED_DISTRIBUTION with relationship hierarchy support
RC-9011103202-1-DEATH_CLAIM-C0-20200924,9011103202,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9011103788-1-DEATH_CLAIM-C0-20180319,9011103788,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011103996-1-DEATH_CLAIM-C0-20220706,9011103996,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011104096-1-DEATH_CLAIM-C0-20210507,9011104096,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011104342-1-DEATH_CLAIM-C0-20230613,9011104342,MULTI_BENEFICIARY_SPLIT,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,MULTI_BENEFICIARY_SPLIT with relationship hierarchy support
RC-9011104342-1-DEATH_CLAIM-C1-20240105,9011104342,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011104570-1-DEATH_CLAIM-C0-20240322,9011104570,TRUSTEE_MANAGED_DISTRIBUTION,MODERATE_CONFIDENCE,STRONG,MATCH,Y,Y,TRUSTEE_MANAGED_DISTRIBUTION with relationship hierarchy support
RC-9011104828-1-DEATH_CLAIM-C0-20190131,9011104828,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011105059-1-DEATH_CLAIM-C0-20180926,9011105059,BENEFICIARY_INFERRED,INFERRED,STRONG,MISMATCH,Y,Y,Payee inferred from relationship priority or Phase 4 resolution
RC-9011105523-1-DEATH_CLAIM-C0-20200718,9011105523,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011105839-1-DEATH_CLAIM-C0-20190424,9011105839,MULTI_BENEFICIARY_SPLIT,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Payout count aligns with beneficiary count; address present
RC-9011105951-1-DEATH_CLAIM-C0-20180612,9011105951,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011106214-1-DEATH_CLAIM-C0-20190406,9011106214,BENEFICIARY_INFERRED,INFERRED,STRONG,MISMATCH,Y,Y,Payee inferred from relationship priority or Phase 4 resolution
RC-9011106317-1-DEATH_CLAIM-C0-20190317,9011106317,BENEFICIARY_INFERRED,INFERRED,STRONG,MISMATCH,Y,Y,Payee inferred from relationship priority or Phase 4 resolution
RC-9011106491-1-DEATH_CLAIM-C0-20181205,9011106491,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011107129-1-DEATH_CLAIM-C0-20220713,9011107129,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
RC-9011107641-1-DEATH_CLAIM-C0-20180614,9011107641,SINGLE_PAYEE_MATCH,HIGH_CONFIDENCE,STRONG,MATCH,Y,Y,Single payee match with address and tax ID completeness
