LIFEPRO,MPOLICY,TYPE_CODE,SOURCE_FIELD,LP_NFO_CODE,MNFOPT,MDIVOPT,MSTATUS
9010817419,010817419C,BF,BF_NON_FORFEITURE,4,0,0,22
9010817477,010817477C,BF,BF_NON_FORFEITURE,4,0,0,53
9010817500,010817500C,BF,BF_NON_FORFEITURE,4,0,0,53
9010817639,010817639C,BF,BF_NON_FORFEITURE,4,0,0,53
9010817649,010817649C,BF,BF_NON_FORFEITURE,4,3,0,45
9010817650,010817650C,BF,BF_NON_FORFEITURE,4,3,0,45
9010817803,010817803C,BF,BF_NON_FORFEITURE,4,0,0,22
9010817930,010817930C,BF,BF_NON_FORFEITURE,4,0,0,53
9010817956,010817956C,BF,BF_NON_FORFEITURE,4,0,0,22
9010818531,010818531C,BF,BF_NON_FORFEITURE,4,0,0,22
9010818717,010818717C,BF,BF_NON_FORFEITURE,4,3,0,55
9010818718,010818718C,BF,BF_NON_FORFEITURE,4,3,0,55
9010819247,010819247C,BF,BF_NON_FORFEITURE,4,0,0,22
9010819400,010819400C,BF,BF_NON_FORFEITURE,4,0,0,55
9010819955,010819955C,BF,BF_NON_FORFEITURE,4,0,0,53
9010820386,010820386C,BF,BF_NON_FORFEITURE,4,0,0,53
9010821274,010821274C,BF,BF_NON_FORFEITURE,4,0,0,53
9010821385,010821385C,BF,BF_NON_FORFEITURE,4,0,0,55
9010821435,010821435C,BF,BF_NON_FORFEITURE,4,0,0,22
9010822098,010822098C,BF,BF_NON_FORFEITURE,4,0,0,22
9010822330,010822330C,BF,BF_NON_FORFEITURE,4,0,0,53
9010823095,010823095C,BF,BF_NON_FORFEITURE,4,0,0,55
9010823187,010823187C,BF,BF_NON_FORFEITURE,4,0,0,55
9010823597,010823597C,BF,BF_NON_FORFEITURE,4,0,0,22
9010823735,010823735C,BF,BF_NON_FORFEITURE,4,2,0,44
9010823737,010823737C,BF,BF_NON_FORFEITURE,4,0,0,22
9010824296,010824296C,BF,BF_NON_FORFEITURE,4,0,0,53
9010824297,010824297C,BF,BF_NON_FORFEITURE,4,0,0,22
9010824389,010824389C,BF,BF_NON_FORFEITURE,4,0,0,55
9010824689,010824689C,BF,BF_NON_FORFEITURE,4,0,0,22
9010824709,010824709C,BF,BF_NON_FORFEITURE,4,0,0,22
9010824810,010824810C,BF,BF_NON_FORFEITURE,4,2,0,44
9010824811,010824811C,BF,BF_NON_FORFEITURE,4,2,0,55
9010824975,010824975C,BF,BF_NON_FORFEITURE,4,2,0,55
9010825027,010825027C,BF,BF_NON_FORFEITURE,4,0,0,55
9010825053,010825053C,BF,BF_NON_FORFEITURE,4,2,0,55
9010825353,010825353C,BF,BF_NON_FORFEITURE,4,0,0,22
9010825434,010825434C,BF,BF_NON_FORFEITURE,4,0,0,55
9010825438,010825438C,BF,BF_NON_FORFEITURE,4,0,0,53
9010825759,010825759C,BF,BF_NON_FORFEITURE,4,0,0,22
9010825968,010825968C,BF,BF_NON_FORFEITURE,4,0,0,22
9010826123,010826123C,BF,BF_NON_FORFEITURE,4,0,0,22
9010826422,010826422C,BF,BF_NON_FORFEITURE,4,3,0,45
9010826525,010826525C,BF,BF_NON_FORFEITURE,4,0,0,55
9010826532,010826532C,BF,BF_NON_FORFEITURE,4,0,0,53
9010826547,010826547C,BF,BF_NON_FORFEITURE,4,0,0,22
9010826551,010826551C,BF,BF_NON_FORFEITURE,4,0,0,22
9010826627,010826627C,BF,BF_NON_FORFEITURE,4,0,0,22
9010827254,010827254C,BF,BF_NON_FORFEITURE,4,0,0,22
9010827590,010827590C,BF,BF_NON_FORFEITURE,4,2,0,53
9010827865,010827865C,BF,BF_NON_FORFEITURE,4,3,0,45
9010827968,010827968C,BF,BF_NON_FORFEITURE,4,0,0,55
9010828463,010828463C,BF,BF_NON_FORFEITURE,4,0,0,53
9010828602,010828602C,BF,BF_NON_FORFEITURE,4,0,0,53
9010829587,010829587C,BF,BF_NON_FORFEITURE,4,0,0,53
9010829942,010829942C,BF,BF_NON_FORFEITURE,4,0,0,55
9010830094,010830094C,BF,BF_NON_FORFEITURE,4,0,0,22
9010831097,010831097C,BF,BF_NON_FORFEITURE,4,0,0,22
9010831284,010831284C,BF,BF_NON_FORFEITURE,4,2,0,44
9010831719,010831719C,BF,BF_NON_FORFEITURE,4,0,0,55
9010832106,010832106C,BF,BF_NON_FORFEITURE,4,0,0,22
9010832616,010832616C,BF,BF_NON_FORFEITURE,4,0,0,55
9010832617,010832617C,BF,BF_NON_FORFEITURE,4,0,0,54
9010832681,010832681C,BF,BF_NON_FORFEITURE,4,0,0,53
9010833382,010833382C,BF,BF_NON_FORFEITURE,4,0,0,22
9010833467,010833467C,BF,BF_NON_FORFEITURE,4,2,0,57
9010833639,010833639C,BF,BF_NON_FORFEITURE,4,0,0,53
9010833740,010833740C,BF,BF_NON_FORFEITURE,4,0,0,53
9010834096,010834096C,BF,BF_NON_FORFEITURE,4,0,0,53
9010834344,010834344C,BF,BF_NON_FORFEITURE,4,0,0,53
9010834430,010834430C,BF,BF_NON_FORFEITURE,4,0,0,53
9010834690,010834690C,BF,BF_NON_FORFEITURE,4,0,0,53
9010834737,010834737C,BF,BF_NON_FORFEITURE,4,0,0,22
9010834745,010834745C,BF,BF_NON_FORFEITURE,4,3,0,53
9010835240,010835240C,BF,BF_NON_FORFEITURE,4,0,0,53
9010835310,010835310C,BF,BF_NON_FORFEITURE,4,0,0,50
9010835632,010835632C,BF,BF_NON_FORFEITURE,4,0,0,55
9010835892,010835892C,BF,BF_NON_FORFEITURE,5,3,0,45
9010835949,010835949C,BF,BF_NON_FORFEITURE,4,0,0,55
9010836057,010836057C,BF,BF_NON_FORFEITURE,4,0,0,53
9010836250,010836250C,BF,BF_NON_FORFEITURE,4,0,0,53
9010836252,010836252C,BF,BF_NON_FORFEITURE,4,0,0,22
9010836583,010836583C,BF,BF_NON_FORFEITURE,4,0,0,55
9010837163,010837163C,BF,BF_NON_FORFEITURE,4,2,0,44
9010838376,010838376C,BF,BF_NON_FORFEITURE,4,0,0,22
9010838654,010838654C,BF,BF_NON_FORFEITURE,4,0,0,55
9010838834,010838834C,BF,BF_NON_FORFEITURE,4,0,0,53
9010839234,010839234C,BF,BF_NON_FORFEITURE,4,0,0,53
9010839714,010839714C,BF,BF_NON_FORFEITURE,4,0,0,53
9010839783,010839783C,BF,BF_NON_FORFEITURE,4,2,0,55
9010839784,010839784C,BF,BF_NON_FORFEITURE,4,0,0,22
9010840404,010840404C,BF,BF_NON_FORFEITURE,4,0,0,22
9010840582,010840582C,BF,BF_NON_FORFEITURE,4,0,0,53
9010840776,010840776C,BF,BF_NON_FORFEITURE,4,0,0,53
9010840779,010840779C,BF,BF_NON_FORFEITURE,4,0,0,55
9010841124,010841124C,BF,BF_NON_FORFEITURE,4,0,0,50
9010841424,010841424C,BF,BF_NON_FORFEITURE,4,0,0,53
9010841972,010841972C,BF,BF_NON_FORFEITURE,4,0,0,22
9010842315,010842315C,BF,BF_NON_FORFEITURE,4,0,0,22
9010842541,010842541C,BF,BF_NON_FORFEITURE,4,0,0,53
9010842786,010842786C,BF,BF_NON_FORFEITURE,4,0,0,55
9010842962,010842962C,BF,BF_NON_FORFEITURE,4,0,0,55
9010842969,010842969C,BF,BF_NON_FORFEITURE,4,0,0,53
9010843092,010843092C,BF,BF_NON_FORFEITURE,4,0,0,22
9010843137,010843137C,BF,BF_NON_FORFEITURE,4,0,0,53
9010843553,010843553C,BF,BF_NON_FORFEITURE,4,0,0,53
9010843714,010843714C,BF,BF_NON_FORFEITURE,4,0,0,22
9010845094,010845094C,BF,BF_NON_FORFEITURE,4,0,0,53
9010845548,010845548C,BF,BF_NON_FORFEITURE,4,0,0,53
9010845716,010845716C,BF,BF_NON_FORFEITURE,4,0,0,22
9010845878,010845878C,BF,BF_NON_FORFEITURE,4,0,0,53
9010845880,010845880C,BF,BF_NON_FORFEITURE,4,0,0,55
9010846279,010846279C,BF,BF_NON_FORFEITURE,4,0,0,55
9010846679,010846679C,BF,BF_NON_FORFEITURE,4,0,0,53
9010846691,010846691C,BF,BF_NON_FORFEITURE,4,0,0,22
9010846692,010846692C,BF,BF_NON_FORFEITURE,4,0,0,22
9010847466,010847466C,BF,BF_NON_FORFEITURE,4,0,0,53
9010847488,010847488C,BF,BF_NON_FORFEITURE,4,0,0,53
9010847947,010847947C,BF,BF_NON_FORFEITURE,4,0,0,22
9010848314,010848314C,BF,BF_NON_FORFEITURE,4,3,0,45
9010848644,010848644C,BF,BF_NON_FORFEITURE,4,0,0,53
9010849296,010849296C,BF,BF_NON_FORFEITURE,4,0,0,22
9010849667,010849667C,BF,BF_NON_FORFEITURE,4,0,0,55
9010849668,010849668C,BF,BF_NON_FORFEITURE,4,0,0,53
9010849672,010849672C,BF,BF_NON_FORFEITURE,4,0,0,22
9010849699,010849699C,BF,BF_NON_FORFEITURE,4,0,0,53
9010849880,010849880C,BF,BF_NON_FORFEITURE,4,0,0,22
9010849882,010849882C,BF,BF_NON_FORFEITURE,4,0,0,22
9010850270,010850270C,BF,BF_NON_FORFEITURE,4,0,0,53
9010850533,010850533C,BF,BF_NON_FORFEITURE,4,0,0,53
9010850880,010850880C,BF,BF_NON_FORFEITURE,4,0,0,22
9010850881,010850881C,BF,BF_NON_FORFEITURE,4,0,0,22
9010851148,010851148C,BF,BF_NON_FORFEITURE,4,0,0,53
9010852357,010852357C,BF,BF_NON_FORFEITURE,4,0,0,55
9010852966,010852966C,BF,BF_NON_FORFEITURE,4,0,0,22
9010853285,010853285C,BF,BF_NON_FORFEITURE,4,0,0,22
9010853288,010853288C,BF,BF_NON_FORFEITURE,4,3,0,53
9010854157,010854157C,BF,BF_NON_FORFEITURE,4,0,0,55
9010854364,010854364C,BF,BF_NON_FORFEITURE,4,0,0,53
9010855945,010855945C,BF,BF_NON_FORFEITURE,4,0,0,22
9010856918,010856918C,BF,BF_NON_FORFEITURE,4,0,0,53
9010857115,010857115C,BF,BF_NON_FORFEITURE,4,0,0,53
9010858396,010858396C,BF,BF_NON_FORFEITURE,4,0,0,90
9010858587,010858587C,BF,BF_NON_FORFEITURE,4,0,0,55
9010859093,010859093C,BF,BF_NON_FORFEITURE,4,0,0,53
9010859282,010859282C,BF,BF_NON_FORFEITURE,4,0,0,53
9010859462,010859462C,BF,BF_NON_FORFEITURE,4,0,0,53
9010859658,010859658C,BF,BF_NON_FORFEITURE,4,0,0,22
9010860628,010860628C,BF,BF_NON_FORFEITURE,4,0,0,53
9010860900,010860900C,BF,BF_NON_FORFEITURE,4,0,0,53
9010863167,010863167C,BF,BF_NON_FORFEITURE,4,0,0,53
9010863394,010863394C,BF,BF_NON_FORFEITURE,4,0,0,22
9010863838,010863838C,BF,BF_NON_FORFEITURE,4,0,0,22
9010863936,010863936C,BF,BF_NON_FORFEITURE,4,0,0,22
9010864397,010864397C,BF,BF_NON_FORFEITURE,4,0,0,22
9010864474,010864474C,BF,BF_NON_FORFEITURE,4,0,0,54
9010866396,010866396C,BF,BF_NON_FORFEITURE,4,0,0,53
9010866751,010866751C,BF,BF_NON_FORFEITURE,4,0,0,22
9010868188,010868188C,BF,BF_NON_FORFEITURE,4,0,0,55
9010868189,010868189C,BF,BF_NON_FORFEITURE,4,0,0,55
9010871146,010871146C,BF,BF_NON_FORFEITURE,4,0,0,53
9010871793,010871793C,BF,BF_NON_FORFEITURE,4,0,0,22
9010872109,010872109C,BF,BF_NON_FORFEITURE,4,0,0,55
9010872114,010872114C,BF,BF_NON_FORFEITURE,4,2,0,44
9010872415,010872415C,BF,BF_NON_FORFEITURE,4,0,0,22
9010872416,010872416C,BF,BF_NON_FORFEITURE,4,0,0,22
9010873154,010873154C,BF,BF_NON_FORFEITURE,4,0,0,22
9010873499,010873499C,BF,BF_NON_FORFEITURE,4,0,0,55
9010874797,010874797C,BF,BF_NON_FORFEITURE,4,0,0,55
9010874806,010874806C,BF,BF_NON_FORFEITURE,4,0,0,22
9010875783,010875783C,BF,BF_NON_FORFEITURE,4,0,0,53
9010876417,010876417C,BF,BF_NON_FORFEITURE,4,0,0,53
9010877009,010877009C,BF,BF_NON_FORFEITURE,4,2,0,44
9010877012,010877012C,BF,BF_NON_FORFEITURE,4,0,0,53
9010877478,010877478C,BF,BF_NON_FORFEITURE,4,0,0,22
9010877715,010877715C,BF,BF_NON_FORFEITURE,4,0,0,22
9010877890,010877890C,BF,BF_NON_FORFEITURE,4,0,0,53
9010878099,010878099C,BF,BF_NON_FORFEITURE,4,0,0,22
9010879203,010879203C,BF,BF_NON_FORFEITURE,4,0,0,53
9010880225,010880225C,BF,BF_NON_FORFEITURE,4,0,0,53
9010881096,010881096C,BF,BF_NON_FORFEITURE,4,0,0,53
9010881272,010881272C,BF,BF_NON_FORFEITURE,4,0,0,55
9010881273,010881273C,BF,BF_NON_FORFEITURE,4,0,0,55
9010881974,010881974C,BF,BF_NON_FORFEITURE,4,0,0,53
9010881975,010881975C,BF,BF_NON_FORFEITURE,4,0,0,53
9010882416,010882416C,BF,BF_NON_FORFEITURE,4,0,0,22
9010883563,010883563C,BF,BF_NON_FORFEITURE,4,0,0,53
9010883567,010883567C,BF,BF_NON_FORFEITURE,4,0,0,22
9010883731,010883731C,BF,BF_NON_FORFEITURE,4,0,0,22
9010884052,010884052C,BF,BF_NON_FORFEITURE,4,0,0,55
9010884969,010884969C,BF,BF_NON_FORFEITURE,4,2,0,44
9010885441,010885441C,BF,BF_NON_FORFEITURE,4,0,0,22
9010886805,010886805C,BF,BF_NON_FORFEITURE,4,0,0,53
9010886851,010886851C,BF,BF_NON_FORFEITURE,4,0,0,55
9010887617,010887617C,BF,BF_NON_FORFEITURE,4,0,0,22
9010887780,010887780C,BF,BF_NON_FORFEITURE,4,0,0,57
9010887923,010887923C,BF,BF_NON_FORFEITURE,4,0,0,22
9010888232,010888232C,BF,BF_NON_FORFEITURE,4,0,0,53
9010888338,010888338C,BF,BF_NON_FORFEITURE,4,0,0,53
9010889364,010889364C,BF,BF_NON_FORFEITURE,4,0,0,53
9010889439,010889439C,BF,BF_NON_FORFEITURE,4,2,0,44
9010890614,010890614C,BF,BF_NON_FORFEITURE,4,0,0,22
9010890622,010890622C,BF,BF_NON_FORFEITURE,4,0,0,53
9010890627,010890627C,BF,BF_NON_FORFEITURE,4,0,0,53
9010891309,010891309C,BF,BF_NON_FORFEITURE,4,0,0,22
9010891328,010891328C,BF,BF_NON_FORFEITURE,4,0,0,22
9010892016,010892016C,BF,BF_NON_FORFEITURE,4,0,0,22
9010892327,010892327C,BF,BF_NON_FORFEITURE,4,0,0,53
9010892685,010892685C,BF,BF_NON_FORFEITURE,4,0,0,53
9010892689,010892689C,BF,BF_NON_FORFEITURE,4,0,0,22
9010892690,010892690C,BF,BF_NON_FORFEITURE,4,0,0,22
9010892691,010892691C,BF,BF_NON_FORFEITURE,4,0,0,22
9010893386,010893386C,BF,BF_NON_FORFEITURE,4,0,0,55
9010893908,010893908C,BF,BF_NON_FORFEITURE,4,0,0,53
9010893949,010893949C,BF,BF_NON_FORFEITURE,4,0,0,53
9010893950,010893950C,BF,BF_NON_FORFEITURE,4,0,0,53
9010894951,010894951C,BF,BF_NON_FORFEITURE,4,0,0,53
9010895253,010895253C,BF,BF_NON_FORFEITURE,4,0,0,53
9010895689,010895689C,BF,BF_NON_FORFEITURE,4,0,0,22
9010895938,010895938C,BF,BF_NON_FORFEITURE,4,0,0,22
9010896144,010896144C,BF,BF_NON_FORFEITURE,4,0,0,53
9010896854,010896854C,BF,BF_NON_FORFEITURE,4,0,0,22
9010896866,010896866C,BF,BF_NON_FORFEITURE,4,0,0,53
9010896915,010896915C,BF,BF_NON_FORFEITURE,4,0,0,53
9010896924,010896924C,BF,BF_NON_FORFEITURE,4,0,0,53
9010897517,010897517C,BF,BF_NON_FORFEITURE,4,0,0,55
9010897521,010897521C,BF,BF_NON_FORFEITURE,4,0,0,22
9010897663,010897663C,BF,BF_NON_FORFEITURE,4,0,0,22
9010898471,010898471C,BF,BF_NON_FORFEITURE,4,0,0,22
9010898542,010898542C,BF,BF_NON_FORFEITURE,4,0,0,53
9010898692,010898692C,BF,BF_NON_FORFEITURE,4,0,0,53
9010899709,010899709C,BF,BF_NON_FORFEITURE,4,0,0,55
9010899715,010899715C,BF,BF_NON_FORFEITURE,4,0,0,22
9010899716,010899716C,BF,BF_NON_FORFEITURE,4,0,0,22
9010899717,010899717C,BF,BF_NON_FORFEITURE,4,0,0,22
9010899718,010899718C,BF,BF_NON_FORFEITURE,4,0,0,22
9010899761,010899761C,BF,BF_NON_FORFEITURE,4,0,0,55
9010900142,010900142C,BF,BF_NON_FORFEITURE,4,3,0,53
9010900145,010900145C,BF,BF_NON_FORFEITURE,4,0,0,53
9010900155,010900155C,BF,BF_NON_FORFEITURE,4,0,0,55
9010900355,010900355C,BF,BF_NON_FORFEITURE,4,0,0,22
9010900512,010900512C,BF,BF_NON_FORFEITURE,4,0,0,54
9010900517,010900517C,BF,BF_NON_FORFEITURE,4,0,0,53
9010900519,010900519C,BF,BF_NON_FORFEITURE,4,0,0,53
9010900620,010900620C,BF,BF_NON_FORFEITURE,4,0,0,55
9010900975,010900975C,BF,BF_NON_FORFEITURE,4,0,0,22
9010901787,010901787C,BF,BF_NON_FORFEITURE,4,0,0,22
9010901833,010901833C,BF,BF_NON_FORFEITURE,4,0,0,53
9010902761,010902761C,BF,BF_NON_FORFEITURE,4,0,0,53
9010902903,010902903C,BF,BF_NON_FORFEITURE,4,0,0,22
9010902968,010902968C,BF,BF_NON_FORFEITURE,4,0,0,22
9010902972,010902972C,BF,BF_NON_FORFEITURE,4,0,0,22
9010902973,010902973C,BF,BF_NON_FORFEITURE,4,0,0,22
9010904097,010904097C,BF,BF_NON_FORFEITURE,4,0,0,53
9010904654,010904654C,BF,BF_NON_FORFEITURE,4,0,0,22
9010904798,010904798C,BF,BF_NON_FORFEITURE,4,0,0,55
9010904805,010904805C,BF,BF_NON_FORFEITURE,4,0,0,22
9010904808,010904808C,BF,BF_NON_FORFEITURE,4,0,0,54
9010904809,010904809C,BF,BF_NON_FORFEITURE,4,0,0,54
9010904810,010904810C,BF,BF_NON_FORFEITURE,4,0,0,54
9010905677,010905677C,BF,BF_NON_FORFEITURE,4,0,0,53
9010907726,010907726C,BF,BF_NON_FORFEITURE,4,0,0,22
9010908068,010908068C,BF,BF_NON_FORFEITURE,4,0,0,22
9010908069,010908069C,BF,BF_NON_FORFEITURE,4,0,0,55
9010908070,010908070C,BF,BF_NON_FORFEITURE,4,0,0,55
9010908075,010908075C,BF,BF_NON_FORFEITURE,4,0,0,22
9010908667,010908667C,BF,BF_NON_FORFEITURE,4,0,0,22
9010909767,010909767C,BF,BF_NON_FORFEITURE,4,0,0,53
9010910320,010910320C,BF,BF_NON_FORFEITURE,4,0,0,53
9010911627,010911627C,BF,BF_NON_FORFEITURE,4,0,0,53
9010911853,010911853C,BF,BF_NON_FORFEITURE,4,0,0,22
9010912454,010912454C,BF,BF_NON_FORFEITURE,4,0,0,53
9010913060,010913060C,BF,BF_NON_FORFEITURE,4,0,0,22
9010913101,010913101C,BF,BF_NON_FORFEITURE,4,0,0,53
9010913253,010913253C,BF,BF_NON_FORFEITURE,4,0,0,53
9010913261,010913261C,BF,BF_NON_FORFEITURE,4,2,0,55
9010913551,010913551C,BF,BF_NON_FORFEITURE,4,0,0,55
9010913589,010913589C,BF,BF_NON_FORFEITURE,4,0,0,22
9010914301,010914301C,BF,BF_NON_FORFEITURE,4,0,0,53
9010914384,010914384C,BF,BF_NON_FORFEITURE,4,0,0,53
9010915030,010915030C,BF,BF_NON_FORFEITURE,4,0,0,53
9010915533,010915533C,BF,BF_NON_FORFEITURE,4,0,0,53
9010915619,010915619C,BF,BF_NON_FORFEITURE,4,0,0,53
9010915810,010915810C,BF,BF_NON_FORFEITURE,4,0,0,22
9010916260,010916260C,BF,BF_NON_FORFEITURE,4,0,0,53
9010916879,010916879C,BF,BF_NON_FORFEITURE,4,0,0,53
9010916889,010916889C,BF,BF_NON_FORFEITURE,4,0,0,22
9010917520,010917520C,BF,BF_NON_FORFEITURE,4,0,0,53
9010917522,010917522C,BF,BF_NON_FORFEITURE,4,0,0,22
9010917599,010917599C,BF,BF_NON_FORFEITURE,4,0,0,22
9010917600,010917600C,BF,BF_NON_FORFEITURE,4,0,0,53
9010919258,010919258C,BF,BF_NON_FORFEITURE,4,0,0,53
9010919431,010919431C,BF,BF_NON_FORFEITURE,4,0,0,53
9010920186,010920186C,BF,BF_NON_FORFEITURE,4,2,0,44
9010920793,010920793C,BF,BF_NON_FORFEITURE,4,3,0,53
9010922547,010922547C,BF,BF_NON_FORFEITURE,4,0,0,22
9010924660,010924660C,BF,BF_NON_FORFEITURE,4,0,0,22
9010926025,010926025C,BF,BF_NON_FORFEITURE,4,2,0,44
9010926347,010926347C,BF,BF_NON_FORFEITURE,4,0,0,55
9010926348,010926348C,BF,BF_NON_FORFEITURE,4,0,0,55
9010926357,010926357C,BF,BF_NON_FORFEITURE,4,0,0,22
9010928016,010928016C,BF,BF_NON_FORFEITURE,4,0,0,22
9010928261,010928261C,BF,BF_NON_FORFEITURE,4,0,0,55
9010928507,010928507C,BF,BF_NON_FORFEITURE,4,0,0,22
9010928775,010928775C,BF,BF_NON_FORFEITURE,4,0,0,22
9010929367,010929367C,BF,BF_NON_FORFEITURE,4,0,0,53
9010929794,010929794C,BF,BF_NON_FORFEITURE,4,0,0,53
9010929982,010929982C,BF,BF_NON_FORFEITURE,4,3,0,53
9010930278,010930278C,BF,BF_NON_FORFEITURE,4,0,0,57
9010934894,010934894C,BF,BF_NON_FORFEITURE,4,2,0,44
9010934895,010934895C,BF,BF_NON_FORFEITURE,4,2,0,44
9010935377,010935377C,BF,BF_NON_FORFEITURE,4,2,0,55
9010936178,010936178C,BF,BF_NON_FORFEITURE,4,0,0,22
9010936183,010936183C,BF,BF_NON_FORFEITURE,4,0,0,53
9010936381,010936381C,BF,BF_NON_FORFEITURE,4,0,0,53
9010936713,010936713C,BF,BF_NON_FORFEITURE,4,0,0,53
9010937087,010937087C,BF,BF_NON_FORFEITURE,4,2,0,44
9010937735,010937735C,BF,BF_NON_FORFEITURE,4,0,0,54
9010938962,010938962C,BF,BF_NON_FORFEITURE,4,0,0,55
9010939731,010939731C,BF,BF_NON_FORFEITURE,4,0,0,53
9010940594,010940594C,BF,BF_NON_FORFEITURE,4,0,0,53
9010941103,010941103C,BF,BF_NON_FORFEITURE,4,0,0,53
9010942232,010942232C,BF,BF_NON_FORFEITURE,4,0,0,53
9010942233,010942233C,BF,BF_NON_FORFEITURE,4,0,0,53
9010943847,010943847C,BF,BF_NON_FORFEITURE,4,0,0,22
9010943849,010943849C,BF,BF_NON_FORFEITURE,4,0,0,22
9010943851,010943851C,BF,BF_NON_FORFEITURE,4,2,0,44
9010944558,010944558C,BF,BF_NON_FORFEITURE,4,0,0,22
9010945534,010945534C,BF,BF_NON_FORFEITURE,4,0,0,53
9010946392,010946392C,BF,BF_NON_FORFEITURE,4,0,0,55
9010946394,010946394C,BF,BF_NON_FORFEITURE,4,0,0,53
9010946649,010946649C,BF,BF_NON_FORFEITURE,4,0,0,53
9010947021,010947021C,BF,BF_NON_FORFEITURE,4,0,0,53
9010947226,010947226C,BF,BF_NON_FORFEITURE,4,2,0,44
9010947245,010947245C,BF,BF_NON_FORFEITURE,4,0,0,22
9010947866,010947866C,BF,BF_NON_FORFEITURE,4,0,0,53
9010947867,010947867C,BF,BF_NON_FORFEITURE,4,3,0,45
9010948195,010948195C,BF,BF_NON_FORFEITURE,4,0,0,53
9010948241,010948241C,BF,BF_NON_FORFEITURE,4,0,0,22
9010949295,010949295C,BF,BF_NON_FORFEITURE,4,0,0,53
9010949672,010949672C,BF,BF_NON_FORFEITURE,4,2,0,44
9010951159,010951159C,BF,BF_NON_FORFEITURE,4,0,0,22
9010951456,010951456C,BF,BF_NON_FORFEITURE,4,0,0,22
9010952064,010952064C,BF,BF_NON_FORFEITURE,4,0,0,22
9010952069,010952069C,BF,BF_NON_FORFEITURE,4,0,0,53
9010952366,010952366C,BF,BF_NON_FORFEITURE,4,0,0,22
9010952369,010952369C,BF,BF_NON_FORFEITURE,4,0,0,53
9010953834,010953834C,BF,BF_NON_FORFEITURE,4,0,0,22
9010954823,010954823C,BF,BF_NON_FORFEITURE,4,0,0,53
9010955783,010955783C,BF,BF_NON_FORFEITURE,4,0,0,22
9010956144,010956144C,BF,BF_NON_FORFEITURE,4,0,0,55
9010956145,010956145C,BF,BF_NON_FORFEITURE,4,0,0,55
9010958111,010958111C,BF,BF_NON_FORFEITURE,4,2,0,53
9010958446,010958446C,BF,BF_NON_FORFEITURE,4,0,0,53
9010959302,010959302C,BF,BF_NON_FORFEITURE,4,2,0,53
9010963046,010963046C,BF,BF_NON_FORFEITURE,4,0,0,53
9010965145,010965145C,BF,BF_NON_FORFEITURE,4,0,0,55
9010965984,010965984C,BF,BF_NON_FORFEITURE,4,0,0,55
9010966767,010966767C,BF,BF_NON_FORFEITURE,4,0,0,53
9010968689,010968689C,BF,BF_NON_FORFEITURE,4,0,0,53
9010969153,010969153C,BF,BF_NON_FORFEITURE,4,0,0,53
9010969231,010969231C,BF,BF_NON_FORFEITURE,4,0,0,22
9010969653,010969653C,BF,BF_NON_FORFEITURE,4,0,0,22
9010970211,010970211C,BF,BF_NON_FORFEITURE,4,0,0,53
9010971482,010971482C,BF,BF_NON_FORFEITURE,4,0,0,22
9010971527,010971527C,BF,BF_NON_FORFEITURE,4,0,0,22
9010971528,010971528C,BF,BF_NON_FORFEITURE,4,0,0,53
9010971529,010971529C,BF,BF_NON_FORFEITURE,4,2,0,55
9010974048,010974048C,BF,BF_NON_FORFEITURE,4,0,0,55
9010974858,010974858C,BF,BF_NON_FORFEITURE,4,0,0,22
9010978232,010978232C,BF,BF_NON_FORFEITURE,4,0,0,22
9010979005,010979005C,BF,BF_NON_FORFEITURE,4,0,0,22
9010979717,010979717C,BF,BF_NON_FORFEITURE,4,2,0,55
9010979722,010979722C,BF,BF_NON_FORFEITURE,4,0,0,53
9010980832,010980832C,BF,BF_NON_FORFEITURE,4,2,0,44
9010980836,010980836C,BF,BF_NON_FORFEITURE,4,0,0,22
9010981739,010981739C,BF,BF_NON_FORFEITURE,4,0,0,53
9010983356,010983356C,BF,BF_NON_FORFEITURE,4,0,0,22
9010983357,010983357C,BF,BF_NON_FORFEITURE,4,0,0,22
9010983828,010983828C,BF,BF_NON_FORFEITURE,4,0,0,53
9010984316,010984316C,BF,BF_NON_FORFEITURE,4,0,0,53
9010985184,010985184C,BF,BF_NON_FORFEITURE,4,0,0,53
9010986137,010986137C,BF,BF_NON_FORFEITURE,4,0,0,53
9010986419,010986419C,BF,BF_NON_FORFEITURE,4,0,0,22
9010986434,010986434C,BF,BF_NON_FORFEITURE,4,0,0,53
9010987413,010987413C,BF,BF_NON_FORFEITURE,4,0,0,22
9010987414,010987414C,BF,BF_NON_FORFEITURE,4,0,0,22
9010988150,010988150C,BF,BF_NON_FORFEITURE,4,0,0,22
9010988590,010988590C,BF,BF_NON_FORFEITURE,4,0,0,22
9010989913,010989913C,BF,BF_NON_FORFEITURE,4,0,0,53
9010990148,010990148C,BF,BF_NON_FORFEITURE,4,0,0,53
9010990850,010990850C,BF,BF_NON_FORFEITURE,4,0,0,22
9010991949,010991949C,BF,BF_NON_FORFEITURE,4,0,0,22
9010991950,010991950C,BF,BF_NON_FORFEITURE,4,0,0,22
9010992096,010992096C,BF,BF_NON_FORFEITURE,4,0,0,22
9010992126,010992126C,BF,BF_NON_FORFEITURE,4,0,0,22
9010992127,010992127C,BF,BF_NON_FORFEITURE,4,0,0,22
9010992950,010992950C,BF,BF_NON_FORFEITURE,4,0,0,55
