policy_number,relationship_count,insured_count,beneficiary_count,payee_count,owner_count,trustee_count,assignee_count,custodian_count,distinct_relate_codes,likely_primary_relationship,possible_conflict_flag
9011157087,7,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011157291,18,2,2,2,2,0,2,0,AS|B1|IN|PA|PE|PO|SA|WA,PE,Y
9011157373,7,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011157556,7,1,2,0,1,0,0,0,B1|IN|PA|PO|PW|SA,B1,Y
9011158068,8,1,0,3,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9011158069,7,1,1,1,1,0,1,0,AS|B1|IN|PA|PE|PO|SA,PE,Y
9011158071,9,1,2,2,1,0,1,0,AS|B1|B2|IN|PA|PE|PO|SA,PE,Y
9011158164,7,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011158320,8,1,2,1,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9011158551,6,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011158638,10,1,2,1,1,0,1,0,AS|B1|B2|BK|IN|PA|PE|PO|PW|SA,PE,Y
9011159178,10,1,1,2,1,0,1,0,AS|B1|BK|IN|PA|PE|PO|PW|SA,PE,Y
9011159289,11,1,2,2,1,0,1,0,AS|B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9011159295,13,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|PW|SA,PE,Y
9011159476,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011159843,10,1,2,2,1,0,1,0,AS|B1|IN|PA|PE|PO|PW|SA,PE,Y
9011160018,9,1,2,2,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011160075,6,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011160346,6,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011160408,11,2,2,2,2,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011160440,11,2,0,2,2,0,0,0,IN|PA|PE|PO|PW|SA,PE,Y
9011160478,11,1,0,3,3,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011160479,11,1,0,3,3,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011160480,11,1,0,3,3,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011160990,6,1,0,1,1,0,0,0,IN|PA|PE|PO|PW|SA,PE,Y
9011161110,10,1,2,2,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011161880,10,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011162200,11,2,1,1,2,0,0,0,B1|BK|IN|PA|PE|PO|PW|SA,PE,Y
9011162203,9,1,0,4,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011162252,8,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011162328,9,1,3,2,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011162365,6,1,0,0,1,0,1,0,AS|IN|PA|PO|PW|SA,PO,Y
9011162387,9,1,1,3,1,0,1,0,AS|B1|IN|PA|PE|PO|SA,PE,Y
9011162391,6,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011162541,7,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011163001,7,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011163078,11,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|PW|SA,PE,Y
9011163083,16,1,3,4,1,0,1,0,AS|B1|BK|IN|PA|PE|PO|SA,PE,Y
9011163086,13,2,3,2,2,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011174191,6,1,0,1,1,0,0,0,IN|PA|PE|PO|PW|SA,PE,Y
9011174518,7,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011174519,11,1,3,3,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011174600,8,1,2,2,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9011174928,9,1,1,3,1,0,1,0,AS|B1|IN|PA|PE|PO|SA,PE,Y
9011175086,7,1,1,1,1,0,1,0,AS|B1|IN|PA|PE|PO|SA,PE,Y
9011175088,7,1,0,1,1,0,1,0,AS|BK|IN|PA|PE|PO|SA,PE,Y
9011175414,7,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011175485,9,1,1,4,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011175626,15,1,4,7,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9011175682,9,1,1,2,1,0,1,0,AS|B1|IN|PA|PE|PO|SA,PE,Y
9011176023,11,1,2,2,1,0,1,0,AS|B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9011176029,6,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011176237,7,1,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9011176239,10,1,2,1,1,0,1,0,AS|B1|BK|IN|PA|PE|PO|PW|SA,PE,Y
9011176406,7,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011176413,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011176438,9,1,3,1,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9011176782,9,1,2,3,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011177102,8,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011177241,6,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011177441,10,2,1,1,2,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011177817,8,1,2,1,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9011177870,7,1,1,2,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011177896,7,1,0,3,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011177899,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011178240,9,1,2,1,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9011178435,8,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011178449,7,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011178455,28,4,2,6,4,0,2,0,AS|B1|BK|IN|PA|PE|PO|SA|WA,PE,Y
9011178457,6,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011178618,12,1,2,3,1,0,1,0,AS|B1|BK|IN|PA|PE|PO|SA,PE,Y
9011178660,8,1,2,1,1,0,0,0,B1|B2|IN|PA|PE|PO|PW|SA,PE,Y
9011178930,10,1,2,2,1,0,0,0,B1|BK|IN|PA|PE|PO|PW|SA,PE,Y
9011179371,7,1,1,1,1,0,1,0,AS|B1|IN|PA|PE|PO|SA,PE,Y
9011179609,7,1,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9011179610,7,1,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9011179948,9,1,2,1,1,0,0,0,B1|B2|IN|PA|PE|PO|PW|SA,PE,Y
9011179951,9,1,2,1,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9011180300,10,1,2,3,1,0,1,0,AS|B1|B2|IN|PA|PE|PO|SA,PE,Y
9011180368,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011180496,11,2,1,1,2,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011180586,8,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|PW|SA,PE,Y
9011180646,11,1,3,3,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011180707,8,1,2,1,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9011180732,10,1,3,3,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011180733,6,1,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9011180816,8,1,2,1,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9011180823,9,1,1,1,1,0,1,0,AS|B1|BK|IN|PA|PE|PO|SA,PE,Y
9011180887,8,1,1,2,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011180907,10,2,1,1,2,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011180927,10,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011180968,9,1,2,2,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011181014,7,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011181053,10,1,2,4,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011181080,17,1,2,7,1,0,0,0,B1|BK|IN|PA|PE|PO|PW|SA,PE,Y
9011181208,19,1,7,7,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011181544,12,2,1,3,2,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011181680,8,1,2,2,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9011181683,13,2,2,1,2,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9011181920,7,1,2,1,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9011181952,9,1,1,2,1,0,1,0,AS|B1|BK|IN|PA|PE|PO|SA,PE,Y
9011182070,9,1,2,1,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9011182104,7,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011182373,9,1,2,1,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9011182763,7,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011182823,7,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011182857,15,1,4,4,1,0,0,0,B1|BK|IN|PA|PE|PO|PW|SA,PE,Y
9011182954,10,1,5,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011182957,8,3,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9011183055,6,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011183074,7,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011183329,7,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011183334,8,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|PW|SA,PE,Y
9011183505,7,1,1,1,1,0,1,0,AS|B1|IN|PA|PE|PO|SA,PE,Y
9011183532,11,1,2,4,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9011183653,20,2,3,8,2,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9011183936,9,1,2,3,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9011184051,9,1,1,2,1,0,1,0,AS|B1|BK|IN|PA|PE|PO|SA,PE,Y
9011184065,7,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011184139,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011184248,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011184291,7,1,1,1,1,0,1,0,AS|B1|IN|PA|PE|PO|SA,PE,Y
9011184470,10,1,3,2,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011184576,11,1,3,1,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|PW|SA,PE,Y
9011184643,10,1,2,1,1,0,0,0,B1|B2|BK|IN|O1|PA|PE|PO|PW|SA,PE,Y
9011184644,10,1,2,1,1,0,0,0,B1|B2|BK|IN|O1|PA|PE|PO|PW|SA,PE,Y
9011184745,7,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011184752,6,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011184753,4,1,0,0,1,0,0,0,IN|PA|PO|SA,PO,Y
9011184817,8,1,1,2,1,0,1,0,AS|B1|IN|PA|PE|PO|SA,PE,Y
9011184934,16,2,2,2,2,0,0,0,B1|BK|IN|PA|PE|PO|SA|WA,PE,Y
9011184993,8,1,1,1,1,0,1,0,AS|B1|IN|PA|PE|PO|PW|SA,PE,Y
9011185002,5,1,0,0,1,0,0,0,IN|PA|PO|SA,PO,Y
9011185059,6,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011185375,7,1,0,2,1,0,1,0,AS|IN|PA|PE|PO|SA,PE,Y
9011185531,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011185552,8,1,1,1,1,0,1,0,AS|B1|BK|IN|PA|PE|PO|SA,PE,Y
9011185638,7,1,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9011185893,10,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|PW|SA,PE,Y
9011185943,8,2,0,3,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011185944,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011186216,7,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011186243,6,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011186460,7,1,1,2,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011186462,8,1,2,1,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9011186904,19,1,6,8,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011187006,7,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011187167,6,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011187172,8,1,2,2,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9011187300,8,1,0,2,1,0,1,0,AS|GU|IN|PA|PE|PO|SA,PE,Y
9011187405,9,1,1,2,1,0,1,0,AS|B1|BK|IN|PA|PE|PO|SA,PE,Y
9011187601,7,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011187687,8,3,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011187904,8,1,2,1,1,0,0,0,B1|B2|IN|PA|PE|PO|PW|SA,PE,Y
9011188279,7,1,1,1,1,0,1,0,AS|B1|IN|PA|PE|PO|SA,PE,Y
9011188288,4,1,0,0,1,0,0,0,IN|PA|PO|SA,PO,Y
9011188377,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011188426,10,1,2,3,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011188870,10,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011188927,7,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011189325,8,1,2,1,1,0,0,0,B1|B2|IN|PA|PE|PO|PW|SA,PE,Y
9011189420,9,1,2,2,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011189535,8,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011189620,9,1,2,1,1,0,1,0,AS|B1|BK|IN|PA|PE|PO|SA,PE,Y
9011189657,9,1,2,1,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9011189746,10,1,1,3,1,0,0,0,B1|GP|IN|PA|PE|PO|SA,PE,Y
9011189754,9,2,0,1,2,0,1,0,AS|IN|PA|PE|PO|SA,PE,Y
9011189757,6,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011189786,8,1,1,2,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011189788,8,1,2,1,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9011189789,6,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011189791,16,2,2,2,2,0,0,0,B1|BK|IN|PA|PE|PO|SA|WA,PE,Y
9011189851,10,2,2,3,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9011189855,12,1,5,1,1,0,1,0,AS|B1|IN|PA|PE|PO|SA,PE,Y
9011189885,16,2,2,5,2,0,0,0,B1|GP|IN|PA|PE|PO|SA,PE,Y
9011189913,8,1,0,1,1,0,0,0,BK|IN|PA|PE|PO|PW|SA,PE,Y
9011190048,10,1,1,2,1,0,1,0,AS|B1|BK|IN|PA|PE|PO|SA,PE,Y
9011190049,8,1,2,1,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9011190146,9,3,0,2,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9011190239,7,1,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9011190380,9,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011190388,18,2,6,2,2,0,0,0,B1|B2|IN|PA|PE|PO|SA|WA,PE,Y
9011190410,8,1,1,1,1,0,1,0,AS|B1|IN|PA|PE|PO|SA,PE,Y
9011190411,7,1,0,1,1,0,1,0,AS|IN|PA|PE|PO|SA,PE,Y
9011190416,9,1,2,0,1,0,0,0,B1|B2|BK|IN|PA|PO|PW|SA,B1,Y
9011190417,7,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011190448,7,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011190459,7,1,0,3,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011190516,7,1,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9011190599,11,1,3,1,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|PW|SA,PE,Y
9011190613,8,1,1,2,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011190668,6,1,0,2,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011190669,8,1,1,1,1,0,1,0,AS|B1|BK|IN|PA|PE|PO|SA,PE,Y
9011190722,8,1,0,1,1,0,0,0,BK|IN|PA|PE|PO|PW|SA,PE,Y
9011190724,9,3,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9011191041,9,1,2,2,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9011191042,12,1,1,4,1,0,1,0,AS|B1|BK|IN|PA|PE|PO|SA,PE,Y
9011191189,10,1,2,3,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9011191289,10,1,2,1,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|PW|SA,PE,Y
9011191392,8,1,1,1,1,0,1,0,AS|B1|IN|PA|PE|PO|SA,PE,Y
9011191513,10,1,1,3,1,0,1,0,AS|B1|IN|PA|PE|PO|SA,PE,Y
9011191578,12,1,3,4,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011191584,16,2,2,2,2,0,0,0,B1|BK|IN|PA|PE|PO|SA|WA,PE,Y
9011191662,7,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011191702,7,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011191779,7,1,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9011191782,7,1,2,1,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9011191889,11,1,2,2,1,0,0,0,B2|BK|IN|PA|PE|PO|SA,PE,Y
9011191890,9,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011191896,6,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011191940,11,1,1,3,1,0,1,0,AS|B1|BK|IN|PA|PE|PO|SA,PE,Y
9011192032,11,1,1,2,1,0,1,0,AS|B1|BK|IN|PA|PE|PO|PW|SA,PE,Y
9011192047,6,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011192065,17,1,6,6,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011192106,9,1,1,2,1,0,1,0,AS|B1|BK|IN|PA|PE|PO|SA,PE,Y
9011192121,4,1,0,0,1,0,0,0,IN|PA|PO|SA,PO,Y
9011192184,7,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011192239,7,1,1,2,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011192240,6,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011192253,10,1,2,1,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9011192322,21,3,1,6,3,0,0,0,B1|BK|IN|PA|PE|PO|PW|SA,PE,Y
9011192392,10,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|PW|SA,PE,Y
9011192476,8,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011192586,8,3,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9011192744,9,1,1,2,1,0,1,0,AS|B1|BK|IN|PA|PE|PO|SA,PE,Y
9011192949,7,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011193165,9,1,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9011193211,8,1,2,1,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9011193218,7,1,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9011193336,11,1,3,3,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011193421,10,1,2,3,1,0,1,0,AS|B1|B2|IN|PA|PE|PO|SA,PE,Y
9011193585,6,1,1,0,1,0,1,0,AS|B1|IN|PA|PO|SA,B1,Y
9011193674,8,1,1,2,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011193692,5,1,0,0,1,0,0,0,IN|PA|PO|SA,PO,Y
9011193709,8,1,2,0,1,0,0,0,B1|B2|BK|IN|PA|PO|PW|SA,B1,Y
9011193836,7,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011193872,11,1,2,1,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|PW|SA,PE,Y
9011194064,12,1,2,4,1,0,1,0,AS|B1|BK|IN|PA|PE|PO|SA,PE,Y
9011194070,7,1,1,1,1,0,1,0,AS|B1|IN|PA|PE|PO|SA,PE,Y
9011194111,8,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011194161,9,1,2,2,1,0,0,0,B1|B2|IN|PA|PE|PO|PW|SA,PE,Y
9011194208,9,1,2,2,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9011194225,8,1,0,1,1,0,1,0,AS|BK|IN|PA|PE|PO|PW|SA,PE,Y
9011194273,6,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011194381,7,1,0,0,1,0,0,0,IN|PA|PO|SA,PO,Y
9011194436,11,1,5,1,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9011194498,8,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011194499,8,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011194542,11,1,3,3,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011194617,9,1,2,2,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011194618,9,1,2,2,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011194622,11,2,4,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011194623,6,1,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9011194626,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011194751,9,1,2,2,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011194752,12,1,1,3,1,0,1,0,AS|B1|BK|IN|PA|PE|PO|SA,PE,Y
9011194768,16,1,3,9,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9011194799,8,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011194958,7,2,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9011195087,8,1,2,1,1,0,0,0,B1|B2|IN|PA|PE|PO|SA,PE,Y
9011195093,7,1,1,1,1,0,1,0,AS|B1|IN|PA|PE|PO|SA,PE,Y
9011195139,9,1,1,3,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011195144,8,1,0,3,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011195201,11,1,2,1,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9011195295,7,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011195296,8,1,2,1,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9011195395,6,1,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9011195437,6,1,0,1,1,0,0,0,BK|IN|PA|PE|PO|SA,PE,Y
9011195486,7,1,1,1,1,0,1,0,AS|B1|IN|PA|PE|PO|SA,PE,Y
9011195533,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011195567,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011195589,9,1,1,2,1,0,1,0,AS|B1|BK|IN|PA|PE|PO|SA,PE,Y
9011195599,9,1,2,1,1,0,1,0,AS|B1|BK|IN|PA|PE|PO|SA,PE,Y
9011195601,7,1,0,2,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011195602,7,1,0,2,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011195642,6,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011195673,7,1,1,1,1,0,0,0,B1|BK|IN|PA|PE|PO|SA,PE,Y
9011195829,8,1,0,4,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011195913,10,2,1,1,2,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011195919,20,2,6,2,2,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA|WA,PE,Y
9011196111,10,1,2,1,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9011196134,14,1,3,4,1,0,0,0,B1|BK|IN|PA|PE|PO|PW|SA,PE,Y
9011196168,7,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011196169,15,3,0,3,3,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011196170,7,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011196182,6,1,1,1,1,0,0,0,B1|IN|PA|PE|PO|SA,PE,Y
9011196281,10,1,3,1,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|PW|SA,PE,Y
9011196296,7,1,0,1,1,0,0,0,GP|IN|PA|PE|PO|SA,PE,Y
9011196297,7,1,0,1,1,0,0,0,GP|IN|PA|PE|PO|SA,PE,Y
9011196444,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011196445,5,1,0,1,1,0,0,0,IN|PA|PE|PO|SA,PE,Y
9011196513,13,2,2,2,2,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9011196521,10,1,3,2,1,0,0,0,B1|B2|BK|IN|PA|PE|PO|SA,PE,Y
9011196569,6,1,0,1,1,0,1,0,AS|IN|PA|PE|PO|SA,PE,Y
