reconstructed_claim_id,settlement_chain_id,lifecycle_event_count,first_activity_date,last_activity_date,settlement_duration_days,payout_detected_flag,offset_detected_flag,withholding_detected_flag,interest_detected_flag,settlement_completion_status,chain_confidence_level
RC-9010877481-2-SURRENDER_CLAIM-C0-20190801,RC-9010877481-2-SURRENDER_CLAIM-C0-20190801-SC1,3,20190801,20190801,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010877890-1-DEATH_CLAIM-C0-20240108,RC-9010877890-1-DEATH_CLAIM-C0-20240108-SC1,4,20240108,20240108,0,Y,N,N,Y,COMPLETE,HIGH
RC-9010877890-2-SURRENDER_CLAIM-C0-20180408,RC-9010877890-2-SURRENDER_CLAIM-C0-20180408-SC1,1,20180408,20180408,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010877890-2-SURRENDER_CLAIM-C1-20190408,RC-9010877890-2-SURRENDER_CLAIM-C1-20190408-SC1,1,20190408,20190408,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010877890-2-SURRENDER_CLAIM-C2-20200408,RC-9010877890-2-SURRENDER_CLAIM-C2-20200408-SC1,1,20200408,20200408,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010877890-2-SURRENDER_CLAIM-C3-20210408,RC-9010877890-2-SURRENDER_CLAIM-C3-20210408-SC1,1,20210408,20210408,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010877890-2-SURRENDER_CLAIM-C4-20220408,RC-9010877890-2-SURRENDER_CLAIM-C4-20220408-SC1,1,20220408,20220408,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010877890-2-SURRENDER_CLAIM-C5-20230408,RC-9010877890-2-SURRENDER_CLAIM-C5-20230408-SC1,1,20230408,20230408,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010878099-1-SURRENDER_CLAIM-C0-20180211,RC-9010878099-1-SURRENDER_CLAIM-C0-20180211-SC1,3,20180211,20180214,3,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010878099-1-SURRENDER_CLAIM-C1-20190129,RC-9010878099-1-SURRENDER_CLAIM-C1-20190129-SC1,3,20190129,20190211,13,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010878099-1-SURRENDER_CLAIM-C2-20200205,RC-9010878099-1-SURRENDER_CLAIM-C2-20200205-SC1,3,20200205,20200211,6,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010878099-1-SURRENDER_CLAIM-C3-20210129,RC-9010878099-1-SURRENDER_CLAIM-C3-20210129-SC1,3,20210129,20210211,13,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010878099-1-SURRENDER_CLAIM-C4-20220128,RC-9010878099-1-SURRENDER_CLAIM-C4-20220128-SC1,3,20220128,20220211,14,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010878099-1-SURRENDER_CLAIM-C5-20230127,RC-9010878099-1-SURRENDER_CLAIM-C5-20230127-SC1,3,20230127,20230211,15,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010878099-1-SURRENDER_CLAIM-C6-20240130,RC-9010878099-1-SURRENDER_CLAIM-C6-20240130-SC1,3,20240130,20240211,12,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010878099-1-SURRENDER_CLAIM-C7-20250129,RC-9010878099-1-SURRENDER_CLAIM-C7-20250129-SC1,3,20250129,20250211,13,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010878099-1-SURRENDER_CLAIM-C8-20260203,RC-9010878099-1-SURRENDER_CLAIM-C8-20260203-SC1,3,20260203,20260211,8,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010878592-2-SURRENDER_CLAIM-C0-20180401,RC-9010878592-2-SURRENDER_CLAIM-C0-20180401-SC1,1,20180401,20180401,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010878592-2-SURRENDER_CLAIM-C1-20190401,RC-9010878592-2-SURRENDER_CLAIM-C1-20190401-SC1,1,20190401,20190401,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010878592-2-SURRENDER_CLAIM-C2-20200401,RC-9010878592-2-SURRENDER_CLAIM-C2-20200401-SC1,1,20200401,20200401,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010878592-2-SURRENDER_CLAIM-C3-20210401,RC-9010878592-2-SURRENDER_CLAIM-C3-20210401-SC1,1,20210401,20210401,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010878592-2-SURRENDER_CLAIM-C4-20220401,RC-9010878592-2-SURRENDER_CLAIM-C4-20220401-SC1,1,20220401,20220401,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010878592-2-SURRENDER_CLAIM-C5-20230401,RC-9010878592-2-SURRENDER_CLAIM-C5-20230401-SC1,1,20230401,20230401,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010878592-2-SURRENDER_CLAIM-C6-20240401,RC-9010878592-2-SURRENDER_CLAIM-C6-20240401-SC1,1,20240401,20240401,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010878592-2-SURRENDER_CLAIM-C7-20250401,RC-9010878592-2-SURRENDER_CLAIM-C7-20250401-SC1,1,20250401,20250401,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010878592-2-SURRENDER_CLAIM-C8-20260401,RC-9010878592-2-SURRENDER_CLAIM-C8-20260401-SC1,1,20260401,20260401,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010878904-2-SURRENDER_CLAIM-C0-20240318,RC-9010878904-2-SURRENDER_CLAIM-C0-20240318-SC1,2,20240318,20240318,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010879203-1-DEATH_CLAIM-C0-20230621,RC-9010879203-1-DEATH_CLAIM-C0-20230621-SC1,6,20230621,20230621,0,Y,N,N,N,COMPLETE,HIGH
RC-9010880225-1-DEATH_CLAIM-C0-20220116,RC-9010880225-1-DEATH_CLAIM-C0-20220116-SC1,6,20220116,20220116,0,Y,N,N,Y,COMPLETE,HIGH
RC-9010880362-1-SURRENDER_CLAIM-C0-20180303,RC-9010880362-1-SURRENDER_CLAIM-C0-20180303-SC1,1,20180303,20180303,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010880362-1-SURRENDER_CLAIM-C1-20181026,RC-9010880362-1-SURRENDER_CLAIM-C1-20181026-SC1,2,20181026,20181026,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010880362-1-SURRENDER_CLAIM-C10-20221209,RC-9010880362-1-SURRENDER_CLAIM-C10-20221209-SC1,11,20221209,20230606,179,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010880362-1-SURRENDER_CLAIM-C11-20230807,RC-9010880362-1-SURRENDER_CLAIM-C11-20230807-SC1,4,20230807,20230906,30,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010880362-1-SURRENDER_CLAIM-C12-20231204,RC-9010880362-1-SURRENDER_CLAIM-C12-20231204-SC1,2,20231204,20231204,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010880362-1-SURRENDER_CLAIM-C13-20240206,RC-9010880362-1-SURRENDER_CLAIM-C13-20240206-SC1,17,20240206,20241021,258,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010880362-1-SURRENDER_CLAIM-C14-20241226,RC-9010880362-1-SURRENDER_CLAIM-C14-20241226-SC1,7,20241226,20250303,67,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010880362-1-SURRENDER_CLAIM-C15-20250604,RC-9010880362-1-SURRENDER_CLAIM-C15-20250604-SC1,8,20250604,20251006,124,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010880362-1-SURRENDER_CLAIM-C16-20260107,RC-9010880362-1-SURRENDER_CLAIM-C16-20260107-SC1,3,20260107,20260303,55,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010880362-1-SURRENDER_CLAIM-C2-20190227,RC-9010880362-1-SURRENDER_CLAIM-C2-20190227-SC1,3,20190227,20190303,4,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010880362-1-SURRENDER_CLAIM-C3-20200218,RC-9010880362-1-SURRENDER_CLAIM-C3-20200218-SC1,5,20200218,20200312,23,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010880362-1-SURRENDER_CLAIM-C4-20200817,RC-9010880362-1-SURRENDER_CLAIM-C4-20200817-SC1,2,20200817,20200817,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010880362-1-SURRENDER_CLAIM-C5-20210302,RC-9010880362-1-SURRENDER_CLAIM-C5-20210302-SC1,3,20210302,20210303,1,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010880362-1-SURRENDER_CLAIM-C6-20210706,RC-9010880362-1-SURRENDER_CLAIM-C6-20210706-SC1,8,20210706,20211104,121,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010880362-1-SURRENDER_CLAIM-C7-20220209,RC-9010880362-1-SURRENDER_CLAIM-C7-20220209-SC1,5,20220209,20220304,23,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010880362-1-SURRENDER_CLAIM-C8-20220506,RC-9010880362-1-SURRENDER_CLAIM-C8-20220506-SC1,2,20220506,20220506,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010880362-1-SURRENDER_CLAIM-C9-20220708,RC-9010880362-1-SURRENDER_CLAIM-C9-20220708-SC1,6,20220708,20220919,73,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010881096-1-DEATH_CLAIM-C0-20230705,RC-9010881096-1-DEATH_CLAIM-C0-20230705-SC1,3,20230705,20230705,0,Y,N,N,N,COMPLETE,HIGH
RC-9010881096-2-SURRENDER_CLAIM-C0-20180304,RC-9010881096-2-SURRENDER_CLAIM-C0-20180304-SC1,1,20180304,20180304,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010881096-2-SURRENDER_CLAIM-C1-20190304,RC-9010881096-2-SURRENDER_CLAIM-C1-20190304-SC1,1,20190304,20190304,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010881096-2-SURRENDER_CLAIM-C2-20200304,RC-9010881096-2-SURRENDER_CLAIM-C2-20200304-SC1,1,20200304,20200304,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010881096-2-SURRENDER_CLAIM-C3-20210304,RC-9010881096-2-SURRENDER_CLAIM-C3-20210304-SC1,1,20210304,20210304,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010881096-2-SURRENDER_CLAIM-C4-20220304,RC-9010881096-2-SURRENDER_CLAIM-C4-20220304-SC1,1,20220304,20220304,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010881096-2-SURRENDER_CLAIM-C5-20230304,RC-9010881096-2-SURRENDER_CLAIM-C5-20230304-SC1,1,20230304,20230304,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010881272-1-SURRENDER_CLAIM-C0-20180225,RC-9010881272-1-SURRENDER_CLAIM-C0-20180225-SC1,3,20180225,20180326,29,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010881272-1-SURRENDER_CLAIM-C1-20190225,RC-9010881272-1-SURRENDER_CLAIM-C1-20190225-SC1,3,20190225,20190313,16,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010881272-1-SURRENDER_CLAIM-C2-20190806,RC-9010881272-1-SURRENDER_CLAIM-C2-20190806-SC1,1,20190806,20190806,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010881272-2-SURRENDER_CLAIM-C0-20190806,RC-9010881272-2-SURRENDER_CLAIM-C0-20190806-SC1,2,20190806,20190806,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010881273-2-SURRENDER_CLAIM-C0-20190806,RC-9010881273-2-SURRENDER_CLAIM-C0-20190806-SC1,2,20190806,20190806,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010881301-2-SURRENDER_CLAIM-C0-20180301,RC-9010881301-2-SURRENDER_CLAIM-C0-20180301-SC1,1,20180301,20180301,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010881301-2-SURRENDER_CLAIM-C1-20190301,RC-9010881301-2-SURRENDER_CLAIM-C1-20190301-SC1,1,20190301,20190301,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010881301-2-SURRENDER_CLAIM-C2-20200301,RC-9010881301-2-SURRENDER_CLAIM-C2-20200301-SC1,1,20200301,20200301,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010881301-2-SURRENDER_CLAIM-C3-20210301,RC-9010881301-2-SURRENDER_CLAIM-C3-20210301-SC1,1,20210301,20210301,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010881301-2-SURRENDER_CLAIM-C4-20220301,RC-9010881301-2-SURRENDER_CLAIM-C4-20220301-SC1,1,20220301,20220301,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010881301-2-SURRENDER_CLAIM-C5-20230301,RC-9010881301-2-SURRENDER_CLAIM-C5-20230301-SC1,1,20230301,20230301,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010881301-2-SURRENDER_CLAIM-C6-20240301,RC-9010881301-2-SURRENDER_CLAIM-C6-20240301-SC1,1,20240301,20240301,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010881301-2-SURRENDER_CLAIM-C7-20250301,RC-9010881301-2-SURRENDER_CLAIM-C7-20250301-SC1,1,20250301,20250301,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010881301-2-SURRENDER_CLAIM-C8-20260301,RC-9010881301-2-SURRENDER_CLAIM-C8-20260301-SC1,1,20260301,20260301,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010881974-1-DEATH_CLAIM-C0-20220529,RC-9010881974-1-DEATH_CLAIM-C0-20220529-SC1,4,20220529,20220529,0,Y,N,N,Y,COMPLETE,HIGH
RC-9010881975-1-DEATH_CLAIM-C0-20220730,RC-9010881975-1-DEATH_CLAIM-C0-20220730-SC1,4,20220730,20220730,0,Y,N,N,N,COMPLETE,HIGH
RC-9010882195-1-DISBURSEMENT_CLAIM-C0-20180405,RC-9010882195-1-DISBURSEMENT_CLAIM-C0-20180405-SC1,3,20180405,20180409,4,Y,N,N,N,COMPLETE,HIGH
RC-9010882195-1-DISBURSEMENT_CLAIM-C1-20190418,RC-9010882195-1-DISBURSEMENT_CLAIM-C1-20190418-SC1,2,20190418,20190418,0,Y,N,N,N,COMPLETE,HIGH
RC-9010882408-1-SURRENDER_CLAIM-C0-20180307,RC-9010882408-1-SURRENDER_CLAIM-C0-20180307-SC1,3,20180307,20180311,4,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010882408-1-SURRENDER_CLAIM-C1-20190307,RC-9010882408-1-SURRENDER_CLAIM-C1-20190307-SC1,3,20190307,20190311,4,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010882408-1-SURRENDER_CLAIM-C2-20200306,RC-9010882408-1-SURRENDER_CLAIM-C2-20200306-SC1,3,20200306,20200311,5,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010882408-1-SURRENDER_CLAIM-C3-20210311,RC-9010882408-1-SURRENDER_CLAIM-C3-20210311-SC1,3,20210311,20210317,6,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010882408-1-SURRENDER_CLAIM-C4-20220304,RC-9010882408-1-SURRENDER_CLAIM-C4-20220304-SC1,3,20220304,20220311,7,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010882408-1-SURRENDER_CLAIM-C5-20230311,RC-9010882408-1-SURRENDER_CLAIM-C5-20230311-SC1,3,20230311,20230314,3,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010882408-1-SURRENDER_CLAIM-C6-20240306,RC-9010882408-1-SURRENDER_CLAIM-C6-20240306-SC1,3,20240306,20240311,5,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010882408-1-SURRENDER_CLAIM-C7-20250311,RC-9010882408-1-SURRENDER_CLAIM-C7-20250311-SC1,1,20250311,20250311,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010882408-1-SURRENDER_CLAIM-C8-20260309,RC-9010882408-1-SURRENDER_CLAIM-C8-20260309-SC1,3,20260309,20260311,2,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010882416-1-DISBURSEMENT_CLAIM-C0-20201130,RC-9010882416-1-DISBURSEMENT_CLAIM-C0-20201130-SC1,2,20201130,20201130,0,Y,N,N,N,COMPLETE,HIGH
RC-9010883172-1-SURRENDER_CLAIM-C0-20180314,RC-9010883172-1-SURRENDER_CLAIM-C0-20180314-SC1,1,20180314,20180314,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010883172-1-SURRENDER_CLAIM-C1-20190314,RC-9010883172-1-SURRENDER_CLAIM-C1-20190314-SC1,1,20190314,20190314,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010883172-1-SURRENDER_CLAIM-C2-20200314,RC-9010883172-1-SURRENDER_CLAIM-C2-20200314-SC1,1,20200314,20200314,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010883172-1-SURRENDER_CLAIM-C3-20210314,RC-9010883172-1-SURRENDER_CLAIM-C3-20210314-SC1,1,20210314,20210314,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010883172-1-SURRENDER_CLAIM-C4-20220314,RC-9010883172-1-SURRENDER_CLAIM-C4-20220314-SC1,1,20220314,20220314,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010883172-1-SURRENDER_CLAIM-C5-20230314,RC-9010883172-1-SURRENDER_CLAIM-C5-20230314-SC1,1,20230314,20230314,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010883172-1-SURRENDER_CLAIM-C6-20240314,RC-9010883172-1-SURRENDER_CLAIM-C6-20240314-SC1,1,20240314,20240314,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010883172-1-SURRENDER_CLAIM-C7-20250314,RC-9010883172-1-SURRENDER_CLAIM-C7-20250314-SC1,1,20250314,20250314,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010883172-1-SURRENDER_CLAIM-C8-20260314,RC-9010883172-1-SURRENDER_CLAIM-C8-20260314-SC1,1,20260314,20260314,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010883239-1-DISBURSEMENT_CLAIM-C0-20210727,RC-9010883239-1-DISBURSEMENT_CLAIM-C0-20210727-SC1,2,20210727,20210727,0,Y,N,N,N,COMPLETE,HIGH
RC-9010883244-1-SURRENDER_CLAIM-C0-20180314,RC-9010883244-1-SURRENDER_CLAIM-C0-20180314-SC1,1,20180314,20180314,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010883244-1-SURRENDER_CLAIM-C1-20190314,RC-9010883244-1-SURRENDER_CLAIM-C1-20190314-SC1,1,20190314,20190314,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010883244-1-SURRENDER_CLAIM-C2-20200314,RC-9010883244-1-SURRENDER_CLAIM-C2-20200314-SC1,1,20200314,20200314,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010883244-1-SURRENDER_CLAIM-C3-20210314,RC-9010883244-1-SURRENDER_CLAIM-C3-20210314-SC1,1,20210314,20210314,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010883244-1-SURRENDER_CLAIM-C4-20220314,RC-9010883244-1-SURRENDER_CLAIM-C4-20220314-SC1,1,20220314,20220314,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010883244-1-SURRENDER_CLAIM-C5-20230314,RC-9010883244-1-SURRENDER_CLAIM-C5-20230314-SC1,1,20230314,20230314,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010883244-1-SURRENDER_CLAIM-C6-20240314,RC-9010883244-1-SURRENDER_CLAIM-C6-20240314-SC1,1,20240314,20240314,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010883244-1-SURRENDER_CLAIM-C7-20250314,RC-9010883244-1-SURRENDER_CLAIM-C7-20250314-SC1,1,20250314,20250314,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010883244-1-SURRENDER_CLAIM-C8-20260314,RC-9010883244-1-SURRENDER_CLAIM-C8-20260314-SC1,1,20260314,20260314,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010883245-1-DEATH_CLAIM-C0-20211216,RC-9010883245-1-DEATH_CLAIM-C0-20211216-SC1,3,20211216,20211216,0,Y,N,N,N,COMPLETE,HIGH
RC-9010883245-2-SURRENDER_CLAIM-C0-20180317,RC-9010883245-2-SURRENDER_CLAIM-C0-20180317-SC1,1,20180317,20180317,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010883245-2-SURRENDER_CLAIM-C1-20190317,RC-9010883245-2-SURRENDER_CLAIM-C1-20190317-SC1,1,20190317,20190317,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010883245-2-SURRENDER_CLAIM-C2-20200317,RC-9010883245-2-SURRENDER_CLAIM-C2-20200317-SC1,1,20200317,20200317,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010883245-2-SURRENDER_CLAIM-C3-20210317,RC-9010883245-2-SURRENDER_CLAIM-C3-20210317-SC1,1,20210317,20210317,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010883246-1-DEATH_CLAIM-C0-20241225,RC-9010883246-1-DEATH_CLAIM-C0-20241225-SC1,4,20241225,20241225,0,Y,N,N,Y,COMPLETE,HIGH
RC-9010883246-2-SURRENDER_CLAIM-C0-20180408,RC-9010883246-2-SURRENDER_CLAIM-C0-20180408-SC1,1,20180408,20180408,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010883246-2-SURRENDER_CLAIM-C1-20190408,RC-9010883246-2-SURRENDER_CLAIM-C1-20190408-SC1,1,20190408,20190408,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010883246-2-SURRENDER_CLAIM-C2-20200408,RC-9010883246-2-SURRENDER_CLAIM-C2-20200408-SC1,1,20200408,20200408,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010883246-2-SURRENDER_CLAIM-C3-20210408,RC-9010883246-2-SURRENDER_CLAIM-C3-20210408-SC1,1,20210408,20210408,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010883246-2-SURRENDER_CLAIM-C4-20220408,RC-9010883246-2-SURRENDER_CLAIM-C4-20220408-SC1,1,20220408,20220408,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010883246-2-SURRENDER_CLAIM-C5-20230408,RC-9010883246-2-SURRENDER_CLAIM-C5-20230408-SC1,1,20230408,20230408,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010883246-2-SURRENDER_CLAIM-C6-20240408,RC-9010883246-2-SURRENDER_CLAIM-C6-20240408-SC1,1,20240408,20240408,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010883533-1-SURRENDER_CLAIM-C0-20180131,RC-9010883533-1-SURRENDER_CLAIM-C0-20180131-SC1,207,20180131,20260423,3004,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010883563-1-DEATH_CLAIM-C0-20250305,RC-9010883563-1-DEATH_CLAIM-C0-20250305-SC1,4,20250305,20250305,0,Y,N,N,N,COMPLETE,HIGH
RC-9010883731-2-SURRENDER_CLAIM-C0-20180324,RC-9010883731-2-SURRENDER_CLAIM-C0-20180324-SC1,1,20180324,20180324,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010883731-2-SURRENDER_CLAIM-C1-20190324,RC-9010883731-2-SURRENDER_CLAIM-C1-20190324-SC1,1,20190324,20190324,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010883731-2-SURRENDER_CLAIM-C2-20200324,RC-9010883731-2-SURRENDER_CLAIM-C2-20200324-SC1,1,20200324,20200324,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010883731-2-SURRENDER_CLAIM-C3-20210324,RC-9010883731-2-SURRENDER_CLAIM-C3-20210324-SC1,1,20210324,20210324,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010883731-2-SURRENDER_CLAIM-C4-20220324,RC-9010883731-2-SURRENDER_CLAIM-C4-20220324-SC1,1,20220324,20220324,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010883731-2-SURRENDER_CLAIM-C5-20230324,RC-9010883731-2-SURRENDER_CLAIM-C5-20230324-SC1,1,20230324,20230324,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010883731-2-SURRENDER_CLAIM-C6-20240324,RC-9010883731-2-SURRENDER_CLAIM-C6-20240324-SC1,1,20240324,20240324,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010883731-2-SURRENDER_CLAIM-C7-20250324,RC-9010883731-2-SURRENDER_CLAIM-C7-20250324-SC1,1,20250324,20250324,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010883731-2-SURRENDER_CLAIM-C8-20260324,RC-9010883731-2-SURRENDER_CLAIM-C8-20260324-SC1,1,20260324,20260324,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010884052-2-SURRENDER_CLAIM-C0-20180321,RC-9010884052-2-SURRENDER_CLAIM-C0-20180321-SC1,1,20180321,20180321,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010884052-2-SURRENDER_CLAIM-C1-20190321,RC-9010884052-2-SURRENDER_CLAIM-C1-20190321-SC1,1,20190321,20190321,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010884052-2-SURRENDER_CLAIM-C2-20190823,RC-9010884052-2-SURRENDER_CLAIM-C2-20190823-SC1,3,20190823,20190823,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9010885383-1-DEATH_CLAIM-C0-20230317,RC-9010885383-1-DEATH_CLAIM-C0-20230317-SC1,5,20230317,20230317,0,Y,N,N,N,COMPLETE,HIGH
RC-9010885441-3-SURRENDER_CLAIM-C0-20180322,RC-9010885441-3-SURRENDER_CLAIM-C0-20180322-SC1,1,20180322,20180322,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010885441-3-SURRENDER_CLAIM-C1-20190322,RC-9010885441-3-SURRENDER_CLAIM-C1-20190322-SC1,1,20190322,20190322,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010885441-3-SURRENDER_CLAIM-C2-20200322,RC-9010885441-3-SURRENDER_CLAIM-C2-20200322-SC1,1,20200322,20200322,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010885441-3-SURRENDER_CLAIM-C3-20210322,RC-9010885441-3-SURRENDER_CLAIM-C3-20210322-SC1,1,20210322,20210322,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010885441-3-SURRENDER_CLAIM-C4-20220322,RC-9010885441-3-SURRENDER_CLAIM-C4-20220322-SC1,1,20220322,20220322,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010885441-3-SURRENDER_CLAIM-C5-20230322,RC-9010885441-3-SURRENDER_CLAIM-C5-20230322-SC1,1,20230322,20230322,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010885441-3-SURRENDER_CLAIM-C6-20240322,RC-9010885441-3-SURRENDER_CLAIM-C6-20240322-SC1,1,20240322,20240322,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010885441-3-SURRENDER_CLAIM-C7-20250322,RC-9010885441-3-SURRENDER_CLAIM-C7-20250322-SC1,1,20250322,20250322,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010885441-3-SURRENDER_CLAIM-C8-20260322,RC-9010885441-3-SURRENDER_CLAIM-C8-20260322-SC1,1,20260322,20260322,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9010886528-2-SURRENDER_CLAIM-C0-20180228,RC-9010886528-2-SURRENDER_CLAIM-C0-20180228-SC1,2,20180228,20180228,0,N,N,N,N,INCOMPLETE,MEDIUM
