policy_number,name_id,relationship_roles,role_count,individual_or_business,overlap_type,potential_resolution_risk
9010446741,588864,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010447475,588887,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010447574,588891,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010448025,588904,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010448181,588906,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010448609,588922,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010448810,590526,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010448828,590527,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010449013,588932,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010449017,588933,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010449074,588946,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010449075,588947,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010449334,588954,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010449417,588956,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010449498,590528,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010449532,590529,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010449559,588965,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010450300,590532,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010450811,589008,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010450906,590533,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010451148,589016,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010451149,589017,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010451215,590538,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010451453,589027,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010451596,589029,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010452304,589049,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010452305,589050,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010452575,590543,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010455617,590549,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010455884,589095,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010456114,589096,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010456182,589098,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010456188,589102,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010456751,589114,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010456928,589121,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010457291,589133,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010457536,589139,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010457537,589140,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010458525,589165,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010458526,589166,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010459011,589182,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010459164,589187,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010459421,589193,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010459527,608768,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010459579,589198,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010459653,589200,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010459723,589204,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010459850,589215,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010460276,589218,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010460323,590566,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010460406,590567,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010460653,589228,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010461210,590340,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010461753,589261,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010462057,589263,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010462415,589269,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010463017,590577,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010463161,590578,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010463420,589292,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010463553,589299,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010464265,589314,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010464590,589327,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010464869,589330,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010464870,589331,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010465331,589343,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010465363,589346,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010465451,589347,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010466392,589359,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010466702,589370,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010466706,589373,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010467154,590595,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010467185,589392,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010467500,590596,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010468945,589407,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010469081,589416,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010469579,589422,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010469666,590603,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010469728,589426,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010469984,590578,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010471046,590610,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010471532,589438,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010471534,589440,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010471933,590612,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010473867,589458,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010473868,589459,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010475576,589490,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010475850,589493,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010476803,589501,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010477512,589507,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010477513,589508,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010478048,589515,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010478213,590626,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010478214,590627,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010478259,589516,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010478260,589517,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010478574,589523,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010478890,589529,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010479749,589532,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010480683,589539,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010481459,590635,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010483380,589565,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010483386,589566,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010484578,590636,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010484821,589573,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010484864,590637,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010486961,589586,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010487125,589591,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010488273,589601,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010488274,589602,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010488878,590649,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010489508,589606,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010491000,590653,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010496486,590681,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010497263,590688,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010497264,590689,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010497363,590694,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010498153,590699,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010498260,589652,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010498617,590701,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010499349,590708,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010499674,589658,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010499702,589664,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010500671,590718,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010501466,590724,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010501836,589673,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010502776,590731,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010502820,590732,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010503391,590736,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010505481,589691,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010506497,589697,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010506789,589699,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010507004,590771,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010507005,590772,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010507705,590775,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010511240,589714,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010511355,589715,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010513627,590810,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010513711,590812,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010513712,590813,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010513848,590817,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010513849,590818,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010514051,590819,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010514052,590820,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010516211,590830,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010516466,589746,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010517231,589748,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010518051,589758,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010521160,590844,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010521651,589775,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010523097,590856,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010524282,590863,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010525250,589798,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010526232,590873,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010526522,589801,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010526526,589803,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010527102,589808,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010527103,589809,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010527336,590879,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010529613,589813,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010532612,590903,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010538650,622754,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010540774,589823,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010541669,589830,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010542288,590400,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010544183,590939,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010545196,622756,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010546964,589849,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010547021,589850,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010547892,589860,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010548366,590950,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010550564,589869,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010552856,590962,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010555714,590965,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010556736,604925,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010560185,589896,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010564241,590980,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010565013,589901,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010576755,589917,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010578323,590989,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010578820,589327,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010580464,589920,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010580685,589922,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010583923,590993,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010586005,590996,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010590419,589928,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010591112,589933,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010607249,589941,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010615192,589359,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010639996,591009,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010713704,342153,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010713707,597295,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010715467,597299,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010716973,588721,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010717034,597313,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010717447,314674,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010718276,597320,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010718277,597321,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010718278,597322,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010718309,597324,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010721848,597341,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010721849,587996,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010722516,597343,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010722550,597346,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010722734,597347,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010723386,597349,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010723387,352591,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010723388,597350,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010723523,597351,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
