PLAN,FORM,DESCR,PAR,SEX,BASIS,NFOINT,LOANINT,LOANINTX,DEPINT,VARDB,VARGP,LOAGE,HIAGE,RENEW,PAYYRS,PAYAGE,INSYRS,INSAGE,ANNL,SEMI,QTRL,MTHD,MTHB,ANNLFEE,SEMIFEE,QTRLFEE,MTHDFEE,MTHBFEE,INITVAL,MKTG,PRODUCT,CALCADV,COMMID,MINUNIT,MAXUNIT,BPOLFEE,BACTIVE,RRULE,AGTRSV,AUTONFO,PLANTYPE,INTMETHTV,INTMETHCV,DEFICIENCY,HDEDMETHOD,PLANVALOPT,GDVARYGP,GDVARYDB,GDVARYCV,GDVARYTV,GDVARYDV,UWVARYGP,UWVARYDB,UWVARYCV,UWVARYTV,UWVARYDV,BDVARYGP,BDVARYDB,BDVARYCV,BDVARYTV,BDVARYDV,STVARYGP,STVARYDB,STVARYCV,STVARYTV,STVARYDV,CONVCOMM,PLANNAME,HRENEW,HLOB,HCOMMIP,HRIGPKEY,SIMPLEINT,MLAPSE,MNOTE10,MNAICLOB,MNFOANNV,MGTDANNV
5CDT10,8142,L10 CHILD TERM RIDER,0,,,,0.00,A,0.00,0,4,00,25,N,00,25,00,25,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,0,99,,N,B,0.00,0,,,A,N,,Y,N,N,N,Y,N,N,N,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,,L10 CHILD TERM RIDER,,,F,F,,0,,NAPLAN,,
9GPO10,8143,L10 GPO OLD,0,,,,0.00,A,0.00,0,4,00,40,N,08,00,08,00,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,N,,0,99,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,,L10 GPO OLD,,,F,F,,0,,NAPLAN,,
9JPO10,8144,L10 JUVENILE PURCHASE OPTION - OLD,0,,,,0.00,A,0.00,0,4,00,18,N,00,40,00,40,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,N,,0,99,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,,L10 JUVENILE PURCHASE OPTION - OLD,,,F,F,,0,,NAPLAN,,
1L1095,L10,L10 - LPU95     POST 1997 LIFE,0,,,A,7.40,A,0.00,0,4,00,85,N,00,95,100,00,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,N,,0,99,,N,B,0.00,0,,,0,N,,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,,L10 - LPU95     POST 1997 LIFE,,,F,F,,0,,NAPLAN,,
1L10SR,L10,L10 - LPU95   POST 1997  SENIOR LIFE,0,,,A,7.40,A,0.00,0,4,50,85,N,00,95,100,00,100.0000,50.0000,25.0000,8.3333,8.3333,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,13,N,,0,99,,N,B,0.00,0,,,0,N,,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,,L10 - LPU95   POST 1997  SENIOR LIFE,,,F,F,,0,,NAPLAN,,
1L10OD,L10,L10 - LPU95       PRE 1997,0,,,A,7.40,A,0.00,0,4,00,85,N,00,95,100,00,100.0000,50.0000,25.0000,8.3345,8.3345,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,N,,0,99,,N,B,0.00,0,,,0,N,,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,,L10 - LPU95       PRE 1997,,,F,F,,0,,NAPLAN,,
1L10PR,L10 UNI,L10 - LPU95       PRE 1997,0,,,A,0.00,A,0.00,0,4,00,85,N,00,95,00,100,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,N,,0,99,,N,B,0.00,0,,,0,N,,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,N,Y,Y,N,Y,N,N,N,N,,L10 - LPU95       PRE 1997,,,F,F,,0,,NAPLAN,,
7SDT10,8141,L10 SPOUSE DECREASING TERM,0,,,,0.00,A,0.00,3,4,18,55,N,00,65,00,65,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,0,99,,N,B,0.00,0,,,A,N,,Y,N,N,N,Y,N,N,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,,L10 SPOUSE DECREASING TERM,,,F,F,,0,,NAPLAN,,
910SWP,8139,L10 SPOUSE WP,0,,,,0.00,A,0.00,0,4,18,55,N,00,64,00,64,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,N,,0,99,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,,L10 SPOUSE WP,,,F,F,,0,,NAPLAN,,
1L10SO,L10,L10 - LPU95  SR.     PRE 1997,0,,,C,7.40,A,0.00,0,4,50,85,N,00,95,00,100,100.0000,50.0000,25.0016,8.3328,8.3328,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,13,N,,0,99,,N,B,0.00,0,,,0,N,,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,Y,N,Y,N,N,N,N,,L10 - LPU95  SR.     PRE 1997,,,F,F,,0,,NAPLAN,,
9WPL10,8139,L10 WAIVER OF PREMIUM   POST 1997,0,,,,0.00,A,0.00,0,4,19,55,N,00,60,00,60,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,N,,0,99,,N,B,0.00,0,,,A,N,,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,,L10 WAIVER OF PREMIUM   POST 1997,,,F,F,,0,,NAPLAN,,
9CDTWP,8139,L10 CHILD WP,0,,,,0.00,A,0.00,0,4,00,25,N,00,25,00,25,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,N,,0,99,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,,L10 CHILD WP,,,F,F,,0,,NAPLAN,,
9OLDWP,8139,WAIVER OF PREMIUM - L10,0,,,,0.00,A,0.00,0,4,19,55,N,00,60,00,60,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,N,,0,99,,N,B,0.00,0,,,A,N,,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,,WAIVER OF PREMIUM - L10,,,F,F,,0,,NAPLAN,,
910RWP,8139,L10 WAIVER OF PREMIUM   POST 1997,0,,,,0.00,A,0.00,0,4,19,55,N,00,60,00,60,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,13,N,,0,99,,N,B,0.00,0,,,A,N,,Y,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,,L10 WAIVER OF PREMIUM   POST 1997,,,F,F,,0,,NAPLAN,,
1L14SC,L14,WHOLE LIFE,0,,,A,7.40,A,0.00,0,4,45,85,N,00,100,00,100,100.0000,50.0000,25.0000,8.3333,8.3333,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,13,N,,0,99,,N,B,0.00,0,,,0,N,,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,Y,Y,N,Y,N,N,N,N,,WHOLE LIFE,,,F,F,,0,,NAPLAN,,
1L15GD,L15,"GRADED DEATH BENEFIT, WHOLE LIFE",0,,,A,7.40,A,0.00,0,4,45,85,N,00,100,00,100,100.0000,50.0000,25.0000,8.3333,8.3333,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,13,N,,0,99,,N,B,0.00,0,,,0,N,,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,,"GRADED DEATH BENEFIT, WHOLE LIFE",,,F,F,,0,,NAPLAN,,
9ADB15,L15 INHER,INHERENT ACCIDENTAL DEATH (3 YR) FOR L15,0,,,,0.00,A,0.00,0,4,45,85,N,03,00,03,00,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,13,N,,0,99,,N,B,0.00,0,,,A,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,INHERENT ACCIDENTAL DEATH (3 YR) FOR L15,,,F,F,,0,,NAPLAN,,
1L16GD,L16,"GRADED DEATH BENEFIT, WHOLE LIFE",0,,,A,0.00,A,0.00,2,4,50,70,N,00,100,00,100,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,13,N,,0,99,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,N,N,,"GRADED DEATH BENEFIT, WHOLE LIFE",,,F,F,,0,,NAPLAN,,
9L16PF,L16 INHER,"GRADED DEATH BENEFIT, WHOLE LIFE",0,,,,0.00,A,0.00,1,4,50,70,N,02,00,02,00,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,13,N,,0,99,,N,B,0.00,0,,,A,N,,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,,"GRADED DEATH BENEFIT, WHOLE LIFE",,,F,F,,0,,NAPLAN,,
10L171,L17,SINGLE PREMIUM WHOLE LIFE,0,,,A,0.00,A,0.00,0,4,00,18,N,1,0,00,100,100.0000,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,N,,0,99,,N,B,0.00,0,,,0,N,,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,SINGLE PREMIUM WHOLE LIFE,,,F,F,,0,,NAPLAN,,
117JPO,L17,SINGLE PREMIUM WHOLE LIFE,0,,,A,0.00,A,0.00,0,4,00,18,N,00,00,00,100,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,N,,0,99,,N,B,0.00,0,,,0,N,,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,SINGLE PREMIUM WHOLE LIFE,,,F,F,,0,,NAPLAN,,
10L172,L17,SINGLE PREMIUM WHOLE LIFE,0,,,A,0.00,A,0.00,0,4,00,18,N,1,0,00,100,100.0000,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,N,,0,99,,N,B,0.00,0,,,0,N,,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,,SINGLE PREMIUM WHOLE LIFE,,,F,F,,0,,NAPLAN,,
17MJPO,L17,SINGLE PREMIUM WHOLE LIFE,0,,,A,0.00,A,0.00,0,4,00,18,N,00,00,00,100,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,N,,0,99,,N,B,0.00,0,,,0,N,,Y,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,,SINGLE PREMIUM WHOLE LIFE,,,F,F,,0,,NAPLAN,,
1L17SP,L17,"SINGLE PREMIUM, WHOLE LIFE",0,,,A,0.00,A,0.00,0,4,00,18,N,1,0,00,100,100.0000,0,0,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,N,,0,99,,N,B,0.00,0,,,0,N,,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,Y,Y,N,Y,N,N,N,N,,"SINGLE PREMIUM, WHOLE LIFE",,,F,F,,0,,NAPLAN,,
9SLADB,SAL ADB,SAL ACCIDENTAL DEATH BENEFIT,0,,,,0.00,A,0.00,0,4,00,75,N,100,00,100,00,100.0000,62.8866,37.8866,12.8866,12.8866,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,70,N,,0,99,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,,SAL ACCIDENTAL DEATH BENEFIT,,,F,F,,0,,NAPLAN,,
1SALML,SAL ML,MODIFIED LIFE,0,,,4,0.00,A,0.00,0,4,00,75,N,100,00,100,00,100.0000,62.8866,37.8866,12.8866,12.8866,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,70,N,,0,99,,N,B,0.00,0,,,0,N,,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,,MODIFIED LIFE,,,F,F,,0,,NAPLAN,,
1SALMI,SAL ML,MULTIPLE INSUREDS SAL MODIFIED LIFE,0,,,4,0.00,A,0.00,0,4,00,75,N,100,00,100,00,100.0000,62.8866,37.8866,12.8866,12.8866,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,70,N,,0,99,,N,B,0.00,0,,,0,N,,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,Y,Y,N,Y,N,N,N,N,,MULTIPLE INSUREDS SAL MODIFIED LIFE,,,F,F,,0,,NAPLAN,,
1SALOL,,ORDINARY WHOLE LIFE,0,,,4,0.00,A,0.00,0,4,00,75,N,100,00,100,00,100.0000,54.9603,29.9603,4.9603,4.9603,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,70,N,,0,99,,N,B,0.00,0,,,0,N,,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,Y,Y,N,Y,N,N,N,N,,ORDINARY WHOLE LIFE,,,F,F,,0,,NAPLAN,,
9WP646,0823,WAIVER OF PREMIUM,0,,,,0.00,A,0.00,0,4,20,60,N,00,69,00,69,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,0,99,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,,WAIVER OF PREMIUM,,,F,F,,0,,NAPLAN,,
