mpolicy,claimstat,mpaid,mface,dividends,loan,netdb,premium,suspense,mintrate,mintamt,adjust,pddate_blank,payee_rows,payee_sum,mpaid_payee_delta,recon_class
011079130C,99,3185.36,0.0,0.0,0.0,3185.36,0.0,0.0,0.0,0.0,0.0,Y,1,2864.64,320.72,MISMATCH
011191896C,99,3183.36,0.0,0.0,0.0,3183.36,0.0,0.0,0.0,0.0,0.0,Y,1,3230.71,-47.35,MISMATCH
011084438C,99,3172.65,0.0,0.0,0.0,3172.65,0.0,0.0,0.0,0.0,0.0,Y,1,3172.65,0.0,MATCH
011118183C,99,3149.79,0.0,0.0,0.0,3149.79,0.0,0.0,0.0,0.0,0.0,Y,1,3160.7,-10.91,MISMATCH
011187167C,99,3145.0,0.0,0.0,0.0,3145.0,0.0,0.0,0.0,0.0,0.0,Y,1,3145.0,0.0,MATCH
011103665C,99,3142.95,0.0,0.0,0.0,3142.95,0.0,0.0,0.0,0.0,0.0,Y,1,3146.98,-4.03,MISMATCH
011110116C,99,3138.89,0.0,0.0,0.0,3138.89,0.0,0.0,0.0,0.0,0.0,Y,1,3198.01,-59.12,MISMATCH
011211451C,99,3136.08,0.0,0.0,0.0,3136.08,0.0,0.0,0.0,0.0,0.0,Y,1,3142.57,-6.49,MISMATCH
011221211C,99,1939.16,0.0,0.0,37547.02,-31307.86,0.0,0.0,0.0,33247.02,0.0,Y,1,1692.44,246.72,MISMATCH
010360289C,99,3129.06,0.0,0.0,0.0,3129.06,0.0,0.0,0.0,0.0,0.0,Y,1,6139.1,-3010.04,MISMATCH
010772916C,99,31228.79,0.0,0.0,0.0,31228.79,0.0,0.0,0.0,0.0,0.0,Y,1,31228.79,0.0,MATCH
010756940C,99,3105.52,0.0,0.0,0.0,3105.52,0.0,0.0,0.0,0.0,0.0,Y,1,2547.92,557.6,MISMATCH
010360290C,99,3104.07,0.0,0.0,0.0,3104.07,0.0,0.0,0.0,0.0,0.0,Y,1,6023.72,-2919.65,MISMATCH
011188377C,99,3103.3,0.0,0.0,0.0,3103.3,0.0,0.0,0.0,0.0,0.0,Y,1,3160.03,-56.73,MISMATCH
011118229C,99,3091.43,0.0,0.0,0.0,3091.43,0.0,0.0,0.0,0.0,0.0,Y,1,2716.57,374.86,MISMATCH
010726317C,99,3084.94,0.0,0.0,0.0,3084.94,0.0,0.0,0.0,0.0,0.0,Y,1,2032.22,1052.72,MISMATCH
011150263C,99,3078.22,0.0,0.0,0.0,3078.22,0.0,0.0,0.0,0.0,0.0,Y,1,3209.32,-131.1,MISMATCH
010367705C,99,3043.61,0.0,0.0,0.0,3043.61,0.0,0.0,0.0,0.0,0.0,Y,1,5899.62,-2856.01,MISMATCH
010855657C,99,3041.33,0.0,0.0,0.0,3041.33,0.0,0.0,0.0,0.0,0.0,Y,1,1799.41,1241.92,MISMATCH
010756941C,99,3024.55,0.0,0.0,0.0,3024.55,0.0,0.0,0.0,0.0,0.0,Y,1,2357.99,666.56,MISMATCH
011110271C,99,30202.29,0.0,0.0,0.0,30202.29,0.0,0.0,0.0,0.0,0.0,Y,1,11209.37,18992.92,MISMATCH
010877481C,99,3020.38,0.0,0.0,0.0,3020.38,0.0,0.0,0.0,0.0,0.0,Y,1,1787.78,1232.6,MISMATCH
011046268C,99,30105.42,0.0,0.0,0.0,30105.42,0.0,0.0,0.0,0.0,0.0,Y,1,30105.42,0.0,MATCH
011154479C,99,3009.04,0.0,0.0,0.0,3009.04,0.0,0.0,0.0,0.0,0.0,Y,1,3014.69,-5.65,MISMATCH
015000450C,99,2996.25,0.0,0.0,0.0,2996.25,0.0,0.0,0.0,0.0,0.0,Y,1,2996.89,-0.64,MISMATCH
010858099C,99,29834.97,0.0,0.0,0.0,29834.97,0.0,0.0,0.0,0.0,0.0,Y,1,32.82,29802.15,MISMATCH
010895936C,99,2983.43,0.0,0.0,0.0,2983.43,0.0,0.0,0.0,0.0,0.0,Y,1,221.89,2761.54,MISMATCH
010836582C,99,2965.44,0.0,0.0,0.0,2965.44,0.0,0.0,0.0,0.0,0.0,Y,1,2407.92,557.52,MISMATCH
010813804C,99,2956.56,0.0,0.0,0.0,2956.56,0.0,0.0,0.0,0.0,0.0,Y,1,1714.25,1242.31,MISMATCH
011125619C,99,2945.0,0.0,0.0,0.0,2945.0,0.0,0.0,0.0,0.0,0.0,Y,1,2945.0,0.0,MATCH
010834489C,99,2944.92,0.0,0.0,0.0,2944.92,0.0,0.0,0.0,0.0,0.0,Y,1,2642.36,302.56,MISMATCH
011199709C,99,2923.55,0.0,0.0,0.0,2923.55,0.0,0.0,0.0,0.0,0.0,Y,1,2993.01,-69.46,MISMATCH
010904808C,99,2923.15,0.0,0.0,0.0,2923.15,0.0,0.0,0.0,0.0,0.0,Y,1,140.78,2782.37,MISMATCH
011150435C,99,2911.67,0.0,0.0,0.0,2911.67,0.0,0.0,0.0,0.0,0.0,Y,1,2911.67,0.0,MATCH
010904810C,99,2898.77,0.0,0.0,0.0,2898.77,0.0,0.0,0.0,0.0,0.0,Y,1,108.49,2790.28,MISMATCH
011196281C,99,2883.08,0.0,0.0,0.0,2883.08,0.0,0.0,0.0,0.0,0.0,Y,1,2893.91,-10.83,MISMATCH
010899761C,99,2867.02,0.0,0.0,0.0,2867.02,0.0,0.0,0.0,0.0,0.0,Y,1,1830.18,1036.84,MISMATCH
011184139C,99,2856.25,0.0,0.0,0.0,2856.25,0.0,0.0,0.0,0.0,0.0,Y,1,2856.25,0.0,MATCH
011184470C,99,2855.0,0.0,0.0,0.0,2855.0,0.0,0.0,0.0,0.0,0.0,Y,1,2855.0,0.0,MATCH
010738752C,99,2852.87,0.0,0.0,0.0,2852.87,0.0,0.0,0.0,0.0,0.0,Y,1,2163.61,689.26,MISMATCH
010895935C,99,2851.01,0.0,0.0,0.0,2851.01,0.0,0.0,0.0,0.0,0.0,Y,1,246.89,2604.12,MISMATCH
010877480C,99,2846.86,0.0,0.0,0.0,2846.86,0.0,0.0,0.0,0.0,0.0,Y,1,1862.78,984.08,MISMATCH
011059202C,99,2845.58,0.0,0.0,0.0,2845.58,0.0,0.0,0.0,0.0,0.0,Y,1,1340.42,1505.16,MISMATCH
010831077C,99,28404.69,0.0,0.0,0.0,28404.69,0.0,0.0,0.0,0.0,0.0,Y,1,28404.69,0.0,MATCH
011120482C,99,2834.1,0.0,0.0,0.0,2834.1,0.0,0.0,0.0,0.0,0.0,Y,1,1425.15,1408.95,MISMATCH
010460886C,99,2832.05,0.0,0.0,0.0,2832.05,0.0,0.0,0.0,0.0,0.0,Y,1,2832.05,0.0,MATCH
011040023C,99,28259.55,0.0,0.0,0.0,28259.55,0.0,0.0,0.0,0.0,0.0,Y,1,28259.55,0.0,MATCH
015000138C,99,2812.16,0.0,0.0,0.0,2812.16,0.0,0.0,0.0,0.0,0.0,Y,1,2827.91,-15.75,MISMATCH
010738753C,99,2811.27,0.0,0.0,0.0,2811.27,0.0,0.0,0.0,0.0,0.0,Y,1,2117.01,694.26,MISMATCH
011199710C,99,2799.95,0.0,0.0,0.0,2799.95,0.0,0.0,0.0,0.0,0.0,Y,1,2851.6,-51.65,MISMATCH
010899709C,99,2784.88,0.0,0.0,0.0,2784.88,0.0,0.0,0.0,0.0,0.0,Y,1,1782.12,1002.76,MISMATCH
011026547C,99,27753.65,0.0,0.0,0.0,27753.65,0.0,0.0,0.0,0.0,0.0,Y,1,27753.65,0.0,MATCH
010430295C,99,2738.76,0.0,0.0,0.0,2738.76,0.0,0.0,0.0,0.0,0.0,Y,1,5034.97,-2296.21,MISMATCH
015000416C,99,2718.11,0.0,0.0,0.0,2718.11,0.0,0.0,0.0,0.0,0.0,Y,1,2731.99,-13.88,MISMATCH
010462839C,99,2685.1,0.0,0.0,0.0,2685.1,0.0,0.0,0.0,0.0,0.0,Y,1,4855.81,-2170.71,MISMATCH
010826133C,99,26703.39,0.0,0.0,0.0,26703.39,0.0,0.0,0.0,0.0,0.0,Y,1,7619.27,19084.12,MISMATCH
011211973C,99,2648.33,0.0,0.0,0.0,2648.33,0.0,0.0,0.0,0.0,0.0,Y,1,2648.33,0.0,MATCH
010825694C,99,2633.65,0.0,0.0,0.0,2633.65,0.0,0.0,0.0,0.0,0.0,Y,1,2005.01,628.64,MISMATCH
010808257C,99,26252.71,0.0,0.0,0.0,26252.71,0.0,0.0,0.0,0.0,0.0,Y,1,26252.71,0.0,MATCH
010753675C,99,26155.88,0.0,0.0,0.0,26155.88,0.0,0.0,0.0,0.0,0.0,Y,1,26324.67,-168.79,MISMATCH
011196571C,99,2614.15,0.0,0.0,0.0,2614.15,0.0,0.0,0.0,0.0,0.0,Y,1,2703.04,-88.89,MISMATCH
010454003C,99,2585.56,0.0,0.0,0.0,2585.56,0.0,0.0,0.0,0.0,0.0,Y,1,4330.42,-1744.86,MISMATCH
010446416C,99,2572.0,0.0,0.0,0.0,2572.0,0.0,0.0,0.0,0.0,0.0,Y,1,4195.98,-1623.98,MISMATCH
011074703C,99,2539.65,0.0,0.0,0.0,2539.65,0.0,0.0,0.0,0.0,0.0,Y,1,1158.33,1381.32,MISMATCH
010794112C,99,25354.75,0.0,0.0,0.0,25354.75,0.0,0.0,0.0,0.0,0.0,Y,4,2570.0,22784.75,MISMATCH
010794112C,99,642.5,642.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,4,2570.0,-1927.5,MISMATCH
010794112C,99,642.5,642.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,4,2570.0,-1927.5,MISMATCH
010794112C,99,642.5,642.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,4,2570.0,-1927.5,MISMATCH
010794112C,99,642.5,642.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,4,2570.0,-1927.5,MISMATCH
011261272C,99,2520.83,0.0,0.0,0.0,2520.83,0.0,0.0,0.0,0.0,0.0,Y,1,2520.83,0.0,MATCH
011207095C,99,2511.58,0.0,0.0,0.0,2511.58,0.0,0.0,0.0,0.0,0.0,Y,1,2521.9,-10.32,MISMATCH
010798045C,99,2500.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,Y,1,2500.0,0.0,MATCH
011054324C,99,24996.47,0.0,0.0,0.0,24996.47,0.0,0.0,0.0,0.0,0.0,Y,1,24996.47,0.0,MATCH
010780667C,99,24966.18,0.0,0.0,0.0,24966.18,0.0,0.0,0.0,0.0,0.0,Y,1,24966.18,0.0,MATCH
011196296C,99,2496.0,0.0,0.0,0.0,2496.0,0.0,0.0,0.0,0.0,0.0,Y,1,2496.0,0.0,MATCH
010776908C,99,24849.59,0.0,0.0,0.0,24849.59,0.0,0.0,0.0,0.0,0.0,Y,1,24849.59,0.0,MATCH
011196777C,99,2481.51,0.0,0.0,0.0,2481.51,0.0,0.0,0.0,0.0,0.0,Y,1,2491.33,-9.82,MISMATCH
011179609C,99,2475.0,0.0,0.0,0.0,2475.0,0.0,0.0,0.0,0.0,0.0,Y,1,2475.0,0.0,MATCH
011109852C,99,24534.8,0.0,0.0,0.0,24534.8,0.0,0.0,0.0,0.0,0.0,Y,1,24534.8,0.0,MATCH
010376529C,99,2512.06,0.0,0.0,60.72,2451.34,0.0,0.0,0.0,60.72,0.0,Y,1,623.08,1888.98,MISMATCH
011247278C,99,2444.39,0.0,0.0,0.0,2444.39,0.0,0.0,0.0,0.0,0.0,Y,1,2479.69,-35.3,MISMATCH
010458520C,99,2464.24,0.0,0.0,26.52,2437.72,0.0,0.0,0.0,26.52,0.0,Y,1,3403.99,-939.75,MISMATCH
011264015C,99,2433.33,0.0,0.0,0.44,2432.89,0.0,0.0,0.0,0.44,0.0,Y,1,2416.67,16.66,MISMATCH
011195437C,99,2430.0,0.0,0.0,0.0,2430.0,0.0,0.0,0.0,0.0,0.0,Y,1,2430.0,0.0,MATCH
010391422C,99,2460.7,0.0,0.0,42.41,2418.29,0.0,0.0,0.0,42.41,0.0,Y,1,2722.17,-261.47,MISMATCH
011263614C,99,2397.95,0.0,0.0,0.0,2397.95,0.0,0.0,0.0,0.0,0.0,Y,1,2399.49,-1.54,MISMATCH
010836583C,99,23773.93,0.0,0.0,0.0,23773.93,0.0,0.0,0.0,0.0,0.0,Y,1,23773.93,0.0,MATCH
010780668C,99,23659.81,0.0,0.0,0.0,23659.81,0.0,0.0,0.0,0.0,0.0,Y,1,23695.58,-35.77,MISMATCH
010754898C,99,23358.97,0.0,0.0,0.0,23358.97,0.0,0.0,0.0,0.0,0.0,Y,7,3080.7,20278.27,MISMATCH
010754898C,99,440.1,440.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,3080.7,-2640.6,MISMATCH
010754898C,99,440.1,440.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,3080.7,-2640.6,MISMATCH
010754898C,99,440.1,440.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,3080.7,-2640.6,MISMATCH
010754898C,99,440.1,440.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,3080.7,-2640.6,MISMATCH
010754898C,99,440.1,440.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,3080.7,-2640.6,MISMATCH
010754898C,99,440.1,440.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,3080.7,-2640.6,MISMATCH
010754898C,99,440.1,440.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,3080.7,-2640.6,MISMATCH
010748432C,99,23307.92,0.0,0.0,0.0,23307.92,0.0,0.0,0.0,0.0,0.0,Y,1,23307.92,0.0,MATCH
010803681C,99,23267.29,0.0,0.0,0.0,23267.29,0.0,0.0,0.0,0.0,0.0,Y,1,23267.29,0.0,MATCH
010958438C,99,23123.5,0.0,0.0,0.0,23123.5,0.0,0.0,0.0,0.0,0.0,Y,1,23123.5,0.0,MATCH
011109446C,99,24266.67,0.0,0.0,1270.57,22996.1,0.0,0.0,0.0,1270.57,0.0,Y,1,4.82,24261.85,MISMATCH
011194623C,99,2295.0,0.0,0.0,0.0,2295.0,0.0,0.0,0.0,0.0,0.0,Y,1,2295.0,0.0,MATCH
015000080C,99,2284.84,0.0,0.0,0.0,2284.84,0.0,0.0,0.0,0.0,0.0,Y,1,2314.15,-29.31,MISMATCH
010803417C,99,22804.85,0.0,0.0,0.0,22804.85,0.0,0.0,0.0,0.0,0.0,Y,1,8904.39,13900.46,MISMATCH
010785284C,99,22785.28,0.0,0.0,0.0,22785.28,0.0,0.0,0.0,0.0,0.0,Y,1,22785.28,0.0,MATCH
010756212C,99,22652.4,0.0,0.0,0.0,22652.4,0.0,0.0,0.0,0.0,0.0,Y,1,1114.72,21537.68,MISMATCH
011185531C,99,2242.49,0.0,0.0,0.0,2242.49,0.0,0.0,0.0,0.0,0.0,Y,1,2264.09,-21.6,MISMATCH
010815945C,99,22375.72,0.0,0.0,0.0,22375.72,0.0,0.0,0.0,0.0,0.0,Y,1,22375.72,0.0,MATCH
010782675C,99,22243.19,0.0,0.0,0.0,22243.19,0.0,0.0,0.0,0.0,0.0,Y,1,22243.19,0.0,MATCH
010793738C,99,22237.46,0.0,0.0,0.0,22237.46,0.0,0.0,0.0,0.0,0.0,Y,1,22237.46,0.0,MATCH
011048440C,99,22176.95,0.0,0.0,0.0,22176.95,0.0,0.0,0.0,0.0,0.0,Y,1,22176.95,0.0,MATCH
010842284C,99,22172.56,0.0,0.0,0.0,22172.56,0.0,0.0,0.0,0.0,0.0,Y,1,22172.56,0.0,MATCH
011260157C,99,2212.5,0.0,0.0,0.0,2212.5,0.0,0.0,0.0,0.0,0.0,Y,1,2212.5,0.0,MATCH
011105332C,99,2206.5,0.0,0.0,0.0,2206.5,0.0,0.0,0.0,0.0,0.0,Y,1,2206.5,0.0,MATCH
011194208C,99,2195.6,0.0,0.0,0.0,2195.6,0.0,0.0,0.0,0.0,0.0,Y,1,1104.49,1091.11,MISMATCH
011184752C,99,2188.08,0.0,0.0,0.0,2188.08,0.0,0.0,0.0,0.0,0.0,Y,1,2191.93,-3.85,MISMATCH
011110946C,99,21723.57,0.0,0.0,0.0,21723.57,0.0,0.0,0.0,0.0,0.0,Y,1,21723.57,0.0,MATCH
010947489C,99,21708.34,0.0,0.0,0.0,21708.34,0.0,0.0,0.0,0.0,0.0,Y,1,21708.34,0.0,MATCH
010794116C,99,21635.84,0.0,0.0,0.0,21635.84,0.0,0.0,0.0,0.0,0.0,Y,7,3141.25,18494.59,MISMATCH
010794116C,99,448.75,448.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,3141.25,-2692.5,MISMATCH
010794116C,99,448.75,448.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,3141.25,-2692.5,MISMATCH
010794116C,99,448.75,448.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,3141.25,-2692.5,MISMATCH
010794116C,99,448.75,448.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,3141.25,-2692.5,MISMATCH
010794116C,99,448.75,448.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,3141.25,-2692.5,MISMATCH
010794116C,99,448.75,448.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,3141.25,-2692.5,MISMATCH
010794116C,99,448.75,448.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,7,3141.25,-2692.5,MISMATCH
010753676C,99,21501.48,0.0,0.0,0.0,21501.48,0.0,0.0,0.0,0.0,0.0,Y,1,21639.56,-138.08,MISMATCH
010840779C,99,21499.07,0.0,0.0,0.0,21499.07,0.0,0.0,0.0,0.0,0.0,Y,1,21499.07,0.0,MATCH
011263615C,99,2147.95,0.0,0.0,0.0,2147.95,0.0,0.0,0.0,0.0,0.0,Y,1,2149.12,-1.17,MISMATCH
010459050C,99,2147.18,0.0,0.0,0.0,2147.18,0.0,0.0,0.0,0.0,0.0,Y,1,2147.18,0.0,MATCH
011195829C,99,2142.46,0.0,0.0,0.0,2142.46,0.0,0.0,0.0,0.0,0.0,Y,1,2201.86,-59.4,MISMATCH
010844069C,99,21148.74,0.0,0.0,0.0,21148.74,0.0,0.0,0.0,0.0,0.0,Y,1,20787.64,361.1,MISMATCH
011154856C,99,2114.63,0.0,0.0,0.0,2114.63,0.0,0.0,0.0,0.0,0.0,Y,1,2114.63,0.0,MATCH
010756938C,99,21132.53,0.0,0.0,0.0,21132.53,0.0,0.0,0.0,0.0,0.0,Y,6,2341.5,18791.03,MISMATCH
010756938C,99,390.25,390.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,2341.5,-1951.25,MISMATCH
010756938C,99,390.25,390.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,2341.5,-1951.25,MISMATCH
010756938C,99,390.25,390.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,2341.5,-1951.25,MISMATCH
010756938C,99,390.25,390.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,2341.5,-1951.25,MISMATCH
010756938C,99,390.25,390.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,2341.5,-1951.25,MISMATCH
010756938C,99,390.25,390.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,2341.5,-1951.25,MISMATCH
011217687C,99,21041.0,0.0,0.0,0.0,21041.0,0.0,0.0,0.0,0.0,0.0,Y,1,21041.0,0.0,MATCH
011152874C,99,2096.79,0.0,0.0,0.0,2096.79,0.0,0.0,0.0,0.0,0.0,Y,1,2120.11,-23.32,MISMATCH
010814698C,99,20792.44,0.0,0.0,0.0,20792.44,0.0,0.0,0.0,0.0,0.0,Y,1,20792.44,0.0,MATCH
011269166C,99,2069.32,0.0,0.0,10.64,2058.68,0.0,0.0,0.0,10.64,0.0,Y,1,1889.56,179.76,MISMATCH
010807493C,99,20414.29,0.0,0.0,0.0,20414.29,0.0,0.0,0.0,0.0,0.0,Y,1,608.75,19805.54,MISMATCH
010807493C,99,608.75,608.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,1,608.75,0.0,MATCH
010821381C,99,20339.19,0.0,0.0,0.0,20339.19,0.0,0.0,0.0,0.0,0.0,Y,1,15247.34,5091.85,MISMATCH
010743082C,99,20310.09,0.0,0.0,0.0,20310.09,0.0,0.0,0.0,0.0,0.0,Y,1,20310.09,0.0,MATCH
010411727C,2,17235.67,10000.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,N,2,17235.67,0.0,MATCH
010438821C,2,15539.54,15539.54,0.0,0.0,15539.54,0.0,0.0,0.0,63.07,0.0,N,5,15476.47,63.07,MISMATCH
010443109C,2,5532.82,5532.82,0.0,0.0,5532.82,0.0,0.0,0.0,28.46,0.0,N,1,5504.36,28.46,MISMATCH
010455617C,2,8704.75,8704.75,0.0,0.0,8704.75,0.0,0.0,0.0,33.44,0.0,N,1,8671.31,33.44,MISMATCH
010471933C,2,10724.24,6813.0,0.0,0.0,6813.0,0.0,0.0,0.0,0.0,0.0,N,1,10724.24,0.0,MATCH
010498617C,2,7187.13,4000.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,N,1,7187.13,0.0,MATCH
010514051C,2,9083.81,5000.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,N,2,9083.81,-0.0,MATCH
010586005C,2,5133.84,5133.84,0.0,0.0,5133.84,0.0,0.0,0.0,10.61,0.0,N,1,5123.23,10.61,MISMATCH
010726104C,2,100513.09,100513.09,0.0,0.0,100513.09,0.0,0.0,0.0,113.49,0.0,N,1,100399.6,113.49,MISMATCH
010749041C,2,25443.33,25000.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,N,1,25443.33,0.0,MATCH
010756034C,2,22504.53,22504.53,0.0,0.0,22504.53,0.0,0.0,0.0,147.02,0.0,N,3,22357.51,147.02,MISMATCH
010757541C,2,20766.14,20766.14,0.0,0.0,20766.14,0.0,0.0,0.0,58.47,0.0,N,1,20707.67,58.47,MISMATCH
010758074C,2,8352.92,8352.92,0.0,0.0,8352.92,0.0,0.0,0.0,31.31,0.0,N,1,8321.61,31.31,MISMATCH
010764339C,2,50108.68,50000.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,N,1,50108.68,0.0,MATCH
010774484C,2,70114.95,70000.0,0.0,0.0,70000.0,0.0,0.0,0.0,0.0,0.0,N,1,70114.95,0.0,MATCH
010778914C,2,13715.77,13480.32,0.0,0.0,13480.32,0.0,0.0,0.0,0.0,0.0,N,4,13715.77,0.0,MATCH
010779130C,2,12914.82,12914.82,0.0,0.0,12914.82,0.0,0.0,0.0,24.28,0.0,N,1,12890.54,24.28,MISMATCH
010781117C,2,14342.15,14342.15,0.0,0.0,14342.15,0.0,0.0,0.0,63.11,0.0,N,3,14279.04,63.11,MISMATCH
010786824C,2,25973.55,25973.55,0.0,0.0,25973.55,0.0,0.0,0.0,427.36,0.0,N,1,25546.19,427.36,MISMATCH
010786886C,2,17030.96,16913.74,0.0,0.0,16913.74,0.0,0.0,0.0,0.0,0.0,N,1,17030.96,0.0,MATCH
010787511C,2,31832.34,31730.86,0.0,0.0,31730.86,0.0,0.0,0.0,0.0,0.0,N,1,31832.34,0.0,MATCH
010790543C,2,29479.09,29378.81,0.0,0.0,29378.81,0.0,0.0,0.0,0.0,0.0,N,1,29479.09,0.0,MATCH
010792038C,2,12452.03,12452.03,0.0,0.0,12452.03,0.0,0.0,0.0,30.4,0.0,N,1,12421.63,30.4,MISMATCH
010792701C,2,10757.25,10757.25,0.0,0.0,10757.25,0.0,0.0,0.0,19.21,0.0,N,1,10738.04,19.21,MISMATCH
010797854C,2,11267.32,11076.67,0.0,0.0,11076.67,0.0,0.0,0.0,0.0,0.0,N,1,11267.32,0.0,MATCH
010800667C,2,9249.89,9249.89,0.0,0.0,9249.89,0.0,0.0,0.0,31.23,0.0,N,1,9218.66,31.23,MISMATCH
010803051C,2,28570.75,28570.75,0.0,0.0,28570.75,0.0,0.0,0.0,85.78,0.0,N,1,28484.97,85.78,MISMATCH
010809930C,2,13070.65,12928.49,0.0,0.0,12928.49,0.0,0.0,0.0,0.0,0.0,N,1,13070.65,0.0,MATCH
010813155C,2,15671.73,15551.17,0.0,0.0,15551.17,0.0,0.0,0.0,0.0,0.0,N,1,15671.73,0.0,MATCH
010814971C,2,8671.57,8564.12,0.0,0.0,8564.12,0.0,0.0,0.0,0.0,0.0,N,3,8671.57,0.0,MATCH
010823601C,2,23148.52,22957.49,0.0,0.0,22957.49,0.0,0.0,0.0,0.0,0.0,N,1,23148.52,0.0,MATCH
010823906C,2,11163.08,10946.5,0.0,0.0,10946.5,0.0,0.0,0.0,0.0,0.0,N,1,11163.08,0.0,MATCH
010829154C,2,25487.63,25487.63,0.0,0.0,25487.63,0.0,0.0,0.0,43.13,0.0,N,1,25444.5,43.13,MISMATCH
010836547C,2,25397.53,25397.53,0.0,0.0,25397.53,0.0,0.0,0.0,123.57,0.0,N,2,25273.96,123.57,MISMATCH
010840582C,2,39039.72,39039.72,0.0,0.0,39039.72,0.0,0.0,0.0,244.21,0.0,N,1,38795.51,244.21,MISMATCH
010843553C,2,50134.03,50000.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,N,1,50134.03,0.0,MATCH
010845548C,2,25127.37,25000.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,N,1,25127.37,0.0,MATCH
010858488C,2,64307.56,63000.0,0.0,0.0,63000.0,0.0,0.0,0.0,0.0,0.0,N,1,64307.56,0.0,MATCH
010858489C,2,64449.23,63000.0,0.0,0.0,63000.0,0.0,0.0,0.0,0.0,0.0,N,2,64449.23,0.0,MATCH
010859462C,2,16962.16,16962.16,0.0,0.0,16962.16,0.0,0.0,0.0,85.02,0.0,N,4,16877.14,85.02,MISMATCH
010867962C,2,41682.58,41359.44,0.0,0.0,41359.44,0.0,0.0,0.0,0.0,0.0,N,1,41682.58,0.0,MATCH
010872526C,2,25282.63,25282.63,0.0,0.0,25282.63,0.0,0.0,0.0,16.66,0.0,N,1,25265.97,16.66,MISMATCH
010877012C,2,9837.12,9703.91,0.0,0.0,9703.91,0.0,0.0,0.0,0.0,0.0,N,1,9837.12,0.0,MATCH
010879203C,2,20208.33,19934.51,0.0,0.0,19934.51,0.0,0.0,0.0,0.0,0.0,N,2,20208.33,0.0,MATCH
010881975C,2,11620.3,11481.66,0.0,0.0,11481.66,0.0,0.0,0.0,0.0,0.0,N,1,11620.3,0.0,MATCH
010885383C,2,35272.71,35000.0,0.0,0.0,35000.0,0.0,0.0,0.0,0.0,0.0,N,1,35272.71,0.0,MATCH
010889547C,2,25140.63,25000.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,N,1,25140.63,0.0,MATCH
010895675C,2,25124.31,25000.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,N,2,25124.31,0.0,MATCH
010919258C,2,50853.09,50853.09,0.0,0.0,50853.09,0.0,0.0,0.0,690.53,0.0,N,1,50162.56,690.53,MISMATCH
010927885C,2,25584.06,25000.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,N,1,25584.06,0.0,MATCH
010936183C,2,10330.57,10129.66,0.0,0.0,10129.66,0.0,0.0,0.0,0.0,0.0,N,1,10330.57,0.0,MATCH
010942239C,2,16647.99,16418.11,0.0,0.0,16418.11,0.0,0.0,0.0,0.0,0.0,N,1,16647.99,0.0,MATCH
010946394C,2,12033.31,11875.09,0.0,0.0,11875.09,0.0,0.0,0.0,0.0,0.0,N,1,12033.31,0.0,MATCH
