prototype_claimnum,reconstructed_claim_id,claim_family,failure_category,reconciliation_status,quikclms_mpaycount,quikclmp_payment_count,mpaid_variance,net_payment_variance,mresidual,residual_preserved,linked_rejected_payment_count,linked_rejected_payment_causes,severity,remediability,governance_status,recommended_remediation,production_dbf_flag
CLM0003071,RC-9011000000-1-SURRENDER_CLAIM-C7-20191207,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003072,RC-9011000000-1-SURRENDER_CLAIM-C8-20200307,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003073,RC-9011000000-1-SURRENDER_CLAIM-C9-20200607,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003074,RC-9011000854-0-DEATH_CLAIM-C0-20230503,DEATH_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003075,RC-9011001627-1-DEATH_CLAIM-C0-20190212,DEATH_CLAIM,PASS,PASS,1,1,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003076,RC-9011001984-1-DEATH_CLAIM-C0-20181017,DEATH_CLAIM,PAYMENT_COUNT_MISMATCH,REVIEW,1,0,6000.0,0.0,0.0,N,1,TRUSTEE_ROUTING:1,HIGH,PARTIALLY_RECOVERABLE,QA_REVIEW_REQUIRED,Rejected or unstaged payments exist for claim; review payment gating and orphan linkage,N
CLM0003077,RC-9011002095-1-DEATH_CLAIM-C0-20210112,DEATH_CLAIM,PAYMENT_COUNT_MISMATCH,REVIEW,1,0,7305.37,0.0,0.0,N,1,TRUSTEE_ROUTING:1,HIGH,PARTIALLY_RECOVERABLE,QA_REVIEW_REQUIRED,Rejected or unstaged payments exist for claim; review payment gating and orphan linkage,N
CLM0003078,RC-9011002616-1-DISBURSEMENT_CLAIM-C0-20180109,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003079,RC-9011002664-1-DEATH_CLAIM-C0-20181207,DEATH_CLAIM,PAYMENT_COUNT_MISMATCH,REVIEW,1,0,5016.05,0.0,0.0,N,1,TRUSTEE_ROUTING:1,HIGH,PARTIALLY_RECOVERABLE,QA_REVIEW_REQUIRED,Rejected or unstaged payments exist for claim; review payment gating and orphan linkage,N
CLM0003080,RC-9011003108-1-SURRENDER_CLAIM-C0-20180801,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003081,RC-9011003162-1-DEATH_CLAIM-C0-20250305,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,1,1,0.0,-46.0,-46.0,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003082,RC-9011005348-1-DEATH_CLAIM-C0-20240125,DEATH_CLAIM,PASS,PASS,1,1,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003083,RC-9011005435-1-SURRENDER_CLAIM-C0-20180209,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003084,RC-9011005635-1-DISBURSEMENT_CLAIM-C0-20210505,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003085,RC-9011006697-1-SURRENDER_CLAIM-C0-20171113,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003086,RC-9011006697-1-SURRENDER_CLAIM-C1-20181113,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003087,RC-9011006697-1-SURRENDER_CLAIM-C2-20191113,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003088,RC-9011006697-1-SURRENDER_CLAIM-C3-20201113,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003089,RC-9011006697-1-SURRENDER_CLAIM-C4-20211113,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003090,RC-9011006697-1-SURRENDER_CLAIM-C5-20221113,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003091,RC-9011006697-1-SURRENDER_CLAIM-C6-20231113,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003092,RC-9011006697-1-SURRENDER_CLAIM-C7-20241113,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003093,RC-9011006697-1-SURRENDER_CLAIM-C8-20251113,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003094,RC-9011008708-1-SURRENDER_CLAIM-C0-20180115,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003095,RC-9011010387-1-SURRENDER_CLAIM-C0-20180126,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003096,RC-9011013545-1-DEATH_CLAIM-C0-20241231,DEATH_CLAIM,PAYMENT_COUNT_MISMATCH,REVIEW,1,0,6197.09,0.0,-15.61,Y,1,GATING_FAILURE:1,HIGH,PARTIALLY_RECOVERABLE,QA_REVIEW_REQUIRED,Rejected or unstaged payments exist for claim; review payment gating and orphan linkage,N
CLM0003097,RC-9011014579-1-DISBURSEMENT_CLAIM-C0-20180105,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003098,RC-9011014579-1-DISBURSEMENT_CLAIM-C1-20180327,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003099,RC-9011014579-1-DISBURSEMENT_CLAIM-C10-20241119,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003100,RC-9011014579-1-DISBURSEMENT_CLAIM-C2-20180921,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003101,RC-9011014579-1-DISBURSEMENT_CLAIM-C3-20181203,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003102,RC-9011014579-1-DISBURSEMENT_CLAIM-C4-20190305,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003103,RC-9011014579-1-DISBURSEMENT_CLAIM-C5-20190612,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003104,RC-9011014579-1-DISBURSEMENT_CLAIM-C6-20190911,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003105,RC-9011014579-1-DISBURSEMENT_CLAIM-C7-20200109,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003106,RC-9011014579-1-DISBURSEMENT_CLAIM-C8-20200313,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003107,RC-9011014579-1-DISBURSEMENT_CLAIM-C9-20200609,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003108,RC-9011014580-1-DISBURSEMENT_CLAIM-C0-20191029,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003109,RC-9011014739-1-DEATH_CLAIM-C0-20180318,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,2,2,0.0,-18.21,-18.21,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003110,RC-9011015419-1-DEATH_CLAIM-C0-20210707,DEATH_CLAIM,PAYMENT_COUNT_MISMATCH,REVIEW,2,0,15837.36,0.0,-57.03,Y,2,TRUSTEE_ROUTING:2,HIGH,PARTIALLY_RECOVERABLE,QA_REVIEW_REQUIRED,Rejected or unstaged payments exist for claim; review payment gating and orphan linkage,N
CLM0003111,RC-9011016527-1-DEATH_CLAIM-C0-20190622,DEATH_CLAIM,PASS,PASS,1,1,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003112,RC-9011016867-1-DEATH_CLAIM-C0-20230512,DEATH_CLAIM,PAYMENT_COUNT_MISMATCH,REVIEW,1,0,8421.91,0.0,0.0,N,1,GATING_FAILURE:1,HIGH,PARTIALLY_RECOVERABLE,QA_REVIEW_REQUIRED,Rejected or unstaged payments exist for claim; review payment gating and orphan linkage,N
CLM0003113,RC-9011017841-1-DEATH_CLAIM-C0-20201014,DEATH_CLAIM,PAYMENT_COUNT_MISMATCH,REVIEW,1,0,5000.0,0.0,0.0,N,1,TRUSTEE_ROUTING:1,HIGH,PARTIALLY_RECOVERABLE,QA_REVIEW_REQUIRED,Rejected or unstaged payments exist for claim; review payment gating and orphan linkage,N
CLM0003114,RC-9011019414-1-DEATH_CLAIM-C0-20181110,DEATH_CLAIM,PASS,PASS,2,2,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003115,RC-9011019552-1-DEATH_CLAIM-C0-20220416,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,1,1,0.0,-19.13,-19.13,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003116,RC-9011024459-1-DEATH_CLAIM-C0-20200404,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,1,1,0.0,-48.06,-48.06,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003117,RC-9011025478-1-DISBURSEMENT_CLAIM-C0-20200820,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003118,RC-9011025612-1-DEATH_CLAIM-C0-20240915,DEATH_CLAIM,PASS,PASS,1,1,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003119,RC-9011026337-1-DEATH_CLAIM-C0-20240906,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,1,1,0.0,-57.51,-57.51,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003120,RC-9011029547-1-SURRENDER_CLAIM-C0-20171201,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003121,RC-9011029547-1-SURRENDER_CLAIM-C1-20181201,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003122,RC-9011029547-1-SURRENDER_CLAIM-C2-20191126,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003123,RC-9011029547-1-SURRENDER_CLAIM-C3-20201201,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003124,RC-9011029547-1-SURRENDER_CLAIM-C4-20211201,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003125,RC-9011029547-1-SURRENDER_CLAIM-C5-20221201,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003126,RC-9011029547-1-SURRENDER_CLAIM-C6-20231201,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003127,RC-9011029547-1-SURRENDER_CLAIM-C7-20241201,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003128,RC-9011029547-1-SURRENDER_CLAIM-C8-20251201,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003129,RC-9011032672-1-DISBURSEMENT_CLAIM-C0-20200312,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003130,RC-9011032897-1-DISBURSEMENT_CLAIM-C0-20230803,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003131,RC-9011032898-1-DISBURSEMENT_CLAIM-C0-20230803,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003132,RC-9011033048-1-DEATH_CLAIM-C0-20230816,DEATH_CLAIM,PASS,PASS,1,1,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003133,RC-9011033048-1-DISBURSEMENT_CLAIM-C0-20210603,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003134,RC-9011033416-1-DEATH_CLAIM-C0-20190205,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,2,2,0.0,-27.82,-27.82,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003135,RC-9011033576-1-SURRENDER_CLAIM-C0-20231128,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003136,RC-9011033576-1-SURRENDER_CLAIM-C1-20250118,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003137,RC-9011033576-1-SURRENDER_CLAIM-C2-20260118,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003138,RC-9011035652-1-DISBURSEMENT_CLAIM-C0-20190510,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003139,RC-9011035773-1-DEATH_CLAIM-C0-20180514,DEATH_CLAIM,PAYMENT_COUNT_MISMATCH,REVIEW,1,0,9015.32,0.0,0.0,N,1,TRUSTEE_ROUTING:1,HIGH,PARTIALLY_RECOVERABLE,QA_REVIEW_REQUIRED,Rejected or unstaged payments exist for claim; review payment gating and orphan linkage,N
CLM0003140,RC-9011036054-1-DEATH_CLAIM-C0-20240505,DEATH_CLAIM,PASS,PASS,2,2,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003141,RC-9011036054-1-DISBURSEMENT_CLAIM-C0-20190214,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003142,RC-9011038065-1-DISBURSEMENT_CLAIM-C0-20230511,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003143,RC-9011038386-1-DISBURSEMENT_CLAIM-C0-20210420,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003144,RC-9011038645-1-DISBURSEMENT_CLAIM-C0-20210526,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003145,RC-9011039701-1-DEATH_CLAIM-C0-20230414,DEATH_CLAIM,PASS,PASS,1,1,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003146,RC-9011040022-1-DEATH_CLAIM-C0-20251205,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,1,1,0.0,-10.14,-10.14,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003147,RC-9011040294-1-SURRENDER_CLAIM-C0-20251201,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003148,RC-9011040294-1-SURRENDER_CLAIM-C1-20260220,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003149,RC-9011041220-1-SURRENDER_CLAIM-C0-20190114,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003150,RC-9011041220-1-SURRENDER_CLAIM-C1-20190614,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003151,RC-9011041220-1-SURRENDER_CLAIM-C2-20200614,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003152,RC-9011042400-1-SURRENDER_CLAIM-C0-20180116,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003153,RC-9011042400-1-SURRENDER_CLAIM-C1-20180716,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003154,RC-9011042400-1-SURRENDER_CLAIM-C2-20190116,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003155,RC-9011042625-1-SURRENDER_CLAIM-C0-20220101,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003156,RC-9011042625-1-SURRENDER_CLAIM-C1-20220701,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003157,RC-9011042625-1-SURRENDER_CLAIM-C2-20230101,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003158,RC-9011042625-1-SURRENDER_CLAIM-C3-20230614,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003159,RC-9011042625-1-SURRENDER_CLAIM-C4-20240621,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003160,RC-9011042625-1-SURRENDER_CLAIM-C5-20250701,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003161,RC-9011042637-1-DEATH_CLAIM-C0-20190421,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,1,1,0.0,-72.25,-72.25,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003162,RC-9011043749-1-DEATH_CLAIM-C0-20230707,DEATH_CLAIM,PAYMENT_COUNT_MISMATCH,REVIEW,1,0,7000.44,0.0,-16.37,Y,1,TRUSTEE_ROUTING:1,HIGH,PARTIALLY_RECOVERABLE,QA_REVIEW_REQUIRED,Rejected or unstaged payments exist for claim; review payment gating and orphan linkage,N
CLM0003163,RC-9011044131-1-DEATH_CLAIM-C0-20201122,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,3,3,0.0,-42.76,-42.76,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003164,RC-9011045128-1-DEATH_CLAIM-C0-20220814,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,2,2,0.0,-14.11,-14.11,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003165,RC-9011045129-1-DEATH_CLAIM-C0-20220626,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,1,1,0.0,-46.88,-46.88,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003166,RC-9011045407-1-DEATH_CLAIM-C0-20210319,DEATH_CLAIM,PAYMENT_COUNT_MISMATCH,REVIEW,1,0,6307.26,0.0,0.0,N,1,TRUSTEE_ROUTING:1,HIGH,PARTIALLY_RECOVERABLE,QA_REVIEW_REQUIRED,Rejected or unstaged payments exist for claim; review payment gating and orphan linkage,N
CLM0003167,RC-9011045768-1-SURRENDER_CLAIM-C0-20180918,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003168,RC-9011045768-1-SURRENDER_CLAIM-C1-20190918,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003169,RC-9011045768-1-SURRENDER_CLAIM-C2-20200918,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003170,RC-9011045768-1-SURRENDER_CLAIM-C3-20210918,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003171,RC-9011045768-1-SURRENDER_CLAIM-C4-20220918,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003172,RC-9011045768-1-SURRENDER_CLAIM-C5-20230918,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003173,RC-9011045769-1-SURRENDER_CLAIM-C0-20180918,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003174,RC-9011045769-1-SURRENDER_CLAIM-C1-20190918,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003175,RC-9011045769-1-SURRENDER_CLAIM-C2-20200918,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003176,RC-9011045769-1-SURRENDER_CLAIM-C3-20210918,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003177,RC-9011045769-1-SURRENDER_CLAIM-C4-20220118,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003178,RC-9011045769-1-SURRENDER_CLAIM-C5-20220918,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003179,RC-9011045769-1-SURRENDER_CLAIM-C6-20230918,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
