reconstructed_claim_id,prototype_claimnum,claim_family,derivation_candidate_id,enhanced_settlement_group_id,root_cause,rejection_rationale,rejection_severity,remediability,governance_status,recommended_remediation,balancing_status,balancing_confidence,residual_amount,production_dbf_flag
RC-9010798029-2-SURRENDER_CLAIM-C2-20200805,,,QDC-RC-9010798029-2-SURRENDER_CLAIM-C2-20200805,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010798029-2-SURRENDER_CLAIM-C3-20210805,,,QDC-RC-9010798029-2-SURRENDER_CLAIM-C3-20210805,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010798029-2-SURRENDER_CLAIM-C4-20220805,,,QDC-RC-9010798029-2-SURRENDER_CLAIM-C4-20220805,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010798029-2-SURRENDER_CLAIM-C5-20230805,,,QDC-RC-9010798029-2-SURRENDER_CLAIM-C5-20230805,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010798029-2-SURRENDER_CLAIM-C6-20240805,,,QDC-RC-9010798029-2-SURRENDER_CLAIM-C6-20240805,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010798029-2-SURRENDER_CLAIM-C7-20250805,,,QDC-RC-9010798029-2-SURRENDER_CLAIM-C7-20250805,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010798030-2-SURRENDER_CLAIM-C0-20180613,,,QDC-RC-9010798030-2-SURRENDER_CLAIM-C0-20180613,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010798030-2-SURRENDER_CLAIM-C1-20190613,,,QDC-RC-9010798030-2-SURRENDER_CLAIM-C1-20190613,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010798030-2-SURRENDER_CLAIM-C2-20200613,,,QDC-RC-9010798030-2-SURRENDER_CLAIM-C2-20200613,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010798030-2-SURRENDER_CLAIM-C3-20210613,,,QDC-RC-9010798030-2-SURRENDER_CLAIM-C3-20210613,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010798030-2-SURRENDER_CLAIM-C4-20220613,,,QDC-RC-9010798030-2-SURRENDER_CLAIM-C4-20220613,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010798030-2-SURRENDER_CLAIM-C5-20230613,,,QDC-RC-9010798030-2-SURRENDER_CLAIM-C5-20230613,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010798030-2-SURRENDER_CLAIM-C6-20240613,,,QDC-RC-9010798030-2-SURRENDER_CLAIM-C6-20240613,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010798030-2-SURRENDER_CLAIM-C7-20250613,,,QDC-RC-9010798030-2-SURRENDER_CLAIM-C7-20250613,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010798031-2-SURRENDER_CLAIM-C0-20180613,,,QDC-RC-9010798031-2-SURRENDER_CLAIM-C0-20180613,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010798031-2-SURRENDER_CLAIM-C1-20190613,,,QDC-RC-9010798031-2-SURRENDER_CLAIM-C1-20190613,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010798045-2-SURRENDER_CLAIM-C0-20200612,,,QDC-RC-9010798045-2-SURRENDER_CLAIM-C0-20200612,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010798438-1-SURRENDER_CLAIM-C0-20191203,,,QDC-RC-9010798438-1-SURRENDER_CLAIM-C0-20191203,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010798462-2-SURRENDER_CLAIM-C0-20180624,,,QDC-RC-9010798462-2-SURRENDER_CLAIM-C0-20180624,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010798462-2-SURRENDER_CLAIM-C1-20180918,,,QDC-RC-9010798462-2-SURRENDER_CLAIM-C1-20180918,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010799173-2-SURRENDER_CLAIM-C0-20180720,,,QDC-RC-9010799173-2-SURRENDER_CLAIM-C0-20180720,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010799173-2-SURRENDER_CLAIM-C1-20190720,,,QDC-RC-9010799173-2-SURRENDER_CLAIM-C1-20190720,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010799487-2-SURRENDER_CLAIM-C0-20180701,,,QDC-RC-9010799487-2-SURRENDER_CLAIM-C0-20180701,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010799487-2-SURRENDER_CLAIM-C1-20190701,,,QDC-RC-9010799487-2-SURRENDER_CLAIM-C1-20190701,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010799487-2-SURRENDER_CLAIM-C2-20200701,,,QDC-RC-9010799487-2-SURRENDER_CLAIM-C2-20200701,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010799487-2-SURRENDER_CLAIM-C3-20210701,,,QDC-RC-9010799487-2-SURRENDER_CLAIM-C3-20210701,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010799487-2-SURRENDER_CLAIM-C4-20220701,,,QDC-RC-9010799487-2-SURRENDER_CLAIM-C4-20220701,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010799487-2-SURRENDER_CLAIM-C5-20230701,,,QDC-RC-9010799487-2-SURRENDER_CLAIM-C5-20230701,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010799487-2-SURRENDER_CLAIM-C6-20240701,,,QDC-RC-9010799487-2-SURRENDER_CLAIM-C6-20240701,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010799487-2-SURRENDER_CLAIM-C7-20250701,,,QDC-RC-9010799487-2-SURRENDER_CLAIM-C7-20250701,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010799590-2-SURRENDER_CLAIM-C0-20180701,,,QDC-RC-9010799590-2-SURRENDER_CLAIM-C0-20180701,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010799590-2-SURRENDER_CLAIM-C1-20190701,,,QDC-RC-9010799590-2-SURRENDER_CLAIM-C1-20190701,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010799590-2-SURRENDER_CLAIM-C2-20200701,,,QDC-RC-9010799590-2-SURRENDER_CLAIM-C2-20200701,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010799590-2-SURRENDER_CLAIM-C3-20210701,,,QDC-RC-9010799590-2-SURRENDER_CLAIM-C3-20210701,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010799590-2-SURRENDER_CLAIM-C4-20220701,,,QDC-RC-9010799590-2-SURRENDER_CLAIM-C4-20220701,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010799590-2-SURRENDER_CLAIM-C5-20230701,,,QDC-RC-9010799590-2-SURRENDER_CLAIM-C5-20230701,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010799590-2-SURRENDER_CLAIM-C6-20240701,,,QDC-RC-9010799590-2-SURRENDER_CLAIM-C6-20240701,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010799590-2-SURRENDER_CLAIM-C7-20250701,,,QDC-RC-9010799590-2-SURRENDER_CLAIM-C7-20250701,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010799675-3-SURRENDER_CLAIM-C0-20180709,,,QDC-RC-9010799675-3-SURRENDER_CLAIM-C0-20180709,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010799675-3-SURRENDER_CLAIM-C1-20190709,,,QDC-RC-9010799675-3-SURRENDER_CLAIM-C1-20190709,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010799675-3-SURRENDER_CLAIM-C2-20200709,,,QDC-RC-9010799675-3-SURRENDER_CLAIM-C2-20200709,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010799675-3-SURRENDER_CLAIM-C3-20210709,,,QDC-RC-9010799675-3-SURRENDER_CLAIM-C3-20210709,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010799675-3-SURRENDER_CLAIM-C4-20220709,,,QDC-RC-9010799675-3-SURRENDER_CLAIM-C4-20220709,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010799675-3-SURRENDER_CLAIM-C5-20230709,,,QDC-RC-9010799675-3-SURRENDER_CLAIM-C5-20230709,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010799675-3-SURRENDER_CLAIM-C6-20240709,,,QDC-RC-9010799675-3-SURRENDER_CLAIM-C6-20240709,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010799675-3-SURRENDER_CLAIM-C7-20250709,,,QDC-RC-9010799675-3-SURRENDER_CLAIM-C7-20250709,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010799821-2-SURRENDER_CLAIM-C0-20180627,,,QDC-RC-9010799821-2-SURRENDER_CLAIM-C0-20180627,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010799821-2-SURRENDER_CLAIM-C1-20190627,,,QDC-RC-9010799821-2-SURRENDER_CLAIM-C1-20190627,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010799821-2-SURRENDER_CLAIM-C2-20200627,,,QDC-RC-9010799821-2-SURRENDER_CLAIM-C2-20200627,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010799895-2-SURRENDER_CLAIM-C0-20180625,,,QDC-RC-9010799895-2-SURRENDER_CLAIM-C0-20180625,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010800286-2-SURRENDER_CLAIM-C0-20180701,,,QDC-RC-9010800286-2-SURRENDER_CLAIM-C0-20180701,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010800286-2-SURRENDER_CLAIM-C1-20190701,,,QDC-RC-9010800286-2-SURRENDER_CLAIM-C1-20190701,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010800286-2-SURRENDER_CLAIM-C2-20200701,,,QDC-RC-9010800286-2-SURRENDER_CLAIM-C2-20200701,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010800286-2-SURRENDER_CLAIM-C3-20210701,,,QDC-RC-9010800286-2-SURRENDER_CLAIM-C3-20210701,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010800286-2-SURRENDER_CLAIM-C4-20220701,,,QDC-RC-9010800286-2-SURRENDER_CLAIM-C4-20220701,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010800286-2-SURRENDER_CLAIM-C5-20230701,,,QDC-RC-9010800286-2-SURRENDER_CLAIM-C5-20230701,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010800286-2-SURRENDER_CLAIM-C6-20240701,,,QDC-RC-9010800286-2-SURRENDER_CLAIM-C6-20240701,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010800286-2-SURRENDER_CLAIM-C7-20250701,,,QDC-RC-9010800286-2-SURRENDER_CLAIM-C7-20250701,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010800475-1-SURRENDER_CLAIM-C0-20200218,,,QDC-RC-9010800475-1-SURRENDER_CLAIM-C0-20200218,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010800667-1-DEATH_CLAIM-C0-20181022,,,QDC-RC-9010800667-1-DEATH_CLAIM-C0-20181022,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED; residual_amount=166.65,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,166.65,N
