PLAN,FORM,DESCR,PAR,SEX,BASIS,NFOINT,LOANINT,LOANINTX,DEPINT,VARDB,VARGP,LOAGE,HIAGE,RENEW,PAYYRS,PAYAGE,INSYRS,INSAGE,ANNL,SEMI,QTRL,MTHD,MTHB,ANNLFEE,SEMIFEE,QTRLFEE,MTHDFEE,MTHBFEE,INITVAL,MKTG,PRODUCT,CALCADV,COMMID,MINUNIT,MAXUNIT,BPOLFEE,BACTIVE,RRULE,AGTRSV,AUTONFO,PLANTYPE,INTMETHTV,INTMETHCV,DEFICIENCY,HDEDMETHOD,PLANVALOPT,GDVARYGP,GDVARYDB,GDVARYCV,GDVARYTV,GDVARYDV,UWVARYGP,UWVARYDB,UWVARYCV,UWVARYTV,UWVARYDV,BDVARYGP,BDVARYDB,BDVARYCV,BDVARYTV,BDVARYDV,STVARYGP,STVARYDB,STVARYCV,STVARYTV,STVARYDV,CONVCOMM,PLANNAME,HRENEW,HLOB,HCOMMIP,HRIGPKEY,SIMPLEINT,MLAPSE,MNOTE10,MNAICLOB,MNFOANNV,MGTDANNV
5L01MA,L01 10Y MA,TEN YEAR LEVEL TERM TO AGE 95,1,,,,0.00,A,0.00,0,4,00,85,N,00,95,00,95,100.0000,52.4993,26.9994,9.1999,8.7999,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,08,N,,25000,1000000,,N,B,0.00,0,,,A,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,TEN YEAR LEVEL TERM TO AGE 95,,,F,F,,0,,NAPLAN,,
5L0510,L05 10Y LT,TEN YEAR TERM TO AGE 85,1,,,,0.00,A,0.00,0,4,00,85,N,00,85,00,85,100.0000,52.5000,27.0000,9.2000,8.8002,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,08,N,,0,99,,N,B,0.00,0,,,A,N,,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,TEN YEAR TERM TO AGE 85,,,F,F,,0,,NAPLAN,,
5L075Y,L07 5Y LT,FIVE YEAR TERM TO AGE 85,1,,,,0.00,A,0.00,0,4,00,85,N,00,85,00,85,100.0000,52.5000,27.0000,9.1998,9.1998,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,08,N,,50000,1000000,,N,B,0.00,0,,,A,N,,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,FIVE YEAR TERM TO AGE 85,,,F,F,,0,,NAPLAN,,
9ADB10,L10 ADB,L10 ACCIDENTAL DEATH BENEFIT,0,,,,0.00,A,0.00,0,4,19,60,N,00,65,00,65,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,N,,10000,150000,,N,B,0.00,0,,,A,N,,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,"ACC DB - L10 LP95, L10 OLD, L10 SR OLD",,,F,F,,0,,NAPLAN,,
5CDT10,L10 CDT,L10 CHILD TERM RIDER,0,,,,0.00,A,0.00,0,4,00,25,N,00,25,00,25,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,1,5,,N,B,0.00,0,,,A,N,,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,"CTR - L10 LP95, L10 OLD",,,F,F,,0,,NAPLAN,,
9GPO10,L10 GPO,L10 GPO OLD,0,,,,0.00,A,0.00,0,4,00,40,N,08,00,08,00,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,N,,1000,100000,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,"GPO OLD - L10 LP95, L10 OLD",,,F,F,,0,,NAPLAN,,
9JPO10,L10 JPO,L10 JUVENILE PURCHASE OPTION - OLD,0,,,,0.00,A,0.00,0,4,00,18,N,00,40,00,40,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,N,,1000,25000,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,"JUV PURCH OPTION - L10 LP95, OLD, SR OLD",,,F,F,,0,,NAPLAN,,
1L1095,L10 LP95,L10 - LPU95     POST 1997 LIFE,1,,,C,7.40,A,0.00,0,4,00,85,N,00,95,100,00,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,N,,0,0,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,WHOLE LIFE PAYABLE TO AGE 95 - JR,,,F,F,,0,,NAPLAN,,
1L10SR,L10 LP95SR,L10 - LPU95   POST 1997  SENIOR LIFE,1,,,C,7.40,A,0.00,0,4,50,85,N,00,95,100,00,100.0000,50.0000,25.0000,8.3333,8.3333,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,13,N,,3000,25000,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,WHOLE LIFE PAYABLE TO AGE 95 - SR,,,F,F,,0,,NAPLAN,,
1L10OD,L10 OLD,L10 - LPU95       PRE 1997,1,,,C,7.40,A,0.00,0,4,00,85,N,00,95,100,00,100.0000,50.0000,25.0000,8.3345,8.3345,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,N,,0,99,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,L10 PRE97 VS L10 OLD,,,F,F,,0,,NAPLAN,,
1L10PR,L10 PREUNI,L10 - LPU95       PRE 1997,1,,,C,0.00,A,0.00,0,4,00,85,N,00,95,00,100,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,N,,0,99,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,L10 PREUNI,,,F,F,,0,,NAPLAN,,
7SDT10,L10 SDT,L10 SPOUSE DECREASING TERM,0,,,,0.00,A,0.00,3,4,18,55,N,00,65,00,65,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,1,20,,N,B,0.00,0,,,A,N,,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,L10 SPOUSE DECR TERM - L10 OLD,,,F,F,,0,,NAPLAN,,
910SWP,L10 SPSWP,L10 SPOUSE WP,0,,,,0.00,A,0.00,0,4,18,55,N,00,64,00,64,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,N,,1,20,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,L10 SPOUSE WP,,,F,F,,0,,NAPLAN,,
1L10SO,L10 SR OLD,L10 - LPU95  SR.     PRE 1997,1,,,C,7.40,A,0.00,0,4,50,85,N,00,95,00,100,100.0000,50.0000,25.0016,8.3328,8.3328,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,13,N,,3000,20000,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,WHOLE LIFE PAYABLE TO AGE 95 - SR,,,F,F,,0,,NAPLAN,,
9WPL10,L10 WP,L10 WAIVER OF PREMIUM   POST 1997,0,,,,0.00,A,0.00,0,4,19,55,N,00,60,00,60,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,N,,3000,999999999,,N,B,0.00,0,,,A,N,,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,WAIVER OF PREMIUM - L10 LP95,,,F,F,,0,,NAPLAN,,
9CDTWP,L10 WP CDT,L10 CHILD WP,0,,,,0.00,A,0.00,0,4,00,25,N,00,25,00,25,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,N,,1,5,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,CHILD WAIVER OF PREM -  L10 LP95,,,F,F,,0,,NAPLAN,,
9OLDWP,L10 WP OLD,WAIVER OF PREMIUM - L10,0,,,,0.00,A,0.00,0,4,19,55,N,00,60,00,60,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,N,,0,99,,N,B,0.00,0,,,A,N,,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,WAIVER OF PREMIUM - L10 OLD,,,F,F,,0,,NAPLAN,,
910RWP,L10 WP SRN,L10 WAIVER OF PREMIUM   POST 1997,0,,,,0.00,A,0.00,0,4,19,55,N,00,60,00,60,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,13,N,,3000,999999999,,N,B,0.00,0,,,A,N,,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,L10 WAIVER OF PREMIUM   POST 1997,,,F,F,,0,,NAPLAN,,
1L14SC,L14,WHOLE LIFE,1,,,C,7.40,A,0.00,0,4,45,85,N,00,100,00,100,100.0000,50.0000,25.0000,8.3333,8.3333,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,13,N,,0,0,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,SECURECHOICE LIFE: GRADED DB WL,,,F,F,,0,,NAPLAN,,
1L15GD,L15,GRADED DEATH BENEFIT WHOLE LIFE,1,,,C,7.40,A,0.00,0,4,45,85,N,00,100,00,100,100.0000,50.0000,25.0000,8.3333,8.3333,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,13,N,,0,99,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,"WL - 100% YR 4, 101% OF CV AFTER 100",,,F,F,,0,,NAPLAN,,
9ADB15,L15 ADB,INHERENT ACCIDENTAL DEATH (3 YR) FOR L15,1,,,,0.00,A,0.00,0,4,45,85,N,03,00,03,00,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,13,N,,5000,25000,,N,B,0.00,0,,,A,N,,N,0,0,,,,,,,,,,,,,,,,,,,,INHERENT ACCIDENTAL DEATH (3 YR) FOR L15,,,F,F,,0,,NAPLAN,,
1L16GD,L16,GRADED DEATH BENEFIT WHOLE LIFE,1,,,C,0.00,A,0.00,2,4,50,70,N,00,100,00,100,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,13,N,,0,99,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,"WL - 100% YR 3, 101% OF CV AFTER 100",,,F,F,,0,,NAPLAN,,
9L16PF,L16POLFEE,GRADED DEATH BENEFIT,1,,,,0.00,A,0.00,1,4,50,70,N,02,00,02,00,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,13,N,,0,99,,N,B,0.00,0,,,A,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,GRADED DEATH BENEFIT,,,F,F,,0,,NAPLAN,,
10L171,L17 1,SINGLE PREMIUM WHOLE LIFE,1,,,C,0.00,A,0.00,0,4,00,18,N,1,0,00,100,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,N,,0,99,,N,B,0.00,0,,,0,N,,N,0,0,,,,,,,,,,,,,,,,,,,,SINGLE PREMIUM WL - L17,,,F,F,,0,,NAPLAN,,
117JPO,L17 1 JPO,L17 JUVENILE PURCHASE OPTION,1,,,C,0.00,A,0.00,0,4,00,18,N,1,0,00,100,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,N,,0,99,,N,B,0.00,0,,,0,N,,N,0,0,,,,,,,,,,,,,,,,,,,,JUVENILE PURCHASE OPTION - L17,,,F,F,,0,,NAPLAN,,
10L172,L17 2+,SINGLE PREMIUM WHOLE LIFE,1,,,C,0.00,A,0.00,0,4,00,18,N,1,0,00,100,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,N,,0,99,,N,B,0.00,0,,,0,N,,N,0,0,,,,,,,,,,,,,,,,,,,,SINGLE PREMIUM WL - L17,,,F,F,,0,,NAPLAN,,
17MJPO,L17 2+ JPO,L17 MULTI JUVENILE PURCHASE OPTION,1,,,C,0.00,A,0.00,0,4,00,18,N,1,0,00,100,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,N,,0,99,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,MULTI JUVENILE PURCHASE OPTION - L17,,,F,F,,0,,NAPLAN,,
1L17SP,L17,SINGLE PREMIUM WHOLE LIFE,1,,,C,0.00,A,0.00,0,4,00,18,N,1,0,00,100,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,N,,0,99,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,WHOLE LIFE: LEV DB TO 100; 101% CV,,,F,F,,0,,NAPLAN,,
9SLADB,SAL ADB,SAL ACCIDENTAL DEATH BENEFIT,0,,,,0.00,A,0.00,0,4,00,75,N,100,00,100,00,100.0000,62.8866,37.8866,12.8866,12.8866,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,70,N,,0,10000,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,ACCIDENTAL DEATH BENEFIT - SAL ML,,,F,F,,0,,NAPLAN,,
1SALML,SAL ML,MODIFIED LIFE,1,,,4,0.00,A,0.00,0,4,00,75,N,100,00,100,00,100.0000,62.8866,37.8866,12.8866,12.8866,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,70,N,,1,10000,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,STANDARD AMERICAN MODIFIED LIFE,,,F,F,,0,,NAPLAN,,
1SALMI,SAL MULTPL,MULTIPLE INSUREDS SAL MODIFIED LIFE,1,,,,0.00,A,0.00,0,4,00,75,N,100,00,100,00,100.0000,62.8866,37.8866,12.8866,12.8866,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,70,N,,0,10000,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,MULTIPLE INSUREDS - SAL ML,,,F,F,,0,,NAPLAN,,
1SALOL,SAL OL,ORDINARY WHOLE LIFE,1,,,4,0.00,A,0.00,0,4,00,75,N,100,00,100,00,100.0000,54.9603,29.9603,4.9603,4.9603,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,70,N,,2,1000,,N,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,STANDARD AMERICAN ORDINARY LIFE,,,F,F,,0,,NAPLAN,,
9WP646,WP 646,WAIVER OF PREMIUM,1,,,,0.00,A,0.00,0,4,20,60,N,00,69,00,69,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,N,,1,200,,N,B,0.00,0,,,A,N,,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,,WAIVER OF PREMIUM,,,F,F,,0,,NAPLAN,,
