PLAN,FORM,DESCR,PAR,SEX,BASIS,NFOINT,LOANINT,LOANINTX,DEPINT,VARDB,VARGP,LOAGE,HIAGE,RENEW,PAYYRS,PAYAGE,INSYRS,INSAGE,ANNL,SEMI,QTRL,MTHD,MTHB,ANNLFEE,SEMIFEE,QTRLFEE,MTHDFEE,MTHBFEE,INITVAL,MKTG,PRODUCT,CALCADV,COMMID,MINUNIT,MAXUNIT,BPOLFEE,BACTIVE,RRULE,AGTRSV,AUTONFO,PLANTYPE,INTMETHTV,INTMETHCV,DEFICIENCY,HDEDMETHOD,PLANVALOPT,GDVARYGP,GDVARYDB,GDVARYCV,GDVARYTV,GDVARYDV,UWVARYGP,UWVARYDB,UWVARYCV,UWVARYTV,UWVARYDV,BDVARYGP,BDVARYDB,BDVARYCV,BDVARYTV,BDVARYDV,STVARYGP,STVARYDB,STVARYCV,STVARYTV,STVARYDV,CONVCOMM,PLANNAME,HRENEW,HLOB,HCOMMIP,HRIGPKEY,SIMPLEINT,MLAPSE,MNOTE10,MNAICLOB,MNFOANNV,MGTDANNV
1L1095,L10,L10 - LPU95     POST 1997 LIFE,1,B,,C,7.40,A,0.00,4,4,00,85,T,00,95,100,00,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,0,0,,T,B,0.00,0,,,0,N,,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,,L10 - LPU95     POST 1997 LIFE,,,,,,0,,NAPLAN,,
1L10SR,L10,L10 - LPU95   POST 1997  SENIOR LIFE,1,B,,C,7.40,A,0.00,4,4,50,85,T,00,95,100,00,100.0000,50.0000,25.0000,8.3333,8.3333,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,13,T,,3000,25000,,T,B,0.00,0,,,0,N,,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,,L10 - LPU95   POST 1997  SENIOR LIFE,,,,,,0,,NAPLAN,,
1L10OD,L10,L10 - LPU95       PRE 1997,1,B,,C,7.40,A,0.00,4,4,00,85,T,00,95,100,00,100.0000,50.0000,25.0000,8.3345,8.3345,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,0,99,,T,B,0.00,0,,,0,N,,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,,L10 - LPU95       PRE 1997,,,,,,0,,NAPLAN,,
1L10PR,L10 UNI,L10 - LPU95       PRE 1997,1,B,,C,0.00,22,0.00,4,4,00,85,T,00,95,00,100,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,0,99,,T,B,0.00,0,,,0,N,,Y,N,N,N,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,,L10 - LPU95       PRE 1997,,,,,,0,,NAPLAN,,
7SDT10,8141,L10 SPOUSE DECREASING TERM,0,B,,,0.00,22,0.00,4,4,18,55,T,00,65,00,65,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,1,20,,T,B,0.00,0,,,A,N,,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,L10 SPOUSE DECREASING TERM,,,,,,0,,NAPLAN,,
910SWP,8139,L10 SPOUSE WP,0,B,,,0.00,22,0.00,4,4,18,55,T,00,64,00,64,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,1,20,,T,B,0.00,0,,,A,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,L10 SPOUSE WP,,,,,,0,,NAPLAN,,
1L10SO,L10,L10 - LPU95  SR.     PRE 1997,1,B,,C,7.40,A,0.00,4,4,50,85,T,00,95,00,100,100.0000,50.0000,25.0016,8.3328,8.3328,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,13,T,,3000,20000,,T,B,0.00,0,,,0,N,,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,,L10 - LPU95  SR.     PRE 1997,,,,,,0,,NAPLAN,,
9WPL10,8139,L10 WAIVER OF PREMIUM   POST 1997,0,B,,,0.00,22,0.00,4,4,19,55,T,00,60,00,60,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,3000,999999999,,T,B,0.00,0,,,A,N,,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,L10 WAIVER OF PREMIUM   POST 1997,,,,,,0,,NAPLAN,,
9CDTWP,8139,L10 CHILD WP,0,B,,,0.00,22,0.00,4,4,00,25,T,00,25,00,25,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,1,5,,T,B,0.00,0,,,A,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,L10 CHILD WP,,,,,,0,,NAPLAN,,
9OLDWP,8139,WAIVER OF PREMIUM - L10,0,B,,,0.00,22,0.00,4,4,19,55,T,00,60,00,60,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,0,99,,T,B,0.00,0,,,A,N,,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,WAIVER OF PREMIUM - L10,,,,,,0,,NAPLAN,,
910RWP,8139,L10 WAIVER OF PREMIUM   POST 1997,0,B,,,0.00,22,0.00,4,4,19,55,T,00,60,00,60,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,13,T,,3000,999999999,,T,B,0.00,0,,,A,N,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,L10 WAIVER OF PREMIUM   POST 1997,,,,,,0,,NAPLAN,,
1L14SC,L14,WHOLE LIFE,1,B,,C,7.40,A,0.00,4,4,45,85,T,00,100,00,100,100.0000,50.0000,25.0000,8.3333,8.3333,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,13,T,,0,0,,T,B,0.00,0,,,0,N,,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,WHOLE LIFE,,,,,,0,,NAPLAN,,
1L15GD,L15,"GRADED DEATH BENEFIT, WHOLE LIFE",1,B,,C,7.40,A,0.00,4,4,45,85,T,00,100,00,100,100.0000,50.0000,25.0000,8.3333,8.3333,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,13,T,,0,99,,T,B,0.00,0,,,0,N,,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,"GRADED DEATH BENEFIT, WHOLE LIFE",,,,,,0,,NAPLAN,,
9ADB15,L15 INHER,INHERENT ACCIDENTAL DEATH (3 YR) FOR L15,1,B,,,0.00,22,0.00,4,4,45,85,T,03,00,03,00,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,13,T,,5000,25000,,T,B,0.00,0,,,A,N,,F,0,0,,,,,,,,,,,,,,,,,,,,INHERENT ACCIDENTAL DEATH (3 YR) FOR L15,,,,,,0,,NAPLAN,,
1L16GD,L16,"GRADED DEATH BENEFIT, WHOLE LIFE",1,B,,C,0.00,22,0.00,2,4,50,70,T,00,100,00,100,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,13,T,,0,99,,T,B,0.00,0,,,0,N,,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,"GRADED DEATH BENEFIT, WHOLE LIFE",,,,,,0,,NAPLAN,,
9L16PF,L16 INHER,"GRADED DEATH BENEFIT, WHOLE LIFE",1,B,,,0.00,22,0.00,1,4,50,70,T,02,00,02,00,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,13,T,,0,99,,T,B,0.00,0,,,A,N,,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,"GRADED DEATH BENEFIT, WHOLE LIFE",,,,,,0,,NAPLAN,,
10L171,L17,SINGLE PREMIUM WHOLE LIFE,1,B,,C,0.00,22,0.00,4,4,00,18,T,00,00,00,100,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,0,99,,T,B,0.00,0,,,0,N,,F,0,0,,,,,,,,,,,,,,,,,,,,SINGLE PREMIUM WHOLE LIFE,,,,,,0,,NAPLAN,,
117JPO,L17,SINGLE PREMIUM WHOLE LIFE,1,B,,C,0.00,22,0.00,4,4,00,18,T,00,00,00,100,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,0,99,,T,B,0.00,0,,,0,N,,F,0,0,,,,,,,,,,,,,,,,,,,,SINGLE PREMIUM WHOLE LIFE,,,,,,0,,NAPLAN,,
10L172,L17,SINGLE PREMIUM WHOLE LIFE,1,B,,C,0.00,22,0.00,4,4,00,18,T,00,00,00,100,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,0,99,,T,B,0.00,0,,,0,N,,F,0,0,,,,,,,,,,,,,,,,,,,,SINGLE PREMIUM WHOLE LIFE,,,,,,0,,NAPLAN,,
17MJPO,L17,SINGLE PREMIUM WHOLE LIFE,1,B,,C,0.00,22,0.00,4,4,00,18,T,00,00,00,100,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,0,99,,T,B,0.00,0,,,0,N,,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,SINGLE PREMIUM WHOLE LIFE,,,,,,0,,NAPLAN,,
1L17SP,L17,"SINGLE PREMIUM, WHOLE LIFE",1,B,,C,0.00,22,0.00,4,4,00,18,T,00,00,00,100,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,12,T,,0,99,,T,B,0.00,0,,,0,N,,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,"SINGLE PREMIUM, WHOLE LIFE",,,,,,0,,NAPLAN,,
9SLADB,SAL ADB,SAL ACCIDENTAL DEATH BENEFIT,0,B,,,0.00,22,0.00,4,4,00,75,T,100,00,100,00,100.0000,62.8866,37.8866,12.8866,12.8866,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,70,T,,0,10000,,T,B,0.00,0,,,A,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,SAL ACCIDENTAL DEATH BENEFIT,,,,,,0,,NAPLAN,,
1SALML,SAL ML,MODIFIED LIFE,1,B,,4,0.00,22,0.00,4,4,00,75,T,100,00,100,00,100.0000,62.8866,37.8866,12.8866,12.8866,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,70,T,,1,10000,,T,B,0.00,0,,,0,N,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MODIFIED LIFE,,,,,,0,,NAPLAN,,
1SALMI,SAL ML,MULTIPLE INSUREDS SAL MODIFIED LIFE,1,B,,,0.00,22,0.00,4,4,00,75,T,100,00,100,00,100.0000,62.8866,37.8866,12.8866,12.8866,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,70,T,,0,10000,,T,B,0.00,0,,,A,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,MULTIPLE INSUREDS SAL MODIFIED LIFE,,,,,,0,,NAPLAN,,
1SALOL,,ORDINARY WHOLE LIFE,1,B,,4,0.00,22,0.00,4,4,00,75,T,100,00,100,00,100.0000,54.9603,29.9603,4.9603,4.9603,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,70,T,,2,1000,,T,B,0.00,0,,,0,N,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,ORDINARY WHOLE LIFE,,,,,,0,,NAPLAN,,
9WP646,0823,WAIVER OF PREMIUM,1,B,,,0.00,22,0.00,4,4,20,60,T,00,69,00,69,100.0000,50.0000,25.0035,8.3298,8.3298,0.0000,0.0000,0.0000,0.0000,0.0000,1000.00,,03,T,,1,200,,T,B,0.00,0,,,A,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,WAIVER OF PREMIUM,,,,,,0,,NAPLAN,,
