MSP B2 -2,-2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
MRT B1 69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,10.69,10.97,11.26,11.57,11.89,12.22,12.57,12.94,13.33,13.74,14.18,14.63,15.1,15.6,16.13,16.68,17.25,17.85,18.49,19.14,19.83,20.55,21.31,22.1,22.94,24.66,25.65,26.7,27.81,28.99,29.91,31.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,10.69,10.97,11.26,11.57,11.89,12.22,12.57,12.94,13.33,13.74,14.18,14.63,15.1,15.6,16.13,16.68,17.25,17.85,18.49,19.14,19.83,20.55,21.31,22.1,22.94,24.66,25.65,26.7,27.81,28.99,29.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,10.69,10.97,11.26,11.57,11.89,12.22,12.57,12.94,13.33,13.74,14.18,14.63,15.1,15.6,16.13,16.68,17.25,17.85,18.49,19.14,19.83,20.55,21.31,22.1,22.94,24.66,25.65,26.7,27.81,28.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,10.69,10.97,11.26,11.57,11.89,12.22,12.57,12.94,13.33,13.74,14.18,14.63,15.1,15.6,16.13,16.68,17.25,17.85,18.49,19.14,19.83,20.55,21.31,22.1,22.94,24.66,25.65,26.7,27.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,10.69,10.97,11.26,11.57,11.89,12.22,12.57,12.94,13.33,13.74,14.18,14.63,15.1,15.6,16.13,16.68,17.25,17.85,18.49,19.14,19.83,20.55,21.31,22.1,22.94,24.66,25.65,26.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,10.69,10.97,11.26,11.57,11.89,12.22,12.57,12.94,13.33,13.74,14.18,14.63,15.1,15.6,16.13,16.68,17.25,17.85,18.49,19.14,19.83,20.55,21.31,22.1,22.94,24.66,25.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,10.69,10.97,11.26,11.57,11.89,12.22,12.57,12.94,13.33,13.74,14.18,14.63,15.1,15.6,16.13,16.68,17.25,17.85,18.49,19.14,19.83,20.55,21.31,22.1,22.94,24.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,10.69,10.97,11.26,11.57,11.89,12.22,12.57,12.94,13.33,13.74,14.18,14.63,15.1,15.6,16.13,16.68,17.25,17.85,18.49,19.14,19.83,20.55,21.31,22.1,22.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,10.69,10.97,11.26,11.57,11.89,12.22,12.57,12.94,13.33,13.74,14.18,14.63,15.1,15.6,16.13,16.68,17.25,17.85,18.49,19.14,19.83,20.55,21.31,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,10.69,10.97,11.26,11.57,11.89,12.22,12.57,12.94,13.33,13.74,14.18,14.63,15.1,15.6,16.13,16.68,17.25,17.85,18.49,19.14,19.83,20.55,21.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,10.69,10.97,11.26,11.57,11.89,12.22,12.57,12.94,13.33,13.74,14.18,14.63,15.1,15.6,16.13,16.68,17.25,17.85,18.49,19.14,19.83,20.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,10.69,10.97,11.26,11.57,11.89,12.22,12.57,12.94,13.33,13.74,14.18,14.63,15.1,15.6,16.13,16.68,17.25,17.85,18.49,19.14,19.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 81,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,10.69,10.97,11.26,11.57,11.89,12.22,12.57,12.94,13.33,13.74,14.18,14.63,15.1,15.6,16.13,16.68,17.25,17.85,18.49,19.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,10.69,10.97,11.26,11.57,11.89,12.22,12.57,12.94,13.33,13.74,14.18,14.63,15.1,15.6,16.13,16.68,17.25,17.85,18.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,10.69,10.97,11.26,11.57,11.89,12.22,12.57,12.94,13.33,13.74,14.18,14.63,15.1,15.6,16.13,16.68,17.25,17.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,10.69,10.97,11.26,11.57,11.89,12.22,12.57,12.94,13.33,13.74,14.18,14.63,15.1,15.6,16.13,16.68,17.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,10.69,10.97,11.26,11.57,11.89,12.22,12.57,12.94,13.33,13.74,14.18,14.63,15.1,15.6,16.13,16.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 86,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,10.69,10.97,11.26,11.57,11.89,12.22,12.57,12.94,13.33,13.74,14.18,14.63,15.1,15.6,16.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,10.69,10.97,11.26,11.57,11.89,12.22,12.57,12.94,13.33,13.74,14.18,14.63,15.1,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,10.69,10.97,11.26,11.57,11.89,12.22,12.57,12.94,13.33,13.74,14.18,14.63,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,10.69,10.97,11.26,11.57,11.89,12.22,12.57,12.94,13.33,13.74,14.18,14.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,10.69,10.97,11.26,11.57,11.89,12.22,12.57,12.94,13.33,13.74,14.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,10.69,10.97,11.26,11.57,11.89,12.22,12.57,12.94,13.33,13.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 92,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,10.69,10.97,11.26,11.57,11.89,12.22,12.57,12.94,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,10.69,10.97,11.26,11.57,11.89,12.22,12.57,12.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 94,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,10.69,10.97,11.26,11.57,11.89,12.22,12.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,10.69,10.97,11.26,11.57,11.89,12.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 96,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,10.69,10.97,11.26,11.57,11.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 97,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,10.69,10.97,11.26,11.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,10.69,10.97,11.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,10.69,10.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,10.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 101,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,10.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,10.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 103,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 104,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 106,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 107,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 108,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 109,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 111,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 112,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 113,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 114,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 115,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 116,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 118,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 119,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRT B1 121,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 -2,-2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
FRN B2 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRN B2 3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.39,5.56,5.73,5.92,6.11,6.31,6.52,6.74,6.97,7.21,7.46,7.72,7.99,8.28,8.57,8.88,9.2,9.53,9.88,10.24,10.62,11.01,11.43,11.86,12.32,12.81,13.33,14.25,14.84,15.47,16.13,16.83,17.38,18.15,18.97,19.82,20.73,21.45,22.46,23.53,24.66,25.88,27.17,28.55,30.02,31.6,33.29,34.74,36.67,38.76,41.01,43.46,45.62,48.47,51.55,54.91,58.57,61.9,66.21,70.92,76.05,81.64,86.81,93.37,100.59,108.56,117.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
