reconstructed_claim_id,gross_benefit_amount,interest_amount,loan_principal_offset,loan_interest_offset,surrender_charge_amount,withholding_amount,total_cash_amount,partial_surrender_amount,reconstructed_net_payment,raw_transaction_total,balancing_difference,balancing_status,confidence_level
RC-9010815642-2-SURRENDER_CLAIM-C2-20201017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.18,315.18,315.18,315.18,UNBALANCED,LOW
RC-9010815642-2-SURRENDER_CLAIM-C3-20211017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.18,315.18,315.18,315.18,UNBALANCED,LOW
RC-9010815642-2-SURRENDER_CLAIM-C4-20221017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.18,315.18,315.18,315.18,UNBALANCED,LOW
RC-9010815642-2-SURRENDER_CLAIM-C5-20231017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.18,315.18,315.18,315.18,UNBALANCED,LOW
RC-9010815642-2-SURRENDER_CLAIM-C6-20241017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.18,315.18,315.18,315.18,UNBALANCED,LOW
RC-9010815642-2-SURRENDER_CLAIM-C7-20251017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.18,315.18,315.18,315.18,UNBALANCED,LOW
RC-9010815643-3-SURRENDER_CLAIM-C0-20191121,0.0,0.0,0.0,0.0,0.0,0.0,19168.12,0.0,19168.12,19168.12,19168.12,UNBALANCED,LOW
RC-9010815680-1-DISBURSEMENT_CLAIM-C0-20180109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.5,-94.5,MINOR_VARIANCE,MEDIUM
RC-9010815680-2-SURRENDER_CLAIM-C0-20171015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0,358.0,358.0,358.0,UNBALANCED,LOW
RC-9010815680-2-SURRENDER_CLAIM-C1-20181015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0,358.0,358.0,358.0,UNBALANCED,LOW
RC-9010815680-2-SURRENDER_CLAIM-C2-20191015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0,358.0,358.0,358.0,UNBALANCED,LOW
RC-9010815680-2-SURRENDER_CLAIM-C3-20201015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0,358.0,358.0,358.0,UNBALANCED,LOW
RC-9010815680-2-SURRENDER_CLAIM-C4-20211015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0,358.0,358.0,358.0,UNBALANCED,LOW
RC-9010815680-2-SURRENDER_CLAIM-C5-20221015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0,358.0,358.0,358.0,UNBALANCED,LOW
RC-9010815680-2-SURRENDER_CLAIM-C6-20231015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0,358.0,358.0,358.0,UNBALANCED,LOW
RC-9010815680-2-SURRENDER_CLAIM-C7-20241015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0,358.0,358.0,358.0,UNBALANCED,LOW
RC-9010815680-2-SURRENDER_CLAIM-C8-20251015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0,358.0,358.0,358.0,UNBALANCED,LOW
RC-9010815681-1-DISBURSEMENT_CLAIM-C0-20180109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.87,-78.87,MINOR_VARIANCE,MEDIUM
RC-9010815681-2-SURRENDER_CLAIM-C0-20171101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.75,298.75,298.75,298.75,UNBALANCED,LOW
RC-9010815681-2-SURRENDER_CLAIM-C1-20181101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.75,298.75,298.75,298.75,UNBALANCED,LOW
RC-9010815681-2-SURRENDER_CLAIM-C2-20191101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.75,298.75,298.75,298.75,UNBALANCED,LOW
RC-9010815681-2-SURRENDER_CLAIM-C3-20201101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.75,298.75,298.75,298.75,UNBALANCED,LOW
RC-9010815681-2-SURRENDER_CLAIM-C4-20211101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.75,298.75,298.75,298.75,UNBALANCED,LOW
RC-9010815681-2-SURRENDER_CLAIM-C5-20221101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.75,298.75,298.75,298.75,UNBALANCED,LOW
RC-9010815681-2-SURRENDER_CLAIM-C6-20231101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.75,298.75,298.75,298.75,UNBALANCED,LOW
RC-9010815681-2-SURRENDER_CLAIM-C7-20241101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.75,298.75,298.75,298.75,UNBALANCED,LOW
RC-9010815681-2-SURRENDER_CLAIM-C8-20251101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.75,298.75,298.75,298.75,UNBALANCED,LOW
RC-9010815945-2-SURRENDER_CLAIM-C0-20201130,0.0,0.0,0.0,0.0,0.0,0.0,22375.72,0.0,22375.72,22375.72,22375.72,UNBALANCED,LOW
RC-9010815946-2-SURRENDER_CLAIM-C0-20181020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.5,314.5,314.5,314.5,UNBALANCED,LOW
RC-9010815946-2-SURRENDER_CLAIM-C1-20191020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.5,314.5,314.5,314.5,UNBALANCED,LOW
RC-9010815946-2-SURRENDER_CLAIM-C2-20201020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.5,314.5,314.5,314.5,UNBALANCED,LOW
RC-9010815946-2-SURRENDER_CLAIM-C3-20211020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.5,314.5,314.5,314.5,UNBALANCED,LOW
RC-9010815946-2-SURRENDER_CLAIM-C4-20221020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.5,314.5,314.5,314.5,UNBALANCED,LOW
RC-9010815946-2-SURRENDER_CLAIM-C5-20231020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.5,314.5,314.5,314.5,UNBALANCED,LOW
RC-9010815946-2-SURRENDER_CLAIM-C6-20241020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.5,314.5,314.5,314.5,UNBALANCED,LOW
RC-9010815946-2-SURRENDER_CLAIM-C7-20251020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.5,314.5,314.5,314.5,UNBALANCED,LOW
RC-9010816070-1-DEATH_CLAIM-C0-20230329,16240.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16240.71,32481.42,0.0,BALANCED,HIGH
RC-9010816070-1-DISBURSEMENT_CLAIM-C0-20181107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9,-27.9,MINOR_VARIANCE,MEDIUM
RC-9010816070-2-SURRENDER_CLAIM-C0-20181015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.1,317.1,317.1,317.1,UNBALANCED,LOW
RC-9010816070-2-SURRENDER_CLAIM-C1-20191015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.1,317.1,317.1,317.1,UNBALANCED,LOW
RC-9010816070-2-SURRENDER_CLAIM-C2-20201015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.1,317.1,317.1,317.1,UNBALANCED,LOW
RC-9010816070-2-SURRENDER_CLAIM-C3-20211015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.1,317.1,317.1,317.1,UNBALANCED,LOW
RC-9010816070-2-SURRENDER_CLAIM-C4-20221015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.1,317.1,317.1,317.1,UNBALANCED,LOW
RC-9010816156-1-DEATH_CLAIM-C0-20191029,7362.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7362.63,14725.26,0.0,BALANCED,HIGH
RC-9010816156-2-SURRENDER_CLAIM-C0-20181013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.95,206.95,206.95,206.95,UNBALANCED,LOW
RC-9010816156-2-SURRENDER_CLAIM-C1-20191013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.95,206.95,206.95,206.95,UNBALANCED,LOW
RC-9010816224-1-DEATH_CLAIM-C0-20190722,6178.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6178.54,12431.84,-37.38,MINOR_VARIANCE,MEDIUM
RC-9010816326-2-SURRENDER_CLAIM-C0-20190604,0.0,0.0,0.0,0.0,0.0,0.0,10125.05,0.0,10125.05,10125.05,10125.05,UNBALANCED,LOW
RC-9010816331-1-SURRENDER_CLAIM-C0-20171120,0.0,326.45,82.17,326.45,0.0,0.0,0.0,0.0,-82.17,408.62,-82.17,MINOR_VARIANCE,MEDIUM
RC-9010816331-1-SURRENDER_CLAIM-C1-20180520,0.0,338.66,82.17,338.66,0.0,0.0,0.0,0.0,-82.17,420.83,-82.17,MINOR_VARIANCE,MEDIUM
RC-9010816331-3-SURRENDER_CLAIM-C0-20181120,0.0,0.0,0.0,0.0,2326.01,0.0,0.0,0.0,-2326.01,2326.01,-2326.01,UNBALANCED,LOW
RC-9010816590-1-DEATH_CLAIM-C0-20220916,4142.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4142.3,8284.6,0.0,BALANCED,HIGH
RC-9010816898-1-SURRENDER_CLAIM-C0-20181021,0.0,6492.8,0.0,6492.8,0.0,0.0,0.0,0.0,0.0,6492.8,0.0,BALANCED,HIGH
RC-9010816898-3-SURRENDER_CLAIM-C0-20181121,0.0,0.0,0.0,0.0,0.0,0.0,44180.64,0.0,44180.64,44180.64,44180.64,UNBALANCED,LOW
RC-9010816928-1-DEATH_CLAIM-C0-20200321,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,50000.0,0.0,BALANCED,HIGH
RC-9010816928-4-SURRENDER_CLAIM-C0-20181017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.25,287.25,287.25,287.25,UNBALANCED,LOW
RC-9010816928-4-SURRENDER_CLAIM-C1-20191017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.25,287.25,287.25,287.25,UNBALANCED,LOW
RC-9010816969-2-SURRENDER_CLAIM-C0-20181106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.9,181.9,181.9,181.9,UNBALANCED,LOW
RC-9010816969-2-SURRENDER_CLAIM-C1-20191106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.9,181.9,181.9,181.9,UNBALANCED,LOW
RC-9010816969-2-SURRENDER_CLAIM-C2-20201106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.9,181.9,181.9,181.9,UNBALANCED,LOW
RC-9010816969-2-SURRENDER_CLAIM-C3-20211106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.9,181.9,181.9,181.9,UNBALANCED,LOW
RC-9010816969-2-SURRENDER_CLAIM-C4-20221106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.9,181.9,181.9,181.9,UNBALANCED,LOW
RC-9010816969-2-SURRENDER_CLAIM-C5-20231106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.9,181.9,181.9,181.9,UNBALANCED,LOW
RC-9010816990-2-SURRENDER_CLAIM-C0-20181020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.7,148.7,148.7,148.7,UNBALANCED,LOW
RC-9010816990-2-SURRENDER_CLAIM-C1-20191020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.7,148.7,148.7,148.7,UNBALANCED,LOW
RC-9010816990-2-SURRENDER_CLAIM-C2-20201020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.7,148.7,148.7,148.7,UNBALANCED,LOW
RC-9010816990-2-SURRENDER_CLAIM-C3-20211020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.7,148.7,148.7,148.7,UNBALANCED,LOW
RC-9010816990-2-SURRENDER_CLAIM-C4-20221020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.7,148.7,148.7,148.7,UNBALANCED,LOW
RC-9010816990-2-SURRENDER_CLAIM-C5-20231020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.7,148.7,148.7,148.7,UNBALANCED,LOW
RC-9010816990-2-SURRENDER_CLAIM-C6-20241020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.7,148.7,148.7,148.7,UNBALANCED,LOW
RC-9010816990-2-SURRENDER_CLAIM-C7-20251020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.7,148.7,148.7,148.7,UNBALANCED,LOW
RC-9010816991-2-SURRENDER_CLAIM-C0-20181020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.15,239.15,239.15,239.15,UNBALANCED,LOW
RC-9010816991-2-SURRENDER_CLAIM-C1-20191020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.15,239.15,239.15,239.15,UNBALANCED,LOW
RC-9010816991-2-SURRENDER_CLAIM-C2-20201020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.15,239.15,239.15,239.15,UNBALANCED,LOW
RC-9010816991-2-SURRENDER_CLAIM-C3-20211020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.15,239.15,239.15,239.15,UNBALANCED,LOW
RC-9010816991-2-SURRENDER_CLAIM-C4-20221020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.15,239.15,239.15,239.15,UNBALANCED,LOW
RC-9010816991-2-SURRENDER_CLAIM-C5-20231020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.15,239.15,239.15,239.15,UNBALANCED,LOW
RC-9010816991-2-SURRENDER_CLAIM-C6-20241020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.15,239.15,239.15,239.15,UNBALANCED,LOW
RC-9010816991-2-SURRENDER_CLAIM-C7-20251020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.15,239.15,239.15,239.15,UNBALANCED,LOW
RC-9010817091-1-DEATH_CLAIM-C0-20191106,5927.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5927.9,11855.8,0.0,BALANCED,HIGH
RC-9010817091-2-SURRENDER_CLAIM-C0-20181022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.15,239.15,239.15,239.15,UNBALANCED,LOW
RC-9010817091-2-SURRENDER_CLAIM-C1-20191022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.15,239.15,239.15,239.15,UNBALANCED,LOW
RC-9010817304-1-DISBURSEMENT_CLAIM-C0-20221121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.05,-26.05,MINOR_VARIANCE,MEDIUM
RC-9010817304-3-SURRENDER_CLAIM-C0-20221022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,296.0,296.0,296.0,UNBALANCED,LOW
RC-9010817304-3-SURRENDER_CLAIM-C1-20231022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,296.0,296.0,296.0,UNBALANCED,LOW
RC-9010817304-3-SURRENDER_CLAIM-C2-20241022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,296.0,296.0,296.0,UNBALANCED,LOW
RC-9010817304-3-SURRENDER_CLAIM-C3-20251022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,296.0,296.0,296.0,UNBALANCED,LOW
RC-9010817345-1-DEATH_CLAIM-C0-20191008,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,50000.0,0.0,BALANCED,HIGH
RC-9010817345-3-SURRENDER_CLAIM-C0-20181107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.75,388.75,388.75,388.75,UNBALANCED,LOW
RC-9010817366-3-SURRENDER_CLAIM-C0-20181023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.75,154.75,154.75,154.75,UNBALANCED,LOW
RC-9010817366-3-SURRENDER_CLAIM-C1-20191023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.75,154.75,154.75,154.75,UNBALANCED,LOW
RC-9010817366-3-SURRENDER_CLAIM-C2-20201023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.75,154.75,154.75,154.75,UNBALANCED,LOW
RC-9010817366-3-SURRENDER_CLAIM-C3-20211023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.75,154.75,154.75,154.75,UNBALANCED,LOW
RC-9010817366-3-SURRENDER_CLAIM-C4-20221023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.75,154.75,154.75,154.75,UNBALANCED,LOW
RC-9010817366-3-SURRENDER_CLAIM-C5-20231023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.75,154.75,154.75,154.75,UNBALANCED,LOW
RC-9010817366-3-SURRENDER_CLAIM-C6-20241023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.75,154.75,154.75,154.75,UNBALANCED,LOW
RC-9010817366-3-SURRENDER_CLAIM-C7-20251023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.75,154.75,154.75,154.75,UNBALANCED,LOW
RC-9010817367-2-SURRENDER_CLAIM-C0-20181023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.5,128.5,128.5,128.5,UNBALANCED,LOW
RC-9010817367-2-SURRENDER_CLAIM-C1-20191023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.5,128.5,128.5,128.5,UNBALANCED,LOW
RC-9010817367-2-SURRENDER_CLAIM-C2-20201023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.5,128.5,128.5,128.5,UNBALANCED,LOW
RC-9010817367-2-SURRENDER_CLAIM-C3-20211023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.5,128.5,128.5,128.5,UNBALANCED,LOW
RC-9010817367-2-SURRENDER_CLAIM-C4-20221023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.5,128.5,128.5,128.5,UNBALANCED,LOW
RC-9010817367-2-SURRENDER_CLAIM-C5-20231023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.5,128.5,128.5,128.5,UNBALANCED,LOW
RC-9010817367-2-SURRENDER_CLAIM-C6-20241023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.5,128.5,128.5,128.5,UNBALANCED,LOW
RC-9010817367-2-SURRENDER_CLAIM-C7-20251023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.5,128.5,128.5,128.5,UNBALANCED,LOW
RC-9010817415-1-DEATH_CLAIM-C0-20201122,28041.98,141.39,0.0,0.0,0.0,0.0,0.0,0.0,28183.37,56582.84,2247.02,UNBALANCED,LOW
RC-9010817415-1-SURRENDER_CLAIM-C0-20181017,0.0,197.47,0.0,197.47,0.0,0.0,0.0,0.0,0.0,197.47,0.0,BALANCED,HIGH
RC-9010817415-1-SURRENDER_CLAIM-C1-20191021,0.0,193.36,0.0,193.36,0.0,0.0,0.0,0.0,0.0,193.36,0.0,BALANCED,HIGH
RC-9010817415-1-SURRENDER_CLAIM-C2-20201019,0.0,369.66,0.0,369.66,0.0,0.0,0.0,0.0,0.0,369.66,0.0,BALANCED,HIGH
RC-9010817477-1-DEATH_CLAIM-C0-20230502,53371.03,211.98,0.0,0.0,0.0,0.0,0.0,0.0,53583.01,107312.48,-73.23,MINOR_VARIANCE,MEDIUM
RC-9010817483-1-SURRENDER_CLAIM-C0-20171201,0.0,25633.78,1873.89,25633.78,0.0,0.0,0.0,0.0,-1873.89,27507.67,-1873.89,UNBALANCED,LOW
RC-9010817483-1-SURRENDER_CLAIM-C1-20231101,0.0,660.36,252.25,660.36,0.0,0.0,0.0,0.0,-252.25,912.61,-252.25,UNBALANCED,LOW
RC-9010817483-1-SURRENDER_CLAIM-C2-20241101,0.0,733.29,252.25,733.29,0.0,0.0,0.0,0.0,-252.25,985.54,-252.25,UNBALANCED,LOW
RC-9010817483-1-SURRENDER_CLAIM-C3-20251101,0.0,812.04,252.25,812.04,0.0,0.0,0.0,0.0,-252.25,1064.29,-252.25,UNBALANCED,LOW
RC-9010817500-1-DEATH_CLAIM-C0-20201018,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,20000.0,0.0,BALANCED,HIGH
RC-9010817500-2-SURRENDER_CLAIM-C0-20181021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.7,333.7,333.7,333.7,UNBALANCED,LOW
RC-9010817500-2-SURRENDER_CLAIM-C1-20191021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.7,333.7,333.7,333.7,UNBALANCED,LOW
RC-9010817639-1-DEATH_CLAIM-C0-20231215,12077.06,55.23,0.0,0.0,0.0,0.0,0.0,0.0,12132.29,24318.2,1396.95,UNBALANCED,LOW
RC-9010817639-1-SURRENDER_CLAIM-C0-20181120,0.0,39.64,0.0,39.64,0.0,0.0,0.0,0.0,0.0,39.64,0.0,BALANCED,HIGH
RC-9010817639-1-SURRENDER_CLAIM-C1-20191120,0.0,39.64,0.0,39.64,0.0,0.0,0.0,0.0,0.0,39.64,0.0,BALANCED,HIGH
RC-9010817639-1-SURRENDER_CLAIM-C2-20200928,0.0,379.46,1000.0,379.46,0.0,0.0,0.0,0.0,-1000.0,1379.46,-1000.0,UNBALANCED,LOW
RC-9010817639-1-SURRENDER_CLAIM-C3-20211126,0.0,356.14,0.0,356.14,0.0,0.0,0.0,0.0,0.0,356.14,0.0,BALANCED,HIGH
RC-9010817639-1-SURRENDER_CLAIM-C4-20221126,0.0,352.39,0.0,352.39,0.0,0.0,0.0,0.0,0.0,352.39,0.0,BALANCED,HIGH
RC-9010817639-1-SURRENDER_CLAIM-C5-20231120,0.0,224.65,0.0,224.65,0.0,0.0,0.0,0.0,0.0,224.65,0.0,BALANCED,HIGH
RC-9010817808-1-DISBURSEMENT_CLAIM-C0-20250116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.71,-73.71,MINOR_VARIANCE,MEDIUM
RC-9010817808-2-SURRENDER_CLAIM-C0-20241101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.25,279.25,279.25,279.25,UNBALANCED,LOW
RC-9010817808-2-SURRENDER_CLAIM-C1-20251101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.25,279.25,279.25,279.25,UNBALANCED,LOW
RC-9010817835-1-SURRENDER_CLAIM-C0-20241022,0.0,13.33,166.75,13.33,0.0,0.0,0.0,0.0,-166.75,180.08,-166.75,UNBALANCED,LOW
RC-9010817835-1-SURRENDER_CLAIM-C1-20250124,0.0,10.02,0.0,10.02,0.0,0.0,0.0,0.0,0.0,10.02,0.0,BALANCED,HIGH
RC-9010817836-1-SURRENDER_CLAIM-C0-20241022,0.0,15.66,196.0,15.66,0.0,0.0,0.0,0.0,-196.0,211.66,-196.0,UNBALANCED,LOW
RC-9010817836-1-SURRENDER_CLAIM-C1-20250124,0.0,11.77,0.0,11.77,0.0,0.0,0.0,0.0,0.0,11.77,0.0,BALANCED,HIGH
RC-9010817930-1-DEATH_CLAIM-C0-20180529,8892.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8892.97,17785.94,0.0,BALANCED,HIGH
RC-9010817956-2-SURRENDER_CLAIM-C0-20181104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.7,148.7,148.7,148.7,UNBALANCED,LOW
RC-9010817956-2-SURRENDER_CLAIM-C1-20191104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.7,148.7,148.7,148.7,UNBALANCED,LOW
RC-9010817956-2-SURRENDER_CLAIM-C2-20201104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.7,148.7,148.7,148.7,UNBALANCED,LOW
RC-9010817956-2-SURRENDER_CLAIM-C3-20211104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.7,148.7,148.7,148.7,UNBALANCED,LOW
RC-9010817956-2-SURRENDER_CLAIM-C4-20221104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.7,148.7,148.7,148.7,UNBALANCED,LOW
RC-9010817956-2-SURRENDER_CLAIM-C5-20231104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.7,148.7,148.7,148.7,UNBALANCED,LOW
RC-9010817956-2-SURRENDER_CLAIM-C6-20241104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.7,148.7,148.7,148.7,UNBALANCED,LOW
RC-9010818051-1-SURRENDER_CLAIM-C0-20180129,0.0,39987.1,0.0,39987.1,0.0,0.0,0.0,0.0,0.0,39987.1,0.0,BALANCED,HIGH
RC-9010818051-1-SURRENDER_CLAIM-C1-20240227,0.0,7713.4,0.0,7713.4,0.0,0.0,0.0,0.0,0.0,7713.4,0.0,BALANCED,HIGH
RC-9010818051-1-SURRENDER_CLAIM-C2-20250728,0.0,4825.69,0.0,4825.69,0.0,0.0,0.0,0.0,0.0,4825.69,0.0,BALANCED,HIGH
RC-9010818531-2-SURRENDER_CLAIM-C0-20181120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.5,433.5,433.5,433.5,UNBALANCED,LOW
RC-9010818531-2-SURRENDER_CLAIM-C1-20191120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.5,433.5,433.5,433.5,UNBALANCED,LOW
RC-9010818531-2-SURRENDER_CLAIM-C2-20201120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.5,433.5,433.5,433.5,UNBALANCED,LOW
RC-9010818531-2-SURRENDER_CLAIM-C3-20211120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.5,433.5,433.5,433.5,UNBALANCED,LOW
RC-9010818531-2-SURRENDER_CLAIM-C4-20221120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.5,433.5,433.5,433.5,UNBALANCED,LOW
RC-9010818531-2-SURRENDER_CLAIM-C5-20231120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.5,433.5,433.5,433.5,UNBALANCED,LOW
RC-9010818531-2-SURRENDER_CLAIM-C6-20241120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.5,433.5,433.5,433.5,UNBALANCED,LOW
RC-9010818531-2-SURRENDER_CLAIM-C7-20251120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.5,433.5,433.5,433.5,UNBALANCED,LOW
RC-9010818580-1-DEATH_CLAIM-C0-20211116,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000.0,50000.0,0.0,BALANCED,HIGH
RC-9010818580-2-SURRENDER_CLAIM-C0-20181110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.5,549.5,549.5,549.5,UNBALANCED,LOW
RC-9010818580-2-SURRENDER_CLAIM-C1-20191110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.5,549.5,549.5,549.5,UNBALANCED,LOW
RC-9010818580-2-SURRENDER_CLAIM-C2-20201110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.5,549.5,549.5,549.5,UNBALANCED,LOW
RC-9010818580-2-SURRENDER_CLAIM-C3-20211110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.5,549.5,549.5,549.5,UNBALANCED,LOW
RC-9010818657-2-SURRENDER_CLAIM-C0-20201110,0.0,0.0,0.0,0.0,0.0,0.0,16884.66,0.0,16884.66,16884.66,16884.66,UNBALANCED,LOW
RC-9010818789-1-DEATH_CLAIM-C0-20210117,10846.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10846.84,21811.28,-58.8,MINOR_VARIANCE,MEDIUM
RC-9010818799-1-DEATH_CLAIM-C0-20181206,10239.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10239.73,20520.16,-20.35,MINOR_VARIANCE,MEDIUM
RC-9010819267-2-SURRENDER_CLAIM-C0-20230606,0.0,0.0,0.0,0.0,0.0,0.0,5978.28,0.0,5978.28,5978.28,5978.28,UNBALANCED,LOW
