reconstructed_claim_id,policy_number,benefit_seq,claim_family,claim_subtype,reconstructed_lifecycle_status,first_activity_date,latest_activity_date,claim_activity_row_count,claim_relevant_transaction_codes,possible_reversal_flag,confidence_level,reconstruction_notes
RC-9010826532-1-DEATH_CLAIM-C0-20191114,9010826532,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_BENEFIT_INTEREST|DEATH_CLAIM_PAYOUT,SETTLED,20191114,20191114,3,0094|0530|0630,N,HIGH,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9010826532-2-SURRENDER_CLAIM-C0-20180201,9010826532,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20180201,20180201,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010826532-2-SURRENDER_CLAIM-C1-20190201,9010826532,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20190201,20190201,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010826551-2-SURRENDER_CLAIM-C0-20180205,9010826551,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20180205,20180205,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010826551-2-SURRENDER_CLAIM-C1-20190205,9010826551,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20190205,20190205,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010826551-2-SURRENDER_CLAIM-C2-20200205,9010826551,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20200205,20200205,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010826551-2-SURRENDER_CLAIM-C3-20210205,9010826551,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20210205,20210205,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010826551-2-SURRENDER_CLAIM-C4-20220205,9010826551,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20220205,20220205,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010826551-2-SURRENDER_CLAIM-C5-20230205,9010826551,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20230205,20230205,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010826551-2-SURRENDER_CLAIM-C6-20240205,9010826551,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20240205,20240205,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010826765-1-DEATH_CLAIM-C0-20180425,9010826765,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_BENEFIT_INTEREST|DEATH_CLAIM_PAYOUT,SETTLED,20180425,20180425,3,0094|0530|0630,N,HIGH,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9010826810-1-DEATH_CLAIM-C0-20210401,9010826810,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_CLAIM_PAYOUT,SETTLED,20210401,20210401,2,0094|0530,N,HIGH,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9010826810-2-SURRENDER_CLAIM-C0-20180205,9010826810,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20180205,20180205,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010826810-2-SURRENDER_CLAIM-C1-20190205,9010826810,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20190205,20190205,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010826810-2-SURRENDER_CLAIM-C2-20200205,9010826810,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20200205,20200205,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010826810-2-SURRENDER_CLAIM-C3-20210205,9010826810,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20210205,20210205,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010826812-2-SURRENDER_CLAIM-C0-20211122,9010826812,2,SURRENDER_CLAIM,TOTAL_CASH,FUNDED,20211122,20211122,2,0560,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827014-1-DEATH_CLAIM-C0-20210615,9010827014,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_CLAIM_PAYOUT,SETTLED,20210615,20210615,4,0094|0530,N,HIGH,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9010827081-1-SURRENDER_CLAIM-C0-20180211,9010827081,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20180211,20180411,3,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827081-1-SURRENDER_CLAIM-C1-20190211,9010827081,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20190211,20190211,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827081-1-SURRENDER_CLAIM-C2-20200211,9010827081,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20200211,20260325,153,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827228-1-DEATH_CLAIM-C0-20180410,9010827228,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_BENEFIT_INTEREST|DEATH_CLAIM_CLEARING|DEATH_CLAIM_PAYOUT,SETTLED,20180410,20180410,5,0038|0094|0530|0630,N,MEDIUM,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9010827507-1-SURRENDER_CLAIM-C0-20180127,9010827507,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20180127,20180130,3,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827507-1-SURRENDER_CLAIM-C1-20190127,9010827507,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20190127,20190129,3,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827507-1-SURRENDER_CLAIM-C2-20200127,9010827507,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20200127,20200128,3,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827507-1-SURRENDER_CLAIM-C3-20210126,9010827507,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20210126,20231017,69,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827507-1-SURRENDER_CLAIM-C4-20240127,9010827507,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20240127,20240130,3,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827507-1-SURRENDER_CLAIM-C5-20250117,9010827507,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20250117,20250127,3,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827507-1-SURRENDER_CLAIM-C6-20260127,9010827507,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20260127,20260202,3,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827528-1-SURRENDER_CLAIM-C0-20180203,9010827528,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,INFERRED,20180203,20180203,2,0411|0412,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827528-1-SURRENDER_CLAIM-C1-20190203,9010827528,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,INFERRED,20190203,20190203,2,0411|0412,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827528-1-SURRENDER_CLAIM-C2-20200203,9010827528,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,INFERRED,20200203,20200203,2,0411|0412,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827528-1-SURRENDER_CLAIM-C3-20210203,9010827528,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,INFERRED,20210203,20210203,2,0411|0412,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827528-1-SURRENDER_CLAIM-C4-20220203,9010827528,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,INFERRED,20220203,20220203,2,0411|0412,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827528-1-SURRENDER_CLAIM-C5-20230203,9010827528,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,INFERRED,20230203,20230203,2,0411|0412,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827528-1-SURRENDER_CLAIM-C6-20240203,9010827528,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,INFERRED,20240203,20240203,2,0411|0412,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827528-1-SURRENDER_CLAIM-C7-20250203,9010827528,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,INFERRED,20250203,20250203,2,0411|0412,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827528-1-SURRENDER_CLAIM-C8-20260203,9010827528,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,INFERRED,20260203,20260203,2,0411|0412,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827575-1-SURRENDER_CLAIM-C0-20220221,9010827575,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,INFERRED,20220221,20220221,2,0411|0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827575-1-SURRENDER_CLAIM-C1-20230221,9010827575,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,INFERRED,20230221,20230221,2,0411|0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827575-1-SURRENDER_CLAIM-C2-20230426,9010827575,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20230426,20230426,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827575-1-SURRENDER_CLAIM-C3-20240221,9010827575,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,INFERRED,20240221,20240221,2,0411|0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827575-1-SURRENDER_CLAIM-C4-20250221,9010827575,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,INFERRED,20250221,20250221,2,0411|0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827575-1-SURRENDER_CLAIM-C5-20250625,9010827575,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20250625,20250625,2,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827575-1-SURRENDER_CLAIM-C6-20260221,9010827575,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20260221,20260221,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827590-1-DEATH_CLAIM-C0-20200821,9010827590,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_CLAIM_PAYOUT,SETTLED,20200821,20200821,2,0094|0530,N,HIGH,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9010827590-2-SURRENDER_CLAIM-C0-20180223,9010827590,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20180223,20180223,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827590-2-SURRENDER_CLAIM-C1-20190223,9010827590,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20190223,20190223,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827590-2-SURRENDER_CLAIM-C2-20200223,9010827590,2,SURRENDER_CLAIM,SURRENDER_CHARGE,INFERRED,20200223,20200223,1,1020,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827674-1-SURRENDER_CLAIM-C0-20180102,9010827674,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,INFERRED,20180102,20180202,4,0411|0412,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827674-1-SURRENDER_CLAIM-C1-20190102,9010827674,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,INFERRED,20190102,20190202,4,0411|0412,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827674-1-SURRENDER_CLAIM-C2-20200102,9010827674,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,INFERRED,20200102,20200202,4,0411|0412,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827674-1-SURRENDER_CLAIM-C3-20210102,9010827674,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,INFERRED,20210102,20210202,4,0411|0412,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827674-1-SURRENDER_CLAIM-C4-20220202,9010827674,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20220202,20220210,3,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827674-1-SURRENDER_CLAIM-C5-20230102,9010827674,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,INFERRED,20230102,20230202,5,0411|0412,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827674-1-SURRENDER_CLAIM-C6-20240202,9010827674,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,INFERRED,20240202,20240202,2,0411|0412,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827675-2-SURRENDER_CLAIM-C0-20260203,9010827675,2,SURRENDER_CLAIM,TOTAL_CASH,FUNDED,20260203,20260203,2,0560,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827699-1-SURRENDER_CLAIM-C0-20220218,9010827699,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,INFERRED,20220218,20240516,61,0411|0412,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827699-1-SURRENDER_CLAIM-C1-20240726,9010827699,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20240726,20260413,48,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010827968-2-SURRENDER_CLAIM-C0-20200914,9010827968,2,SURRENDER_CLAIM,TOTAL_CASH,FUNDED,20200914,20200914,2,0560,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010828368-1-SURRENDER_CLAIM-C0-20180203,9010828368,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20180203,20180203,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010828368-1-SURRENDER_CLAIM-C1-20180425,9010828368,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20180425,20180425,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010828368-2-SURRENDER_CLAIM-C0-20180425,9010828368,2,SURRENDER_CLAIM,TOTAL_CASH,FUNDED,20180425,20180425,2,0560,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010828369-6-SURRENDER_CLAIM-C0-20180203,9010828369,6,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20180203,20180203,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010828369-6-SURRENDER_CLAIM-C1-20190203,9010828369,6,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20190203,20190203,2,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010828369-6-SURRENDER_CLAIM-C2-20240203,9010828369,6,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20240203,20240203,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010828369-6-SURRENDER_CLAIM-C3-20250203,9010828369,6,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20250203,20250203,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010828369-6-SURRENDER_CLAIM-C4-20260203,9010828369,6,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20260203,20260203,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010828370-1-DISBURSEMENT_CLAIM-C0-20180307,9010828370,1,DISBURSEMENT_CLAIM,CASH_DISBURSEMENT,PAID,20180307,20180307,1,0090,N,MEDIUM,Prototype grouping by policy/benefit_seq/DISBURSEMENT_CLAIM with 60-day date cluster window
RC-9010828370-4-SURRENDER_CLAIM-C0-20260203,9010828370,4,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20260203,20260203,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010828463-1-DEATH_CLAIM-C0-20200312,9010828463,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_BENEFIT_INTEREST|DEATH_CLAIM_PAYOUT,SETTLED,20200312,20200312,3,0094|0530|0630,N,HIGH,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9010828463-2-SURRENDER_CLAIM-C0-20180128,9010828463,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20180128,20180128,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010828463-2-SURRENDER_CLAIM-C1-20190128,9010828463,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20190128,20190128,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010828463-2-SURRENDER_CLAIM-C2-20200128,9010828463,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20200128,20200128,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010828602-1-DEATH_CLAIM-C0-20240714,9010828602,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_CLAIM_CLEARING|DEATH_CLAIM_PAYOUT,SETTLED,20240714,20240714,4,0038|0094|0530,N,MEDIUM,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9010829154-1-DEATH_CLAIM-C0-20220414,9010829154,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_BENEFIT_INTEREST|DEATH_CLAIM_CLEARING|DEATH_CLAIM_PAYOUT,SETTLED,20220414,20220414,4,0038|0094|0530|0630,N,LOW,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9010829155-1-DEATH_CLAIM-C0-20180204,9010829155,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_BENEFIT_INTEREST|DEATH_CLAIM_PAYOUT,SETTLED,20180204,20180204,3,0094|0530|0630,N,HIGH,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9010829171-1-DEATH_CLAIM-C0-20201011,9010829171,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_CLAIM_PAYOUT,SETTLED,20201011,20201011,2,0094|0530,N,HIGH,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9010829587-1-DEATH_CLAIM-C0-20181221,9010829587,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_CLAIM_CLEARING|DEATH_CLAIM_PAYOUT,SETTLED,20181221,20181221,5,0038|0094|0530,N,MEDIUM,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9010829942-2-SURRENDER_CLAIM-C0-20180211,9010829942,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20180211,20180211,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010829942-2-SURRENDER_CLAIM-C1-20180809,9010829942,2,SURRENDER_CLAIM,TOTAL_CASH,FUNDED,20180809,20180809,2,0560,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010830094-2-SURRENDER_CLAIM-C0-20180219,9010830094,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20180219,20180219,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010830094-2-SURRENDER_CLAIM-C1-20190219,9010830094,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20190219,20190219,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010830094-2-SURRENDER_CLAIM-C2-20200219,9010830094,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20200219,20200219,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010830094-2-SURRENDER_CLAIM-C3-20210219,9010830094,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20210219,20210219,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010830094-2-SURRENDER_CLAIM-C4-20220219,9010830094,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20220219,20220219,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010830094-2-SURRENDER_CLAIM-C5-20230219,9010830094,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20230219,20230219,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010830094-2-SURRENDER_CLAIM-C6-20240219,9010830094,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20240219,20240219,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010830094-2-SURRENDER_CLAIM-C7-20250219,9010830094,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20250219,20250219,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010830094-2-SURRENDER_CLAIM-C8-20260219,9010830094,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20260219,20260219,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010830145-1-DEATH_CLAIM-C0-20240211,9010830145,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_CLAIM_CLEARING|DEATH_CLAIM_PAYOUT,SETTLED,20240211,20240211,4,0038|0094|0530,N,MEDIUM,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9010830310-1-DEATH_CLAIM-C0-20190512,9010830310,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_CLAIM_PAYOUT,SETTLED,20190512,20190512,3,0094|0530,N,HIGH,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9010830310-2-SURRENDER_CLAIM-C0-20180218,9010830310,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20180218,20180218,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010830310-2-SURRENDER_CLAIM-C1-20190218,9010830310,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20190218,20190218,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010831077-2-SURRENDER_CLAIM-C0-20180216,9010831077,2,SURRENDER_CLAIM,TOTAL_CASH,FUNDED,20180216,20180216,2,0560,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010831150-1-DEATH_CLAIM-C0-20181209,9010831150,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_CLAIM_CLEARING|DEATH_CLAIM_PAYOUT,SETTLED,20181209,20181209,3,0038|0094|0530,N,MEDIUM,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9010831478-1-SURRENDER_CLAIM-C0-20180303,9010831478,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20180303,20180303,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9010831478-1-SURRENDER_CLAIM-C1-20190303,9010831478,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20190303,20190325,3,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
