reconstructed_claim_id,policy_number,likely_payee_name_id,likely_payee_relationship,payee_resolution_method,fallback_strategy_used,address_available_flag,tax_id_available_flag,trust_indicator,business_indicator,confidence_level,resolution_notes
RC-9010847191-1-SURRENDER_CLAIM-C7-20240801,9010847191,603442,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010847191-1-SURRENDER_CLAIM-C8-20250801,9010847191,603442,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010847463-1-SURRENDER_CLAIM-C0-20220620,9010847463,603453,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010847466-1-DEATH_CLAIM-C0-20190402,9010847466,709399,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,Y,N,N,HIGH,death_claim_payment
RC-9010847479-1-DISBURSEMENT_CLAIM-C0-20190917,9010847479,591803,PE,PACTG_PAYEE_RELA_CODE,PO|B1|IN|PE,Y,Y,N,N,HIGH,missing_payee_relationship
RC-9010847479-3-SURRENDER_CLAIM-C0-20190801,9010847479,591803,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010847479-3-SURRENDER_CLAIM-C1-20200801,9010847479,591803,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010847479-3-SURRENDER_CLAIM-C2-20210801,9010847479,591803,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010847479-3-SURRENDER_CLAIM-C3-20220801,9010847479,591803,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010847479-3-SURRENDER_CLAIM-C4-20230801,9010847479,591803,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010847479-3-SURRENDER_CLAIM-C5-20240801,9010847479,591803,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010847479-3-SURRENDER_CLAIM-C6-20250801,9010847479,591803,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010847480-3-SURRENDER_CLAIM-C0-20180801,9010847480,591803,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010847480-3-SURRENDER_CLAIM-C1-20190801,9010847480,591803,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010847480-3-SURRENDER_CLAIM-C2-20200801,9010847480,591803,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010847480-3-SURRENDER_CLAIM-C3-20210801,9010847480,591803,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010847480-3-SURRENDER_CLAIM-C4-20220801,9010847480,591803,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010847480-3-SURRENDER_CLAIM-C5-20230801,9010847480,591803,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010847480-3-SURRENDER_CLAIM-C6-20240801,9010847480,591803,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010847480-3-SURRENDER_CLAIM-C7-20250801,9010847480,591803,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010847488-1-DEATH_CLAIM-C0-20231105,9010847488,712653,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,Y,N,N,HIGH,death_claim_payment
RC-9010847570-1-DEATH_CLAIM-C0-20220113,9010847570,709260,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,Y,N,Y,HIGH,death_claim_payment
RC-9010847570-1-DEATH_CLAIM-C1-20220421,9010847570,709260,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,death_claim_payment
RC-9010847570-1-SURRENDER_CLAIM-C0-20180801,9010847570,709260,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010847570-1-SURRENDER_CLAIM-C1-20190801,9010847570,709260,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010847570-1-SURRENDER_CLAIM-C2-20200801,9010847570,709260,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010847570-1-SURRENDER_CLAIM-C3-20210801,9010847570,709260,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010847570-1-SURRENDER_CLAIM-C4-20211018,9010847570,709260,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010847570-1-SURRENDER_CLAIM-C5-20220113,9010847570,709260,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010847571-1-SURRENDER_CLAIM-C0-20180801,9010847571,603467,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010847571-1-SURRENDER_CLAIM-C1-20190801,9010847571,603467,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010847571-1-SURRENDER_CLAIM-C2-20200801,9010847571,603467,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010847571-1-SURRENDER_CLAIM-C3-20210801,9010847571,603467,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010847571-1-SURRENDER_CLAIM-C4-20220801,9010847571,603467,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010847571-1-SURRENDER_CLAIM-C5-20230801,9010847571,603467,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010847571-1-SURRENDER_CLAIM-C6-20240801,9010847571,603467,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010847571-1-SURRENDER_CLAIM-C7-20250801,9010847571,603467,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848085-1-DEATH_CLAIM-C0-20211114,9010848085,711374,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,Y,N,Y,HIGH,death_claim_payment
RC-9010848085-2-SURRENDER_CLAIM-C0-20180801,9010848085,711374,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010848085-2-SURRENDER_CLAIM-C1-20190801,9010848085,711374,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010848085-2-SURRENDER_CLAIM-C2-20200801,9010848085,711374,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010848085-2-SURRENDER_CLAIM-C3-20210801,9010848085,711374,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010848255-1-SURRENDER_CLAIM-C0-20180108,9010848255,603504,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848255-1-SURRENDER_CLAIM-C1-20180613,9010848255,603504,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848255-1-SURRENDER_CLAIM-C10-20240803,9010848255,603504,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848255-1-SURRENDER_CLAIM-C11-20250803,9010848255,603504,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848255-1-SURRENDER_CLAIM-C12-20260206,9010848255,603504,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848255-1-SURRENDER_CLAIM-C2-20190311,9010848255,603504,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848255-1-SURRENDER_CLAIM-C3-20190607,9010848255,603504,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848255-1-SURRENDER_CLAIM-C4-20200803,9010848255,603504,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848255-1-SURRENDER_CLAIM-C5-20201110,9010848255,603504,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848255-1-SURRENDER_CLAIM-C6-20210803,9010848255,603504,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848255-1-SURRENDER_CLAIM-C7-20220803,9010848255,603504,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848255-1-SURRENDER_CLAIM-C8-20230803,9010848255,603504,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848255-1-SURRENDER_CLAIM-C9-20231108,9010848255,603504,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848256-1-SURRENDER_CLAIM-C0-20180108,9010848256,603504,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848256-1-SURRENDER_CLAIM-C1-20180604,9010848256,603504,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848256-1-SURRENDER_CLAIM-C10-20240803,9010848256,603504,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848256-1-SURRENDER_CLAIM-C11-20250803,9010848256,603504,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848256-1-SURRENDER_CLAIM-C12-20260206,9010848256,603504,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848256-1-SURRENDER_CLAIM-C2-20190311,9010848256,603504,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848256-1-SURRENDER_CLAIM-C3-20190607,9010848256,603504,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848256-1-SURRENDER_CLAIM-C4-20200803,9010848256,603504,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848256-1-SURRENDER_CLAIM-C5-20201110,9010848256,603504,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848256-1-SURRENDER_CLAIM-C6-20210803,9010848256,603504,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848256-1-SURRENDER_CLAIM-C7-20220803,9010848256,603504,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848256-1-SURRENDER_CLAIM-C8-20230803,9010848256,603504,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848256-1-SURRENDER_CLAIM-C9-20231108,9010848256,603504,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848292-1-SURRENDER_CLAIM-C0-20180401,9010848292,603506,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848292-1-SURRENDER_CLAIM-C1-20181001,9010848292,603506,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848292-1-SURRENDER_CLAIM-C10-20230401,9010848292,603506,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848292-1-SURRENDER_CLAIM-C11-20231001,9010848292,603506,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848292-1-SURRENDER_CLAIM-C12-20240401,9010848292,603506,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848292-1-SURRENDER_CLAIM-C13-20241001,9010848292,603506,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848292-1-SURRENDER_CLAIM-C14-20250401,9010848292,603506,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848292-1-SURRENDER_CLAIM-C15-20251001,9010848292,603506,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848292-1-SURRENDER_CLAIM-C2-20190401,9010848292,603506,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848292-1-SURRENDER_CLAIM-C3-20191001,9010848292,603506,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848292-1-SURRENDER_CLAIM-C4-20200401,9010848292,603506,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848292-1-SURRENDER_CLAIM-C5-20201001,9010848292,603506,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848292-1-SURRENDER_CLAIM-C6-20210401,9010848292,603506,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848292-1-SURRENDER_CLAIM-C7-20211001,9010848292,603506,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848292-1-SURRENDER_CLAIM-C8-20220401,9010848292,603506,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848292-1-SURRENDER_CLAIM-C9-20221001,9010848292,603506,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848398-2-SURRENDER_CLAIM-C0-20180808,9010848398,590458,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848398-2-SURRENDER_CLAIM-C1-20190808,9010848398,590458,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848398-2-SURRENDER_CLAIM-C2-20200808,9010848398,590458,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848398-2-SURRENDER_CLAIM-C3-20210808,9010848398,590458,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848398-2-SURRENDER_CLAIM-C4-20220808,9010848398,590458,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848398-2-SURRENDER_CLAIM-C5-20230808,9010848398,590458,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848398-2-SURRENDER_CLAIM-C6-20240808,9010848398,590458,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848398-2-SURRENDER_CLAIM-C7-20250808,9010848398,590458,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010848644-1-DEATH_CLAIM-C0-20180427,9010848644,708590,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,Y,N,N,HIGH,death_claim_payment
RC-9010849121-3-SURRENDER_CLAIM-C0-20230914,9010849121,603538,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010849122-2-SURRENDER_CLAIM-C0-20230914,9010849122,603540,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010849296-2-SURRENDER_CLAIM-C0-20180907,9010849296,603548,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010849296-2-SURRENDER_CLAIM-C1-20190907,9010849296,603548,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010849296-2-SURRENDER_CLAIM-C2-20200907,9010849296,603548,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010849296-2-SURRENDER_CLAIM-C3-20210907,9010849296,603548,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010849296-2-SURRENDER_CLAIM-C4-20220907,9010849296,603548,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010849296-2-SURRENDER_CLAIM-C5-20230907,9010849296,603548,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010849296-2-SURRENDER_CLAIM-C6-20240907,9010849296,603548,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010849296-2-SURRENDER_CLAIM-C7-20250907,9010849296,603548,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010849667-2-SURRENDER_CLAIM-C0-20180628,9010849667,603554,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010849668-1-DEATH_CLAIM-C0-20240801,9010849668,712954,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,Y,N,N,HIGH,death_claim_payment
RC-9010849668-2-SURRENDER_CLAIM-C0-20180819,9010849668,712954,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010849668-2-SURRENDER_CLAIM-C1-20190819,9010849668,712954,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010849668-2-SURRENDER_CLAIM-C2-20200819,9010849668,712954,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010849668-2-SURRENDER_CLAIM-C3-20210819,9010849668,712954,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010849668-2-SURRENDER_CLAIM-C4-20220819,9010849668,712954,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010849668-2-SURRENDER_CLAIM-C5-20230819,9010849668,712954,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010849699-1-DEATH_CLAIM-C0-20230607,9010849699,706022,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,Y,N,Y,HIGH,death_claim_payment
RC-9010849699-2-SURRENDER_CLAIM-C0-20181001,9010849699,706022,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010849699-2-SURRENDER_CLAIM-C1-20191001,9010849699,706022,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010849699-2-SURRENDER_CLAIM-C2-20201001,9010849699,706022,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010849699-2-SURRENDER_CLAIM-C3-20211001,9010849699,706022,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010849699-2-SURRENDER_CLAIM-C4-20221001,9010849699,706022,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010849882-2-SURRENDER_CLAIM-C0-20180901,9010849882,588342,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010849977-4-SURRENDER_CLAIM-C0-20251105,9010849977,603566,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010850270-1-DEATH_CLAIM-C0-20180127,9010850270,708166,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,N,N,Y,HIGH,death_claim_payment
RC-9010850533-1-DEATH_CLAIM-C0-20240919,9010850533,713069,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,Y,N,N,HIGH,death_claim_payment
RC-9010851112-1-SURRENDER_CLAIM-C0-20180219,9010851112,603602,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851112-1-SURRENDER_CLAIM-C1-20180819,9010851112,603602,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851112-1-SURRENDER_CLAIM-C2-20190819,9010851112,603602,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851112-1-SURRENDER_CLAIM-C3-20200819,9010851112,603602,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851112-1-SURRENDER_CLAIM-C4-20210219,9010851112,603602,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851112-1-SURRENDER_CLAIM-C5-20210819,9010851112,603602,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851112-1-SURRENDER_CLAIM-C6-20220219,9010851112,603602,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851112-1-SURRENDER_CLAIM-C7-20220425,9010851112,603602,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851112-2-SURRENDER_CLAIM-C0-20200819,9010851112,603602,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851112-2-SURRENDER_CLAIM-C1-20210819,9010851112,603602,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851112-2-SURRENDER_CLAIM-C2-20220819,9010851112,603602,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851112-2-SURRENDER_CLAIM-C3-20230819,9010851112,603602,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851112-2-SURRENDER_CLAIM-C4-20240819,9010851112,603602,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851112-2-SURRENDER_CLAIM-C5-20250819,9010851112,603602,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851148-1-DEATH_CLAIM-C0-20240519,9010851148,597519,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,Y,N,N,HIGH,death_claim_payment
RC-9010851148-1-SURRENDER_CLAIM-C0-20180830,9010851148,597519,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851148-1-SURRENDER_CLAIM-C1-20190823,9010851148,597519,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851148-1-SURRENDER_CLAIM-C2-20200901,9010851148,597519,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851148-1-SURRENDER_CLAIM-C3-20210830,9010851148,597519,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851148-1-SURRENDER_CLAIM-C4-20220901,9010851148,597519,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851148-1-SURRENDER_CLAIM-C5-20230818,9010851148,597519,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851148-1-SURRENDER_CLAIM-C6-20240519,9010851148,597519,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851278-2-SURRENDER_CLAIM-C0-20180901,9010851278,603605,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851278-2-SURRENDER_CLAIM-C1-20190901,9010851278,603605,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851278-2-SURRENDER_CLAIM-C2-20200901,9010851278,603605,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851278-2-SURRENDER_CLAIM-C3-20210901,9010851278,603605,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851278-2-SURRENDER_CLAIM-C4-20220901,9010851278,603605,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851278-2-SURRENDER_CLAIM-C5-20230901,9010851278,603605,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851278-2-SURRENDER_CLAIM-C6-20240901,9010851278,603605,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851278-2-SURRENDER_CLAIM-C7-20250901,9010851278,603605,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851577-1-DEATH_CLAIM-C0-20190423,9010851577,706861,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,Y,N,N,HIGH,death_claim_payment
RC-9010851579-2-SURRENDER_CLAIM-C0-20180901,9010851579,603613,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851579-2-SURRENDER_CLAIM-C1-20190901,9010851579,603613,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851579-2-SURRENDER_CLAIM-C2-20200901,9010851579,603613,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851579-2-SURRENDER_CLAIM-C3-20210901,9010851579,603613,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851579-2-SURRENDER_CLAIM-C4-20220901,9010851579,603613,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851579-2-SURRENDER_CLAIM-C5-20230901,9010851579,603613,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851579-2-SURRENDER_CLAIM-C6-20240901,9010851579,603613,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851579-2-SURRENDER_CLAIM-C7-20250901,9010851579,603613,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851580-2-SURRENDER_CLAIM-C0-20180901,9010851580,603615,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851580-2-SURRENDER_CLAIM-C1-20190901,9010851580,603615,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851580-2-SURRENDER_CLAIM-C2-20200901,9010851580,603615,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851580-2-SURRENDER_CLAIM-C3-20210901,9010851580,603615,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851580-2-SURRENDER_CLAIM-C4-20220901,9010851580,603615,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010851580-2-SURRENDER_CLAIM-C5-20230901,9010851580,603615,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
