mpolicy,mseq,effective_date,date_added,record_sequence,claimnum,payee_source
010803649C,11,20200902,20200902,0,PS-010803649-011,OWNR
010803649C,12,20210902,20210902,0,PS-010803649-012,OWNR
010803649C,13,20220902,20220902,0,PS-010803649-013,OWNR
010803649C,14,20230902,20230905,0,PS-010803649-014,OWNR
010803649C,15,20240902,20240903,0,PS-010803649-015,OWNR
010803649C,16,20250902,20250902,0,PS-010803649-016,OWNR
010803672C,9,20180715,20180716,0,PS-010803672-009,OWNR
010803672C,10,20190715,20190715,0,PS-010803672-010,OWNR
010803672C,11,20200715,20200715,0,PS-010803672-011,OWNR
010803672C,12,20210715,20210715,0,PS-010803672-012,OWNR
010803672C,13,20220715,20220715,0,PS-010803672-013,OWNR
010803672C,14,20230715,20230717,0,PS-010803672-014,OWNR
010803672C,15,20240715,20240715,0,PS-010803672-015,OWNR
010803672C,16,20250715,20250715,0,PS-010803672-016,OWNR
010803676C,9,20180801,20180801,0,PS-010803676-009,OWNR
010803676C,10,20190801,20190801,0,PS-010803676-010,OWNR
010803676C,11,20200801,20200803,0,PS-010803676-011,OWNR
010803676C,12,20210801,20210802,0,PS-010803676-012,OWNR
010803676C,13,20220801,20220801,0,PS-010803676-013,OWNR
010803676C,14,20230801,20230801,0,PS-010803676-014,OWNR
010803676C,15,20240801,20240801,0,PS-010803676-015,OWNR
010803676C,16,20250801,20250801,0,PS-010803676-016,OWNR
010803682C,4,20180801,20180801,0,PS-010803682-004,OWNR
010803682C,5,20190801,20190801,0,PS-010803682-005,OWNR
010803682C,6,20200801,20200803,0,PS-010803682-006,OWNR
010803770C,3,20180801,20180801,0,PS-010803770-003,OWNR
010803770C,4,20190801,20190801,0,PS-010803770-004,OWNR
010803776C,9,20181104,20181105,0,PS-010803776-009,OWNR
010803776C,10,20191104,20191104,0,PS-010803776-010,OWNR
010803776C,11,20201104,20201104,0,PS-010803776-011,OWNR
010803776C,12,20211104,20211104,0,PS-010803776-012,OWNR
010803776C,13,20221104,20221104,0,PS-010803776-013,OWNR
010803776C,14,20231104,20231106,0,PS-010803776-014,OWNR
010803776C,15,20241104,20241104,0,PS-010803776-015,OWNR
010803776C,16,20251104,20251104,0,PS-010803776-016,OWNR
010804327C,4,20230801,20230710,0,PS-010804327-004,OWNR
010804327C,5,20240801,20240801,0,PS-010804327-005,OWNR
010804327C,6,20250801,20250801,0,PS-010804327-006,OWNR
010804489C,7,20180718,20180718,0,PS-010804489-007,OWNR
010804489C,8,20190718,20190718,0,PS-010804489-008,OWNR
010804489C,9,20200718,20200720,0,PS-010804489-009,OWNR
010804489C,10,20210718,20210719,0,PS-010804489-010,OWNR
010804489C,11,20220718,20220718,0,PS-010804489-011,OWNR
010804489C,12,20230718,20230718,0,PS-010804489-012,OWNR
010804588C,9,20180726,20180726,0,PS-010804588-009,OWNR
010804588C,10,20190726,20190726,0,PS-010804588-010,OWNR
010804588C,11,20200726,20200727,0,PS-010804588-011,OWNR
010804588C,12,20210726,20210726,0,PS-010804588-012,OWNR
010804588C,13,20220726,20220726,0,PS-010804588-013,OWNR
010804588C,14,20230726,20230726,0,PS-010804588-014,OWNR
010804588C,15,20240726,20240726,0,PS-010804588-015,OWNR
010804588C,16,20250726,20250728,0,PS-010804588-016,OWNR
010804616C,9,20180801,20180801,0,PS-010804616-009,OWNR
010804616C,10,20190801,20190801,0,PS-010804616-010,OWNR
010804616C,11,20200801,20200803,0,PS-010804616-011,OWNR
010804616C,12,20210801,20210802,0,PS-010804616-012,OWNR
010804616C,13,20220801,20220801,0,PS-010804616-013,OWNR
010804616C,14,20230801,20230801,0,PS-010804616-014,OWNR
010804616C,15,20240801,20240801,0,PS-010804616-015,OWNR
010804616C,16,20250801,20250801,0,PS-010804616-016,OWNR
010804853C,9,20180801,20180801,0,PS-010804853-009,OWNR
010804853C,10,20190801,20190801,0,PS-010804853-010,OWNR
010804853C,11,20200801,20200803,0,PS-010804853-011,OWNR
010804853C,12,20210801,20210802,0,PS-010804853-012,OWNR
010804853C,13,20220801,20220801,0,PS-010804853-013,OWNR
010804853C,14,20230801,20230801,0,PS-010804853-014,OWNR
010804853C,15,20240801,20240801,0,PS-010804853-015,OWNR
010804853C,16,20250801,20250801,0,PS-010804853-016,OWNR
010804854C,7,20180801,20180801,0,PS-010804854-007,OWNR
010804854C,8,20190801,20190801,0,PS-010804854-008,OWNR
010804854C,9,20200801,20200803,0,PS-010804854-009,OWNR
010804854C,10,20210801,20210802,0,PS-010804854-010,OWNR
010804854C,11,20220801,20220801,0,PS-010804854-011,OWNR
010804854C,12,20230801,20230801,0,PS-010804854-012,OWNR
010805039C,2,20180910,20180910,0,PS-010805039-002,OWNR
010805041C,9,20180801,20180801,0,PS-010805041-009,OWNR
010805041C,10,20190801,20190801,0,PS-010805041-010,OWNR
010805041C,11,20200801,20200803,0,PS-010805041-011,OWNR
010805041C,12,20210801,20210802,0,PS-010805041-012,OWNR
010805041C,13,20220801,20220801,0,PS-010805041-013,OWNR
010805041C,14,20230801,20230801,0,PS-010805041-014,OWNR
010805041C,15,20240801,20240801,0,PS-010805041-015,OWNR
010805041C,16,20250801,20250801,0,PS-010805041-016,OWNR
010806155C,4,20180901,20180904,0,PS-010806155-004,OWNR
010806155C,5,20190901,20190903,0,PS-010806155-005,OWNR
010806155C,6,20200901,20200901,0,PS-010806155-006,OWNR
010806653C,5,20220815,20221115,0,PS-010806653-005,OWNR
010806653C,6,20230815,20230815,0,PS-010806653-006,OWNR
010806653C,7,20240815,20240815,0,PS-010806653-007,OWNR
010806653C,8,20250815,20250815,0,PS-010806653-008,OWNR
010807493C,2,20180822,20180822,0,PS-010807493-002,OWNR
010807518C,9,20180822,20180822,0,PS-010807518-009,OWNR
010807518C,10,20190822,20190822,0,PS-010807518-010,OWNR
010807518C,11,20200822,20200824,0,PS-010807518-011,OWNR
010807518C,12,20210822,20210823,0,PS-010807518-012,OWNR
010807518C,13,20220822,20220822,0,PS-010807518-013,OWNR
010807518C,14,20230822,20230822,0,PS-010807518-014,OWNR
010807518C,15,20240822,20240822,0,PS-010807518-015,OWNR
010807518C,16,20250822,20250822,0,PS-010807518-016,OWNR
010807698C,4,20180825,20180827,0,PS-010807698-004,OWNR
010807698C,5,20190825,20190826,0,PS-010807698-005,OWNR
010807698C,6,20200825,20200825,0,PS-010807698-006,OWNR
010807720C,5,20190815,20200518,0,PS-010807720-005,OWNR
010807720C,6,20200815,20200817,0,PS-010807720-006,OWNR
010807720C,7,20210815,20210816,0,PS-010807720-007,OWNR
010807720C,8,20220815,20230222,0,PS-010807720-008,OWNR
010807722C,9,20180819,20180820,0,PS-010807722-009,OWNR
010807722C,10,20190819,20190819,0,PS-010807722-010,OWNR
010807722C,11,20200819,20200819,0,PS-010807722-011,OWNR
010807722C,12,20210819,20210819,0,PS-010807722-012,OWNR
010807722C,13,20220819,20220819,0,PS-010807722-013,OWNR
010807722C,14,20230819,20230821,0,PS-010807722-014,OWNR
010807722C,15,20240819,20240819,0,PS-010807722-015,OWNR
010807722C,16,20250819,20250819,0,PS-010807722-016,OWNR
010807868C,3,20180819,20180820,0,PS-010807868-003,OWNR
010807868C,4,20190819,20190819,0,PS-010807868-004,OWNR
010807941C,8,20190911,20190913,0,PS-010807941-008,OWNR
010807941C,9,20200911,20200911,0,PS-010807941-009,OWNR
010807941C,10,20210911,20210913,0,PS-010807941-010,OWNR
010807941C,11,20220911,20220912,0,PS-010807941-011,OWNR
010807941C,12,20230911,20230911,0,PS-010807941-012,OWNR
010807941C,13,20240911,20240911,0,PS-010807941-013,OWNR
010807941C,14,20250911,20250911,0,PS-010807941-014,OWNR
010807946C,9,20180805,20180806,0,PS-010807946-009,OWNR
010807946C,10,20190805,20190805,0,PS-010807946-010,OWNR
010807946C,11,20200805,20200805,0,PS-010807946-011,OWNR
010807946C,12,20210805,20210805,0,PS-010807946-012,OWNR
010807946C,13,20220805,20220805,0,PS-010807946-013,OWNR
010807946C,14,20230805,20230807,0,PS-010807946-014,OWNR
010807946C,15,20240805,20240805,0,PS-010807946-015,OWNR
010807946C,16,20250805,20250805,0,PS-010807946-016,OWNR
010807963C,9,20180820,20180820,0,PS-010807963-009,OWNR
010807963C,10,20190820,20190820,0,PS-010807963-010,OWNR
010807963C,11,20200820,20200820,0,PS-010807963-011,OWNR
010807963C,12,20210820,20210820,0,PS-010807963-012,OWNR
010807963C,13,20220820,20220822,0,PS-010807963-013,OWNR
010807963C,14,20230820,20230821,0,PS-010807963-014,OWNR
010807963C,15,20240820,20240820,0,PS-010807963-015,OWNR
010807963C,16,20250820,20250820,0,PS-010807963-016,OWNR
010808545C,9,20180901,20180904,0,PS-010808545-009,OWNR
010808545C,10,20190901,20190903,0,PS-010808545-010,OWNR
010808545C,11,20200901,20200901,0,PS-010808545-011,OWNR
010808545C,12,20210901,20210901,0,PS-010808545-012,OWNR
010808545C,13,20220901,20220901,0,PS-010808545-013,OWNR
010808545C,14,20230901,20230901,0,PS-010808545-014,OWNR
010808545C,15,20240901,20240903,0,PS-010808545-015,OWNR
010808545C,16,20250901,20250902,0,PS-010808545-016,OWNR
010808553C,9,20180901,20180904,0,PS-010808553-009,OWNR
010808553C,10,20190901,20190903,0,PS-010808553-010,OWNR
010808553C,11,20200901,20200901,0,PS-010808553-011,OWNR
010808553C,12,20210901,20210901,0,PS-010808553-012,OWNR
010808553C,13,20220901,20220901,0,PS-010808553-013,OWNR
010808553C,14,20230901,20230901,0,PS-010808553-014,OWNR
010808553C,15,20240901,20240903,0,PS-010808553-015,OWNR
010808553C,16,20250901,20250902,0,PS-010808553-016,OWNR
010808831C,9,20180826,20180827,0,PS-010808831-009,OWNR
010808831C,10,20190826,20190826,0,PS-010808831-010,OWNR
010808831C,11,20200826,20200826,0,PS-010808831-011,OWNR
010808831C,12,20210826,20210826,0,PS-010808831-012,OWNR
010808831C,13,20220826,20220826,0,PS-010808831-013,OWNR
010808831C,14,20230826,20230828,0,PS-010808831-014,OWNR
010808831C,15,20240826,20240826,0,PS-010808831-015,OWNR
010808831C,16,20250826,20250826,0,PS-010808831-016,OWNR
010808901C,4,20180815,20180815,0,PS-010808901-004,OWNR
010808901C,5,20190815,20190815,0,PS-010808901-005,OWNR
010808901C,6,20200815,20200817,0,PS-010808901-006,OWNR
010809361C,9,20180915,20180917,0,PS-010809361-009,OWNR
010809361C,10,20190915,20190916,0,PS-010809361-010,OWNR
010809361C,11,20200915,20200915,0,PS-010809361-011,OWNR
010809361C,12,20210915,20210915,0,PS-010809361-012,OWNR
010809361C,13,20220915,20220915,0,PS-010809361-013,OWNR
010809361C,14,20230915,20230915,0,PS-010809361-014,OWNR
010809361C,15,20240915,20240916,0,PS-010809361-015,OWNR
010809361C,16,20250915,20250915,0,PS-010809361-016,OWNR
010809739C,7,20180908,20180910,0,PS-010809739-007,OWNR
010809739C,8,20190908,20190909,0,PS-010809739-008,OWNR
010809739C,9,20200908,20200908,0,PS-010809739-009,OWNR
010809739C,10,20210908,20210908,0,PS-010809739-010,OWNR
010809739C,11,20220908,20220908,0,PS-010809739-011,OWNR
010809739C,12,20230908,20230908,0,PS-010809739-012,OWNR
010809977C,9,20180903,20181026,0,PS-010809977-009,OWNR
010809977C,10,20190903,20190903,0,PS-010809977-010,OWNR
010809977C,11,20200903,20200903,0,PS-010809977-011,OWNR
010809977C,12,20210903,20210903,0,PS-010809977-012,OWNR
010809977C,13,20220903,20220906,0,PS-010809977-013,OWNR
010809977C,14,20230903,20230905,0,PS-010809977-014,OWNR
010809977C,15,20240903,20240903,0,PS-010809977-015,OWNR
010809977C,16,20250903,20250903,0,PS-010809977-016,OWNR
010810228C,8,20180821,20180821,0,PS-010810228-008,OWNR
010810228C,9,20190821,20190821,0,PS-010810228-009,OWNR
010810228C,10,20200821,20200821,0,PS-010810228-010,OWNR
010810228C,11,20210821,20210823,0,PS-010810228-011,OWNR
010810228C,12,20220821,20220822,0,PS-010810228-012,OWNR
010810228C,13,20230821,20230821,0,PS-010810228-013,OWNR
010810228C,14,20240821,20240821,0,PS-010810228-014,OWNR
010810691C,7,20191020,20191011,0,PS-010810691-007,OWNR
010810691C,8,20201020,20201020,0,PS-010810691-008,OWNR
010810691C,9,20211020,20211020,0,PS-010810691-009,OWNR
010810691C,10,20221020,20221020,0,PS-010810691-010,OWNR
010810691C,11,20231020,20231020,0,PS-010810691-011,OWNR
010810691C,12,20241020,20241021,0,PS-010810691-012,OWNR
010811306C,4,20180922,20180924,0,PS-010811306-004,OWNR
010811306C,5,20190922,20190923,0,PS-010811306-005,OWNR
010811306C,6,20200922,20200922,0,PS-010811306-006,OWNR
010811382C,9,20180922,20180924,0,PS-010811382-009,OWNR
010811382C,10,20190922,20190923,0,PS-010811382-010,OWNR
010811382C,11,20200922,20200922,0,PS-010811382-011,OWNR
010811382C,12,20210922,20210922,0,PS-010811382-012,OWNR
010811382C,13,20220922,20220922,0,PS-010811382-013,OWNR
010811382C,14,20230922,20230922,0,PS-010811382-014,OWNR
010811382C,15,20240922,20240923,0,PS-010811382-015,OWNR
010811382C,16,20250922,20250922,0,PS-010811382-016,OWNR
010811385C,9,20180922,20180924,0,PS-010811385-009,OWNR
010811385C,10,20190922,20190923,0,PS-010811385-010,OWNR
010811385C,11,20200922,20200922,0,PS-010811385-011,OWNR
010811385C,12,20210922,20210922,0,PS-010811385-012,OWNR
010811385C,13,20220922,20220922,0,PS-010811385-013,OWNR
010811385C,14,20230922,20230922,0,PS-010811385-014,OWNR
010811385C,15,20240922,20240923,0,PS-010811385-015,OWNR
010811385C,16,20250922,20250922,0,PS-010811385-016,OWNR
010811386C,9,20180922,20180924,0,PS-010811386-009,OWNR
010811386C,10,20190922,20190923,0,PS-010811386-010,OWNR
010811386C,11,20200922,20200922,0,PS-010811386-011,OWNR
010811386C,12,20210922,20210922,0,PS-010811386-012,OWNR
010811386C,13,20220922,20220922,0,PS-010811386-013,OWNR
010811386C,14,20230922,20230922,0,PS-010811386-014,OWNR
010811386C,15,20240922,20240923,0,PS-010811386-015,OWNR
010811386C,16,20250922,20250922,0,PS-010811386-016,OWNR
010811998C,6,20180915,20180917,0,PS-010811998-006,OWNR
010811998C,7,20190915,20190916,0,PS-010811998-007,OWNR
010811998C,8,20200915,20200915,0,PS-010811998-008,OWNR
010811998C,9,20210915,20210915,0,PS-010811998-009,OWNR
010811998C,10,20220915,20220915,0,PS-010811998-010,OWNR
010812079C,3,20180911,20180911,0,PS-010812079-003,OWNR
010812079C,4,20190911,20190911,0,PS-010812079-004,OWNR
010812225C,9,20181112,20181112,0,PS-010812225-009,OWNR
010812225C,10,20191112,20191112,0,PS-010812225-010,OWNR
010812225C,11,20201112,20201112,0,PS-010812225-011,OWNR
010812225C,12,20211112,20211112,0,PS-010812225-012,OWNR
010812225C,13,20221112,20221114,0,PS-010812225-013,OWNR
010812225C,14,20231112,20231113,0,PS-010812225-014,OWNR
010812225C,15,20241112,20241112,0,PS-010812225-015,OWNR
010812225C,16,20251112,20251112,0,PS-010812225-016,OWNR
010813196C,3,20180915,20180917,0,PS-010813196-003,OWNR
010813196C,4,20190915,20190916,0,PS-010813196-004,OWNR
010813286C,8,20181001,20181001,0,PS-010813286-008,OWNR
010813286C,9,20191001,20191001,0,PS-010813286-009,OWNR
010813286C,10,20201001,20201001,0,PS-010813286-010,OWNR
010813286C,11,20211001,20211001,0,PS-010813286-011,OWNR
010813286C,12,20221001,20221003,0,PS-010813286-012,OWNR
010813286C,13,20231001,20231002,0,PS-010813286-013,OWNR
010813286C,14,20241001,20241001,0,PS-010813286-014,OWNR
010813387C,9,20181002,20181002,0,PS-010813387-009,OWNR
010813387C,10,20191002,20191002,0,PS-010813387-010,OWNR
010813387C,11,20201002,20201002,0,PS-010813387-011,OWNR
010813387C,12,20211002,20211004,0,PS-010813387-012,OWNR
010813387C,13,20221002,20221003,0,PS-010813387-013,OWNR
010813387C,14,20231002,20231002,0,PS-010813387-014,OWNR
010813387C,15,20241002,20241002,0,PS-010813387-015,OWNR
010813387C,16,20251002,20251002,0,PS-010813387-016,OWNR
010813388C,9,20181002,20181002,0,PS-010813388-009,OWNR
010813388C,10,20191002,20191002,0,PS-010813388-010,OWNR
010813388C,11,20201002,20201002,0,PS-010813388-011,OWNR
010813388C,12,20211002,20211004,0,PS-010813388-012,OWNR
010813388C,13,20221002,20221003,0,PS-010813388-013,OWNR
010813388C,14,20231002,20231002,0,PS-010813388-014,OWNR
010813388C,15,20241002,20241002,0,PS-010813388-015,OWNR
010813388C,16,20251002,20251002,0,PS-010813388-016,OWNR
010813391C,5,20181101,20181101,0,PS-010813391-005,OWNR
010813391C,6,20191101,20191101,0,PS-010813391-006,OWNR
010813391C,7,20201101,20201102,0,PS-010813391-007,OWNR
010813391C,8,20211101,20211101,0,PS-010813391-008,OWNR
010813392C,9,20181001,20181001,0,PS-010813392-009,OWNR
010813392C,10,20191001,20191001,0,PS-010813392-010,OWNR
010813392C,11,20201001,20201001,0,PS-010813392-011,OWNR
010813392C,12,20211001,20211001,0,PS-010813392-012,OWNR
010813392C,13,20221001,20221003,0,PS-010813392-013,OWNR
010813392C,14,20231001,20231002,0,PS-010813392-014,OWNR
010813392C,15,20241001,20241001,0,PS-010813392-015,OWNR
010813392C,16,20251001,20251001,0,PS-010813392-016,OWNR
010813427C,2,20210926,20210525,0,PS-010813427-002,OWNR
010813955C,9,20181007,20181008,0,PS-010813955-009,OWNR
010813955C,10,20191007,20191007,0,PS-010813955-010,OWNR
010813955C,11,20201007,20201007,0,PS-010813955-011,OWNR
010813955C,12,20211007,20211007,0,PS-010813955-012,OWNR
010813955C,13,20221007,20221007,0,PS-010813955-013,OWNR
010813955C,14,20231007,20231009,0,PS-010813955-014,OWNR
010813955C,15,20241007,20241008,0,PS-010813955-015,OWNR
010813955C,16,20251007,20251007,0,PS-010813955-016,OWNR
010814115C,9,20181001,20181001,0,PS-010814115-009,OWNR
010814115C,10,20191001,20191001,0,PS-010814115-010,OWNR
010814115C,11,20201001,20201001,0,PS-010814115-011,OWNR
010814115C,12,20211001,20211001,0,PS-010814115-012,OWNR
010814115C,13,20221001,20221003,0,PS-010814115-013,OWNR
010814115C,14,20231001,20231002,0,PS-010814115-014,OWNR
010814115C,15,20241001,20241001,0,PS-010814115-015,OWNR
010814115C,16,20251001,20251001,0,PS-010814115-016,OWNR
010814362C,9,20181010,20181010,0,PS-010814362-009,OWNR
010814362C,10,20191010,20191010,0,PS-010814362-010,OWNR
010814362C,11,20201010,20201012,0,PS-010814362-011,OWNR
010814362C,12,20211010,20211011,0,PS-010814362-012,OWNR
010814362C,13,20221010,20221010,0,PS-010814362-013,OWNR
010814362C,14,20231010,20231010,0,PS-010814362-014,OWNR
010814362C,15,20241010,20241010,0,PS-010814362-015,OWNR
010814362C,16,20251010,20251010,0,PS-010814362-016,OWNR
010814389C,3,20181006,20181008,0,PS-010814389-003,OWNR
010814389C,4,20191006,20191007,0,PS-010814389-004,OWNR
010814390C,9,20181006,20181008,0,PS-010814390-009,OWNR
010814390C,10,20191006,20191007,0,PS-010814390-010,OWNR
010814390C,11,20201006,20201006,0,PS-010814390-011,OWNR
010814390C,12,20211006,20211006,0,PS-010814390-012,OWNR
010814390C,13,20221006,20221006,0,PS-010814390-013,OWNR
010814390C,14,20231006,20231006,0,PS-010814390-014,OWNR
010814390C,15,20241006,20241008,0,PS-010814390-015,OWNR
010814390C,16,20251006,20251006,0,PS-010814390-016,OWNR
010814693C,9,20181010,20181010,0,PS-010814693-009,OWNR
010814693C,10,20191010,20191010,0,PS-010814693-010,OWNR
010814693C,11,20201010,20201012,0,PS-010814693-011,OWNR
010814693C,12,20211010,20211011,0,PS-010814693-012,OWNR
010814693C,13,20221010,20221010,0,PS-010814693-013,OWNR
010814693C,14,20231010,20231010,0,PS-010814693-014,OWNR
010814693C,15,20241010,20241010,0,PS-010814693-015,OWNR
010814693C,16,20251010,20251010,0,PS-010814693-016,OWNR
010814931C,9,20181005,20181005,0,PS-010814931-009,OWNR
010814931C,10,20191005,20191007,0,PS-010814931-010,OWNR
010814931C,11,20201005,20201005,0,PS-010814931-011,OWNR
010814931C,12,20211005,20211005,0,PS-010814931-012,OWNR
010814931C,13,20221005,20221005,0,PS-010814931-013,OWNR
010814931C,14,20231005,20231005,0,PS-010814931-014,OWNR
010814931C,15,20241005,20241008,0,PS-010814931-015,OWNR
010814931C,16,20251005,20251006,0,PS-010814931-016,OWNR
010814933C,2,20181015,20181015,0,PS-010814933-002,OWNR
010815236C,9,20181002,20181002,0,PS-010815236-009,OWNR
010815236C,10,20191002,20191002,0,PS-010815236-010,OWNR
010815236C,11,20201002,20201002,0,PS-010815236-011,OWNR
010815236C,12,20211002,20211004,0,PS-010815236-012,OWNR
010815236C,13,20221002,20221201,0,PS-010815236-013,OWNR
010815236C,14,20231212,20231212,0,PS-010815236-014,OWNR
010815236C,15,20241002,20241002,0,PS-010815236-015,OWNR
010815236C,16,20251002,20251002,0,PS-010815236-016,OWNR
010815523C,9,20181001,20181001,0,PS-010815523-009,OWNR
010815523C,10,20191001,20191001,0,PS-010815523-010,OWNR
010815523C,11,20201001,20201001,0,PS-010815523-011,OWNR
010815523C,12,20211001,20211001,0,PS-010815523-012,OWNR
010815523C,13,20221001,20221003,0,PS-010815523-013,OWNR
010815523C,14,20231001,20231002,0,PS-010815523-014,OWNR
010815523C,15,20241001,20241001,0,PS-010815523-015,OWNR
010815523C,16,20251001,20251001,0,PS-010815523-016,OWNR
010815524C,9,20181001,20181001,0,PS-010815524-009,OWNR
010815524C,10,20191001,20191001,0,PS-010815524-010,OWNR
010815524C,11,20201001,20201001,0,PS-010815524-011,OWNR
010815524C,12,20211001,20211001,0,PS-010815524-012,OWNR
010815524C,13,20221001,20221003,0,PS-010815524-013,OWNR
010815524C,14,20231001,20231002,0,PS-010815524-014,OWNR
010815524C,15,20241001,20241001,0,PS-010815524-015,OWNR
010815524C,16,20251001,20251001,0,PS-010815524-016,OWNR
010815642C,9,20181017,20181017,0,PS-010815642-009,OWNR
010815642C,10,20191017,20191017,0,PS-010815642-010,OWNR
010815642C,11,20201017,20201019,0,PS-010815642-011,OWNR
010815642C,12,20211017,20211018,0,PS-010815642-012,OWNR
010815642C,13,20221017,20221017,0,PS-010815642-013,OWNR
010815642C,14,20231017,20231017,0,PS-010815642-014,OWNR
010815642C,15,20241017,20241017,0,PS-010815642-015,OWNR
010815642C,16,20251017,20251017,0,PS-010815642-016,OWNR
010815680C,10,20171015,20180109,0,PS-010815680-010,OWNR
010815680C,11,20181015,20181015,0,PS-010815680-011,OWNR
010815680C,12,20191015,20191015,0,PS-010815680-012,OWNR
010815680C,13,20201015,20201015,0,PS-010815680-013,OWNR
010815680C,14,20211015,20211015,0,PS-010815680-014,OWNR
010815680C,15,20221015,20221017,0,PS-010815680-015,OWNR
010815680C,16,20231015,20231016,0,PS-010815680-016,OWNR
010815680C,17,20241015,20241015,0,PS-010815680-017,OWNR
010815680C,18,20251015,20251015,0,PS-010815680-018,OWNR
010815681C,10,20171101,20180109,0,PS-010815681-010,OWNR
010815681C,11,20181101,20181101,0,PS-010815681-011,OWNR
010815681C,12,20191101,20191101,0,PS-010815681-012,OWNR
010815681C,13,20201101,20201102,0,PS-010815681-013,OWNR
010815681C,14,20211101,20211101,0,PS-010815681-014,OWNR
010815681C,15,20221101,20221101,0,PS-010815681-015,OWNR
010815681C,16,20231101,20231101,0,PS-010815681-016,OWNR
010815681C,17,20241101,20241101,0,PS-010815681-017,OWNR
010815681C,18,20251101,20251103,0,PS-010815681-018,OWNR
010815946C,9,20181020,20181022,0,PS-010815946-009,OWNR
010815946C,10,20191020,20191021,0,PS-010815946-010,OWNR
010815946C,11,20201020,20201020,0,PS-010815946-011,OWNR
010815946C,12,20211020,20211020,0,PS-010815946-012,OWNR
010815946C,13,20221020,20221020,0,PS-010815946-013,OWNR
010815946C,14,20231020,20231020,0,PS-010815946-014,OWNR
010815946C,15,20241020,20241021,0,PS-010815946-015,OWNR
010815946C,16,20251020,20251020,0,PS-010815946-016,OWNR
010816070C,6,20181015,20181107,0,PS-010816070-006,OWNR
010816070C,7,20191015,20191015,0,PS-010816070-007,OWNR
010816070C,8,20201015,20201015,0,PS-010816070-008,OWNR
010816070C,9,20211015,20211015,0,PS-010816070-009,OWNR
010816070C,10,20221015,20221017,0,PS-010816070-010,OWNR
010816156C,3,20181013,20181015,0,PS-010816156-003,OWNR
010816156C,4,20191013,20191014,0,PS-010816156-004,OWNR
010816928C,3,20181017,20181017,0,PS-010816928-003,OWNR
010816928C,4,20191017,20191017,0,PS-010816928-004,OWNR
010816969C,7,20181106,20181106,0,PS-010816969-007,OWNR
010816969C,8,20191106,20191106,0,PS-010816969-008,OWNR
010816969C,9,20201106,20201106,0,PS-010816969-009,OWNR
010816969C,10,20211106,20211108,0,PS-010816969-010,OWNR
010816969C,11,20221106,20221107,0,PS-010816969-011,OWNR
010816969C,12,20231106,20231106,0,PS-010816969-012,OWNR
010816990C,9,20181020,20181022,0,PS-010816990-009,OWNR
010816990C,10,20191020,20191021,0,PS-010816990-010,OWNR
010816990C,11,20201020,20201020,0,PS-010816990-011,OWNR
010816990C,12,20211020,20211020,0,PS-010816990-012,OWNR
010816990C,13,20221020,20221020,0,PS-010816990-013,OWNR
010816990C,14,20231020,20231020,0,PS-010816990-014,OWNR
010816990C,15,20241020,20241021,0,PS-010816990-015,OWNR
010816990C,16,20251020,20251020,0,PS-010816990-016,OWNR
010816991C,9,20181020,20181022,0,PS-010816991-009,OWNR
010816991C,10,20191020,20191021,0,PS-010816991-010,OWNR
010816991C,11,20201020,20201020,0,PS-010816991-011,OWNR
010816991C,12,20211020,20211020,0,PS-010816991-012,OWNR
010816991C,13,20221020,20221020,0,PS-010816991-013,OWNR
010816991C,14,20231020,20231020,0,PS-010816991-014,OWNR
010816991C,15,20241020,20241021,0,PS-010816991-015,OWNR
010816991C,16,20251020,20251020,0,PS-010816991-016,OWNR
010817091C,3,20181022,20181022,0,PS-010817091-003,OWNR
010817091C,4,20191022,20191022,0,PS-010817091-004,OWNR
010817304C,5,20221022,20221121,0,PS-010817304-005,OWNR
010817304C,6,20231022,20231023,0,PS-010817304-006,OWNR
010817304C,7,20241022,20241022,0,PS-010817304-007,OWNR
010817304C,8,20251022,20251022,0,PS-010817304-008,OWNR
010817345C,2,20181107,20181107,0,PS-010817345-002,OWNR
010817366C,9,20181023,20181023,0,PS-010817366-009,OWNR
010817366C,10,20191023,20191023,0,PS-010817366-010,OWNR
010817366C,11,20201023,20201023,0,PS-010817366-011,OWNR
010817366C,12,20211023,20211025,0,PS-010817366-012,OWNR
010817366C,13,20221023,20221024,0,PS-010817366-013,OWNR
010817366C,14,20231023,20231023,0,PS-010817366-014,OWNR
010817366C,15,20241023,20241023,0,PS-010817366-015,OWNR
010817366C,16,20251023,20251023,0,PS-010817366-016,OWNR
010817367C,9,20181023,20181023,0,PS-010817367-009,OWNR
010817367C,10,20191023,20191023,0,PS-010817367-010,OWNR
010817367C,11,20201023,20201023,0,PS-010817367-011,OWNR
010817367C,12,20211023,20211025,0,PS-010817367-012,OWNR
010817367C,13,20221023,20221024,0,PS-010817367-013,OWNR
010817367C,14,20231023,20231023,0,PS-010817367-014,OWNR
010817367C,15,20241023,20241023,0,PS-010817367-015,OWNR
010817367C,16,20251023,20251023,0,PS-010817367-016,OWNR
010817500C,3,20181021,20181022,0,PS-010817500-003,OWNR
010817500C,4,20191021,20191021,0,PS-010817500-004,OWNR
010817808C,3,20241101,20250116,0,PS-010817808-003,OWNR
010817808C,4,20251101,20251103,0,PS-010817808-004,OWNR
010817956C,8,20181104,20181105,0,PS-010817956-008,OWNR
010817956C,9,20191104,20191104,0,PS-010817956-009,OWNR
