reconstructed_claim_id,canonical_payment_stage_id,payment_sequence,distribution_type,payee_distribution_status,equal_split_detected,beneficiary_name_id,relationship_code,confidence_level
RC-9010914301-1-DEATH_CLAIM-C1-20220929,CPS-RC-9010914301-1-DEATH_CLAIM-C1-20220929-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,711159,PE,HIGH_CONFIDENCE
RC-9010914301-1-DEATH_CLAIM-C1-20220929,CPS-RC-9010914301-1-DEATH_CLAIM-C1-20220929-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,711160,PE,HIGH_CONFIDENCE
RC-9010914384-1-DEATH_CLAIM-C0-20180805,CPS-RC-9010914384-1-DEATH_CLAIM-C0-20180805-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,708811,PE,HIGH_CONFIDENCE
RC-9010914384-1-DEATH_CLAIM-C0-20180805,CPS-RC-9010914384-1-DEATH_CLAIM-C0-20180805-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,708812,PE,HIGH_CONFIDENCE
RC-9010914384-1-DEATH_CLAIM-C0-20180805,CPS-RC-9010914384-1-DEATH_CLAIM-C0-20180805-P3,3,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,708813,PE,HIGH_CONFIDENCE
RC-9010915533-1-DEATH_CLAIM-C0-20190525,CPS-RC-9010915533-1-DEATH_CLAIM-C0-20190525-P1,1,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,N,707367,PW,MODERATE_CONFIDENCE
RC-9010915619-1-DEATH_CLAIM-C0-20200520,CPS-RC-9010915619-1-DEATH_CLAIM-C0-20200520-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,710212,PE,MODERATE_CONFIDENCE
RC-9010915619-1-DEATH_CLAIM-C0-20200520,CPS-RC-9010915619-1-DEATH_CLAIM-C0-20200520-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,710272,PE,MODERATE_CONFIDENCE
RC-9010917172-1-DEATH_CLAIM-C0-20230408,CPS-RC-9010917172-1-DEATH_CLAIM-C0-20230408-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,605159,PE,HIGH_CONFIDENCE
RC-9010917172-1-DEATH_CLAIM-C0-20230408,CPS-RC-9010917172-1-DEATH_CLAIM-C0-20230408-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,708576,PE,HIGH_CONFIDENCE
RC-9010917600-1-DEATH_CLAIM-C0-20190718,CPS-RC-9010917600-1-DEATH_CLAIM-C0-20190718-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,605175,PE,MODERATE_CONFIDENCE
RC-9010917600-1-DEATH_CLAIM-C0-20190718,CPS-RC-9010917600-1-DEATH_CLAIM-C0-20190718-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,700113,PE,MODERATE_CONFIDENCE
RC-9010924474-1-DEATH_CLAIM-C0-20250929,CPS-RC-9010924474-1-DEATH_CLAIM-C0-20250929-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,713412,PE,MODERATE_CONFIDENCE
RC-9010924474-1-DEATH_CLAIM-C0-20250929,CPS-RC-9010924474-1-DEATH_CLAIM-C0-20250929-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,713413,PE,MODERATE_CONFIDENCE
RC-9010928495-1-DEATH_CLAIM-C0-20241003,CPS-RC-9010928495-1-DEATH_CLAIM-C0-20241003-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,713120,PE,HIGH_CONFIDENCE
RC-9010928495-1-DEATH_CLAIM-C0-20241003,CPS-RC-9010928495-1-DEATH_CLAIM-C0-20241003-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,713121,PE,HIGH_CONFIDENCE
RC-9010928495-1-DEATH_CLAIM-C0-20241003,CPS-RC-9010928495-1-DEATH_CLAIM-C0-20241003-P3,3,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,713122,PE,HIGH_CONFIDENCE
RC-9010928495-1-DEATH_CLAIM-C0-20241003,CPS-RC-9010928495-1-DEATH_CLAIM-C0-20241003-P4,4,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,713123,PE,HIGH_CONFIDENCE
RC-9010929235-1-DEATH_CLAIM-C0-20181001,CPS-RC-9010929235-1-DEATH_CLAIM-C0-20181001-P1,1,INFERRED_CYCLIC,BENEFICIARY_INFERRED,N,708950,PE,INFERRED
RC-9010929235-1-DEATH_CLAIM-C0-20181001,CPS-RC-9010929235-1-DEATH_CLAIM-C0-20181001-P2,2,INFERRED_CYCLIC,BENEFICIARY_INFERRED,N,708951,PE,INFERRED
RC-9010929235-1-DEATH_CLAIM-C0-20181001,CPS-RC-9010929235-1-DEATH_CLAIM-C0-20181001-P3,3,INFERRED_CYCLIC,BENEFICIARY_INFERRED,N,708951,B1,INFERRED
RC-9010929235-1-DEATH_CLAIM-C0-20181001,CPS-RC-9010929235-1-DEATH_CLAIM-C0-20181001-P4,4,INFERRED_CYCLIC,BENEFICIARY_INFERRED,N,708950,PE,INFERRED
RC-9010935366-1-DEATH_CLAIM-C0-20200223,CPS-RC-9010935366-1-DEATH_CLAIM-C0-20200223-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,708785,PE,MODERATE_CONFIDENCE
RC-9010935366-1-DEATH_CLAIM-C0-20200223,CPS-RC-9010935366-1-DEATH_CLAIM-C0-20200223-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,710079,PE,MODERATE_CONFIDENCE
RC-9010936381-1-DEATH_CLAIM-C0-20190908,CPS-RC-9010936381-1-DEATH_CLAIM-C0-20190908-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,709706,PE,MODERATE_CONFIDENCE
RC-9010936381-1-DEATH_CLAIM-C0-20190908,CPS-RC-9010936381-1-DEATH_CLAIM-C0-20190908-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,709734,PE,MODERATE_CONFIDENCE
RC-9010936713-1-DEATH_CLAIM-C1-20210414,CPS-RC-9010936713-1-DEATH_CLAIM-C1-20210414-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,205614,PE,MODERATE_CONFIDENCE
RC-9010936713-1-DEATH_CLAIM-C1-20210414,CPS-RC-9010936713-1-DEATH_CLAIM-C1-20210414-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,710692,PE,MODERATE_CONFIDENCE
RC-9010936713-1-DEATH_CLAIM-C1-20210414,CPS-RC-9010936713-1-DEATH_CLAIM-C1-20210414-P3,3,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,710796,PE,MODERATE_CONFIDENCE
RC-9010941103-1-DEATH_CLAIM-C1-20221019,CPS-RC-9010941103-1-DEATH_CLAIM-C1-20221019-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,605504,PE,MODERATE_CONFIDENCE
RC-9010941103-1-DEATH_CLAIM-C1-20221019,CPS-RC-9010941103-1-DEATH_CLAIM-C1-20221019-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,711948,PE,MODERATE_CONFIDENCE
RC-9010941103-1-DEATH_CLAIM-C1-20221019,CPS-RC-9010941103-1-DEATH_CLAIM-C1-20221019-P3,3,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,711966,PE,MODERATE_CONFIDENCE
RC-9010941103-1-DEATH_CLAIM-C1-20221019,CPS-RC-9010941103-1-DEATH_CLAIM-C1-20221019-P4,4,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,711994,PE,MODERATE_CONFIDENCE
RC-9010947021-1-DEATH_CLAIM-C0-20180724,CPS-RC-9010947021-1-DEATH_CLAIM-C0-20180724-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,605598,PE,HIGH_CONFIDENCE
RC-9010947021-1-DEATH_CLAIM-C0-20180724,CPS-RC-9010947021-1-DEATH_CLAIM-C0-20180724-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,711367,PE,HIGH_CONFIDENCE
RC-9010947021-1-DEATH_CLAIM-C0-20180724,CPS-RC-9010947021-1-DEATH_CLAIM-C0-20180724-P3,3,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,711368,PE,HIGH_CONFIDENCE
RC-9010947866-1-DEATH_CLAIM-C0-20240825,CPS-RC-9010947866-1-DEATH_CLAIM-C0-20240825-P1,1,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,N,712607,PW,MODERATE_CONFIDENCE
RC-9010948195-1-DEATH_CLAIM-C0-20231211,CPS-RC-9010948195-1-DEATH_CLAIM-C0-20231211-P1,1,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,N,682557,PW,MODERATE_CONFIDENCE
RC-9010952069-1-DEATH_CLAIM-C0-20201203,CPS-RC-9010952069-1-DEATH_CLAIM-C0-20201203-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,605662,PE,HIGH_CONFIDENCE
RC-9010952069-1-DEATH_CLAIM-C0-20201203,CPS-RC-9010952069-1-DEATH_CLAIM-C0-20201203-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,694385,PE,HIGH_CONFIDENCE
RC-9010952069-1-DEATH_CLAIM-C0-20201203,CPS-RC-9010952069-1-DEATH_CLAIM-C0-20201203-P3,3,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,710654,PE,HIGH_CONFIDENCE
RC-9010952069-1-DEATH_CLAIM-C0-20201203,CPS-RC-9010952069-1-DEATH_CLAIM-C0-20201203-P4,4,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,710655,PE,HIGH_CONFIDENCE
RC-9010958111-1-DEATH_CLAIM-C0-20240930,CPS-RC-9010958111-1-DEATH_CLAIM-C0-20240930-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,713010,PE,MODERATE_CONFIDENCE
RC-9010958111-1-DEATH_CLAIM-C0-20240930,CPS-RC-9010958111-1-DEATH_CLAIM-C0-20240930-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,713011,PE,MODERATE_CONFIDENCE
RC-9010958111-1-DEATH_CLAIM-C0-20240930,CPS-RC-9010958111-1-DEATH_CLAIM-C0-20240930-P3,3,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,713012,PE,MODERATE_CONFIDENCE
RC-9010958111-1-DEATH_CLAIM-C0-20240930,CPS-RC-9010958111-1-DEATH_CLAIM-C0-20240930-P4,4,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,713013,PE,MODERATE_CONFIDENCE
RC-9010958111-1-DEATH_CLAIM-C0-20240930,CPS-RC-9010958111-1-DEATH_CLAIM-C0-20240930-P5,5,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,713014,PE,MODERATE_CONFIDENCE
RC-9010958111-1-DEATH_CLAIM-C0-20240930,CPS-RC-9010958111-1-DEATH_CLAIM-C0-20240930-P6,6,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,713015,PE,MODERATE_CONFIDENCE
RC-9010958446-1-DEATH_CLAIM-C0-20240703,CPS-RC-9010958446-1-DEATH_CLAIM-C0-20240703-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,712938,PE,MODERATE_CONFIDENCE
RC-9010958446-1-DEATH_CLAIM-C0-20240703,CPS-RC-9010958446-1-DEATH_CLAIM-C0-20240703-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,712941,PE,MODERATE_CONFIDENCE
RC-9010959302-1-DEATH_CLAIM-C0-20211008,CPS-RC-9010959302-1-DEATH_CLAIM-C0-20211008-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,605712,PE,MODERATE_CONFIDENCE
RC-9010959302-1-DEATH_CLAIM-C0-20211008,CPS-RC-9010959302-1-DEATH_CLAIM-C0-20211008-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,711197,PE,MODERATE_CONFIDENCE
RC-9010959302-1-DEATH_CLAIM-C0-20211008,CPS-RC-9010959302-1-DEATH_CLAIM-C0-20211008-P3,3,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,711197,B1,MODERATE_CONFIDENCE
RC-9010960590-1-DEATH_CLAIM-C0-20191229,CPS-RC-9010960590-1-DEATH_CLAIM-C0-20191229-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,702218,PE,MODERATE_CONFIDENCE
RC-9010960590-1-DEATH_CLAIM-C0-20191229,CPS-RC-9010960590-1-DEATH_CLAIM-C0-20191229-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,703587,PE,MODERATE_CONFIDENCE
RC-9010968814-1-DEATH_CLAIM-C0-20250814,CPS-RC-9010968814-1-DEATH_CLAIM-C0-20250814-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,591713,PE,HIGH_CONFIDENCE
RC-9010968814-1-DEATH_CLAIM-C0-20250814,CPS-RC-9010968814-1-DEATH_CLAIM-C0-20250814-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,592404,PE,HIGH_CONFIDENCE
RC-9010969153-1-DEATH_CLAIM-C0-20230505,CPS-RC-9010969153-1-DEATH_CLAIM-C0-20230505-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,605803,PE,HIGH_CONFIDENCE
RC-9010969153-1-DEATH_CLAIM-C0-20230505,CPS-RC-9010969153-1-DEATH_CLAIM-C0-20230505-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,708729,PE,HIGH_CONFIDENCE
RC-9010977876-1-DEATH_CLAIM-C0-20210621,CPS-RC-9010977876-1-DEATH_CLAIM-C0-20210621-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,709283,PE,HIGH_CONFIDENCE
RC-9010977876-1-DEATH_CLAIM-C0-20210621,CPS-RC-9010977876-1-DEATH_CLAIM-C0-20210621-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,710972,PE,HIGH_CONFIDENCE
RC-9010979722-1-DEATH_CLAIM-C0-20191231,CPS-RC-9010979722-1-DEATH_CLAIM-C0-20191231-P1,1,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,N,709943,PW,MODERATE_CONFIDENCE
RC-9010981739-1-DEATH_CLAIM-C0-20211114,CPS-RC-9010981739-1-DEATH_CLAIM-C0-20211114-P1,1,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,N,620838,PW,MODERATE_CONFIDENCE
RC-9010983828-1-DEATH_CLAIM-C0-20190525,CPS-RC-9010983828-1-DEATH_CLAIM-C0-20190525-P1,1,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,N,707367,PW,MODERATE_CONFIDENCE
RC-9010984316-1-DEATH_CLAIM-C0-20200401,CPS-RC-9010984316-1-DEATH_CLAIM-C0-20200401-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,710122,PE,MODERATE_CONFIDENCE
RC-9010984316-1-DEATH_CLAIM-C0-20200401,CPS-RC-9010984316-1-DEATH_CLAIM-C0-20200401-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,710142,PE,MODERATE_CONFIDENCE
RC-9010990148-1-DEATH_CLAIM-C0-20190326,CPS-RC-9010990148-1-DEATH_CLAIM-C0-20190326-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,606032,PE,HIGH_CONFIDENCE
RC-9010990148-1-DEATH_CLAIM-C0-20190326,CPS-RC-9010990148-1-DEATH_CLAIM-C0-20190326-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,709368,PE,HIGH_CONFIDENCE
RC-9010990148-1-DEATH_CLAIM-C0-20190326,CPS-RC-9010990148-1-DEATH_CLAIM-C0-20190326-P3,3,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,709369,PE,HIGH_CONFIDENCE
RC-9011000854-1-DEATH_CLAIM-C0-20221224,CPS-RC-9011000854-1-DEATH_CLAIM-C0-20221224-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,712102,PE,HIGH_CONFIDENCE
RC-9011000854-1-DEATH_CLAIM-C0-20221224,CPS-RC-9011000854-1-DEATH_CLAIM-C0-20221224-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,712103,PE,HIGH_CONFIDENCE
RC-9011000854-1-DEATH_CLAIM-C0-20221224,CPS-RC-9011000854-1-DEATH_CLAIM-C0-20221224-P3,3,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,712104,PE,HIGH_CONFIDENCE
RC-9011000854-1-DEATH_CLAIM-C0-20221224,CPS-RC-9011000854-1-DEATH_CLAIM-C0-20221224-P4,4,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,712105,PE,HIGH_CONFIDENCE
RC-9011000854-1-DEATH_CLAIM-C1-20230502,CPS-RC-9011000854-1-DEATH_CLAIM-C1-20230502-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,712102,PE,HIGH_CONFIDENCE
RC-9011000854-1-DEATH_CLAIM-C1-20230502,CPS-RC-9011000854-1-DEATH_CLAIM-C1-20230502-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,712103,PE,HIGH_CONFIDENCE
RC-9011001984-1-DEATH_CLAIM-C0-20181017,CPS-RC-9011001984-1-DEATH_CLAIM-C0-20181017-P1,1,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,N,706657,PW,MODERATE_CONFIDENCE
RC-9011002095-1-DEATH_CLAIM-C0-20210112,CPS-RC-9011002095-1-DEATH_CLAIM-C0-20210112-P1,1,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,N,701862,PW,MODERATE_CONFIDENCE
RC-9011002664-1-DEATH_CLAIM-C0-20181207,CPS-RC-9011002664-1-DEATH_CLAIM-C0-20181207-P1,1,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,N,707314,PW,MODERATE_CONFIDENCE
RC-9011014276-1-DEATH_CLAIM-C0-20200514,CPS-RC-9011014276-1-DEATH_CLAIM-C0-20200514-P1,1,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,N,710177,PW,MODERATE_CONFIDENCE
RC-9011014739-1-DEATH_CLAIM-C0-20180318,CPS-RC-9011014739-1-DEATH_CLAIM-C0-20180318-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,606964,PE,MODERATE_CONFIDENCE
RC-9011014739-1-DEATH_CLAIM-C0-20180318,CPS-RC-9011014739-1-DEATH_CLAIM-C0-20180318-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,705226,PE,MODERATE_CONFIDENCE
RC-9011015419-1-DEATH_CLAIM-C0-20210707,CPS-RC-9011015419-1-DEATH_CLAIM-C0-20210707-P1,1,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,N,710827,PW,MODERATE_CONFIDENCE
RC-9011015419-1-DEATH_CLAIM-C0-20210707,CPS-RC-9011015419-1-DEATH_CLAIM-C0-20210707-P2,2,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,N,710827,PW,MODERATE_CONFIDENCE
RC-9011017841-1-DEATH_CLAIM-C0-20201014,CPS-RC-9011017841-1-DEATH_CLAIM-C0-20201014-P1,1,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,N,708621,PW,MODERATE_CONFIDENCE
RC-9011019414-1-DEATH_CLAIM-C0-20181110,CPS-RC-9011019414-1-DEATH_CLAIM-C0-20181110-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,606433,PE,MODERATE_CONFIDENCE
RC-9011019414-1-DEATH_CLAIM-C0-20181110,CPS-RC-9011019414-1-DEATH_CLAIM-C0-20181110-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,694651,PE,MODERATE_CONFIDENCE
RC-9011025088-1-DEATH_CLAIM-C0-20191208,CPS-RC-9011025088-1-DEATH_CLAIM-C0-20191208-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,702087,PE,HIGH_CONFIDENCE
RC-9011025088-1-DEATH_CLAIM-C0-20191208,CPS-RC-9011025088-1-DEATH_CLAIM-C0-20191208-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,702087,B1,HIGH_CONFIDENCE
RC-9011025088-1-DEATH_CLAIM-C0-20191208,CPS-RC-9011025088-1-DEATH_CLAIM-C0-20191208-P3,3,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,702088,B2,HIGH_CONFIDENCE
RC-9011033416-1-DEATH_CLAIM-C0-20190205,CPS-RC-9011033416-1-DEATH_CLAIM-C0-20190205-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,709240,PE,MODERATE_CONFIDENCE
RC-9011033416-1-DEATH_CLAIM-C0-20190205,CPS-RC-9011033416-1-DEATH_CLAIM-C0-20190205-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,709241,PE,MODERATE_CONFIDENCE
RC-9011035773-1-DEATH_CLAIM-C0-20180514,CPS-RC-9011035773-1-DEATH_CLAIM-C0-20180514-P1,1,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,N,703600,PW,MODERATE_CONFIDENCE
RC-9011036054-1-DEATH_CLAIM-C0-20240505,CPS-RC-9011036054-1-DEATH_CLAIM-C0-20240505-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,606622,PE,HIGH_CONFIDENCE
RC-9011036054-1-DEATH_CLAIM-C0-20240505,CPS-RC-9011036054-1-DEATH_CLAIM-C0-20240505-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,709989,PE,HIGH_CONFIDENCE
RC-9011040826-1-DEATH_CLAIM-C0-20200323,CPS-RC-9011040826-1-DEATH_CLAIM-C0-20200323-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,606683,PE,MODERATE_CONFIDENCE
RC-9011040826-1-DEATH_CLAIM-C0-20200323,CPS-RC-9011040826-1-DEATH_CLAIM-C0-20200323-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,710604,PE,MODERATE_CONFIDENCE
RC-9011041120-1-DEATH_CLAIM-C0-20211015,CPS-RC-9011041120-1-DEATH_CLAIM-C0-20211015-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,708785,PE,MODERATE_CONFIDENCE
RC-9011041120-1-DEATH_CLAIM-C0-20211015,CPS-RC-9011041120-1-DEATH_CLAIM-C0-20211015-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,711327,PE,MODERATE_CONFIDENCE
RC-9011041120-1-DEATH_CLAIM-C0-20211015,CPS-RC-9011041120-1-DEATH_CLAIM-C0-20211015-P3,3,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,711328,PE,MODERATE_CONFIDENCE
RC-9011041120-1-DEATH_CLAIM-C0-20211015,CPS-RC-9011041120-1-DEATH_CLAIM-C0-20211015-P4,4,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,N,711346,PE,MODERATE_CONFIDENCE
RC-9011043749-1-DEATH_CLAIM-C0-20230707,CPS-RC-9011043749-1-DEATH_CLAIM-C0-20230707-P1,1,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,N,710764,PW,MODERATE_CONFIDENCE
RC-9011044131-1-DEATH_CLAIM-C0-20201122,CPS-RC-9011044131-1-DEATH_CLAIM-C0-20201122-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,704151,PE,HIGH_CONFIDENCE
RC-9011044131-1-DEATH_CLAIM-C0-20201122,CPS-RC-9011044131-1-DEATH_CLAIM-C0-20201122-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,710193,PE,HIGH_CONFIDENCE
RC-9011044131-1-DEATH_CLAIM-C0-20201122,CPS-RC-9011044131-1-DEATH_CLAIM-C0-20201122-P3,3,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,710194,PE,HIGH_CONFIDENCE
RC-9011045128-1-DEATH_CLAIM-C0-20220814,CPS-RC-9011045128-1-DEATH_CLAIM-C0-20220814-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,711888,PE,HIGH_CONFIDENCE
RC-9011045128-1-DEATH_CLAIM-C0-20220814,CPS-RC-9011045128-1-DEATH_CLAIM-C0-20220814-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,711889,PE,HIGH_CONFIDENCE
RC-9011045407-1-DEATH_CLAIM-C0-20210319,CPS-RC-9011045407-1-DEATH_CLAIM-C0-20210319-P1,1,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,N,710340,PW,MODERATE_CONFIDENCE
RC-9011047402-1-DEATH_CLAIM-C0-20240121,CPS-RC-9011047402-1-DEATH_CLAIM-C0-20240121-P1,1,TRUSTEE_ROUTED,TRUSTEE_MANAGED_DISTRIBUTION,N,696694,PW,MODERATE_CONFIDENCE
RC-9011048886-1-DEATH_CLAIM-C0-20200210,CPS-RC-9011048886-1-DEATH_CLAIM-C0-20200210-P1,1,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,606799,PE,HIGH_CONFIDENCE
RC-9011048886-1-DEATH_CLAIM-C0-20200210,CPS-RC-9011048886-1-DEATH_CLAIM-C0-20200210-P2,2,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,709869,PE,HIGH_CONFIDENCE
RC-9011048886-1-DEATH_CLAIM-C0-20200210,CPS-RC-9011048886-1-DEATH_CLAIM-C0-20200210-P3,3,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,709870,PE,HIGH_CONFIDENCE
RC-9011048886-1-DEATH_CLAIM-C0-20200210,CPS-RC-9011048886-1-DEATH_CLAIM-C0-20200210-P4,4,SEQUENTIAL_SPLIT,MULTI_BENEFICIARY_SPLIT,Y,709871,PE,HIGH_CONFIDENCE
