canonical_residual_stage_id,reconstructed_claim_id,policy_number,enhanced_settlement_group_id,residual_type,residual_amount,residual_reason,gap_direction,decomposition_status,balancing_status,payee_distribution_status,canonical_status,confidence_level,derivation_lineage,production_dbf_flag
CRS-RC-9010847570-1-DEATH_CLAIM-C0-20220113,RC-9010847570-1-DEATH_CLAIM-C0-20220113,9010847570,ESG-9010847570-RC-9010847570-1-DEATH_CLAIM-C0-20220113-SOLO,PAYOUT_SHORTFALL_RESIDUAL,32543.65,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,PAYOUT_SHORTFALL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,BENEFICIARY_INFERRED,RESIDUAL_PENDING,INFERRED,RC-9010847570-1-DEATH_CLAIM-C0-20220113,N
CRS-RC-9010847570-1-DEATH_CLAIM-C1-20220421,RC-9010847570-1-DEATH_CLAIM-C1-20220421,9010847570,ESG-9010847570-RC-9010847570-1-DEATH_CLAIM-C1-20220421-SOLO,PAYOUT_EXCESS_RESIDUAL,-28834.15,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,UNBALANCED,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010847570-1-DEATH_CLAIM-C1-20220421,N
CRS-RC-9010848644-1-DEATH_CLAIM-C0-20180427,RC-9010848644-1-DEATH_CLAIM-C0-20180427,9010848644,ESG-9010848644-RC-9010848644-1-DEATH_CLAIM-C0-20180427-SOLO,PAYOUT_EXCESS_RESIDUAL,-56.95,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,MINOR_VARIANCE,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010848644-1-DEATH_CLAIM-C0-20180427,N
CRS-RC-9010850533-1-DEATH_CLAIM-C0-20240919,RC-9010850533-1-DEATH_CLAIM-C0-20240919,9010850533,ESG-9010850533-RC-9010850533-1-DEATH_CLAIM-C0-20240919-SOLO,PAYOUT_EXCESS_RESIDUAL,-49.26,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,PAYOUT_EXCESS,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,MINOR_VARIANCE,MULTI_BENEFICIARY_SPLIT,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010850533-1-DEATH_CLAIM-C0-20240919,N
CRS-RC-9010851148-1-DEATH_CLAIM-C0-20240519,RC-9010851148-1-DEATH_CLAIM-C0-20240519,9010851148,ESG-9010851148-RC-9010851148-1-DEATH_CLAIM-C0-20240519-SOLO,PAYOUT_SHORTFALL_RESIDUAL,2844.23,RESIDUAL_REMAINS,PAYOUT_SHORTFALL,RESIDUAL_REMAINS,UNBALANCED,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010851148-1-DEATH_CLAIM-C0-20240519,N
CRS-RC-9010852865-1-DEATH_CLAIM-C0-20230531,RC-9010852865-1-DEATH_CLAIM-C0-20230531,9010852865,ESG-9010852865-RC-9010852865-1-DEATH_CLAIM-C0-20230531-SOLO,PAYOUT_EXCESS_RESIDUAL,-28.93,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,MINOR_VARIANCE,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010852865-1-DEATH_CLAIM-C0-20230531,N
CRS-RC-9010854364-1-DEATH_CLAIM-C0-20201216,RC-9010854364-1-DEATH_CLAIM-C0-20201216,9010854364,ESG-9010854364-RC-9010854364-1-DEATH_CLAIM-C0-20201216-SOLO,PAYOUT_EXCESS_RESIDUAL,-7.63,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,PAYOUT_EXCESS,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,MINOR_VARIANCE,MULTI_BENEFICIARY_SPLIT,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010854364-1-DEATH_CLAIM-C0-20201216,N
CRS-RC-9010856188-1-DEATH_CLAIM-C0-20240306,RC-9010856188-1-DEATH_CLAIM-C0-20240306,9010856188,ESG-9010856188-RC-9010856188-1-DEATH_CLAIM-C0-20240306-SOLO,PAYOUT_SHORTFALL_RESIDUAL,2305.6,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,PAYOUT_SHORTFALL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,MULTI_BENEFICIARY_SPLIT,RESIDUAL_PENDING,MODERATE_CONFIDENCE,RC-9010856188-1-DEATH_CLAIM-C0-20240306,N
CRS-RC-9010857638-1-DEATH_CLAIM-C0-20220720,RC-9010857638-1-DEATH_CLAIM-C0-20220720,9010857638,ESG-9010857638-RC-9010857638-1-DEATH_CLAIM-C0-20220720-SOLO,PAYOUT_EXCESS_RESIDUAL,-68.37,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,MINOR_VARIANCE,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010857638-1-DEATH_CLAIM-C0-20220720,N
CRS-RC-9010858488-1-DEATH_CLAIM-C0-20190715,RC-9010858488-1-DEATH_CLAIM-C0-20190715,9010858488,ESG-9010858488-RC-9010858488-1-DEATH_CLAIM-C0-20190715-SOLO,PAYOUT_EXCESS_RESIDUAL,-1307.56,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,UNBALANCED,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010858488-1-DEATH_CLAIM-C0-20190715,N
CRS-RC-9010858489-1-DEATH_CLAIM-C0-20240901,RC-9010858489-1-DEATH_CLAIM-C0-20240901,9010858489,ESG-9010858489-RC-9010858489-1-DEATH_CLAIM-C0-20240901-SOLO,PAYOUT_EXCESS_RESIDUAL,-1449.23,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,PAYOUT_EXCESS,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,MULTI_BENEFICIARY_SPLIT,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010858489-1-DEATH_CLAIM-C0-20240901,N
CRS-RC-9010858518-1-DEATH_CLAIM-C0-20231118,RC-9010858518-1-DEATH_CLAIM-C0-20231118,9010858518,ESG-9010858518-RC-9010858518-1-DEATH_CLAIM-C0-20231118-SOLO,PAYOUT_EXCESS_RESIDUAL,-69.48,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,MINOR_VARIANCE,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010858518-1-DEATH_CLAIM-C0-20231118,N
CRS-RC-9010858907-1-DEATH_CLAIM-C0-20180120,RC-9010858907-1-DEATH_CLAIM-C0-20180120,9010858907,ESG-9010858907-RC-9010858907-1-DEATH_CLAIM-C0-20180120-SOLO,PAYOUT_EXCESS_RESIDUAL,-23.5,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,PAYOUT_EXCESS,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,MINOR_VARIANCE,MULTI_BENEFICIARY_SPLIT,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010858907-1-DEATH_CLAIM-C0-20180120,N
CRS-RC-9010859093-1-DEATH_CLAIM-C0-20211029,RC-9010859093-1-DEATH_CLAIM-C0-20211029,9010859093,ESG-9010859093-RC-9010859093-1-DEATH_CLAIM-C0-20211029-SOLO,PAYOUT_EXCESS_RESIDUAL,-35.15,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,MINOR_VARIANCE,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010859093-1-DEATH_CLAIM-C0-20211029,N
CRS-RC-9010859282-1-DEATH_CLAIM-C0-20240701,RC-9010859282-1-DEATH_CLAIM-C0-20240701,9010859282,ESG-9010859282-RC-9010859282-1-DEATH_CLAIM-C0-20240701-SOLO,PAYOUT_EXCESS_RESIDUAL,-19.46,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,MINOR_VARIANCE,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010859282-1-DEATH_CLAIM-C0-20240701,N
CRS-RC-9010859462-1-DEATH_CLAIM-C0-20201118,RC-9010859462-1-DEATH_CLAIM-C0-20201118,9010859462,ESG-9010859462-RC-9010859462-1-DEATH_CLAIM-C0-20201118-SOLO,PAYOUT_EXCESS_RESIDUAL,-322.58,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,PAYOUT_EXCESS,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,TRUSTEE_MANAGED_DISTRIBUTION,RESIDUAL_PENDING,MODERATE_CONFIDENCE,RC-9010859462-1-DEATH_CLAIM-C0-20201118,N
CRS-RC-9010860471-1-DEATH_CLAIM-C0-20231207,RC-9010860471-1-DEATH_CLAIM-C0-20231207,9010860471,ESG-9010860471-RC-9010860471-1-DEATH_CLAIM-C0-20231207-SOLO,PAYOUT_SHORTFALL_RESIDUAL,6742.2,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,PAYOUT_SHORTFALL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,MULTI_BENEFICIARY_SPLIT,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010860471-1-DEATH_CLAIM-C0-20231207,N
CRS-RC-9010860472-1-DEATH_CLAIM-C0-20210129,RC-9010860472-1-DEATH_CLAIM-C0-20210129,9010860472,ESG-9010860472-RC-9010860472-1-DEATH_CLAIM-C0-20210129-SOLO,PAYOUT_SHORTFALL_RESIDUAL,15742.55,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,PAYOUT_SHORTFALL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,MULTI_BENEFICIARY_SPLIT,RESIDUAL_PENDING,MODERATE_CONFIDENCE,RC-9010860472-1-DEATH_CLAIM-C0-20210129,N
CRS-RC-9010860900-1-DEATH_CLAIM-C0-20190331,RC-9010860900-1-DEATH_CLAIM-C0-20190331,9010860900,ESG-9010860900-RC-9010860900-1-DEATH_CLAIM-C0-20190331-SOLO,PAYOUT_EXCESS_RESIDUAL,-22.15,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,PAYOUT_EXCESS,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,MINOR_VARIANCE,MULTI_BENEFICIARY_SPLIT,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010860900-1-DEATH_CLAIM-C0-20190331,N
CRS-RC-9010860970-1-DEATH_CLAIM-C0-20200126,RC-9010860970-1-DEATH_CLAIM-C0-20200126,9010860970,ESG-9010860970-RC-9010860970-1-DEATH_CLAIM-C0-20200126-SOLO,PAYOUT_EXCESS_RESIDUAL,-8.1,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,MINOR_VARIANCE,TRUSTEE_MANAGED_DISTRIBUTION,RESIDUAL_PENDING,MODERATE_CONFIDENCE,RC-9010860970-1-DEATH_CLAIM-C0-20200126,N
CRS-RC-9010863788-1-DEATH_CLAIM-C0-20250905,RC-9010863788-1-DEATH_CLAIM-C0-20250905,9010863788,ESG-9010863788-RC-9010863788-1-DEATH_CLAIM-C0-20250905-SOLO,PAYOUT_SHORTFALL_RESIDUAL,3936.59,RESIDUAL_REMAINS,PAYOUT_SHORTFALL,RESIDUAL_REMAINS,UNBALANCED,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010863788-1-DEATH_CLAIM-C0-20250905,N
CRS-RC-9010866396-1-DEATH_CLAIM-C0-20220308,RC-9010866396-1-DEATH_CLAIM-C0-20220308,9010866396,ESG-9010866396-RC-9010866396-1-DEATH_CLAIM-C0-20220308-SOLO,PAYOUT_EXCESS_RESIDUAL,-83.23,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,MINOR_VARIANCE,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010866396-1-DEATH_CLAIM-C0-20220308,N
CRS-RC-9010867962-1-DEATH_CLAIM-C0-20241123,RC-9010867962-1-DEATH_CLAIM-C0-20241123,9010867962,ESG-9010867962-RC-9010867962-1-DEATH_CLAIM-C0-20241123-SOLO,PAYOUT_EXCESS_RESIDUAL,-323.14,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,UNBALANCED,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010867962-1-DEATH_CLAIM-C0-20241123,N
CRS-RC-9010872417-1-DEATH_CLAIM-C0-20220928,RC-9010872417-1-DEATH_CLAIM-C0-20220928,9010872417,ESG-9010872417-RC-9010872417-1-DEATH_CLAIM-C0-20220928-SOLO,PAYOUT_EXCESS_RESIDUAL,-22.68,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,PAYOUT_EXCESS,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,MINOR_VARIANCE,MULTI_BENEFICIARY_SPLIT,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010872417-1-DEATH_CLAIM-C0-20220928,N
CRS-RC-9010872526-1-DEATH_CLAIM-C0-20200706,RC-9010872526-1-DEATH_CLAIM-C0-20200706,9010872526,ESG-9010872526-RC-9010872526-1-DEATH_CLAIM-C0-20200706-SOLO,PAYOUT_EXCESS_RESIDUAL,-249.31,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,UNBALANCED,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010872526-1-DEATH_CLAIM-C0-20200706,N
CRS-RC-9010874801-1-DEATH_CLAIM-C0-20220315,RC-9010874801-1-DEATH_CLAIM-C0-20220315,9010874801,ESG-9010874801-RC-9010874801-1-DEATH_CLAIM-C0-20220315-SOLO,PAYOUT_EXCESS_RESIDUAL,-304.62,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,UNBALANCED,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010874801-1-DEATH_CLAIM-C0-20220315,N
CRS-RC-9010875065-1-DEATH_CLAIM-C0-20230928,RC-9010875065-1-DEATH_CLAIM-C0-20230928,9010875065,ESG-9010875065-RC-9010875065-1-DEATH_CLAIM-C0-20230928-SOLO,PAYOUT_SHORTFALL_RESIDUAL,12972.33,CLEARING_ONLY_DISTORTION,PAYOUT_SHORTFALL,CLEARING_ONLY_DISTORTION,UNBALANCED,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010875065-1-DEATH_CLAIM-C0-20230928,N
CRS-RC-9010875783-1-DEATH_CLAIM-C0-20220226,RC-9010875783-1-DEATH_CLAIM-C0-20220226,9010875783,ESG-9010875783-RC-9010875783-1-DEATH_CLAIM-C0-20220226-SOLO,PAYOUT_EXCESS_RESIDUAL,-7.28,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,MINOR_VARIANCE,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010875783-1-DEATH_CLAIM-C0-20220226,N
CRS-RC-9010877012-1-DEATH_CLAIM-C0-20220417,RC-9010877012-1-DEATH_CLAIM-C0-20220417,9010877012,ESG-9010877012-RC-9010877012-1-DEATH_CLAIM-C0-20220417-SOLO,PAYOUT_EXCESS_RESIDUAL,-133.21,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,UNBALANCED,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010877012-1-DEATH_CLAIM-C0-20220417,N
CRS-RC-9010879203-1-DEATH_CLAIM-C0-20230621,RC-9010879203-1-DEATH_CLAIM-C0-20230621,9010879203,ESG-9010879203-RC-9010879203-1-DEATH_CLAIM-C0-20230621-SOLO,PAYOUT_EXCESS_RESIDUAL,-273.82,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,PAYOUT_EXCESS,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,MULTI_BENEFICIARY_SPLIT,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010879203-1-DEATH_CLAIM-C0-20230621,N
CRS-RC-9010880225-1-DEATH_CLAIM-C0-20220116,RC-9010880225-1-DEATH_CLAIM-C0-20220116,9010880225,ESG-9010880225-RC-9010880225-1-DEATH_CLAIM-C0-20220116-SOLO,PAYOUT_EXCESS_RESIDUAL,-8.28,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,PAYOUT_EXCESS,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,MINOR_VARIANCE,MULTI_BENEFICIARY_SPLIT,RESIDUAL_PENDING,MODERATE_CONFIDENCE,RC-9010880225-1-DEATH_CLAIM-C0-20220116,N
CRS-RC-9010881975-1-DEATH_CLAIM-C0-20220730,RC-9010881975-1-DEATH_CLAIM-C0-20220730,9010881975,ESG-9010881975-RC-9010881975-1-DEATH_CLAIM-C0-20220730-SOLO,PAYOUT_EXCESS_RESIDUAL,-138.64,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,UNBALANCED,TRUSTEE_MANAGED_DISTRIBUTION,RESIDUAL_PENDING,MODERATE_CONFIDENCE,RC-9010881975-1-DEATH_CLAIM-C0-20220730,N
CRS-RC-9010883563-1-DEATH_CLAIM-C0-20250305,RC-9010883563-1-DEATH_CLAIM-C0-20250305,9010883563,ESG-9010883563-RC-9010883563-1-DEATH_CLAIM-C0-20250305-SOLO,PAYOUT_EXCESS_RESIDUAL,-7.12,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,MINOR_VARIANCE,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010883563-1-DEATH_CLAIM-C0-20250305,N
CRS-RC-9010885383-1-DEATH_CLAIM-C0-20230317,RC-9010885383-1-DEATH_CLAIM-C0-20230317,9010885383,ESG-9010885383-RC-9010885383-1-DEATH_CLAIM-C0-20230317-SOLO,PAYOUT_EXCESS_RESIDUAL,-272.71,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,UNBALANCED,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010885383-1-DEATH_CLAIM-C0-20230317,N
CRS-RC-9010888339-1-DEATH_CLAIM-C0-20240516,RC-9010888339-1-DEATH_CLAIM-C0-20240516,9010888339,ESG-9010888339-RC-9010888339-1-DEATH_CLAIM-C0-20240516-SOLO,PAYOUT_EXCESS_RESIDUAL,-42.13,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,MINOR_VARIANCE,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010888339-1-DEATH_CLAIM-C0-20240516,N
CRS-RC-9010888649-1-DEATH_CLAIM-C0-20230519,RC-9010888649-1-DEATH_CLAIM-C0-20230519,9010888649,ESG-9010888649-RC-9010888649-1-DEATH_CLAIM-C0-20230519-SOLO,PAYOUT_EXCESS_RESIDUAL,-31.76,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,MINOR_VARIANCE,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010888649-1-DEATH_CLAIM-C0-20230519,N
CRS-RC-9010889547-1-DEATH_CLAIM-C0-20240726,RC-9010889547-1-DEATH_CLAIM-C0-20240726,9010889547,ESG-9010889547-RC-9010889547-1-DEATH_CLAIM-C0-20240726-SOLO,PAYOUT_EXCESS_RESIDUAL,-140.63,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,UNBALANCED,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010889547-1-DEATH_CLAIM-C0-20240726,N
CRS-RC-9010890622-1-DEATH_CLAIM-C0-20191026,RC-9010890622-1-DEATH_CLAIM-C0-20191026,9010890622,ESG-9010890622-RC-9010890622-1-DEATH_CLAIM-C0-20191026-SOLO,PAYOUT_EXCESS_RESIDUAL,-16.78,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,MINOR_VARIANCE,TRUSTEE_MANAGED_DISTRIBUTION,RESIDUAL_PENDING,MODERATE_CONFIDENCE,RC-9010890622-1-DEATH_CLAIM-C0-20191026,N
CRS-RC-9010890627-1-DEATH_CLAIM-C0-20180528,RC-9010890627-1-DEATH_CLAIM-C0-20180528,9010890627,ESG-9010890627-RC-9010890627-1-DEATH_CLAIM-C0-20180528-SOLO,PAYOUT_EXCESS_RESIDUAL,-12.08,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,MINOR_VARIANCE,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010890627-1-DEATH_CLAIM-C0-20180528,N
CRS-RC-9010891075-1-DEATH_CLAIM-C0-20220220,RC-9010891075-1-DEATH_CLAIM-C0-20220220,9010891075,ESG-9010891075-RC-9010891075-1-DEATH_CLAIM-C0-20220220-SOLO,PAYOUT_SHORTFALL_RESIDUAL,13061.64,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,PAYOUT_SHORTFALL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,MULTI_BENEFICIARY_SPLIT,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010891075-1-DEATH_CLAIM-C0-20220220,N
CRS-RC-9010892327-1-DEATH_CLAIM-C0-20180418,RC-9010892327-1-DEATH_CLAIM-C0-20180418,9010892327,ESG-9010892327-RC-9010892327-1-DEATH_CLAIM-C0-20180418-SOLO,PAYOUT_SHORTFALL_RESIDUAL,936.7,RESIDUAL_REMAINS,PAYOUT_SHORTFALL,RESIDUAL_REMAINS,UNBALANCED,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,INFERRED,RC-9010892327-1-DEATH_CLAIM-C0-20180418,N
CRS-RC-9010892685-1-DEATH_CLAIM-C0-20230905,RC-9010892685-1-DEATH_CLAIM-C0-20230905,9010892685,ESG-9010892685-RC-9010892685-1-DEATH_CLAIM-C0-20230905-SOLO,PAYOUT_EXCESS_RESIDUAL,-27.09,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,MINOR_VARIANCE,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010892685-1-DEATH_CLAIM-C0-20230905,N
CRS-RC-9010892693-1-DEATH_CLAIM-C0-20191121,RC-9010892693-1-DEATH_CLAIM-C0-20191121,9010892693,ESG-9010892693-RC-9010892693-1-DEATH_CLAIM-C0-20191121-SOLO,PAYOUT_EXCESS_RESIDUAL,-5.14,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,PAYOUT_EXCESS,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,MINOR_VARIANCE,MULTI_BENEFICIARY_SPLIT,RESIDUAL_PENDING,MODERATE_CONFIDENCE,RC-9010892693-1-DEATH_CLAIM-C0-20191121,N
CRS-RC-9010893908-1-DEATH_CLAIM-C0-20240321,RC-9010893908-1-DEATH_CLAIM-C0-20240321,9010893908,ESG-9010893908-RC-9010893908-1-DEATH_CLAIM-C0-20240321-SOLO,PAYOUT_EXCESS_RESIDUAL,-30.17,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,MINOR_VARIANCE,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010893908-1-DEATH_CLAIM-C0-20240321,N
CRS-RC-9010893949-1-DEATH_CLAIM-C0-20201224,RC-9010893949-1-DEATH_CLAIM-C0-20201224,9010893949,ESG-9010893949-RC-9010893949-1-DEATH_CLAIM-C0-20201224-SOLO,PAYOUT_EXCESS_RESIDUAL,-33.85,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,MINOR_VARIANCE,TRUSTEE_MANAGED_DISTRIBUTION,RESIDUAL_PENDING,MODERATE_CONFIDENCE,RC-9010893949-1-DEATH_CLAIM-C0-20201224,N
CRS-RC-9010894951-1-DEATH_CLAIM-C0-20230331,RC-9010894951-1-DEATH_CLAIM-C0-20230331,9010894951,ESG-9010894951-RC-9010894951-1-DEATH_CLAIM-C0-20230331-SOLO,PAYOUT_SHORTFALL_RESIDUAL,14413.88,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,PAYOUT_SHORTFALL,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,MULTI_BENEFICIARY_SPLIT,RESIDUAL_PENDING,MODERATE_CONFIDENCE,RC-9010894951-1-DEATH_CLAIM-C0-20230331,N
CRS-RC-9010895253-1-DEATH_CLAIM-C0-20180301,RC-9010895253-1-DEATH_CLAIM-C0-20180301,9010895253,ESG-9010895253-RC-9010895253-1-DEATH_CLAIM-C0-20180301-SOLO,PAYOUT_EXCESS_RESIDUAL,-5.79,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,MINOR_VARIANCE,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010895253-1-DEATH_CLAIM-C0-20180301,N
CRS-RC-9010895675-1-DEATH_CLAIM-C0-20230317,RC-9010895675-1-DEATH_CLAIM-C0-20230317,9010895675,ESG-9010895675-RC-9010895675-1-DEATH_CLAIM-C0-20230317-SOLO,PAYOUT_EXCESS_RESIDUAL,-124.31,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,PAYOUT_EXCESS,NEEDS_PAYEE_DISTRIBUTION_ANALYSIS,UNBALANCED,MULTI_BENEFICIARY_SPLIT,RESIDUAL_PENDING,MODERATE_CONFIDENCE,RC-9010895675-1-DEATH_CLAIM-C0-20230317,N
CRS-RC-9010896144-1-DEATH_CLAIM-C0-20190802,RC-9010896144-1-DEATH_CLAIM-C0-20190802,9010896144,ESG-9010896144-RC-9010896144-1-DEATH_CLAIM-C0-20190802-SOLO,PAYOUT_EXCESS_RESIDUAL,-4.17,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,MINOR_VARIANCE,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010896144-1-DEATH_CLAIM-C0-20190802,N
CRS-RC-9010896866-1-DEATH_CLAIM-C0-20210117,RC-9010896866-1-DEATH_CLAIM-C0-20210117,9010896866,ESG-9010896866-RC-9010896866-1-DEATH_CLAIM-C0-20210117-SOLO,PAYOUT_EXCESS_RESIDUAL,-42.1,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,MINOR_VARIANCE,SINGLE_PAYEE_MATCH,RESIDUAL_PENDING,HIGH_CONFIDENCE,RC-9010896866-1-DEATH_CLAIM-C0-20210117,N
CRS-RC-9010896915-1-DEATH_CLAIM-C0-20191022,RC-9010896915-1-DEATH_CLAIM-C0-20191022,9010896915,ESG-9010896915-RC-9010896915-1-DEATH_CLAIM-C0-20191022-SOLO,PAYOUT_EXCESS_RESIDUAL,-18.65,RESIDUAL_REMAINS,PAYOUT_EXCESS,RESIDUAL_REMAINS,MINOR_VARIANCE,TRUSTEE_MANAGED_DISTRIBUTION,RESIDUAL_PENDING,MODERATE_CONFIDENCE,RC-9010896915-1-DEATH_CLAIM-C0-20191022,N
