source_claim_id,target_claim_id,linkage_status,confidence_level,temporal_proximity,semantic_compatibility,amount_alignment,linkage_rationale
RC-9010858124-1-SURRENDER_CLAIM-C5-20201020,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010858124-1-SURRENDER_CLAIM-C6-20210112,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010858124-1-SURRENDER_CLAIM-C7-20210414,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010858124-1-SURRENDER_CLAIM-C8-20210715,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010858124-1-SURRENDER_CLAIM-C9-20211018,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010858396-3-SURRENDER_CLAIM-C0-20181013,RC-9010858396-1-DISBURSEMENT_CLAIM-C0-20201001,REJECTED_LINKAGE,LOW_CONFIDENCE,WEAK,REJECTED,N,Lag 719d exceeds max 14d for SURRENDER_CLAIM->DISBURSEMENT_CLAIM
RC-9010858396-3-SURRENDER_CLAIM-C0-20181013,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010858396-3-SURRENDER_CLAIM-C1-20191013,RC-9010858396-1-DISBURSEMENT_CLAIM-C0-20201001,REJECTED_LINKAGE,LOW_CONFIDENCE,WEAK,REJECTED,N,Lag 354d exceeds max 14d for SURRENDER_CLAIM->DISBURSEMENT_CLAIM
RC-9010858396-3-SURRENDER_CLAIM-C1-20191013,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010858396-3-SURRENDER_CLAIM-C2-20201001,RC-9010858396-1-DISBURSEMENT_CLAIM-C0-20201001,CROSS_FAMILY_LINK,MODERATE_CONFIDENCE,STRONG,CROSS_FAMILY,Y,Delayed payout linkage within window (cross-family); amount aligned
RC-9010858434-1-SURRENDER_CLAIM-C0-20181023,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010858434-1-SURRENDER_CLAIM-C1-20190423,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010858434-1-SURRENDER_CLAIM-C2-20191023,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010858434-1-SURRENDER_CLAIM-C3-20200223,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010858434-1-SURRENDER_CLAIM-C4-20201023,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010858434-1-SURRENDER_CLAIM-C5-20210512,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010858434-1-SURRENDER_CLAIM-C6-20210910,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010858434-1-SURRENDER_CLAIM-C7-20220708,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010858434-1-SURRENDER_CLAIM-C8-20230323,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010858434-1-SURRENDER_CLAIM-C9-20250307,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010858435-1-SURRENDER_CLAIM-C0-20181023,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010858435-1-SURRENDER_CLAIM-C1-20190423,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010858435-1-SURRENDER_CLAIM-C2-20190923,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010858435-1-SURRENDER_CLAIM-C3-20200223,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010858435-1-SURRENDER_CLAIM-C4-20201023,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010858435-1-SURRENDER_CLAIM-C5-20210628,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010858435-1-SURRENDER_CLAIM-C6-20220708,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010858435-1-SURRENDER_CLAIM-C7-20230323,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010858435-1-SURRENDER_CLAIM-C8-20250307,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010858435-2-SURRENDER_CLAIM-C0-20200223,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010858587-3-SURRENDER_CLAIM-C0-20180208,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010858613-1-SURRENDER_CLAIM-C0-20251025,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010860471-1-SURRENDER_CLAIM-C0-20181103,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010860471-1-SURRENDER_CLAIM-C1-20191103,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010860471-1-SURRENDER_CLAIM-C2-20201103,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010860471-1-SURRENDER_CLAIM-C3-20211103,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010860471-1-SURRENDER_CLAIM-C4-20220311,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010860471-1-SURRENDER_CLAIM-C5-20221103,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010860471-1-SURRENDER_CLAIM-C6-20230403,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010860471-1-SURRENDER_CLAIM-C7-20231103,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010860472-1-SURRENDER_CLAIM-C0-20180425,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010860472-1-SURRENDER_CLAIM-C1-20191105,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010860628-2-SURRENDER_CLAIM-C0-20181104,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010860628-2-SURRENDER_CLAIM-C1-20191104,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010860628-2-SURRENDER_CLAIM-C2-20201104,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010860628-2-SURRENDER_CLAIM-C3-20211104,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010860628-2-SURRENDER_CLAIM-C4-20221104,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010861363-2-SURRENDER_CLAIM-C0-20201218,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010862097-1-SURRENDER_CLAIM-C0-20251225,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010863334-2-SURRENDER_CLAIM-C0-20181228,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010863334-2-SURRENDER_CLAIM-C1-20191228,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010863334-2-SURRENDER_CLAIM-C2-20201228,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010863334-2-SURRENDER_CLAIM-C3-20211228,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010863334-2-SURRENDER_CLAIM-C4-20221228,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010863334-2-SURRENDER_CLAIM-C5-20231228,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010863334-2-SURRENDER_CLAIM-C6-20241228,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010863788-1-SURRENDER_CLAIM-C0-20180104,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010863788-1-SURRENDER_CLAIM-C1-20181201,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010863788-1-SURRENDER_CLAIM-C2-20191201,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010863788-1-SURRENDER_CLAIM-C3-20201201,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010863788-1-SURRENDER_CLAIM-C4-20211201,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010863788-1-SURRENDER_CLAIM-C5-20220201,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010863788-1-SURRENDER_CLAIM-C6-20221201,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010863788-1-SURRENDER_CLAIM-C7-20231201,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010863788-1-SURRENDER_CLAIM-C8-20241201,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010863788-1-SURRENDER_CLAIM-C9-20250905,RC-9010863788-1-DEATH_CLAIM-C0-20250905,REJECTED_LINKAGE,LOW_CONFIDENCE,WEAK,REJECTED,N,Cross-family linkage disabled: SURRENDER_CLAIM->DEATH_CLAIM
RC-9010863788-1-SURRENDER_CLAIM-C9-20250905,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010864397-1-SURRENDER_CLAIM-C0-20241106,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010864397-1-SURRENDER_CLAIM-C1-20250115,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010864397-1-SURRENDER_CLAIM-C2-20250318,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010864397-1-SURRENDER_CLAIM-C3-20250611,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010864397-1-SURRENDER_CLAIM-C4-20260115,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010864474-2-SURRENDER_CLAIM-C0-20180114,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010864474-2-SURRENDER_CLAIM-C1-20190114,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010864474-2-SURRENDER_CLAIM-C2-20200114,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010864474-2-SURRENDER_CLAIM-C3-20210114,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010864474-2-SURRENDER_CLAIM-C4-20220114,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010864474-2-SURRENDER_CLAIM-C5-20240114,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010866396-1-SURRENDER_CLAIM-C0-20180123,RC-9010866396-1-DISBURSEMENT_CLAIM-C0-20210209,REJECTED_LINKAGE,LOW_CONFIDENCE,WEAK,REJECTED,N,No qualifying funding/offset codes on source
RC-9010866396-1-SURRENDER_CLAIM-C0-20180123,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010866751-2-SURRENDER_CLAIM-C0-20181212,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010866751-2-SURRENDER_CLAIM-C1-20191212,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010866751-2-SURRENDER_CLAIM-C2-20201212,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010866751-2-SURRENDER_CLAIM-C3-20211212,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010866751-2-SURRENDER_CLAIM-C4-20221212,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010866751-2-SURRENDER_CLAIM-C5-20231212,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010866751-2-SURRENDER_CLAIM-C6-20241212,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010866751-2-SURRENDER_CLAIM-C7-20251212,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010867974-1-SURRENDER_CLAIM-C0-20191210,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010867974-2-SURRENDER_CLAIM-C0-20191210,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010867974-2-SURRENDER_CLAIM-C1-20201210,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010867974-2-SURRENDER_CLAIM-C2-20211210,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010868131-1-SURRENDER_CLAIM-C0-20231221,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010868131-1-SURRENDER_CLAIM-C1-20240220,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010868131-2-SURRENDER_CLAIM-C0-20251113,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010868188-2-SURRENDER_CLAIM-C0-20240716,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010868189-2-SURRENDER_CLAIM-C0-20240716,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010870474-1-SURRENDER_CLAIM-C0-20180106,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010870474-1-SURRENDER_CLAIM-C1-20180507,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010870474-1-SURRENDER_CLAIM-C2-20180816,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010870474-2-SURRENDER_CLAIM-C0-20180816,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010871146-2-SURRENDER_CLAIM-C0-20180114,RC-9010871146-1-DISBURSEMENT_CLAIM-C0-20180131,REJECTED_LINKAGE,LOW_CONFIDENCE,WEAK,REJECTED,N,Lag 17d exceeds max 14d for SURRENDER_CLAIM->DISBURSEMENT_CLAIM
RC-9010871146-2-SURRENDER_CLAIM-C0-20180114,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010871146-2-SURRENDER_CLAIM-C1-20190114,RC-9010871146-1-DISBURSEMENT_CLAIM-C0-20180131,REJECTED_LINKAGE,LOW_CONFIDENCE,WEAK,REJECTED,N,Lag 348d exceeds max 14d for SURRENDER_CLAIM->DISBURSEMENT_CLAIM
RC-9010871146-2-SURRENDER_CLAIM-C1-20190114,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872105-1-SURRENDER_CLAIM-C0-20180119,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872105-1-SURRENDER_CLAIM-C1-20190119,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872105-1-SURRENDER_CLAIM-C2-20200119,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872105-1-SURRENDER_CLAIM-C3-20210119,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872105-1-SURRENDER_CLAIM-C4-20220119,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872105-1-SURRENDER_CLAIM-C5-20230119,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872105-1-SURRENDER_CLAIM-C6-20240119,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872105-1-SURRENDER_CLAIM-C7-20240328,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872105-2-SURRENDER_CLAIM-C0-20250319,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872109-2-SURRENDER_CLAIM-C0-20210818,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872326-2-SURRENDER_CLAIM-C0-20250925,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872329-1-SURRENDER_CLAIM-C0-20260118,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872329-1-SURRENDER_CLAIM-C1-20260326,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872329-2-SURRENDER_CLAIM-C0-20260326,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872331-3-SURRENDER_CLAIM-C0-20180120,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872331-3-SURRENDER_CLAIM-C1-20190120,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872331-3-SURRENDER_CLAIM-C2-20200120,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872331-3-SURRENDER_CLAIM-C3-20210120,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872331-3-SURRENDER_CLAIM-C4-20220120,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872331-3-SURRENDER_CLAIM-C5-20230120,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872331-3-SURRENDER_CLAIM-C6-20240120,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872331-3-SURRENDER_CLAIM-C7-20250120,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872331-3-SURRENDER_CLAIM-C8-20260120,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872404-1-SURRENDER_CLAIM-C0-20180122,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872404-1-SURRENDER_CLAIM-C1-20190122,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872404-1-SURRENDER_CLAIM-C2-20200122,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872404-1-SURRENDER_CLAIM-C3-20210122,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872404-1-SURRENDER_CLAIM-C4-20220122,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872404-1-SURRENDER_CLAIM-C5-20230122,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872404-1-SURRENDER_CLAIM-C6-20240122,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872404-1-SURRENDER_CLAIM-C7-20250122,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872404-1-SURRENDER_CLAIM-C8-20260122,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872406-1-SURRENDER_CLAIM-C0-20180122,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872406-1-SURRENDER_CLAIM-C1-20190122,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872406-1-SURRENDER_CLAIM-C2-20200122,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872406-1-SURRENDER_CLAIM-C3-20210122,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872406-1-SURRENDER_CLAIM-C4-20220122,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872406-1-SURRENDER_CLAIM-C5-20230122,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872406-1-SURRENDER_CLAIM-C6-20240122,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
RC-9010872406-1-SURRENDER_CLAIM-C7-20250122,,RETAIN_ORIGINAL_GROUP,INFERRED,STRONG,CROSS_FAMILY,,No acceptable cross-claim linkage candidate within policy window
