reconstructed_claim_id,policy_number,claim_family,baseline_balancing_status,enhanced_balancing_status,baseline_balancing_difference,enhanced_balancing_difference,linked_payout_added,in_group_payout,enhanced_payout_total,balancing_impact,cross_claim_linkage_applied
RC-9010807941-2-SURRENDER_CLAIM-C0-20190911,9010807941,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,411.25,411.25,0.0,0.0,0.0,No change,N
RC-9010807941-2-SURRENDER_CLAIM-C1-20200911,9010807941,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,411.25,411.25,0.0,0.0,0.0,No change,N
RC-9010807941-2-SURRENDER_CLAIM-C2-20210911,9010807941,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,411.25,411.25,0.0,0.0,0.0,No change,N
RC-9010807941-2-SURRENDER_CLAIM-C3-20220911,9010807941,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,411.25,411.25,0.0,0.0,0.0,No change,N
RC-9010807941-2-SURRENDER_CLAIM-C4-20230911,9010807941,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,411.25,411.25,0.0,0.0,0.0,No change,N
RC-9010807941-2-SURRENDER_CLAIM-C5-20240911,9010807941,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,411.25,411.25,0.0,0.0,0.0,No change,N
RC-9010807941-2-SURRENDER_CLAIM-C6-20250911,9010807941,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,411.25,411.25,0.0,0.0,0.0,No change,N
RC-9010807946-3-SURRENDER_CLAIM-C0-20180805,9010807946,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,246.75,246.75,0.0,0.0,0.0,No change,N
RC-9010807946-3-SURRENDER_CLAIM-C1-20190805,9010807946,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,246.75,246.75,0.0,0.0,0.0,No change,N
RC-9010807946-3-SURRENDER_CLAIM-C2-20200805,9010807946,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,246.75,246.75,0.0,0.0,0.0,No change,N
RC-9010807946-3-SURRENDER_CLAIM-C3-20210805,9010807946,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,246.75,246.75,0.0,0.0,0.0,No change,N
RC-9010807946-3-SURRENDER_CLAIM-C4-20220805,9010807946,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,246.75,246.75,0.0,0.0,0.0,No change,N
RC-9010807946-3-SURRENDER_CLAIM-C5-20230805,9010807946,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,246.75,246.75,0.0,0.0,0.0,No change,N
RC-9010807946-3-SURRENDER_CLAIM-C6-20240805,9010807946,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,246.75,246.75,0.0,0.0,0.0,No change,N
RC-9010807946-3-SURRENDER_CLAIM-C7-20250805,9010807946,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,246.75,246.75,0.0,0.0,0.0,No change,N
RC-9010807963-2-SURRENDER_CLAIM-C0-20180820,9010807963,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,678.5,678.5,0.0,0.0,0.0,No change,N
RC-9010807963-2-SURRENDER_CLAIM-C1-20190820,9010807963,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,678.5,678.5,0.0,0.0,0.0,No change,N
RC-9010807963-2-SURRENDER_CLAIM-C2-20200820,9010807963,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,678.5,678.5,0.0,0.0,0.0,No change,N
RC-9010807963-2-SURRENDER_CLAIM-C3-20210820,9010807963,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,678.5,678.5,0.0,0.0,0.0,No change,N
RC-9010807963-2-SURRENDER_CLAIM-C4-20220820,9010807963,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,678.5,678.5,0.0,0.0,0.0,No change,N
RC-9010807963-2-SURRENDER_CLAIM-C5-20230820,9010807963,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,678.5,678.5,0.0,0.0,0.0,No change,N
RC-9010807963-2-SURRENDER_CLAIM-C6-20240820,9010807963,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,678.5,678.5,0.0,0.0,0.0,No change,N
RC-9010807963-2-SURRENDER_CLAIM-C7-20250820,9010807963,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,678.5,678.5,0.0,0.0,0.0,No change,N
RC-9010808257-3-SURRENDER_CLAIM-C0-20250801,9010808257,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,26252.71,26252.71,0.0,0.0,0.0,No change,N
RC-9010808361-1-DEATH_CLAIM-C0-20201220,9010808361,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,-6.37,-6.37,0.0,9405.28,9405.28,No change,N
RC-9010808545-2-SURRENDER_CLAIM-C0-20180901,9010808545,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,577.0,577.0,0.0,0.0,0.0,No change,N
RC-9010808545-2-SURRENDER_CLAIM-C1-20190901,9010808545,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,577.0,577.0,0.0,0.0,0.0,No change,N
RC-9010808545-2-SURRENDER_CLAIM-C2-20200901,9010808545,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,577.0,577.0,0.0,0.0,0.0,No change,N
RC-9010808545-2-SURRENDER_CLAIM-C3-20210901,9010808545,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,577.0,577.0,0.0,0.0,0.0,No change,N
RC-9010808545-2-SURRENDER_CLAIM-C4-20220901,9010808545,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,577.0,577.0,0.0,0.0,0.0,No change,N
RC-9010808545-2-SURRENDER_CLAIM-C5-20230901,9010808545,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,577.0,577.0,0.0,0.0,0.0,No change,N
RC-9010808545-2-SURRENDER_CLAIM-C6-20240901,9010808545,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,577.0,577.0,0.0,0.0,0.0,No change,N
RC-9010808545-2-SURRENDER_CLAIM-C7-20250901,9010808545,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,577.0,577.0,0.0,0.0,0.0,No change,N
RC-9010808548-1-SURRENDER_CLAIM-C0-20180901,9010808548,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010808548-1-SURRENDER_CLAIM-C1-20190901,9010808548,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010808548-1-SURRENDER_CLAIM-C2-20200901,9010808548,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010808548-1-SURRENDER_CLAIM-C3-20210901,9010808548,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010808548-1-SURRENDER_CLAIM-C4-20220901,9010808548,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010808548-1-SURRENDER_CLAIM-C5-20230901,9010808548,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010808548-1-SURRENDER_CLAIM-C6-20240901,9010808548,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010808548-1-SURRENDER_CLAIM-C7-20250901,9010808548,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010808553-2-SURRENDER_CLAIM-C0-20180901,9010808553,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,401.65,401.65,0.0,0.0,0.0,No change,N
RC-9010808553-2-SURRENDER_CLAIM-C1-20190901,9010808553,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,401.65,401.65,0.0,0.0,0.0,No change,N
RC-9010808553-2-SURRENDER_CLAIM-C2-20200901,9010808553,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,401.65,401.65,0.0,0.0,0.0,No change,N
RC-9010808553-2-SURRENDER_CLAIM-C3-20210901,9010808553,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,401.65,401.65,0.0,0.0,0.0,No change,N
RC-9010808553-2-SURRENDER_CLAIM-C4-20220901,9010808553,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,401.65,401.65,0.0,0.0,0.0,No change,N
RC-9010808553-2-SURRENDER_CLAIM-C5-20230901,9010808553,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,401.65,401.65,0.0,0.0,0.0,No change,N
RC-9010808553-2-SURRENDER_CLAIM-C6-20240901,9010808553,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,401.65,401.65,0.0,0.0,0.0,No change,N
RC-9010808553-2-SURRENDER_CLAIM-C7-20250901,9010808553,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,401.65,401.65,0.0,0.0,0.0,No change,N
RC-9010808721-1-DEATH_CLAIM-C0-20210731,9010808721,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,-7.36,-7.36,0.0,13518.31,13518.31,No change,N
RC-9010808831-1-SURRENDER_CLAIM-C0-20251031,9010808831,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010808831-2-SURRENDER_CLAIM-C0-20180826,9010808831,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,138.25,138.25,0.0,0.0,0.0,No change,N
RC-9010808831-2-SURRENDER_CLAIM-C1-20190826,9010808831,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,138.25,138.25,0.0,0.0,0.0,No change,N
RC-9010808831-2-SURRENDER_CLAIM-C2-20200826,9010808831,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,138.25,138.25,0.0,0.0,0.0,No change,N
RC-9010808831-2-SURRENDER_CLAIM-C3-20210826,9010808831,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,138.25,138.25,0.0,0.0,0.0,No change,N
RC-9010808831-2-SURRENDER_CLAIM-C4-20220826,9010808831,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,138.25,138.25,0.0,0.0,0.0,No change,N
RC-9010808831-2-SURRENDER_CLAIM-C5-20230826,9010808831,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,138.25,138.25,0.0,0.0,0.0,No change,N
RC-9010808831-2-SURRENDER_CLAIM-C6-20240826,9010808831,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,138.25,138.25,0.0,0.0,0.0,No change,N
RC-9010808831-2-SURRENDER_CLAIM-C7-20250826,9010808831,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,138.25,138.25,0.0,0.0,0.0,No change,N
RC-9010808901-1-DEATH_CLAIM-C0-20210221,9010808901,DEATH_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,25037.73,25037.73,No change,N
RC-9010808901-2-SURRENDER_CLAIM-C0-20180815,9010808901,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,199.75,199.75,0.0,0.0,0.0,No change,N
RC-9010808901-2-SURRENDER_CLAIM-C1-20190815,9010808901,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,199.75,199.75,0.0,0.0,0.0,No change,N
RC-9010808901-2-SURRENDER_CLAIM-C2-20200815,9010808901,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,199.75,199.75,0.0,0.0,0.0,No change,N
RC-9010809309-1-DEATH_CLAIM-C0-20180127,9010809309,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,-13.0,-13.0,0.0,17102.86,17102.86,No change,N
RC-9010809311-1-DEATH_CLAIM-C0-20220507,9010809311,DEATH_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,10070.96,10070.96,No change,N
RC-9010809317-1-SURRENDER_CLAIM-C0-20180915,9010809317,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010809317-1-SURRENDER_CLAIM-C1-20190915,9010809317,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010809317-1-SURRENDER_CLAIM-C2-20200909,9010809317,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010809317-1-SURRENDER_CLAIM-C3-20210915,9010809317,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010809317-1-SURRENDER_CLAIM-C4-20220913,9010809317,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010809317-1-SURRENDER_CLAIM-C5-20230915,9010809317,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010809317-1-SURRENDER_CLAIM-C6-20240915,9010809317,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010809317-1-SURRENDER_CLAIM-C7-20250915,9010809317,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010809317-1-SURRENDER_CLAIM-C8-20260112,9010809317,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010809320-1-SURRENDER_CLAIM-C0-20180915,9010809320,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010809320-1-SURRENDER_CLAIM-C1-20190915,9010809320,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010809320-1-SURRENDER_CLAIM-C2-20200909,9010809320,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010809320-1-SURRENDER_CLAIM-C3-20210915,9010809320,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010809320-1-SURRENDER_CLAIM-C4-20220913,9010809320,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010809320-1-SURRENDER_CLAIM-C5-20230915,9010809320,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010809320-1-SURRENDER_CLAIM-C6-20240915,9010809320,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010809320-1-SURRENDER_CLAIM-C7-20250915,9010809320,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010809320-1-SURRENDER_CLAIM-C8-20260112,9010809320,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010809333-1-DEATH_CLAIM-C0-20191205,9010809333,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,-40.44,-40.44,0.0,18108.03,18108.03,No change,N
RC-9010809353-1-SURRENDER_CLAIM-C0-20180912,9010809353,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010809353-1-SURRENDER_CLAIM-C1-20190911,9010809353,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010809353-1-SURRENDER_CLAIM-C2-20200908,9010809353,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010809353-1-SURRENDER_CLAIM-C3-20210915,9010809353,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010809353-1-SURRENDER_CLAIM-C4-20220617,9010809353,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010809353-2-SURRENDER_CLAIM-C0-20220617,9010809353,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,6407.38,6407.38,0.0,0.0,0.0,No change,N
RC-9010809361-2-SURRENDER_CLAIM-C0-20180915,9010809361,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,141.31,141.31,0.0,0.0,0.0,No change,N
RC-9010809361-2-SURRENDER_CLAIM-C1-20190915,9010809361,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,141.31,141.31,0.0,0.0,0.0,No change,N
RC-9010809361-2-SURRENDER_CLAIM-C2-20200915,9010809361,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,141.31,141.31,0.0,0.0,0.0,No change,N
RC-9010809361-2-SURRENDER_CLAIM-C3-20210915,9010809361,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,141.31,141.31,0.0,0.0,0.0,No change,N
RC-9010809361-2-SURRENDER_CLAIM-C4-20220915,9010809361,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,141.31,141.31,0.0,0.0,0.0,No change,N
RC-9010809361-2-SURRENDER_CLAIM-C5-20230915,9010809361,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,141.31,141.31,0.0,0.0,0.0,No change,N
RC-9010809361-2-SURRENDER_CLAIM-C6-20240915,9010809361,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,141.31,141.31,0.0,0.0,0.0,No change,N
RC-9010809361-2-SURRENDER_CLAIM-C7-20250915,9010809361,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,141.31,141.31,0.0,0.0,0.0,No change,N
RC-9010809581-1-SURRENDER_CLAIM-C0-20240822,9010809581,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010809581-1-SURRENDER_CLAIM-C1-20241022,9010809581,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010809581-1-SURRENDER_CLAIM-C2-20250222,9010809581,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010809581-1-SURRENDER_CLAIM-C3-20250822,9010809581,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010809581-1-SURRENDER_CLAIM-C4-20251029,9010809581,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010809581-2-SURRENDER_CLAIM-C0-20251029,9010809581,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,3601.64,3601.64,0.0,0.0,0.0,No change,N
RC-9010809734-1-DEATH_CLAIM-C0-20200818,9010809734,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,-7.16,-7.16,0.0,25007.16,25007.16,No change,N
RC-9010809739-2-SURRENDER_CLAIM-C0-20180908,9010809739,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,386.44,386.44,0.0,0.0,0.0,No change,N
RC-9010809739-2-SURRENDER_CLAIM-C1-20190908,9010809739,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,386.44,386.44,0.0,0.0,0.0,No change,N
RC-9010809739-2-SURRENDER_CLAIM-C2-20200908,9010809739,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,386.44,386.44,0.0,0.0,0.0,No change,N
RC-9010809739-2-SURRENDER_CLAIM-C3-20210908,9010809739,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,386.44,386.44,0.0,0.0,0.0,No change,N
RC-9010809739-2-SURRENDER_CLAIM-C4-20220908,9010809739,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,386.44,386.44,0.0,0.0,0.0,No change,N
RC-9010809739-2-SURRENDER_CLAIM-C5-20230908,9010809739,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,386.44,386.44,0.0,0.0,0.0,No change,N
RC-9010809739-2-SURRENDER_CLAIM-C6-20240528,9010809739,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,16650.72,16650.72,0.0,0.0,0.0,No change,N
RC-9010809930-1-DEATH_CLAIM-C0-20220329,9010809930,DEATH_CLAIM,UNBALANCED,UNBALANCED,-142.16,-142.16,0.0,13070.65,13070.65,No change,N
RC-9010809932-1-DEATH_CLAIM-C0-20190828,9010809932,DEATH_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,75359.02,75359.02,No change,N
RC-9010809966-1-SURRENDER_CLAIM-C0-20180214,9010809966,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010809966-2-SURRENDER_CLAIM-C0-20180826,9010809966,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,4757.24,4757.24,0.0,0.0,0.0,No change,N
RC-9010809977-1-DISBURSEMENT_CLAIM-C0-20181026,9010809977,DISBURSEMENT_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,12.17,12.17,No change,N
RC-9010809977-1-DISBURSEMENT_CLAIM-C1-20190515,9010809977,DISBURSEMENT_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,12.17,12.17,No change,N
RC-9010809977-2-SURRENDER_CLAIM-C0-20180903,9010809977,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,138.25,138.25,0.0,0.0,0.0,No change,N
RC-9010809977-2-SURRENDER_CLAIM-C1-20190903,9010809977,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,138.25,138.25,0.0,0.0,0.0,No change,N
RC-9010809977-2-SURRENDER_CLAIM-C2-20200903,9010809977,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,138.25,138.25,0.0,0.0,0.0,No change,N
RC-9010809977-2-SURRENDER_CLAIM-C3-20210903,9010809977,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,138.25,138.25,0.0,0.0,0.0,No change,N
RC-9010809977-2-SURRENDER_CLAIM-C4-20220903,9010809977,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,138.25,138.25,0.0,0.0,0.0,No change,N
RC-9010809977-2-SURRENDER_CLAIM-C5-20230903,9010809977,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,138.25,138.25,0.0,0.0,0.0,No change,N
RC-9010809977-2-SURRENDER_CLAIM-C6-20240903,9010809977,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,138.25,138.25,0.0,0.0,0.0,No change,N
RC-9010809977-2-SURRENDER_CLAIM-C7-20250903,9010809977,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,138.25,138.25,0.0,0.0,0.0,No change,N
RC-9010810194-1-DISBURSEMENT_CLAIM-C0-20221021,9010810194,DISBURSEMENT_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,59.38,59.38,No change,N
RC-9010810194-1-SURRENDER_CLAIM-C0-20180910,9010810194,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010810194-1-SURRENDER_CLAIM-C1-20190110,9010810194,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010810194-1-SURRENDER_CLAIM-C2-20190910,9010810194,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010810194-1-SURRENDER_CLAIM-C3-20191111,9010810194,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010810194-1-SURRENDER_CLAIM-C4-20200615,9010810194,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010810194-1-SURRENDER_CLAIM-C5-20210225,9010810194,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010810194-1-SURRENDER_CLAIM-C6-20210910,9010810194,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010810194-1-SURRENDER_CLAIM-C7-20220610,9010810194,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010810194-1-SURRENDER_CLAIM-C8-20220910,9010810194,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010810228-2-SURRENDER_CLAIM-C0-20180821,9010810228,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,163.2,163.2,0.0,0.0,0.0,No change,N
RC-9010810228-2-SURRENDER_CLAIM-C1-20190821,9010810228,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,163.2,163.2,0.0,0.0,0.0,No change,N
RC-9010810228-2-SURRENDER_CLAIM-C2-20200821,9010810228,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,163.2,163.2,0.0,0.0,0.0,No change,N
RC-9010810228-2-SURRENDER_CLAIM-C3-20210821,9010810228,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,163.2,163.2,0.0,0.0,0.0,No change,N
RC-9010810228-2-SURRENDER_CLAIM-C4-20220821,9010810228,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,163.2,163.2,0.0,0.0,0.0,No change,N
RC-9010810228-2-SURRENDER_CLAIM-C5-20230821,9010810228,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,163.2,163.2,0.0,0.0,0.0,No change,N
RC-9010810228-2-SURRENDER_CLAIM-C6-20240821,9010810228,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,163.2,163.2,0.0,0.0,0.0,No change,N
RC-9010810271-1-DISBURSEMENT_CLAIM-C0-20191101,9010810271,DISBURSEMENT_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,19.96,19.96,No change,N
RC-9010810271-1-SURRENDER_CLAIM-C0-20180905,9010810271,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010810271-1-SURRENDER_CLAIM-C1-20190905,9010810271,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010810271-2-SURRENDER_CLAIM-C0-20191005,9010810271,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,11195.07,11195.07,0.0,0.0,0.0,No change,N
RC-9010810504-1-DEATH_CLAIM-C0-20220824,9010810504,DEATH_CLAIM,UNBALANCED,UNBALANCED,715.84,715.84,0.0,24284.16,24284.16,No change,N
RC-9010810504-1-SURRENDER_CLAIM-C0-20180915,9010810504,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010810504-1-SURRENDER_CLAIM-C1-20181215,9010810504,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010810504-1-SURRENDER_CLAIM-C2-20190915,9010810504,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010810504-1-SURRENDER_CLAIM-C3-20200616,9010810504,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010810504-1-SURRENDER_CLAIM-C4-20210225,9010810504,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010810504-1-SURRENDER_CLAIM-C5-20210913,9010810504,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010810504-1-SURRENDER_CLAIM-C6-20220615,9010810504,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010810539-1-SURRENDER_CLAIM-C0-20180901,9010810539,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010810539-1-SURRENDER_CLAIM-C1-20190901,9010810539,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9010810539-1-SURRENDER_CLAIM-C2-20200201,9010810539,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
