QLA,CLASS,BEFORE_LEN,AFTER_LEN,DELTA_LEN,GAINED_BAUERLY_PATTERN,BEFORE_HAS_PNOTE,AFTER_HAS_PNOTE
010764842C,MEMOTEXT_CHANGED,1742,1904,162,False,True,True
011064956C,MEMOTEXT_CHANGED,275,436,161,False,False,True
010764339C,MEMOTEXT_CHANGED,501,662,161,False,True,True
011180300C,MEMOTEXT_CHANGED,1014,1175,161,False,True,True
010757827C,MEMOTEXT_CHANGED,166,326,160,False,False,True
010880951C,MEMOTEXT_CHANGED,3557,3717,160,False,False,True
010880950C,MEMOTEXT_CHANGED,3557,3717,160,False,False,True
010757826C,MEMOTEXT_CHANGED,166,326,160,False,False,True
010807605C,NEW_MEMOKEY,0,159,159,,,
010813164C,NEW_MEMOKEY,0,159,159,,,
010938121C,MEMOTEXT_CHANGED,201,360,159,False,False,True
01ML8214C,MEMOTEXT_CHANGED,372,531,159,False,True,True
010784529C,MEMOTEXT_CHANGED,276,435,159,False,True,True
011025612C,MEMOTEXT_CHANGED,256,414,158,False,False,True
010900155C,NEW_MEMOKEY,0,158,158,,,
010834096C,MEMOTEXT_CHANGED,797,955,158,False,True,True
011083791C,MEMOTEXT_CHANGED,613,771,158,False,True,True
011054089C,MEMOTEXT_CHANGED,2726,2884,158,False,False,True
011191289C,MEMOTEXT_CHANGED,176,333,157,False,False,True
010514051C,NEW_MEMOKEY,0,157,157,,,
010748432C,NEW_MEMOKEY,0,156,156,,,
010803050C,MEMOTEXT_CHANGED,611,767,156,False,True,True
011181080C,MEMOTEXT_CHANGED,934,1089,155,False,True,True
010395878C,MEMOTEXT_CHANGED,231,386,155,False,True,True
010898542C,MEMOTEXT_CHANGED,1129,1284,155,False,True,True
010818657C,MEMOTEXT_CHANGED,166,320,154,False,False,True
011092792C,MEMOTEXT_CHANGED,275,428,153,False,False,True
011129184C,NEW_MEMOKEY,0,152,152,,,
01FG8314EC,NEW_MEMOKEY,0,152,152,,,
010832205C,NEW_MEMOKEY,0,152,152,,,
01ML4107C,MEMOTEXT_CHANGED,62,213,151,False,True,True
011198344C,MEMOTEXT_CHANGED,1380,1531,151,False,True,True
01159D276C,NEW_MEMOKEY,0,151,151,,,
010968814C,MEMOTEXT_CHANGED,2855,3005,150,False,True,True
011156098C,MEMOTEXT_CHANGED,1051,1201,150,False,True,True
010793968C,MEMOTEXT_CHANGED,126,275,149,False,False,True
010506497C,NEW_MEMOKEY,0,148,148,,,
010827228C,MEMOTEXT_CHANGED,267,415,148,False,True,True
010473866C,MEMOTEXT_CHANGED,357,504,147,False,False,True
018645AC,NEW_MEMOKEY,0,146,146,,,
010784075C,MEMOTEXT_CHANGED,1096,1242,146,False,True,True
011110968C,MEMOTEXT_CHANGED,393,538,145,False,False,True
018237CC,NEW_MEMOKEY,0,145,145,,,
011196163C,MEMOTEXT_CHANGED,2898,3041,143,False,True,True
01FG8314FC,NEW_MEMOKEY,0,143,143,,,
010780003C,MEMOTEXT_CHANGED,2640,2783,143,False,True,True
010817930C,MEMOTEXT_CHANGED,763,906,143,False,True,True
018528C,MEMOTEXT_CHANGED,65,207,142,False,True,True
010478214C,MEMOTEXT_CHANGED,99,240,141,False,False,True
010956610C,MEMOTEXT_CHANGED,1582,1722,140,False,False,True
011142354C,MEMOTEXT_CHANGED,515,654,139,False,True,True
01ML8457C,MEMOTEXT_CHANGED,456,593,137,False,True,True
015000089C,MEMOTEXT_CHANGED,119,256,137,False,True,True
011197039C,MEMOTEXT_CHANGED,378,514,136,False,True,True
011124205C,MEMOTEXT_CHANGED,656,792,136,False,True,True
010407533C,MEMOTEXT_CHANGED,485,620,135,False,False,True
010498153C,MEMOTEXT_CHANGED,626,761,135,False,True,True
011136508C,MEMOTEXT_CHANGED,159,293,134,False,True,True
010824296C,MEMOTEXT_CHANGED,245,378,133,False,True,True
011097228C,MEMOTEXT_CHANGED,1291,1423,132,False,True,True
010778464C,MEMOTEXT_CHANGED,546,678,132,False,True,True
011142178C,MEMOTEXT_CHANGED,736,868,132,False,True,True
010835310C,MEMOTEXT_CHANGED,498,630,132,False,True,True
010371171C,MEMOTEXT_CHANGED,119,251,132,False,False,True
011195295C,MEMOTEXT_CHANGED,727,859,132,False,True,True
011212050C,NEW_MEMOKEY,0,132,132,,,
011215896C,MEMOTEXT_CHANGED,626,758,132,False,True,True
010803026C,MEMOTEXT_CHANGED,315,446,131,False,True,True
011178435C,MEMOTEXT_CHANGED,122,253,131,False,True,True
011198734C,MEMOTEXT_CHANGED,485,616,131,False,True,True
011207677C,MEMOTEXT_CHANGED,485,616,131,False,True,True
010807516C,MEMOTEXT_CHANGED,86,216,130,False,True,True
01ML8171C,MEMOTEXT_CHANGED,73,203,130,False,True,True
011177866C,MEMOTEXT_CHANGED,118,248,130,False,False,True
011139254C,MEMOTEXT_CHANGED,262,392,130,False,True,True
010437335C,MEMOTEXT_CHANGED,123,253,130,False,False,True
011153183C,MEMOTEXT_CHANGED,560,690,130,False,False,True
011225416C,MEMOTEXT_CHANGED,380,510,130,False,True,True
011195919C,MEMOTEXT_CHANGED,557,687,130,False,True,True
011128643C,MEMOTEXT_CHANGED,263,392,129,False,True,True
010785099C,MEMOTEXT_CHANGED,22039,22167,128,False,True,True
010893908C,NEW_MEMOKEY,0,128,128,,,
01FG8033BC,MEMOTEXT_CHANGED,67,194,127,False,True,True
010856188C,MEMOTEXT_CHANGED,898,1025,127,False,True,True
011217112C,MEMOTEXT_CHANGED,603,729,126,False,True,True
010851148C,MEMOTEXT_CHANGED,208,334,126,False,True,True
01330D153C,NEW_MEMOKEY,0,126,126,,,
010781368C,NEW_MEMOKEY,0,126,126,,,
010758573C,MEMOTEXT_CHANGED,513,638,125,False,True,True
01ML8251C,MEMOTEXT_CHANGED,240,365,125,False,True,True
010828370C,MEMOTEXT_CHANGED,3807,3932,125,False,True,True
011239255C,MEMOTEXT_CHANGED,92,217,125,False,True,True
011162541C,MEMOTEXT_CHANGED,673,798,125,False,True,True
018845CC,NEW_MEMOKEY,0,125,125,,,
01ML8535C,NEW_MEMOKEY,0,125,125,,,
010761639C,MEMOTEXT_CHANGED,14232,14356,124,False,True,True
01222DDC,NEW_MEMOKEY,0,123,123,,,
011181499C,MEMOTEXT_CHANGED,1464,1587,123,False,False,True
018586C,NEW_MEMOKEY,0,123,123,,,
010809300C,MEMOTEXT_CHANGED,177,299,122,False,False,True
018721C,NEW_MEMOKEY,0,122,122,,,
018492C,NEW_MEMOKEY,0,122,122,,,
01222DCC,NEW_MEMOKEY,0,122,122,,,
011257364C,MEMOTEXT_CHANGED,474,596,122,False,True,True
01ML4150C,NEW_MEMOKEY,0,122,122,,,
01ML8195C,MEMOTEXT_CHANGED,309,430,121,False,True,True
018907C,MEMOTEXT_CHANGED,492,613,121,False,True,True
011238178C,MEMOTEXT_CHANGED,1528,1648,120,False,True,True
01ML8570C,MEMOTEXT_CHANGED,588,708,120,False,True,True
01ML8565C,MEMOTEXT_CHANGED,79,198,119,False,True,True
011191189C,MEMOTEXT_CHANGED,747,866,119,False,True,True
010436541C,MEMOTEXT_CHANGED,175,294,119,False,False,True
01ML4054C,MEMOTEXT_CHANGED,476,594,118,False,True,True
018330CC,NEW_MEMOKEY,0,117,117,,,
01353D732C,NEW_MEMOKEY,0,116,116,,,
018187C,NEW_MEMOKEY,0,116,116,,,
010391004C,MEMOTEXT_CHANGED,719,835,116,False,False,True
018237FC,NEW_MEMOKEY,0,116,116,,,
018167EC,NEW_MEMOKEY,0,116,116,,,
010856925C,MEMOTEXT_CHANGED,358,472,114,False,False,True
018645BC,MEMOTEXT_CHANGED,85,199,114,False,True,True
011143630C,MEMOTEXT_CHANGED,432,545,113,False,True,True
018495BC,MEMOTEXT_CHANGED,65,178,113,True,True,True
01ML8772C,MEMOTEXT_CHANGED,79,191,112,False,True,True
018167DC,NEW_MEMOKEY,0,111,111,,,
018222BC,NEW_MEMOKEY,0,110,110,,,
014112C,NEW_MEMOKEY,0,110,110,,,
01FG8314DC,NEW_MEMOKEY,0,110,110,,,
010815772C,MEMOTEXT_CHANGED,3094,3204,110,False,False,True
014075BC,NEW_MEMOKEY,0,109,109,,,
018845BC,NEW_MEMOKEY,0,108,108,,,
018234C,NEW_MEMOKEY,0,108,108,,,
010429064C,MEMOTEXT_CHANGED,356,463,107,False,False,True
018253AC,NEW_MEMOKEY,0,106,106,,,
018491C,NEW_MEMOKEY,0,106,106,,,
018253BC,NEW_MEMOKEY,0,105,105,,,
018258AC,NEW_MEMOKEY,0,104,104,,,
011283883C,NEW_MEMOKEY,0,104,104,,,
018313AC,NEW_MEMOKEY,0,104,104,,,
011085655C,MEMOTEXT_CHANGED,86,189,103,False,True,True
010756024C,MEMOTEXT_CHANGED,513,615,102,False,True,True
011154364C,MEMOTEXT_CHANGED,135,237,102,False,False,True
011112641C,MEMOTEXT_CHANGED,641,743,102,False,True,True
010796325C,MEMOTEXT_CHANGED,665,767,102,False,True,True
01ML8501C,MEMOTEXT_CHANGED,123,224,101,False,True,True
018529C,MEMOTEXT_CHANGED,65,165,100,False,True,True
010772919C,MEMOTEXT_CHANGED,1092,1191,99,False,True,True
011180707C,NEW_MEMOKEY,0,96,96,,,
014098BC,NEW_MEMOKEY,0,93,93,,,
014048C,MEMOTEXT_CHANGED,671,756,85,False,True,True
018509C,NEW_MEMOKEY,0,83,83,,,
01ML8246C,MEMOTEXT_CHANGED,85,168,83,False,True,True
018185C,MEMOTEXT_CHANGED,65,145,80,False,True,True
01ML8307C,MEMOTEXT_CHANGED,65,144,79,False,True,True
01ML8438C,MEMOTEXT_CHANGED,1396,1475,79,False,True,True
01ML4012AC,MEMOTEXT_CHANGED,76,155,79,False,True,True
01ML8378AC,MEMOTEXT_CHANGED,674,752,78,False,True,True
01ML8450BC,MEMOTEXT_CHANGED,66,143,77,False,True,True
018495AC,MEMOTEXT_CHANGED,490,567,77,False,True,True
018222AC,NEW_MEMOKEY,0,77,77,,,
01ML8007C,MEMOTEXT_CHANGED,49,126,77,False,True,True
01ML8678C,NEW_MEMOKEY,0,76,76,,,
01ML8303C,NEW_MEMOKEY,0,76,76,,,
014126AC,NEW_MEMOKEY,0,76,76,,,
018495CC,MEMOTEXT_CHANGED,65,140,75,False,True,True
018021C,NEW_MEMOKEY,0,75,75,,,
01ML8367C,MEMOTEXT_CHANGED,315,390,75,False,True,True
018330AC,NEW_MEMOKEY,0,74,74,,,
01ML8556C,MEMOTEXT_CHANGED,67,140,73,False,True,True
018909C,NEW_MEMOKEY,0,73,73,,,
018465CC,MEMOTEXT_CHANGED,123,196,73,False,True,True
01ML8314BC,NEW_MEMOKEY,0,72,72,,,
014059C,NEW_MEMOKEY,0,72,72,,,
018306FC,NEW_MEMOKEY,0,72,72,,,
01ML8515C,MEMOTEXT_CHANGED,345,416,71,False,True,True
018167CC,NEW_MEMOKEY,0,71,71,,,
018313DC,NEW_MEMOKEY,0,71,71,,,
018284DC,NEW_MEMOKEY,0,71,71,,,
018236BC,NEW_MEMOKEY,0,71,71,,,
01ML8493C,NEW_MEMOKEY,0,70,70,,,
018900C,NEW_MEMOKEY,0,70,70,,,
01ML8464C,NEW_MEMOKEY,0,69,69,,,
018166CC,MEMOTEXT_CHANGED,70,139,69,False,True,True
018330BC,NEW_MEMOKEY,0,69,69,,,
018499CC,NEW_MEMOKEY,0,68,68,,,
018386C,NEW_MEMOKEY,0,68,68,,,
018355C,NEW_MEMOKEY,0,68,68,,,
01FG8314BC,NEW_MEMOKEY,0,66,66,,,
