mpolicy,policy_digits,population,is_teacher_death,cso_total_paid,death_mpaid,death_mintamt,death_rows,death_claimstats,payee_sum_mamount,payee_rows,residual_cso_minus_death_mpaid,payee_minus_death_mpaid,non_death_rows,non_death_families,non_death_mpaid_sum_DO_NOT_ADD_TO_CSO,pactg_row_count,pactg_layer_totals_json,proposed_rule_class,proposed_rule_note,cso_plan_code,cso_last_pd_date
9010856918C,9010856918,AVAILABLE_MATCH,N,5008.02,5008.02,0.0,1,2,5497.62,4,0.0,489.6,3,PARTIAL_SURRENDER,489.6,12,"{""clearing_death"": 5000.0, ""interest_death_benefit"": 8.02, ""partial_surrender"": 489.6, ""payout_death_claim_payment"": 5008.02, ""reinstatement_clearing"": 489.6, ""unapplied_intraco"": 489.6}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2021-09-02 00:00:00
9010857115C,9010857115,AVAILABLE_MATCH,N,5000.0,5000.0,0.0,1,2,5855.25,6,0.0,855.25,5,PARTIAL_SURRENDER,855.25,77,"{""clearing_death"": 5000.0, ""partial_surrender"": 855.25, ""payout_death_claim_payment"": 5000.0, ""reinstatement_clearing"": 855.25, ""unapplied_intraco"": 855.25, ""unclassified"": 55.9}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2023-01-27 00:00:00
9010857119C,9010857119,AVAILABLE_MATCH,N,25000.0,25000.0,0.0,1,2,26114.5,4,0.0,1114.5,3,PARTIAL_SURRENDER,1114.5,11,"{""clearing_death"": 25000.0, ""partial_surrender"": 1114.5, ""payout_death_claim_payment"": 25000.0, ""reinstatement_clearing"": 1114.5, ""unapplied_intraco"": 1114.5}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,165901,2021-07-14 00:00:00
9010857638C,9010857638,AVAILABLE_MATCH,N,25068.37,25068.37,0.0,1,2,25068.37,1,0.0,0.0,0,,0.0,136,"{""clearing_death"": 25068.37, ""payout_death_claim_payment"": 25068.37, ""unclassified"": 1448.14}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,155902,2022-10-06 00:00:00
9010857881C,9010857881,AVAILABLE_MATCH,N,25000.0,25000.0,0.0,1,2,26575.75,4,0.0,1575.75,3,PARTIAL_SURRENDER,1575.75,11,"{""clearing_death"": 25000.0, ""partial_surrender"": 1575.75, ""payout_death_claim_payment"": 25000.0, ""reinstatement_clearing"": 1575.75, ""unapplied_intraco"": 1575.75}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,155901,2021-08-10 00:00:00
9010857994C,9010857994,MISSING_ERIC_SUPPLY,N,50645.69,0.0,0.0,0,,0.0,0,50645.69,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,566801,2017-04-20 00:00:00
9010858488C,9010858488,AVAILABLE_MATCH,N,64307.56,64307.56,0.0,1,2,0.0,0,0.0,-64307.56,0,,0.0,23,"{""clearing_death"": 64307.56, ""payout_death_claim_payment"": 64307.56, ""unclassified"": 16707.52}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,566801,2019-09-20 00:00:00
9010858489C,9010858489,AVAILABLE_MATCH,N,64449.23,64449.23,0.0,1,2,0.0,0,0.0,-64449.23,0,,0.0,86,"{""clearing_death"": 64449.23, ""payout_death_claim_payment"": 64449.23, ""unclassified"": 49188.24}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,566802,2024-12-02 00:00:00
9010858518C,9010858518,AVAILABLE_MATCH,N,25098.03,25098.03,0.0,1,2,25098.03,1,0.0,0.0,0,,0.0,73,"{""clearing_death"": 25069.48, ""interest_death_benefit"": 28.55, ""payout_death_claim_payment"": 25098.03, ""unapplied_intraco"": 1031.4, ""unclassified"": 1916.34}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,155801,2024-02-23 00:00:00
9010858907C,9010858907,AVAILABLE_MATCH,N,25023.5,25023.5,0.0,1,2,25023.5,4,0.0,0.0,0,,0.0,8,"{""clearing_death"": 25023.5, ""payout_death_claim_payment"": 25023.5, ""unclassified"": 242.88}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,566702,2018-02-07 00:00:00
9010859093C,9010859093,AVAILABLE_MATCH,N,21948.92,21948.92,0.0,1,2,21948.92,1,0.0,0.0,0,,0.0,92,"{""clearing_death"": 21948.92, ""payout_death_claim_payment"": 21948.92, ""reinstatement_related"": 112.98, ""unapplied_intraco"": 3351.74}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164401,2021-11-17 00:00:00
9010859282C,9010859282,AVAILABLE_MATCH,N,11185.51,11185.51,0.0,1,2,11185.51,1,0.0,0.0,0,,0.0,83,"{""clearing_death"": 11161.29, ""interest_death_benefit"": 24.22, ""payout_death_claim_payment"": 11185.51, ""unclassified"": 1537.34}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2024-07-17 00:00:00
9010859462C,9010859462,AVAILABLE_MATCH,N,16877.14,16877.14,0.0,1,2,0.0,0,0.0,-16877.14,0,,0.0,13,"{""clearing_death"": 16792.12, ""interest_death_benefit"": 85.02, ""payout_death_claim_payment"": 16877.14, ""unapplied_intraco"": 2002.2}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2020-12-28 00:00:00
9010860471C,9010860471,MISSING_ERIC_SUPPLY,N,18257.8,0.0,0.0,0,,0.0,0,18257.8,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,155802,2023-12-19 00:00:00
9010860472C,9010860472,MISSING_ERIC_SUPPLY,N,34257.45,0.0,0.0,0,,0.0,0,34257.45,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,155801,2021-02-15 00:00:00
9010860628C,9010860628,AVAILABLE_MATCH,N,13000.0,13000.0,0.0,1,2,14647.3,6,0.0,1647.3,5,PARTIAL_SURRENDER,1647.3,17,"{""clearing_death"": 13000.0, ""partial_surrender"": 1647.3, ""payout_death_claim_payment"": 13000.0, ""reinstatement_clearing"": 1647.3, ""unapplied_intraco"": 1647.3}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2023-05-16 00:00:00
9010860900C,9010860900,AVAILABLE_MATCH,N,8565.53,8565.53,0.0,1,2,8565.53,2,0.0,0.0,0,,0.0,14,"{""clearing_death"": 8565.53, ""payout_death_claim_payment"": 8565.53, ""unapplied_intraco"": 586.4}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2019-04-23 00:00:00
9010860970C,9010860970,AVAILABLE_MATCH,N,11846.23,11846.23,0.0,1,2,11846.23,1,0.0,0.0,0,,0.0,29,"{""clearing_death"": 11835.07, ""interest_death_benefit"": 11.16, ""payout_death_claim_payment"": 11846.23, ""unclassified"": 607.5}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2020-02-27 00:00:00
9010863167C,9010863167,AVAILABLE_MATCH,N,6964.67,6964.67,0.0,1,2,6964.67,1,0.0,0.0,0,,0.0,6,"{""clearing_death"": 6964.67, ""payout_death_claim_payment"": 6964.67, ""unclassified"": 376.64}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2020-02-20 00:00:00
9010863334C,9010863334,AVAILABLE_MATCH,N,34643.78,34643.78,0.0,1,2,38947.28,7,0.0,4303.5,6,PARTIAL_SURRENDER,4303.5,24,"{""clearing_death"": 34643.78, ""partial_surrender"": 4303.5, ""payout_death_claim_payment"": 34643.78, ""reinstatement_clearing"": 4303.5, ""reversal"": 1434.5, ""unapplied_intraco"": 5738.0}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,155902,2025-05-21 00:00:00
9010863788C,9010863788,MISSING_ERIC_SUPPLY,N,30627.74,0.0,0.0,0,,0.0,0,30627.74,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,155901,2025-10-02 00:00:00
9010865122C,9010865122,MISSING_ERIC_SUPPLY,N,5441.66,0.0,0.0,0,,0.0,0,5441.66,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,164402,2017-05-23 00:00:00
9010866114C,9010866114,MISSING_ERIC_SUPPLY,N,14028.68,0.0,0.0,0,,0.0,0,14028.68,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,179801,2017-09-12 00:00:00
9010866396C,9010866396,AVAILABLE_MATCH,N,38755.19,38755.19,0.0,1,2,38755.19,1,0.0,0.0,0,,0.0,227,"{""clearing_death"": 38755.19, ""loan_interest_capitalized"": 2196.18, ""loan_unearned_interest_income"": 2060.84, ""payout_death_claim_payment"": 38755.19, ""payout_related"": 68.4, ""reversal"": 381.29, ""unapplied_intraco"": 12002.44}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,155901,2022-04-06 00:00:00
9010867962C,9010867962,AVAILABLE_MATCH,N,41682.58,41682.58,0.0,1,2,0.0,0,0.0,-41682.58,0,,0.0,32,"{""clearing_death"": 41682.58, ""payout_death_claim_payment"": 41682.58, ""unapplied_intraco"": 8948.52}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,155901,2025-01-06 00:00:00
9010869269C,9010869269,MISSING_ERIC_SUPPLY,N,14122.06,0.0,0.0,0,,0.0,0,14122.06,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,164401,2017-09-12 00:00:00
9010869452C,9010869452,AVAILABLE_MATCH,N,11096.13,11096.13,0.0,1,2,11096.13,1,0.0,0.0,0,,0.0,2,"{""clearing_death"": 11096.13, ""payout_death_claim_payment"": 11096.13}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,179701,2019-02-08 00:00:00
9010869618C,9010869618,MISSING_ERIC_SUPPLY,N,10720.11,0.0,0.0,0,,0.0,0,10720.11,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,164402,2018-01-25 00:00:00
9010869804C,9010869804,AVAILABLE_MATCH,N,24764.68,24764.68,0.0,1,2,24764.68,1,0.0,0.0,0,,0.0,2,"{""clearing_death"": 24764.68, ""payout_death_claim_payment"": 24764.68}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,179702,2025-02-14 00:00:00
9010871146C,9010871146,AVAILABLE_MATCH,N,7463.07,7463.07,0.0,1,2,7876.97,3,0.0,413.9,2,PARTIAL_SURRENDER,413.9,10,"{""clearing_death"": 7463.07, ""partial_surrender"": 413.9, ""payout_death_claim_payment"": 7463.07, ""payout_related"": 109.26, ""reinstatement_clearing"": 413.9, ""unapplied_intraco"": 523.16}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2019-10-23 00:00:00
9010871658C,9010871658,MISSING_ERIC_SUPPLY,N,5000.0,0.0,0.0,0,,0.0,0,5000.0,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,164402,2017-12-27 00:00:00
9010872417C,9010872417,AVAILABLE_MATCH,N,25556.58,25556.58,0.0,1,2,25556.58,2,0.0,0.0,0,,0.0,46,"{""clearing_death"": 25022.68, ""interest_death_benefit"": 533.9, ""payout_death_claim_payment"": 25556.58, ""reinstatement_related"": 113.4, ""unapplied_intraco"": 642.6}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,165801,2023-05-18 00:00:00
9010872526C,9010872526,AVAILABLE_MATCH,N,25265.97,25265.97,0.0,1,2,0.0,0,0.0,-25265.97,0,,0.0,35,"{""clearing_death"": 25249.31, ""interest_death_benefit"": 16.66, ""payout_death_claim_payment"": 25265.97, ""unclassified"": 7128.13}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,566801,2020-07-16 00:00:00
9010875065C,9010875065,MISSING_ERIC_SUPPLY,N,16701.59,0.0,0.0,0,,0.0,0,16701.59,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,179802,2024-07-11 00:00:00
9010875128C,9010875128,MISSING_ERIC_SUPPLY,N,10013.94,0.0,0.0,0,,0.0,0,10013.94,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,164402,2017-06-20 00:00:00
9010875208C,9010875208,MISSING_ERIC_SUPPLY,N,5043.79,0.0,0.0,0,,0.0,0,5043.79,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,164901,2017-09-06 00:00:00
9010875783C,9010875783,AVAILABLE_MATCH,N,9184.68,9184.68,0.0,1,2,9184.68,1,0.0,0.0,0,,0.0,55,"{""clearing_death"": 9184.68, ""payout_death_claim_payment"": 9184.68, ""unclassified"": 946.92}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2022-03-24 00:00:00
9010876141C,9010876141,MISSING_ERIC_SUPPLY,N,7721.04,0.0,0.0,0,,0.0,0,7721.04,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,164401,2019-09-25 00:00:00
9010876417C,9010876417,AVAILABLE_MATCH,N,12782.72,12782.72,0.0,1,2,15166.72,6,0.0,2384.0,5,PARTIAL_SURRENDER,2384.0,17,"{""clearing_death"": 12782.72, ""partial_surrender"": 2384.0, ""payout_death_claim_payment"": 12782.72, ""reinstatement_clearing"": 2384.0, ""unapplied_intraco"": 2384.0}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164401,2022-08-23 00:00:00
9010877012C,9010877012,AVAILABLE_MATCH,N,9837.12,9837.12,0.0,1,2,0.0,0,0.0,-9837.12,0,,0.0,11,"{""clearing_death"": 9837.12, ""payout_death_claim_payment"": 9837.12, ""unapplied_intraco"": 1578.8}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2022-05-19 00:00:00
9010877890C,9010877890,AVAILABLE_MATCH,N,20179.6,20179.6,0.0,1,2,24244.0,7,0.0,4064.4,6,PARTIAL_SURRENDER,4064.4,21,"{""clearing_death"": 20000.0, ""interest_death_benefit"": 179.6, ""partial_surrender"": 4064.4, ""payout_death_claim_payment"": 20179.6, ""reinstatement_clearing"": 4064.4, ""unapplied_intraco"": 4064.4}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164901,2024-02-26 00:00:00
9010879203C,9010879203,AVAILABLE_MATCH,N,20208.33,20208.33,0.0,1,2,0.0,0,0.0,-20208.33,0,,0.0,29,"{""clearing_death"": 20208.33, ""payout_death_claim_payment"": 20208.33, ""unapplied_intraco"": 4731.6}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2024-03-27 00:00:00
9010880225C,9010880225,AVAILABLE_MATCH,N,8155.54,8155.54,0.0,1,2,8155.54,2,0.0,0.0,0,,0.0,54,"{""clearing_death"": 8150.16, ""interest_death_benefit"": 5.38, ""payout_death_claim_payment"": 8155.54, ""unclassified"": 810.95}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2022-02-01 00:00:00
9010881096C,9010881096,AVAILABLE_MATCH,N,6559.35,6559.35,0.0,1,2,7743.45,7,0.0,1184.1,6,PARTIAL_SURRENDER,1184.1,20,"{""clearing_death"": 6559.35, ""partial_surrender"": 1184.1, ""payout_death_claim_payment"": 6559.35, ""reinstatement_clearing"": 1184.1, ""unapplied_intraco"": 1184.1}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164401,2023-07-25 00:00:00
9010881271C,9010881271,MISSING_ERIC_SUPPLY,N,8090.68,0.0,0.0,0,,0.0,0,8090.68,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,164402,2017-09-14 00:00:00
9010881974C,9010881974,AVAILABLE_MATCH,N,5051.63,5051.63,0.0,1,2,5051.63,1,0.0,0.0,0,,0.0,3,"{""clearing_death"": 5000.0, ""interest_death_benefit"": 51.63, ""payout_death_claim_payment"": 5051.63}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2022-09-08 00:00:00
9010881975C,9010881975,AVAILABLE_MATCH,N,11620.3,11620.3,0.0,1,2,0.0,0,0.0,-11620.3,0,,0.0,14,"{""clearing_death"": 11620.3, ""payout_death_claim_payment"": 11620.3, ""unapplied_intraco"": 2279.0}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2022-08-16 00:00:00
9010883245C,9010883245,AVAILABLE_MATCH,N,5981.37,5981.37,0.0,1,2,6809.17,5,0.0,827.8,4,PARTIAL_SURRENDER,827.8,14,"{""clearing_death"": 5981.37, ""partial_surrender"": 827.8, ""payout_death_claim_payment"": 5981.37, ""reinstatement_clearing"": 827.8, ""unapplied_intraco"": 827.8}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164401,2022-01-18 00:00:00
9010883246C,9010883246,AVAILABLE_MATCH,N,5043.29,5043.29,0.0,1,2,6185.69,8,0.0,1142.4,7,PARTIAL_SURRENDER,1142.4,24,"{""clearing_death"": 5000.0, ""interest_death_benefit"": 43.29, ""partial_surrender"": 1142.4, ""payout_death_claim_payment"": 5043.29, ""reinstatement_clearing"": 1142.4, ""unapplied_intraco"": 1142.4}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,165702,2025-02-10 00:00:00
9010883256C,9010883256,MISSING_ERIC_SUPPLY,N,9481.16,0.0,0.0,0,,0.0,0,9481.16,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,164402,2018-02-02 00:00:00
9010885383C,9010885383,AVAILABLE_MATCH,N,35272.71,35272.71,0.0,1,2,0.0,0,0.0,-35272.71,0,,0.0,67,"{""clearing_death"": 35272.71, ""payout_death_claim_payment"": 35272.71, ""unclassified"": 10401.89}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,566801,2023-03-28 00:00:00
9010886805C,9010886805,AVAILABLE_MATCH,N,11057.43,11057.43,0.0,1,2,11370.73,2,0.0,313.3,1,PARTIAL_SURRENDER,313.3,6,"{""clearing_death"": 10835.62, ""interest_death_benefit"": 221.81, ""partial_surrender"": 313.3, ""payout_death_claim_payment"": 11057.43, ""reinstatement_clearing"": 313.3, ""unapplied_intraco"": 313.3}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164401,2018-12-13 00:00:00
9010886812C,9010886812,AVAILABLE_MATCH,N,25000.0,25000.0,0.0,1,2,28012.0,7,0.0,3012.0,6,PARTIAL_SURRENDER,3012.0,20,"{""clearing_death"": 25000.0, ""partial_surrender"": 3012.0, ""payout_death_claim_payment"": 25000.0, ""reinstatement_clearing"": 3012.0, ""unapplied_intraco"": 3012.0}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,155902,2024-07-25 00:00:00
9010887626C,9010887626,MISSING_ERIC_SUPPLY,N,16257.09,0.0,0.0,0,,0.0,0,16257.09,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,164402,2018-06-07 00:00:00
9010888232C,9010888232,AVAILABLE_MATCH,N,5000.0,5000.0,0.0,1,2,5206.95,3,0.0,206.95,1,PARTIAL_SURRENDER,206.95,6,"{""clearing_death"": 5000.0, ""partial_surrender"": 206.95, ""payout_death_claim_payment"": 5000.0, ""reinstatement_clearing"": 206.95, ""unapplied_intraco"": 206.95}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2019-04-30 00:00:00
9010888338C,9010888338,AVAILABLE_MATCH,N,6395.7,6395.7,0.0,1,2,7292.45,6,0.0,896.75,5,PARTIAL_SURRENDER,896.75,18,"{""clearing_death"": 6348.91, ""interest_death_benefit"": 46.79, ""partial_surrender"": 896.75, ""payout_death_claim_payment"": 6395.7, ""reinstatement_clearing"": 896.75, ""unapplied_intraco"": 896.75}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2022-09-14 00:00:00
9010888339C,9010888339,AVAILABLE_MATCH,N,26042.13,26042.13,0.0,1,2,26042.13,1,0.0,0.0,0,,0.0,151,"{""clearing_death"": 26042.13, ""payout_death_claim_payment"": 26042.13, ""unapplied_intraco"": 3990.74, ""unclassified"": 123.57}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,155901,2024-07-11 00:00:00
9010888345C,9010888345,MISSING_ERIC_SUPPLY,N,9258.55,0.0,0.0,0,,0.0,0,9258.55,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,164402,2017-08-31 00:00:00
9010888649C,9010888649,AVAILABLE_MATCH,N,25031.76,25031.76,0.0,1,2,25031.76,1,0.0,0.0,0,,0.0,25,"{""clearing_death"": 25031.76, ""payout_death_claim_payment"": 25031.76, ""unapplied_intraco"": 952.82}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,155801,2023-06-28 00:00:00
9010888952C,9010888952,MISSING_ERIC_SUPPLY,N,24810.94,0.0,0.0,0,,0.0,0,24810.94,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,165802,2017-03-21 00:00:00
9010889364C,9010889364,AVAILABLE_MATCH,N,10000.0,10000.0,0.0,1,2,12865.8,8,0.0,2865.8,7,PARTIAL_SURRENDER,2865.8,23,"{""clearing_death"": 10000.0, ""partial_surrender"": 2865.8, ""payout_death_claim_payment"": 10000.0, ""reinstatement_clearing"": 2865.8, ""unapplied_intraco"": 2865.8}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164401,2025-03-10 00:00:00
9010889547C,9010889547,AVAILABLE_MATCH,N,25140.63,25140.63,0.0,1,2,0.0,0,0.0,-25140.63,0,,0.0,84,"{""clearing_death"": 25140.63, ""payout_death_claim_payment"": 25140.63, ""unclassified"": 5494.84}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,566702,2024-09-09 00:00:00
9010889782C,9010889782,MISSING_ERIC_SUPPLY,N,13782.28,0.0,0.0,0,,0.0,0,13782.28,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,164902,2017-10-19 00:00:00
9010890622C,9010890622,AVAILABLE_MATCH,N,10016.78,10016.78,0.0,1,2,10016.78,1,0.0,0.0,0,,0.0,25,"{""clearing_death"": 10016.78, ""payout_death_claim_payment"": 10016.78, ""unclassified"": 527.34}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2019-11-18 00:00:00
9010890627C,9010890627,AVAILABLE_MATCH,N,5722.3,5722.3,0.0,1,2,5722.3,1,0.0,0.0,0,,0.0,8,"{""clearing_death"": 5722.3, ""payout_death_claim_payment"": 5722.3, ""unclassified"": 75.5}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2018-06-07 00:00:00
9010891075C,9010891075,MISSING_ERIC_SUPPLY,N,36938.36,0.0,0.0,0,,0.0,0,36938.36,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,155801,2022-04-07 00:00:00
9010891079C,9010891079,AVAILABLE_MATCH,N,3361.17,3361.17,0.0,1,2,3763.07,3,0.0,401.9,2,PARTIAL_SURRENDER,401.9,9,"{""clearing_death"": 3352.94, ""interest_death_benefit"": 8.23, ""partial_surrender"": 401.9, ""payout_death_claim_payment"": 3361.17, ""reinstatement_clearing"": 401.9, ""unapplied_intraco"": 401.9}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2020-02-05 00:00:00
9010892327C,9010892327,MISSING_ERIC_SUPPLY,N,10088.54,0.0,0.0,0,,0.0,0,10088.54,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,164402,2018-05-01 00:00:00
9010892685C,9010892685,AVAILABLE_MATCH,N,25119.84,25119.84,0.0,1,2,25119.84,1,0.0,0.0,0,,0.0,48,"{""clearing_death"": 25027.09, ""interest_death_benefit"": 92.75, ""payout_death_claim_payment"": 25119.84, ""unapplied_intraco"": 4876.96}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,155802,2023-09-26 00:00:00
9010892693C,9010892693,AVAILABLE_MATCH,N,20005.14,20005.14,0.0,1,2,20005.14,2,0.0,0.0,0,,0.0,26,"{""clearing_death"": 20005.14, ""payout_death_claim_payment"": 20005.14, ""unclassified"": 565.4}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,165801,2019-12-10 00:00:00
9010893387C,9010893387,AVAILABLE_MATCH,N,7840.63,7840.63,0.0,1,2,7840.63,1,0.0,0.0,0,,0.0,2,"{""clearing_death"": 7840.63, ""payout_death_claim_payment"": 7840.63}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,179701,2022-02-15 00:00:00
9010893392C,9010893392,MISSING_ERIC_SUPPLY,N,5401.55,0.0,0.0,0,,0.0,0,5401.55,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,179701,2017-05-19 00:00:00
9010893908C,9010893908,AVAILABLE_MATCH,N,11683.46,11683.46,0.0,1,2,11683.46,1,0.0,0.0,0,,0.0,80,"{""clearing_death"": 11683.46, ""payout_death_claim_payment"": 11683.46, ""unclassified"": 1599.8}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2024-05-13 00:00:00
9010893949C,9010893949,AVAILABLE_MATCH,N,13939.31,13939.31,0.0,1,2,13939.31,1,0.0,0.0,0,,0.0,41,"{""clearing_death"": 13939.31, ""payout_death_claim_payment"": 13939.31, ""unclassified"": 988.64}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164401,2021-01-26 00:00:00
9010893950C,9010893950,AVAILABLE_MATCH,N,7000.0,7000.0,0.0,1,2,8331.45,6,0.0,1331.45,5,PARTIAL_SURRENDER,1331.45,17,"{""clearing_death"": 7000.0, ""partial_surrender"": 1331.45, ""payout_death_claim_payment"": 7000.0, ""reinstatement_clearing"": 1331.45, ""unapplied_intraco"": 1331.45}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2023-01-18 00:00:00
9010894951C,9010894951,AVAILABLE_MISMATCH,N,14442.87,28885.74,0.0,1,2,28885.74,2,-14442.87,0.0,0,,0.0,48,"{""clearing_death"": 14442.87, ""payout_cash_death_claim"": 14442.87, ""payout_death_claim_payment"": 28885.74, ""unapplied_intraco"": 17573.97}",DUPLICATE_PAYOUT,MPAID ≈ 2× CSO Total_Paid,164401,2023-04-30 00:00:00
9010895253C,9010895253,AVAILABLE_MATCH,N,6769.35,6769.35,0.0,1,2,6769.35,1,0.0,0.0,0,,0.0,5,"{""clearing_death"": 6769.35, ""payout_death_claim_payment"": 6769.35, ""unclassified"": 34.74}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,164402,2018-04-11 00:00:00
9010895675C,9010895675,AVAILABLE_MATCH,N,25124.31,25124.31,0.0,1,2,0.0,0,0.0,-25124.31,0,,0.0,67,"{""clearing_death"": 25124.31, ""payout_death_claim_payment"": 25124.31, ""unclassified"": 7322.31}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,566801,2023-03-28 00:00:00
