mpolicy,population,policy_digits,effective_date,debit_code,credit_code,debit_account,credit_account,trans_amount,date_reversed,reversal_code,layer_class
9011132389C,AVAILABLE_MISMATCH,9011132389,20180622,0046,0110,1018,400113R,37.98,0,,unclassified
9011132389C,AVAILABLE_MISMATCH,9011132389,20180722,0046,0110,1018,400113R,37.98,0,,unclassified
9011132389C,AVAILABLE_MISMATCH,9011132389,20180822,0046,0110,1018,400113R,37.98,0,,unclassified
9011132389C,AVAILABLE_MISMATCH,9011132389,20180922,0046,0110,1018,400113R,37.98,0,,unclassified
9011132389C,AVAILABLE_MISMATCH,9011132389,20181022,0046,0110,1018,400113R,37.98,0,,unclassified
9011132389C,AVAILABLE_MISMATCH,9011132389,20181006,0530,0038,600113R,2032,10000.0,0,,clearing_death
9011132389C,AVAILABLE_MISMATCH,9011132389,20181006,0110,0038,400113R,2032,37.98,0,,clearing_death
9011132389C,AVAILABLE_MISMATCH,9011132389,20181006,0110,0038,400113R,2032,20.26,0,,clearing_death
9011132389C,AVAILABLE_MISMATCH,9011132389,20181006,0038,0094,2032,1058,10058.24,0,,payout_death_claim_payment
9011132389C,AVAILABLE_MISMATCH,9011132389,20181006,0110,0038,400113R,2032,37.98,0,,clearing_death
9011132389C,AVAILABLE_MISMATCH,9011132389,20181006,0020,0530,1015,600113R,10000.0,0,,reinstatement_endow_loop
9011132389C,AVAILABLE_MISMATCH,9011132389,20181006,0110,0038,400113R,2032,20.26,0,,clearing_death
9011132389C,AVAILABLE_MISMATCH,9011132389,20181006,0020,0110,1015,400113R,37.98,0,,reinstatement_endow_loop
9011132389C,AVAILABLE_MISMATCH,9011132389,20181006,0038,0094,2032,1058,9941.25,0,,payout_death_claim_payment
9011132389C,AVAILABLE_MISMATCH,9011132389,20181006,0020,0110,1015,400113R,20.26,0,,reinstatement_endow_loop
9011132389C,AVAILABLE_MISMATCH,9011132389,20181006,0038,0094,2032,1058,116.99,0,,payout_death_claim_payment
9011132389C,AVAILABLE_MISMATCH,9011132389,20181029,0094,0020,1058,1015,10058.24,0,,payout_death_claim_payment
9011132389C,AVAILABLE_MISMATCH,9011132389,20181006,0530,0038,600113R,2032,10000.0,0,,clearing_death
9011133146C,AVAILABLE_MISMATCH,9011133146,20180101,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20180201,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20180301,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20180401,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20180501,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20180601,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20180701,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20180801,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20180901,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20181001,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20181101,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20181201,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20190101,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20190201,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20190301,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20190401,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20190501,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20190601,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20190701,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20190801,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20190901,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20191001,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20191101,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20191201,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20200101,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20200201,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20200301,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20200401,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20200501,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20200601,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20200701,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20200801,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20200901,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20201001,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20201101,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20201201,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20210101,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20210201,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20210301,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20210401,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20210501,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20210601,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20210701,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20210801,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20210901,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20211001,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20211101,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20211201,0046,0110,1018,400113R,17.05,0,,unclassified
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0530,0038,600113R,2032,3500.0,0,,clearing_death
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0110,0038,400113R,2032,17.05,0,,clearing_death
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0110,0038,400113R,2032,17.05,0,,clearing_death
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0110,0038,400113R,2032,17.05,0,,clearing_death
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0110,0038,400113R,2032,17.05,0,,clearing_death
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0110,0038,400113R,2032,17.05,0,,clearing_death
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0110,0038,400113R,2032,17.05,0,,clearing_death
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0110,0038,400113R,2032,17.05,0,,clearing_death
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0110,0038,400113R,2032,17.05,0,,clearing_death
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0110,0038,400113R,2032,17.05,0,,clearing_death
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0110,0038,400113R,2032,17.05,0,,clearing_death
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0110,0038,400113R,2032,17.05,0,,clearing_death
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0110,0038,400113R,2032,5.5,0,,clearing_death
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0630,0038,603813R,2032,3.13,0,,interest_death_benefit
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0038,0094,2032,1058,3696.18,0,,payout_death_claim_payment
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0020,0110,1015,400113R,17.05,0,,reinstatement_endow_loop
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0020,0530,1015,600113R,3500.0,0,,reinstatement_endow_loop
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0020,0110,1015,400113R,17.05,0,,reinstatement_endow_loop
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0020,0110,1015,400113R,17.05,0,,reinstatement_endow_loop
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0020,0110,1015,400113R,17.05,0,,reinstatement_endow_loop
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0020,0110,1015,400113R,17.05,0,,reinstatement_endow_loop
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0020,0110,1015,400113R,17.05,0,,reinstatement_endow_loop
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0020,0110,1015,400113R,17.05,0,,reinstatement_endow_loop
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0020,0110,1015,400113R,17.05,0,,reinstatement_endow_loop
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0020,0110,1015,400113R,17.05,0,,reinstatement_endow_loop
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0020,0110,1015,400113R,17.05,0,,reinstatement_endow_loop
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0020,0110,1015,400113R,17.05,0,,reinstatement_endow_loop
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0020,0110,1015,400113R,5.5,0,,reinstatement_endow_loop
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0020,0630,1015,603813R,3.13,0,,interest_death_benefit
9011133146C,AVAILABLE_MISMATCH,9011133146,20220114,0094,0020,1058,1015,3696.18,0,,payout_death_claim_payment
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0530,0038,600113R,2032,3500.0,0,,clearing_death
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0110,0038,400113R,2032,17.05,0,,clearing_death
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0110,0038,400113R,2032,17.05,0,,clearing_death
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0110,0038,400113R,2032,17.05,0,,clearing_death
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0110,0038,400113R,2032,17.05,0,,clearing_death
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0110,0038,400113R,2032,17.05,0,,clearing_death
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0110,0038,400113R,2032,17.05,0,,clearing_death
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0110,0038,400113R,2032,17.05,0,,clearing_death
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0110,0038,400113R,2032,17.05,0,,clearing_death
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0110,0038,400113R,2032,17.05,0,,clearing_death
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0110,0038,400113R,2032,17.05,0,,clearing_death
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0110,0038,400113R,2032,17.05,0,,clearing_death
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0110,0038,400113R,2032,5.5,0,,clearing_death
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0630,0038,603813R,2032,3.48,0,,interest_death_benefit
9011133146C,AVAILABLE_MISMATCH,9011133146,20210122,0038,0094,2032,1058,3696.53,0,,payout_death_claim_payment
9011134051C,AVAILABLE_MISMATCH,9011134051,20180108,0044,0012,1061000044,2019,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20180108,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20180208,0044,0012,1061000044,2019,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20180208,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20180308,0044,0012,1061000044,2019,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20180308,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20180409,0049,0012,1061000049,2019,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20180408,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20180508,0044,0012,1061000044,2019,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20180508,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20180608,0044,0012,1061000044,2019,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20180608,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20180708,0044,0012,1061000044,2019,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20180708,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20180808,0044,0012,1061000044,2019,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20180808,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20180908,0044,0012,1061000044,2019,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20180908,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20181008,0044,0012,1061000044,2019,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20181008,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20181108,0044,0012,1061000044,2019,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20181108,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20181208,0044,0012,1061000044,2019,37.27,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20181208,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20181210,0012,0090,2019,1056,9.9,0,,payout_related
9011134051C,AVAILABLE_MISMATCH,9011134051,20190108,0049,0012,1061000049,2019,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20190108,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20190208,0044,0012,1061000044,2019,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20190208,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20190308,0044,0012,1061000044,2019,37.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20190308,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20190305,0012,0090,2019,1056,10.0,0,,payout_related
9011134051C,AVAILABLE_MISMATCH,9011134051,20190408,0044,0012,1061000044,2019,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20190408,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20190508,0044,0012,1061000044,2019,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20190508,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20190608,0044,0012,1061000044,2019,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20190608,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20190708,0044,0012,1061000044,2019,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20190708,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20190808,0044,0012,1061000044,2019,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20190808,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20190908,0044,0012,1061000044,2019,54.74,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20190908,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20191008,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20191108,0044,0012,1061000044,2019,54.74,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20191108,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20191208,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20191231,0049,0012,1061000049,2019,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20200108,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20200130,0049,0012,1061000049,2019,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20200208,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20200306,0049,0012,1061000049,2019,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20200308,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20200408,0044,0012,1061000044,2019,27.32,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20200420,0710,0012,8047,2019,0.05,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20200408,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20200508,0044,0012,1061000044,2019,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20200508,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20200608,0044,0012,1061000044,2019,54.74,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20200608,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20200708,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20200710,0049,0012,1061000049,2019,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20200808,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20200910,0049,0012,1061000049,2019,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20200908,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20201008,0044,0012,1061000044,2019,54.74,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20201008,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20201108,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20201208,0044,0012,1061000044,2019,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20201208,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20200929,0049,0012,1061000049,2019,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20210108,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20210208,0044,0012,1061000044,2019,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20210208,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20210308,0044,0012,1061000044,2019,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20210308,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20210408,0044,0012,1061000044,2019,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20210408,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20210508,0044,0012,1061000044,2019,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20210508,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20210608,0044,0012,1061000044,2019,64.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20210608,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20210708,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20210607,0012,0090,2019,1056,9.63,0,,payout_related
9011134051C,AVAILABLE_MISMATCH,9011134051,20210808,0044,0012,1061000044,2019,100.0,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20210808,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20210908,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20211008,0012,0110,2019,400113R,27.37,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20210722,0012,0090,2019,1056,17.89,0,,payout_related
9011134051C,AVAILABLE_MISMATCH,9011134051,20211108,0564,0013,604613R,2031,5610.0,0,,reinstatement_clearing
9011134051C,AVAILABLE_MISMATCH,9011134051,20211108,0013,0012,2031,2019,5610.0,0,,reinstatement_clearing
9011134051C,AVAILABLE_MISMATCH,9011134051,20211108,0012,0113,2019,406113S,5610.0,0,,unapplied_intraco
9011134051C,AVAILABLE_MISMATCH,9011134051,20230121,0530,0038,600113R,2032,10000.0,0,,clearing_death
9011134051C,AVAILABLE_MISMATCH,9011134051,20230121,0630,0038,603813R,2032,6.6,0,,interest_death_benefit
9011134051C,AVAILABLE_MISMATCH,9011134051,20230121,0038,0094,2032,1058,10006.6,0,,payout_death_claim_payment
9011134051C,AVAILABLE_MISMATCH,9011134051,20230121,0020,0530,1015,600113R,10000.0,0,,reinstatement_endow_loop
9011134051C,AVAILABLE_MISMATCH,9011134051,20230121,0020,0630,1015,603813R,6.6,0,,interest_death_benefit
9011134051C,AVAILABLE_MISMATCH,9011134051,20230320,0094,0020,1058,1015,10006.6,0,,payout_death_claim_payment
9011134051C,AVAILABLE_MISMATCH,9011134051,20230121,0530,0038,600113R,2032,10000.0,0,,clearing_death
9011134051C,AVAILABLE_MISMATCH,9011134051,20230121,0630,0038,603813R,2032,6.6,0,,interest_death_benefit
9011134051C,AVAILABLE_MISMATCH,9011134051,20230121,0038,0094,2032,1058,10006.6,0,,payout_death_claim_payment
9011138884C,AVAILABLE_MISMATCH,9011138884,20180401,0044,0012,1061000044,2019,71.49,0,,unapplied_intraco
9011138884C,AVAILABLE_MISMATCH,9011138884,20180401,0012,0110,2019,400113R,71.49,0,,unapplied_intraco
9011138884C,AVAILABLE_MISMATCH,9011138884,20180331,1111,0050,500113R,1097,0.71,0,,unclassified
9011138884C,AVAILABLE_MISMATCH,9011138884,20180618,0049,0012,1061000049,2019,71.49,0,,unapplied_intraco
9011138884C,AVAILABLE_MISMATCH,9011138884,20180701,0012,0110,2019,400113R,71.49,0,,unapplied_intraco
9011138884C,AVAILABLE_MISMATCH,9011138884,20180630,1111,0050,500113R,1097,0.71,0,,unclassified
9011138884C,AVAILABLE_MISMATCH,9011138884,20180918,0049,0012,1061000049,2019,71.49,0,,unapplied_intraco
9011138884C,AVAILABLE_MISMATCH,9011138884,20181001,0012,0110,2019,400113R,71.49,0,,unapplied_intraco
9011138884C,AVAILABLE_MISMATCH,9011138884,20180930,1111,0050,500113R,1097,0.71,0,,unclassified
9011138884C,AVAILABLE_MISMATCH,9011138884,20190101,0044,0012,1061000044,2019,71.49,0,,unapplied_intraco
9011138884C,AVAILABLE_MISMATCH,9011138884,20190101,0012,0110,2019,400113R,71.49,0,,unapplied_intraco
9011138884C,AVAILABLE_MISMATCH,9011138884,20181231,1111,0050,500113R,1097,0.71,0,,unclassified
9011138884C,AVAILABLE_MISMATCH,9011138884,20190325,0049,0012,1061000049,2019,71.49,0,,unapplied_intraco
9011138884C,AVAILABLE_MISMATCH,9011138884,20190401,0012,0110,2019,400113R,71.49,0,,unapplied_intraco
9011138884C,AVAILABLE_MISMATCH,9011138884,20190331,1111,0050,500113R,1097,0.71,0,,unclassified
9011138884C,AVAILABLE_MISMATCH,9011138884,20190430,0038,0094,2032,1058,5048.71,0,,payout_death_claim_payment
9011138884C,AVAILABLE_MISMATCH,9011138884,20190430,0530,0038,600113R,2032,5000.0,0,,clearing_death
9011138884C,AVAILABLE_MISMATCH,9011138884,20190430,0110,0038,400113R,2032,48.71,0,,clearing_death
9011138884C,AVAILABLE_MISMATCH,9011138884,20190430,0020,0530,1015,600113R,5000.0,0,,reinstatement_endow_loop
9011138884C,AVAILABLE_MISMATCH,9011138884,20190430,0020,0110,1015,400113R,48.71,0,,reinstatement_endow_loop
9011138884C,AVAILABLE_MISMATCH,9011138884,20190531,0094,0020,1058,1015,5048.71,0,,payout_death_claim_payment
9011138884C,AVAILABLE_MISMATCH,9011138884,20190531,1111,0050,500113R,1097,0.49,0,,unclassified
9011138884C,AVAILABLE_MISMATCH,9011138884,20190531,0050,1111,1097,500113R,0.49,0,,unclassified
9011138884C,AVAILABLE_MISMATCH,9011138884,20190430,0530,0038,600113R,2032,5000.0,0,,clearing_death
9011138884C,AVAILABLE_MISMATCH,9011138884,20190430,0110,0038,400113R,2032,48.71,0,,clearing_death
9011138884C,AVAILABLE_MISMATCH,9011138884,20190430,0038,0094,2032,1058,5048.71,0,,payout_death_claim_payment
9011138884C,AVAILABLE_MISMATCH,9011138884,20190630,0050,1111,1097,500113R,0.49,0,,unclassified
