MPOLICY,MDEP_BEFORE,MDEP_AFTER,MINTYTD_BEFORE,MINTYTD_AFTER,MINTDATE_BEFORE,MINTDATE_AFTER,MDEPINT
010764341C,0.0,0.0,0.0,0.0,,,4.50
010764348C,0.0,0.0,0.0,0.0,,,4.50
010764368C,0.0,0.0,0.0,0.0,,,4.50
010764369C,0.0,0.0,0.0,0.0,,,4.50
010764374C,0.0,0.0,0.0,0.0,,,4.50
010764376C,0.0,0.0,0.0,0.0,,,4.50
010764379C,0.0,0.0,0.0,0.0,,,4.50
010764385C,0.0,0.0,0.0,0.0,,,4.50
010764392C,0.0,0.0,0.0,0.0,,,4.50
010764400C,0.0,0.0,0.0,0.0,,,4.50
010764684C,0.0,0.0,0.0,0.0,,,4.50
010764810C,0.0,0.0,0.0,0.0,,,4.50
010764812C,0.0,0.0,0.0,0.0,,,4.50
010764818C,0.0,0.0,0.0,0.0,,,4.50
010764834C,0.0,0.0,0.0,0.0,,,4.50
010764837C,0.0,0.0,0.0,0.0,,,4.50
010764842C,0.0,0.0,0.0,0.0,,,4.50
010765068C,0.0,0.0,0.0,0.0,,,4.50
010765198C,0.0,0.0,0.0,0.0,,,4.50
010765270C,0.0,0.0,0.0,0.0,,,4.50
010765318C,0.0,0.0,0.0,0.0,,,4.50
010765320C,0.0,0.0,0.0,0.0,,,4.50
010765337C,0.0,0.0,0.0,0.0,,,4.50
010765339C,0.0,0.0,0.0,0.0,,,4.50
010765429C,0.0,0.0,0.0,0.0,,,4.50
010765929C,0.0,0.0,0.0,0.0,,,4.50
010765930C,0.0,0.0,0.0,0.0,,,4.50
010765931C,0.0,0.0,0.0,0.0,,,4.50
010765936C,0.0,0.0,0.0,0.0,,,4.50
010765949C,0.0,0.0,0.0,0.0,,,4.50
010766057C,0.0,0.0,0.0,0.0,,,4.50
010766060C,0.0,0.0,0.0,0.0,,,4.50
010766062C,0.0,0.0,0.0,0.0,,,4.50
010766284C,0.0,0.0,0.0,0.0,,,4.50
010766527C,0.0,0.0,0.0,0.0,,,4.50
010766554C,0.0,0.0,0.0,0.0,,,4.50
010766671C,0.0,0.0,0.0,0.0,,,4.50
010766679C,0.0,0.0,0.0,0.0,,,4.50
010766847C,0.0,0.0,0.0,0.0,,,4.50
010766896C,0.0,0.0,0.0,0.0,,,4.50
010766898C,0.0,0.0,0.0,0.0,,,4.50
010766910C,0.0,0.0,0.0,0.0,,,4.50
010766920C,0.0,0.0,0.0,0.0,,,4.50
010766921C,0.0,0.0,0.0,0.0,,,4.50
010767171C,0.0,0.0,0.0,0.0,,,4.50
010767172C,0.0,0.0,0.0,0.0,,,4.50
010767222C,0.0,0.0,0.0,0.0,,,4.50
010767719C,0.0,0.0,0.0,0.0,,,4.50
010767768C,0.0,0.0,0.0,0.0,,,4.50
010767770C,0.0,0.0,0.0,0.0,,,4.50
010767772C,0.0,0.0,0.0,0.0,,,4.50
010767776C,0.0,0.0,0.0,0.0,,,4.50
010768067C,0.0,0.0,0.0,0.0,,,4.50
010768069C,0.0,0.0,0.0,0.0,,,4.50
010768207C,0.0,0.0,0.0,0.0,,,4.50
010768208C,0.0,0.0,0.0,0.0,,,4.50
010768209C,0.0,0.0,0.0,0.0,,,4.50
010768339C,0.0,0.0,0.0,0.0,,,4.50
010768384C,0.0,0.0,0.0,0.0,,,4.50
010768385C,0.0,0.0,0.0,0.0,,,4.50
010768503C,0.0,0.0,0.0,0.0,,,4.50
010768629C,0.0,0.0,0.0,0.0,,,4.50
010768635C,0.0,0.0,0.0,0.0,,,4.50
010768802C,0.0,0.0,0.0,0.0,,,4.00
010768997C,0.0,0.0,0.0,0.0,,,4.50
010769001C,0.0,0.0,0.0,0.0,,,4.50
010769032C,0.0,0.0,0.0,0.0,,,4.50
010769176C,0.0,0.0,0.0,0.0,,,4.50
010769184C,0.0,0.0,0.0,0.0,,,4.50
010769190C,0.0,0.0,0.0,0.0,,,4.50
010769191C,0.0,0.0,0.0,0.0,,,4.50
010769195C,0.0,0.0,0.0,0.0,,,4.50
010769198C,0.0,0.0,0.0,0.0,,,4.50
010769220C,0.0,0.0,0.0,0.0,,,4.50
010769221C,0.0,0.0,0.0,0.0,,,4.50
010769227C,0.0,0.0,0.0,0.0,,,4.50
010769232C,0.0,0.0,0.0,0.0,,,4.50
010769233C,0.0,0.0,0.0,0.0,,,4.50
010769345C,0.0,0.0,0.0,0.0,,,4.50
010769554C,0.0,0.0,0.0,0.0,,,4.50
010769606C,0.0,0.0,0.0,0.0,,,4.50
010769711C,0.0,0.0,0.0,0.0,,,4.50
010769714C,0.0,0.0,0.0,0.0,,,4.50
010770062C,0.0,0.0,0.0,0.0,,,4.50
010770571C,0.0,0.0,0.0,0.0,,,4.50
010770572C,0.0,0.0,0.0,0.0,,,4.50
010770580C,0.0,0.0,0.0,0.0,,,4.50
010770719C,0.0,0.0,0.0,0.0,,,4.50
010770720C,0.0,0.0,0.0,0.0,,,4.50
010770721C,0.0,0.0,0.0,0.0,,,4.50
010770722C,0.0,0.0,0.0,0.0,,,4.50
010770816C,0.0,0.0,0.0,0.0,,,4.50
010770844C,0.0,0.0,0.0,0.0,,,4.50
010770865C,0.0,0.0,0.0,0.0,,,4.50
010770904C,0.0,0.0,0.0,0.0,,,4.50
010771065C,0.0,0.0,0.0,0.0,,,4.50
010771070C,0.0,0.0,0.0,0.0,,,4.50
010771111C,0.0,0.0,0.0,0.0,,,4.50
010771339C,0.0,0.0,0.0,0.0,,,4.50
010771349C,0.0,0.0,0.0,0.0,,,4.50
010771352C,0.0,0.0,0.0,0.0,,,4.50
010771354C,0.0,0.0,0.0,0.0,,,4.50
010771532C,0.0,0.0,0.0,0.0,,,4.50
010771580C,0.0,0.0,0.0,0.0,,,4.50
010771588C,0.0,0.0,0.0,0.0,,,4.50
010771654C,0.0,0.0,0.0,0.0,,,4.50
010771658C,0.0,0.0,0.0,0.0,,,4.50
010771662C,0.0,0.0,0.0,0.0,,,4.50
010771679C,0.0,0.0,0.0,0.0,,,4.50
010771763C,0.0,0.0,0.0,0.0,,,4.50
010771832C,0.0,0.0,0.0,0.0,,,4.50
010771833C,0.0,0.0,0.0,0.0,,,4.50
010772297C,0.0,0.0,0.0,0.0,,,4.50
010772298C,0.0,0.0,0.0,0.0,,,4.50
010772668C,0.0,0.0,0.0,0.0,,,4.50
010772683C,0.0,0.0,0.0,0.0,,,4.50
010772840C,0.0,0.0,0.0,0.0,,,4.50
010772898C,0.0,0.0,0.0,0.0,,,4.50
010772903C,0.0,0.0,0.0,0.0,,,4.50
010772913C,0.0,0.0,0.0,0.0,,,4.50
010772915C,0.0,0.0,0.0,0.0,,,4.50
010772916C,0.0,0.0,0.0,0.0,,,4.50
010772919C,0.0,0.0,0.0,0.0,,,4.50
010772957C,0.0,0.0,0.0,0.0,,,4.50
010773088C,0.0,0.0,0.0,0.0,,,4.50
010773107C,0.0,0.0,0.0,0.0,,,4.50
010773109C,0.0,0.0,0.0,0.0,,,4.50
010773243C,0.0,0.0,0.0,0.0,,,4.50
010773267C,0.0,0.0,0.0,0.0,,,4.50
010773468C,0.0,0.0,0.0,0.0,,,4.50
010773561C,0.0,0.0,0.0,0.0,,,4.00
010773573C,0.0,0.0,0.0,0.0,,,4.50
010773575C,0.0,0.0,0.0,0.0,,,4.50
010773681C,0.0,0.0,0.0,0.0,,,4.50
010773682C,0.0,0.0,0.0,0.0,,,4.50
010773856C,0.0,0.0,0.0,0.0,,,4.50
010773882C,0.0,0.0,0.0,0.0,,,4.50
010774107C,0.0,0.0,0.0,0.0,,,4.50
010774109C,0.0,0.0,0.0,0.0,,,4.50
010774328C,0.0,0.0,0.0,0.0,,,4.50
010774329C,0.0,0.0,0.0,0.0,,,4.50
010774484C,0.0,0.0,0.0,0.0,,,4.50
010774490C,0.0,0.0,0.0,0.0,,,4.50
010774527C,0.0,0.0,0.0,0.0,,,4.50
010774643C,0.0,0.0,0.0,0.0,,,4.50
010774644C,0.0,0.0,0.0,0.0,,,4.50
010774772C,0.0,0.0,0.0,0.0,,,4.50
010774773C,0.0,0.0,0.0,0.0,,,4.50
010774774C,0.0,0.0,0.0,0.0,,,4.00
010774793C,0.0,0.0,0.0,0.0,,,4.50
010774794C,0.0,0.0,0.0,0.0,,,4.50
010774795C,0.0,0.0,0.0,0.0,,,4.50
010774868C,0.0,0.0,0.0,0.0,,,4.50
010774973C,0.0,0.0,0.0,0.0,,,4.50
010775172C,0.0,0.0,0.0,0.0,,,4.00
010775239C,0.0,0.0,0.0,0.0,,,4.50
010775240C,0.0,0.0,0.0,0.0,,,4.50
010775244C,0.0,0.0,0.0,0.0,,,4.50
010775323C,0.0,0.0,0.0,0.0,,,4.50
010775418C,0.0,0.0,0.0,0.0,,,4.50
010775583C,0.0,0.0,0.0,0.0,,,4.50
010775722C,0.0,0.0,0.0,0.0,,,4.50
010775723C,0.0,0.0,0.0,0.0,,,4.50
010775940C,0.0,0.0,0.0,0.0,,,4.50
010776002C,0.0,0.0,0.0,0.0,,,4.50
010776005C,0.0,0.0,0.0,0.0,,,4.50
010776007C,0.0,0.0,0.0,0.0,,,4.50
010776025C,0.0,0.0,0.0,0.0,,,4.50
010776027C,0.0,0.0,0.0,0.0,,,4.50
010776061C,0.0,0.0,0.0,0.0,,,4.50
010776062C,0.0,0.0,0.0,0.0,,,4.50
010776157C,0.0,0.0,0.0,0.0,,,4.50
010776221C,0.0,0.0,0.0,0.0,,,4.00
010776442C,0.0,0.0,0.0,0.0,,,4.50
010776445C,0.0,0.0,0.0,0.0,,,4.50
010776450C,0.0,0.0,0.0,0.0,,,4.50
010776502C,0.0,0.0,0.0,0.0,,,4.50
010776555C,0.0,0.0,0.0,0.0,,,4.50
010776651C,0.0,0.0,0.0,0.0,,,4.50
010776653C,0.0,0.0,0.0,0.0,,,4.50
010776672C,0.0,0.0,0.0,0.0,,,4.50
010776811C,0.0,0.0,0.0,0.0,,,4.50
010776812C,0.0,0.0,0.0,0.0,,,4.50
010776813C,0.0,0.0,0.0,0.0,,,4.50
010776814C,0.0,0.0,0.0,0.0,,,4.50
010776831C,0.0,0.0,0.0,0.0,,,4.50
010776832C,0.0,0.0,0.0,0.0,,,4.50
010776900C,0.0,0.0,0.0,0.0,,,4.50
010776908C,0.0,0.0,0.0,0.0,,,4.50
010776909C,0.0,0.0,0.0,0.0,,,4.50
010776918C,0.0,0.0,0.0,0.0,,,4.50
010777042C,0.0,0.0,0.0,0.0,,,4.50
010777043C,0.0,0.0,0.0,0.0,,,4.50
010777059C,0.0,0.0,0.0,0.0,,,4.50
010777124C,0.0,0.0,0.0,0.0,,,4.50
010777133C,0.0,0.0,0.0,0.0,,,4.50
010777321C,0.0,0.0,0.0,0.0,,,4.00
010777322C,0.0,0.0,0.0,0.0,,,4.00
010777439C,0.0,0.0,0.0,0.0,,,4.50
010777501C,0.0,0.0,0.0,0.0,,,4.50
010777546C,0.0,0.0,0.0,0.0,,,4.50
010777662C,0.0,0.0,0.0,0.0,,,4.50
010777665C,0.0,0.0,0.0,0.0,,,4.50
010777788C,0.0,0.0,0.0,0.0,,,4.50
010777793C,0.0,0.0,0.0,0.0,,,4.50
010778016C,0.0,0.0,0.0,0.0,,,4.50
010778142C,0.0,0.0,0.0,0.0,,,4.50
010778181C,0.0,0.0,0.0,0.0,,,4.00
010778262C,0.0,0.0,0.0,0.0,,,4.50
010778263C,0.0,0.0,0.0,0.0,,,4.00
010778299C,0.0,0.0,0.0,0.0,,,4.50
010778303C,0.0,0.0,0.0,0.0,,,4.50
010778304C,0.0,0.0,0.0,0.0,,,4.50
010778361C,0.0,0.0,0.0,0.0,,,4.50
010778381C,0.0,0.0,0.0,0.0,,,4.50
010778464C,0.0,0.0,0.0,0.0,,,4.50
010778474C,0.0,0.0,0.0,0.0,,,4.50
010778519C,0.0,0.0,0.0,0.0,,,4.50
010778635C,0.0,0.0,0.0,0.0,,,4.50
010778653C,0.0,0.0,0.0,0.0,,,4.50
010778697C,0.0,0.0,0.0,0.0,,,4.50
010778702C,0.0,0.0,0.0,0.0,,,4.50
010778707C,0.0,0.0,0.0,0.0,,,4.50
010778834C,0.0,0.0,0.0,0.0,,,4.50
010778841C,0.0,0.0,0.0,0.0,,,4.50
010778913C,0.0,0.0,0.0,0.0,,,4.50
010778914C,0.0,0.0,0.0,0.0,,,4.50
010779031C,0.0,0.0,0.0,0.0,,,4.50
010779032C,0.0,0.0,0.0,0.0,,,4.50
010779034C,0.0,0.0,0.0,0.0,,,4.50
010779074C,0.0,0.0,0.0,0.0,,,4.50
010779130C,0.0,0.0,0.0,0.0,,,4.50
010779191C,0.0,0.0,0.0,0.0,,,4.50
010779197C,0.0,0.0,0.0,0.0,,,4.50
010779456C,0.0,0.0,0.0,0.0,,,4.00
010779551C,0.0,0.0,0.0,0.0,,,4.50
010779552C,0.0,0.0,0.0,0.0,,,4.50
010779553C,0.0,0.0,0.0,0.0,,,4.00
010779556C,0.0,0.0,0.0,0.0,,,4.50
010779563C,0.0,0.0,0.0,0.0,,,4.50
010779718C,0.0,0.0,0.0,0.0,,,4.50
010779719C,0.0,0.0,0.0,0.0,,,4.50
010779720C,0.0,0.0,0.0,0.0,,,4.50
010779727C,0.0,0.0,0.0,0.0,,,4.50
010779736C,0.0,0.0,0.0,0.0,,,4.50
010779847C,0.0,0.0,0.0,0.0,,,4.50
010779912C,0.0,0.0,0.0,0.0,,,4.50
010780000C,0.0,0.0,0.0,0.0,,,4.50
010780003C,0.0,0.0,0.0,0.0,,,4.50
010780046C,0.0,0.0,0.0,0.0,,,4.50
010780050C,0.0,0.0,0.0,0.0,,,4.50
010780131C,0.0,0.0,0.0,0.0,,,4.50
010780202C,0.0,0.0,0.0,0.0,,,4.00
010780205C,0.0,0.0,0.0,0.0,,,4.50
010780206C,0.0,0.0,0.0,0.0,,,4.50
010780393C,0.0,0.0,0.0,0.0,,,4.50
010780403C,0.0,0.0,0.0,0.0,,,4.50
010780408C,0.0,0.0,0.0,0.0,,,4.50
010780411C,0.0,0.0,0.0,0.0,,,4.50
010780510C,0.0,0.0,0.0,0.0,,,4.50
010780526C,0.0,0.0,0.0,0.0,,,4.50
010780591C,0.0,0.0,0.0,0.0,,,4.50
010780597C,0.0,0.0,0.0,0.0,,,4.50
010780667C,0.0,0.0,0.0,0.0,,,4.50
010780668C,0.0,0.0,0.0,0.0,,,4.50
010780791C,0.0,0.0,0.0,0.0,,,4.50
010780870C,0.0,0.0,0.0,0.0,,,4.50
010781047C,0.0,0.0,0.0,0.0,,,4.50
010781117C,0.0,0.0,0.0,0.0,,,4.50
010781121C,0.0,0.0,0.0,0.0,,,4.50
010781128C,0.0,0.0,0.0,0.0,,,4.50
010781300C,0.0,0.0,0.0,0.0,,,4.50
010781368C,0.0,0.0,0.0,0.0,,,4.50
010781702C,0.0,0.0,0.0,0.0,,,4.50
010781713C,0.0,0.0,0.0,0.0,,,4.50
010781721C,0.0,0.0,0.0,0.0,,,4.50
010781775C,0.0,0.0,0.0,0.0,,,4.50
010781852C,0.0,0.0,0.0,0.0,,,4.00
010781853C,0.0,0.0,0.0,0.0,,,4.00
010781863C,0.0,0.0,0.0,0.0,,,4.50
010782018C,0.0,0.0,0.0,0.0,,,4.50
010782022C,0.0,0.0,0.0,0.0,,,4.50
010782062C,0.0,0.0,0.0,0.0,,,4.50
010782063C,0.0,0.0,0.0,0.0,,,4.50
010782064C,0.0,0.0,0.0,0.0,,,4.50
010782078C,0.0,0.0,0.0,0.0,,,4.50
010782119C,0.0,0.0,0.0,0.0,,,4.50
010782192C,0.0,0.0,0.0,0.0,,,4.50
010782332C,0.0,0.0,0.0,0.0,,,4.50
010782357C,0.0,0.0,0.0,0.0,,,4.50
010782571C,0.0,0.0,0.0,0.0,,,4.50
010782592C,0.0,0.0,0.0,0.0,,,4.50
010782640C,0.0,0.0,0.0,0.0,,,4.50
010782671C,0.0,0.0,0.0,0.0,,,4.50
010782675C,0.0,0.0,0.0,0.0,,,4.50
010782676C,0.0,0.0,0.0,0.0,,,4.50
010782818C,0.0,0.0,0.0,0.0,,,4.50
010782822C,0.0,0.0,0.0,0.0,,,4.50
010783066C,0.0,0.0,0.0,0.0,,,4.50
010783070C,0.0,0.0,0.0,0.0,,,4.00
010783071C,0.0,0.0,0.0,0.0,,,4.00
010783085C,0.0,0.0,0.0,0.0,,,4.50
010783086C,0.0,0.0,0.0,0.0,,,4.50
010783087C,0.0,0.0,0.0,0.0,,,4.50
010783101C,0.0,0.0,0.0,0.0,,,4.50
010783102C,0.0,0.0,0.0,0.0,,,4.50
010783138C,0.0,0.0,0.0,0.0,,,4.50
010783269C,0.0,0.0,0.0,0.0,,,4.50
010783278C,0.0,0.0,0.0,0.0,,,4.50
010783296C,0.0,0.0,0.0,0.0,,,4.50
010783347C,0.0,0.0,0.0,0.0,,,4.50
010783502C,0.0,0.0,0.0,0.0,,,4.50
010783715C,0.0,0.0,0.0,0.0,,,4.50
010783747C,0.0,0.0,0.0,0.0,,,4.50
010783785C,0.0,0.0,0.0,0.0,,,4.50
010783786C,0.0,0.0,0.0,0.0,,,4.50
010783867C,0.0,0.0,0.0,0.0,,,4.50
010783883C,0.0,0.0,0.0,0.0,,,4.50
010784045C,0.0,0.0,0.0,0.0,,,4.50
010784054C,0.0,0.0,0.0,0.0,,,4.50
010784074C,0.0,0.0,0.0,0.0,,,4.50
010784075C,0.0,0.0,0.0,0.0,,,4.50
010784179C,0.0,0.0,0.0,0.0,,,4.50
010784248C,0.0,0.0,0.0,0.0,,,4.50
010784249C,0.0,0.0,0.0,0.0,,,4.50
010784250C,0.0,0.0,0.0,0.0,,,4.50
010784251C,0.0,0.0,0.0,0.0,,,4.50
010784261C,0.0,0.0,0.0,0.0,,,4.50
010784370C,0.0,0.0,0.0,0.0,,,4.50
010784372C,0.0,0.0,0.0,0.0,,,4.50
010784379C,0.0,0.0,0.0,0.0,,,4.50
010784529C,0.0,0.0,0.0,0.0,,,4.50
010784592C,0.0,0.0,0.0,0.0,,,4.50
010784596C,0.0,0.0,0.0,0.0,,,4.50
010784731C,0.0,0.0,0.0,0.0,,,4.50
010784732C,0.0,0.0,0.0,0.0,,,4.50
010784742C,0.0,0.0,0.0,0.0,,,4.50
010784756C,0.0,0.0,0.0,0.0,,,4.50
010784757C,0.0,0.0,0.0,0.0,,,4.50
010784767C,0.0,0.0,0.0,0.0,,,4.50
010784914C,0.0,0.0,0.0,0.0,,,4.50
010784918C,0.0,0.0,0.0,0.0,,,4.50
010784922C,0.0,0.0,0.0,0.0,,,4.50
010784936C,0.0,0.0,0.0,0.0,,,4.50
010784946C,0.0,0.0,0.0,0.0,,,4.50
010784950C,0.0,0.0,0.0,0.0,,,4.50
010785049C,0.0,0.0,0.0,0.0,,,4.50
010785059C,0.0,0.0,0.0,0.0,,,4.50
010785061C,0.0,0.0,0.0,0.0,,,4.50
010785099C,0.0,0.0,0.0,0.0,,,4.50
010785163C,0.0,0.0,0.0,0.0,,,4.50
010785164C,0.0,0.0,0.0,0.0,,,4.50
010785284C,0.0,0.0,0.0,0.0,,,4.50
010785298C,0.0,0.0,0.0,0.0,,,4.50
010785300C,0.0,0.0,0.0,0.0,,,4.00
010785310C,0.0,0.0,0.0,0.0,,,4.50
010785320C,0.0,0.0,0.0,0.0,,,4.50
010785324C,0.0,0.0,0.0,0.0,,,4.50
010785777C,0.0,0.0,0.0,0.0,,,4.50
010785831C,0.0,0.0,0.0,0.0,,,4.00
010785834C,0.0,0.0,0.0,0.0,,,4.50
010785921C,0.0,0.0,0.0,0.0,,,4.50
010785932C,0.0,0.0,0.0,0.0,,,4.50
010786015C,0.0,0.0,0.0,0.0,,,4.50
010786057C,0.0,0.0,0.0,0.0,,,4.50
010786152C,0.0,0.0,0.0,0.0,,,4.50
010786153C,0.0,0.0,0.0,0.0,,,4.50
010786237C,0.0,0.0,0.0,0.0,,,4.50
010786240C,0.0,0.0,0.0,0.0,,,4.50
010786243C,0.0,0.0,0.0,0.0,,,4.50
010786312C,0.0,0.0,0.0,0.0,,,4.50
010786316C,0.0,0.0,0.0,0.0,,,4.50
010786321C,0.0,0.0,0.0,0.0,,,4.50
010786324C,0.0,0.0,0.0,0.0,,,4.50
010786425C,0.0,0.0,0.0,0.0,,,4.00
010786490C,0.0,0.0,0.0,0.0,,,4.50
010786800C,0.0,0.0,0.0,0.0,,,4.50
010786823C,0.0,0.0,0.0,0.0,,,4.50
010786824C,0.0,0.0,0.0,0.0,,,4.50
010786872C,0.0,0.0,0.0,0.0,,,4.50
010786878C,0.0,0.0,0.0,0.0,,,4.50
010786886C,0.0,0.0,0.0,0.0,,,4.50
010786896C,0.0,0.0,0.0,0.0,,,4.50
010786945C,0.0,0.0,0.0,0.0,,,4.50
010787147C,0.0,0.0,0.0,0.0,,,4.50
010787151C,0.0,0.0,0.0,0.0,,,4.50
010787237C,0.0,0.0,0.0,0.0,,,4.50
010787351C,0.0,0.0,0.0,0.0,,,4.50
010787390C,0.0,0.0,0.0,0.0,,,4.50
010787511C,0.0,0.0,0.0,0.0,,,4.50
010787513C,0.0,0.0,0.0,0.0,,,4.50
010787560C,0.0,0.0,0.0,0.0,,,4.50
010787639C,0.0,0.0,0.0,0.0,,,4.50
010787668C,0.0,0.0,0.0,0.0,,,4.50
010787669C,0.0,0.0,0.0,0.0,,,4.50
010787730C,0.0,0.0,0.0,0.0,,,4.50
010787761C,0.0,0.0,0.0,0.0,,,4.50
010787762C,0.0,0.0,0.0,0.0,,,4.50
010787952C,0.0,0.0,0.0,0.0,,,4.50
010788086C,0.0,0.0,0.0,0.0,,,4.50
010788102C,0.0,0.0,0.0,0.0,,,4.50
010788111C,0.0,0.0,0.0,0.0,,,4.50
010788188C,0.0,0.0,0.0,0.0,,,4.50
010788197C,0.0,0.0,0.0,0.0,,,4.50
010788421C,0.0,0.0,0.0,0.0,,,4.50
010788426C,0.0,0.0,0.0,0.0,,,4.50
010788679C,0.0,0.0,0.0,0.0,,,4.50
010788860C,0.0,0.0,0.0,0.0,,,4.50
010788878C,0.0,0.0,0.0,0.0,,,4.50
010788886C,0.0,0.0,0.0,0.0,,,4.50
010789095C,0.0,0.0,0.0,0.0,,,4.50
010789213C,0.0,0.0,0.0,0.0,,,4.50
010789348C,0.0,0.0,0.0,0.0,,,4.50
010789351C,0.0,0.0,0.0,0.0,,,4.50
010789375C,0.0,0.0,0.0,0.0,,,4.50
010789384C,0.0,0.0,0.0,0.0,,,4.50
010789525C,0.0,0.0,0.0,0.0,,,4.50
010789531C,0.0,0.0,0.0,0.0,,,4.50
010789532C,0.0,0.0,0.0,0.0,,,4.50
010789546C,0.0,0.0,0.0,0.0,,,4.50
010789547C,0.0,0.0,0.0,0.0,,,4.50
010789876C,0.0,0.0,0.0,0.0,,,4.50
010789992C,0.0,0.0,0.0,0.0,,,4.50
010790002C,0.0,0.0,0.0,0.0,,,4.50
010790054C,0.0,0.0,0.0,0.0,,,4.50
010790077C,0.0,0.0,0.0,0.0,,,4.50
010790170C,0.0,0.0,0.0,0.0,,,4.50
010790176C,0.0,0.0,0.0,0.0,,,4.50
010790287C,0.0,0.0,0.0,0.0,,,4.50
010790531C,0.0,0.0,0.0,0.0,,,4.50
010790532C,0.0,0.0,0.0,0.0,,,4.50
010790543C,0.0,0.0,0.0,0.0,,,4.50
010790754C,0.0,0.0,0.0,0.0,,,4.50
010790755C,0.0,0.0,0.0,0.0,,,4.50
010790758C,0.0,0.0,0.0,0.0,,,4.50
010790759C,0.0,0.0,0.0,0.0,,,4.50
010790779C,0.0,0.0,0.0,0.0,,,4.00
010790782C,0.0,0.0,0.0,0.0,,,4.50
010790787C,0.0,0.0,0.0,0.0,,,4.50
010791078C,0.0,0.0,0.0,0.0,,,4.50
010791176C,0.0,0.0,0.0,0.0,,,4.50
010791323C,0.0,0.0,0.0,0.0,,,4.50
010791405C,0.0,0.0,0.0,0.0,,,4.50
010791457C,0.0,0.0,0.0,0.0,,,4.50
010791462C,0.0,0.0,0.0,0.0,,,4.50
010791466C,0.0,0.0,0.0,0.0,,,4.50
010791497C,0.0,0.0,0.0,0.0,,,4.50
010791498C,0.0,0.0,0.0,0.0,,,4.50
010791597C,0.0,0.0,0.0,0.0,,,4.50
010791744C,0.0,0.0,0.0,0.0,,,4.00
010791789C,0.0,0.0,0.0,0.0,,,4.50
010792037C,0.0,0.0,0.0,0.0,,,4.50
010792038C,0.0,0.0,0.0,0.0,,,4.50
010792068C,0.0,0.0,0.0,0.0,,,4.50
010792082C,0.0,0.0,0.0,0.0,,,4.50
010792116C,0.0,0.0,0.0,0.0,,,4.00
010792296C,0.0,0.0,0.0,0.0,,,4.50
010792420C,0.0,0.0,0.0,0.0,,,4.50
010792456C,0.0,0.0,0.0,0.0,,,4.50
010792541C,0.0,0.0,0.0,0.0,,,4.50
010792607C,0.0,0.0,0.0,0.0,,,4.50
010792609C,0.0,0.0,0.0,0.0,,,4.50
010792701C,0.0,0.0,0.0,0.0,,,4.50
010792705C,0.0,0.0,0.0,0.0,,,4.50
010792706C,0.0,0.0,0.0,0.0,,,4.50
010792713C,0.0,0.0,0.0,0.0,,,4.50
010792884C,0.0,0.0,0.0,0.0,,,4.50
010792961C,0.0,0.0,0.0,0.0,,,4.50
010792979C,0.0,0.0,0.0,0.0,,,4.50
010792997C,0.0,0.0,0.0,0.0,,,4.50
010793204C,0.0,0.0,0.0,0.0,,,4.50
010793292C,0.0,0.0,0.0,0.0,,,4.50
010793353C,0.0,0.0,0.0,0.0,,,4.50
010793451C,0.0,0.0,0.0,0.0,,,4.50
010793582C,0.0,0.0,0.0,0.0,,,4.50
010793598C,0.0,0.0,0.0,0.0,,,4.50
010793722C,0.0,0.0,0.0,0.0,,,4.50
010793727C,0.0,0.0,0.0,0.0,,,4.50
010793737C,0.0,0.0,0.0,0.0,,,4.50
010793738C,0.0,0.0,0.0,0.0,,,4.50
010793830C,0.0,0.0,0.0,0.0,,,4.50
010793836C,0.0,0.0,0.0,0.0,,,4.50
010793968C,0.0,0.0,0.0,0.0,,,4.50
010793970C,0.0,0.0,0.0,0.0,,,4.50
010794095C,0.0,0.0,0.0,0.0,,,4.50
010794098C,0.0,0.0,0.0,0.0,,,4.50
010794099C,0.0,0.0,0.0,0.0,,,4.50
010794112C,0.0,0.0,0.0,0.0,,,4.50
010794116C,0.0,0.0,0.0,0.0,,,4.50
010794265C,0.0,0.0,0.0,0.0,,,4.50
010794367C,0.0,0.0,0.0,0.0,,,4.50
010794372C,0.0,0.0,0.0,0.0,,,4.50
010794435C,0.0,0.0,0.0,0.0,,,4.50
010794514C,0.0,0.0,0.0,0.0,,,4.50
010794518C,0.0,0.0,0.0,0.0,,,4.50
010794520C,0.0,0.0,0.0,0.0,,,4.50
010794629C,0.0,0.0,0.0,0.0,,,4.50
010794730C,0.0,0.0,0.0,0.0,,,4.50
010794731C,0.0,0.0,0.0,0.0,,,4.50
010794751C,0.0,0.0,0.0,0.0,,,4.50
010795047C,0.0,0.0,0.0,0.0,,,4.50
010795121C,0.0,0.0,0.0,0.0,,,4.50
010795213C,0.0,0.0,0.0,0.0,,,4.50
010795215C,0.0,0.0,0.0,0.0,,,4.50
010795228C,0.0,0.0,0.0,0.0,,,4.50
010795229C,0.0,0.0,0.0,0.0,,,4.50
010795361C,0.0,0.0,0.0,0.0,,,4.50
010795562C,0.0,0.0,0.0,0.0,,,4.50
010795564C,0.0,0.0,0.0,0.0,,,4.50
010795565C,0.0,0.0,0.0,0.0,,,4.50
010795609C,0.0,0.0,0.0,0.0,,,4.50
010795612C,0.0,0.0,0.0,0.0,,,4.50
010795618C,0.0,0.0,0.0,0.0,,,4.50
010795699C,0.0,0.0,0.0,0.0,,,4.50
010795840C,0.0,0.0,0.0,0.0,,,4.50
