policy_number,claim_activity_present_flag,likely_payee_candidates,beneficiary_candidates,payee_candidates,owner_candidates,trustee_candidates,relationship_resolution_priority,fallback_strategy_candidate
9011180927,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:700386,PE:700386,PO:700386,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011180968,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:708828|B1:708829,PE:708828|PE:708829,PO:229778,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011181053,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:710332|B1:710333,PE:710332|PE:710333,PO:229865,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011181080,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:46609,PE:46609|PE:594355,PO:594355,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011181208,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:711984|B1:711985|B1:711986|B1:711987|B1:711988|B1:711989|B1:711990,PE:711984|PE:711985|PE:711986|PE:711987|PE:711988|PE:711989|PE:711990,PO:594361,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011181544,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:710405,PE:230111|PE:710405,PO:230111,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011181680,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:701978|B2:701979,PE:229376|PE:701978,PO:229376,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9011181683,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:696945|B2:696946,PE:696945,PO:238424,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9011181952,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|AS:Assignee|IN:Insured,B1:710719,PE:710719|PE:710720,PO:230320,,PE|B1|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9011182070,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:705366|B2:705367,PE:705366,PO:229371,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9011182104,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:680914,PE:680914,PO:228984,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011182373,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:709206|B2:709207,PE:709206,PO:230513,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9011182763,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:709503,PE:709503,PO:709503,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011182823,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:712888,PE:712888,PO:594414,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011182857,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:711307|B1:711308|B1:711309|B1:711310,PE:711307|PE:711308|PE:711309|PE:711310,PO:594416,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011182954,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:711664|B1:711665|B1:711666|B1:711667|B1:712030,PE:712030,PO:594419,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011183055,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:687433,PE:687433,PO:594428,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011183074,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:709888,PE:709888,PO:230207,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011183329,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:711426,PE:711426,PO:231026,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011183334,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:701909,PE:230481,PO:230481,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011183505,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|AS:Assignee|IN:Insured,B1:710803,PE:710804,PO:594442,,PE|B1|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9011183532,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:695460|B2:706488,PE:695460,PO:231126,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9011183653,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:694054|B2:682003,PE:594454,PO:594454,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9011183936,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:594468|B2:707603,PE:594468,PO:594468,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9011184051,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|AS:Assignee|IN:Insured,B1:707976,PE:702716|PE:707976,PO:594476,,PE|B1|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9011184065,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:709584,PE:709584,PO:594478,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011184139,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:231473,PO:231473,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011184291,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|AS:Assignee|IN:Insured,B1:712775,PE:709734,PO:712775,,PE|B1|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9011184470,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:709717|B1:709718|B1:709719,PE:594492,PO:594492,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011184576,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:709709|B2:709707|B2:709710,PE:709709,PO:594500,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9011184643,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:700932|B2:705521,PE:700932,PO:700932,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9011184644,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:700932|B2:705521,PE:700932,PO:700932,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9011184745,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:710794,PE:710794,PO:594505,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011184752,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:704912,PE:594513,PO:594513,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011184753,Y,PO:Policyowner|IN:Insured,,,PO:594514,,PO|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9011184817,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|AS:Assignee|IN:Insured,B1:711803,PE:230705|PE:668179,PO:230705,,PE|B1|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9011184934,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:709582,PE:709582,PO:594528,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011184993,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|AS:Assignee|IN:Insured,B1:712534,PE:712630,PO:594529,,PE|B1|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9011185002,Y,PO:Policyowner|IN:Insured,,,PO:231905,,PO|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9011185059,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:713328,PE:713328,PO:594530,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011185375,Y,PE:Payee|PO:Policyowner|AS:Assignee|IN:Insured,,PE:594542|PE:708868,PO:594542,,PE|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9011185531,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:594545,PO:594545,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011185552,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|AS:Assignee|IN:Insured,B1:709298,PE:357981,PO:231329,,PE|B1|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9011185638,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:594559,PO:594559,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011185893,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:698560,PE:698560,PO:231977,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011185943,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:594562,PO:594562,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011185944,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:594564,PO:594564,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011186216,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:711706,PE:711706,PO:231725,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011186243,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:641839,PE:641839,PO:232625,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011186460,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:705004,PE:687319|PE:705004,PO:594589,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011186462,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:694865|B2:694866,PE:694866,PO:232210,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9011186904,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:42252|B1:709974|B1:709975|B1:709977|B1:709978|B1:709981,PE:42252|PE:709974|PE:709975|PE:709977|PE:709978|PE:709981,PO:594606,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011187006,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:707274,PE:707274,PO:594607,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011187167,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:232171,PO:232171,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011187172,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:696959|B2:594451,PE:696959,PO:594618,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9011187300,Y,PE:Payee|PO:Policyowner|AS:Assignee|IN:Insured,,PE:594626|PE:704904,PO:594626,,PE|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9011187405,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|AS:Assignee|IN:Insured,B1:708471,PE:703082|PE:708471,PO:233274,,PE|B1|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9011187601,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:232857,PE:232857,PO:232856,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011187904,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:705255|B2:705256,PE:705255,PO:232955,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9011188279,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|AS:Assignee|IN:Insured,B1:594684,PE:708785,PO:594684,,PE|B1|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9011188288,Y,PO:Policyowner|IN:Insured,,,PO:597537,,PO|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9011188377,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:594690,PO:594690,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011188426,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:700443|B1:700444,PE:700443|PE:700444,PO:233533,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011188870,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:239863,PE:239863,PO:594714,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011188927,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:713200,PE:713200,PO:234070,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011189325,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:712380|B2:712381,PE:594742,PO:594742,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9011189420,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:710027|B1:710028,PE:710027|PE:710028,PO:234124,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011189530,Y,B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:594751|B2:713007,,PO:594751,,B1|PO|B2|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9011189535,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:712862,PE:712862,PO:594758,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011189620,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|AS:Assignee|IN:Insured,B1:710437|B1:710438,PE:669390,PO:234468,,PE|B1|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9011189657,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:695419|B2:695420,PE:695419,PO:234229,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9011189746,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:710642,PE:234298|PE:683477|PE:710642,PO:234298,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011189754,Y,PE:Payee|PO:Policyowner|AS:Assignee|IN:Insured,,PE:690529,PO:213575,,PE|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9011189757,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:711896,PE:711896,PO:594780,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011189786,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:710049,PE:710049,PO:594784,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011189791,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:712006,PE:712006,PO:594786,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011189851,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:709666|B2:709667,PE:594790,PO:594790,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9011189855,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|AS:Assignee|IN:Insured,B1:680917|B1:701610|B1:701611|B1:701612|B1:701613,PE:622478,PO:234117,,PE|B1|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9011189885,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:712302|B1:712411,PE:712302|PE:712411,PO:234221,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011189913,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:234629,PO:234629,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011190048,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|AS:Assignee|IN:Insured,B1:594815,PE:594815|PE:708543,PO:594815,,PE|B1|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9011190049,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:692410|B2:692409,PE:692410,PO:594816,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9011190146,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:594830,PO:594830,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011190239,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:324989,PO:324989,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011190380,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:707181,PE:707181,PO:594846,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011190388,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:711606|B2:711607|B2:711608,PE:594852,PO:594852,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9011190410,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|AS:Assignee|IN:Insured,B1:708384,PE:710564,PO:234511,,PE|B1|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9011190411,Y,PE:Payee|PO:Policyowner|AS:Assignee|IN:Insured,,PE:702715,PO:234523,,PE|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9011190417,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:712700,PE:712700,PO:594869,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011190459,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:594876,PO:594876,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011190516,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:324989,PO:324989,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011190599,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:713557|B2:713558|B2:713559,PE:713557,PO:594884,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9011190613,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:708865,PE:234199|PE:708865,PO:234199,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011190668,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:594899,PO:594899,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011190669,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|AS:Assignee|IN:Insured,B1:711133,PE:701923,PO:594900,,PE|B1|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9011190722,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:234629,PO:234629,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011190724,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:594904,PO:594904,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011191041,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:696394|B2:696395,PE:594938|PE:696394,PO:594938,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9011191042,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|AS:Assignee|IN:Insured,B1:708706,PE:708705|PE:708706,PO:594939,,PE|B1|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9011191189,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:696394|B2:696395,PE:594938|PE:696394,PO:594938,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9011191289,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:699135|B2:699136,PE:699135,PO:594963,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9011191392,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|AS:Assignee|IN:Insured,B1:712455,PE:712471,PO:234797,,PE|B1|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9011191513,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|AS:Assignee|IN:Insured,B1:697340,PE:233379|PE:697340|PE:708543,PO:233379,,PE|B1|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9011191578,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:710467|B1:710468|B1:710469,PE:710463|PE:710467|PE:710468|PE:710469,PO:225055,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011191584,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:713367,PE:713367,PO:594985,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011191662,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:708985,PE:708985,PO:235096,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011191702,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:710109,PE:710109,PO:234903,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011191779,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:595003,PO:595003,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011191889,Y,PE:Payee|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B2:711468|B2:711643,PE:711468|PE:711643,PO:595014,,PE|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9011191890,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:595014,PE:595014,PO:595015,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011191892,Y,B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:647104|B2:707960,,PO:595017,,B1|PO|B2|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9011191896,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:235287,PO:235287,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011191940,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|AS:Assignee|IN:Insured,B1:709627,PE:709627|PE:709628,PO:595021,,PE|B1|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9011192032,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|AS:Assignee|IN:Insured,B1:707276,PE:707276|PE:710527,PO:710234,,PE|B1|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9011192047,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:711220,PE:711220,PO:595035,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011192065,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:671955|B1:671956|B1:671958|B1:671959|B1:671961|B1:671963,PE:671955|PE:671956|PE:671958|PE:671959|PE:671961|PE:671963,PO:235286,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011192106,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|AS:Assignee|IN:Insured,B1:704578,PE:704578|PE:713144,PO:595043,,PE|B1|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9011192121,Y,PO:Policyowner|IN:Insured,,,PO:595046,,PO|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
9011192184,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:694826,PE:595050,PO:595050,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011192239,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:306553,PE:306553|PE:595052,PO:595052,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011192240,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:693473,PE:693473,PO:595053,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011192253,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:705494|B2:699128,PE:705494,PO:595057,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9011192322,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:235007,PE:40112,PO:40112,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011192392,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:712084,PE:712084,PO:595073,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011192476,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:595077,PO:595077,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011192586,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:595084,PO:595084,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011192744,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|AS:Assignee|IN:Insured,B1:606848,PE:606848|PE:708786,PO:595104,,PE|B1|PO|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9011192949,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:706674,PE:706674,PO:706674,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011193165,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:595147,PO:595147,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011193211,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|IN:Insured,B1:705575|B2:705576,PE:705575,PO:236005,,PE|B1|PO|B2|IN,EXPLICIT_PAYEE_AVAILABLE
9011193218,Y,PE:Payee|PO:Policyowner|IN:Insured,,PE:595157,PO:595157,,PE|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011193336,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:708928|B1:708929|B1:708930,PE:708928|PE:708929|PE:708930,PO:595171,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011193421,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|B2:Beneficiary Secondary|AS:Assignee|IN:Insured,B1:703400|B2:703401,PE:703400|PE:708301,PO:595184,,PE|B1|PO|B2|AS|IN,EXPLICIT_PAYEE_AVAILABLE
9011193674,Y,PE:Payee|B1:Beneficiary Primary|PO:Policyowner|IN:Insured,B1:709884,PE:709884,PO:595229,,PE|B1|PO|IN,EXPLICIT_PAYEE_AVAILABLE
9011193692,Y,PO:Policyowner|IN:Insured,,,PO:595232,,PO|IN,PRELSA_FALLBACK_NO_EXPLICIT_PAYEE
