reconstructed_claim_id,gross_benefit_amount,interest_amount,loan_offsets,withholding_amount,surrender_charges,payout_amount,unidentified_amount,missing_component_candidates,suspected_unlinked_transactions,balancing_status
RC-9010904097-2-SURRENDER_CLAIM-C6-20240615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010904097-2-SURRENDER_CLAIM-C7-20250615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010904649-1-DEATH_CLAIM-C0-20210207,5437.9,0.0,0.0,0.0,0.0,5437.9,5437.9,0038|0411|0412|0630|0810|0820|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010904798-2-SURRENDER_CLAIM-C0-20190730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0561|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010904808-1-SURRENDER_CLAIM-C0-20180613,0.0,124.59,124.59,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010904808-1-SURRENDER_CLAIM-C1-20190613,0.0,254.66,254.66,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010904808-2-SURRENDER_CLAIM-C0-20190723,0.0,0.0,0.0,0.0,701.71,0.0,701.71,0090|0411|0412|0561|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010904809-1-DISBURSEMENT_CLAIM-C0-20190723,0.0,0.0,0.0,0.0,0.0,170.34,170.34,0567|1900|PAYOUT_ONLY_ROLLUP,,UNBALANCED
RC-9010904809-1-SURRENDER_CLAIM-C0-20180613,0.0,111.21,111.21,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010904809-1-SURRENDER_CLAIM-C1-20190613,0.0,227.31,227.31,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010904809-2-SURRENDER_CLAIM-C0-20190723,0.0,0.0,0.0,0.0,690.68,0.0,690.68,0090|0411|0412|0561|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010904810-1-SURRENDER_CLAIM-C0-20180613,0.0,119.42,119.42,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010904810-1-SURRENDER_CLAIM-C1-20190613,0.0,244.08,244.08,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010904810-2-SURRENDER_CLAIM-C0-20190723,0.0,0.0,0.0,0.0,797.11,0.0,797.11,0090|0411|0412|0561|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010905200-1-DISBURSEMENT_CLAIM-C0-20180921,0.0,0.0,0.0,0.0,0.0,9.04,9.04,0567|1900|PAYOUT_ONLY_ROLLUP,,MINOR_VARIANCE
RC-9010905200-1-SURRENDER_CLAIM-C0-20180617,0.0,11.05,149.3,0.0,0.0,0.0,138.25,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010905200-1-SURRENDER_CLAIM-C1-20180918,0.0,8.34,8.34,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010905200-1-SURRENDER_CLAIM-C2-20230617,0.0,11.05,149.3,0.0,0.0,0.0,138.25,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010905200-2-SURRENDER_CLAIM-C0-20230617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010905200-2-SURRENDER_CLAIM-C1-20240617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010905200-2-SURRENDER_CLAIM-C2-20250617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010905677-1-DEATH_CLAIM-C0-20221226,12214.79,123.81,0.0,0.0,0.0,0.0,12338.6,0094|0411|0412|0810|0820|CLEARING_HUB_DOUBLE_COUNT|WITHHOLDING_NOT_OBSERVED,0038 clearing rows may be unlinked from payout pairing,UNBALANCED
RC-9010905677-1-DEATH_CLAIM-C1-20230405,0.0,3.49,0.0,0.0,0.0,9253.95,9253.95,0038|0411|0412|0530|0810|0820|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010905677-1-DISBURSEMENT_CLAIM-C0-20230417,0.0,0.0,0.0,0.0,0.0,3088.14,3088.14,0567|1900|PAYOUT_ONLY_ROLLUP,,UNBALANCED
RC-9010905677-2-SURRENDER_CLAIM-C0-20190615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010905677-2-SURRENDER_CLAIM-C1-20200615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010905677-2-SURRENDER_CLAIM-C2-20210615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010905677-2-SURRENDER_CLAIM-C3-20220615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010906254-1-DEATH_CLAIM-C0-20190404,25000.0,99.25,0.0,0.0,0.0,25122.22,25145.19,0411|0412|0810|0820|CLEARING_HUB_DOUBLE_COUNT|WITHHOLDING_NOT_OBSERVED,0038 clearing rows may be unlinked from payout pairing,MINOR_VARIANCE
RC-9010908068-1-SURRENDER_CLAIM-C0-20180701,0.0,226.04,226.04,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010908068-1-SURRENDER_CLAIM-C1-20190701,0.0,244.1,244.1,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010908068-1-SURRENDER_CLAIM-C2-20200701,0.0,263.61,263.61,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010908068-1-SURRENDER_CLAIM-C3-20210701,0.0,284.68,284.68,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010908068-1-SURRENDER_CLAIM-C4-20220701,0.0,307.43,307.43,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010908068-1-SURRENDER_CLAIM-C5-20230701,0.0,331.99,331.99,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010908068-1-SURRENDER_CLAIM-C6-20240701,0.0,358.52,358.52,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010908068-1-SURRENDER_CLAIM-C7-20250701,0.0,387.17,387.17,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010908069-3-SURRENDER_CLAIM-C0-20180830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0561|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010908070-3-SURRENDER_CLAIM-C0-20180830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0561|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010908669-1-SURRENDER_CLAIM-C0-20201214,0.0,85.94,2085.94,0.0,0.0,0.0,2000.0,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010908669-1-SURRENDER_CLAIM-C1-20210701,0.0,166.69,166.69,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010908669-1-SURRENDER_CLAIM-C2-20220701,0.0,180.02,180.02,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010908669-1-SURRENDER_CLAIM-C3-20230701,0.0,194.4,194.4,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010908669-1-SURRENDER_CLAIM-C4-20240701,0.0,209.94,209.94,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010908669-1-SURRENDER_CLAIM-C5-20250701,0.0,226.71,226.71,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010909767-1-DEATH_CLAIM-C0-20210406,5000.0,0.0,0.0,0.0,0.0,5000.0,5000.0,0038|0411|0412|0630|0810|0820|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010910320-1-DEATH_CLAIM-C0-20180428,18244.54,0.0,0.0,0.0,0.0,18280.91,18317.28,0411|0412|0630|0810|0820|CLEARING_HUB_DOUBLE_COUNT|WITHHOLDING_NOT_OBSERVED,0038 clearing rows may be unlinked from payout pairing,MINOR_VARIANCE
RC-9010911627-1-DEATH_CLAIM-C0-20200811,50000.0,94.48,0.0,0.0,0.0,50170.5,50246.52,0411|0412|0810|0820|CLEARING_HUB_DOUBLE_COUNT|WITHHOLDING_NOT_OBSERVED,0038 clearing rows may be unlinked from payout pairing,MINOR_VARIANCE
RC-9010911853-2-SURRENDER_CLAIM-C0-20180714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010911853-2-SURRENDER_CLAIM-C1-20190714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010911853-2-SURRENDER_CLAIM-C2-20200714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010911853-2-SURRENDER_CLAIM-C3-20210714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010911853-2-SURRENDER_CLAIM-C4-20220714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010911853-2-SURRENDER_CLAIM-C5-20230714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010911853-2-SURRENDER_CLAIM-C6-20240714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010911853-2-SURRENDER_CLAIM-C7-20250714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010912454-1-DEATH_CLAIM-C0-20190306,21149.43,0.0,0.0,0.0,0.0,21212.39,21275.35,0411|0412|0630|0810|0820|CLEARING_HUB_DOUBLE_COUNT|WITHHOLDING_NOT_OBSERVED,0038 clearing rows may be unlinked from payout pairing,MINOR_VARIANCE
RC-9010912454-1-DISBURSEMENT_CLAIM-C0-20181011,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0567|1900|PAYOUT_ONLY_ROLLUP,,MINOR_VARIANCE
RC-9010913059-1-SURRENDER_CLAIM-C0-20180115,0.0,21.61,58.62,0.0,0.0,0.0,37.01,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,MINOR_VARIANCE
RC-9010913059-1-SURRENDER_CLAIM-C1-20180715,0.0,27.39,64.4,0.0,0.0,0.0,37.01,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,MINOR_VARIANCE
RC-9010913059-1-SURRENDER_CLAIM-C10-20240115,0.0,60.01,97.02,0.0,0.0,0.0,37.01,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,MINOR_VARIANCE
RC-9010913059-1-SURRENDER_CLAIM-C11-20240715,0.0,68.08,105.09,0.0,0.0,0.0,37.01,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,MINOR_VARIANCE
RC-9010913059-1-SURRENDER_CLAIM-C12-20250115,0.0,70.83,107.84,0.0,0.0,0.0,37.01,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,MINOR_VARIANCE
RC-9010913059-1-SURRENDER_CLAIM-C13-20250715,0.0,79.55,116.56,0.0,0.0,0.0,37.01,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,MINOR_VARIANCE
RC-9010913059-1-SURRENDER_CLAIM-C14-20260115,0.0,82.53,119.54,0.0,0.0,0.0,37.01,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,MINOR_VARIANCE
RC-9010913059-1-SURRENDER_CLAIM-C2-20190115,0.0,29.37,66.38,0.0,0.0,0.0,37.01,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,MINOR_VARIANCE
RC-9010913059-1-SURRENDER_CLAIM-C3-20190715,0.0,35.61,72.62,0.0,0.0,0.0,37.01,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,MINOR_VARIANCE
RC-9010913059-1-SURRENDER_CLAIM-C4-20200115,0.0,37.75,74.76,0.0,0.0,0.0,37.01,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,MINOR_VARIANCE
RC-9010913059-1-SURRENDER_CLAIM-C5-20200715,0.0,41.53,41.53,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010913059-1-SURRENDER_CLAIM-C6-20210715,0.0,47.8,84.81,0.0,0.0,0.0,37.01,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,MINOR_VARIANCE
RC-9010913059-1-SURRENDER_CLAIM-C7-20220715,0.0,54.58,91.59,0.0,0.0,0.0,37.01,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,MINOR_VARIANCE
RC-9010913059-1-SURRENDER_CLAIM-C8-20230115,0.0,57.08,94.09,0.0,0.0,0.0,37.01,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,MINOR_VARIANCE
RC-9010913059-1-SURRENDER_CLAIM-C9-20230715,0.0,171.57,171.57,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010913101-1-DEATH_CLAIM-C0-20181223,10720.53,0.0,0.0,0.0,0.0,10732.11,10743.69,0411|0412|0630|0810|0820|CLEARING_HUB_DOUBLE_COUNT|WITHHOLDING_NOT_OBSERVED,0038 clearing rows may be unlinked from payout pairing,MINOR_VARIANCE
RC-9010913253-1-DEATH_CLAIM-C0-20180505,9377.88,0.0,0.0,0.0,0.0,9406.44,9435.0,0411|0412|0630|0810|0820|CLEARING_HUB_DOUBLE_COUNT|WITHHOLDING_NOT_OBSERVED,0038 clearing rows may be unlinked from payout pairing,MINOR_VARIANCE
RC-9010913551-2-SURRENDER_CLAIM-C0-20200713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0561|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010913799-1-SURRENDER_CLAIM-C0-20180724,0.0,153.15,265.9,0.0,0.0,0.0,112.75,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010913799-1-SURRENDER_CLAIM-C1-20190724,0.0,174.4,287.15,0.0,0.0,0.0,112.75,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010913799-1-SURRENDER_CLAIM-C2-20200724,0.0,197.35,310.1,0.0,0.0,0.0,112.75,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010913799-1-SURRENDER_CLAIM-C3-20210724,0.0,222.13,334.88,0.0,0.0,0.0,112.75,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010913799-1-SURRENDER_CLAIM-C4-20220724,0.0,248.89,361.64,0.0,0.0,0.0,112.75,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010913799-1-SURRENDER_CLAIM-C5-20230724,0.0,277.79,390.54,0.0,0.0,0.0,112.75,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010913799-1-SURRENDER_CLAIM-C6-20240724,0.0,309.0,421.75,0.0,0.0,0.0,112.75,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010913799-1-SURRENDER_CLAIM-C7-20250724,0.0,342.7,455.45,0.0,0.0,0.0,112.75,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010914301-1-DEATH_CLAIM-C0-20210830,25000.0,0.0,0.0,0.0,0.0,25019.98,25039.96,0411|0412|0630|0810|0820|CLEARING_HUB_DOUBLE_COUNT|WITHHOLDING_NOT_OBSERVED,0038 clearing rows may be unlinked from payout pairing,MINOR_VARIANCE
RC-9010914301-1-DEATH_CLAIM-C1-20220929,0.0,0.0,0.0,0.0,0.0,25019.98,25019.98,0038|0411|0412|0530|0630|0810|0820|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010914384-1-DEATH_CLAIM-C0-20180805,7495.29,31.86,0.0,0.0,0.0,7527.15,7527.15,0038|0411|0412|0810|0820|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010914384-2-SURRENDER_CLAIM-C0-20180724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010915030-1-DEATH_CLAIM-C0-20201218,9685.67,0.0,0.0,0.0,0.0,9685.67,9685.67,0038|0411|0412|0630|0810|0820|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010915030-1-DISBURSEMENT_CLAIM-C0-20200310,0.0,0.0,0.0,0.0,0.0,129.14,129.14,0567|1900|PAYOUT_ONLY_ROLLUP,,UNBALANCED
RC-9010915030-1-DISBURSEMENT_CLAIM-C1-20201102,0.0,0.0,0.0,0.0,0.0,129.14,129.14,0567|1900|PAYOUT_ONLY_ROLLUP,,UNBALANCED
RC-9010915030-2-SURRENDER_CLAIM-C0-20180727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010915030-2-SURRENDER_CLAIM-C1-20190727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010915030-2-SURRENDER_CLAIM-C2-20200727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010915533-1-DEATH_CLAIM-C0-20190525,50000.0,0.0,0.0,0.0,0.0,50016.34,50032.68,0411|0412|0630|0810|0820|CLEARING_HUB_DOUBLE_COUNT|WITHHOLDING_NOT_OBSERVED,0038 clearing rows may be unlinked from payout pairing,MINOR_VARIANCE
RC-9010915619-1-DEATH_CLAIM-C0-20200520,25000.0,0.0,0.0,0.0,0.0,25008.43,25016.86,0411|0412|0630|0810|0820|CLEARING_HUB_DOUBLE_COUNT|WITHHOLDING_NOT_OBSERVED,0038 clearing rows may be unlinked from payout pairing,MINOR_VARIANCE
RC-9010916260-1-DEATH_CLAIM-C0-20220904,8013.36,0.0,0.0,0.0,0.0,8013.36,8013.36,0038|0411|0412|0630|0810|0820|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010916260-2-SURRENDER_CLAIM-C0-20180728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010916260-2-SURRENDER_CLAIM-C1-20190728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010916260-2-SURRENDER_CLAIM-C2-20200728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010916260-2-SURRENDER_CLAIM-C3-20210728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010916260-2-SURRENDER_CLAIM-C4-20220728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010916879-1-DEATH_CLAIM-C0-20190306,25000.0,20.26,0.0,0.0,0.0,25042.49,25064.72,0411|0412|0810|0820|CLEARING_HUB_DOUBLE_COUNT|WITHHOLDING_NOT_OBSERVED,0038 clearing rows may be unlinked from payout pairing,MINOR_VARIANCE
RC-9010917172-1-DEATH_CLAIM-C0-20230408,30000.0,0.0,0.0,0.0,0.0,30000.0,30000.0,0038|0411|0412|0630|0810|0820|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010917172-2-SURRENDER_CLAIM-C0-20180801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010917172-2-SURRENDER_CLAIM-C1-20190801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010917172-2-SURRENDER_CLAIM-C2-20200801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010917172-2-SURRENDER_CLAIM-C3-20210801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010917172-2-SURRENDER_CLAIM-C4-20220801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0090|0411|0412|0560|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010917231-1-SURRENDER_CLAIM-C0-20180118,0.0,3813.53,3813.53,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010917231-1-SURRENDER_CLAIM-C1-20190207,0.0,416.02,416.02,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010917231-1-SURRENDER_CLAIM-C2-20190724,0.0,469.14,469.14,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010917231-1-SURRENDER_CLAIM-C3-20200108,0.0,514.82,514.82,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010917231-1-SURRENDER_CLAIM-C4-20200803,0.0,477.09,477.09,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010917231-1-SURRENDER_CLAIM-C5-20210803,0.0,515.22,515.22,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010917231-1-SURRENDER_CLAIM-C6-20220803,0.0,556.39,556.39,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010917231-1-SURRENDER_CLAIM-C7-20230603,0.0,95.72,95.72,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010917231-2-SURRENDER_CLAIM-C0-20230603,0.0,0.0,0.0,0.0,10333.53,0.0,10333.53,0090|0411|0412|0561|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010917520-1-DEATH_CLAIM-C0-20181001,6896.82,0.0,0.0,0.0,0.0,6896.82,6896.82,0038|0411|0412|0630|0810|0820|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010917599-1-SURRENDER_CLAIM-C0-20180803,0.0,179.98,179.98,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010917599-1-SURRENDER_CLAIM-C1-20190803,0.0,180.35,180.35,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010917599-1-SURRENDER_CLAIM-C10-20251006,0.0,2094.01,2094.01,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010917599-1-SURRENDER_CLAIM-C2-20200803,0.0,180.36,180.36,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010917599-1-SURRENDER_CLAIM-C3-20210118,0.0,114.58,114.58,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010917599-1-SURRENDER_CLAIM-C4-20210603,0.0,674.36,2674.36,0.0,0.0,0.0,2000.0,0090|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,UNBALANCED
RC-9010917599-1-SURRENDER_CLAIM-C5-20220726,0.0,248.29,248.29,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010917599-1-SURRENDER_CLAIM-C6-20230803,0.0,258.47,258.47,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010917599-1-SURRENDER_CLAIM-C7-20231019,0.0,406.28,406.28,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010917599-1-SURRENDER_CLAIM-C8-20240803,0.0,3077.86,3077.86,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010917599-1-SURRENDER_CLAIM-C9-20250803,0.0,290.35,290.35,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
RC-9010917600-1-DEATH_CLAIM-C0-20190718,25000.0,0.0,0.0,0.0,0.0,24314.62,25008.74,0411|0412|0630|0810|0820|CLEARING_HUB_DOUBLE_COUNT|WITHHOLDING_NOT_OBSERVED,0038 clearing rows may be unlinked from payout pairing,UNBALANCED
RC-9010917600-1-SURRENDER_CLAIM-C0-20180803,0.0,158.94,158.94,0.0,0.0,0.0,0.0,0090|0411|0560|0561|1020|WITHHOLDING_NOT_OBSERVED,,BALANCED
