policy_number,name_id,relate_code,address_present_flag,city_present_flag,state_present_flag,zip_present_flag,foreign_address_flag,incomplete_address_flag
9010914301,605104,PA,Y,Y,Y,Y,N,N
9010914301,711159,PE,Y,Y,Y,Y,N,N
9010914301,711159,PE,Y,Y,Y,Y,N,N
9010914301,711160,PE,Y,Y,Y,Y,N,N
9010914301,711160,PE,Y,Y,Y,Y,N,N
9010914301,605104,PO,Y,Y,Y,Y,N,N
9010914301,44746,SA,Y,Y,Y,Y,N,N
9010914378,707994,B1,Y,Y,Y,Y,N,N
9010914378,591536,IN,Y,Y,Y,Y,N,N
9010914378,591537,PA,Y,Y,Y,Y,N,N
9010914378,591537,PO,Y,Y,Y,Y,N,N
9010914378,35058,SA,Y,Y,Y,Y,N,N
9010914384,708811,B1,Y,Y,Y,Y,N,N
9010914384,708812,B1,Y,Y,Y,Y,N,N
9010914384,708813,B1,Y,Y,Y,Y,N,N
9010914384,708812,B2,Y,Y,Y,Y,N,N
9010914384,196639,IN,Y,Y,Y,Y,N,N
9010914384,196639,PA,Y,Y,Y,Y,N,N
9010914384,708811,PE,Y,Y,Y,Y,N,N
9010914384,708812,PE,Y,Y,Y,Y,N,N
9010914384,708813,PE,Y,Y,Y,Y,N,N
9010914384,196639,PO,Y,Y,Y,Y,N,N
9010914384,45845,SA,Y,Y,Y,Y,N,N
9010914384,45845,SA,Y,Y,Y,Y,N,N
9010914384,45845,SA,Y,Y,Y,Y,N,N
9010915030,710734,B1,Y,Y,Y,Y,N,N
9010915030,605116,IN,Y,Y,Y,Y,N,N
9010915030,605116,PA,Y,Y,Y,Y,N,N
9010915030,605116,PE,Y,Y,Y,Y,N,N
9010915030,605116,PE,Y,Y,Y,Y,N,N
9010915030,710734,PE,Y,Y,Y,Y,N,N
9010915030,605116,PO,Y,Y,Y,Y,N,N
9010915030,32800,SA,Y,Y,Y,Y,N,N
9010915533,709583,B1,Y,Y,Y,Y,N,N
9010915533,605124,IN,Y,Y,Y,Y,N,N
9010915533,605124,PA,Y,Y,Y,Y,N,N
9010915533,709583,PE,Y,Y,Y,Y,N,N
9010915533,709583,PE,Y,Y,Y,Y,N,N
9010915533,605124,PO,Y,Y,Y,Y,N,N
9010915533,707367,PW,Y,Y,Y,Y,N,N
9010915533,31340,SA,Y,Y,Y,Y,N,N
9010915533,31340,SA,Y,Y,Y,Y,N,N
9010915619,710272,AS,Y,Y,Y,Y,N,N
9010915619,710212,B1,Y,Y,Y,Y,N,N
9010915619,605127,IN,Y,Y,Y,Y,N,N
9010915619,605127,PA,Y,Y,Y,Y,N,N
9010915619,710212,PE,Y,Y,Y,Y,N,N
9010915619,710272,PE,Y,Y,Y,Y,N,N
9010915619,705311,PO,Y,Y,Y,Y,N,N
9010915619,35993,SA,Y,Y,Y,Y,N,N
9010915620,713218,B1,Y,Y,Y,Y,N,N
9010915620,713219,B2,Y,Y,Y,Y,N,N
9010915620,713220,B2,Y,Y,Y,Y,N,N
9010915620,591539,IN,Y,Y,Y,Y,N,N
9010915620,591539,PA,Y,Y,Y,Y,N,N
9010915620,591539,PO,Y,Y,Y,Y,N,N
9010915620,32109,SA,Y,Y,Y,Y,N,N
9010915810,699517,AS,Y,Y,Y,Y,N,N
9010915810,605131,IN,Y,Y,Y,Y,N,N
9010915810,605131,PA,Y,Y,Y,Y,N,N
9010915810,605131,PO,Y,Y,Y,Y,N,N
9010915810,31134,SA,Y,Y,Y,Y,N,N
9010916260,708889,B1,Y,Y,Y,Y,N,N
9010916260,605145,IN,Y,Y,Y,Y,N,N
9010916260,605145,PA,Y,Y,Y,Y,N,N
9010916260,605145,PE,Y,Y,Y,Y,N,N
9010916260,708889,PE,Y,Y,Y,Y,N,N
9010916260,708889,PO,Y,Y,Y,Y,N,N
9010916260,31848,SA,Y,Y,Y,Y,N,N
9010916260,31848,SA,Y,Y,Y,Y,N,N
9010916282,591541,IN,Y,Y,Y,Y,N,N
9010916282,591541,PA,Y,Y,Y,Y,N,N
9010916282,591541,PO,Y,Y,Y,Y,N,N
9010916282,30870,SA,Y,Y,Y,Y,N,N
9010916879,605154,B1,Y,Y,Y,Y,N,N
9010916879,690843,B2,Y,Y,Y,Y,N,N
9010916879,690844,B2,Y,Y,Y,Y,N,N
9010916879,605153,IN,Y,Y,Y,Y,N,N
9010916879,605154,PA,Y,Y,Y,Y,N,N
9010916879,605154,PE,Y,Y,Y,Y,N,N
9010916879,605154,PO,Y,Y,Y,Y,N,N
9010916879,46636,SA,Y,Y,Y,Y,N,N
9010916879,46636,SA,Y,Y,Y,Y,N,N
9010916889,605156,IN,Y,Y,Y,Y,N,N
9010916889,605157,PA,Y,Y,Y,Y,N,N
9010916889,605157,PO,Y,Y,Y,Y,N,N
9010916889,38497,SA,Y,Y,Y,Y,N,N
9010917172,708576,B1,Y,Y,Y,Y,N,N
9010917172,708576,B1,Y,Y,Y,Y,N,N
9010917172,708577,B1,Y,Y,Y,Y,N,N
9010917172,708577,B1,Y,Y,Y,Y,N,N
9010917172,709849,B2,Y,Y,Y,Y,N,N
9010917172,709849,B2,Y,Y,Y,Y,N,N
9010917172,709850,B2,Y,Y,Y,Y,N,N
9010917172,709850,B2,Y,Y,Y,Y,N,N
9010917172,709851,B2,Y,Y,Y,Y,N,N
9010917172,709851,B2,Y,Y,Y,Y,N,N
9010917172,709852,B2,Y,Y,Y,Y,N,N
9010917172,709852,B2,Y,Y,Y,Y,N,N
9010917172,605159,IN,Y,Y,Y,Y,N,N
9010917172,605159,IN,Y,Y,Y,Y,N,N
9010917172,605159,PA,Y,Y,Y,Y,N,N
9010917172,605159,PA,Y,Y,Y,Y,N,N
9010917172,605159,PE,Y,Y,Y,Y,N,N
9010917172,605159,PE,Y,Y,Y,Y,N,N
9010917172,708576,PE,Y,Y,Y,Y,N,N
9010917172,708576,PE,Y,Y,Y,Y,N,N
9010917172,708577,PE,Y,Y,Y,Y,N,N
9010917172,708577,PE,Y,Y,Y,Y,N,N
9010917172,605159,PO,Y,Y,Y,Y,N,N
9010917172,605159,PO,Y,Y,Y,Y,N,N
9010917172,44776,SA,Y,Y,Y,Y,N,N
9010917172,44776,SA,Y,Y,Y,Y,N,N
9010917172,44746,WA,Y,Y,Y,Y,N,N
9010917172,44746,WA,Y,Y,Y,Y,N,N
9010917231,605164,IN,Y,Y,Y,Y,N,N
9010917231,605164,PA,Y,Y,Y,Y,N,N
9010917231,605164,PE,Y,Y,Y,Y,N,N
9010917231,605164,PE,Y,Y,Y,Y,N,N
9010917231,605164,PO,Y,Y,Y,Y,N,N
9010917231,32800,SA,Y,Y,Y,Y,N,N
9010917520,708950,AS,Y,Y,Y,Y,N,N
9010917520,605165,IN,Y,Y,Y,Y,N,N
9010917520,605166,PA,Y,Y,Y,Y,N,N
9010917520,708950,PE,Y,Y,Y,Y,N,N
9010917520,605166,PO,Y,Y,Y,Y,N,N
9010917520,32041,SA,Y,Y,Y,Y,N,N
9010917522,697650,B1,Y,Y,Y,Y,N,N
9010917522,697651,B2,Y,Y,Y,Y,N,N
9010917522,697652,B2,Y,Y,Y,Y,N,N
9010917522,605167,IN,Y,Y,Y,Y,N,N
9010917522,605167,PA,Y,Y,Y,Y,N,N
9010917522,605167,PO,Y,Y,Y,Y,N,N
9010917522,32041,SA,Y,Y,Y,Y,N,N
9010917531,605171,IN,Y,Y,Y,Y,N,N
9010917531,605171,PA,Y,Y,Y,Y,N,N
9010917531,605171,PO,Y,Y,Y,Y,N,N
9010917531,36749,SA,Y,Y,Y,Y,N,N
9010917599,591548,B1,Y,Y,Y,Y,N,N
9010917599,605176,IN,Y,Y,Y,Y,N,N
9010917599,591548,PA,Y,Y,Y,Y,N,N
9010917599,591548,PE,Y,Y,Y,Y,N,N
9010917599,591548,PO,Y,Y,Y,Y,N,N
9010917599,32980,SA,Y,Y,Y,Y,N,N
9010917600,700113,AS,Y,Y,Y,Y,N,N
9010917600,605175,B1,Y,Y,Y,Y,N,N
9010917600,605177,IN,Y,Y,Y,Y,N,N
9010917600,605175,PA,Y,Y,Y,Y,N,N
9010917600,605175,PE,Y,Y,Y,Y,N,N
9010917600,605175,PE,Y,Y,Y,Y,N,N
9010917600,605175,PE,Y,Y,Y,Y,N,N
9010917600,605175,PE,Y,Y,Y,Y,N,N
9010917600,605175,PE,Y,Y,Y,Y,N,N
9010917600,605175,PE,Y,Y,Y,Y,N,N
9010917600,700113,PE,Y,Y,Y,Y,N,N
9010917600,700113,PE,Y,Y,Y,Y,N,N
9010917600,605175,PO,Y,Y,Y,Y,N,N
9010917600,32980,SA,Y,Y,Y,Y,N,N
9010917601,591544,IN,Y,Y,Y,Y,N,N
9010917601,605175,PA,Y,Y,Y,Y,N,N
9010917601,605175,PE,Y,Y,Y,Y,N,N
9010917601,605175,PE,Y,Y,Y,Y,N,N
9010917601,605175,PE,Y,Y,Y,Y,N,N
9010917601,605175,PO,Y,Y,Y,Y,N,N
9010917601,32980,SA,Y,Y,Y,Y,N,N
9010917602,591545,IN,Y,Y,Y,Y,N,N
9010917602,591548,PA,Y,Y,Y,Y,N,N
9010917602,591548,PE,Y,Y,Y,Y,N,N
9010917602,591548,PE,Y,Y,Y,Y,N,N
9010917602,591548,PO,Y,Y,Y,Y,N,N
9010917602,32980,SA,Y,Y,Y,Y,N,N
9010917603,591547,IN,Y,Y,Y,Y,N,N
9010917603,591545,PA,Y,Y,Y,Y,N,N
9010917603,591545,PE,Y,Y,Y,Y,N,N
9010917603,591545,PO,Y,Y,Y,Y,N,N
9010917603,32980,SA,Y,Y,Y,Y,N,N
9010917604,591545,B1,Y,Y,Y,Y,N,N
9010917604,591548,IN,Y,Y,Y,Y,N,N
9010917604,591548,PA,Y,Y,Y,Y,N,N
9010917604,591548,PE,Y,Y,Y,Y,N,N
9010917604,591548,PO,Y,Y,Y,Y,N,N
9010917604,32980,SA,Y,Y,Y,Y,N,N
9010917605,591549,IN,Y,Y,Y,Y,N,N
9010917605,605175,PA,Y,Y,Y,Y,N,N
9010917605,605175,PE,Y,Y,Y,Y,N,N
9010917605,605175,PO,Y,Y,Y,Y,N,N
9010917605,32980,SA,Y,Y,Y,Y,N,N
9010918786,605198,B1,Y,Y,Y,Y,N,N
9010918786,712605,B1,Y,Y,Y,Y,N,N
9010918786,605197,IN,Y,Y,Y,Y,N,N
9010918786,605197,PA,Y,Y,Y,Y,N,N
9010918786,605197,PO,Y,Y,Y,Y,N,N
9010918786,34666,SA,Y,Y,Y,Y,N,N
9010918786,34666,SA,Y,Y,Y,Y,N,N
9010918787,605197,B1,Y,Y,Y,Y,N,N
9010918787,712605,B1,Y,Y,Y,Y,N,N
9010918787,605198,IN,Y,Y,Y,Y,N,N
9010918787,698838,P1,Y,Y,Y,Y,N,N
9010918787,605197,PA,Y,Y,Y,Y,N,N
9010918787,605197,PO,Y,Y,Y,Y,N,N
9010918787,34666,SA,Y,Y,Y,Y,N,N
9010918787,34666,SA,Y,Y,Y,Y,N,N
9010919258,706979,B1,Y,Y,Y,Y,N,N
9010919258,706979,B1,Y,Y,Y,Y,N,N
9010919258,589869,IN,Y,Y,Y,Y,N,N
9010919258,589869,IN,Y,Y,Y,Y,N,N
9010919258,589869,PA,Y,Y,Y,Y,N,N
9010919258,589869,PA,Y,Y,Y,Y,N,N
9010919258,706979,PE,Y,Y,Y,Y,N,N
9010919258,706979,PE,Y,Y,Y,Y,N,N
9010919258,589869,PO,Y,Y,Y,Y,N,N
9010919258,589869,PO,Y,Y,Y,Y,N,N
9010919258,30985,SA,Y,Y,Y,Y,N,N
9010919258,30985,SA,Y,Y,Y,Y,N,N
9010919258,30985,SA,Y,Y,Y,Y,N,N
9010919258,30985,SA,Y,Y,Y,Y,N,N
9010919431,711326,B1,Y,Y,Y,Y,N,N
9010919431,711326,B1,Y,Y,Y,Y,N,N
9010919431,605212,IN,Y,Y,Y,Y,N,N
9010919431,605212,IN,Y,Y,Y,Y,N,N
9010919431,605212,PA,Y,Y,Y,Y,N,N
9010919431,605212,PA,Y,Y,Y,Y,N,N
9010919431,605212,PE,Y,Y,Y,Y,N,N
9010919431,605212,PE,Y,Y,Y,Y,N,N
9010919431,711326,PE,Y,Y,Y,Y,N,N
9010919431,711326,PE,Y,Y,Y,Y,N,N
9010919431,605212,PO,Y,Y,Y,Y,N,N
9010919431,605212,PO,Y,Y,Y,Y,N,N
9010919431,38233,SA,Y,Y,Y,Y,N,N
9010919431,38233,SA,Y,Y,Y,Y,N,N
9010919431,38233,SA,Y,Y,Y,Y,N,N
9010919431,38233,SA,Y,Y,Y,Y,N,N
9010920186,711534,B1,Y,Y,Y,Y,N,N
9010920186,711535,B1,Y,Y,Y,Y,N,N
9010920186,605216,IN,Y,Y,Y,Y,N,N
9010920186,711508,PA,Y,Y,Y,Y,N,N
9010920186,711508,PO,Y,Y,Y,Y,N,N
9010920186,37676,SA,Y,Y,Y,Y,N,N
9010920784,605221,IN,Y,Y,Y,Y,N,N
9010920784,605221,PA,Y,Y,Y,Y,N,N
9010920784,605221,PE,Y,Y,Y,Y,N,N
9010920784,605221,PO,Y,Y,Y,Y,N,N
9010920784,35957,SA,Y,Y,Y,Y,N,N
9010920785,707207,B1,Y,Y,Y,Y,N,N
9010920785,605224,B2,Y,Y,Y,Y,N,N
9010920785,605223,IN,Y,Y,Y,Y,N,N
9010920785,605224,PA,Y,Y,Y,Y,N,N
9010920785,605224,PE,Y,Y,Y,Y,N,N
9010920785,605224,PO,Y,Y,Y,Y,N,N
9010920785,35957,SA,Y,Y,Y,Y,N,N
9010920793,713412,AS,Y,Y,Y,Y,N,N
9010920793,605229,IN,Y,Y,Y,Y,N,N
9010920793,605229,PA,Y,Y,Y,Y,N,N
9010920793,713412,PE,Y,Y,Y,Y,N,N
9010920793,605229,PO,Y,Y,Y,Y,N,N
9010920793,32041,SA,Y,Y,Y,Y,N,N
9010920798,713226,B1,Y,Y,Y,Y,N,N
9010920798,15161,BK,Y,Y,Y,Y,N,N
9010920798,605232,IN,Y,Y,Y,Y,N,N
9010920798,605232,PA,Y,Y,Y,Y,N,N
9010920798,713226,PE,Y,Y,Y,Y,N,N
9010920798,605232,PO,Y,Y,Y,Y,N,N
9010920798,32800,SA,Y,Y,Y,Y,N,N
9010921853,590599,IN,Y,Y,Y,Y,N,N
9010921853,590599,IN,Y,Y,Y,Y,N,N
9010921853,590599,PA,Y,Y,Y,Y,N,N
9010921853,590599,PA,Y,Y,Y,Y,N,N
9010921853,590599,PO,Y,Y,Y,Y,N,N
9010921853,590599,PO,Y,Y,Y,Y,N,N
9010921853,32800,SA,Y,Y,Y,Y,N,N
9010921865,690964,B1,Y,Y,Y,Y,N,N
9010921865,690964,B1,Y,Y,Y,Y,N,N
9010921865,15161,BK,Y,Y,Y,Y,N,N
9010921865,15161,BK,Y,Y,Y,Y,N,N
9010921865,605243,IN,Y,Y,Y,Y,N,N
9010921865,605243,IN,Y,Y,Y,Y,N,N
9010921865,605243,PA,Y,Y,Y,Y,N,N
9010921865,605243,PA,Y,Y,Y,Y,N,N
9010921865,605243,PO,Y,Y,Y,Y,N,N
9010921865,605243,PO,Y,Y,Y,Y,N,N
9010921865,35694,SA,Y,Y,Y,Y,N,N
9010921865,35694,SA,Y,Y,Y,Y,N,N
9010921865,32632,WA,Y,Y,Y,Y,N,N
9010921865,32632,WA,Y,Y,Y,Y,N,N
9010922547,605252,IN,Y,Y,Y,Y,N,N
9010922547,605253,PA,Y,Y,Y,Y,N,N
9010922547,605253,PO,Y,Y,Y,Y,N,N
9010922547,46656,SA,Y,Y,Y,Y,N,N
9010922547,46656,SA,Y,Y,Y,Y,N,N
9010922553,605254,IN,Y,Y,Y,Y,N,N
9010922553,605254,PA,Y,Y,Y,Y,N,N
9010922553,605254,PO,Y,Y,Y,Y,N,N
9010922553,38157,SA,Y,Y,Y,Y,N,N
9010924474,713412,AS,Y,Y,Y,Y,N,N
9010924474,713413,B1,Y,Y,Y,Y,N,N
9010924474,605229,IN,Y,Y,Y,Y,N,N
9010924474,605229,PA,Y,Y,Y,Y,N,N
9010924474,713412,PE,Y,Y,Y,Y,N,N
9010924474,713413,PE,Y,Y,Y,Y,N,N
9010924474,605229,PO,Y,Y,Y,Y,N,N
9010924474,32041,SA,Y,Y,Y,Y,N,N
9010924475,709807,B1,Y,Y,Y,Y,N,N
9010924475,605201,IN,Y,Y,Y,Y,N,N
9010924475,605201,PA,Y,Y,Y,Y,N,N
9010924475,709807,PE,Y,Y,Y,Y,N,N
9010924475,605201,PO,Y,Y,Y,Y,N,N
9010924475,32041,SA,Y,Y,Y,Y,N,N
9010924487,591571,IN,Y,Y,Y,Y,N,N
9010924487,591571,PA,Y,Y,Y,Y,N,N
9010924487,591571,PO,Y,Y,Y,Y,N,N
9010924487,30664,SA,Y,Y,Y,Y,N,N
9010924487,30664,SA,Y,Y,Y,Y,N,N
9010924488,591572,IN,Y,Y,Y,Y,N,N
9010924488,591572,PA,Y,Y,Y,Y,N,N
9010924488,591572,PO,Y,Y,Y,Y,N,N
9010924488,30664,SA,Y,Y,Y,Y,N,N
9010924488,30664,SA,Y,Y,Y,Y,N,N
9010924513,605284,IN,Y,Y,Y,Y,N,N
9010924513,605285,PA,Y,Y,Y,Y,N,N
9010924513,605285,PO,Y,Y,Y,Y,N,N
9010924513,35727,SA,Y,Y,Y,Y,N,N
9010924660,605290,IN,Y,Y,Y,Y,N,N
9010924660,605290,PA,Y,Y,Y,Y,N,N
9010924660,605290,PE,Y,Y,Y,Y,N,N
9010924660,605290,PO,Y,Y,Y,Y,N,N
9010924660,38233,SA,Y,Y,Y,Y,N,N
9010924660,38233,SA,Y,Y,Y,Y,N,N
9010926025,605302,IN,Y,Y,Y,Y,N,N
9010926025,605303,PA,Y,Y,Y,Y,N,N
9010926025,605303,PO,Y,Y,Y,Y,N,N
9010926025,35982,SA,Y,Y,Y,Y,N,N
9010926226,591584,IN,Y,Y,Y,Y,N,N
9010926226,591585,PA,Y,Y,Y,Y,N,N
9010926226,591585,PO,Y,Y,Y,Y,N,N
9010926226,38389,SA,Y,Y,Y,Y,N,N
9010926346,591586,IN,Y,Y,Y,Y,N,N
9010926346,591586,PA,Y,Y,Y,Y,N,N
9010926346,591586,PO,Y,Y,Y,Y,N,N
9010926346,32308,SA,Y,Y,Y,Y,N,N
9010926347,605308,IN,Y,Y,Y,Y,N,N
9010926347,591587,PA,Y,Y,Y,Y,N,N
9010926347,591587,PE,Y,Y,Y,Y,N,N
9010926347,591587,PO,Y,Y,Y,Y,N,N
9010926347,32308,SA,Y,Y,Y,Y,N,N
9010926348,605310,IN,Y,Y,Y,Y,N,N
9010926348,591587,PA,Y,Y,Y,Y,N,N
9010926348,591587,PE,Y,Y,Y,Y,N,N
9010926348,591587,PO,Y,Y,Y,Y,N,N
9010926348,32308,SA,Y,Y,Y,Y,N,N
9010926349,591587,IN,Y,Y,Y,Y,N,N
9010926349,591587,PA,Y,Y,Y,Y,N,N
9010926349,591587,PO,Y,Y,Y,Y,N,N
9010926349,32308,SA,Y,Y,Y,Y,N,N
9010926357,605312,IN,Y,Y,Y,Y,N,N
9010926357,605312,PA,Y,Y,Y,Y,N,N
9010926357,605312,PE,Y,Y,Y,Y,N,N
9010926357,605312,PE,Y,Y,Y,Y,N,N
9010926357,605312,PE,Y,Y,Y,Y,N,N
9010926357,605312,PO,Y,Y,Y,Y,N,N
9010926357,41636,SA,Y,Y,Y,Y,N,N
9010926357,41636,SA,Y,Y,Y,Y,N,N
9010926969,591590,IN,Y,Y,Y,Y,N,N
9010926969,591590,PA,Y,Y,Y,Y,N,N
9010926969,591590,PO,Y,Y,Y,Y,N,N
9010926969,45845,SA,Y,Y,Y,Y,N,N
9010926969,45845,SA,Y,Y,Y,Y,N,N
9010926969,45845,SA,Y,Y,Y,Y,N,N
9010926970,591591,IN,Y,Y,Y,Y,N,N
9010926970,591591,PA,Y,Y,Y,Y,N,N
9010926970,591591,PO,Y,Y,Y,Y,N,N
9010926970,45845,SA,Y,Y,Y,Y,N,N
9010926970,45845,SA,Y,Y,Y,Y,N,N
9010926970,45845,SA,Y,Y,Y,Y,N,N
9010927421,701183,B1,Y,Y,Y,Y,N,N
9010927421,701184,B2,Y,Y,Y,Y,N,N
9010927421,701185,B2,Y,Y,Y,Y,N,N
9010927421,605316,IN,Y,Y,Y,Y,N,N
9010927421,605316,PA,Y,Y,Y,Y,N,N
9010927421,605316,PE,Y,Y,Y,Y,N,N
9010927421,605316,PE,Y,Y,Y,Y,N,N
9010927421,605316,PE,Y,Y,Y,Y,N,N
9010927421,605316,PO,Y,Y,Y,Y,N,N
9010927421,36251,SA,Y,Y,Y,Y,N,N
9010927552,605325,IN,Y,Y,Y,Y,N,N
9010927552,605325,PA,Y,Y,Y,Y,N,N
9010927552,605325,PE,Y,Y,Y,Y,N,N
9010927552,605325,PO,Y,Y,Y,Y,N,N
9010927885,704526,B1,Y,Y,Y,Y,N,N
9010927885,591594,IN,Y,Y,Y,Y,N,N
9010927885,591594,PA,Y,Y,Y,Y,N,N
9010927885,704526,PE,Y,Y,Y,Y,N,N
9010927885,591594,PO,Y,Y,Y,Y,N,N
9010927885,45719,SA,Y,Y,Y,Y,N,N
9010927989,605333,IN,Y,Y,Y,Y,N,N
9010927989,605333,PA,Y,Y,Y,Y,N,N
9010927989,605333,PO,Y,Y,Y,Y,N,N
9010927989,37295,SA,Y,Y,Y,Y,N,N
9010928016,713509,B1,Y,Y,Y,Y,N,N
9010928016,605334,IN,Y,Y,Y,Y,N,N
9010928016,605334,PA,Y,Y,Y,Y,N,N
9010928016,605334,PO,Y,Y,Y,Y,N,N
9010928016,38233,SA,Y,Y,Y,Y,N,N
9010928016,38233,SA,Y,Y,Y,Y,N,N
9010928261,590000,IN,Y,Y,Y,Y,N,N
9010928261,590000,PA,Y,Y,Y,Y,N,N
9010928261,590000,PE,Y,Y,Y,Y,N,N
9010928261,590000,PE,Y,Y,Y,Y,N,N
9010928261,590000,PO,Y,Y,Y,Y,N,N
9010928261,38233,SA,Y,Y,Y,Y,N,N
9010928261,38233,SA,Y,Y,Y,Y,N,N
9010928491,605336,IN,Y,Y,Y,Y,N,N
9010928491,605337,IN,Y,Y,Y,Y,N,N
9010928491,605336,PA,Y,Y,Y,Y,N,N
9010928491,605336,PE,Y,Y,Y,Y,N,N
9010928491,605336,PE,Y,Y,Y,Y,N,N
9010928491,605336,PE,Y,Y,Y,Y,N,N
9010928491,605336,PO,Y,Y,Y,Y,N,N
9010928491,37083,SA,Y,Y,Y,Y,N,N
9010928495,713120,B1,Y,Y,Y,Y,N,N
9010928495,713121,B1,Y,Y,Y,Y,N,N
9010928495,713122,B1,Y,Y,Y,Y,N,N
9010928495,713123,B1,Y,Y,Y,Y,N,N
9010928495,605340,IN,Y,Y,Y,Y,N,N
9010928495,605341,IN,Y,Y,Y,Y,N,N
9010928495,605340,PA,Y,Y,Y,Y,N,N
9010928495,713120,PE,Y,Y,Y,Y,N,N
9010928495,713121,PE,Y,Y,Y,Y,N,N
9010928495,713122,PE,Y,Y,Y,Y,N,N
9010928495,713123,PE,Y,Y,Y,Y,N,N
9010928495,605340,PO,Y,Y,Y,Y,N,N
9010928495,37083,SA,Y,Y,Y,Y,N,N
9010928497,605342,IN,Y,Y,Y,Y,N,N
9010928497,605343,IN,Y,Y,Y,Y,N,N
9010928497,605342,PA,Y,Y,Y,Y,N,N
9010928497,605342,PE,Y,Y,Y,Y,N,N
9010928497,605342,PE,Y,Y,Y,Y,N,N
9010928497,605342,PE,Y,Y,Y,Y,N,N
9010928497,605342,PO,Y,Y,Y,Y,N,N
9010928497,37083,SA,Y,Y,Y,Y,N,N
9010928498,700545,B1,Y,Y,Y,Y,N,N
9010928498,708439,B2,Y,Y,Y,Y,N,N
9010928498,605344,IN,Y,Y,Y,Y,N,N
9010928498,605345,PA,Y,Y,Y,Y,N,N
9010928498,605345,PE,Y,Y,Y,Y,N,N
9010928498,605345,PE,Y,Y,Y,Y,N,N
9010928498,605345,PO,Y,Y,Y,Y,N,N
9010928498,37083,SA,Y,Y,Y,Y,N,N
9010928507,605349,IN,Y,Y,Y,Y,N,N
9010928507,605350,IN,Y,Y,Y,Y,N,N
9010928507,605349,PA,Y,Y,Y,Y,N,N
9010928507,605349,PE,Y,Y,Y,Y,N,N
9010928507,605349,PO,Y,Y,Y,Y,N,N
9010928507,37083,SA,Y,Y,Y,Y,N,N
9010928775,704788,B1,Y,Y,Y,Y,N,N
9010928775,704789,B2,Y,Y,Y,Y,N,N
9010928775,605357,IN,Y,Y,Y,Y,N,N
9010928775,605357,PA,Y,Y,Y,Y,N,N
9010928775,605357,PE,Y,Y,Y,Y,N,N
9010928775,605357,PE,Y,Y,Y,Y,N,N
9010928775,605357,PE,Y,Y,Y,Y,N,N
9010928775,605357,PO,Y,Y,Y,Y,N,N
9010928775,35600,SA,Y,Y,Y,Y,N,N
9010929235,708950,AS,Y,Y,Y,Y,N,N
9010929235,708951,B1,Y,Y,Y,Y,N,N
9010929235,605360,IN,Y,Y,Y,Y,N,N
9010929235,605166,PA,Y,Y,Y,Y,N,N
9010929235,708950,PE,Y,Y,Y,Y,N,N
9010929235,708951,PE,Y,Y,Y,Y,N,N
9010929235,708951,PE,Y,Y,Y,Y,N,N
9010929235,605166,PO,Y,Y,Y,Y,N,N
9010929235,32041,SA,Y,Y,Y,Y,N,N
9010929367,709606,B1,Y,Y,Y,Y,N,N
9010929367,605363,IN,Y,Y,Y,Y,N,N
9010929367,605363,PA,Y,Y,Y,Y,N,N
9010929367,709606,PE,Y,Y,Y,Y,N,N
9010929367,605363,PO,Y,Y,Y,Y,N,N
9010929367,35087,SA,Y,Y,Y,Y,N,N
9010929794,711991,B1,Y,Y,Y,Y,N,N
9010929794,605364,IN,Y,Y,Y,Y,N,N
9010929794,605364,PA,Y,Y,Y,Y,N,N
9010929794,605364,PE,Y,Y,Y,Y,N,N
9010929794,711991,PE,Y,Y,Y,Y,N,N
9010929794,605364,PO,Y,Y,Y,Y,N,N
9010929794,35087,SA,Y,Y,Y,Y,N,N
9010929982,683554,B1,Y,Y,Y,Y,N,N
9010929982,683555,B2,Y,Y,Y,Y,N,N
9010929982,605366,IN,Y,Y,Y,Y,N,N
9010929982,605366,PA,Y,Y,Y,Y,N,N
9010929982,683554,PE,Y,Y,Y,Y,N,N
9010929982,605366,PO,Y,Y,Y,Y,N,N
9010929982,32549,SA,Y,Y,Y,Y,N,N
9010930278,605369,IN,Y,Y,Y,Y,N,N
9010930278,605369,PA,Y,Y,Y,Y,N,N
9010930278,605369,PE,Y,Y,Y,Y,N,N
9010930278,605369,PO,Y,Y,Y,Y,N,N
9010930278,37961,SA,Y,Y,Y,Y,N,N
9010932886,591613,IN,Y,Y,Y,Y,N,N
9010932886,591613,IN,Y,Y,Y,Y,N,N
9010932886,591614,PA,Y,Y,Y,Y,N,N
9010932886,591614,PA,Y,Y,Y,Y,N,N
9010932886,591614,PO,Y,Y,Y,Y,N,N
9010932886,591614,PO,Y,Y,Y,Y,N,N
9010932886,32030,SA,Y,Y,Y,Y,N,N
9010932886,32030,SA,Y,Y,Y,Y,N,N
9010932886,37277,WA,Y,Y,Y,Y,N,N
9010932886,37277,WA,Y,Y,Y,Y,N,N
9010933370,590449,B1,Y,Y,Y,Y,N,N
9010933370,597533,B2,Y,Y,Y,Y,N,N
9010933370,597534,B2,Y,Y,Y,Y,N,N
9010933370,597537,B2,Y,Y,Y,Y,N,N
9010933370,590446,IN,Y,Y,Y,Y,N,N
9010933370,590446,PA,Y,Y,Y,Y,N,N
9010933370,590449,PE,Y,Y,Y,Y,N,N
9010933370,590446,PO,Y,Y,Y,Y,N,N
9010933370,44746,SA,Y,Y,Y,Y,N,N
9010933488,605406,IN,Y,Y,Y,Y,N,N
