prototype_claimnum,sequence_number,reconstructed_claim_id,derivation_candidate_id,enhanced_settlement_group_id,policy_number,claim_family,derivation_confidence,lineage_source
CLM0002120,2120,RC-9010834690-1-SURRENDER_CLAIM-C2-20190501,QDC-RC-9010834690-1-SURRENDER_CLAIM-C2-20190501,ESG-9010834690-RC-9010834690-1-SURRENDER_CLAIM-C2-20190501-SOLO,9010834690,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002121,2121,RC-9010834690-1-SURRENDER_CLAIM-C3-20191112,QDC-RC-9010834690-1-SURRENDER_CLAIM-C3-20191112,ESG-9010834690-RC-9010834690-1-SURRENDER_CLAIM-C3-20191112-SOLO,9010834690,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002122,2122,RC-9010834690-1-SURRENDER_CLAIM-C4-20200501,QDC-RC-9010834690-1-SURRENDER_CLAIM-C4-20200501,ESG-9010834690-RC-9010834690-1-SURRENDER_CLAIM-C4-20200501-SOLO,9010834690,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002123,2123,RC-9010834690-1-SURRENDER_CLAIM-C5-20210501,QDC-RC-9010834690-1-SURRENDER_CLAIM-C5-20210501,ESG-9010834690-RC-9010834690-1-SURRENDER_CLAIM-C5-20210501-SOLO,9010834690,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002124,2124,RC-9010834690-1-SURRENDER_CLAIM-C6-20220501,QDC-RC-9010834690-1-SURRENDER_CLAIM-C6-20220501,ESG-9010834690-RC-9010834690-1-SURRENDER_CLAIM-C6-20220501-SOLO,9010834690,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002125,2125,RC-9010834690-1-SURRENDER_CLAIM-C7-20230501,QDC-RC-9010834690-1-SURRENDER_CLAIM-C7-20230501,ESG-9010834690-RC-9010834690-1-SURRENDER_CLAIM-C7-20230501-SOLO,9010834690,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002126,2126,RC-9010834690-1-SURRENDER_CLAIM-C8-20230801,QDC-RC-9010834690-1-SURRENDER_CLAIM-C8-20230801,ESG-9010834690-RC-9010834690-1-SURRENDER_CLAIM-C8-20230801-SOLO,9010834690,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002127,2127,RC-9010834690-1-SURRENDER_CLAIM-C9-20240501,QDC-RC-9010834690-1-SURRENDER_CLAIM-C9-20240501,ESG-9010834690-RC-9010834690-1-SURRENDER_CLAIM-C9-20240501-SOLO,9010834690,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002128,2128,RC-9010834745-1-DEATH_CLAIM-C0-20200102,QDC-RC-9010834745-1-DEATH_CLAIM-C0-20200102,ESG-9010834745-RC-9010834745-1-DEATH_CLAIM-C0-20200102-SOLO,9010834745,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002129,2129,RC-9010835240-1-DEATH_CLAIM-C0-20190125,QDC-RC-9010835240-1-DEATH_CLAIM-C0-20190125,ESG-9010835240-RC-9010835240-1-DEATH_CLAIM-C0-20190125-SOLO,9010835240,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0002130,2130,RC-9010835334-1-DEATH_CLAIM-C0-20221212,QDC-RC-9010835334-1-DEATH_CLAIM-C0-20221212,ESG-9010835334-RC-9010835334-1-DEATH_CLAIM-C0-20221212-SOLO,9010835334,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002131,2131,RC-9010835891-1-DEATH_CLAIM-C0-20240517,QDC-RC-9010835891-1-DEATH_CLAIM-C0-20240517,ESG-9010835891-RC-9010835891-1-DEATH_CLAIM-C0-20240517-SOLO,9010835891,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0002132,2132,RC-9010836057-1-DEATH_CLAIM-C0-20200121,QDC-RC-9010836057-1-DEATH_CLAIM-C0-20200121,ESG-9010836057-RC-9010836057-1-DEATH_CLAIM-C0-20200121-SOLO,9010836057,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0002133,2133,RC-9010836250-1-DEATH_CLAIM-C0-20220320,QDC-RC-9010836250-1-DEATH_CLAIM-C0-20220320,ESG-9010836250-RC-9010836250-1-DEATH_CLAIM-C0-20220320-SOLO,9010836250,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0002134,2134,RC-9010836265-1-DEATH_CLAIM-C0-20230801,QDC-RC-9010836265-1-DEATH_CLAIM-C0-20230801,ESG-9010836265-RC-9010836265-1-DEATH_CLAIM-C0-20230801-SOLO,9010836265,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0002135,2135,RC-9010836547-1-DEATH_CLAIM-C0-20180127,QDC-RC-9010836547-1-DEATH_CLAIM-C0-20180127,ESG-9010836547-RC-9010836547-1-DEATH_CLAIM-C0-20180127-SOLO,9010836547,DEATH_CLAIM,LOW_CONFIDENCE,phase10b_quikclms_derivation
CLM0002136,2136,RC-9010837522-1-DEATH_CLAIM-C0-20180414,QDC-RC-9010837522-1-DEATH_CLAIM-C0-20180414,ESG-9010837522-RC-9010837522-1-DEATH_CLAIM-C0-20180414-SOLO,9010837522,DEATH_CLAIM,LOW_CONFIDENCE,phase10b_quikclms_derivation
CLM0002137,2137,RC-9010837522-1-DISBURSEMENT_CLAIM-C0-20181015,QDC-RC-9010837522-1-DISBURSEMENT_CLAIM-C0-20181015,ESG-9010837522-RC-9010837522-1-DISBURSEMENT_CLAIM-C0-20181015-SOLO,9010837522,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002138,2138,RC-9010838129-1-DEATH_CLAIM-C0-20210316,QDC-RC-9010838129-1-DEATH_CLAIM-C0-20210316,ESG-9010838129-RC-9010838129-1-DEATH_CLAIM-C0-20210316-SOLO,9010838129,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002139,2139,RC-9010838364-1-DEATH_CLAIM-C0-20230307,QDC-RC-9010838364-1-DEATH_CLAIM-C0-20230307,ESG-9010838364-RC-9010838364-1-DEATH_CLAIM-C0-20230307-SOLO,9010838364,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0002140,2140,RC-9010838834-1-DEATH_CLAIM-C0-20210716,QDC-RC-9010838834-1-DEATH_CLAIM-C0-20210716,ESG-9010838834-RC-9010838834-1-DEATH_CLAIM-C0-20210716-SOLO,9010838834,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0002141,2141,RC-9010838863-1-SURRENDER_CLAIM-C0-20180129,QDC-RC-9010838863-1-SURRENDER_CLAIM-C0-20180129,ESG-9010838863-RC-9010838863-1-SURRENDER_CLAIM-C0-20180129-SOLO,9010838863,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002142,2142,RC-9010839234-1-DEATH_CLAIM-C0-20190713,QDC-RC-9010839234-1-DEATH_CLAIM-C0-20190713,ESG-9010839234-RC-9010839234-1-DEATH_CLAIM-C0-20190713-SOLO,9010839234,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002143,2143,RC-9010839714-1-DEATH_CLAIM-C0-20180607,QDC-RC-9010839714-1-DEATH_CLAIM-C0-20180607,ESG-9010839714-RC-9010839714-1-DEATH_CLAIM-C0-20180607-SOLO,9010839714,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002144,2144,RC-9010839784-1-SURRENDER_CLAIM-C0-20180714,QDC-RC-9010839784-1-SURRENDER_CLAIM-C0-20180714,ESG-9010839784-RC-9010839784-1-SURRENDER_CLAIM-C0-20180714-SOLO,9010839784,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002145,2145,RC-9010839784-1-SURRENDER_CLAIM-C1-20190714,QDC-RC-9010839784-1-SURRENDER_CLAIM-C1-20190714,ESG-9010839784-RC-9010839784-1-SURRENDER_CLAIM-C1-20190714-SOLO,9010839784,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002146,2146,RC-9010839784-1-SURRENDER_CLAIM-C2-20200714,QDC-RC-9010839784-1-SURRENDER_CLAIM-C2-20200714,ESG-9010839784-RC-9010839784-1-SURRENDER_CLAIM-C2-20200714-SOLO,9010839784,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002147,2147,RC-9010839784-1-SURRENDER_CLAIM-C3-20210714,QDC-RC-9010839784-1-SURRENDER_CLAIM-C3-20210714,ESG-9010839784-RC-9010839784-1-SURRENDER_CLAIM-C3-20210714-SOLO,9010839784,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002148,2148,RC-9010839784-1-SURRENDER_CLAIM-C4-20220714,QDC-RC-9010839784-1-SURRENDER_CLAIM-C4-20220714,ESG-9010839784-RC-9010839784-1-SURRENDER_CLAIM-C4-20220714-SOLO,9010839784,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002149,2149,RC-9010839784-1-SURRENDER_CLAIM-C5-20230714,QDC-RC-9010839784-1-SURRENDER_CLAIM-C5-20230714,ESG-9010839784-RC-9010839784-1-SURRENDER_CLAIM-C5-20230714-SOLO,9010839784,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002150,2150,RC-9010839784-1-SURRENDER_CLAIM-C6-20240714,QDC-RC-9010839784-1-SURRENDER_CLAIM-C6-20240714,ESG-9010839784-RC-9010839784-1-SURRENDER_CLAIM-C6-20240714-SOLO,9010839784,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002151,2151,RC-9010839784-1-SURRENDER_CLAIM-C7-20250714,QDC-RC-9010839784-1-SURRENDER_CLAIM-C7-20250714,ESG-9010839784-RC-9010839784-1-SURRENDER_CLAIM-C7-20250714-SOLO,9010839784,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002152,2152,RC-9010840186-1-DISBURSEMENT_CLAIM-C0-20210106,QDC-RC-9010840186-1-DISBURSEMENT_CLAIM-C0-20210106,ESG-9010840186-RC-9010840186-1-DISBURSEMENT_CLAIM-C0-20210106-SOLO,9010840186,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002153,2153,RC-9010840582-1-DEATH_CLAIM-C0-20220710,QDC-RC-9010840582-1-DEATH_CLAIM-C0-20220710,ESG-9010840582-RC-9010840582-1-DEATH_CLAIM-C0-20220710-SOLO,9010840582,DEATH_CLAIM,LOW_CONFIDENCE,phase10b_quikclms_derivation
CLM0002154,2154,RC-9010840776-1-DEATH_CLAIM-C0-20180920,QDC-RC-9010840776-1-DEATH_CLAIM-C0-20180920,ESG-9010840776-RC-9010840776-1-DEATH_CLAIM-C0-20180920-SOLO,9010840776,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002155,2155,RC-9010840780-1-DEATH_CLAIM-C0-20190928,QDC-RC-9010840780-1-DEATH_CLAIM-C0-20190928,ESG-9010840780-RC-9010840780-1-DEATH_CLAIM-C0-20190928-SOLO,9010840780,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002156,2156,RC-9010841063-1-DEATH_CLAIM-C0-20180317,QDC-RC-9010841063-1-DEATH_CLAIM-C0-20180317,ESG-9010841063-RC-9010841063-1-DEATH_CLAIM-C0-20180317-SOLO,9010841063,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002157,2157,RC-9010841424-1-DEATH_CLAIM-C0-20200220,QDC-RC-9010841424-1-DEATH_CLAIM-C0-20200220,ESG-9010841424-RC-9010841424-1-DEATH_CLAIM-C0-20200220-SOLO,9010841424,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002158,2158,RC-9010841470-1-DEATH_CLAIM-C0-20220202,QDC-RC-9010841470-1-DEATH_CLAIM-C0-20220202,ESG-9010841470-RC-9010841470-1-DEATH_CLAIM-C0-20220202-SOLO,9010841470,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002159,2159,RC-9010841782-1-SURRENDER_CLAIM-C0-20180312,QDC-RC-9010841782-1-SURRENDER_CLAIM-C0-20180312,ESG-9010841782-RC-9010841782-1-SURRENDER_CLAIM-C0-20180312-SOLO,9010841782,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002160,2160,RC-9010841782-1-SURRENDER_CLAIM-C1-20180615,QDC-RC-9010841782-1-SURRENDER_CLAIM-C1-20180615,ESG-9010841782-RC-9010841782-1-SURRENDER_CLAIM-C1-20180615-SOLO,9010841782,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002161,2161,RC-9010841782-1-SURRENDER_CLAIM-C10-20210615,QDC-RC-9010841782-1-SURRENDER_CLAIM-C10-20210615,ESG-9010841782-RC-9010841782-1-SURRENDER_CLAIM-C10-20210615-SOLO,9010841782,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002162,2162,RC-9010841782-1-SURRENDER_CLAIM-C11-20211001,QDC-RC-9010841782-1-SURRENDER_CLAIM-C11-20211001,ESG-9010841782-RC-9010841782-1-SURRENDER_CLAIM-C11-20211001-SOLO,9010841782,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002163,2163,RC-9010841782-1-SURRENDER_CLAIM-C12-20220308,QDC-RC-9010841782-1-SURRENDER_CLAIM-C12-20220308,ESG-9010841782-RC-9010841782-1-SURRENDER_CLAIM-C12-20220308-SOLO,9010841782,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002164,2164,RC-9010841782-1-SURRENDER_CLAIM-C13-20220615,QDC-RC-9010841782-1-SURRENDER_CLAIM-C13-20220615,ESG-9010841782-RC-9010841782-1-SURRENDER_CLAIM-C13-20220615-SOLO,9010841782,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002165,2165,RC-9010841782-1-SURRENDER_CLAIM-C14-20230119,QDC-RC-9010841782-1-SURRENDER_CLAIM-C14-20230119,ESG-9010841782-RC-9010841782-1-SURRENDER_CLAIM-C14-20230119-SOLO,9010841782,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002166,2166,RC-9010841782-1-SURRENDER_CLAIM-C15-20230405,QDC-RC-9010841782-1-SURRENDER_CLAIM-C15-20230405,ESG-9010841782-RC-9010841782-1-SURRENDER_CLAIM-C15-20230405-SOLO,9010841782,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002167,2167,RC-9010841782-1-SURRENDER_CLAIM-C16-20230615,QDC-RC-9010841782-1-SURRENDER_CLAIM-C16-20230615,ESG-9010841782-RC-9010841782-1-SURRENDER_CLAIM-C16-20230615-SOLO,9010841782,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002168,2168,RC-9010841782-1-SURRENDER_CLAIM-C17-20230906,QDC-RC-9010841782-1-SURRENDER_CLAIM-C17-20230906,ESG-9010841782-RC-9010841782-1-SURRENDER_CLAIM-C17-20230906-SOLO,9010841782,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002169,2169,RC-9010841782-1-SURRENDER_CLAIM-C18-20240615,QDC-RC-9010841782-1-SURRENDER_CLAIM-C18-20240615,ESG-9010841782-RC-9010841782-1-SURRENDER_CLAIM-C18-20240615-SOLO,9010841782,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002170,2170,RC-9010841782-1-SURRENDER_CLAIM-C19-20240915,QDC-RC-9010841782-1-SURRENDER_CLAIM-C19-20240915,ESG-9010841782-RC-9010841782-1-SURRENDER_CLAIM-C19-20240915-SOLO,9010841782,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002171,2171,RC-9010841782-1-SURRENDER_CLAIM-C2-20181231,QDC-RC-9010841782-1-SURRENDER_CLAIM-C2-20181231,ESG-9010841782-RC-9010841782-1-SURRENDER_CLAIM-C2-20181231-SOLO,9010841782,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002172,2172,RC-9010841782-1-SURRENDER_CLAIM-C20-20250116,QDC-RC-9010841782-1-SURRENDER_CLAIM-C20-20250116,ESG-9010841782-RC-9010841782-1-SURRENDER_CLAIM-C20-20250116-SOLO,9010841782,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002173,2173,RC-9010841782-1-SURRENDER_CLAIM-C21-20250615,QDC-RC-9010841782-1-SURRENDER_CLAIM-C21-20250615,ESG-9010841782-RC-9010841782-1-SURRENDER_CLAIM-C21-20250615-SOLO,9010841782,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002174,2174,RC-9010841782-1-SURRENDER_CLAIM-C22-20250909,QDC-RC-9010841782-1-SURRENDER_CLAIM-C22-20250909,ESG-9010841782-RC-9010841782-1-SURRENDER_CLAIM-C22-20250909-SOLO,9010841782,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002175,2175,RC-9010841782-1-SURRENDER_CLAIM-C23-20260408,QDC-RC-9010841782-1-SURRENDER_CLAIM-C23-20260408,ESG-9010841782-RC-9010841782-1-SURRENDER_CLAIM-C23-20260408-SOLO,9010841782,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002176,2176,RC-9010841782-1-SURRENDER_CLAIM-C3-20190328,QDC-RC-9010841782-1-SURRENDER_CLAIM-C3-20190328,ESG-9010841782-RC-9010841782-1-SURRENDER_CLAIM-C3-20190328-SOLO,9010841782,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002177,2177,RC-9010841782-1-SURRENDER_CLAIM-C4-20190615,QDC-RC-9010841782-1-SURRENDER_CLAIM-C4-20190615,ESG-9010841782-RC-9010841782-1-SURRENDER_CLAIM-C4-20190615-SOLO,9010841782,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002178,2178,RC-9010841782-1-SURRENDER_CLAIM-C5-20200204,QDC-RC-9010841782-1-SURRENDER_CLAIM-C5-20200204,ESG-9010841782-RC-9010841782-1-SURRENDER_CLAIM-C5-20200204-SOLO,9010841782,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002179,2179,RC-9010841782-1-SURRENDER_CLAIM-C6-20200615,QDC-RC-9010841782-1-SURRENDER_CLAIM-C6-20200615,ESG-9010841782-RC-9010841782-1-SURRENDER_CLAIM-C6-20200615-SOLO,9010841782,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002180,2180,RC-9010841782-1-SURRENDER_CLAIM-C7-20201007,QDC-RC-9010841782-1-SURRENDER_CLAIM-C7-20201007,ESG-9010841782-RC-9010841782-1-SURRENDER_CLAIM-C7-20201007-SOLO,9010841782,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002181,2181,RC-9010841782-1-SURRENDER_CLAIM-C8-20201209,QDC-RC-9010841782-1-SURRENDER_CLAIM-C8-20201209,ESG-9010841782-RC-9010841782-1-SURRENDER_CLAIM-C8-20201209-SOLO,9010841782,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002182,2182,RC-9010841782-1-SURRENDER_CLAIM-C9-20210317,QDC-RC-9010841782-1-SURRENDER_CLAIM-C9-20210317,ESG-9010841782-RC-9010841782-1-SURRENDER_CLAIM-C9-20210317-SOLO,9010841782,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002183,2183,RC-9010841783-1-SURRENDER_CLAIM-C0-20180615,QDC-RC-9010841783-1-SURRENDER_CLAIM-C0-20180615,ESG-9010841783-RC-9010841783-1-SURRENDER_CLAIM-C0-20180615-SOLO,9010841783,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002184,2184,RC-9010841783-1-SURRENDER_CLAIM-C1-20190615,QDC-RC-9010841783-1-SURRENDER_CLAIM-C1-20190615,ESG-9010841783-RC-9010841783-1-SURRENDER_CLAIM-C1-20190615-SOLO,9010841783,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002185,2185,RC-9010841783-1-SURRENDER_CLAIM-C2-20200615,QDC-RC-9010841783-1-SURRENDER_CLAIM-C2-20200615,ESG-9010841783-RC-9010841783-1-SURRENDER_CLAIM-C2-20200615-SOLO,9010841783,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002186,2186,RC-9010841783-1-SURRENDER_CLAIM-C3-20250611,QDC-RC-9010841783-1-SURRENDER_CLAIM-C3-20250611,ESG-9010841783-RC-9010841783-1-SURRENDER_CLAIM-C3-20250611-SOLO,9010841783,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002187,2187,RC-9010842016-1-DISBURSEMENT_CLAIM-C0-20230912,QDC-RC-9010842016-1-DISBURSEMENT_CLAIM-C0-20230912,ESG-9010842016-RC-9010842016-1-DISBURSEMENT_CLAIM-C0-20230912-SOLO,9010842016,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002188,2188,RC-9010842016-1-SURRENDER_CLAIM-C0-20180701,QDC-RC-9010842016-1-SURRENDER_CLAIM-C0-20180701,ESG-9010842016-RC-9010842016-1-SURRENDER_CLAIM-C0-20180701-SOLO,9010842016,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002189,2189,RC-9010842016-1-SURRENDER_CLAIM-C1-20190701,QDC-RC-9010842016-1-SURRENDER_CLAIM-C1-20190701,ESG-9010842016-RC-9010842016-1-SURRENDER_CLAIM-C1-20190701-SOLO,9010842016,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002190,2190,RC-9010842016-1-SURRENDER_CLAIM-C2-20200701,QDC-RC-9010842016-1-SURRENDER_CLAIM-C2-20200701,ESG-9010842016-RC-9010842016-1-SURRENDER_CLAIM-C2-20200701-SOLO,9010842016,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002191,2191,RC-9010842016-1-SURRENDER_CLAIM-C3-20210416,QDC-RC-9010842016-1-SURRENDER_CLAIM-C3-20210416,ESG-9010842016-RC-9010842016-1-SURRENDER_CLAIM-C3-20210416-SOLO,9010842016,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002192,2192,RC-9010842016-1-SURRENDER_CLAIM-C4-20210701,QDC-RC-9010842016-1-SURRENDER_CLAIM-C4-20210701,ESG-9010842016-RC-9010842016-1-SURRENDER_CLAIM-C4-20210701-SOLO,9010842016,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002193,2193,RC-9010842016-1-SURRENDER_CLAIM-C5-20220701,QDC-RC-9010842016-1-SURRENDER_CLAIM-C5-20220701,ESG-9010842016-RC-9010842016-1-SURRENDER_CLAIM-C5-20220701-SOLO,9010842016,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002194,2194,RC-9010842016-1-SURRENDER_CLAIM-C6-20230701,QDC-RC-9010842016-1-SURRENDER_CLAIM-C6-20230701,ESG-9010842016-RC-9010842016-1-SURRENDER_CLAIM-C6-20230701-SOLO,9010842016,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002195,2195,RC-9010842017-1-SURRENDER_CLAIM-C0-20180701,QDC-RC-9010842017-1-SURRENDER_CLAIM-C0-20180701,ESG-9010842017-RC-9010842017-1-SURRENDER_CLAIM-C0-20180701-SOLO,9010842017,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002196,2196,RC-9010842017-1-SURRENDER_CLAIM-C1-20190701,QDC-RC-9010842017-1-SURRENDER_CLAIM-C1-20190701,ESG-9010842017-RC-9010842017-1-SURRENDER_CLAIM-C1-20190701-SOLO,9010842017,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002197,2197,RC-9010842017-1-SURRENDER_CLAIM-C2-20200115,QDC-RC-9010842017-1-SURRENDER_CLAIM-C2-20200115,ESG-9010842017-RC-9010842017-1-SURRENDER_CLAIM-C2-20200115-SOLO,9010842017,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002198,2198,RC-9010842017-1-SURRENDER_CLAIM-C3-20201116,QDC-RC-9010842017-1-SURRENDER_CLAIM-C3-20201116,ESG-9010842017-RC-9010842017-1-SURRENDER_CLAIM-C3-20201116-SOLO,9010842017,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002199,2199,RC-9010842291-1-DEATH_CLAIM-C0-20210915,QDC-RC-9010842291-1-DEATH_CLAIM-C0-20210915,ESG-9010842291-RC-9010842291-1-DEATH_CLAIM-C0-20210915-SOLO,9010842291,DEATH_CLAIM,LOW_CONFIDENCE,phase10b_quikclms_derivation
CLM0002200,2200,RC-9010842291-1-SURRENDER_CLAIM-C0-20180611,QDC-RC-9010842291-1-SURRENDER_CLAIM-C0-20180611,ESG-9010842291-RC-9010842291-1-SURRENDER_CLAIM-C0-20180611-SOLO,9010842291,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002201,2201,RC-9010842291-1-SURRENDER_CLAIM-C1-20190611,QDC-RC-9010842291-1-SURRENDER_CLAIM-C1-20190611,ESG-9010842291-RC-9010842291-1-SURRENDER_CLAIM-C1-20190611-SOLO,9010842291,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002202,2202,RC-9010842291-1-SURRENDER_CLAIM-C2-20200611,QDC-RC-9010842291-1-SURRENDER_CLAIM-C2-20200611,ESG-9010842291-RC-9010842291-1-SURRENDER_CLAIM-C2-20200611-SOLO,9010842291,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002203,2203,RC-9010842291-1-SURRENDER_CLAIM-C3-20210611,QDC-RC-9010842291-1-SURRENDER_CLAIM-C3-20210611,ESG-9010842291-RC-9010842291-1-SURRENDER_CLAIM-C3-20210611-SOLO,9010842291,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0002204,2204,RC-9010842291-1-SURRENDER_CLAIM-C4-20210915,QDC-RC-9010842291-1-SURRENDER_CLAIM-C4-20210915,ESG-9010842291-RC-9010842291-1-SURRENDER_CLAIM-C4-20210915-SOLO,9010842291,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
