COVERAGE_ID,STATUS_CODE,DESCRIPTION                             ,COMPANY_CODE,VAL_CODE  ,POLICY_FORM_NUM,TAX_QUAL_RULES,MULT_INSUREDS_FLAG,PERS_OF_RESIDENCE,PREM_TAX_LOAD_FLAG,ALLCTD_COVRG_FLAG,EXHIBIT_PAR_NONPAR,EXHIBIT_CODE,NET_COMMISSIONS,POLICY_BASIS,SEX_BASIS,PRIMARY_PERSON,POLICY_FEE,AGE_BASIS,COVERAGE_TYPE_FLAG,INT_CR_RULE,MOD_CODER,MOD_DATE   ,MOD_TIME   ,NUM_OF_SEGMENTS,OWNER_ANNUIT_DEATH,BC_PRIOR_TO_PTD,OLAB_RULES_FLAG,PAY_UP_DT_EQ_ISS,AUTOREVR_URT_FLAG,ALLOW_EARLY_PAD_UP,TRANSACTION_LOG,ALL_PREM_DEP_INCOM,SKIPPED_PAYMENTS,SKIP_ADV_DAYS,ELDEST_OWNR_ANNTNT,PREM_RESTRICT_DUR,CREATE_ACTG_PRM_TX,EDIT_REG_REP_BD,MIN_ISSUE_AGE,MAX_ISSUE_AGE,VALUE_TYPE,REPORTING_NUMBER,COLL_ADVANCE_PTD,GLOBAL_TAX_FLAG,STATE_FUND_TAX,NUM_MULT_INS_ALLWD,MODAL_ANNIV_FLAG,MDV_MATURE_EXPIRE,PERCENT_OF_BASE,MAX_ISSUE_AS_RIDER,PLAN_TYPE,PRODUCT_TYPE,TAX_QUAL_CODE,PAR,PAR_OYT_ID,PAR_PUA_ID,MAX_RENEWAL_AGE,NUM_OF_RENEWALS,PREM_CEASE_TYPE,PREM_CEASE_POINT,MIN_PREM_PAY_DUR,BENEFIT_CEASE_TYPE,BEN_CEASE_POINT,MIN_BENEFIT_DUR,MAX_BENEFIT_AGE,VALUE_OF_BEN_UNIT,ANN_GUAR_RATE,TAX_NQ_ANN_DC_FLAG,TAX_Q_ANN_DC_FLAG,AGGREGATE_GAIN,ANNL_STMT_GEN_CODE,ANNUAL_STMT_CODE,ANNUAL_STMT_RATE,ANNL_STMT_GUAR_PRD,GUIDELINE_APPLY,TAMRA_APPLY_FLAG,TAMRA_TREATMENT,GUAR_BEN_MIN_DD_AG,GUAR_BEN_MIN_DD_DR,DESIGNATED_ROTH,PROCESS_CYCLE_FLAG,PREM_TO_TAX_BASIS,PREM_CALCS_SYSTEM,PROJECTIONS_SYSTEM,LOANS_AVAILABLE,VAR_LOAN,LOAN_ADV_ARREARS,EXPANSION_FLG,CONTINUE_FLG,COVR_UPD_COUNT,COVR_KEY0             ,ROW_COLUMN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
DISCHO80   ,A          ,Home Office Discount 80% 1 yr, 10% 2-10 ,03          ,          ,               ,N             ,N                 ,                 ,N                 ,N                ,N                 ,NPE         ,N              ,R           ,B        ,I             ,       .00,0        ,                  ,C          ,KPSA     ,   20050926,   13492982,              0,                  ,N              ,N              ,N               ,                 ,N                 ,               ,                  ,               0,            0,N                 ,                0,N                 ,N              ,            0,           85,U         ,                ,                ,N              ,N             ,                 0,N               ,N                ,              0,                 0,L        ,CF          ,N            ,N  ,          ,          ,             99,             99,D              ,             100,               1,D                 ,            100,              1,            116,             1.00,         .000,N                 ,N                ,N             ,                  ,               0,             .00,                 0,N              ,N               ,               ,                 0,                 0,N              ,                  ,Y                ,                 ,                  ,N              ,N       ,0               ,Y            ,Y           ,             0,0x44495343484F38302020,0x44495343484F3830202041486F6D65204F666669636520446973636F756E742038302520312079722C2031302520322D313020303320202020202020202020202020202020202020204E4E204E4E4E4E50454E524249000000003020434B505341EEF33101F6E2CD0000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000000204E4E4E204E00002000000000303030304E4E00000000000000000000000000000000000000000030304E4E000F085F55202020204E4E000000004E4E010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000085F000F000F000F000F000F000F000000000F4C43464E4E2020202020202020202020202020202020202020099F099F44100F001F44100F001F116F000000100F00000C4E4E4E20000F00000F000F4E4E205920204E4E305944495343484F383020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020595A45524F2020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E2020202020202020202059414131202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020592059
DISCHO90   ,A          ,Home Office Discount 90% 1 yr, 10%, 5%  ,03          ,          ,               ,N             ,N                 ,                 ,N                 ,N                ,N                 ,NPE         ,N              ,R           ,B        ,I             ,       .00,0        ,                  ,C          ,KPSA     ,   20050926,   13493357,              0,                  ,N              ,N              ,N               ,                 ,N                 ,               ,                  ,               0,            0,N                 ,                0,N                 ,N              ,            0,           85,U         ,                ,                ,N              ,N             ,                 0,N               ,N                ,              0,                 0,L        ,CF          ,N            ,N  ,          ,          ,             99,             99,D              ,             100,               1,D                 ,            100,              1,            116,             1.00,         .000,N                 ,N                ,N             ,                  ,               0,             .00,                 0,N              ,N               ,               ,                 0,                 0,N              ,                  ,Y                ,                 ,                  ,N              ,N       ,0               ,Y            ,Y           ,             0,0x44495343484F39302020,0x44495343484F3930202041486F6D65204F666669636520446973636F756E742039302520312079722C203130252C2035252020303320202020202020202020202020202020202020204E4E204E4E4E4E50454E524249000000003020434B505341EEF331016DE4CD0000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000000204E4E4E204E00002000000000303030304E4E00000000000000000000000000000000000000000030304E4E000F085F55202020204E4E000000004E4E010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000085F000F000F000F000F000F000F000000000F4C43464E4E2020202020202020202020202020202020202020099F099F44100F001F44100F001F116F000000100F00000C4E4E4E20000F00000F000F4E4E205920204E4E305944495343484F393020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020595A45524F2020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E2020202020202020202059414131202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020592059
L01 10Y LT ,A          ,Ten Year Level Term to Age 95           ,03          ,          ,L10            ,N             ,N                 ,                 ,N                 ,N                ,P                 ,TPO         ,Y              ,P           ,B        ,I             ,     50.00,0        ,                  ,C          ,KAR1     ,   20080822,   11312960,              0,                  ,N              ,N              ,N               ,N                ,N                 ,N              ,N                 ,               0,            0,N                 ,                0,N                 ,N              ,            0,           85,F         ,                ,                ,               ,N             ,                 0,N               ,N                ,              0,                 0,L        ,08          ,N            ,X  ,          ,          ,             99,             99,A              ,              95,               1,A                 ,             95,              1,             95,          1000.00,         .000,N                 ,N                ,N             ,                  ,               0,             .00,                 0,N              ,N               ,               ,                 0,                 0,N              ,                  ,Y                ,                 ,                  ,Y              ,N       ,0               ,Y            ,Y           ,             0,0x4C303120313059204C54,0x4C303120313059204C544154656E2059656172204C6576656C205465726D20746F2041676520393520202020202020202020203033202020202020202020204C3130202020202020204E4E204E4E5054504F59504249881300003020434B415231B6683201409FAC0099999F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000000204E4E4E4E4E4E4E2000000000303030304E4E00000000000000000000000000000000000000000030304E4E000F085F4620202020204E000000004E4EA8610000000000000000000000000000000000000000000040420F000000000000000000000000000000000000000000085F000F000F000F000F000F000F000000000F4C30384E582020202020202020202020202020202020202020099F099F41095F001F41095F001F095F000100000F00000C4E4E4E20000F00000F000F4E4E20592020594E30594C303120313059204C544E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020594C303120313059202020594C3031203130592020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020205931305952204C5620544D59444139202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020594C303120313059202020594C3031203130592020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020592059
L01 10Y MA ,A          ,Ten Year Level Term to Age 95           ,03          ,          ,L10            ,N             ,N                 ,                 ,N                 ,N                ,P                 ,TPO         ,Y              ,P           ,B        ,I             ,     50.00,0        ,                  ,C          ,KAR1     ,   20080822,   11334570,              0,                  ,N              ,N              ,N               ,N                ,N                 ,N              ,N                 ,               0,            0,N                 ,                0,N                 ,N              ,            0,           85,F         ,                ,                ,               ,N             ,                 0,N               ,N                ,              0,                 0,L        ,08          ,N            ,X  ,          ,          ,             99,             99,A              ,              95,               1,A                 ,             95,              1,             95,          1000.00,         .000,N                 ,N                ,N             ,                  ,               0,             .00,                 0,N              ,N               ,               ,                 0,                 0,N              ,                  ,Y                ,                 ,                  ,Y              ,N       ,0               ,Y            ,Y           ,             0,0x4C303120313059204D41,0x4C303120313059204D414154656E2059656172204C6576656C205465726D20746F2041676520393520202020202020202020203033202020202020202020204C3130202020202020204E4E204E4E5054504F59504249881300003020434B415231B6683201AAF3AC0000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000000204E4E4E4E4E4E4E2000000000303030304E4E00000000000000000000000000000000000000000030304E4E000F085F4620202020204E000000004E4EA8610000000000000000000000000000000000000000000040420F000000000000000000000000000000000000000000085F000F000F000F000F000F000F000000000F4C30384E582020202020202020202020202020202020202020099F099F41095F001F41095F001F095F000100000F00000C4E4E4E20000F00000F000F4E4E20592020594E30594C303120313059204D414E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020594C303120313059204D41594C303120313059204D414E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020205931305952204C5620544D59444139202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020594C303120313059204D41594C303120313059204D414E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020592059
L05 10Y LT ,A          ,Ten Year Term to Age 85                 ,03          ,          ,L05            ,N             ,N                 ,                 ,N                 ,N                ,P                 ,TPO         ,Y              ,P           ,B        ,I             ,       .00,0        ,                  ,C          ,KAR1     ,   20080822,   11362378,              0,                  ,N              ,N              ,N               ,N                ,N                 ,N              ,N                 ,               0,            0,N                 ,                0,N                 ,N              ,            0,           85,F         ,                ,                ,               ,N             ,                 0,N               ,N                ,              0,                 0,L        ,08          ,N            ,X  ,          ,          ,             99,             99,A              ,              85,               1,A                 ,             85,              1,            100,          1000.00,         .000,N                 ,N                ,N             ,                  ,               0,             .00,                 0,N              ,N               ,               ,                 0,                 0,N              ,                  ,Y                ,                 ,                  ,Y              ,N       ,0               ,Y            ,Y           ,             0,0x4C303520313059204C54,0x4C303520313059204C544154656E2059656172205465726D20746F2041676520383520202020202020202020202020202020203033202020202020202020204C3035202020202020204E4E204E4E5054504F59504249000000003020434B415231B66832014A60AD0000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000000204E4E4E4E4E4E4E2000000000303030304E4E00000000000000000000000000000000000000000030304E4E000F085F4620202020204E000000004E4E50C30000000000000000000000000000000000000000000040420F000000000000000000000000000000000000000000085F000F000F000F000F000F000F000000000F4C30384E582020202020202020202020202020202020202020099F099F41085F001F41085F001F100F000100000F00000C4E4E4E20000F00000F000F4E4E20592020594E30594C303520313059204C544E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020594C303520313059202020594C3035203130592020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020205931305952204C5620544D59484131202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020592059
L07 5Y LT  ,A          ,Five Year Term to Age 85                ,03          ,          ,L07            ,N             ,N                 ,                 ,N                 ,N                ,P                 ,TPO         ,Y              ,P           ,B        ,I             ,       .00,0        ,                  ,C          ,KAR1     ,   20080825,    8093950,              0,                  ,N              ,N              ,N               ,N                ,N                 ,N              ,N                 ,               0,            0,N                 ,                0,N                 ,N              ,            0,           85,F         ,                ,                ,               ,N             ,                 0,N               ,N                ,              0,                 0,L        ,08          ,N            ,X  ,          ,          ,             99,             99,A              ,              85,               1,A                 ,             85,              1,            100,          1000.00,         .000,N                 ,N                ,N             ,                  ,               0,             .00,                 0,N              ,N               ,               ,                 0,                 0,N              ,                  ,Y                ,                 ,                  ,Y              ,N       ,0               ,Y            ,Y           ,             0,0x4C3037203559204C5420,0x4C3037203559204C542041466976652059656172205465726D20746F20416765203835202020202020202020202020202020203033202020202020202020204C3037202020202020204E4E204E4E5054504F59504249000000003020434B415231B9683201FE807B0000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000000204E4E4E4E4E4E4E2000000000303030304E4E00000000000000000000000000000000000000000030304E4E000F085F4620202020204E000000004E4E50C30000000000000000000000000000000000000000000040420F000000000000000000000000000000000000000000085F000F000F000F000F000F000F000000000F4C30384E582020202020202020202020202020202020202020099F099F41085F001F41085F001F100F000100000F00000C4E4E4E20000F00000F000F4E4E20592020594E30594C3037203559204C54204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020594C303720355920202020594C3037203559202020204E202020202020202020204E202020202020202020204E202020202020202020204E2020202020202020202059355952204C562054524D59484131202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020592059
L10 ADB    ,A          ,L10 Accidental Death Benefit            ,03          ,          ,8140           ,N             ,N                 ,                 ,N                 ,N                ,N                 ,SUP         ,N              ,R           ,B        ,I             ,       .00,0        ,                  ,C          ,KAR1     ,   20190723,    8300462,              0,                  ,N              ,N              ,N               ,N                ,N                 ,N              ,N                 ,               0,            0,N                 ,                0,N                 ,N              ,           19,           60,F         ,                ,                ,N              ,N             ,                 0,N               ,N                ,              0,                 0,L        ,12          ,N            ,N  ,          ,          ,             65,             55,A              ,              65,               1,A                 ,             65,              1,             65,          1000.00,         .000,N                 ,N                ,N             ,                  ,               0,             .00,                 0,N              ,N               ,               ,                 0,                 0,N              ,                  ,N                ,                 ,                  ,N              ,N       ,0               ,Y            ,Y           ,             3,0x4C313020414442202020,0x4C313020414442202020414C3130204163636964656E74616C2044656174682042656E65666974202020202020202020202020303320202020202020202020383134302020202020204E4E204E4E4E5355504E524249000000003020434B41523103163401AEA77E0000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000000204E4E4E4E4E4E4E2000000000303030304E4E00000000000000000000000000000000000000000030304E4E019F060F46202020204E4E000000004E4E102700000000000000000000000000000000000000000000F04902000000000000000000000000000000000000000000060F000F000F000F000F000F000F000000000F4C31324E4E2020202020202020202020202020202020202020065F055F41065F001F41065F001F065F000100000F00000C4E4E4E20000F00000F000F4E4E204E20204E4E30594C313020414442204F4C4E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020594144422033302036352059414442203330203635204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020594144422020202020202059424153452020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020592059
L10 CDT    ,A          ,L10 CHILD TERM RIDER                    ,03          ,          ,8142           ,N             ,N                 ,                 ,N                 ,N                ,N                 ,OTI         ,N              ,R           ,B        ,I             ,       .00,0        ,                  ,C          ,KAR1     ,   20090403,   13050454,              0,                  ,N              ,N              ,N               ,N                ,N                 ,N              ,N                 ,               0,            0,N                 ,                0,N                 ,N              ,            0,           25,U         ,                ,                ,N              ,N             ,                 0,N               ,N                ,             50,             25000,L        ,03          ,N            ,N  ,          ,          ,             25,             25,A              ,              25,               1,A                 ,             25,              1,             25,          5000.00,         .000,N                 ,N                ,N             ,                  ,               0,             .00,                 0,N              ,N               ,               ,                 0,                 0,N              ,                  ,Y                ,                 ,                  ,N              ,N       ,0               ,Y            ,Y           ,             0,0x4C313020434454202020,0x4C313020434454202020414C3130204348494C44205445524D2052494445522020202020202020202020202020202020202020303320202020202020202020383134322020202020204E4E204E4E4E4F54494E524249000000003020434B415231238E32015622C70000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000000204E4E4E4E4E4E4E2000000000303030304E4E00000000000000000000000000000000000000000030304E4E000F025F55202020204E4E000000004E4E010000000000000000000000000000000000000000000000050000000000000000000000000000000000000000000000025F000F000F000F000F000F050F000025000F4C30334E4E2020202020202020202020202020202020202020025F025F41025F001F41025F001F025F000500000F00000C4E4E4E20000F00000F000F4E4E205920204E4E30594C313020434454204F4C4E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020594C313020434454202020594C3130204344542020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020594354522020202020202059424153452020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020592059
L10 GPO    ,A          ,L10 GPO OLD                             ,03          ,          ,8143           ,N             ,N                 ,                 ,N                 ,N                ,N                 ,SUP         ,N              ,R           ,B        ,I             ,       .00,0        ,                  ,C          ,KPSA     ,   20050926,   14455447,              0,                  ,N              ,N              ,N               ,                 ,N                 ,               ,                  ,               0,            0,N                 ,                0,N                 ,N              ,            0,           40,F         ,                ,                ,N              ,N             ,                 0,N               ,N                ,              0,                 0,L        ,12          ,N            ,N  ,          ,          ,             48,             48,D              ,               8,               1,D                 ,              8,              1,             48,          1000.00,         .000,N                 ,N                ,N             ,                  ,               0,             .00,                 0,N              ,N               ,               ,                 0,                 0,N              ,                  ,N                ,                 ,                  ,N              ,N       ,0               ,Y            ,Y           ,             0,0x4C31302047504F202020,0x4C31302047504F202020414C31302047504F204F4C442020202020202020202020202020202020202020202020202020202020303320202020202020202020383134332020202020204E4E204E4E4E5355504E524249000000003020434B505341EEF331019792DC0000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000000204E4E4E204E00002000000000303030304E4E00000000000000000000000000000000000000000030304E4E000F040F46202020204E4E000000004E4EE80300000000000000000000000000000000000000000000A08601000000000000000000000000000000000000000000040F000F000F000F000F000F000F000000000F4C31324E4E2020202020202020202020202020202020202020048F048F44008F001F44008F001F048F000100000F00000C4E4E4E20000F00000F000F4E4E204E20204E4E30594C31302047504F204F4C4E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020594C31305A45524F2020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020595A45524F204C49464520594C31302047504F204F4C4E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020594C31302047504F204F4C59424153452020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020592059
L10 JPO    ,A          ,L10 Juvenile Purchase Option - OLD      ,03          ,          ,8144           ,N             ,N                 ,                 ,N                 ,N                ,N                 ,SUP         ,N              ,R           ,B        ,I             ,       .00,0        ,                  ,C          ,KPSA     ,   20050926,   14455727,              0,                  ,N              ,N              ,N               ,                 ,N                 ,               ,                  ,               0,            0,N                 ,                0,N                 ,N              ,            0,           18,F         ,                ,                ,N              ,N             ,                 0,N               ,N                ,              0,                 0,L        ,12          ,N            ,N  ,          ,          ,             40,             40,A              ,              40,               1,A                 ,             40,              1,             40,          1000.00,         .000,N                 ,N                ,N             ,                  ,               0,             .00,                 0,N              ,N               ,               ,                 0,                 0,N              ,                  ,N                ,                 ,                  ,N              ,N       ,0               ,Y            ,Y           ,             0,0x4C3130204A504F202020,0x4C3130204A504F202020414C3130204A7576656E696C65205075726368617365204F7074696F6E202D204F4C44202020202020303320202020202020202020383134342020202020204E4E204E4E4E5355504E524249000000003020434B505341EEF33101AF93DC0000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000F000000000000204E4E4E204E00002000000000303030304E4E00000000000000000000000000000000000000000030304E4E000F018F46202020204E4E000000004E4EE80300000000000000000000000000000000000000000000A86100000000000000000000000000000000000000000000018F000F000F000F000F000F000F000000000F4C31324E4E2020202020202020202020202020202020202020040F040F41040F001F41040F001F040F000100000F00000C4E4E4E20000F00000F000F4E4E204E20204E4E30594C3130204A504F204F4C4E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020594C31305A45524F2020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020595A45524F204C49464520594C3130204A504F204F4C4E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020593832383620474920202059424153452020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E202020202020202020204E20202020202020202020592059
